# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_013292|NM_013292	hgnc_symbol|MYLPF|MYLPF
refseq_dna|NM_005456|NM_005456	hgnc_symbol|MAPK8IP1|MAPK8IP1
refseq_dna|NM_012324|NM_012324	hgnc_symbol|MAPK8IP2|MAPK8IP2
refseq_dna|NM_002752|NM_002752	hgnc_symbol|MAPK9|MAPK9
refseq_dna|NM_024117|NM_024117	hgnc_symbol|MAPKAP1|MAPKAP1
refseq_dna|NM_005043|NM_005043	hgnc_symbol|MAP2K7|MAP2K7
refseq_dna|NM_002401|NM_002401	hgnc_symbol|MAP3K3|MAP3K3
refseq_dna|NM_003618|NM_003618	hgnc_symbol|MAP4K3|MAP4K3
refseq_dna|NM_004759|NM_004759	hgnc_symbol|MAPKAPK2|MAPKAPK2
refseq_dna|NM_003668|NM_003668	hgnc_symbol|MAPKAPK5|MAPKAPK5
refseq_dna|NM_014953|NM_014953	hgnc_symbol|DIS3|DIS3
refseq_dna|NM_016289|NM_016289	hgnc_symbol|CAB39|CAB39
hgnc_symbol|ARID5A|ARID5A
refseq_dna|NM_000240|NM_000240	hgnc_symbol|MAOA|MAOA
refseq_dna|NM_005590|NM_005590	hgnc_symbol|MRE11A|MRE11A
refseq_dna|NM_024545|NM_024545	hgnc_symbol|SAP130|SAP130
refseq_dna|NM_025021|NM_025021	hgnc_symbol|CRTC1|CRTC1
refseq_dna|NM_018298|NM_018298	hgnc_symbol|MCOLN3|MCOLN3
refseq_dna|NM_007351|NM_007351	hgnc_symbol|MMRN1|MMRN1
refseq_dna|NM_000244|NM_000244	hgnc_symbol|MEN1|MEN1
refseq_dna|NM_003829|NM_003829	hgnc_symbol|MPDZ|MPDZ
refseq_dna|NM_016298|NM_016298
refseq_dna|NM_012219|NM_012219	hgnc_symbol|MRAS|MRAS
refseq_dna|NM_005757|NM_005757	hgnc_symbol|MBNL2|MBNL2
refseq_dna|NM_000251|NM_000251	hgnc_symbol|MSH2|MSH2
refseq_dna|NM_002441|NM_002441	hgnc_symbol|MSH5|MSH5
refseq_dna|NM_080390|NM_080390
refseq_dna|NM_002383|NM_002383	hgnc_symbol|MAZ|MAZ
refseq_dna|NM_002385|NM_002385	hgnc_symbol|MBP|MBP
refseq_dna|NM_016132|NM_016132	hgnc_symbol|MYEF2|MYEF2
refseq_dna|NM_002432|NM_002432	hgnc_symbol|MNDA|MNDA
refseq_dna|NM_002468|NM_002468	hgnc_symbol|MYD88|MYD88
refseq_dna|NM_004529|NM_004529	hgnc_symbol|MLLT3|MLLT3
refseq_dna|NM_021230|NM_021230	hgnc_symbol|MLL3|MLL3
refseq_dna|NM_002478|NM_002478	hgnc_symbol|MYOD1|MYOD1
refseq_dna|NM_002469|NM_002469	hgnc_symbol|MYF6|MYF6
refseq_dna|NM_005368|NM_005368	hgnc_symbol|MB|MB
refseq_dna|NM_016368|NM_016368	hgnc_symbol|ISYNA1|ISYNA1
refseq_dna|NM_003970|NM_003970	hgnc_symbol|MYOM2|MYOM2
refseq_dna|NM_000256|NM_000256	hgnc_symbol|MYBPC3|MYBPC3
refseq_dna|NM_004533|NM_004533	hgnc_symbol|MYBPC2|MYBPC2
refseq_dna|NM_002465|NM_002465	hgnc_symbol|MYBPC1|MYBPC1
refseq_dna|NM_004998|NM_004998	hgnc_symbol|MYO1E|MYO1E
refseq_dna|NM_033546|NM_033546
refseq_dna|NM_013262|NM_013262	hgnc_symbol|MYLIP|MYLIP
refseq_dna|NM_004999|NM_004999	hgnc_symbol|MYO6|MYO6
refseq_dna|NM_016239|NM_016239	hgnc_symbol|MYO15A|MYO15A
refseq_dna|NM_005963|NM_005963	hgnc_symbol|MYH1|MYH1
refseq_dna|NM_002474|NM_002474	hgnc_symbol|MYH11|MYH11
refseq_dna|NM_002470|NM_002470	hgnc_symbol|MYH3|MYH3
refseq_dna|NM_000257|NM_000257	hgnc_symbol|MYH7|MYH7
refseq_dna|NM_002473|NM_002473	hgnc_symbol|MYH9|MYH9
refseq_dna|NM_000432|NM_000432	hgnc_symbol|MYL2|MYL2
refseq_dna|NM_000258|NM_000258	hgnc_symbol|MYL3|MYL3
refseq_dna|NM_002476|NM_002476	hgnc_symbol|MYL4|MYL4
refseq_dna|NM_002477|NM_002477	hgnc_symbol|MYL5|MYL5
refseq_dna|NM_021019|NM_021019	hgnc_symbol|MYL6|MYL6
refseq_dna|NM_006097|NM_006097	hgnc_symbol|MYL9|MYL9
refseq_dna|NM_000252|NM_000252	hgnc_symbol|MTM1|MTM1
refseq_dna|XM_046577|XM_046577	hgnc_symbol|MTMR1|MTMR1
refseq_dna|NM_016156|NM_016156	hgnc_symbol|MTMR2|MTMR2
refseq_dna|NM_021090|NM_021090	hgnc_symbol|MTMR3|MTMR3
refseq_dna|NM_015458|NM_015458	hgnc_symbol|MTMR9|MTMR9
refseq_dna|NM_021245|NM_021245	hgnc_symbol|MYOZ1|MYOZ1
refseq_dna|NM_016599|NM_016599	hgnc_symbol|MYOZ2|MYOZ2
refseq_dna|NM_002356|NM_002356	hgnc_symbol|MARCKS|MARCKS
refseq_dna|NM_002462|NM_002462	hgnc_symbol|MX1|MX1
refseq_dna|NM_000262|NM_000262	hgnc_symbol|NAGA|NAGA
refseq_dna|NM_017567|NM_017567	hgnc_symbol|NAGK|NAGK
refseq_dna|NM_000263|NM_000263	hgnc_symbol|NAGLU|NAGLU
refseq_dna|NM_016100|NM_016100	hgnc_symbol|NAA50|NAA50
refseq_dna|NM_015922|NM_015922
refseq_dna|NM_000903|NM_000903	hgnc_symbol|NQO1|NQO1
refseq_dna|NM_004541|NM_004541	hgnc_symbol|NDUFA1|NDUFA1
refseq_dna|NM_004544|NM_004544	hgnc_symbol|NDUFA10|NDUFA10
refseq_dna|NM_002489|NM_002489	hgnc_symbol|NDUFA4|NDUFA4
refseq_dna|NM_005002|NM_005002	hgnc_symbol|NDUFA9|NDUFA9
refseq_dna|NM_004548|NM_004548	hgnc_symbol|NDUFB10|NDUFB10
refseq_dna|NM_002491|NM_002491	hgnc_symbol|NDUFB3|NDUFB3
refseq_dna|NM_004146|NM_004146	hgnc_symbol|NDUFB7|NDUFB7
refseq_dna|NM_005004|NM_005004	hgnc_symbol|NDUFB8|NDUFB8
refseq_dna|NM_005003|NM_005003	hgnc_symbol|NDUFAB1|NDUFAB1
refseq_dna|NM_005006|NM_005006	hgnc_symbol|NDUFS1|NDUFS1
refseq_dna|NM_004551|NM_004551	hgnc_symbol|NDUFS3|NDUFS3
refseq_dna|NM_002496|NM_002496	hgnc_symbol|NDUFS8|NDUFS8
refseq_dna|NM_007103|NM_007103	hgnc_symbol|NDUFV1|NDUFV1
refseq_dna|NM_021074|NM_021074	hgnc_symbol|NDUFV2|NDUFV2
refseq_dna|NM_005771|NM_005771	hgnc_symbol|DHRS9|DHRS9
refseq_dna|NM_016931|NM_016931	hgnc_symbol|NOX4|NOX4

refseq_dna|NM_013275|NM_013275	hgnc_symbol|ANKRD11|ANKRD11
refseq_dna|NM_006172|NM_006172	hgnc_symbol|NPPA|NPPA
refseq_dna|NM_002521|NM_002521	hgnc_symbol|NPPB|NPPB
refseq_dna|NM_004829|NM_004829	hgnc_symbol|NCR1|NCR1
refseq_dna|NM_016637|NM_016637
refseq_dna|NM_013436|NM_013436	hgnc_symbol|NCKAP1|NCKAP1
refseq_dna|NM_004784|NM_004784	hgnc_symbol|NDST3|NDST3
refseq_dna|NM_016250|NM_016250	hgnc_symbol|NDRG2|NDRG2
refseq_dna|NM_006393|NM_006393	hgnc_symbol|NEBL|NEBL
refseq_dna|NM_004543|NM_004543	hgnc_symbol|NEB|NEB
refseq_dna|NM_021189|NM_021189	hgnc_symbol|CADM3|CADM3
refseq_dna|NM_007014|NM_007014	hgnc_symbol|WWP2|WWP2
refseq_dna|NM_022765|NM_022765	hgnc_symbol|MICAL1|MICAL1
refseq_dna|NM_016481|NM_016481	hgnc_symbol|NAPSA|NAPSA
refseq_dna|NM_002507|NM_002507	hgnc_symbol|NGFR|NGFR
refseq_dna|NM_003826|NM_003826	hgnc_symbol|NAPG|NAPG
refseq_dna|NM_004210|NM_004210	hgnc_symbol|NEURL|NEURL
refseq_dna|NM_016588|NM_016588	hgnc_symbol|NRN1|NRN1
refseq_dna|NM_000267|NM_000267	hgnc_symbol|NF1|NF1
refseq_dna|NM_021257|NM_021257	hgnc_symbol|NGB|NGB
refseq_dna|NM_005010|NM_005010	hgnc_symbol|NRCAM|NRCAM
refseq_dna|NM_019056|NM_019056
refseq_dna|NM_002516|NM_002516	hgnc_symbol|NOVA2|NOVA2
refseq_dna|NM_003717|NM_003717	hgnc_symbol|NPFF|NPFF
refseq_dna|NM_003873|NM_003873	hgnc_symbol|NRP1|NRP1
refseq_dna|NM_003872|NM_003872	hgnc_symbol|NRP2|NRP2
refseq_dna|NM_016522|NM_016522	hgnc_symbol|RREB1|RREB1
refseq_dna|NM_006169|NM_006169	hgnc_symbol|NNMT|NNMT
refseq_dna|NM_012343|NM_012343	hgnc_symbol|NNT|NNT
refseq_dna|NM_002508|NM_002508	hgnc_symbol|NID1|NID1
refseq_dna|NM_007361|NM_007361	hgnc_symbol|NID2|NID2
refseq_dna|NM_006432|NM_006432	hgnc_symbol|NPC2|NPC2
refseq_dna|NM_000620|NM_000620	hgnc_symbol|NOS1|NOS1
refseq_dna|NM_000625|NM_000625	hgnc_symbol|NOS2|NOS2
refseq_dna|NM_000603|NM_000603	hgnc_symbol|NOS3|NOS3
refseq_dna|NM_004387|NM_004387	hgnc_symbol|NKX2-5|NKX2-5
refseq_dna|NM_013330|NM_013330	hgnc_symbol|NME7|NME7
refseq_dna|NM_006096|NM_006096	hgnc_symbol|NDRG1|NDRG1
refseq_dna|NM_000269|NM_000269	hgnc_symbol|NME1|NME1
refseq_dna|NM_002512|NM_002512	hgnc_symbol|NME2|NME2
refseq_dna|NM_000435|NM_000435	hgnc_symbol|NOTCH3|NOTCH3
refseq_dna|NM_004557|NM_004557	hgnc_symbol|NOTCH4|NOTCH4

refseq_dna|NM_007158|NM_007158	hgnc_symbol|CSDE1|CSDE1
refseq_dna|NM_006372|NM_006372	hgnc_symbol|SYNCRIP|SYNCRIP
refseq_dna|NM_003113|NM_003113	hgnc_symbol|SP100|SP100
refseq_dna|NM_003204|NM_003204	hgnc_symbol|NFE2L1|NFE2L1
refseq_dna|NM_006164|NM_006164	hgnc_symbol|NFE2L2|NFE2L2
refseq_dna|NM_005597|NM_005597	hgnc_symbol|NFIC|NFIC
refseq_dna|NM_006599|NM_006599	hgnc_symbol|NFAT5|NFAT5
refseq_dna|NM_006162|NM_006162	hgnc_symbol|NFATC1|NFATC1
refseq_dna|NM_012340|NM_012340	hgnc_symbol|NFATC2|NFATC2
refseq_dna|NM_004554|NM_004554	hgnc_symbol|NFATC4|NFATC4
refseq_dna|NM_020529|NM_020529	hgnc_symbol|NFKBIA|NFKBIA
refseq_dna|NM_002503|NM_002503	hgnc_symbol|NFKBIB|NFKBIB
refseq_dna|NM_005384|NM_005384	hgnc_symbol|NFIL3|NFIL3
refseq_dna|NM_006985|NM_006985	hgnc_symbol|NPIP|NPIP
refseq_dna|NM_012336|NM_012336	hgnc_symbol|NARF|NARF
refseq_dna|NM_017440|NM_017440	hgnc_symbol|MDM1|MDM1
refseq_dna|NM_005876|NM_005876	hgnc_symbol|SPEG|SPEG
refseq_dna|NM_003743|NM_003743	hgnc_symbol|NCOA1|NCOA1
refseq_dna|NM_002135|NM_002135	hgnc_symbol|NR4A1|NR4A1
refseq_dna|NM_006166|NM_006166	hgnc_symbol|NFYB|NFYB
refseq_dna|NM_004559|NM_004559	hgnc_symbol|YBX1|YBX1
refseq_dna|NM_006184|NM_006184	hgnc_symbol|NUCB1|NUCB1
refseq_dna|NM_005013|NM_005013	hgnc_symbol|NUCB2|NUCB2
refseq_dna|NM_006455|NM_006455	hgnc_symbol|LEPREL4|LEPREL4
refseq_dna|NM_013285|NM_013285	hgnc_symbol|GNL2|GNL2
refseq_dna|NM_003946|NM_003946	hgnc_symbol|NOL3|NOL3
refseq_dna|NM_005381|NM_005381	hgnc_symbol|NCL|NCL
refseq_dna|NM_005387|NM_005387	hgnc_symbol|NUP98|NUP98
refseq_dna|NM_024647|NM_024647	hgnc_symbol|NUP43|NUP43
refseq_dna|NM_000270|NM_000270	hgnc_symbol|ZNF384|ZNF384
refseq_dna|NM_021963|NM_021963	hgnc_symbol|NAP1L2|NAP1L2
refseq_dna|NM_004538|NM_004538	hgnc_symbol|NAP1L3|NAP1L3
refseq_dna|NM_005969|NM_005969	hgnc_symbol|NAP1L4|NAP1L4
refseq_dna|NM_025233|NM_025233	hgnc_symbol|TP63|TP63
refseq_dna|NM_002484|NM_002484	hgnc_symbol|NUBP1|NUBP1
refseq_dna|NM_017668|NM_017668	hgnc_symbol|NDE1|NDE1
refseq_dna|NM_018159|NM_018159	hgnc_symbol|NUDT11|NUDT11
refseq_dna|NM_001161|NM_001161	hgnc_symbol|NUDT2|NUDT2
refseq_dna|NM_019094|NM_019094	hgnc_symbol|NUDT4|NUDT4
refseq_dna|NM_014142|NM_014142	hgnc_symbol|NUDT5|NUDT5
refseq_dna|NM_003744|NM_003744	hgnc_symbol|NUMB|NUMB
refseq_dna|NM_004756|NM_004756	hgnc_symbol|NUMBL|NUMBL
refseq_dna|NM_022900|NM_022900
refseq_dna|NM_000275|NM_000275	hgnc_symbol|OCA2|OCA2
refseq_dna|NM_014566|NM_014566	hgnc_symbol|OR1D5|OR1D5
refseq_dna|NM_013940|NM_013940	hgnc_symbol|OR10H1|OR10H1
refseq_dna|NM_019897|NM_019897	hgnc_symbol|OR2S2|OR2S2
refseq_dna|NM_002550|NM_002550	hgnc_symbol|OR3A1|OR3A1
refseq_dna|NM_003999|NM_003999	hgnc_symbol|OSMR|OSMR
refseq_dna|NM_000912|NM_000912	hgnc_symbol|OPRK1|OPRK1
refseq_dna|NM_020061|NM_020061	hgnc_symbol|OPN1LW|OPN1LW
refseq_dna|NM_015853|NM_015853	hgnc_symbol|UBXN1|UBXN1
refseq_dna|NM_014182|NM_014182	hgnc_symbol|ORMDL2|ORMDL2
refseq_dna|NM_000274|NM_000274	hgnc_symbol|OAT|OAT
refseq_dna|NM_002539|NM_002539	hgnc_symbol|ODC1|ODC1
refseq_dna|NM_004152|NM_004152	hgnc_symbol|OAZ1|OAZ1
refseq_dna|NM_015878|NM_015878	hgnc_symbol|AZIN1|AZIN1
refseq_dna|NM_000607|NM_000607	hgnc_symbol|ORM1|ORM1
refseq_dna|NM_021728|NM_021728	hgnc_symbol|OTX2|OTX2
refseq_dna|NM_006475|NM_006475	hgnc_symbol|POSTN|POSTN
refseq_dna|NM_020157|NM_020157	hgnc_symbol|OTOR|OTOR
refseq_dna|NM_002543|NM_002543	hgnc_symbol|OLR1|OLR1
refseq_dna|NM_020139|NM_020139
refseq_dna|NM_002541|NM_002541	hgnc_symbol|OGDH|OGDH
refseq_dna|NM_014835|NM_014835	hgnc_symbol|OSBPL2|OSBPL2
refseq_dna|NM_002578|NM_002578	hgnc_symbol|PAK3|PAK3
refseq_dna|NM_017660|NM_017660
refseq_dna|NM_012385|NM_012385	hgnc_symbol|S100A8|S100A8
refseq_dna|NM_002584|NM_002584	hgnc_symbol|PAX7|PAX7
refseq_dna|NM_005169|NM_005169	hgnc_symbol|PHOX2A|PHOX2A
refseq_dna|NM_016081|NM_016081	hgnc_symbol|PALLD|PALLD
refseq_dna|NM_017734|NM_017734	hgnc_symbol|PALMD|PALMD
refseq_dna|NM_005155|NM_005155	hgnc_symbol|PPT2|PPT2
refseq_dna|NM_007257|NM_007257	hgnc_symbol|PNMA2|PNMA2
refseq_dna|NM_013364|NM_013364	hgnc_symbol|PNMA3|PNMA3
refseq_dna|NM_000446|NM_000446	hgnc_symbol|PON1|PON1
refseq_dna|NM_018282|NM_018282	hgnc_symbol|PSPC1|PSPC1
refseq_dna|NM_000316|NM_000316	hgnc_symbol|PTH1R|PTH1R
refseq_dna|NM_007262|NM_007262	hgnc_symbol|PARK7|PARK7
refseq_dna|NM_002854|NM_002854	hgnc_symbol|PVALB|PVALB
refseq_dna|NM_015148|NM_015148	hgnc_symbol|PASK|PASK
refseq_dna|NM_002859|NM_002859	hgnc_symbol|PXN|PXN
hgnc_symbol|DCAF6|DCAF6
refseq_dna|NM_033018|NM_033018	hgnc_symbol|CDK16|CDK16
refseq_dna|NM_024791|NM_024791	hgnc_symbol|PDZD3|PDZD3
refseq_dna|NM_014247|NM_014247	hgnc_symbol|RAPGEF2|RAPGEF2
refseq_dna|NM_002852|NM_002852	hgnc_symbol|PTX3|PTX3
refseq_dna|NM_022341|NM_022341	hgnc_symbol|PDF|PDF
refseq_dna|NM_000919|NM_000919	hgnc_symbol|PAM|PAM
refseq_dna|NM_021130|NM_021130	hgnc_symbol|PPIA|PPIA
refseq_dna|NM_000942|NM_000942	hgnc_symbol|PPIB|PPIB
refseq_dna|NM_020956|NM_020956	hgnc_symbol|PRX|PRX
refseq_dna|NM_002666|NM_002666	hgnc_symbol|PLIN1|PLIN1
refseq_dna|NM_002677|NM_002677	hgnc_symbol|PMP2|PMP2
refseq_dna|NM_006262|NM_006262	hgnc_symbol|PRPH|PRPH
refseq_dna|NM_002574|NM_002574	hgnc_symbol|PRDX1|PRDX1
refseq_dna|NM_006793|NM_006793	hgnc_symbol|PRDX3|PRDX3
refseq_dna|NM_006406|NM_006406	hgnc_symbol|PRDX4|PRDX4
refseq_dna|NM_004905|NM_004905	hgnc_symbol|PRDX6|PRDX6
refseq_dna|NM_003846|NM_003846	hgnc_symbol|PEX11B|PEX11B
refseq_dna|NM_004813|NM_004813	hgnc_symbol|PEX16|PEX16
refseq_dna|NM_006117|NM_006117	hgnc_symbol|ECI2|ECI2
refseq_dna|NM_018663|NM_018663	hgnc_symbol|PXMP2|PXMP2
refseq_dna|NM_014303|NM_014303	hgnc_symbol|PES1|PES1
refseq_dna|NM_020357|NM_020357	hgnc_symbol|PCNP|PCNP
refseq_dna|NM_018288|NM_018288	hgnc_symbol|PHF10|PHF10
refseq_dna|NM_016483|NM_016483	hgnc_symbol|PHF7|PHF7
hgnc_symbol|PHF12|PHF12
refseq_dna|NM_000277|NM_000277	hgnc_symbol|PAH|PAH
refseq_dna|NM_004461|NM_004461	hgnc_symbol|FARSA|FARSA
refseq_dna|NM_021127|NM_021127	hgnc_symbol|PMAIP1|PMAIP1
refseq_dna|NM_002597|NM_002597	hgnc_symbol|PDC|PDC
refseq_dna|NM_007166|NM_007166	hgnc_symbol|PICALM|PICALM
refseq_dna|NM_002642|NM_002642	hgnc_symbol|PIGC|PIGC
refseq_dna|NM_002643|NM_002643	hgnc_symbol|PIGF|PIGF
refseq_dna|NM_012327|NM_012327	hgnc_symbol|PIGN|PIGN
refseq_dna|NM_033198|NM_033198	hgnc_symbol|PIGS|PIGS
refseq_dna|NM_003558|NM_003558	hgnc_symbol|PIP5K1B|PIP5K1B
refseq_dna|NM_005028|NM_005028	hgnc_symbol|PIP4K2A|PIP4K2A
refseq_dna|NM_014338|NM_014338	hgnc_symbol|PISD|PISD
refseq_dna|NM_006661|NM_006661	hgnc_symbol|PDE10A|PDE10A
refseq_dna|NM_016953|NM_016953	hgnc_symbol|PDE11A|PDE11A
refseq_dna|NM_005019|NM_005019	hgnc_symbol|PDE1A|PDE1A
refseq_dna|NM_000924|NM_000924	hgnc_symbol|PDE1B|PDE1B
refseq_dna|NM_005020|NM_005020	hgnc_symbol|PDE1C|PDE1C
refseq_dna|NM_002599|NM_002599	hgnc_symbol|PDE2A|PDE2A
refseq_dna|NM_000922|NM_000922	hgnc_symbol|PDE3B|PDE3B
refseq_dna|NM_002600|NM_002600	hgnc_symbol|PDE4B|PDE4B
refseq_dna|NM_000923|NM_000923	hgnc_symbol|PDE4C|PDE4C
refseq_dna|NM_006203|NM_006203	hgnc_symbol|PDE4D|PDE4D
refseq_dna|NM_001083|NM_001083	hgnc_symbol|PDE5A|PDE5A
refseq_dna|NM_000440|NM_000440	hgnc_symbol|PDE6A|PDE6A
refseq_dna|NM_000283|NM_000283	hgnc_symbol|PDE6B|PDE6B
refseq_dna|NM_002601|NM_002601	hgnc_symbol|PDE6D|PDE6D
refseq_dna|NM_002602|NM_002602	hgnc_symbol|PDE6G|PDE6G
refseq_dna|NM_002603|NM_002603	hgnc_symbol|PDE7A|PDE7A
refseq_dna|NM_018945|NM_018945	hgnc_symbol|PDE7B|PDE7B
hgnc_symbol|PDE8B|PDE8B
refseq_dna|NM_002606|NM_002606	hgnc_symbol|PDE9A|PDE9A
refseq_dna|NM_000289|NM_000289	hgnc_symbol|PFKM|PFKM
refseq_dna|NM_002627|NM_002627	hgnc_symbol|PFKP|PFKP
refseq_dna|NM_002631|NM_002631	hgnc_symbol|PGD|PGD
refseq_dna|NM_000290|NM_000290	hgnc_symbol|PGAM2|PGAM2
refseq_dna|NM_014172|NM_014172	hgnc_symbol|PHPT1|PHPT1
refseq_dna|NM_006218|NM_006218	hgnc_symbol|PIK3CA|PIK3CA
refseq_dna|NM_002649|NM_002649	hgnc_symbol|PIK3CG|PIK3CG
refseq_dna|NM_002645|NM_002645	hgnc_symbol|PIK3C2A|PIK3C2A
refseq_dna|NM_002646|NM_002646	hgnc_symbol|PIK3C2B|PIK3C2B
refseq_dna|NM_002647|NM_002647	hgnc_symbol|PIK3C3|PIK3C3
refseq_dna|NM_005027|NM_005027	hgnc_symbol|PIK3R2|PIK3R2
refseq_dna|NM_003629|NM_003629	hgnc_symbol|PIK3R3|PIK3R3
refseq_dna|NM_002667|NM_002667	hgnc_symbol|PLN|PLN
refseq_dna|NM_007366|NM_007366	hgnc_symbol|PLA2R1|PLA2R1
refseq_dna|NM_000928|NM_000928	hgnc_symbol|PLA2G1B|PLA2G1B
refseq_dna|NM_000300|NM_000300	hgnc_symbol|PLA2G2A|PLA2G2A
refseq_dna|NM_012400|NM_012400	hgnc_symbol|PLA2G2D|PLA2G2D
refseq_dna|NM_014589|NM_014589	hgnc_symbol|PLA2G2E|PLA2G2E
refseq_dna|NM_022819|NM_022819	hgnc_symbol|PLA2G2F|PLA2G2F
refseq_dna|NM_024420|NM_024420	hgnc_symbol|PLA2G4A|PLA2G4A
refseq_dna|NM_005090|NM_005090	hgnc_symbol|PLA2G4B|PLA2G4B
refseq_dna|NM_003706|NM_003706	hgnc_symbol|PLA2G4C|PLA2G4C
refseq_dna|NM_000929|NM_000929	hgnc_symbol|PLA2G5|PLA2G5
refseq_dna|NM_003560|NM_003560	hgnc_symbol|PLA2G6|PLA2G6
refseq_dna|NM_005084|NM_005084	hgnc_symbol|PLA2G7|PLA2G7
refseq_dna|NM_003561|NM_003561	hgnc_symbol|PLA2G10|PLA2G10
refseq_dna|NM_015192|NM_015192	hgnc_symbol|PLCB1|PLCB1
refseq_dna|NM_000932|NM_000932	hgnc_symbol|PLCB3|PLCB3
refseq_dna|NM_000933|NM_000933	hgnc_symbol|PLCB4|PLCB4
refseq_dna|NM_006225|NM_006225	hgnc_symbol|PLCD1|PLCD1
refseq_dna|NM_002661|NM_002661	hgnc_symbol|PLCG2|PLCG2
refseq_dna|NM_006226|NM_006226	hgnc_symbol|PLCL1|PLCL1
refseq_dna|NM_002663|NM_002663	hgnc_symbol|PLD2|PLD2
refseq_dna|NM_006227|NM_006227	hgnc_symbol|PLTP|PLTP
refseq_dna|NM_000303|NM_000303	hgnc_symbol|PMM2|PMM2
refseq_dna|NM_003768|NM_003768	hgnc_symbol|PEA15|PEA15
refseq_dna|NM_002703|NM_002703	hgnc_symbol|PPAT|PPAT
refseq_dna|NM_002637|NM_002637	hgnc_symbol|PHKA1|PHKA1
refseq_dna|NM_006213|NM_006213	hgnc_symbol|PHKG1|PHKG1
refseq_dna|NM_000294|NM_000294	hgnc_symbol|PHKG2|PHKG2
refseq_dna|NM_002862|NM_002862	hgnc_symbol|PYGB|PYGB
refseq_dna|NM_005609|NM_005609	hgnc_symbol|PYGM|PYGM
refseq_dna|NM_006224|NM_006224	hgnc_symbol|PITPNA|PITPNA
refseq_dna|NM_006214|NM_006214	hgnc_symbol|PHYH|PHYH
refseq_dna|NM_014006|NM_014006	hgnc_symbol|SMG1|SMG1
refseq_dna|NM_012228|NM_012228	hgnc_symbol|MSRB2|MSRB2
refseq_dna|NM_002648|NM_002648	hgnc_symbol|PIM1|PIM1
refseq_dna|NM_033514|NM_033514
refseq_dna|NM_003662|NM_003662	hgnc_symbol|PIR|PIR
refseq_dna|NM_004339|NM_004339	hgnc_symbol|PTTG1IP|PTTG1IP
refseq_dna|NM_007024|NM_007024	hgnc_symbol|TMEM115|TMEM115
refseq_dna|NM_002632|NM_002632	hgnc_symbol|PGF|PGF
refseq_dna|NM_033011|NM_033011	hgnc_symbol|PLAT|PLAT
refseq_dna|NM_002659|NM_002659	hgnc_symbol|PLAUR|PLAUR
refseq_dna|NM_005032|NM_005032	hgnc_symbol|PLS3|PLS3
refseq_dna|NM_013308|NM_013308	hgnc_symbol|GPR171|GPR171
refseq_dna|NM_002607|NM_002607	hgnc_symbol|PDGFA|PDGFA
refseq_dna|NM_033016|NM_033016	hgnc_symbol|PDGFB|PDGFB
refseq_dna|NM_006206|NM_006206	hgnc_symbol|PDGFRA|PDGFRA
refseq_dna|NM_002609|NM_002609	hgnc_symbol|PDGFRB|PDGFRB
refseq_dna|NM_002664|NM_002664	hgnc_symbol|PLEK|PLEK
refseq_dna|NM_021200|NM_021200	hgnc_symbol|PLEKHB1|PLEKHB1
refseq_dna|NM_000445|NM_000445	hgnc_symbol|PLEC|PLEC
refseq_dna|NM_025179|NM_025179	hgnc_symbol|PLXNA2|PLXNA2
refseq_dna|NM_002673|NM_002673	hgnc_symbol|PLXNB1|PLXNB1
refseq_dna|NM_005393|NM_005393	hgnc_symbol|PLXNB3|PLXNB3
refseq_dna|NM_005761|NM_005761	hgnc_symbol|PLXNC1|PLXNC1
refseq_dna|NM_014287|NM_014287	hgnc_symbol|NOMO1|NOMO1
refseq_dna|NM_005397|NM_005397	hgnc_symbol|PODXL|PODXL
refseq_dna|NM_005030|NM_005030	hgnc_symbol|PLK1|PLK1
refseq_dna|NM_002568|NM_002568	hgnc_symbol|PABPC1|PABPC1
refseq_dna|NM_003819|NM_003819	hgnc_symbol|PABPC4|PABPC4
refseq_dna|NM_007221|NM_007221	hgnc_symbol|PMF1|PMF1
refseq_dna|NM_000296|NM_000296	hgnc_symbol|PKD1|PKD1
refseq_dna|NM_016112|NM_016112	hgnc_symbol|PKD2L1|PKD2L1
refseq_dna|NM_014386|NM_014386	hgnc_symbol|PKD2L2|PKD2L2
refseq_dna|NM_016218|NM_016218	hgnc_symbol|POLK|POLK
refseq_dna|NM_006230|NM_006230	hgnc_symbol|POLD2|POLD2
refseq_dna|NM_006231|NM_006231	hgnc_symbol|POLE|POLE
refseq_dna|NM_002693|NM_002693	hgnc_symbol|POLG|POLG
refseq_dna|NM_007215|NM_007215	hgnc_symbol|POLG2|POLG2
refseq_dna|NM_013284|NM_013284	hgnc_symbol|POLM|POLM
refseq_dna|NM_006233|NM_006233	hgnc_symbol|POLR2I|POLR2I
refseq_dna|NM_021128|NM_021128	hgnc_symbol|POLR2L|POLR2L
refseq_dna|NM_006467|NM_006467	hgnc_symbol|POLR3G|POLR3G
