Rank	Parametric p-value	FDR	Geom mean of intensities in class 1 (3.75 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
564	0.0000271	0.0009468	661.4239044	1071.983202	0.6170096	A_23_P83277	Homo sapiens interleukin 11 receptor, alpha (IL11RA), transcript variant 1, mRNA [NM_004512]	IL11RA
565	0.0000274	0.0009556	27.3621673	53.4610027	0.5118155	A_23_P250347	Homo sapiens calcium/calmodulin-dependent protein kinase IV (CAMK4), mRNA [NM_001744]	CAMK4
566	0.0000275	0.0009573	129.3784842	223.0428931	0.580061	A_23_P5339	Homo sapiens transmembrane protein 177 (TMEM177), mRNA [NM_030577]	TMEM177
567	0.0000277	0.0009626	462.0150097	711.2398789	0.649591	A_24_P683734	Unknown	A_24_P683734
568	0.000028	0.0009713	2165.054846	4018.861825	0.5387234	A_23_P15146	Homo sapiens interleukin 32 (IL32), transcript variant 1, mRNA [NM_001012631]	IL32
569	0.0000281	0.0009731	923.0512828	565.4876944	1.6323101	A_23_P19565	Homo sapiens activating signal cointegrator 1 complex subunit 3 (ASCC3), transcript variant 1, mRNA [NM_006828]	ASCC3
570	0.0000282	0.0009748	48.6391686	119.6056652	0.4066627	A_32_P178537	SHGC-53577 Human Homo sapiens STS cDNA, sequence tagged site. [G36631]	G36631
571	0.0000283	0.0009749	17.5434247	45.1339824	0.3886966	A_23_P503072	Homo sapiens chemokine (C-C motif) ligand 28 (CCL28), mRNA [NM_148672]	CCL28
572	0.0000283	0.0009749	24.5367716	48.0684502	0.5104548	A_32_P147622	Homo sapiens hypothetical protein MGC2780, mRNA (cDNA clone IMAGE:2959703),  WARNING: chimeric clone . [BC004179]	MGC2780
573	0.0000284	0.0009766	828.2868728	455.8827472	1.8168858	A_23_P77859	Homo sapiens transmembrane protein 88 (TMEM88), mRNA [NM_203411]	TMEM88
574	0.0000286	0.0009818	31.6654078	54.0952504	0.5853639	A_24_P915149	AA916168 og27d12.s1 NCI_CGAP_Br7 Homo sapiens cDNA clone IMAGE:1441079 3 similar to contains Alu repetitive element;, mRNA sequence [AA916168]	THC2544493
575	0.0000287	0.0009818	2070.785352	4353.10562	0.475703	A_23_P37685	Homo sapiens chromosome 16 open reading frame 30 (C16orf30), mRNA [NM_024600]	C16orf30
576	0.0000287	0.0009818	124.6906153	233.5523905	0.5338871	A_23_P304991	Homo sapiens holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase) (HLCS), mRNA [NM_000411]	HLCS
577	0.000029	0.0009886	13.2701974	35.776866	0.3709156	A_24_P97104	Homo sapiens dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2) (DPP4), mRNA [NM_001935]	DPP4
578	0.000029	0.0009886	32.8226912	21.0321556	1.5605957	A_24_P941166	Homo sapiens zinc finger protein 425 (ZNF425), mRNA [NM_001001661]	ZNF425
579	0.0000294	0.0010005	161.4242239	290.9731587	0.5547736	A_23_P15202	Homo sapiens dihydroorotate dehydrogenase (DHODH), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_001361]	DHODH
580	0.0000295	0.0010022	953.2673664	522.19488	1.8255012	A_24_P323084	Homo sapiens chromosome 17 open reading frame 55 (C17orf55), mRNA [NM_178519]	C17orf55
581	0.0000297	0.0010072	24.4935735	44.6037893	0.5491366	A_24_P418816	Homo sapiens glutathione peroxidase 7 (GPX7), mRNA [NM_015696]	GPX7
582	0.0000298	0.0010072	262.1190918	444.6645672	0.589476	A_32_P114246	Homo sapiens ubiquitin specific peptidase 47 (USP47), mRNA [NM_017944]	USP47
583	0.0000298	0.0010072	835.9546876	1447.806438	0.577394	A_23_P418031	Novel protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q5TF58] [ENST00000355609]	ENST00000355609
584	0.0000299	0.0010088	5537.848351	2586.191023	2.1413145	A_23_P417383	Homo sapiens skin aspartic protease (SASP), mRNA [NM_152792]	SASP
585	0.0000302	0.0010172	1926.621143	1114.702319	1.7283728	A_23_P99163	Homo sapiens damage-regulated autophagy modulator (DRAM), mRNA [NM_018370]	DRAM
586	0.0000305	0.0010238	289.1469055	509.3899246	0.5676337	A_23_P117494	Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase (MTHFD1), mRNA [NM_005956]	MTHFD1
587	0.0000305	0.0010238	928.3108954	521.8111698	1.7790169	A_23_P133142	Homo sapiens alpha-kinase 1 (ALPK1), mRNA [NM_025144]	ALPK1
588	0.0000306	0.0010254	163.129572	109.3685558	1.4915583	A_23_P350467	Homo sapiens mitogen-activated protein kinase-activated protein kinase 2 (MAPKAPK2), transcript variant 1, mRNA [NM_004759]	MAPKAPK2
589	0.000031	0.0010371	107.0436309	300.1825218	0.3565951	A_23_P118815	Homo sapiens baculoviral IAP repeat-containing 5 (survivin) (BIRC5), transcript variant 3, mRNA [NM_001012271]	BIRC5
590	0.0000313	0.0010451	44.2134564	88.9738207	0.4969266	A_23_P21758	Homo sapiens ADAM metallopeptidase domain 28 (ADAM28), transcript variant 1, mRNA [NM_014265]	ADAM28
591	0.0000314	0.0010451	13.8143839	60.8288948	0.2271023	A_23_P149368	Homo sapiens Fc receptor-like 1 (FCRL1), mRNA [NM_052938]	FCRL1
592	0.0000314	0.0010451	87.422655	143.0787719	0.6110107	A_23_P254612	Homo sapiens DBF4 homolog (S. cerevisiae) (DBF4), mRNA [NM_006716]	DBF4
593	0.0000315	0.0010467	1450.343613	926.4541187	1.5654781	A_24_P103886	Homo sapiens isopentenyl-diphosphate delta isomerase 1 (IDI1), mRNA [NM_004508]	IDI1
594	0.0000317	0.0010515	33.8729307	81.0243602	0.4180586	A_32_P64016	Homo sapiens RUN domain containing 2C (RUNDC2C) on chromosome 16 [NR_002939]	RUNDC2C
595	0.0000318	0.0010531	1471.414706	2835.085347	0.5190019	A_23_P130836	Homo sapiens granzyme M (lymphocyte met-ase 1) (GZMM), mRNA [NM_005317]	GZMM
596	0.0000321	0.0010612	198.0262978	134.5818565	1.471419	A_32_P99753	Homo sapiens chromosome 3 open reading frame 25 (C3orf25), mRNA [NM_207307]	C3orf25
597	0.000033	0.0010892	35.4490004	82.7057451	0.4286159	A_32_P69849	Homo sapiens NGFRAP1-like 1 (NGFRAP1L1), mRNA [NM_001012978]	NGFRAP1L1
598	0.0000332	0.0010939	1118.488967	566.2379677	1.9752984	A_23_P107847	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 (LILRA5), transcript variant 2, mRNA [NM_181985]	LILRA5
599	0.0000333	0.0010954	18.4996143	37.1962795	0.4973512	A_23_P134191	Homo sapiens tRNA methyltransferase 11 homolog (S. cerevisiae) (TRMT11), mRNA [NM_001031712]	TRMT11
600	0.0000338	0.0011081	70.1768756	46.7961723	1.4996285	A_24_P841662	Homo sapiens cDNA FLJ36324 fis, clone THYMU2005546, highly similar to ESTERASE D (EC 3.1.1.1). [AK093643]	AK093643
601	0.0000338	0.0011081	906.8824945	540.6266722	1.6774653	A_23_P343671	Fos-related antigen 2. [Source:Uniprot/SWISSPROT;Acc:P15408] [ENST00000379616]	FOSL2
602	0.0000339	0.0011096	103.1385449	165.4041705	0.6235547	A_24_P260346	Homo sapiens alcohol dehydrogenase 5 (class III), chi polypeptide (ADH5), mRNA [NM_000671]	ADH5
603	0.000034	0.001111	77.5381687	123.2959529	0.6288785	A_23_P57306	Homo sapiens chromatin assembly factor 1, subunit B (p60) (CHAF1B), mRNA [NM_005441]	CHAF1B
604	0.0000342	0.0011116	18.3479334	54.0848897	0.3392432	A_24_P203056	Homo sapiens B-cell CLL/lymphoma 7A (BCL7A), transcript variant 1, mRNA [NM_020993]	BCL7A
605	0.0000342	0.0011116	35.1332246	66.1864983	0.5308216	A_23_P96369	Homo sapiens chromosome X open reading frame 57 (CXorf57), mRNA [NM_018015]	CXorf57
606	0.0000342	0.0011116	785.2757172	482.1285399	1.6287684	A_23_P154585	Homo sapiens sorting nexin family member 21 (SNX21), transcript variant 4, mRNA [NM_001042633]	SNX21
607	0.0000343	0.0011116	3041.676475	1258.811668	2.4163078	A_23_P91390	Homo sapiens thrombomodulin (THBD), mRNA [NM_000361]	THBD
608	0.0000343	0.0011116	26.1450683	54.5049756	0.4796822	A_23_P40989	Homo sapiens ubiquitin specific peptidase 13 (isopeptidase T-3) (USP13), mRNA [NM_003940]	USP13
609	0.0000345	0.0011162	16.3620152	31.0649828	0.5267029	A_23_P379794	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class W (PIGW), mRNA [NM_178517]	PIGW
610	0.0000349	0.0011273	36.9822829	14.1691199	2.6100621	A_23_P315364	Homo sapiens chemokine (C-X-C motif) ligand 2 (CXCL2), mRNA [NM_002089]	CXCL2
611	0.0000353	0.0011384	145.7011204	92.5353092	1.5745462	A_23_P94494	Homo sapiens transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila) (TLE4), mRNA [NM_007005]	TLE4
612	0.0000355	0.0011406	1952.941182	1184.449515	1.6488176	A_32_P19840	UI-E-EJ1-ajx-g-19-0-UI.s1 UI-E-EJ1 Homo sapiens cDNA clone UI-E-EJ1-ajx-g-19-0-UI 3, mRNA sequence [CK300181]	CK300181
613	0.0000355	0.0011406	34.1478488	60.468804	0.5647184	A_23_P309224	Homo sapiens multiple substrate lipid kinase (MULK), mRNA [NM_018238]	MULK
614	0.0000356	0.0011406	163.5015093	363.6160516	0.4496543	A_23_P21057	Homo sapiens septin 1 (SEPT1), mRNA [NM_052838]	38595
615	0.0000356	0.0011406	84.0069476	183.5395288	0.4577049	A_24_P362931	Homo sapiens solute carrier family 4, sodium bicarbonate cotransporter, member 7 (SLC4A7), mRNA [NM_003615]	SLC4A7
616	0.0000357	0.0011419	680.877489	1620.394706	0.4201924	A_23_P56703	Homo sapiens cDNA FLJ46467 fis, clone THYMU3022668. [AK128325]	ENST00000335459
617	0.0000362	0.0011561	37.5320917	88.729643	0.4229938	A_32_P50066	Homo sapiens microtubule-associated protein 9 (MAP9), mRNA [NM_001039580]	MAP9
618	0.0000367	0.0011701	198.9230252	342.1496547	0.5813919	A_23_P415643	Homo sapiens zinc finger protein 553 (ZNF553), mRNA [NM_152652]	ZNF553
619	0.0000369	0.0011746	16422.21525	10942.94016	1.5007132	A_23_P107401	Homo sapiens TIMP metallopeptidase inhibitor 2 (TIMP2), mRNA [NM_003255]	TIMP2
620	0.000037	0.0011759	60.8097578	113.4949157	0.5357928	A_24_P21831	Homo sapiens zinc finger protein 26 (ZNF26), mRNA [NM_019591]	ZNF26
621	0.0000371	0.0011772	168.2230152	284.1889159	0.5919408	A_24_P113131	Homo sapiens benzodiazapine receptor (peripheral) associated protein 1 (BZRAP1), mRNA [NM_004758]	BZRAP1
622	0.0000376	0.0011911	26.083659	55.0996918	0.4733903	A_24_P226755	Homo sapiens thymus high mobility group box protein TOX (TOX), mRNA [NM_014729]	TOX
623	0.0000378	0.0011955	96.2324666	153.5771666	0.6266066	A_23_P168747	Homo sapiens non-SMC condensin II complex, subunit G2 (NCAPG2), mRNA [NM_017760]	NCAPG2
624	0.0000381	0.0012031	416.8766071	698.3428471	0.5969512	A_32_P9963	Homo sapiens heat shock transcription factor 2 (HSF2), mRNA [NM_004506]	HSF2
625	0.0000383	0.0012075	14.6175995	30.4593555	0.4799051	A_24_P248167	Homo sapiens mRNA; cDNA DKFZp434K114 (from clone DKFZp434K114). [AL080157]	WDR21A
626	0.0000395	0.0012413	6750.879564	3846.436258	1.7550998	A_23_P368711	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 (LILRB3), mRNA [NM_006864]	LILRB3
627	0.0000395	0.0012413	715.0444257	455.6807668	1.5691784	A_23_P20225	Homo sapiens ribonucleotide reductase M2 B (TP53 inducible) (RRM2B), mRNA [NM_015713]	RRM2B
628	0.0000409	0.0012833	78.38736	171.3755156	0.4574012	A_23_P108501	Homo sapiens EPH receptor A4 (EPHA4), mRNA [NM_004438]	EPHA4
629	0.0000412	0.0012906	721.6953018	492.9823861	1.4639373	A_23_P431939	Homo sapiens major histocompatibility complex, class I-related (MR1), mRNA [NM_001531]	MR1
630	0.0000422	0.0013178	583.5159881	955.6029836	0.610626	A_32_P8120	Homo sapiens guanine nucleotide binding protein-like 3 (nucleolar) (GNL3), transcript variant 1, mRNA [NM_014366]	GNL3
631	0.0000422	0.0013178	781.0389705	1560.279551	0.5005763	A_23_P64898	Homo sapiens killer cell lectin-like receptor subfamily G, member 1 (KLRG1), mRNA [NM_005810]	KLRG1
632	0.0000423	0.0013188	160.0446845	107.7118149	1.4858601	A_32_P175098	full-length cDNA clone CS0DI072YA21 of Placenta Cot 25-normalized of Homo sapiens (human). [CR613736]	CR613736
633	0.0000426	0.001324	191.0580467	288.6837245	0.6618248	A_24_P80571	CN284574 17000531534200 GRN_EB Homo sapiens cDNA 5, mRNA sequence [CN284574]	THC2495785
634	0.0000426	0.001324	62.5987905	99.4619123	0.6293745	A_23_P74914	Homo sapiens KIAA0133 (KIAA0133), mRNA [NM_014777]	KIAA0133
635	0.0000427	0.001325	3059.224161	1857.542013	1.6469206	A_23_P55606	Zinc finger protein 516. [Source:Uniprot/SWISSPROT;Acc:Q92618] [ENST00000217537]	ZNF516
636	0.0000428	0.001326	17.64652	31.6747397	0.5571165	A_23_P372988	Homo sapiens hypothetical protein MGC24975 (MGC24975), mRNA [NM_153359]	MGC24975
637	0.0000436	0.0013462	54.5576958	122.5639114	0.4451367	A_24_P23327	AA585242 LTH022 HTCDL1 Homo sapiens cDNA 5/3, mRNA sequence [AA585242]	AA585242
638	0.0000437	0.0013462	936.4838987	500.0641431	1.8727276	A_24_P370172	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 (LILRA5), transcript variant 3, mRNA [NM_181879]	LILRA5
639	0.0000437	0.0013462	3383.918155	2193.96913	1.5423727	A_23_P29036	Homo sapiens interferon gamma receptor 2 (interferon gamma transducer 1) (IFNGR2), mRNA [NM_005534]	IFNGR2
640	0.0000439	0.0013462	330.9074224	588.2230785	0.5625543	A_32_P69956	full-length cDNA clone CS0DF030YF21 of Fetal brain of Homo sapiens (human). [CR621698]	CR621698
641	0.0000439	0.0013462	279.2881227	153.5562661	1.8187999	A_24_P270814	Homo sapiens v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK), transcript variant II, mRNA [NM_016823]	CRK
642	0.0000439	0.0013462	7948.323424	3958.18158	2.0080745	A_23_P17655	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 15 (KCNJ15), transcript variant 1, mRNA [NM_170736]	KCNJ15
643	0.000044	0.0013462	23.4699777	106.7197907	0.2199215	A_23_P398854	Homo sapiens docking protein 7 (DOK7), mRNA [NM_173660]	DOK7
644	0.000044	0.0013462	10561.70605	5091.33473	2.0744474	A_23_P114903	Homo sapiens heat shock 70kDa protein 6 (HSP70B) (HSPA6), mRNA [NM_002155]	HSPA6
645	0.0000448	0.0013686	38.8085295	68.3064345	0.5681533	A_24_P253755	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class L (PIGL), mRNA [NM_004278]	PIGL
646	0.0000457	0.0013918	86.1549277	141.7486079	0.6078009	A_23_P213441	Homo sapiens UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae) (UTP15), mRNA [NM_032175]	UTP15
647	0.0000457	0.0013918	637.0496031	401.1776901	1.5879487	A_23_P368028	Homo sapiens Pig11 (PIG11) mRNA, complete cds. [AF010315]	TP53I11
648	0.0000466	0.001417	53.224807	79.7794293	0.6671495	A_23_P113258	Homo sapiens RAS guanyl releasing protein 1 (calcium and DAG-regulated) (RASGRP1), mRNA [NM_005739]	RASGRP1
649	0.0000467	0.0014178	3899.236645	1857.334577	2.0993722	A_23_P50638	Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA [NM_052972]	LRG1
650	0.0000475	0.0014399	30.5508208	17.2938473	1.7665717	A_24_P97405	Homo sapiens chemokine (C-C motif) receptor-like 2 (CCRL2), mRNA [NM_003965]	CCRL2
651	0.0000477	0.0014437	235.5574151	514.4871243	0.457849	A_32_P8732	Q640D8_XENLA (Q640D8) LOC494721 protein, partial (5%) [THC2655140]	THC2655140
652	0.0000478	0.0014446	2034.753502	1357.241533	1.4991831	A_23_P146058	Homo sapiens ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 (ATP6V1C1), transcript variant 1, mRNA [NM_001695]	ATP6V1C1
653	0.0000491	0.0014816	129.7948927	247.5258259	0.5243691	A_32_P194563	Unknown	THC2651751
654	0.0000492	0.0014823	190.7911835	111.4926524	1.7112445	A_24_P83944	Homo sapiens zinc finger protein 586 (ZNF586), transcript variant 1, mRNA [NM_017652]	ZNF586
655	0.0000494	0.0014861	734.9706897	404.7126995	1.8160307	A_23_P361984	Homo sapiens ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 (ST8SIA4), transcript variant 1, mRNA [NM_005668]	ST8SIA4
656	0.0000499	0.0014988	41.248774	20.8986974	1.9737486	A_23_P122508	Homo sapiens diffuse panbronchiolitis critical region 1 (DPCR1), mRNA [NM_080870]	DPCR1
657	0.0000502	0.0015055	30.234133	50.4481685	0.5993108	A_32_P139113	Unknown	THC2716965
658	0.0000503	0.0015062	270.3605037	459.0872679	0.5889087	A_23_P391344	Homo sapiens RasGEF domain family, member 1A, mRNA (cDNA clone MGC:26821 IMAGE:4814750), complete cds. [BC022548]	RASGEF1A
659	0.0000508	0.0015189	601.9236797	952.4086912	0.6320015	A_24_P832113	Homo sapiens nucleophosmin (nucleolar phosphoprotein B23, numatrin) (NPM1), transcript variant 3, mRNA [NM_001037738]	NPM1
660	0.000051	0.0015203	31.4136998	89.4826078	0.3510593	A_23_P74112	Homo sapiens interleukin 28 receptor, alpha (interferon, lambda receptor) (IL28RA), transcript variant 1, mRNA [NM_170743]	IL28RA
661	0.000051	0.0015203	52.8523177	113.4916396	0.4656935	A_24_P304760	Q68EM8_HUMAN (Q68EM8) MAN2C1 protein, partial (13%) [THC2526427]	THC2526427
662	0.0000511	0.001521	934.3150568	594.5630088	1.5714315	A_23_P147404	Unknown	A_23_P147404
663	0.0000513	0.0015246	203.4050431	106.2402767	1.9145756	A_24_P303420	Homo sapiens cDNA FLJ44104 fis, clone TESTI4044123. [AK126092]	LOC221442
664	0.0000516	0.0015312	1442.596565	3195.632659	0.4514275	A_23_P141555	Homo sapiens T-box 21 (TBX21), mRNA [NM_013351]	TBX21
665	0.0000517	0.0015319	110.0064232	67.7280545	1.6242372	A_23_P162288	Homo sapiens myosin IA (MYO1A), mRNA [NM_005379]	MYO1A
666	0.0000522	0.0015444	53.3590206	90.3135214	0.5908198	A_32_P53538	tRNA-splicing endonuclease subunit Sen2 (EC 3.1.27.9) (tRNA-intron endonuclease Sen2) (HsSen2 protein). [Source:Uniprot/SWISSPROT;Acc:Q8NCE0] [ENST00000314571]	ENST00000314571
667	0.0000523	0.001545	246.899974	377.9589064	0.6532456	A_23_P141856	Homo sapiens zinc finger protein 544 (ZNF544), mRNA [NM_014480]	ZNF544
668	0.0000525	0.0015463	261.8359262	551.5614819	0.4747176	A_32_P122136	Homo sapiens cDNA FLJ33034 fis, clone THYMU2000236. [AK057596]	LOC150759
669	0.0000525	0.0015463	1761.808622	3378.345744	0.5215004	A_23_P159335	Homo sapiens CD8b molecule (CD8B), transcript variant 1, mRNA [NM_172099]	CD8B
670	0.0000528	0.0015528	1205.192892	801.1866125	1.5042599	A_24_P348989	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1 (LILRA1), mRNA [NM_006863]	LILRA1
671	0.0000537	0.0015769	220.2361092	111.5096827	1.9750402	A_23_P106602	Homo sapiens cysteine-rich secretory protein LCCL domain containing 2 (CRISPLD2), mRNA [NM_031476]	CRISPLD2
672	0.0000538	0.0015775	28016.91041	17545.80576	1.5967868	A_24_P324465	Homo sapiens histone cluster 2, H3, pseudogene 2 (HIST2H3PS2), mRNA [NM_001025303]	HIST2H3PS2
673	0.0000542	0.0015822	129.425309	383.7681325	0.3372487	A_23_P89003	Homo sapiens protease, serine, 33 (PRSS33), mRNA [NM_152891]	PRSS33
674	0.0000542	0.0015822	1472.587471	744.2895744	1.9785142	A_24_P13682	Homo sapiens transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila) (TLE3), mRNA [NM_005078]	TLE3
675	0.0000542	0.0015822	420.5960663	912.9567254	0.4606966	A_23_P352266	Homo sapiens B-cell CLL/lymphoma 2 (BCL2), nuclear gene encoding mitochondrial protein, transcript variant alpha, mRNA [NM_000633]	BCL2
676	0.0000544	0.0015833	414.4690869	676.1725847	0.6129635	A_32_P80068	Homo sapiens C-type lectin domain family 2, member D (CLEC2D), transcript variant 2, mRNA [NM_001004419]	CLEC2D
677	0.0000544	0.0015833	853.4482395	564.290286	1.5124277	A_23_P253434	Homo sapiens fibronectin type III domain containing 3B (FNDC3B), mRNA [NM_022763]	FNDC3B
678	0.000055	0.0015961	218.155367	445.7019205	0.4894647	A_23_P14165	Homo sapiens G protein-coupled receptor 18 (GPR18), mRNA [NM_005292]	GPR18
679	0.000055	0.0015961	67.9296408	135.7705574	0.5003267	A_23_P133543	Homo sapiens kelch-like 3 (Drosophila) (KLHL3), mRNA [NM_017415]	KLHL3
680	0.0000552	0.0015995	65.8671497	123.8369862	0.5318859	A_32_P36835	ALU7_HUMAN (P39194) Alu subfamily SQ sequence contamination warning entry, partial (10%) [THC2677499]	THC2677499
681	0.0000555	0.0016058	70.5888349	110.4724459	0.6389723	A_32_P214471	BX116720 Soares_testis_NHT Homo sapiens cDNA clone IMAGp998F241782, mRNA sequence [BX116720]	BX116720
682	0.0000559	0.001615	18.1795392	31.5249677	0.5766711	A_24_P593724	Unknown	A_24_P593724
683	0.0000572	0.0016502	54.4821611	29.3143106	1.8585517	A_23_P19182	Homo sapiens receptor accessory protein 2 (REEP2), mRNA [NM_016606]	REEP2
684	0.0000573	0.0016506	72.7999754	165.3146377	0.4403722	A_23_P14853	Homo sapiens leukocyte tyrosine kinase (LTK), transcript variant 1, mRNA [NM_002344]	LTK
685	0.0000576	0.0016569	63.2944484	111.6732589	0.5667825	A_24_P535219	PHD finger protein 10 (XAP135). [Source:Uniprot/SWISSPROT;Acc:Q8WUB8] [ENST00000341591]	ENST00000341591
686	0.0000581	0.0016688	3652.349904	2319.55024	1.574594	A_32_P129894	Multiple epidermal growth factor-like domains 9 precursor (EGF-like domain-containing protein 5) (Multiple EGF-like domain protein 5). [Source:Uniprot/SWISSPROT;Acc:Q9H1U4] [ENST00000373930]	ENST00000373930
687	0.0000584	0.001675	146.2135388	230.2777064	0.6349444	A_23_P252335	Homo sapiens chromosome 21 open reading frame 45 (C21orf45), mRNA [NM_018944]	C21orf45
688	0.0000587	0.0016811	297.1202054	203.4046706	1.4607344	A_23_P411215	Homo sapiens family with sequence similarity 91, member A1 (FAM91A1), mRNA [NM_144963]	FAM91A1
689	0.0000588	0.0016816	66.6553318	44.2888667	1.5050133	A_24_P48139	Homo sapiens adenosine deaminase, tRNA-specific 1 (ADAT1), mRNA [NM_012091]	ADAT1
690	0.0000589	0.001682	23547.11523	15099.30611	1.5594833	A_23_P155057	Homo sapiens pleckstrin homology, Sec7 and coiled-coil domains 4 (PSCD4), mRNA [NM_013385]	PSCD4
