FDR	Chr	Start	End	Ensembl Id	Gene Biotype	External gene Id	Strand	Start position	End Position	Relative peak position	Distance to TSR	Shortest distance	BL41 CHiP	Blue1 ChIP	CA46 ChIP
1.5784E-08	chr3	141998803	141999103	ENSG00000175066	protein_coding	GK5	-	141882414	141944449	upstream	-54354	54354	50	11	14
1.60149E-08	chr2	241519199	241519499	ENSG00000142330	protein_coding	CAPN10	+	241526133	241557122	upstream	-6934	6634	41	1	1
1.60572E-08	chr11	14541730	14542030	ENSG00000129083	protein_coding	COPB1	-	14479049	14521441	upstream	-20289	20289	41	21	12
1.60572E-08	chr3	184079501	184079801	ENSG00000163882	protein_coding	POLR2H	+	184079506	184086384	overlapStart	-5	5	38	9	9
1.60854E-08	chr11	64781603	64781903	ENSG00000110025	protein_coding	SNX15	+	64781654	64808042	overlapStart	-51	51	44	12	17
1.62366E-08	chr19	34663052	34663352	ENSG00000105216	protein_coding	LSM14A	+	34663352	34720420	overlapStart	-300	0	33	21	23
1.63082E-08	chr5	141017753	141018053	ENSG00000164620	protein_coding	RELL2	+	141016517	141020644	inside	1236	1236	55	20	14
1.63541E-08	chr17	78518502	78518802	ENSG00000141564	protein_coding	RPTOR	+	78518625	78940173	overlapStart	-123	123	49	14	17
1.65309E-08	chr15	43622484	43622784	ENSG00000168806	protein_coding	LCMT2	-	43619976	43622891	inside	407	107	23	14	5
1.65366E-08	chr1	201924526	201924826	ENSG00000134375	protein_coding	TIMM17A	+	201924619	201939789	overlapStart	-93	93	32	2	15
1.65788E-08	chr16	4526286	4526586	ENSG00000153406	protein_coding	NMRAL1	-	4511695	4524896	upstream	-1390	1390	55	24	6
1.65788E-08	chr3	196366450	196366750	ENSG00000174004	protein_coding	LRRC33	+	196366557	196388875	overlapStart	-107	107	55	6	9
1.6601E-08	chr17	62971850	62972150	ENSG00000214174	processed_transcript	AMZ2P1	-	62962668	62971694	upstream	-156	156	31	10	10
1.66213E-08	chr6	127664500	127664800	ENSG00000093144	protein_coding	ECHDC1	-	127609857	127664754	overlapStart	254	46	48	14	0
1.66213E-08	chr1	151162488	151162788	ENSG00000163159	protein_coding	VPS72	-	151142463	151167797	inside	5309	5009	67	7	9
1.66278E-08	chr16	30197207	30197507	ENSG00000102879	protein_coding	CORO1A	+	30194892	30200397	inside	2315	2315	49	13	10
1.66424E-08	chr8	48873346	48873646	ENSG00000104738	protein_coding	MCM4	+	48873494	48890068	overlapStart	-148	148	80	8	10
1.66831E-08	chr19	7198205	7198505	ENSG00000171105	protein_coding	INSR	-	7112266	7294011	inside	95806	85939	32	9	16
1.68225E-08	chr12	104359523	104359823	ENSG00000139372	protein_coding	TDG	+	104359593	104382655	overlapStart	-70	70	62	5	17
1.70047E-08	chr18	51795666	51795966	ENSG00000101751	protein_coding	POLI	+	51795849	51824602	overlapStart	-183	117	47	14	12
1.70985E-08	chr10	75006960	75007260	ENSG00000236756	protein_coding	C10orf103	+	75006946	75036742	inside	14	14	54	9	8
1.72609E-08	chr3	14444630	14444930	ENSG00000131389	protein_coding	SLC6A6	+	14444076	14530857	inside	554	554	39	13	14
1.74262E-08	chr8	124408661	124408961	ENSG00000156802	protein_coding	ATAD2	-	124332093	124408705	overlapStart	44	44	41	8	13
1.75429E-08	chr20	57226096	57226396	ENSG00000124222	protein_coding	STX16	+	57226328	57267262	overlapStart	-232	68	49	7	6
1.75557E-08	chr1	52194975	52195275	ENSG00000212624	snoRNA	SNORA26	-	52190447	52190568	upstream	-4407	4407	38	12	13
1.75754E-08	chr1	171750541	171750841	ENSG00000010165	protein_coding	METTL13	+	171750788	171783163	overlapStart	-247	53	76	8	9
1.76056E-08	chr15	85201452	85201752	ENSG00000197696	protein_coding	NMB	-	85198360	85201794	inside	342	42	51	12	14
1.77692E-08	chr20	37590620	37590920	ENSG00000101452	protein_coding	DHX35	+	37590942	37668366	upstream	-322	22	50	17	10
1.78256E-08	chr14	95623805	95624105	ENSG00000235706	processed_transcript	AL356017.3	+	95624015	95646262	overlapStart	-210	90	34	13	10
1.78406E-08	chr15	35280258	35280558	ENSG00000198146	protein_coding	ZNF770	-	35270542	35280474	overlapStart	216	84	39	10	12
1.78552E-08	chr1	44435569	44435869	ENSG00000132768	protein_coding	DPH2	+	44435653	44439043	overlapStart	-84	84	21	11	14
1.7947E-08	chr3	53164234	53164534	ENSG00000163933	protein_coding	RFT1	-	53122499	53164478	overlapStart	244	56	73	14	24
1.79976E-08	chr3	41240805	41241105	ENSG00000168036	protein_coding	CTNNB1	+	41236328	41301587	inside	4477	4477	56	12	15
1.8025E-08	chr2	242448103	242448403	ENSG00000115694	protein_coding	STK25	-	242432089	242449145	inside	1042	742	40	13	7
1.81241E-08	chr14	96000719	96001019	ENSG00000247092	lincRNA	SNHG10	-	95999256	96001209	inside	490	190	49	7	8
1.81784E-08	chr12	7047044	7047344	ENSG00000238923	snRNA	U7	+	7052979	7053041	upstream	-5935	5635	62	14	5
1.81784E-08	chr8	125551230	125551530	ENSG00000147687	protein_coding	TATDN1	-	125500751	125551313	overlapStart	83	83	48	12	11
1.81784E-08	chrX	153237311	153237611	ENSG00000172534	protein_coding	HCFC1	-	153213004	153237258	upstream	-53	53	34	8	14
1.83066E-08	chr1	112298291	112298591	ENSG00000197852	protein_coding	C1orf183	-	112264686	112298419	overlapStart	128	128	35	8	15
1.84264E-08	chr7	92465722	92466022	ENSG00000237819	processed_transcript	AC_002454.1	+	92465797	92546501	overlapStart	-75	75	71	0	31
1.84264E-08	chr19	14097111	14097411	ENSG00000132005	protein_coding	RFX1	-	14072353	14117097	inside	19986	19686	39	33	9
1.84722E-08	chr16	4401057	4401357	ENSG00000217930	protein_coding	AC_009171.3	-	4390252	4401373	inside	316	16	35	17	5
1.84914E-08	chr6	170893362	170893662	ENSG00000071994	protein_coding	PDCD2	-	170886450	170893748	inside	386	86	63	22	15
1.8514E-08	chr1	29240622	29240922	ENSG00000159023	protein_coding	EPB41	+	29213628	29446958	inside	26994	26994	38	12	5
1.85424E-08	chr11	47789045	47789345	ENSG00000109920	protein_coding	FNBP4	-	47738070	47788993	upstream	-52	52	47	36	8
1.86143E-08	chr19	1383660	1383960	ENSG00000115286	protein_coding	NDUFS7	+	1383883	1395587	overlapStart	-223	77	61	18	16
1.86143E-08	chr3	127771113	127771413	ENSG00000058262	protein_coding	SEC61A1	+	127770484	127790526	inside	629	629	25	13	8
1.86143E-08	chr22	43539218	43539518	ENSG00000100294	protein_coding	MCAT	-	43528886	43539400	overlapStart	182	118	40	10	9
1.87257E-08	chr19	2328394	2328694	ENSG00000130332	protein_coding	LSM7	-	2321522	2328614	overlapStart	220	80	46	17	8
1.87284E-08	chr16	71323154	71323454	ENSG00000180917	protein_coding	FTSJD1	-	71316203	71323512	inside	358	58	51	21	14
1.87461E-08	chr5	176784570	176784870	ENSG00000169220	protein_coding	RGS14	+	176784838	176799602	overlapStart	-268	32	22	10	8
1.88845E-08	chr12	110719604	110719904	ENSG00000174437	protein_coding	ATP2A2	+	110719032	110788893	inside	572	572	36	5	13
1.88875E-08	chr1	94375044	94375344	ENSG00000023909	protein_coding	GCLM	-	94350761	94374966	upstream	-78	78	52	14	6
1.8904E-08	chr17	55927225	55927525	ENSG00000181610	protein_coding	MRPS23	-	55916848	55927408	overlapStart	183	117	49	10	6
1.89284E-08	chr6	34204766	34205066	ENSG00000137309	protein_coding	HMGA1	+	34204577	34214008	inside	189	189	60	22	3
1.89696E-08	chr17	27907463	27907763	ENSG00000108262	protein_coding	GIT1	-	27900487	27916645	inside	9182	6976	50	0	12
1.90622E-08	chr16	775587	775887	ENSG00000162004	protein_coding	CCDC78	-	772582	776954	inside	1367	1067	35	26	18
1.91492E-08	chr7	98923223	98923523	ENSG00000241685	protein_coding	ARPC1A	+	98923521	98992424	overlapStart	-298	2	54	5	16
1.93296E-08	chr7	142506731	142507031	ENSG00000249133	IG_V_gene	AC_104597.6	-	142510271	142510972	downstream	4241	3240	72	0	9
1.93296E-08	chr13	113864195	113864495	ENSG00000139842	protein_coding	CUL4A	+	113863086	113919399	inside	1109	1109	37	35	8
1.93352E-08	chr14	101180546	101180846	ENSG00000185559	protein_coding	DLK1	+	101193164	101201457	upstream	-12618	12318	70	5	6
1.93357E-08	chr12	125348533	125348833	ENSG00000073060	protein_coding	SCARB1	-	125262186	125348519	upstream	-14	14	60	18	17
1.93896E-08	chr7	99097691	99097991	ENSG00000160908	protein_coding	ZNF394	-	99084142	99097947	overlapStart	256	44	46	8	17
1.93952E-08	chr1	12079509	12079809	ENSG00000116691	protein_coding	MIIP	+	12079523	12092102	overlapStart	-14	14	36	4	8
1.94103E-08	chr1	38455615	38455915	ENSG00000183431	protein_coding	SF3A3	-	38422647	38456593	inside	978	678	51	17	16
1.9466E-08	chr6	31939716	31940016	ENSG00000204348	protein_coding	DOM3Z	-	31937587	31940069	inside	353	53	36	17	3
1.95111E-08	chr17	35715664	35715964	ENSG00000167230	protein_coding	C17orf78	+	35732985	35749660	upstream	-17321	17021	42	4	5
1.95567E-08	chr15	72564881	72565181	ENSG00000137817	protein_coding	PARP6	-	72533522	72563628	upstream	-1253	1253	62	8	5
1.9594E-08	chr6	170151480	170151780	ENSG00000184786	protein_coding	TCTE3	-	170140210	170151655	overlapStart	175	125	37	13	5
1.96884E-08	chr22	46731500	46731800	ENSG00000100416	protein_coding	TRMU	+	46726772	46753237	inside	4728	4728	55	14	11
1.96884E-08	chr18	19180707	19181007	ENSG00000141446	protein_coding	ESCO1	-	19109264	19180845	overlapStart	138	138	50	13	10
1.97181E-08	chr6	108878980	108879280	ENSG00000118689	protein_coding	FOXO3	+	108881038	109005977	upstream	-2058	1758	41	13	11
1.97573E-08	chr18	77793559	77793859	ENSG00000101546	protein_coding	C18orf22	+	77794358	77810651	upstream	-799	499	28	19	8
1.97581E-08	chr14	24610291	24610591	ENSG00000100908	protein_coding	FAM158A	-	24608174	24610797	inside	506	206	49	6	9
1.98141E-08	chr14	60797894	60798194	ENSG00000100614	protein_coding	PPM1A	+	60712470	60765805	downstream	85424	32089	59	25	26
2.0019E-08	chr10	15139305	15139605	ENSG00000176236	protein_coding	C10orf111	-	15137384	15139318	overlapStart	13	13	35	16	11
2.00442E-08	chr19	12904802	12905102	ENSG00000171223	protein_coding	JUNB	+	12902310	12904124	downstream	2492	678	43	13	8
2.00923E-08	chr10	111985814	111986114	ENSG00000228417	processed_transcript	RP11-549L6.3	-	111967608	111968349	upstream	-17465	17465	42	7	8
2.00925E-08	chr10	75503860	75504160	ENSG00000176986	protein_coding	SEC24C	+	75504132	75531919	overlapStart	-272	28	25	9	12
2.01023E-08	chr17	44270734	44271034	ENSG00000214401	protein_coding	AC_217773.2	+	44270940	44274080	overlapStart	-206	94	64	11	5
2.01247E-08	chr3	45017732	45018032	ENSG00000163812	protein_coding	ZDHHC3	-	44956749	45017677	upstream	-55	55	38	15	13
2.01407E-08	chr1	145507567	145507867	ENSG00000131795	protein_coding	RBM8A	+	145507598	145511444	overlapStart	-31	31	88	5	9
2.01764E-08	chr16	28833846	28834146	ENSG00000168488	protein_coding	ATXN2L	+	28834320	28848558	upstream	-474	174	48	21	12
2.01764E-08	chr20	62496443	62496743	ENSG00000183260	protein_coding	C20orf135	+	62492851	62494341	downstream	3592	2102	52	12	8
2.02231E-08	chr3	154041842	154042142	ENSG00000174953	protein_coding	DHX36	-	153990335	154042286	inside	444	144	52	8	10
2.02363E-08	chr17	33446610	33446910	ENSG00000185379	protein_coding	RAD51L3	-	33426811	33448512	inside	1902	1602	30	16	11
2.03353E-08	chr4	95129002	95129302	ENSG00000163104	protein_coding	SMARCAD1	+	95128762	95212443	inside	240	240	49	13	31
2.07036E-08	chr19	10765473	10765773	ENSG00000129351	protein_coding	ILF3	+	10764937	10803093	inside	536	536	31	17	10
2.07274E-08	chr20	32320081	32320381	ENSG00000229188	processed_transcript	RP4-553F4.2	-	32316737	32319634	upstream	-447	447	52	10	7
2.07387E-08	chr5	176882171	176882471	ENSG00000248342	lincRNA	AC_145098.2	-	176875053	176879142	upstream	-3029	3029	53	15	11
2.08281E-08	chr12	108154831	108155131	ENSG00000110851	protein_coding	PRDM4	-	108126644	108154914	overlapStart	83	83	35	17	12
2.098E-08	chr12	113659501	113659801	ENSG00000186815	protein_coding	TPCN1	+	113659260	113736387	inside	241	241	45	12	14
2.10807E-08	chr17	75437501	75437801	ENSG00000200651	misc_RNA	Y_RNA	+	75438191	75438295	upstream	-690	390	27	13	9
2.10933E-08	chr22	31741794	31742094	ENSG00000100105	protein_coding	PATZ1	-	31721790	31742218	inside	424	124	79	11	10
2.10933E-08	chr6	26365584	26365884	ENSG00000215979	miRNA	AL021917.2	-	26365704	26365780	includeFeature	196	104	32	14	14
2.14605E-08	chr15	75660559	75660859	ENSG00000140400	protein_coding	MAN2C1	-	75648133	75660941	inside	382	82	62	13	13
2.16621E-08	chr5	127418616	127418916	ENSG00000245937	processed_transcript	CTC-228N24.3	-	127276118	127418792	overlapStart	176	124	70	14	5
2.16621E-08	chr12	32259721	32260021	ENSG00000151746	protein_coding	BICD1	+	32260182	32531141	upstream	-461	161	29	9	8
2.16955E-08	chr1	156474909	156475209	ENSG00000116604	protein_coding	MEF2D	-	156433519	156470620	upstream	-4289	4289	101	12	11
2.1811E-08	chr15	41245316	41245616	ENSG00000128965	protein_coding	CHAC1	+	41245347	41248717	overlapStart	-31	31	46	5	17
2.18306E-08	chr7	30544251	30544551	ENSG00000006625	protein_coding	GGCT	-	30536237	30544460	overlapStart	209	91	48	10	12
2.20915E-08	chr16	30886476	30886776	ENSG00000150281	protein_coding	CTF1	+	30904374	30914881	upstream	-17898	17598	55	12	16
2.22628E-08	chr7	152457164	152457464	ENSG00000133627	protein_coding	ACTR3B	+	152456834	152552463	inside	330	330	52	0	17
2.22628E-08	chr11	66056422	66056722	ENSG00000174851	protein_coding	YIF1A	-	66052051	66056620	overlapStart	198	102	45	7	7
2.22768E-08	chr8	22224441	22224741	ENSG00000104635	protein_coding	SLC39A14	+	22224800	22291642	upstream	-359	59	41	6	6
2.24163E-08	chr3	150480923	150481223	ENSG00000181788	protein_coding	SIAH2	-	150458914	150481264	inside	341	41	52	10	11
2.24972E-08	chr20	62587613	62587913	ENSG00000198276	protein_coding	UCKL1	-	62571186	62587769	overlapStart	156	144	34	18	11
2.25955E-08	chr3	100053521	100053821	ENSG00000114021	protein_coding	NIT2	+	100053545	100074449	overlapStart	-24	24	39	9	4
2.2776E-08	chr9	77642814	77643114	ENSG00000156017	protein_coding	C9orf41	-	77595934	77643339	inside	525	225	38	17	12
2.28298E-08	chr19	54974167	54974467	ENSG00000182909	protein_coding	LENG9	-	54972981	54974894	inside	727	427	37	15	0
2.28741E-08	chr20	44718427	44718727	ENSG00000124160	protein_coding	NCOA5	-	44689624	44718591	overlapStart	164	136	63	20	11
2.29468E-08	chr1	38156045	38156345	ENSG00000116922	protein_coding	C1orf109	-	38147242	38157914	inside	1869	1569	51	15	12
2.31121E-08	chr9	35657717	35658017	ENSG00000199916	misc_RNA	RNase_MRP	-	35657751	35658014	includeFeature	297	3	65	28	16
2.31121E-08	chr20	62258606	62258906	ENSG00000232442	processed_transcript	CTD-3184A7.4	+	62258580	62260177	inside	26	26	41	17	6
2.31121E-08	chr9	113018449	113018749	ENSG00000136810	protein_coding	TXN	-	113006091	113018920	inside	471	171	28	17	17
2.32623E-08	chr12	57634179	57634479	ENSG00000185633	protein_coding	NDUFA4L2	-	57628688	57634475	overlapStart	296	4	27	16	8
2.33851E-08	chr16	89555541	89555841	ENSG00000167522	protein_coding	ANKRD11	-	89334035	89556969	inside	1428	1128	36	22	13
2.34928E-08	chr14	23771299	23771599	ENSG00000100829	protein_coding	PPP1R3E	-	23770645	23771785	inside	486	186	43	9	14
2.35397E-08	chr17	4853026	4853326	ENSG00000108518	protein_coding	PFN1	-	4848947	4852309	upstream	-717	717	41	14	10
2.35963E-08	chr12	12510042	12510342	ENSG00000165714	protein_coding	LOH12CR1	+	12510020	12619838	inside	22	22	58	17	14
2.37387E-08	chr6	166796737	166797037	ENSG00000060762	protein_coding	BRP44L	-	166778407	166796486	upstream	-251	251	25	2	5
2.38405E-08	chr7	150020007	150020307	ENSG00000127399	protein_coding	LRRC61	+	150019728	150035239	inside	279	279	43	15	15
2.39019E-08	chr3	186501892	186502192	ENSG00000238942	snoRNA	snR39B	+	186502585	186502653	upstream	-693	393	58	7	5
2.39697E-08	chr16	2317914	2318214	ENSG00000207715	miRNA	AC_009065.5	-	2317788	2317881	upstream	-33	33	41	14	12
2.40867E-08	chr22	35806250	35806550	ENSG00000240293	processed_transcript	CTA-286B10.7	+	35796135	35806001	downstream	10115	249	67	23	13
2.41255E-08	chr17	34136367	34136667	ENSG00000172660	protein_coding	TAF15	+	34136488	34174237	overlapStart	-121	121	36	6	12
2.42081E-08	chr5	177632000	177632300	ENSG00000197451	protein_coding	HNRNPAB	+	177631508	177638164	inside	492	492	28	16	7
2.42932E-08	chr2	101179329	101179629	ENSG00000115539	protein_coding	PDCL3	+	101179152	101193201	inside	177	177	32	10	6
2.43467E-08	chr1	157776516	157776816	ENSG00000163534	protein_coding	FCRL1	-	157764193	157789895	inside	13379	12323	81	6	16
2.43609E-08	chr11	68671123	68671423	ENSG00000197345	protein_coding	MRPL21	-	68658747	68671303	overlapStart	180	120	37	8	13
2.43639E-08	chr20	60705042	60705342	ENSG00000149657	protein_coding	LSM14B	+	60697517	60710434	inside	7525	5092	55	22	13
2.44368E-08	chr1	161039556	161039856	ENSG00000186517	protein_coding	ARHGAP30	-	161016732	161039760	overlapStart	204	96	62	13	25
2.45582E-08	chr5	173042878	173043178	ENSG00000145919	protein_coding	BOD1	-	173034517	173043663	inside	785	485	32	8	11
2.4562E-08	chr2	47205140	47205440	ENSG00000180398	protein_coding	MCFD2	-	47129013	47168994	upstream	-36146	36146	46	20	12
2.46334E-08	chr1	54303708	54304008	ENSG00000058804	protein_coding	TMEM48	-	54231133	54304533	inside	825	525	45	13	10
2.46561E-08	chr21	45553348	45553648	ENSG00000160221	protein_coding	C21orf33	+	45553487	45565605	overlapStart	-139	139	24	17	15
2.47128E-08	chr7	152161366	152161666	ENSG00000020219	pseudogene	CCT8L1	+	152142302	152144335	downstream	19064	17031	58	7	8
2.48688E-08	chr16	8962398	8962698	ENSG00000153048	protein_coding	CARHSP1	-	8946799	8962863	inside	465	165	42	14	5
2.52588E-08	chr7	130125968	130126268	ENSG00000106484	protein_coding	MEST	+	130126046	130146133	overlapStart	-78	78	82	15	9
2.54267E-08	chr10	116256546	116256846	ENSG00000229668	pseudogene	RP11-317F20.2	-	116261756	116262106	downstream	5560	4910	54	25	18
2.54693E-08	chr12	123717496	123717796	ENSG00000130921	protein_coding	C12orf65	+	123717463	123742506	inside	33	33	32	10	5
2.55415E-08	chr7	128580650	128580950	ENSG00000128604	protein_coding	IRF5	+	128577666	128590089	inside	2984	2984	51	10	5
2.56043E-08	chr15	69112632	69112932	ENSG00000140350	protein_coding	ANP32A	-	69070874	69113236	inside	604	304	63	10	13
2.56043E-08	chr21	47649024	47649324	ENSG00000215424	processed_transcript	MCM3APAS	+	47649145	47671615	overlapStart	-121	121	53	15	12
2.56043E-08	chr19	10305333	10305633	ENSG00000130816	protein_coding	DNMT1	-	10244023	10305755	inside	422	122	37	8	12
2.56301E-08	chr6	111804498	111804798	ENSG00000231889	processed_transcript	RP3-487J7.2	+	111804744	111898179	overlapStart	-246	54	53	13	11
2.56785E-08	chr16	89753089	89753389	ENSG00000185324	protein_coding	CDK10	+	89753078	89762772	inside	11	11	65	13	5
2.57262E-08	chr1	245082079	245082379	ENSG00000201758	misc_RNA	7SK	+	245107212	245107518	upstream	-25133	24833	79	11	15
2.57915E-08	chr12	104350790	104351090	ENSG00000204954	protein_coding	C12orf73	-	104343981	104350993	overlapStart	203	97	64	9	11
2.59285E-08	chr8	30601593	30601893	ENSG00000104691	protein_coding	UBXN8	+	30601707	30623910	overlapStart	-114	114	41	19	9
2.59887E-08	chr16	2265182	2265482	ENSG00000184207	protein_coding	PGP	-	2261603	2264822	upstream	-360	360	47	16	16
2.59887E-08	chr15	66648841	66649141	ENSG00000075131	protein_coding	TIPIN	-	66629052	66649054	overlapStart	213	87	55	13	13
2.60736E-08	chr16	30709465	30709765	ENSG00000080603	protein_coding	SRCAP	+	30709530	30762702	overlapStart	-65	65	53	23	10
2.62403E-08	chr1	1406922	1407222	ENSG00000160072	protein_coding	ATAD3B	+	1407143	1433228	overlapStart	-221	79	42	12	6
2.62506E-08	chr1	51425813	51426113	ENSG00000185104	protein_coding	FAF1	-	50905150	51425935	overlapStart	122	122	58	22	15
2.63301E-08	chr15	93425780	93426080	ENSG00000173575	protein_coding	CHD2	+	93443419	93571237	upstream	-17639	17339	54	14	4
2.64377E-08	chr16	46917693	46917993	ENSG00000166123	protein_coding	GPT2	+	46918290	46965201	upstream	-597	297	55	13	9
2.66508E-08	chr2	99771417	99771717	ENSG00000144182	protein_coding	LIPT1	+	99771418	99779620	overlapStart	-1	1	65	10	10
2.66508E-08	chr9	139137270	139137570	ENSG00000165661	protein_coding	QSOX2	-	139098179	139137687	inside	417	117	47	18	14
2.66828E-08	chr2	106777387	106777687	ENSG00000233339	processed_transcript	AC_018878.3	+	106795998	106800253	upstream	-18611	18311	60	17	18
2.66909E-08	chr17	42404223	42404523	ENSG00000013306	protein_coding	SLC25A39	-	42396993	42402238	upstream	-1985	1985	49	16	5
2.67063E-08	chr10	61666528	61666828	ENSG00000108091	protein_coding	CCDC6	-	61548521	61666818	overlapStart	290	10	43	27	13
2.67912E-08	chr1	36929845	36930145	ENSG00000116898	protein_coding	MRPS15	-	36921319	36930038	overlapStart	193	107	60	11	15
2.68001E-08	chr4	37827933	37828233	ENSG00000169299	protein_coding	PGM2	+	37828255	37864558	upstream	-322	22	38	11	18
