Probe	Accession No.	Description	Gene ID	si-control(1)	si-GATA2(1)	Folf Change(log2)	si-control(2)	si-GATA2(2)	Fold Change (log2)
225541_at	BE274422	similar to ribosomal protein L22	LOC200916	1035.4	135.8	-2.4	1029.7	86.7	-3.3
227054_at	AI141584	hypothetical protein LOC221143	LOC221143	153.4	92.7	-0.5	190.4	94.9	-1.3
214920_at	R33964	hypothetical protein LOC221981	LOC221981	438.2	457.2	0	296.9	116.2	-1.5
230179_at	N52572	hypothetical protein LOC285812	LOC285812	302.9	116.3	-1.5	177.1	54.7	-1.3
222662_at	W60806	hypothetical protein LOC286044	LOC286044	556.7	249.9	-1.2	611.8	166	-2
209733_at	AL034399	hypothetical protein LOC286440	LOC286440	257.8	216.7	-0.2	190.8	97.9	-1.4
212708_at	AV721987	hypothetical protein LOC339287	LOC339287	530.4	286.9	-1	310.7	119.2	-1.5
222000_at	AI915947	hypothetical protein LOC339448	LOC339448	278.8	152.9	-0.9	191.7	80.6	-1.3
226158_at	AL120021	hypothetical protein LOC339924	LOC339924	329	156.7	-1.1	163	79.2	-1.1
228564_at	AI569804	Hypothetical gene supported by BC013438	LOC375295	516.5	267.8	-1.2	332.3	185.7	-1.3
203897_at	BE963444	hypothetical protein A-211C6.1	LOC57149	720.6	575.4	-0.4	780.5	275.2	-1.4
209679_s_at	BC003379	hypothetical protein from clone 643	LOC57228	315.7	159.3	-1	240	112.2	-1.2
226842_at	AV694039	hypothetical protein LOC90110	LOC90110	170.7	76.6	-1.2	156.9	81.3	-1.1
227307_at	AL565381	Tetraspanin similiar to uroplakin 1	LOC90139	978	239.1	-2.4	646.3	82.7	-3.6
227512_at	AW248508	hypothetical protein LOC92312	LOC92312	102.1	74.3	-0.5	121.8	50.4	-1.2
226826_at	AU152993	LSM11, U7 small nuclear RNA associated	LSM11	196.1	118.1	-0.8	232	129.1	-0.7
221832_s_at	AV741657	leucine zipper protein 1	LUZP1	196.1	176.2	-0.7	254.5	145.5	-0.9
212250_at	AV700332	LYRIC/3D3	LYRIC	710.8	265.7	-1.3	475.4	225.7	-1.1
203345_s_at	AI566096	likely ortholog of mouse metal response element binding transcription factor 2	M96	278.8	169.7	-0.7	302.2	183.8	-1
209348_s_at	AF055376	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	MAF	404.5	371.8	-0.1	317.3	133.3	-1.4
227481_at	BG165333	membrane associated guanylate kinase interacting protein-like 1	MAGI1	523.4	327.6	-0.7	404.6	182.9	-1.2
217922_at	AL157902	Mannosidase, alpha, class 1A, member 2	MAN1A2	361.8	103.2	-1.6	300.1	50.9	-2.1
212741_at	AA923354	monoamine oxidase A	MAOA	636.1	384.1	-0.9	611.2	123.3	-2.3
226084_at	AA554833	microtubule-associated protein 1B	MAP1B	1235	323.7	-1.9	1830	182.6	-3.1
225540_at	BF342661	Microtubule-associated protein 2	MAP2	231	135	-0.9	143.1	74	-0.9
215498_s_at	AA780381	mitogen-activated protein kinase kinase 3 /// mitogen-activated protein kinase kinase 3	MAP2K3	239.9	67.4	-1.6	159.8	38.3	-1.9
243_g_at	M64571	microtubule-associated protein 4	MAP4	897.5	409	-0.9	821.7	255.9	-1.6
218291_at	NM_014017	mitogen-activated protein-binding protein-interacting protein	MAPBPIP	634.9	162.6	-1.8	617.4	140.2	-2.3
1552263_at	NM_138957	mitogen-activated protein kinase 1	MAPK1	188.7	97	-0.9	184.5	67.1	-1.6
201736_s_at	BF000409	membrane-associated RING-CH protein VI	MARCH-VI	694.1	438.8	-0.7	698.9	333.8	-1.1
209332_s_at	BC003525	MAX protein	MAX	1298	762.7	-0.9	1482.8	770.2	-0.9
226797_at	AL133577	Mbt domain containing 1	MBTD1	223.2	146.7	-0.7	144.6	87	-0.8
209623_at	AW439494	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	MCCC2	349.1	246.2	-0.5	395.2	194.3	-1.1
220122_at	NM_024717	multiple C2-domains with two transmembrane regions 1	MCTP1	558.9	473.2	-0.3	693.8	234.5	-1.6
220606_s_at	NM_020233	x 006 protein	MDS006	107.7	77.3	-0.4	151	65.4	-1.2
204059_s_at	NM_002395	malic enzyme 1, NADP(+)-dependent, cytosolic	ME1	449.2	261.2	-0.8	453.9	215.9	-1
209199_s_at	N22468	MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)	MEF2C	925.6	501.1	-1	599.4	343.8	-0.8
202645_s_at	NM_000244	multiple endocrine neoplasia I	MEN1	206.7	96.1	-1	199.2	75	-1.3
219698_s_at	NM_022840	methyltransferase like 4	METTL4	415.9	182.6	-1.1	102.3	68.6	-1
205442_at	NM_021647	Microfibrillar-associated protein 3-like	MFAP3L	516.6	505.3	-0.2	274.5	53.2	-2.3
226039_at	AW006441	Mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme A	MGAT4A	133.4	69.8	-1.2	146.4	59.7	-1.1
227413_at	BF965546	hypothetical protein MGC10067	MGC10067	237.2	74.2	-1.7	216.3	79.5	-1.8
225837_at	AL577977	hypothetical protein MGC13204	MGC13204	246.5	162.8	-0.6	214.3	71.9	-1.4
225568_at	BE728983	hypothetical protein MGC14141	MGC14141	128.2	40.8	-1.5	104.2	22.1	-1.6
226448_at	AI130705	hypothetical gene supported by BC009447	MGC15887	400.2	246.7	-0.7	296.2	137.2	-0.9
229050_s_at	AL533103	hypothetical protein MGC16037	MGC16037	344.7	219.4	-0.7	258.1	142.9	-1.2
226126_at	AA702160	hypothetical protein MGC16169	MGC16169	348.9	145.6	-1.3	355.6	76.9	-2.4
225330_at	AL044092	hypothetical protein MGC18216	MGC18216	393.1	246.9	-0.8	367	187.1	-0.7
1553954_at	BU682208	hypothetical protein MGC19780	MGC19780	120	62	-0.9	108.8	40.2	-1.4
235542_at	BF675754	hypothetical protein MGC22014	MGC22014	263.2	164.6	-0.7	167.3	83.4	-1.1
213065_at	AB011118	hypothetical protein MGC23401	MGC23401	286.1	140.4	-1.1	310.6	137.9	-1.2
203119_at	NM_024098	hypothetical protein MGC2574	MGC2574	179.7	112.3	-0.7	199.4	76.3	-1.1
218953_s_at	NM_024028	hypothetical protein MGC3265	MGC3265	221	190.5	-0.5	231.3	114.6	-1
213392_at	AW070229	hypothetical protein MGC35048	MGC35048	338.3	284.7	-0.3	327.6	102	-1.5
214773_x_at	AI983505	putative MAPK activating protein	MGC3794	176.1	87.5	-1	202.8	91.7	-1.2
227063_at	BF975929	hypothetical protein MGC40107	MGC40107	459.9	312.3	-0.6	443.6	245.6	-1
228067_at	AW249666	similar to 2010300C02Rik protein	MGC42367	110.7	91.4	-0.5	100.7	38.8	-1.5
223297_at	BC004208	hypothetical protein MGC4268	MGC4268	324.7	185.1	-0.8	351.8	186.5	-0.9
226905_at	BG036514	hypothetical protein MGC45871	MGC45871	1226	339.8	-1.7	503.3	305.4	-0.7
227983_at	AI810244	hypothetical protein MGC7036	MGC7036	120.3	68	-1.1	103.8	54.8	-1
224857_s_at	BE378670	hypothetical protein MGC9850	MGC9850	535.3	235.4	-0.9	482.1	187.5	-1.3
224720_at	AW243097	mindbomb homolog 1 (Drosophila)	MIB1	283.9	143.3	-0.9	204.6	107.4	-0.7
55081_at	W46406	MICAL-like 1	MICAL-L1	433.4	256.9	-0.6	452.9	179.8	-1.3
208384_s_at	NM_012216	midline 2	MID2	267.3	250.7	-0.1	283.7	114.6	-1.5
235067_at	D81987	muskelin 1, intracellular mediator containing kelch motifs	MKLN1	141.2	97.4	-0.6	146.8	61.9	-1.2
226981_at	AW002079	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	218.4	124.4	-1	200.2	117.3	-0.8
224685_at	AI675354	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	MLLT4	951.9	417.1	-1.1	807.1	340.6	-1.1
228454_at	AW663968	ligand-dependent corepressor	MLR2	212.8	108.4	-1	195.9	110.4	-0.8
217317_s_at	AB002391	D15F37 (pseudogene) /// hypothetical protein LOC283755 /// similar to KIAA0393 protein	MN7 /// LOC283755 /// MGC57820	818.7	707.5	-0.2	538.5	228	-1.4
220201_at	NM_018835	membrane associated DNA binding protein	MNAB	132.3	87.8	-0.8	155.7	53.9	-1.1
202519_at	NM_014938	Mlx interactor	MONDOA	250.1	179.2	-1.1	292.9	176.8	-0.6
218027_at	NM_014175	mitochondrial ribosomal protein L15	MRPL15	1649.9	892.4	-0.9	1933.4	938.8	-1
216862_s_at	Z24459	mature T-cell proliferation 1	MTCP1	257.4	56.3	-1.8	352.7	68.7	-2.5
227150_at	N46867	Metal-regulatory transcription factor 1	MTF1	180	113.8	-0.7	202.7	108.3	-1
213278_at	AW014788	myotubularin related protein 9	MTMR9	217.2	112.9	-0.9	181	102.9	-0.7
203037_s_at	NM_014751	metastasis suppressor 1	MTSS1	690.5	356.7	-0.9	778.6	438.5	-0.7
225673_at	BE908995	myeloid-associated differentiation marker	MYADM	1944	1114.5	-0.8	1963.3	794	-1.4
203359_s_at	AL525412	c-myc binding protein	MYCBP	244	108.9	-1.3	287.2	190	-0.6
231947_at	AI242583	myc target 1	MYCT1	2073.7	1239.5	-0.8	3646.2	1422.2	-1.3
212372_at	AK026977	myosin, heavy polypeptide 10, non-muscle	MYH10	3733.4	3032.8	-0.3	4679.6	1016.5	-1.9
201058_s_at	NM_006097	myosin, light polypeptide 9, regulatory	MYL9	274.1	164.5	-0.7	574.5	192	-1.7
212365_at	BF215996	myosin IB	MYO1B	1622.1	878.3	-0.8	1596.6	614	-1.4
218966_at	NM_018728	myosin VC	MYO5C	502.1	333.4	-0.5	463.2	179.9	-1.3
214156_at	AL050090	myosin VIIA and Rab interacting protein	MYRIP	351.9	55	-2.7	114.1	13.3	-3.8
205090_s_at	NM_016256	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	116.3	71.8	-1	179.4	78.9	-1.4
208753_s_at	BC002387	nucleosome assembly protein 1-like 1	NAP1L1	1082.6	750.6	-0.6	975.5	546	-0.9
228063_s_at	AW025330	nucleosome assembly protein 1-like 5	NAP1L5	125.4	29.4	-2.2	110.7	15.5	-2.8
200610_s_at	NM_005381	nucleolin	NCL	1511.1	748.8	-1.1	1554.7	192.1	-2.8
209107_x_at	U19179	nuclear receptor coactivator 1	NCOA1	205	120.1	-0.7	213.4	48.2	-1.3
200015_s_at	NM_004404	neural precursor cell expressed, developmentally down-regulated 5 /// neural precursor cell expressed, developmentally down-regulated 5	NEDD5	3196.7	1852.6	-0.7	3123.3	1509.5	-0.9
233223_at	AK000850	Neural precursor cell expressed, developmentally down-regulated 9	NEDD9	132.4	78.9	-0.8	116.9	59.3	-0.9
218678_at	NM_024609	nestin	NES	623.6	221.1	-1.5	938.2	113.6	-2.9
201830_s_at	NM_005863	neuroepithelial cell transforming gene 1	NET1	256.7	140.7	-0.7	319.2	185	-1.1
226991_at	AA489681	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	222.4	146.4	-0.6	193.1	101.8	-1.4
230791_at	AU146924	Nuclear factor I/B	NFIB	397.9	261.9	-0.8	342.4	137.1	-1.5
223218_s_at	AB037925	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	NFKBIZ	379.7	293.6	-0.3	903.2	351.9	-1.3
223442_at	BC005050	nicolin 1	NICN1	149	83.7	-0.7	151.6	56.7	-1.7
204114_at	NM_007361	nidogen 2 (osteonidogen)	NID2	1017	185.6	-2.5	241.5	320.2	0.3
225921_at	AL359571	ninein (GSK3B interacting protein)	NIN	436.9	267	-0.6	373.8	159.5	-1.1
225752_at	AI310524	non imprinted in Prader-Willi/Angelman syndrome 1	NIPA1	169.5	63.4	-1.3	153.1	79.7	-1.4
222589_at	AI967933	nemo like kinase	NLK	483.7	183	-1.2	440.9	133.7	-1.6
201158_at	AI570834	N-myristoyltransferase 1	NMT1	134.2	67.6	-1.1	157.5	58.5	-1.8
205005_s_at	AW293531	N-myristoyltransferase 2	NMT2	923.2	302.7	-1.7	1337.4	439.7	-1.7
202783_at	U40490	nicotinamide nucleotide transhydrogenase	NNT	581	256.6	-0.8	445.4	220	-0.9
214427_at	NM_006170	nucleolar protein 1, 120kDa	NOL1	147.5	115	-0.7	141.5	119.5	-0.8
202882_x_at	NM_016167	nucleolar protein 7, 27kDa	NOL7	736.2	386.1	-1	803	240.7	-1.9
209104_s_at	BC000009	nucleolar protein family A, member 2 (H/ACA small nucleolar RNPs)	NOLA2	1432.8	250	-2	1602.4	181.8	-2.7
209007_s_at	AF267856	NPD014 protein	NPD014	515.8	249.8	-1.2	473.5	272.9	-0.8
201455_s_at	AJ132583	aminopeptidase puromycin sensitive	NPEPPS	677.8	352.7	-1	535.6	322.4	-0.8
200063_s_at	BC002398	nucleophosmin (nucleolar phosphoprotein B23, numatrin) /// nucleophosmin (nucleolar phosphoprotein B23, numatrin)	NPM1	5342.4	3312.6	-0.8	6660.8	2255.4	-1.5
201468_s_at	NM_000903	NAD(P)H dehydrogenase, quinone 1	NQO1	1015.6	321.5	-1.6	418.2	362.7	-0.2
209505_at	AI951185	Nuclear receptor subfamily 2, group F, member 1	NR2F1	550.4	350.2	-0.5	230.7	82.2	-1.5
202647_s_at	NM_002524	neuroblastoma RAS viral (v-ras) oncogene homolog	NRAS	617.2	188	-1.7	697.8	106.1	-2.5
212298_at	BE620457	neuropilin 1	NRP1	782.4	252.6	-1.5	935.4	308.1	-1.6
203269_at	NM_003580	neutral sphingomyelinase (N-SMase) activation associated factor	NSMAF	355.1	196	-0.8	288.8	118.1	-0.8
226880_at	AL035851	nuclear ubiquitous casein kinase and cyclin-dependent kinase substrate	NUCKS	1915.4	1178.6	-0.7	2337.8	1199.1	-1
206302_s_at	NM_019094	nudix (nucleoside diphosphate linked moiety X)-type motif 4	NUDT4	1719.2	1193	-0.5	2480.1	581.6	-1.8
209073_s_at	AF015040	numb homolog (Drosophila)	NUMB	373.7	190.6	-0.9	330	100.5	-1.5
219582_at	NM_024576	opioid growth factor receptor-like 1	OGFRL1	340.4	121.2	-1.6	374	205.7	-1.2
212307_s_at	BF001665	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	OGT	315.4	210.5	-0.7	421.9	240.3	-0.8
212320_at	BC001002	beta 5-tubulin	OK/SW-cl.56	3856.4	1993.2	-0.9	3524.6	1398.4	-1.4
219032_x_at	NM_014322	opsin 3 (encephalopsin, panopsin)	OPN3	338	203.3	-0.6	333.7	156.6	-0.9
202073_at	AV757675	optineurin	OPTN	576.2	257	-1.3	598.9	186.5	-1.6
228801_at	AI809749	ORM1-like 1 (S. cerevisiae)	ORMDL1	217.7	111.8	-1.1	165.5	109.6	-0.9
219073_s_at	NM_017784	oxysterol binding protein-like 10	OSBPL10	754.7	158.9	-2.2	428.9	115.2	-1.9
218047_at	NM_024586	oxysterol binding protein-like 9	OSBPL9	828.9	490.4	-0.7	665.9	388.6	-0.9
201064_s_at	NM_003819	poly(A) binding protein, cytoplasmic 4 (inducible form)	PABPC4	1288.2	753.3	-0.8	1549.8	677.8	-1.2
222983_s_at	BC001716	poly(A) binding protein interacting protein 2	PAIP2	1344	815.4	-0.7	1600.7	560.4	-1.4
208877_at	W74494	p21 (CDKN1A)-activated kinase 2	PAK2	890.8	527.9	-0.6	559.2	274	-0.9
225563_at	AI970788	PABP1-dependent poly A-specific ribonuclease subunit PAN3	PAN3	365.7	122	-1.6	260.9	99.6	-1.5
225761_at	AI434509	PAP associated domain containing 4	PAPD4	248.3	92.3	-1.4	194.2	77.6	-1.4
203905_at	NM_002582	poly(A)-specific ribonuclease (deadenylation nuclease)	PARN	187.3	128.5	-0.6	177.8	76.4	-1.1
223238_s_at	AF130061	Polybromo 1	PB1	374.2	246.7	-0.6	274.4	223	-1.1
212694_s_at	NM_000532	propionyl Coenzyme A carboxylase, beta polypeptide	PCCB	275.1	189.1	-0.7	264.2	96.1	-1.5
219656_at	NM_016580	protocadherin 12	PCDH12	491.9	172.3	-1.6	332.9	150.7	-1
211066_x_at	BC006439	protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily C, 5 /// protocadherin gamma subfamily C, 5 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 2	PCDHGA11 /// PCDHGA5 /// PCDHGB6 /// PCDHGB1 /// PCDHGA6 /// PCDHGA7 /// PCDHGB5 /// PCDHGC5 /// PCDHGB4 /// PCDHGA9 /// PCDHGA3 /// PCDHGC3 /// PCDHGB3 /// PCDHGA2 /// PCDHGC4 /// PCDHGA4 /// PCDHGA12 /// PCDHGA10 /// PCDHGA8 /// PCDHGB7 /// PCDHGA1 /// PCDHGB2	673.2	503.1	-0.7	629.6	277.8	-1.1
208824_x_at	BC001048	PCTAIRE protein kinase 1	PCTK1	149.8	104.6	-0.6	220.7	109.5	-0.9
218676_s_at	NM_021213	phosphatidylcholine transfer protein	PCTP	525.8	287.6	-0.9	601.6	208	-1.1
203067_at	NM_003477	pyruvate dehydrogenase complex, component X	PDHX	273.9	129.2	-1	214.4	99.2	-1.1
212092_at	BE858180	Paternally expressed 10	PEG10	537.8	208.8	-1.3	214.6	170.7	-0.3
201707_at	NM_002857	peroxisomal biogenesis factor 19	PEX19	265.7	157.2	-0.8	267.5	141.4	-0.8
218388_at	NM_012088	6-phosphogluconolactonase	PGLS	888.4	633.7	-0.4	1113.7	498.4	-1.2
235767_x_at	AI338514	RNA U, small nuclear RNA export adaptor (phosphorylation regulated)	PHAX	143.4	64.7	-1.5	131.5	35.9	-1.3
204866_at	NM_014735	PHD finger protein 16	PHF16	204.4	60	-1.8	196.1	35.1	-2
217954_s_at	NM_015153	PHD finger protein 3	PHF3	281.5	128.8	-1.1	243.6	86.1	-1.2
217996_at	AA576961	pleckstrin homology-like domain, family A, member 1	PHLDA1	2519.4	850.6	-1.5	2249.5	644.5	-1.6
225688_s_at	AK025444	pleckstrin homology-like domain, family B, member 2	PHLDB2	2200.2	1210.1	-0.9	1893.4	922.2	-1
217864_s_at	NM_016166	protein inhibitor of activated STAT, 1	PIAS1	227.3	131.8	-0.7	177.8	97.1	-1
212506_at	AL135735	Phosphatidylinositol binding clathrin assembly protein	PICALM	1253.9	504.3	-1.1	1107.6	368	-1.4
204369_at	NM_006218	phosphoinositide-3-kinase, catalytic, alpha polypeptide	PIK3CA	279.2	205.3	-0.4	279.2	143.6	-1.1
212688_at	BC003393	phosphoinositide-3-kinase, catalytic, beta polypeptide	PIK3CB	360.7	80.6	-2	375	68.9	-2.4
202743_at	BE622627	phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)	PIK3R3	259.8	103.5	-1.5	277.6	58	-2.1
218942_at	NM_024779	phosphatidylinositol-4-phosphate 5-kinase, type II, gamma	PIP5K2C	219.5	146.8	-0.6	171.4	129.9	-1.2
207469_s_at	NM_003662	pirin (iron-binding nuclear protein)	PIR	889.9	796.3	-0.3	876.1	296.2	-1.5
1552924_a_at	AL133612	phosphatidylinositol transfer protein, membrane-associated 2	PITPNM2	102	54.3	-1.2	122.2	70	-0.7
205273_s_at	NM_014968	pitrilysin metalloproteinase 1	PITRM1	616.8	259.7	-1.3	638.5	243.9	-1.2
217929_s_at	NM_024874	polycystic kidney disease 1-like	PKD1-like	120.9	30.7	-2.3	116.8	29.2	-1.2
226636_at	AI378587	phospholipase D1, phophatidylcholine-specific	PLD1	458.5	239.4	-0.6	402.6	172.9	-1.1
201410_at	AI983043	Pleckstrin homology domain containing, family B (evectins) member 2	PLEKHB2	930.5	431	-1.1	771.9	389.2	-0.9
212717_at	AB002354	pleckstrin homology domain containing, family M (with RUN domain) member 1	PLEKHM1	340.4	210.1	-0.7	452.7	202.5	-1.3
212146_at	AB020649	pleckstrin homology domain containing, family M (with RUN domain) member 2	PLEKHM2	101.5	94.5	-0.4	101.3	84.4	-1.1
201136_at	NM_002668	proteolipid protein 2 (colonic epithelium-enriched)	PLP2	1024	459.9	-1	1272.7	828.7	-0.5
211013_x_at	AF230411	promyelocytic leukemia	PML	207.2	135.1	-0.5	192.2	133.7	-1.2
209598_at	AB020690	Paraneoplastic antigen MA2	PNMA2	126.8	39.3	-2	321.9	79.3	-1.9
209034_at	AF279899	proline-rich nuclear receptor coactivator 1	PNRC1	1617.1	707.8	-0.6	1163.2	397.9	-1.1
218229_s_at	NM_017542	pogo transposable element with KRAB domain	POGK	352.6	207.5	-0.7	350.1	136.5	-1.2
1555837_s_at	BE614461	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	POLR2B	1170.2	692.8	-0.7	1323	591.8	-1.2
211967_at	BG538627	pro-oncosis receptor inducing membrane injury gene	PORIMIN	2394.3	1534.7	-0.6	1817.8	854.8	-1
210809_s_at	D13665	periostin, osteoblast specific factor	POSTN	1397.9	579.8	-1.3	1808.1	572.7	-1.8
208510_s_at	NM_015869	peroxisome proliferative activated receptor, gamma	PPARG	875.4	417.4	-1.2	395.3	50.3	-2.8
204228_at	NM_006347	peptidyl prolyl isomerase H (cyclophilin H)	PPIH	139.8	49.3	-1.5	174.3	38.8	-1.5
222500_at	BC003048	peptidylprolyl isomerase (cyclophilin)-like 1	PPIL1	250.8	58.3	-1.9	301.8	28.6	-2.5
37384_at	D86995	protein phosphatase 1F (PP2C domain containing)	PPM1F	444.7	260.2	-0.8	449.1	149.7	-1.2
200846_s_at	NM_002708	protein phosphatase 1, catalytic subunit, alpha isoform	PPP1CA	1436.7	890.1	-0.7	1395.4	756.1	-1
41577_at	AB020630	protein phosphatase 1, regulatory (inhibitor) subunit 16B	PPP1R16B	1135.1	672.9	-0.6	1017	315.6	-1.9
202166_s_at	NM_006241	protein phosphatase 1, regulatory (inhibitor) subunit 2	PPP1R2	745.2	378.5	-1.1	445.6	192.8	-1.2
227630_at	AW274445	Protein phosphatase 2, regulatory subunit B (B56), epsilon isoform	PPP2R5E	223.6	157.7	-0.8	154.2	71.9	-1.1
208932_at	BC001416	protein phosphatase 4 (formerly X), catalytic subunit	PPP4C	855.1	479.8	-0.8	1161.4	589.3	-1.1
204117_at	NM_002726	prolyl endopeptidase	PREP	331.5	254.8	-0.6	356.2	124.8	-1.1
226065_at	N98595	prickle-like 1 (Drosophila)	PRICKLE1	267.9	117.9	-1.2	192	99.5	-1.1
209799_at	AF100763	protein kinase, AMP-activated, alpha 1 catalytic subunit	PRKAA1	238.9	120.8	-0.9	286	154.2	-0.9
202741_at	AA130247	protein kinase, cAMP-dependent, catalytic, beta	PRKACB	862.1	334	-1.5	1740.8	568.8	-1.6
225011_at	AK026351	Protein kinase, cAMP-dependent, regulatory, type II, alpha	PRKAR2A	607.9	317.1	-0.9	389.8	243.8	-0.7
213093_at	AI471375	protein kinase C, alpha	PRKCA	124.9	28.8	-1.9	146.6	33.6	-2.1
218764_at	NM_024064	protein kinase C, eta	PRKCH	1027.4	544.8	-0.9	1219.6	179.5	-2.6
228656_at	AK025453	Prospero-related homeobox 1	PROX1	1171	735.5	-0.7	934.8	271	-1.9
202529_at	NM_002766	phosphoribosyl pyrophosphate synthetase-associated protein 1	PRPSAP1	943.8	718.2	-0.5	825.6	404	-1
205618_at	NM_000950	proline rich Gla (G-carboxyglutamic acid) 1	PRRG1	1000.5	660.6	-0.6	943.7	453.4	-1.1
223107_s_at	AF151077	putative S1 RNA binding domain protein	PS1D	212.8	114.3	-0.9	237.2	108	-1.2
226577_at	N49844	Presenilin 1 (Alzheimer disease 3)	PSEN1	182.7	118.6	-0.7	238.4	130.6	-1
212219_at	D38521	proteasome (prosome, macropain) activator subunit 4	PSME4	544	289	-0.8	638.5	344.2	-1
226110_at	BF056048	protein prenyltransferase alpha subunit repeat containing 1	PTAR1	398.5	257.5	-0.7	410.3	178.1	-1.3
212723_at	AK021780	phosphatidylserine receptor	PTDSR	187.4	107.5	-0.8	123.1	116.5	-0.8
219654_at	NM_014241	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a	PTPLA	347	80.5	-1.9	330.9	62.4	-2.4
205171_at	NM_002830	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	PTPN4	112.6	67.5	-0.8	128.2	73	-0.8
202958_at	NM_002833	protein tyrosine phosphatase, non-receptor type 9	PTPN9	107.1	75.1	-0.9	142.1	41.5	-1.6
200636_s_at	NM_002840	protein tyrosine phosphatase, receptor type, F	PTPRF	1472.2	907.8	-0.6	2092.7	518.5	-1.8
204020_at	BF739943	purine-rich element binding protein A	PURA	351.7	191.2	-0.9	337.1	199	-0.7
226762_at	AV709094	purine-rich element binding protein B	PURB	215.9	99.3	-1.3	433.6	185.6	-0.8
223032_x_at	AF153607	px19-like protein	PX19	1886.1	730.5	-1.4	2126.4	418.7	-2.5
202754_at	NM_015361	R3H domain (binds single-stranded nucleic acids) containing	R3HDM	272.1	68.5	-1.9	286.6	37.8	-3.1
220964_s_at	NM_030981	RAB1B, member RAS oncogene family /// RAB1B, member RAS oncogene family	RAB1B	481.7	158.6	-1.4	554.6	139.3	-2.3
208731_at	AU158062	RAB2, member RAS oncogene family	RAB2	1041.9	343.5	-1.7	1147.3	301.2	-1.9
225074_at	AA531016	RAB2B, member RAS oncogene family	RAB2B	535.1	422.5	-0.3	546.7	273	-1.2
221014_s_at	NM_031296	RAB33B, member RAS oncogene family /// RAB33B, member RAS oncogene family	RAB33B	116.8	89.5	-0.9	110.8	57.1	-1
225620_at	AL534848	RAB35, member RAS oncogene family	RAB35	175.5	125.8	-0.8	219.9	101	-1.3
205924_at	BC005035	RAB3B, member RAS oncogene family	RAB3B	147.3	60	-1	234.8	159.1	-0.8
211961_s_at	AK000826	RAB7, member RAS oncogene family	RAB7	953.1	556.8	-0.7	847	481.3	-0.9
226633_at	AI807023	RAB8B, member RAS oncogene family	RAB8B	706.3	289.5	-1.1	586.1	372.3	-0.5
213982_s_at	BG107203	RAB GTPase activating protein 1-like	RABGAP1L	136.8	60	-1.4	123.4	56	-1.2
202101_s_at	NM_002881	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	RALB	597.4	355.3	-0.7	536.4	325.7	-0.8
205779_at	NM_005854	receptor (calcitonin) activity modifying protein 2	RAMP2	184.2	331.2	0.4	126.3	34.2	-2.2
