AffyID	Gene Title	Gene Symbol	Alignments	Length
220633_s_at	heterochromatin protein 1, binding protein 3	HP1BP3	chr1:20942209-20979590 (-)	37381
201277_s_at	heterogeneous nuclear ribonucleoprotein A/B	HNRPAB	chr5:177564216-177570768 (+)	6552
201054_at	heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	chr5:137114700-137117938 (-)	3238
214280_x_at	heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	chr12:52960832-52967137 (+)	6305
222040_at	heterogeneous nuclear ribonucleoprotein A1 /// hypothetical protein LOC728844	HNRNPA1 /// LOC728844	chr12:52966679-52967137 (+)	458
216559_x_at	heterogeneous nuclear ribonucleoprotein A1 /// similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand binding protein) (hnRNP core protein A1) (HDP-1) (Topoisomerase-inhibitor suppressed) /// heterogeneous nucle	hCG_2023776 /// HNRNPA1 /// HNRPA1L-2 /// HNRPA1P4 /// LOC120364 /// LOC344741 /// LOC391670 /// LOC400769 /// LOC402112 /// LOC440125 /// LOC642817 /// LOC644037 /// LOC645001 /// LOC645347 /// LOC645691 /// LOC648210 /// LOC728170 /// LOC728643 /// LOC7	chr19:11637548-11638320 (-)	772
211932_at	heterogeneous nuclear ribonucleoprotein A3	HNRPA3	chr2:177785733-177796932 (+)	11199
211931_s_at	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1 /// heterogeneous nuclear ribonucleoprotein A3	HNRPA3 /// HNRPA3P1	chr2:177785733-177796932 (+)	11199
211933_s_at	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1 /// heterogeneous nuclear ribonucleoprotein A3	HNRPA3 /// HNRPA3P1	chr2:177785733-177796932 (+)	11199
200014_s_at	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRNPC	chr15:77315641-77317269 (+)	1628
200751_s_at	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRNPC	chr2:190496145-190497857 (+)	1712
209330_s_at	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	HNRPD	chr4:83494010-83514122 (-)	20112
213359_at	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	HNRPD	chr4:83494005-83514122 (-)	20117
201993_x_at	heterogeneous nuclear ribonucleoprotein D-like	HNRPDL	chr4:83564805-83570402 (-)	5597
213470_s_at	heterogeneous nuclear ribonucleoprotein H1 (H)	HNRPH1	chr5:178977267-178979779 (-)	2512
201132_at	heterogeneous nuclear ribonucleoprotein H2 (H)	HNRPH2	chrX:100553577-100555774 (+)	2197
207127_s_at	heterogeneous nuclear ribonucleoprotein H3 (2H9)	HNRPH3	chr10:69766568-69772031 (+)	5463
208990_s_at	heterogeneous nuclear ribonucleoprotein H3 (2H9)	HNRPH3	chr10:69767378-69772937 (+)	5559
210110_x_at	heterogeneous nuclear ribonucleoprotein H3 (2H9)	HNRPH3	chr10:69768102-69772032 (+)	3930
210588_x_at	heterogeneous nuclear ribonucleoprotein H3 (2H9)	HNRPH3	chr10:69761945-69772154 (+)	10209
200097_s_at	heterogeneous nuclear ribonucleoprotein K	HNRPK	chr3:97550901-97553590 (+)	2689
202072_at	heterogeneous nuclear ribonucleoprotein L	HNRNPL	chr15:32568162-32570194 (-)	2032
35201_at	heterogeneous nuclear ribonucleoprotein L	HNRNPL	---
200072_s_at	heterogeneous nuclear ribonucleoprotein M	HNRPM	chr19:8415650-8459885 (+)	44235
200593_s_at	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	HNRNPU	chr1:243084330-243094383 (-)	10053
222264_at	heterogeneous nuclear ribonucleoprotein U-like 2	HNRPUL2	chr11:62239202-62248032 (-)	8830
201944_at	hexosaminidase B (beta polypeptide)	HEXB	chr5:74016766-74052869 (+)	36103
213833_x_at	HIG1 domain family, member 2A	HIGD2A	chr5:175748951-175749368 (-)	417
209377_s_at	high mobility group nucleosomal binding domain 3	HMGN3	chr6:79967684-80001092 (-)	33408
209787_s_at	high mobility group nucleosomal binding domain 4	HMGN4	chr6:26646606-26654952 (+)	8346
200679_x_at	high-mobility group box 1	HMGB1	chr13:29932583-29938069 (-)	5486
208668_x_at	high-mobility group nucleosomal binding domain 2	HMGN2	chr1:26671624-26675048 (+)	3424
200944_s_at	high-mobility group nucleosome binding domain 1	HMGN1	chr15:91055927-91057131 (+)	1204
204110_at	histamine N-methyltransferase	HNMT	chr2:138438277-138489440 (-)	51163
211732_x_at	histamine N-methyltransferase	HNMT	---
200093_s_at	histidine triad nucleotide binding protein 1	HINT1	chr5:130522879-130528892 (-)	6013
207721_x_at	histidine triad nucleotide binding protein 1	HINT1	chr5:130522885-130528846 (-)	5961
203138_at	histone acetyltransferase 1	HAT1	chr2:172487220-172556784 (+)	69564
209398_at	histone cluster 1, H1c	HIST1H1C	chr6:26163913-26164671 (-)	758
214469_at	histone cluster 1, H2ae	HIST1H2AE	chr6:26325126-26325686 (+)	560
222067_x_at	histone cluster 1, H2bd	HIST1H2BD	chr6:26266352-26266848 (+)	496
206951_at	histone cluster 1, H4e	HIST1H4E	chr6:26312589-26313290 (+)	701
201209_at	histone deacetylase 1	HDAC1	chr1:32530294-32571811 (+)	41517
204225_at	histone deacetylase 4	HDAC4	chr2:239635318-239987580 (-)	352262
207180_s_at	HIV-1 Tat interactive protein 2, 30kDa	HTATIP2	chr11:20342262-20361550 (+)	19288
202601_s_at	HIV-1 Tat specific factor 1	HTATSF1	chrX:135407355-135422171 (+)	14816
202602_s_at	HIV-1 Tat specific factor 1	HTATSF1	chrX:135407452-135422167 (+)	14715
206082_at	HLA complex P5	HCP5	chr6_cox_hap1:2877130-2879745 (+)	2615
200041_s_at	HLA-B associated transcript 1	BAT1	chr6:31606001-31617735 (-)	11734
201255_x_at	HLA-B associated transcript 3	BAT3	chr6:31714796-31728391 (-)	13595
210208_x_at	HLA-B associated transcript 3	BAT3	chr6:31714796-31728374 (-)	13578
213318_s_at	HLA-B associated transcript 3	BAT3	chr6:31714796-31720360 (-)	5564
209102_s_at	HMG-box transcription factor 1	HBP1	chr7:106607563-106630187 (+)	22624
207764_s_at	homeodomain interacting protein kinase 3	HIPK3	chr11:33264532-33331761 (+)	67229
213697_at	homeodomain interacting protein kinase 3	HIPK3	chr11:33236667-33317648 (-)	80981
211597_s_at	homeodomain-only protein	HOP	chr4:57208922-57218822 (-)	9900
213156_at	Homo sapiens, clone IMAGE:4214654, mRNA	---	chr3:115516042-115518086 (-)	2044
81737_at	Homo sapiens, clone IMAGE:4271781	---	chr16:21327901-21328515 (+)	614
217168_s_at	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	HERPUD1	chr16:55527363-55535290 (+)	7927
219976_at	hook homolog 1 (Drosophila)	HOOK1	chr1:60053182-60111230 (+)	58048
209581_at	HRAS-like suppressor 3	HRASLS3	chr11:63098859-63138417 (-)	39558
201185_at	HtrA serine peptidase 1	HTRA1	chr10:124211110-124264410 (+)	53300
202347_s_at	huntingtin interacting protein 2	HIP2	chr4:39376265-39456733 (+)	80468
218680_x_at	Huntingtin interacting protein K	HYPK	chr15:41880090-41881369 (+)	1279
208629_s_at	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	HADHA	chr12:8678197-8682143 (+)	3946
208631_s_at	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	HADHA	chr12:8678203-8681634 (+)	3431
201007_at	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	HADHB	chr2:26321324-26366836 (+)	45512
217989_at	hydroxysteroid (17-beta) dehydrogenase 11	HSD17B11	chr4:88476786-88531357 (-)	54571
201413_at	hydroxysteroid (17-beta) dehydrogenase 4	HSD17B4	chr5:118816121-118905923 (+)	89802
209513_s_at	hydroxysteroid dehydrogenase like 2	HSDL2	chr9:114182180-114274505 (+)	92325
213375_s_at	hypothetical gene CG018	CG018	chr13:31873716-31900315 (-)	26599
212113_at	hypothetical LOC552889	LOC552889	chr12:73217875-73221498 (+)	3623
221594_at	hypothetical protein DKFZp564O0523	DKFZP564O0523	chr7:91996026-92005225 (-)	9199
213546_at	hypothetical protein DKFZp586I1420	DKFZp586I1420	chr7:30375962-30379063 (+)	3101
217940_s_at	hypothetical protein FLJ10769	FLJ10769	chr13:110066008-110090341 (+)	24333
202852_s_at	hypothetical protein FLJ11506	FLJ11506	chr15:65281064-65334032 (-)	52968
214107_x_at	hypothetical protein FLJ11822	LOC440434	chr17_random:1150658-1156146 (+)	5488
218986_s_at	hypothetical protein FLJ20035	FLJ20035	chr4:169374017-169405969 (-)	31952
220165_at	hypothetical protein FLJ20309	FLJ20309	chr2:206577944-206629856 (-)	51912
206860_s_at	hypothetical protein FLJ20323	FLJ20323	chr7:7573801-7613378 (+)	39577
218454_at	hypothetical protein FLJ22662	FLJ22662	chr12:14547868-14597615 (-)	49747
214011_s_at	hypothetical protein HSPC111	HSPC111	chr5:175743554-175748196 (-)	4642
217774_s_at	hypothetical protein HSPC152	HSPC152	chr11:63840742-63841609 (-)	867
214696_at	hypothetical protein MGC14376	MGC14376	chr17:1561831-1566244 (-)	4413
221477_s_at	hypothetical protein MGC5618	MGC5618	chr6:160020137-160022647 (-)	2510
202439_s_at	iduronate 2-sulfatase (Hunter syndrome)	IDS	chrX:148371662-148394871 (-)	23209
200066_at	IK cytokine, down-regulator of HLA II	IK	chr5:140007567-140022248 (+)	14681
201631_s_at	immediate early response 3	IER3	chr6:30818955-30820285 (-)	1330
211406_at	immediate early response 3 interacting protein 1	IER3IP1	chr18:42935410-42937860 (+)	2450
200992_at	importin 7	IPO7	chr11:9362768-9426250 (+)	63482
205701_at	importin 8	IPO8	chr12:30675000-30740008 (-)	65008
210970_s_at	inhibitor of Bruton agammaglobulinemia tyrosine kinase	IBTK	chr6:82936674-82958163 (-)	21489
209292_at	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	ID4	chr6:19945596-19950407 (+)	4811
202491_s_at	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	IKBKAP	chr9:110670735-110736211 (-)	65476
200955_at	inner membrane protein, mitochondrial (mitofilin)	IMMT	chr2:86224573-86276108 (-)	51535
203710_at	inositol 1,4,5-triphosphate receptor, type 1	ITPR1	chr3:4510135-4864081 (+)	353946
211323_s_at	inositol 1,4,5-triphosphate receptor, type 1	ITPR1	chr3:4510137-4863187 (+)	353050
202662_s_at	inositol 1,4,5-triphosphate receptor, type 2	ITPR2	chr12:26381611-26877398 (-)	495787
211360_s_at	inositol 1,4,5-triphosphate receptor, type 2	ITPR2	chr12:26765486-26876981 (-)	111495
202794_at	inositol polyphosphate-1-phosphatase	INPP1	chr2:190916683-190944552 (+)	27869
205376_at	inositol polyphosphate-4-phosphatase, type II, 105kDa	INPP4B	chr4:143169343-143571982 (-)	402639
213643_s_at	inositol polyphosphate-5-phosphatase, 75kDa	INPP5B	chr1:38100057-38170008 (-)	69951
201626_at	insulin induced gene 1	INSIG1	chr7:154720357-154732879 (+)	12522
209566_at	insulin induced gene 2	INSIG2	chr2:118570463-118584067 (+)	13604
213792_s_at	insulin receptor	INSR	chr19:7067047-7244942 (-)	177895
201508_at	insulin-like growth factor binding protein 4	IGFBP4	chr17:35853235-35867457 (+)	14222
201162_at	insulin-like growth factor binding protein 7	IGFBP7	chr4:57592002-57671296 (-)	79294
221449_s_at	integrin alpha FG-GAP repeat containing 1	ITFG1	chr16:45747130-46052454 (-)	305324
215177_s_at	integrin, alpha 6	ITGA6	chr2:173064194-173078211 (+)	14017
208084_at	integrin, beta 6	ITGB6	chr2:160666478-160764836 (-)	98358
204949_at	intercellular adhesion molecule 3	ICAM3	chr19:10305453-10311300 (-)	5847
202727_s_at	interferon gamma receptor 1	IFNGR1	chr6:137560314-137582200 (-)	21886
211676_s_at	interferon gamma receptor 1	IFNGR1	chr6:137560710-137582178 (-)	21468
201642_at	interferon gamma receptor 2 (interferon gamma transducer 1)	IFNGR2	chr21:33697071-33731690 (+)	34619
212203_x_at	interferon induced transmembrane protein 3 (1-8U)	IFITM3	chr11:309676-310900 (-)	1224
204057_at	interferon regulatory factor 8	IRF8	chr16:84493883-84513713 (+)	19830
206332_s_at	interferon, gamma-inducible protein 16	IFI16	chr1:157246331-157291562 (+)	45231
208965_s_at	interferon, gamma-inducible protein 16	IFI16	chr1:157246315-157291569 (+)	45254
208966_x_at	interferon, gamma-inducible protein 16	IFI16	chr1:157246331-157291562 (+)	45231
201422_at	interferon, gamma-inducible protein 30	IFI30	chr19:18145624-18149923 (+)	4299
214453_s_at	interferon-induced protein 44	IFI44	chr1:78888106-78902285 (+)	14179
203596_s_at	interferon-induced protein with tetratricopeptide repeats 5	IFIT5	chr10:91164418-91170733 (+)	6315
202146_at	interferon-related developmental regulator 1	IFRD1	chr7:111877750-111903483 (+)	25733
215561_s_at	interleukin 1 receptor, type I	IL1R1	chr2:102157701-102159577 (+)	1876
205067_at	interleukin 1, beta	IL1B	chr2:113303807-113310823 (-)	7016
201887_at	interleukin 13 receptor, alpha 1	IL13RA1	chrX:117745586-117812524 (+)	66938
205945_at	interleukin 6 receptor	IL6R	chr1:152644292-152705951 (+)	61659
204863_s_at	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	chr5:55271508-55326529 (-)	55021
204864_s_at	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	chr5:55272593-55326520 (-)	53927
211000_s_at	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	chr17:15627217-15628026 (+)	809
212196_at	Interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	chr17:15632187-15635688 (+)	3501
209297_at	intersectin 1 (SH3 domain protein)	ITSN1	chr21:33936653-34132612 (+)	195959
210312_s_at	intraflagellar transport 20 homolog (Chlamydomonas)	IFT20	chr17:23679479-23686622 (-)	7143
217908_s_at	IQ motif and WD repeats 1	IQWD1	chr1:166210795-166311697 (+)	100902
221185_s_at	IQ motif containing G	IQCG	chr3:199100345-199161191 (-)	60846
200791_s_at	IQ motif containing GTPase activating protein 1	IQGAP1	chr15:88732504-88846474 (+)	113970
213446_s_at	IQ motif containing GTPase activating protein 1	IQGAP1	chr15:88817135-88828532 (+)	11397
201193_at	isocitrate dehydrogenase 1 (NADP+), soluble	IDH1	chr2:208809198-208828051 (-)	18853
202069_s_at	isocitrate dehydrogenase 3 (NAD+) alpha	IDH3A	chr15:76228769-76249938 (+)	21169
204615_x_at	isopentenyl-diphosphate delta isomerase 1	IDI1	chr10:1076028-1080113 (-)	4085
208881_x_at	isopentenyl-diphosphate delta isomerase 1	IDI1	chr10:1075964-1080113 (-)	4149
209744_x_at	itchy homolog E3 ubiquitin protein ligase (mouse)	ITCH	chr20:32420859-32559398 (+)	138539
217094_s_at	itchy homolog E3 ubiquitin protein ligase (mouse)	ITCH	chr20:32475894-32559260 (+)	83366
216268_s_at	jagged 1 (Alagille syndrome)	JAG1	chr20:10566629-10573628 (-)	6999
221580_s_at	Josephin domain containing 3	JOSD3	chr11:93103095-93114284 (-)	11189
212689_s_at	jumonji domain containing 1A	JMJD1A	chr2:86530507-86573363 (+)	42856
221763_at	jumonji domain containing 1C	JMJD1C	chr10:64596986-64637807 (-)	40821
203204_s_at	jumonji domain containing 2A	JMJD2A	chr1:43888410-43942737 (+)	54327
202040_s_at	jumonji, AT rich interactive domain 1A	JARID1A	chr12:263762-368673 (-)	104911
200048_s_at	jumping translocation breakpoint	JTB	chr1:152213611-152216784 (-)	3173
210434_x_at	jumping translocation breakpoint	JTB	chr1:152213611-152216637 (-)	3026
210927_x_at	jumping translocation breakpoint	JTB	chr1:152213611-152216738 (-)	3127
201465_s_at	jun oncogene	JUN	chr1:59020304-59022276 (-)	1972
201466_s_at	jun oncogene	JUN	chr1:59019049-59022303 (-)	3254
219213_at	junctional adhesion molecule 2	JAM2	chr21:25933802-26008963 (+)	75161
208974_x_at	karyopherin (importin) beta 1	KPNB1	chr17:43082328-43115045 (+)	32717
213507_s_at	karyopherin (importin) beta 1	KPNB1	chr17:43114851-43115483 (+)	632
213574_s_at	Karyopherin (importin) beta 1	KPNB1	chr17:43116561-43117166 (+)	605
202056_at	karyopherin alpha 1 (importin alpha 5)	KPNA1	chr3:123623347-123716465 (-)	93118
202058_s_at	karyopherin alpha 1 (importin alpha 5)	KPNA1	chr3:123628306-123716465 (-)	88159
221503_s_at	karyopherin alpha 3 (importin alpha 4)	KPNA3	chr13:49173404-49264645 (-)	91241
212101_at	karyopherin alpha 6 (importin alpha 7)	KPNA6	chr1:32346243-32414058 (+)	67815
200699_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	chr7:6467178-6490356 (-)	23178
200700_s_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	chr7:6468794-6490225 (-)	21431
217906_at	kelch domain containing 2	KLHDC2	chr14:49304620-49319605 (+)	14985
212447_at	kelch repeat and BTB (POZ) domain containing 2	KBTBD2	chr7:32874306-32878635 (-)	4329
220657_at	kelch-like 11 (Drosophila)	KLHL11	chr17:37263324-37275155 (-)	11831
204177_s_at	kelch-like 20 (Drosophila)	KLHL20	chr1:171950745-172021267 (+)	70522
221985_at	kelch-like 24 (Drosophila)	KLHL24	chr3:184836104-184880780 (+)	44676
221986_s_at	kelch-like 24 (Drosophila)	KLHL24	chr3:184836104-184880780 (+)	44676
213117_at	kelch-like 9 (Drosophila)	KLHL9	chr9:21321018-21325368 (-)	4350
201596_x_at	keratin 18	KRT18	chr12:51629177-51632961 (+)	3784
201650_at	keratin 19	KRT19	chr6:72351115-72352457 (+)	1342
200040_at	KH domain containing, RNA binding, signal transduction associated 1	KHDRBS1	chr1:32252077-32282059 (+)	29982
212150_at	KIAA0143 protein	KIAA0143	chr8:132985542-133095066 (+)	109524
212523_s_at	KIAA0146	KIAA0146	chr8:48336061-48811127 (+)	475066
200616_s_at	KIAA0152	KIAA0152	chr12:119609360-119618826 (+)	9466
200851_s_at	KIAA0174	KIAA0174	chr16:70486945-70520407 (+)	33462
202181_at	KIAA0247	KIAA0247	chr14:69148110-69251607 (+)	103497
212451_at	KIAA0256 gene product	KIAA0256	chr15:47068132-47125950 (-)	57818
209256_s_at	KIAA0265 protein	KIAA0265	chr7:129561965-129562265 (+)	300
203288_at	KIAA0355	KIAA0355	chr19:39482420-39538307 (+)	55887
212428_at	KIAA0368	KIAA0368	chr9:113162788-113253634 (-)	90846
201775_s_at	KIAA0494	KIAA0494	chr1:46913417-46957357 (-)	43940
201777_s_at	KIAA0494	KIAA0494	chr1:46916475-46956468 (-)	39993
212068_s_at	KIAA0515	KIAA0515	chr9:133341437-133365405 (+)	23968
212943_at	KIAA0528	KIAA0528	chr12:22492746-22588696 (-)	95950
204074_s_at	KIAA0562	KIAA0562	chr1:3718512-3763621 (-)	45109
203364_s_at	KIAA0652	KIAA0652	chr11:46595721-46652638 (+)	56917
212200_at	KIAA0692	KIAA0692	chr12:131812165-131848606 (-)	36441
212311_at	KIAA0746 protein	KIAA0746	chr4:25358149-25473443 (-)	115294
204568_at	KIAA0831	KIAA0831	chr14:54902862-54927773 (-)	24911
209654_at	KIAA0947 protein	KIAA0947	chr5:5517680-5543323 (+)	25643
212794_s_at	KIAA1033	KIAA1033	chr12:104025621-104087038 (+)	61417
214929_s_at	KIAA1109	KIAA1109	chr4:123395463-123466371 (+)	70908
216294_s_at	KIAA1109	KIAA1109	chr4:123479825-123485211 (+)	5386
209379_s_at	KIAA1128	KIAA1128	chr10:86121039-86268252 (+)	147213
221736_at	KIAA1219	KIAA1219	chr20:36550489-36641066 (+)	90577
212453_at	KIAA1279	KIAA1279	chr10:70418492-70446744 (+)	28252
214709_s_at	kinectin 1 (kinesin receptor)	KTN1	chr14:55116730-55221047 (+)	104317
213623_at	kinesin family member 3A	KIF3A	chr5:132059683-132101135 (-)	41452
201991_s_at	kinesin family member 5B	KIF5B	chr10:32340072-32385359 (-)	45287
203333_at	kinesin-associated protein 3	KIFAP3	chr1:168157359-168310417 (-)	153058
207029_at	KIT ligand	KITLG	chr12:87414727-87498369 (-)	83642
203203_s_at	KRR1, small subunit (SSU) processome component, homolog (yeast)	KRR1	chr12:74179881-74191655 (-)	11774
218486_at	Kruppel-like factor 11	KLF11	chr2:10101159-10110305 (+)	9146
214276_at	Kruppel-like factor 12	KLF12	chr13:73166425-73166968 (-)	543
209211_at	Kruppel-like factor 5 (intestinal)	KLF5	chr13:72530930-72549676 (+)	18746
208961_s_at	Kruppel-like factor 6	KLF6	chr10:3811363-3817322 (-)	5959
203543_s_at	Kruppel-like factor 9	KLF9	chr9:72189644-72219360 (-)	29716
212137_at	La ribonucleoprotein domain family, member 1	LARP1	chr5:154174286-154177358 (+)	3072
