# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_002345|NM_002345	hgnc_symbol|LUM|LUM
entrezgene|AA206141|144165	hgnc_symbol|PRICKLE1|PRICKLE1
refseq_dna|NM_002840|NM_002840	hgnc_symbol|PTPRF|PTPRF
refseq_dna|NM_006291|NM_006291	hgnc_symbol|TNFAIP2|TNFAIP2
embl|AL049569|AL049569	hgnc_symbol|PADI2|PADI2
entrezgene|BF905445|79056	hgnc_symbol|PRRG4|PRRG4
embl|M13077|M13077	hgnc_symbol|ALPP /// ALPPL2|ALPP /// ALPPL2
entrezgene|AW138767|79993	hgnc_symbol|ELOVL7|ELOVL7
entrezgene|AB018009|8140	hgnc_symbol|SLC7A5|SLC7A5
entrezgene|AA502912|23225	hgnc_symbol|NUP210|NUP210
entrezgene|BC011595|10457	hgnc_symbol|GPNMB|GPNMB
refseq_dna|NM_003740|NM_003740	hgnc_symbol|KCNK5|KCNK5
refseq_dna|NM_025047|NM_025047	hgnc_symbol|ARF7|ARF7
refseq_dna|NM_019000|NM_019000	hgnc_symbol|FLJ20152|FLJ20152
entrezgene|L18865|4155	hgnc_symbol|MBP|MBP
entrezgene|BF679849|2533	hgnc_symbol|FYB|FYB
refseq_dna|NM_021101|NM_021101	hgnc_symbol|CLDN1|CLDN1
entrezgene|AI652872|57669	hgnc_symbol|EPB41L5|EPB41L5
entrezgene|AW050627|11033	hgnc_symbol|CENTA1|CENTA1
entrezgene|AL117612|114569	hgnc_symbol|MAL2|MAL2
entrezgene|AB014524|23086	hgnc_symbol|EXPH5|EXPH5
entrezgene|BG285710|404550	hgnc_symbol|MGC17624|MGC17624
refseq_dna|NM_001263|NM_001263	hgnc_symbol|CDS1|CDS1
refseq_dna|NM_001307|NM_001307	hgnc_symbol|CLDN7|CLDN7
entrezgene|BC006148|58495	hgnc_symbol|OVOL2|OVOL2
refseq_dna|NM_000336|NM_000336	hgnc_symbol|SCNN1B|SCNN1B
refseq_dna|NM_002423|NM_002423	hgnc_symbol|MMP7|MMP7
entrezgene|AI888150|55607
refseq_dna|NM_004428|NM_004428	hgnc_symbol|EFNA1|EFNA1
entrezgene|AB037776|57549	hgnc_symbol|IGSF9|IGSF9
entrezgene|AF393369|130340	hgnc_symbol|AP1S3|AP1S3
embl|N23258|N23258	hgnc_symbol|CRB3|CRB3
entrezgene|AA531023|115572	hgnc_symbol|FAM46B|FAM46B
entrezgene|AB046817|54843	hgnc_symbol|SYTL2|SYTL2
entrezgene|AI676059|94234	hgnc_symbol|FOXQ1|FOXQ1
entrezgene|AV724325|401474
refseq_dna|NM_024939|NM_024939	hgnc_symbol|RBM35B|RBM35B
refseq_dna|NM_000888|NM_000888	hgnc_symbol|ITGB6|ITGB6
embl|AA725246|AA725246	hgnc_symbol|SPTBN2|SPTBN2
entrezgene|AI669212|5522	hgnc_symbol|PPP2R2C|PPP2R2C
entrezgene|AI087937|55287	hgnc_symbol|TMEM40|TMEM40
entrezgene|AF208012|7164	hgnc_symbol|TPD52L1|TPD52L1
refseq_dna|NM_030965|NM_030965	hgnc_symbol|ST6GALNAC5|ST6GALNAC5
entrezgene|AV681807|2065	hgnc_symbol|ERBB3|ERBB3
refseq_dna|NM_000211|NM_000211	hgnc_symbol|ITGB2|ITGB2
embl|BC001224|BC001224	hgnc_symbol|FAM62B|FAM62B
entrezgene|AB020630|26051	hgnc_symbol|PPP1R16B|PPP1R16B
embl|AW242297|AW242297	hgnc_symbol|MAP7|MAP7
refseq_dna|NM_024307|NM_024307	hgnc_symbol|GDPD3|GDPD3
refseq_dna|NM_001630|NM_001630	hgnc_symbol|ANXA8|ANXA8
entrezgene|AI991160|4645	hgnc_symbol|MYO5B|MYO5B
embl|AI282097|AI282097
refseq_dna|NM_012116|NM_012116	hgnc_symbol|CBLC|CBLC
entrezgene|AI768894|57530	hgnc_symbol|CGN|CGN
entrezgene|AI985987|6340	hgnc_symbol|SCNN1G|SCNN1G
embl|AA826324|AA826324	hgnc_symbol|RASEF|RASEF
entrezgene|AL137725|83481	hgnc_symbol|EPPK1|EPPK1
refseq_dna|NM_000359|NM_000359	hgnc_symbol|TGM1|TGM1
entrezgene|BE566136|29841	hgnc_symbol|GRHL1|GRHL1
entrezgene|BF680458|200634	hgnc_symbol|KRTCAP3|KRTCAP3
entrezgene|AI219073|54869	hgnc_symbol|EPS8L1|EPS8L1
entrezgene|AL832750|144568	hgnc_symbol|A2ML1|A2ML1
embl|AI792670|AI792670
refseq_dna|NM_017957|NM_017957	hgnc_symbol|EPN3|EPN3
entrezgene|AW470178|8796	hgnc_symbol|SCEL|SCEL
refseq_dna|NM_000227|NM_000227	hgnc_symbol|LAMA3|LAMA3
refseq_dna|NM_003282|NM_003282	hgnc_symbol|TNNI2|TNNI2
refseq_dna|NM_000494|NM_000494	hgnc_symbol|COL17A1|COL17A1
entrezgene|AF061812|3868	hgnc_symbol|KRT16|KRT16
entrezgene|AA573775|126695	hgnc_symbol|C1orf172|C1orf172
refseq_dna|NM_024915|NM_024915	hgnc_symbol|GRHL2|GRHL2
entrezgene|BE857425|79365	hgnc_symbol|BHLHB3|BHLHB3
entrezgene|X69397|100133941	hgnc_symbol|CD24|CD24
refseq_dna|NM_144506|NM_144506	hgnc_symbol|KLK8|KLK8
entrezgene|AK001727|23286	hgnc_symbol|KIBRA|KIBRA
refseq_dna|NM_002354|NM_002354	hgnc_symbol|TACSTD1|TACSTD1
refseq_dna|NM_000693|NM_000693	hgnc_symbol|ALDH1A3|ALDH1A3
refseq_dna|NM_000424|NM_000424	hgnc_symbol|KRT5|KRT5
refseq_dna|NM_020990|NM_020990	hgnc_symbol|CKMT1B /// CKMT1A|CKMT1B /// CKMT1A
embl|AI829721|AI829721
refseq_dna|NM_015198|NM_015198	hgnc_symbol|COBL|COBL
refseq_dna|NM_144707|NM_144707	hgnc_symbol|PROM2|PROM2
refseq_dna|NM_020672|NM_020672	hgnc_symbol|S100A14|S100A14
refseq_dna|NM_005498|NM_005498	hgnc_symbol|AP1M2|AP1M2
entrezgene|AI719730|2982	hgnc_symbol|GUCY1A3|GUCY1A3
refseq_dna|NM_002193|NM_002193	hgnc_symbol|INHBB|INHBB
refseq_dna|NM_014474|NM_014474	hgnc_symbol|SMPDL3B|SMPDL3B
entrezgene|AI813438|1830	hgnc_symbol|DSG3|DSG3
entrezgene|BF196457|1824	hgnc_symbol|DSC2|DSC2
entrezgene|AL080207|26154	hgnc_symbol|ABCA12|ABCA12
entrezgene|AA746038|266977	hgnc_symbol|GPR110|GPR110
entrezgene|AL569511|3853	hgnc_symbol|KRT6A /// KRT6B /// KRT6C /// KRT6E|KRT6A /// KRT6B /// KRT6C /// KRT6E
entrezgene|AA622392|79098	hgnc_symbol|C1orf116|C1orf116
embl|J00269|J00269	hgnc_symbol|KRT6A /// KRT6C /// KRT6E|KRT6A /// KRT6C /// KRT6E
refseq_dna|NM_002275|NM_002275	hgnc_symbol|KRT15|KRT15
entrezgene|N32557|81706	hgnc_symbol|PPP1R14C|PPP1R14C
entrezgene|AL049977|9073	hgnc_symbol|CLDN8|CLDN8
entrezgene|AI831452|3854	hgnc_symbol|KRT6B|KRT6B
entrezgene|AL833418|119548	hgnc_symbol|PNLIPRP3|PNLIPRP3
embl|AF243527|AF243527	hgnc_symbol|KLK5|KLK5
entrezgene|U73844|1999	hgnc_symbol|ELF3|ELF3
refseq_dna|NM_005797|NM_005797	hgnc_symbol|EVA1|EVA1
entrezgene|AU155415|5650	hgnc_symbol|KLK7|KLK7
refseq_dna|NM_001062|NM_001062	hgnc_symbol|TCN1|TCN1
refseq_dna|NM_001793|NM_001793	hgnc_symbol|CDH3|CDH3
refseq_dna|NM_004360|NM_004360	hgnc_symbol|CDH1|CDH1
refseq_dna|NM_001632|NM_001632	hgnc_symbol|ALPP|ALPP
entrezgene|M36532|760	hgnc_symbol|CA2|CA2
entrezgene|BC005238|5349	hgnc_symbol|FXYD3|FXYD3
refseq_dna|NM_017697|NM_017697	hgnc_symbol|RBM35A|RBM35A
embl|U20428|U20428	hgnc_symbol|ST14|ST14
entrezgene|D90427|563	hgnc_symbol|AZGP1|AZGP1
entrezgene|BC002710|5655	hgnc_symbol|KLK10|KLK10
refseq_dna|NM_020387|NM_020387	hgnc_symbol|RAB25|RAB25
refseq_dna|NM_005046|NM_005046	hgnc_symbol|KLK7|KLK7
