Probe Set ID	In final signature?	Gene Symbol	Orientation	Description
ADXCRAD_BC015921_s_at	No	LENG9	Sense (Fully Exonic)	leukocyte receptor cluster (LRC) member 9 [Source:HGNC Symbol;Acc:16306]
ADXCRAD_BC015999_s_at	No	CCDC65	AntiSense	coiled-coil domain containing 65 [Source:HGNC Symbol;Acc:29937]
ADXCRAD_BC016050_at	No	CEP70	Sense (Fully Exonic)	centrosomal protein 70kDa [Source:HGNC Symbol;Acc:29972]
ADXCRAD_BC016050_x_at	No	CEP70	Sense (Fully Exonic)	centrosomal protein 70kDa [Source:HGNC Symbol;Acc:29972]
ADXCRAD_BC017944_x_at	No	EXT1	Sense (includes Intronic)	exostosin 1 [Source:HGNC Symbol;Acc:3512]
ADXCRAD_BC017949_at	No	TMEM131	Sense (includes Intronic)	transmembrane protein 131 [Source:HGNC Symbol;Acc:30366]
ADXCRAD_BC018822_x_at	No	DHX34	Sense (includes Intronic)	DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:HGNC Symbol;Acc:16719]
ADXCRAD_BC020862_x_at	No	TMEM150B	Sense (includes Intronic)	transmembrane protein 150B [Source:HGNC Symbol;Acc:34415]
ADXCRAD_BC029928_at	No	ARHGEF10L	Sense (includes Intronic)	Rho guanine nucleotide exchange factor (GEF) 10-like [Source:HGNC Symbol;Acc:25540]
ADXCRAD_BC030635_at	No		No Genome match
ADXCRAD_BC031345_x_at	No	GNB1 /// N/A	Sense (includes Intronic) /// Sense (includes Intronic)	guanine nucleotide binding protein (G protein)_ beta polypeptide 1 [Source:HGNC Symbol;Acc:4396] /// KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BC032368_at	No	YEATS2	Sense (Fully Exonic)	YEATS domain containing 2 [Source:HGNC Symbol;Acc:25489]
ADXCRAD_BC033139_x_at	No	TRAF4	Sense (Fully Exonic)	TNF receptor-associated factor 4 [Source:HGNC Symbol;Acc:12034]
ADXCRAD_BC033960_at	No	APBB1IP	Sense (includes Intronic)	amyloid beta (A4) precursor protein-binding_ family B_ member 1 interacting protein [Source:HGNC Symbol;Acc:17379]
ADXCRAD_BC033960_x_at	No	N/A	Sense (includes Intronic)	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BC034596_x_at	No		No Transcript match
ADXCRAD_BC035773_x_at	No	SLC37A3	Sense (includes Intronic)	solute carrier family 37 (glycerol-3-phosphate transporter)_ member 3 [Source:HGNC Symbol;Acc:20651]
ADXCRAD_BC035958_x_at	No	NLK	Sense (includes Intronic)	nemo-like kinase [Source:HGNC Symbol;Acc:29858]
ADXCRAD_BC035983_at	No	ESYT2	Sense (includes Intronic)	extended synaptotagmin-like protein 2 [Source:HGNC Symbol;Acc:22211]
ADXCRAD_BC036316_x_at	No	CIAPIN1	Sense (includes Intronic)	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:28050]
ADXCRAD_BC037807_at	No	N/A	AntiSense	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRAD_BC037807_x_at	No	N/A	AntiSense	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRAD_BC037851_x_at	No	ZNF638	Sense (includes Intronic)	zinc finger protein 638 [Source:HGNC Symbol;Acc:17894]
ADXCRAD_BC037860_at	No	BSDC1	Sense (includes Intronic)	BSD domain containing 1 [Source:HGNC Symbol;Acc:25501]
ADXCRAD_BC037860_x_at	No	BSDC1	Sense (includes Intronic)	BSD domain containing 1 [Source:HGNC Symbol;Acc:25501]
ADXCRAD_BC040474_at	No	ARHGEF10	Sense (Fully Exonic)	Rho guanine nucleotide exchange factor (GEF) 10 [Source:HGNC Symbol;Acc:14103]
ADXCRAD_BC040474_x_at	No	ARHGEF10	Sense (Fully Exonic)	Rho guanine nucleotide exchange factor (GEF) 10 [Source:HGNC Symbol;Acc:14103]
ADXCRAD_BC040680_x_at	No	N/A	Sense (Fully Exonic)	KNOWN pseudogene (Clone_based_vega_gene)
ADXCRAD_BC041941_x_at	No	MSI2	AntiSense	musashi homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:18585]
ADXCRAD_BC042947_x_at	No	C17orf108	Sense (includes Intronic)	UPF0631 protein C17orf108  [Source:UniProtKB/Swiss-Prot;Acc:A8MSI8]
ADXCRAD_BC043161_at	No	FOXN3	Sense (includes Intronic)	forkhead box N3 [Source:HGNC Symbol;Acc:1928]
ADXCRAD_BC043161_x_at	No	FOXN3	Sense (includes Intronic)	forkhead box N3 [Source:HGNC Symbol;Acc:1928]
ADXCRAD_BC043187_x_at	No	JAK2	Sense (includes Intronic)	Janus kinase 2 [Source:HGNC Symbol;Acc:6192]
ADXCRAD_BC043202_x_at	No	PTK2	Sense (includes Intronic)	PTK2 protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:9611]
ADXCRAD_BE002628_at	No	MTDH	Sense (Fully Exonic)	metadherin [Source:HGNC Symbol;Acc:29608]
ADXCRAD_BE044089_at	No	AFF1	AntiSense	AF4/FMR2 family_ member 1 [Source:HGNC Symbol;Acc:7135]
ADXCRAD_BE090098_s_at	No		No Transcript match
ADXCRAD_BE156288_at	No	NPEPPS	AntiSense	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:7900]
ADXCRAD_BE156662_at	No	TNC	Sense (includes Intronic)	tenascin C [Source:HGNC Symbol;Acc:5318]
ADXCRAD_BE157991_at	No	CELF2	Sense (includes Intronic)	CUGBP_ Elav-like family member 2 [Source:HGNC Symbol;Acc:2550]
ADXCRAD_BE171045_s_at	No	N/A	Sense (includes Intronic)	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BE221919_at	No	NBPF1	Sense (Fully Exonic)	neuroblastoma breakpoint family_ member 1 [Source:HGNC Symbol;Acc:26088]
ADXCRAD_BE384529_s_at	No	RBMS1	Sense (Fully Exonic)	RNA binding motif_ single stranded interacting protein 1 [Source:HGNC Symbol;Acc:9907]
ADXCRAD_BE386909_s_at	No	HSPA6	Sense (Fully Exonic)	heat shock 70kDa protein 6 (HSP70B) [Source:HGNC Symbol;Acc:5239]
ADXCRAD_BE391439_s_at	No	HCFC1	Sense (Fully Exonic)	host cell factor C1 (VP16-accessory protein) [Source:HGNC Symbol;Acc:4839]
ADXCRAD_BE439669_x_at	No	N/A /// GUSBP1 /// N/A	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	KNOWN lincRNA (Clone_based_ensembl_gene) /// glucuronidase_ beta pseudogene 1 [Source:HGNC Symbol;Acc:13670] /// KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BE464105_x_at	No	ZNF224 /// ZNF230	AntiSense /// AntiSense	zinc finger protein 224 [Source:HGNC Symbol;Acc:13017] /// zinc finger protein 230 [Source:HGNC Symbol;Acc:13024]
ADXCRAD_BE513321_at	No	ST6GAL1	Sense (Fully Exonic)	ST6 beta-galactosamide alpha-2_6-sialyltranferase 1 [Source:HGNC Symbol;Acc:10860]
ADXCRAD_BE537881_at	No		No Genome match
ADXCRAD_BE646573_at	No	NFKBIZ	AntiSense	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor_ zeta [Source:HGNC Symbol;Acc:29805]
ADXCRAD_BE670492_s_at	No	RCN1 /// N/A	Sense (Fully Exonic) /// Sense (Fully Exonic)	reticulocalbin 1_ EF-hand calcium binding domain [Source:HGNC Symbol;Acc:9934] /// KNOWN pseudogene (Clone_based_vega_gene)
ADXCRAD_BE673798_s_at	No	DTWD1	Sense (Fully Exonic)	DTW domain containing 1 [Source:HGNC Symbol;Acc:30926]
ADXCRAD_BE675229_at	No	C5orf15	AntiSense	Keratinocyte-associated transmembrane protein 2 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q8NC54]
ADXCRAD_BE675229_x_at	No	C5orf15	AntiSense	Keratinocyte-associated transmembrane protein 2 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q8NC54]
ADXCRAD_BE744109_x_at	No	PEX10	Sense (Fully Exonic)	peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:8851]
ADXCRAD_BE745439_at	No	SULT1A4 /// SULT1A3	Sense (Fully Exonic) /// Sense (Fully Exonic)	sulfotransferase family_ cytosolic_ 1A_ phenol-preferring_ member 4 [Source:HGNC Symbol;Acc:30004] /// sulfotransferase family_ cytosolic_ 1A_ phenol-preferring_ member 3 [Source:HGNC Symbol;Acc:11455]
ADXCRAD_BE745439_x_at	No	SULT1A4 /// SULT1A3	Sense (Fully Exonic) /// Sense (Fully Exonic)	sulfotransferase family_ cytosolic_ 1A_ phenol-preferring_ member 4 [Source:HGNC Symbol;Acc:30004] /// sulfotransferase family_ cytosolic_ 1A_ phenol-preferring_ member 3 [Source:HGNC Symbol;Acc:11455]
ADXCRAD_BE780313_at	No		No Genome match
ADXCRAD_BE799799_s_at	No	RAB11FIP3	Sense (Fully Exonic)	RAB11 family interacting protein 3 (class II) [Source:HGNC Symbol;Acc:17224]
ADXCRAD_BE873351_at	No		No Genome match
ADXCRAD_BE877955_at	No		No Transcript match
ADXCRAD_BE889970_x_at	No	N/A	AntiSense	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BE907056_x_at	No	TMEM54	Sense (Fully Exonic)	transmembrane protein 54 [Source:HGNC Symbol;Acc:24143]
ADXCRAD_BE907748_at	No		No Genome match
ADXCRAD_BF001773_at	No	ZNF708	AntiSense	zinc finger protein 708 [Source:HGNC Symbol;Acc:12945]
ADXCRAD_BF035052_at	No	SLC30A9	Sense (Fully Exonic)	solute carrier family 30 (zinc transporter)_ member 9 [Source:HGNC Symbol;Acc:1329]
ADXCRAD_BF056141_at	No	TMED10	AntiSense	transmembrane emp24-like trafficking protein 10 (yeast) [Source:HGNC Symbol;Acc:16998]
ADXCRAD_BF061275_at	No		No Transcript match
ADXCRAD_BF093778_s_at	No	GNB1 /// N/A	Sense (includes Intronic) /// Sense (includes Intronic)	guanine nucleotide binding protein (G protein)_ beta polypeptide 1 [Source:HGNC Symbol;Acc:4396] /// KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BF110518_at	No	RALGAPA2	AntiSense	Ral GTPase activating protein_ alpha subunit 2 (catalytic) [Source:HGNC Symbol;Acc:16207]
ADXCRAD_BF174573_s_at	No	IGKV2D-28 /// IGKV2-28	Sense (Fully Exonic) /// Sense (Fully Exonic)	immunoglobulin kappa variable 2D-28 [Source:HGNC Symbol;Acc:5799] /// immunoglobulin kappa variable 2-28 [Source:HGNC Symbol;Acc:5783]
ADXCRAD_BF340380_at	No		No Genome match
ADXCRAD_BF369014_at	No	MICAL2	Sense (includes Intronic)	microtubule associated monoxygenase_ calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]
ADXCRAD_BF369014_s_at	No	MICAL2	Sense (includes Intronic)	microtubule associated monoxygenase_ calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]
ADXCRAD_BF433429_at	No	TCF4	AntiSense	transcription factor 4 [Source:HGNC Symbol;Acc:11634]
ADXCRAD_BF438300_at	No	FDFT1	AntiSense	farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:3629]
ADXCRAD_BF476152_at	No	DCAF6	AntiSense	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:30002]
ADXCRAD_BF476152_s_at	No	DCAF6	AntiSense	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:30002]
ADXCRAD_BF509725_at	No	RPS6KA3	AntiSense	ribosomal protein S6 kinase_ 90kDa_ polypeptide 3 [Source:HGNC Symbol;Acc:10432]
ADXCRAD_BF511253_at	No	RNPC3	Sense (Fully Exonic)	RNA-binding region (RNP1_ RRM) containing 3 [Source:HGNC Symbol;Acc:18666]
ADXCRAD_BF512616_at	No	CNDP2	AntiSense	CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:HGNC Symbol;Acc:24437]
ADXCRAD_BF512846_at	No	ACSL3	AntiSense	acyl-CoA synthetase long-chain family member 3 [Source:HGNC Symbol;Acc:3570]
ADXCRAD_BF513240_at	No	USP12	AntiSense	ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:20485]
ADXCRAD_BF514007_x_at	No		No Transcript match
ADXCRAD_BF515755_at	No	CAPRIN1	AntiSense	cell cycle associated protein 1 [Source:HGNC Symbol;Acc:6743]
ADXCRAD_BF516252_at	No	ANKRD13A	AntiSense	ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:21268]
ADXCRAD_BF574375_x_at	No	PITPNB	Sense (includes Intronic)	phosphatidylinositol transfer protein_ beta [Source:HGNC Symbol;Acc:9002]
ADXCRAD_BF591199_at	No	FAM120A	AntiSense	family with sequence similarity 120A [Source:HGNC Symbol;Acc:13247]
ADXCRAD_BF674842_at	No		No Genome match
ADXCRAD_BF725425_at	No	RASSF5	Sense (Fully Exonic)	Ras association (RalGDS/AF-6) domain family member 5 [Source:HGNC Symbol;Acc:17609]
ADXCRAD_BF739298_s_at	No	ZNF397	Sense (includes Intronic)	zinc finger protein 397 [Source:HGNC Symbol;Acc:18818]
ADXCRAD_BF740455_at	No	DCBLD1	Sense (Fully Exonic)	discoidin_ CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:21479]
ADXCRAD_BF791874_at	No		No Genome match
ADXCRAD_BF792625_at	No		No Genome match
ADXCRAD_BF794032_at	No		No Genome match
ADXCRAD_BF832584_at	No		No Genome match
ADXCRAD_BF850916_s_at	No	BMS1P1 /// N/A	Sense (Fully Exonic) /// Sense (Fully Exonic)	BMS1 pseudogene 1 [Source:HGNC Symbol;Acc:23649] /// BMS1 pseudogene 5 (BMS1P5)_ non-coding RNA [Source:RefSeq DNA;Acc:NR_003611]
ADXCRAD_BF853810_at	No	RNF213	Sense (includes Intronic)	ring finger protein 213 [Source:HGNC Symbol;Acc:14539]
ADXCRAD_BF857825_s_at	No	N/A /// TMLHE /// N/A	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	NOVEL processed_transcript (Clone_based_vega_gene) /// trimethyllysine hydroxylase_ epsilon [Source:HGNC Symbol;Acc:18308] /// KNOWN pseudogene (Clone_based_vega_gene)
ADXCRAD_BF880725_x_at	No	N/A	Sense (includes Intronic)	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BF895666_s_at	No	MED13L	Sense (Fully Exonic)	mediator complex subunit 13-like [Source:HGNC Symbol;Acc:22962]
ADXCRAD_BF940192_at	No	KIAA0776	AntiSense	KIAA0776 [Source:HGNC Symbol;Acc:23039]
ADXCRAD_BF942281_at	No	TXNDC6	Sense (Fully Exonic)	thioredoxin domain containing 6 [Source:HGNC Symbol;Acc:21343]
ADXCRAD_BF954306_s_at	No	SRPK2	Sense (includes Intronic)	SFRS protein kinase 2 [Source:HGNC Symbol;Acc:11306]
ADXCRAD_BF963126_at	No	ETNK1	Sense (includes Intronic)	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:24649]
ADXCRAD_BF976290_at	No	C2orf68	Sense (Fully Exonic)	UPF0561 protein C2orf68  [Source:UniProtKB/Swiss-Prot;Acc:Q2NKX9]
ADXCRAD_BF980647_x_at	No	CCHCR1 /// CCHCR1 /// CCHCR1 /// CCHCR1	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	coiled-coil alpha-helical rod protein 1 (CCHCR1)_ transcript variant 2_ mRNA [Source:RefSeq DNA;Acc:NM_001105563] /// coiled-coil alpha-helical rod protein 1 (CCHCR1)_ transcript variant 2_ mRNA [Source:RefSeq DNA;Acc:NM_001105563] /// coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:13930] /// Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein)(Putative gene 8 protein)(Pg8) [Source:UniProtKB/Swiss-Prot;Acc:Q8TD31]
ADXCRAD_BF990889_at	No	ACTN4	Sense (includes Intronic)	actinin_ alpha 4 [Source:HGNC Symbol;Acc:166]
ADXCRAD_BF995790_s_at	No	N/A	Sense (Fully Exonic)	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BG028209_at	No	C9orf100	Sense (Fully Exonic)	Vav-like protein C9orf100  [Source:UniProtKB/Swiss-Prot;Acc:Q8N4T4]
ADXCRAD_BG028592_at	No		No Genome match
ADXCRAD_BG032616_at	No		No Genome match
ADXCRAD_BG032616_x_at	No	CNTLN	Sense (Fully Exonic)	centlein_ centrosomal protein [Source:HGNC Symbol;Acc:23432]
ADXCRAD_BG034195_at	No		No Genome match
ADXCRAD_BG108044_x_at	No		No Genome match
ADXCRAD_BG112070_at	No		No Genome match
ADXCRAD_BG116874_x_at	No	PRR7	Sense (Fully Exonic)	proline rich 7 (synaptic) [Source:HGNC Symbol;Acc:28130]
ADXCRAD_BG164682_s_at	No	SPNS2	Sense (Fully Exonic)	spinster homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:26992]
ADXCRAD_BG168290_at	No	GMPPB	Sense (Fully Exonic)	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:22932]
ADXCRAD_BG170478_at	No		No Genome match
ADXCRAD_BG178367_s_at	No	EIF3J	Sense (Fully Exonic)	eukaryotic translation initiation factor 3_ subunit J [Source:HGNC Symbol;Acc:3270]
ADXCRAD_BG179551_at	No	IL17RC /// CRELD1	Sense (Fully Exonic) /// Sense (Fully Exonic)	interleukin 17 receptor C [Source:HGNC Symbol;Acc:18358] /// cysteine-rich with EGF-like domains 1 [Source:HGNC Symbol;Acc:14630]
ADXCRAD_BG201542_at	No	BRE /// MRPL33	Sense (Fully Exonic) /// Sense (Fully Exonic)	brain and reproductive organ-expressed (TNFRSF1A modulator) [Source:HGNC Symbol;Acc:1106] /// mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:14487]
ADXCRAD_BG216659_x_at	No	C16orf46	Sense (Fully Exonic)	Uncharacterized protein C16orf46  [Source:UniProtKB/Swiss-Prot;Acc:Q6P387]
ADXCRAD_BG222258_at	No	FYN	AntiSense	FYN oncogene related to SRC_ FGR_ YES [Source:HGNC Symbol;Acc:4037]
ADXCRAD_BG230612_at	No	WIPF2	AntiSense	WAS/WASL interacting protein family_ member 2 [Source:HGNC Symbol;Acc:30923]
ADXCRAD_BG249092_at	No		No Transcript match
ADXCRAD_BG249614_at	No		No Genome match
ADXCRAD_BG250585_x_at	No		No Genome match
ADXCRAD_BG250743_s_at	No	PABPC1L	Sense (Fully Exonic)	poly(A) binding protein_ cytoplasmic 1-like [Source:HGNC Symbol;Acc:15797]
ADXCRAD_BG258027_at	No		No Genome match
ADXCRAD_BG260886_x_at	No	GBP4	Sense (Fully Exonic)	guanylate binding protein 4 [Source:HGNC Symbol;Acc:20480]
ADXCRAD_BG272710_x_at	No	TNKS	Sense (includes Intronic)	tankyrase_ TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:HGNC Symbol;Acc:11941]
ADXCRAD_BG282522_at	No		No Genome match
ADXCRAD_BG286648_at	No	CD302	Sense (Fully Exonic)	CD302 molecule [Source:HGNC Symbol;Acc:30843]
ADXCRAD_BG286829_at	No		No Genome match
ADXCRAD_BG286829_x_at	No	MCART1	Sense (Fully Exonic)	mitochondrial carrier triple repeat 1 [Source:HGNC Symbol;Acc:23323]
ADXCRAD_BG288335_x_at	No	WASH6P /// N/A /// WASH7P /// N/A	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	WAS protein family homolog 6 pseudogene [Source:HGNC Symbol;Acc:31685] /// Putative uncharacterized protein ENSP00000383542  [Source:UniProtKB/TrEMBL;Acc:A8MZE2] /// WAS protein family homolog 7 pseudogene [Source:HGNC Symbol;Acc:38034] /// WAS protein family homolog 1 (WASH1)_ mRNA [Source:RefSeq DNA;Acc:NM_182905]
ADXCRAD_BG291984_at	No		No Genome match
ADXCRAD_BG339618_at	No	N/A	Sense (includes Intronic)	Signal peptide peptidase-like 3 (SPP-like 3)(EC 3.4.23.-)(Intramembrane protease 2)(IMP-2)(Presenilin-like protein 4) [Source:UniProtKB/Swiss-Prot;Acc:Q8TCT6]
ADXCRAD_BG400570_x_at	No	KPNA3	Sense (includes Intronic)	karyopherin alpha 3 (importin alpha 4) [Source:HGNC Symbol;Acc:6396]
ADXCRAD_BG403162_s_at	No	IRS1	Sense (includes Intronic)	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:6125]
ADXCRAD_BG434168_at	No		No Genome match
ADXCRAD_BG434374_at	No		No Genome match
ADXCRAD_BG470190_s_at	No	CDX2	Sense (Fully Exonic)	caudal type homeobox 2 [Source:HGNC Symbol;Acc:1806]
ADXCRAD_BG475685_at	No	TULP3	Sense (Fully Exonic)	tubby like protein 3 [Source:HGNC Symbol;Acc:12425]
ADXCRAD_BG503479_at	No		No Genome match
ADXCRAD_BG536224_s_at	No		No Genome match
ADXCRAD_BG567552_x_at	No		No Transcript match
ADXCRAD_BG573521_s_at	No	TOX4	Sense (Fully Exonic)	TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:20161]
ADXCRAD_BG576795_at	No	PIK3CB	Sense (Fully Exonic)	phosphoinositide-3-kinase_ catalytic_ beta polypeptide [Source:HGNC Symbol;Acc:8976]
ADXCRAD_BG576795_x_at	No	PIK3CB	Sense (Fully Exonic)	phosphoinositide-3-kinase_ catalytic_ beta polypeptide [Source:HGNC Symbol;Acc:8976]
ADXCRAD_BG621044_at	No	N/A	AntiSense	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRAD_BG679910_x_at	No	THOC2	Sense (Fully Exonic)	THO complex 2 [Source:HGNC Symbol;Acc:19073]
ADXCRAD_BG684221_at	No		No Genome match
ADXCRAD_BG697040_at	No	SOX9	Sense (Fully Exonic)	SRY (sex determining region Y)-box 9 [Source:HGNC Symbol;Acc:11204]
ADXCRAD_BG701471_s_at	No	MBNL2	Sense (Fully Exonic)	muscleblind-like 2 (Drosophila) [Source:HGNC Symbol;Acc:16746]
ADXCRAD_BG740908_s_at	No	RCHY1	Sense (Fully Exonic)	ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:17479]
ADXCRAD_BG742738_s_at	No	ZNF248	Sense (Fully Exonic)	zinc finger protein 248 [Source:HGNC Symbol;Acc:13041]
ADXCRAD_BG756818_at	No		No Genome match
ADXCRAD_BG756818_x_at	No		No Genome match
ADXCRAD_BG758412_s_at	No	TCF3	Sense (Fully Exonic)	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47) [Source:HGNC Symbol;Acc:11633]
ADXCRAD_BG779613_at	No		No Genome match
ADXCRAD_BG819763_at	No		No Genome match
ADXCRAD_BG819887_x_at	No	CPEB1	Sense (includes Intronic)	cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol;Acc:21744]
ADXCRAD_BG824242_at	No	CAMTA2	Sense (Fully Exonic)	calmodulin binding transcription activator 2 [Source:HGNC Symbol;Acc:18807]
ADXCRAD_BG832028_at	No	NCKIPSD	Sense (Fully Exonic)	NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:15486]
ADXCRAD_BG912778_at	No		No Genome match
ADXCRAD_BG926554_at	No	N/A	Sense (Fully Exonic)	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRAD_BG928538_x_at	No	N/A	Sense (Fully Exonic)	PUTATIVE processed_transcript (Clone_based_vega_gene)
ADXCRAD_BG944441_s_at	No	KIAA1731	Sense (Fully Exonic)	KIAA1731 [Source:HGNC Symbol;Acc:29366]
ADXCRAD_BI054047_at	No	ZNF440	AntiSense	zinc finger protein 440 [Source:HGNC Symbol;Acc:20874]
ADXCRAD_BI087313_s_at	No	SETD5	Sense (Fully Exonic)	SET domain containing 5 [Source:HGNC Symbol;Acc:25566]
ADXCRAD_BI197701_at	No	C10orf125	Sense (Fully Exonic)	Protein fucU homolog  [Source:UniProtKB/Swiss-Prot;Acc:A2VDF0]
ADXCRAD_BI224408_s_at	No	UNG	Sense (Fully Exonic)	uracil-DNA glycosylase [Source:HGNC Symbol;Acc:12572]
ADXCRAD_BI257990_at	No	C19orf6	Sense (Fully Exonic)	Membralin  [Source:UniProtKB/Swiss-Prot;Acc:Q4ZIN3]
ADXCRAD_BI259127_at	No	ZXDC	Sense (Fully Exonic)	ZXD family zinc finger C [Source:HGNC Symbol;Acc:28160]
ADXCRAD_BI458382_x_at	No	WWOX /// MCF2L2 /// N/A /// ATL2	Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic)	WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:12799] /// MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:30319] /// KNOWN pseudogene (Clone_based_vega_gene) /// atlastin GTPase 2 [Source:HGNC Symbol;Acc:24047]
ADXCRAD_BI520463_s_at	No	SPATA20	Sense (Fully Exonic)	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:26125]
ADXCRAD_BI554248_at	No		No Genome match
ADXCRAD_BI600307_at	No	SIK3	Sense (includes Intronic)	SIK family kinase 3 [Source:HGNC Symbol;Acc:29165]
ADXCRAD_BI667948_at	No	N/A /// N/A /// TMC7 /// N/A /// NPIPL3	Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic)	Putative NPIP-like protein ENSP00000342480  [Source:UniProtKB/Swiss-Prot;Acc:A6NJU9] /// KNOWN protein_coding (Clone_based_ensembl_gene) /// transmembrane channel-like 7 [Source:HGNC Symbol;Acc:23000] /// similar to Uncharacterized protein KIAA0220 (LOC100132247)_ mRNA [Source:RefSeq DNA;Acc:NM_001135865] /// nuclear pore complex interacting protein-like 3 [Source:HGNC Symbol;Acc:28989]
ADXCRAD_BI761210_s_at	No	RAB14	Sense (Fully Exonic)	RAB14_ member RAS oncogene family [Source:HGNC Symbol;Acc:16524]
ADXCRAD_BI761713_at	No	CCNI	AntiSense	cyclin I [Source:HGNC Symbol;Acc:1595]
ADXCRAD_BI764791_s_at	No	SFRS2IP	Sense (includes Intronic)	splicing factor_ arginine/serine-rich 2_ interacting protein [Source:HGNC Symbol;Acc:10784]
ADXCRAD_BI771760_x_at	No	MERTK	Sense (Fully Exonic)	c-mer proto-oncogene tyrosine kinase [Source:HGNC Symbol;Acc:7027]
ADXCRAD_BI819266_at	No		No Genome match
ADXCRAD_BI819339_x_at	No	C20orf46	Sense (Fully Exonic)	Transmembrane protein C20orf46  [Source:UniProtKB/Swiss-Prot;Acc:Q9NUR3]
ADXCRAD_BI819458_s_at	No	ZNF276	Sense (Fully Exonic)	zinc finger protein 276 [Source:HGNC Symbol;Acc:23330]
ADXCRAD_BI822866_at	No		No Genome match
ADXCRAD_BI824316_s_at	No	DTNA	Sense (Fully Exonic)	dystrobrevin_ alpha [Source:HGNC Symbol;Acc:3057]
ADXCRAD_BI833564_at	No		No Genome match
ADXCRAD_BI833838_at	No	DHDDS	Sense (Fully Exonic)	dehydrodolichyl diphosphate synthase [Source:HGNC Symbol;Acc:20603]
ADXCRAD_BI835223_s_at	No	MLXIPL	Sense (Fully Exonic)	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]
