ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
206653_at	POLR3G	polymerase (RNA) III (DNA directed) polypeptide G (32kD)	-1.699992651	-21.01351117	0.00000544	0.00164247	5.102041928	---	transcription /// regulation of transcription from RNA polymerase III promoter	DNA-directed RNA polymerase activity /// DNA-directed RNA polymerase activity	nucleus /// DNA-directed RNA polymerase III complex
206724_at	CBX4	chromobox homolog 4 (Pc class homolog, Drosophila)	-1.697760204	-7.00704737	0.000990568	0.016455531	-0.496261712	---	chromatin assembly or disassembly /// transcription /// regulation of transcription, DNA-dependent /// anti-apoptosis /// chromatin modification	chromatin binding /// transcription corepressor activity	chromatin /// nucleus /// nucleus /// nucleus
220937_s_at	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	-1.69625081	-6.054587938	0.001901575	0.023045209	-1.246324188	---	protein amino acid glycosylation /// glycolipid metabolic process	sialyltransferase activity /// sialyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups /// (alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity	Golgi membrane /// soluble fraction /// Golgi apparatus /// membrane /// integral to membrane /// integral to Golgi membrane
213400_s_at	TBL1X	transducin (beta)-like 1X-linked	-1.693667468	-8.502006034	0.000408575	0.010868907	0.516168036	---	transcription /// regulation of transcription, DNA-dependent /// signal transduction /// visual perception /// sensory perception of sound /// sensory perception of sound	---	nucleus
227963_at	---	---	-1.692230944	-11.95629867	0.0000822	0.005264346	2.310946004	---	---	---	---
209409_at	GRB10	growth factor receptor-bound protein 10	-1.685188827	-23.98255122	0.00000286	0.001319957	5.686324998	---	signal transduction /// cell-cell signaling /// insulin receptor signaling pathway	receptor activity /// SH3/SH2 adaptor activity /// protein binding /// protein binding	cytoplasm /// plasma membrane
204447_at	ProSAPiP1	ProSAPiP1 protein	-1.680326959	-9.637190895	0.000227758	0.008432842	1.177478976	---	---	structural molecule activity	cytoplasm /// membrane
206867_at	GCKR	glucokinase (hexokinase 4) regulator	-1.680194605	-19.60623139	0.00000761	0.001924344	4.782095729	---	protein import into nucleus, translocation /// cellular glucose homeostasis	enzyme inhibitor activity /// protein binding /// kinase activity	nucleus /// nucleoplasm /// cytosol
227558_at	CBX4	chromobox homolog 4 (Pc class homolog, Drosophila)	-1.677607613	-24.05635769	0.00000282	0.001319957	5.699473372	---	chromatin assembly or disassembly /// transcription /// regulation of transcription, DNA-dependent /// anti-apoptosis /// chromatin modification	chromatin binding /// transcription corepressor activity	chromatin /// nucleus /// nucleus /// nucleus
228391_at	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	-1.670722132	-5.791024091	0.002311301	0.025574479	-1.471051565	---	visual perception /// response to stimulus /// oxidation reduction	monooxygenase activity /// iron ion binding /// electron carrier activity /// oxidoreductase activity /// heme binding /// metal ion binding	endoplasmic reticulum /// endoplasmic reticulum membrane /// membrane /// integral to membrane
227134_at	SYTL1	synaptotagmin-like 1	-1.663306536	-11.51611906	0.0000982	0.005759223	2.114881244	---	transport /// intracellular protein transport /// vesicle-mediated transport	transporter activity /// protein binding /// protein binding /// zinc ion binding /// hydrogen ion transmembrane transporter activity /// Rab GTPase binding /// neurexin binding	soluble fraction /// plasma membrane /// synaptic vesicle /// membrane /// proton-transporting two-sector ATPase complex /// extrinsic to plasma membrane /// melanosome
1556078_at	---	---	-1.662037117	-3.243313197	0.023538617	0.107811364	-4.123511395	---	---	---	---
205009_at	TFF1	trefoil factor 1	-1.661876892	-8.085284796	0.000515377	0.012088716	0.251677607	---	carbohydrate metabolic process /// digestion	growth factor activity	extracellular region
229150_at	---	---	-1.658888611	-7.831159431	0.000596903	0.012951272	0.084008548	---	---	---	---
209443_at	SERPINA5	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	-1.657020509	-11.87507902	0.0000849	0.005337212	2.275368645	---	spermatogenesis /// spermatogenesis /// fusion of sperm to egg plasma membrane /// negative regulation of proteolysis	endopeptidase inhibitor activity /// serine-type endopeptidase inhibitor activity /// serine-type endopeptidase inhibitor activity /// protein binding /// glycosaminoglycan binding /// heparin binding /// acrosin binding	extracellular region /// extracellular region /// extracellular region /// membrane /// protein complex
204257_at	FADS3	fatty acid desaturase 3	-1.651411602	-10.87294598	0.00012899	0.006438482	1.813345485	---	lipid metabolic process /// fatty acid biosynthetic process /// unsaturated fatty acid biosynthetic process /// unsaturated fatty acid biosynthetic process /// unsaturated fatty acid biosynthetic process /// transport /// cell-cell signaling /// lipid bio	C-5 sterol desaturase activity /// iron ion binding /// protein binding /// oxidoreductase activity /// oxidoreductase activity /// oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecula	membrane fraction /// endoplasmic reticulum /// endoplasmic reticulum membrane /// microsome /// membrane /// integral to membrane /// integral to membrane /// integral to membrane
202949_s_at	FHL2	four and a half LIM domains 2	-1.649727545	-15.06890774	0.0000271	0.003308312	3.49977655	---	transcription /// regulation of transcription, DNA-dependent /// androgen receptor signaling pathway /// positive regulation of transcription, DNA-dependent	transcription coactivator activity /// protein binding /// zinc ion binding /// identical protein binding /// metal ion binding /// androgen receptor binding	nucleus /// nucleus /// cytoplasm
212923_s_at	C6orf145	chromosome 6 open reading frame 145	-1.649487193	-13.22659866	0.0000507	0.00446684	2.83478494	---	cell communication	protein binding /// phosphoinositide binding	---
230492_s_at	RP5-1022P6.2	hypothetical protein KIAA1434	-1.639380003	-5.600703122	0.002672726	0.028001247	-1.638395357	---	carbohydrate metabolic process /// glycerol metabolic process	catalytic activity /// glycerophosphodiester phosphodiesterase activity /// hydrolase activity /// carbohydrate binding	---
221782_at	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	-1.63829267	-9.085021237	0.00030015	0.00948945	0.865994273	---	protein folding /// cell redox homeostasis	heat shock protein binding /// unfolded protein binding	extracellular region /// endoplasmic reticulum /// endoplasmic reticulum lumen
227027_at	---	---	-1.635049829	-8.541661345	0.000399857	0.010764056	0.540688988	---	---	---	---
211250_s_at	SH3BP2	SH3-domain binding protein 2	-1.630608325	-3.170772761	0.0254954	0.113395252	-4.213045148	---	signal transduction	SH3/SH2 adaptor activity /// protein binding	---
202275_at	G6PD	glucose-6-phosphate dehydrogenase	-1.628987442	-6.798083367	0.00113543	0.017444238	-0.653033834	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Pentose_Phosphate_Pathway>Pentose_Phosphate_Pathway</a>	carbohydrate metabolic process /// glucose metabolic process /// glucose 6-phosphate utilization /// pentose-phosphate shunt /// metabolic process /// oxidation reduction	catalytic activity /// glucose-6-phosphate dehydrogenase activity /// glucose-6-phosphate dehydrogenase activity /// glucose-6-phosphate dehydrogenase activity /// glucose-6-phosphate dehydrogenase activity /// binding /// oxidoreductase activity	cytoplasm /// cytosol
226948_at	RHBDD1	rhomboid domain containing 1	-1.626988167	-4.310546439	0.007994035	0.055034042	-2.897589678	---	---	serine-type endopeptidase activity /// peptidase activity /// hydrolase activity	membrane /// integral to membrane
233085_s_at	OBFC2A	oligonucleotide/oligosaccharide-binding fold containing 2A	-1.62189522	-22.82920247	0.00000363	0.001496637	5.472634678	---	---	nucleic acid binding	nucleus
227117_at	---	---	-1.621444749	-19.85963614	0.00000715	0.001849595	4.842012259	---	---	---	---
213419_at	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2	-1.618804821	-7.614053288	0.000678956	0.013812234	-0.06327935	---	cell cycle arrest /// intracellular signaling cascade /// negative regulation of cell growth /// regulation of transcription /// negative regulation of S phase of mitotic cell cycle	beta-amyloid binding /// protein binding /// protein binding /// protein binding /// transcription factor binding	nucleus /// membrane /// lamellipodium /// growth cone /// synapse
204203_at	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	-1.616500411	-10.19531963	0.000174798	0.00745448	1.474522466	---	liver development /// liver development /// transcription /// regulation of transcription, DNA-dependent /// regulation of transcription from RNA polymerase II promoter /// immune response /// immune response /// B cell differentiation /// B cell differen	DNA binding /// DNA binding /// transcription factor activity /// protein binding /// transcription factor binding /// sequence-specific DNA binding /// sequence-specific DNA binding /// protein heterodimerization activity /// protein heterodimerization a	nucleus /// nucleus
202923_s_at	GCLC	glutamate-cysteine ligase, catalytic subunit	-1.615045047	-11.47263222	0.0001	0.005823363	2.095070333	---	cysteine metabolic process /// glutamate metabolic process /// glutathione biosynthetic process /// glutathione biosynthetic process /// glutathione biosynthetic process /// anti-apoptosis /// response to oxidative stress /// response to heat /// response	magnesium ion binding /// glutamate-cysteine ligase activity /// glutamate-cysteine ligase activity /// glutamate-cysteine ligase activity /// glutamate binding /// ligase activity /// ADP binding /// protein heterodimerization activity /// coenzyme bindi	cytosol /// glutamate-cysteine ligase complex
221781_s_at	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	-1.614356523	-9.378840334	0.000258676	0.008868945	1.034022463	---	DNA replication /// DNA modification /// protein folding /// cell redox homeostasis	magnesium ion binding /// DNA binding /// catalytic activity /// DNA-directed DNA polymerase activity /// DNA nucleotidylexotransferase activity /// DNA nucleotidylexotransferase activity /// transferase activity /// nucleotidyltransferase activity /// he	extracellular region /// intracellular /// nucleus /// endoplasmic reticulum /// endoplasmic reticulum lumen
229090_at	LOC220930	hypothetical protein LOC220930	-1.613809512	-6.659569421	0.001245373	0.018154063	-0.759268625	---	---	---	---
1557285_at	AREGB	Amphiregulin B	-1.60794079	-10.74912176	0.000136173	0.006659715	1.753114971	---	---	---	---
228181_at	SLC30A1	solute carrier family 30 (zinc transporter), member 1	-1.607932471	-4.648899995	0.005877277	0.045178652	-2.544930636	---	in utero embryonic development /// transport /// ion transport /// cation transport /// zinc ion transport /// cellular zinc ion homeostasis	zinc ion transmembrane transporter activity /// zinc ion binding /// cation transmembrane transporter activity	plasma membrane /// membrane /// integral to membrane
231478_at	PDE4C	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)	-1.603642512	-8.48620602	0.000412111	0.01090341	0.506367447	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G_Protein_Signaling>G_Protein_Signaling</a>	signal transduction	catalytic activity /// cyclic-nucleotide phosphodiesterase activity /// 3,5-cyclic-nucleotide phosphodiesterase activity /// 3,5-cyclic-nucleotide phosphodiesterase activity /// 3,5-cyclic-AMP phosphodiesterase activity /// hydrolase activity	---
201471_s_at	SQSTM1	sequestosome 1	-1.601978408	-25.1447914	0.00000227	0.001283033	5.886475946	---	ubiquitin-dependent protein catabolic process /// apoptosis /// response to stress /// immune response /// intracellular signaling cascade /// protein localization /// endosome transport /// cell differentiation /// regulation of I-kappaB kinase/NF-kappaB	protein binding /// protein binding /// zinc ion binding /// protein kinase binding /// protein kinase binding /// receptor tyrosine kinase binding /// SH2 domain binding /// SH2 domain binding /// ubiquitin binding /// ubiquitin binding /// metal ion bin	nucleus /// cytoplasm /// endosome /// late endosome /// cytosol /// cytosol
