Accession No.	Gene Symbol	Exon.ID	P.Value	adj.P.Val	Transcript.ID	gene_assignment
NM_000602	SERPINE1	3016149	0.000348169	0.307159455	3016148	NM_000602 // SERPINE1 // serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 // 7q21.3-q22 // 5054 /// ENST00000223095 // SERPINE1 // serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 // 7q21.3-q22 // 5054 /// BC010860 // SERPINE1 // serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 // 7q21.3-q22 // 5054
NM_001039661	TIRAP	3355109	0.00034878	0.307159455	3355091	NM_001039661 // TIRAP // toll-interleukin 1 receptor (TIR) domain containing adaptor protein // 11q24.2 // 114609 /// NM_148910 // TIRAP // toll-interleukin 1 receptor (TIR) domain containing adaptor protein // 11q24.2 // 114609 /// ENST00000392680 // TIRAP // toll-interleukin 1 receptor (TIR) domain containing adaptor protein // 11q24.2 // 114609 /// ENST00000392679 // TIRAP // toll-interleukin 1 receptor (TIR) domain containing adaptor protein // 11q24.2 // 114609 /// ENST00000392678 // TIRAP // toll-interleukin 1 receptor (TIR) domain containing adaptor protein // 11q24.2 // 114609 /// BC032474 // TIRAP // toll-interleukin 1 receptor (TIR) domain containing adaptor protein // 11q24.2 // 114609 /// ENST00000279992 // TIRAP // toll-interleukin 1 receptor (TIR) domain containing adaptor protein // 11q24.2 // 114609
BC021724	C16orf65	3684715	0.000352373	0.309264444	3684703	BC021724 // C16orf65 // chromosome 16 open reading frame 65 // 16p12.1 // 255762 /// BC039562 // C16orf65 // chromosome 16 open reading frame 65 // 16p12.1 // 255762 /// ENST00000286143 // C16orf65 // chromosome 16 open reading frame 65 // 16p12.1 // 255762
NM_001098486	SLC17A3	2946138	0.000356478	0.311292087	2946106	NM_001098486 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786 /// NM_006632 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786 /// ENST00000360657 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786 /// ENST00000397060 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786 /// ENST00000308453 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786 /// U90545 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786 /// ENST00000362070 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786 /// ENST00000361703 // SLC17A3 // solute carrier family 17 (sodium phosphate), member 3 // 6p21.3 // 10786
NM_006157	NELL1	3323691	0.000358054	0.311292087	3323556	NM_006157 // NELL1 // NEL-like 1 (chicken) // 11p15.2-p15.1 // 4745 /// ENST00000298925 // NELL1 // NEL-like 1 (chicken) // 11p15.2-p15.1 // 4745 /// ENST00000357134 // NELL1 // NEL-like 1 (chicken) // 11p15.2-p15.1 // 4745 /// ENST00000325319 // NELL1 // NEL-like 1 (chicken) // 11p15.2-p15.1 // 4745 /// AK127805 // NELL1 // NEL-like 1 (chicken) // 11p15.2-p15.1 // 4745
NM_003841	TNFRSF10C	3089824	0.00036004	0.311292087	3089816	NM_003841 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794 /// ENST00000356864 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794 /// ENST00000312659 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794 /// AF016267 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794
NM_182562	FLJ39743	3641165	0.000360407	0.311292087	3641112	NM_182562 // FLJ39743 // hypothetical protein FLJ39743 // 15q26.3 // 283777 /// ENST00000332908 // FLJ39743 // hypothetical protein FLJ39743 // 15q26.3 // 283777 /// AK097062 // FLJ39743 // hypothetical protein FLJ39743 // 15q26.3 // 283777
NM_004336	BUB1	2570633	0.000360736	0.311292087	2570616	NM_004336 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699 /// ENST00000302759 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699 /// AF053305 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699
NM_004148	NINJ1	3215148	0.000368258	0.316720408	3215146	NM_004148 // NINJ1 // ninjurin 1 // 9q22 // 4814 /// ENST00000375446 // NINJ1 // ninjurin 1 // 9q22 // 4814 /// BC048212 // NINJ1 // ninjurin 1 // 9q22 // 4814
NM_002606	PDE9A	3922842	0.000371737	0.318646582	3922793	NM_002606 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001582 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001583 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001567 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001570 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001581 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001585 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001571 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001574 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001584 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001578 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001579 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001568 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001573 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001577 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001569 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001572 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001575 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001576 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// NM_001001580 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000291539 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000328862 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000335512 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000380328 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398225 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398217 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398232 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398234 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398236 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000335440 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000349112 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398224 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398229 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398227 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// AF048837 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398266 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// ENST00000398265 // PDE9A // phosphodiesterase 9A // 21q22.3 // 5152 /// AK074662 // LOC100132338 // hypothetical protein LOC100132338 // 21q22.3 // 100132338
NM_198173	GRHL3	2325383	0.000378219	0.322433367	2325358	NM_198173 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// NM_021180 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// NM_198174 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// ENST00000356046 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// ENST00000342072 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// ENST00000236255 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// ENST00000361548 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// BC036890 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// ENST00000350501 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822 /// ENST00000374413 // GRHL3 // grainyhead-like 3 (Drosophila) // 1p36.11 // 57822
NM_032818	C9orf100	3204716	0.000378662	0.322433367	3204692	NM_032818 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378387 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000343259 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378395 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378382 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// AY390225 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904
NM_021942	C4orf41	2753998	0.000383566	0.325531212	2753994	NM_021942 // C4orf41 // chromosome 4 open reading frame 41 // 4q35.1 // 60684 /// NM_199053 // C4orf41 // chromosome 4 open reading frame 41 // 4q35.1 // 60684 /// ENST00000334690 // C4orf41 // chromosome 4 open reading frame 41 // 4q35.1 // 60684 /// ENST00000357207 // C4orf41 // chromosome 4 open reading frame 41 // 4q35.1 // 60684 /// ENST00000360109 // C4orf41 // chromosome 4 open reading frame 41 // 4q35.1 // 60684 /// BX647127 // C4orf41 // chromosome 4 open reading frame 41 // 4q35.1 // 60684
NM_182961	SYNE1	2979897	0.000384832	0.325531405	2979871	NM_182961 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// NM_033071 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// NM_015293 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// NM_133650 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367257 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000356820 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000265368 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000347037 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367256 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000313630 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// AF535142 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// NM_001099267 // C6orf98 // chromosome 6 open reading frame 98 // 6q25.1 // 387079 /// ENST00000367255 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367251 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367248 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367247 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367250 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000341594 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000354674 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367253 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367252 // SYNE1 // spectrin repeat containing, nuclear envelope 1 // 6q25 // 23345 /// ENST00000367252 // C6orf98 // chromosome 6 open reading frame 98 // 6q25.1 // 387079
NM_003020	SCG5	3587497	0.000387507	0.325957877	3587495	NM_003020 // SCG5 // secretogranin V (7B2 protein) // 15q13-q14 // 6447 /// BC093053 // SCG5 // secretogranin V (7B2 protein) // 15q13-q14 // 6447 /// ENST00000300175 // SCG5 // secretogranin V (7B2 protein) // 15q13-q14 // 6447 /// AK057017 // C15orf45 // chromosome 15 open reading frame 45 // 15q13.3 // 641318
NM_152718	VWCE	3375204	0.000387872	0.325957877	3375192	NM_152718 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000335613 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// BC077719 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000301770 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001
NM_014801	PCNXL2	2461124	0.000398307	0.332762941	2461037	NM_014801 // PCNXL2 // pecanex-like 2 (Drosophila) // 1q42.2 // 80003 /// ENST00000258229 // PCNXL2 // pecanex-like 2 (Drosophila) // 1q42.2 // 80003 /// ENST00000344698 // PCNXL2 // pecanex-like 2 (Drosophila) // 1q42.2 // 80003 /// ENST00000324142 // PCNXL2 // pecanex-like 2 (Drosophila) // 1q42.2 // 80003 /// AK092353 // PCNXL2 // pecanex-like 2 (Drosophila) // 1q42.2 // 80003
NM_032918	RERG	3445821	0.000399387	0.332762941	3445820	NM_032918 // RERG // RAS-like, estrogen-regulated, growth inhibitor // 12p12.3 // 85004 /// ENST00000256953 // RERG // RAS-like, estrogen-regulated, growth inhibitor // 12p12.3 // 85004 /// BC007997 // RERG // RAS-like, estrogen-regulated, growth inhibitor // 12p12.3 // 85004
NM_153449	SLC2A14	3442831	0.000399851	0.332762941	3442812	NM_153449 // SLC2A14 // solute carrier family 2 (facilitated glucose transporter), member 14 // 12p13.31 // 144195 /// ENST00000340749 // SLC2A14 // solute carrier family 2 (facilitated glucose transporter), member 14 // 12p13.31 // 144195 /// ENST00000340749 // SLC2A3 // solute carrier family 2 (facilitated glucose transporter), member 3 // 12p13.3 // 6515 /// ENST00000396589 // SLC2A14 // solute carrier family 2 (facilitated glucose transporter), member 14 // 12p13.31 // 144195 /// ENST00000396589 // SLC2A3 // solute carrier family 2 (facilitated glucose transporter), member 3 // 12p13.3 // 6515 /// CR457413 // SLC2A3 // solute carrier family 2 (facilitated glucose transporter), member 3 // 12p13.3 // 6515 /// AK126026 // SLC2A14 // solute carrier family 2 (facilitated glucose transporter), member 14 // 12p13.31 // 144195
NM_003947	KALRN	2639674	0.000406126	0.336398625	2639552	NM_003947 // KALRN // kalirin, RhoGEF kinase // 3q21.1-q21.2 // 8997 /// NM_001024660 // KALRN // kalirin, RhoGEF kinase // 3q21.1-q21.2 // 8997 /// ENST00000240874 // KALRN // kalirin, RhoGEF kinase // 3q21.1-q21.2 // 8997 /// ENST00000360013 // KALRN // kalirin, RhoGEF kinase // 3q21.1-q21.2 // 8997 /// U94190 // KALRN // kalirin, RhoGEF kinase // 3q21.1-q21.2 // 8997 /// ENST00000393501 // KALRN // kalirin, RhoGEF kinase // 3q21.1-q21.2 // 8997
NM_001813	CENPE	2780180	0.000406836	0.336398625	2780172	NM_001813 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000265148 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000394771 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000380026 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062
NM_176810	NLRP13	3871707	0.000411557	0.33870491	3871702	NM_176810 // NLRP13 // NLR family, pyrin domain containing 13 // 19q13.42 // 126204 /// ENST00000342929 // NLRP13 // NLR family, pyrin domain containing 13 // 19q13.42 // 126204 /// AY154468 // NLRP13 // NLR family, pyrin domain containing 13 // 19q13.42 // 126204
NM_014450	SIT1	3204691	0.000414415	0.33870491	3204680	NM_014450 // SIT1 // signaling threshold regulating transmembrane adaptor 1 // 9p13-p12 // 27240 /// ENST00000259608 // SIT1 // signaling threshold regulating transmembrane adaptor 1 // 9p13-p12 // 27240 /// BC102029 // SIT1 // signaling threshold regulating transmembrane adaptor 1 // 9p13-p12 // 27240
NM_003840	TNFRSF10D	3127762	0.000414871	0.33870491	3127745	NM_003840 // TNFRSF10D // tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain // 8p21 // 8793 /// ENST00000312584 // TNFRSF10D // tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain // 8p21 // 8793 /// AY358285 // TNFRSF10D // tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain // 8p21 // 8793
NM_152718	VWCE	3375217	0.000415629	0.33870491	3375192	NM_152718 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000335613 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// BC077719 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000301770 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001
NM_024586	OSBPL9	2336118	0.000416211	0.33870491	2336099	NM_024586 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// NM_148909 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// NM_148906 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// NM_148908 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// NM_148904 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// NM_148905 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// NM_148907 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000371710 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000337809 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000371714 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000337806 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000349805 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000361556 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000371709 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// ENST00000371707 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883 /// AK128043 // OSBPL9 // oxysterol binding protein-like 9 // 1p32.3 // 114883
NM_172217	IL16	3604355	0.000418271	0.339241162	3604287	NM_172217 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// NM_004513 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000360547 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000355368 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000302987 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394653 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394652 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394660 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000329842 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394655 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// AL833554 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603
NM_003117	SPAM1	3021845	0.000419508	0.339241162	3021830	NM_003117 // SPAM1 // sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) // 7q31.3 // 6677 /// NM_153189 // SPAM1 // sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) // 7q31.3 // 6677 /// ENST00000340011 // SPAM1 // sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) // 7q31.3 // 6677 /// ENST00000223028 // SPAM1 // sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) // 7q31.3 // 6677 /// BC026163 // SPAM1 // sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) // 7q31.3 // 6677
NM_013960	NRG1	3092921	0.000424098	0.341877764	3092808	NM_013960 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013964 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013956 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013957 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013961 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013958 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013962 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_004495 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013959 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000341377 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287840 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000356819 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287842 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287845 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287838 // NRG1 // neuregulin 1 // 8p12 // 3084 /// M94167 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000355277 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000338921 // NRG1 // neuregulin 1 // 8p12 // 3084
