ProbeName	p-value	FCAbsolute	regulation	[Group(DMH+Calcium)](raw)	[Group(DMH)](raw)	[Group(DMH+Calcium)](normalized)	[Group(DMH)](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_51_P254811	0.016815754	1.5490875	down	573.32214	927.9782	2.9651487	3.5965674	NM_008446	chrX:97922126-97922185	Kif4	Mus musculus kinesin family member 4 (Kif4), mRNA [NM_008446]	Mm.383091	16571	ENSMUST00000048962	TC1576875
A_52_P373846	0.058920756	1.5341845	down	112.9898	176.66978	0.5785757	1.1960477	NM_172716	chr5:108931091-108931150	Pcgf3	Mus musculus polycomb group ring finger 3 (Pcgf3), mRNA [NM_172716]	Mm.261218	69587	ENSMUST00000046975	TC1601651
A_52_P550932	0.011337246	1.6677537	down	456.20737	802.5087	2.6282637	3.36617	NM_008197	chr15:78859930-78859989	H1f0	Mus musculus H1 histone family, member 0 (H1f0), mRNA [NM_008197]	Mm.24350	14958		TC1633848
A_51_P310100	0.006753929	1.7697333	down	68.855194	128.2666	-0.081218325	0.7423137	AK029149	chr17:7214867-7214926	Rnaset2b	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732497K21 product:weakly similar to RIBONUCLEASE 6 PRECURSOR [Homo sapiens], full insert sequence. [AK029149]	Mm.181237	68195		TC1588360
A_52_P652059	0.015310423	3.9246778	down	2499.196	7814.2837	4.6991863	6.6717606	NM_028191	chr19:39168290-39168349	Cyp2c65	Mus musculus cytochrome P450, family 2, subfamily c, polypeptide 65 (Cyp2c65), mRNA [NM_028191]	Mm.271190	72303	ENSMUST00000087236	TC1599365
A_51_P135092	0.033203315	1.5919948	down	226.01959	374.29825	1.6122016	2.2830372	NM_134471	chr4:116832834-116832775	Kif2c	Mus musculus kinesin family member 2C (Kif2c), mRNA [NM_134471]	Mm.247651	73804	ENSMUST00000106436	TC1574955
A_52_P193657	0.015252221	1.6956646	down	28.871088	50.66657	-1.3604288	-0.598578	NM_175026	chr1:175571341-175572642	Pyhin1	Mus musculus pyrin and HIN domain family, member 1 (Pyhin1), mRNA [NM_175026]	Mm.447	236312	ENSMUST00000056071	TC1579139
A_52_P499499	9.60E-06	2.202464	down	66.92475	154.52406	-0.1278336	1.0112848	NM_029021	chr2:165221118-165221059	4833422F24Rik	Mus musculus RIKEN cDNA 4833422F24 gene (4833422F24Rik), mRNA [NM_029021]	Mm.72179	74614	ENSMUST00000029213	TC1587370
A_52_P681495	0.016050193	1.5962007	down	102.56806	171.82182	0.48730412	1.1619462	NM_027930	chr10:20080631-20080690	Fam54a	Mus musculus family with sequence similarity 54, member A (Fam54a), mRNA [NM_027930]	Mm.262151	71804		TC1583437
A_52_P374653	2.82E-05	3.8896291	down	532.33234	2155.4766	2.851133	4.8107657	X67625	chr6:70523153-70523212		Ig kappa chain V-III region MOPC 63 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P01661] [ENSMUST00000103397]	Mm.333124		ENSMUST00000103397	NP_061619
A_51_P354681	0.019286875	1.7148631	down	2815.821	4859.131	5.203366	5.981459	NM_026243	chr10:101851960-101852019	Mgat4c	Mus musculus mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative) (Mgat4c), transcript variant 2, mRNA [NM_026243]	Mm.25252	67569	ENSMUST00000120748	TC1585825
A_52_P372062	0.000392444	1.866819	up	766.20795	433.22476	3.3965588	2.4959767	NR_003552	chr15:82467277-82467218	Cyp2d13	Mus musculus cytochrome P450, family 2, subfamily d, polypeptide 13 (Cyp2d13), non-coding RNA [NR_003552]	Mm.443212	68444	ENSMUST00000014525	TC1588115
A_51_P176998	0.06200178	1.5064797	up	53.12972	37.343163	-0.47007123	-1.0612525	AK087820	chr4:142769237-142760052		PR domain containing 2, with ZNF domain Gene [Source:MGI Symbol;Acc:MGI:107628] [ENSMUST00000134791]	Mm.332020		ENSMUST00000134791	TC1624557
A_51_P185229	0.069359735	1.865159	up	781.2725	402.16357	3.290027	2.3907282	NM_007553	chr2:133386981-133387040	Bmp2	Mus musculus bone morphogenetic protein 2 (Bmp2), mRNA [NM_007553]	Mm.103205	12156	ENSMUST00000028836	TC1585369
A_51_P302520	0.016196433	1.8542494	up	551.3155	314.85666	2.8945377	2.0037024	NM_010867	chr17:71475839-71475898	Myom1	Mus musculus myomesin 1 (Myom1), transcript variant 1, mRNA [NM_010867]	Mm.4103	17929	ENSMUST00000073211	TC1584773
A_52_P772950	5.69E-05	2.0480487	down	47.36177	100.51597	-0.6429915	0.39125857	NM_026415	chr2:25094538-25094479	2310002J15Rik	Mus musculus RIKEN cDNA 2310002J15 gene (2310002J15Rik), mRNA [NM_026415]	Mm.46431	67859	ENSMUST00000043379	TC1584189
A_51_P130015	0.006450987	1.8560696	down	790.5704	1528.2296	3.420026	4.312277	NM_007900	chr3:26996369-26996310	Ect2	Mus musculus ect2 oncogene (Ect2), transcript variant 1, mRNA [NM_007900]	Mm.261453	13605	ENSMUST00000029248	TC1575723
A_52_P508221	0.02666089	1.6803459	down	28.54	49.2768	-1.3972849	-0.64852667	NM_001162932	chr16:10839982-10840041	A630055G03Rik	Mus musculus RIKEN cDNA A630055G03 gene (A630055G03Rik), mRNA [NM_001162932]	Mm.325777	223970	ENSMUST00000100183
A_51_P237924	0.001241946	1.6444956	up	85.39544	54.75168	0.23018885	-0.48745632	NM_201353	chr18:61155529-61155470	Slc6a7	Mus musculus solute carrier family 6 (neurotransmitter transporter, L-proline), member 7 (Slc6a7), mRNA [NM_201353]	Mm.39846	240332	ENSMUST00000025520	NP_661029
A_52_P502849	1.10E-06	3.6608105	down	639.2768	2467.0305	3.131408	5.003571	BC108385	chr6:70622214-70622273		Mus musculus immunoglobulin kappa chain variable 21 (V21)-4, mRNA (cDNA clone IMAGE:4989625). [BC108385]	Mm.333124		ENSMUST00000103401	NP_059707
A_51_P133992	0.017566284	1.6725079	up	8755.915	5364.5586	6.871243	6.12923	NM_001099917	chr10:80857614-80857673	2210404O07Rik	Mus musculus RIKEN cDNA 2210404O07 gene (2210404O07Rik), mRNA [NM_001099917]	Mm.253147	72273	ENSMUST00000118206	TC1648876
A_51_P367866	0.001372457	2.0847023	down	728.8813	1597.1791	3.315344	4.3751855	NM_007913	chr18:35024395-35024454	Egr1	Mus musculus early growth response 1 (Egr1), mRNA [NM_007913]	Mm.181959	13653	ENSMUST00000064795	TC1730587
A_51_P290576	0.072946824	1.6831867	down	563.994	960.9761	2.888008	3.6392033	NM_152804	chr13:111190915-111190974	Plk2	Mus musculus polo-like kinase 2 (Drosophila) (Plk2), mRNA [NM_152804]	Mm.380	20620	ENSMUST00000022212	TC1675083
A_52_P258606	0.016749542	2.873596	up	1250.0167	402.04465	3.9140403	2.3911831	AK081980	chr1:163179151-163179092	Prdx6	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130091B17 product:peroxiredoxin 5, related sequence 3, full insert sequence. [AK081980]	Mm.186185	11758		TC1597770
A_52_P532456	0.035024513	2.087561	down	579.66473	1180.404	2.8770301	3.9388485	NM_009538	chr10:12851280-12851339	Plagl1	Mus musculus pleiomorphic adenoma gene-like 1 (Plagl1), mRNA [NM_009538]	Mm.287857	22634	ENSMUST00000121646
A_52_P139588	0.003929453	1.5373067	down	864.01447	1395.6787	3.5613382	4.181743	NM_001039644	chr1:153668950-153669009	Edem3	Mus musculus ER degradation enhancer, mannosidase alpha-like 3 (Edem3), mRNA [NM_001039644]	Mm.337691	66967	ENSMUST00000059498	TC1638081
A_52_P297765	0.06102329	2.54186	down	324.08316	737.0798	1.9096876	3.2555723	NM_001081120	chr8:127264436-127264377	Fam89a	Mus musculus family with sequence similarity 89, member A (Fam89a), mRNA [NM_001081120]	Mm.271600	69627	ENSMUST00000055257	TC1600574
A_52_P16931	0.001616082	1.6834049	down	29.797964	53.190517	-1.2938646	-0.5424824	NM_022724	chr2:3375653-3375594	Suv39h2	Mus musculus suppressor of variegation 3-9 homolog 2 (Drosophila) (Suv39h2), transcript variant 1, mRNA [NM_022724]	Mm.128273	64707	ENSMUST00000115062	TC1604134
A_52_P377791	0.004904814	1.6074904	down	2427.9285	4102.043	5.055705	5.740515	NM_008557	chr7:31857214-31856365	Fxyd3	Mus musculus FXYD domain-containing ion transport regulator 3 (Fxyd3), mRNA [NM_008557]	Mm.263847	17178	ENSMUST00000072331	TC1734556
A_51_P299400	0.013513173	2.007512	down	36.160263	74.47297	-1.0580108	-0.05260213	XM_001474896	chr13_random:160622-160563	6720475J19Rik	PREDICTED: Mus musculus RIKEN cDNA 6720475J19 gene (6720475J19Rik), mRNA [XM_001474896]	Mm.273536	68157		TC1608373
A_51_P467086	1.66E-05	7.8505697	down	1916.2998	15433.681	4.679438	7.6522355	NM_007850	chr8:22427232-22427291	Defa3	Mus musculus defensin, alpha, 3 (Defa3), mRNA [NM_007850]	Mm.436573	13237	ENSMUST00000079528
A_51_P390038	0.014111874	1.6996443	up	100.6094	61.817745	0.44211745	-0.3231155	NM_177834	chr1:10315005-10314946	Cpa6	Mus musculus carboxypeptidase A6 (Cpa6), mRNA [NM_177834]	Mm.336423	329093	ENSMUST00000035577	TC1596560
A_52_P459818	0.06142327	1.6049893	down	210.00017	347.46582	1.4278482	2.110412	NM_001012306	chr3:98546343-98546284	Hsd3b3	Mus musculus hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3 (Hsd3b3), transcript variant 5, mRNA [NM_001012306]	Mm.158717	15494	ENSMUST00000135706	TC1643582
A_51_P267278	1.94E-05	2.895421	up	282.76575	103.24093	1.9515799	0.41780677	NM_021301	chr16:36750662-36750603	Slc15a2	Mus musculus solute carrier family 15 (H+/peptide transporter), member 2 (Slc15a2), transcript variant 1, mRNA [NM_021301]	Mm.281804	57738	ENSMUST00000023616	TC1580860
A_51_P230873	0.000315621	1.6539941	down	302.41293	528.67725	2.0556984	2.7816525	NM_019499	chr6:66488986-66489045	Mad2l1	Mus musculus MAD2 mitotic arrest deficient-like 1 (yeast) (Mad2l1), mRNA [NM_019499]	Mm.476807	56150	ENSMUST00000079549	TC1694404
A_52_P585071	0.001099951	1.5323378	down	94.835754	153.71443	0.3799182	0.9956525	NM_152822	chrX:93136235-93136176	Las1l	Mus musculus LAS1-like (S. cerevisiae) (Las1l), mRNA [NM_152822]	Mm.274318	76130	ENSMUST00000113864	TC1581858
A_51_P364714	0.04228024	1.5215807	down	165.40436	260.9173	1.1489993	1.7545701	NM_172203	chrX:130627641-130627582	Nox1	Mus musculus NADPH oxidase 1 (Nox1), mRNA [NM_172203]	Mm.233865	237038	ENSMUST00000113273	TC1598894
A_51_P162326	0.013437378	1.5337961	down	1165.9329	1855.2852	3.9797542	4.596861	XM_001478408	chrX:23738598-23738657	Gm5933	PREDICTED: Mus musculus similar to LOC635138 protein (LOC546271), mRNA [XM_001478408]	Mm.380163	546271		TC1577869
A_52_P534355	0.025114188	1.6007668	up	150.6678	99.282326	1.0435482	0.36478505	AK041855	chr14:21290446-21290387	Anxa7	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630042F09 product:annexin A7, full insert sequence. [AK041855]		11750		TC1624459
A_51_P191909	0.028933534	1.5792036	down	113.39204	184.12042	0.6015045	1.2607017	NM_080726	chr14:55098859-55098918	Rem2	Mus musculus rad and gem related GTP binding protein 2 (Rem2), mRNA [NM_080726]	Mm.274727	140743	ENSMUST00000022783	TC1581029
A_51_P155445	0.08244005	1.849734	down	255.47314	526.3916	1.7290462	2.616364	NM_011076	chr5:8747979-8748038	Abcb1a	Mus musculus ATP-binding cassette, sub-family B (MDR/TAP), member 1A (Abcb1a), mRNA [NM_011076]	Mm.207354	18671	ENSMUST00000115373	TC1583894
A_52_P332788	0.01827641	1.8043734	down	196.3316	363.1316	1.3882513	2.2397492	XM_001473420	chr1:85109076-85109017	Gm2397	PREDICTED: Mus musculus similar to SP140 nuclear body protein family member (LOC100039742), mRNA [XM_001473420]	Mm.441462	100039742		TC1631331
A_51_P164021	0.026740894	1.8115379	down	91.58459	171.77373	0.2866253	1.1438402	NM_173762	chr3:134932050-134933662	Cenpe	Mus musculus centromere protein E (Cenpe), mRNA [NM_173762]	Mm.161470	229841	ENSMUST00000062893	TC1624936
A_51_P433467	0.0041816	1.6555203	down	1174.5109	2027.1644	3.9978955	4.72518	NM_007965	chr12:109926513-109926572	Evl	Mus musculus Ena-vasodilator stimulated phosphoprotein (Evl), transcript variant 2, mRNA [NM_007965]	Mm.238841	14026	ENSMUST00000077735	TC1589894
A_51_P401451	0.007251754	1.5358161	down	112.20889	181.74048	0.6165039	1.2355094	NM_009862	chr16:18794880-18793399	Cdc45	Mus musculus cell division cycle 45 homolog (S. cerevisiae) (Cdc45), transcript variant 1, mRNA [NM_009862]	Mm.1248	12544	ENSMUST00000115586	TC1577345
A_52_P448027	0.066367656	1.595668	down	49.064373	84.36596	-0.59194165	0.0822188	NM_025495	chr13:49742940-49736630	Cenpp	Mus musculus centromere protein P (Cenpp), mRNA [NM_025495]	Mm.440323	66336	ENSMUST00000021823	TC1593729
A_52_P161454	1.63E-07	2.328298	down	131.01096	318.75592	0.83290267	2.0521784	NM_027570	chr8:114150556-114150497	Ldhd	Mus musculus lactate dehydrogenase D (Ldhd), nuclear gene encoding mitochondrial protein, mRNA [NM_027570]	Mm.27589	52815	ENSMUST00000070004	TC1577050
A_51_P111492	0.000294116	2.1345234	down	247.56459	553.29156	1.7543756	2.8482895	NM_017373	chr13:53062928-53062869	Nfil3	Mus musculus nuclear factor, interleukin 3, regulated (Nfil3), mRNA [NM_017373]	Mm.136604	18030	ENSMUST00000071065	TC1582388
A_51_P324690	0.07004832	2.2554505	down	6215.5913	12792.253	6.209343	7.3827586	NM_053109	chr6:129136338-129136397	Clec2d	Mus musculus C-type lectin domain family 2, member d (Clec2d), mRNA [NM_053109]	Mm.197536	93694	ENSMUST00000032260	TC1585351
A_52_P407968	0.020318018	1.5396364	up	216.46208	147.68733	1.557824	0.93523437	AK006263	chr16:58507589-58507530		Putative uncharacterized protein Fragment  [Source:UniProtKB/TrEMBL;Acc:Q9CVW3] [ENSMUST00000023427]	Mm.212742		ENSMUST00000023427	TC1645934
A_52_P947534	0.00681683	1.813832	down	44.114105	84.48237	-0.73801965	0.12102127	NM_001077354	chrX:101273000-101272941	C77370	Mus musculus expressed sequence C77370 (C77370), mRNA [NM_001077354]	Mm.381907	245555	ENSMUST00000118314	TC1617573
A_51_P505571	0.026439974	1.9561579	up	771.6741	397.98657	3.3442047	2.3761818	NM_133709	chr7:107177854-107182205	Chrdl2	Mus musculus chordin-like 2 (Chrdl2), mRNA [NM_133709]	Mm.285295	69121	ENSMUST00000032977	NP_745854
A_52_P195640	0.023406478	1.5761814	up	79.499405	53.00304	0.115822315	-0.54061127	NM_178737	chr9:39398266-39398207	AW551984	Mus musculus expressed sequence AW551984 (AW551984), mRNA [NM_178737]	Mm.208855	244810	ENSMUST00000086047	TC1616653
A_52_P520466	0.006117799	2.0327077	down	84.324585	178.82953	0.18361242	1.2070152	NM_197959	chr11:102767305-102767246	Kif18b	Mus musculus kinesin family member 18B (Kif18b), mRNA [NM_197959]	Mm.32084	70218	ENSMUST00000021311	TC1578930
A_52_P614598	0.08868339	1.6564335	up	45.740875	27.362173	-0.7580058	-1.486086	AK016285	chr16:78455444-78455503	4930572P05Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930572P05 product:unclassifiable, full insert sequence. [AK016285]		75912		TC1625567
A_52_P273891	0.001978836	1.6487046	up	142.23596	90.66607	0.9597265	0.23839347	NM_018881	chr1:164805589-164805530	Fmo2	Mus musculus flavin containing monooxygenase 2 (Fmo2), mRNA [NM_018881]	Mm.10929	55990	ENSMUST00000045902	TC1582614
A_52_P141608	0.005052186	1.8180871	down	748.0861	1365.0164	3.2903574	4.1527786	NM_183160	chr19:24752451-24752510	E030010A14Rik	Mus musculus RIKEN cDNA E030010A14 gene (E030010A14Rik), mRNA [NM_183160]	Mm.391170	226040	ENSMUST00000057243	TC1584015
A_51_P241457	0.018296463	1.6342727	down	59.9754	99.81827	-0.32902002	0.37962866	NM_013532	chr10:51212976-51213891	Lilrb4	Mus musculus leukocyte immunoglobulin-like receptor, subfamily B, member 4 (Lilrb4), mRNA [NM_013532]	Mm.34408	14728	ENSMUST00000105481	TC1572053
A_51_P122321	0.039249696	2.1022737	down	278.16113	575.0097	1.829799	2.9017496	NM_133775	chr19:30034990-30035049	Il33	Mus musculus interleukin 33 (Il33), transcript variant 2, mRNA [NM_133775]	Mm.182359	77125	ENSMUST00000025724	TC1577383
A_51_P111488	0.000140208	1.5975862	down	539.184	905.58795	2.8865502	3.562444	NM_027469	chr8:108240340-108240281	Gfod2	Mus musculus glucose-fructose oxidoreductase domain containing 2 (Gfod2), mRNA [NM_027469]	Mm.40954	70575	ENSMUST00000013294	TC1580869
A_51_P335710	0.048209764	1.6722863	down	205.71803	342.83215	1.4186071	2.160429	NM_018743	chr8:24292298-24291416	Agpat6	Mus musculus 1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta) (Agpat6), mRNA [NM_018743]	Mm.200898	102247	ENSMUST00000033949	TC1631713
A_52_P1180340	0.003529827	2.577063	down	116.15491	301.6708	0.6091542	1.9748821	AK039493	chr14:13241518-13241459		Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330050D14 product:unclassifiable, full insert sequence. [AK039493]
A_52_P149845	0.00037152	3.0467944	down	36.989986	123.85926	-0.98255855	0.6247336	AY173987			Mus musculus clone BaPB1-92 immunoglobulin heavy chain variable region mRNA, partial cds. [AY173987]	Mm.313389			NP_594713
A_52_P363951	0.016418578	1.6289635	down	480.07385	808.9959	2.6933815	3.3973358	NM_011580	chr2:117951775-117951834	Thbs1	Mus musculus thrombospondin 1 (Thbs1), mRNA [NM_011580]	Mm.4159	21825	ENSMUST00000039559	TC1573966
A_51_P142621	0.006108474	1.5806093	up	61.5193	40.98115	-0.24829857	-0.90877944	NM_177092	chr10:120219510-120219451	Msrb3	Mus musculus methionine sulfoxide reductase B3 (Msrb3), mRNA [NM_177092]	Mm.169755	320183	ENSMUST00000092143	TC1603000
A_52_P544433	0.000333604	4.7418313	down	116.06003	568.50006	0.62746173	2.872906	M32765	chr6:68654719-68654660		Mouse Ig rearranged kappa-chain mRNA V-region. [M32765]	Mm.423262		ENSMUST00000103330	TC1586807
A_52_P244682	0.08417641	1.8374578	down	516.6261	919.9341	2.707262	3.584973	NM_145509	chr1:133609265-133609324	5430435G22Rik	Mus musculus RIKEN cDNA 5430435G22 gene (5430435G22Rik), mRNA [NM_145509]	Mm.44508	226421	ENSMUST00000064664	NP_572159
A_51_P513568	0.000722182	1.6490692	down	110.72309	192.47939	0.6028688	1.3245207	NM_029075	chr10:12660547-12660488	Stx11	Mus musculus syntaxin 11 (Stx11), transcript variant 1, mRNA [NM_029075]	Mm.248648	74732	ENSMUST00000042861	TC1583457
A_51_P401184	0.023664843	1.7793245	down	186.4284	340.67105	1.3176845	2.1490142	NM_001164763	chr3:67283137-67283078	Rarres1	Mus musculus retinoic acid receptor responder (tazarotene induced) 1 (Rarres1), mRNA [NM_001164763]	Mm.38002	109222	ENSMUST00000054825	TC1610913
A_51_P511015	0.064141005	1.689667	down	164.8124	275.1575	1.0854852	1.8422241	NM_010246	chr5:135724874-135724815	Fzd9	Mus musculus frizzled homolog 9 (Drosophila) (Fzd9), mRNA [NM_010246]	Mm.6256	14371	ENSMUST00000062572	TC1587026
A_52_P115191	0.00155648	1.664353	down	552.2458	970.3413	2.9260552	3.6610167		chr17:39982047-39982408
A_51_P110576	0.000614963	1.6800145	down	5466.1665	9687.638	6.233221	6.9816947	NM_011175	chr12:103632634-103632575	Lgmn	Mus musculus legumain (Lgmn), mRNA [NM_011175]	Mm.17185	19141	ENSMUST00000021607	TC1575279
A_51_P247184	3.03E-07	3.4360452	down	36.652557	130.45178	-1.0136796	0.76706934	NM_008728	chr15:11769996-11769937	Npr3	Mus musculus natriuretic peptide receptor 3 (Npr3), transcript variant 1, mRNA [NM_008728]	Mm.25259	18162	ENSMUST00000066529	TC1607041
A_51_P148037	0.044123687	1.5832758	down	480.6935	784.7671	2.6870258	3.3499384	NM_177364	chr11:32327606-32327665	Sh3pxd2b	Mus musculus SH3 and PX domains 2B (Sh3pxd2b), mRNA [NM_177364]	Mm.227616	268396	ENSMUST00000038753	TC1641971
A_52_P599533	4.42E-05	1.575105	up	56.98924	38.000504	-0.35914883	-1.0145968		chr11:62688694-62690173
A_52_P647260	0.003307355	2.2532928	up	1152.8357	556.10004	3.9877174	2.8156826	AK035258	chr3:122810303-122810244	Synpo2	Mus musculus adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530006G20 product:unclassifiable, full insert sequence. [AK035258]	Mm.34359	118449		TC1612214
A_51_P470989	0.050570365	1.6114408	up	113.23438	71.5483	0.58687925	-0.1014719	NM_145457	chr13:120239562-120240599	Paip1	Mus musculus polyadenylate binding protein-interacting protein 1 (Paip1), transcript variant 1, mRNA [NM_145457]	Mm.132584	218693	ENSMUST00000126957	TC1584473
A_51_P230103	0.056931287	1.7306765	down	3005.7556	5252.9165	5.304886	6.096222	NM_001012273	chr11:117716959-117717018	Birc5	Mus musculus baculoviral IAP repeat-containing 5 (Birc5), transcript variant 3, mRNA [NM_001012273]	Mm.8552	11799	ENSMUST00000106322	TC1619492
A_52_P88296	0.028991638	1.5271121	up	71.52812	49.10249	-0.05496828	-0.66577435		chr10:75603038-75603097
A_52_P59124	0.003427289	1.6661749	down	548.8765	966.46405	2.9200885	3.6566284	NM_001025610	chr19:11396063-11396004	Ms4a7	Mus musculus membrane-spanning 4-domains, subfamily A, member 7 (Ms4a7), transcript variant 2, mRNA [NM_001025610]	Mm.193094	109225	ENSMUST00000067532	TC1590323
A_51_P169671	0.046829626	2.0325968	down	9854.464	19365.38	6.9524655	7.9757895	NM_011036	chr6:78323323-78323382	Reg3b	Mus musculus regenerating islet-derived 3 beta (Reg3b), mRNA [NM_011036]	Mm.2553	18489	ENSMUST00000096904	TC1576607
A_52_P875110	0.004937642	1.5006996	up	71.229	49.623856	-0.046082735	-0.631718	AK020736	chr9:118488840-118488899	A330105O20Rik	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330105O20 product:unclassifiable, full insert sequence. [AK020736]	Mm.10409	78590		TC1705050
A_51_P455090	0.002067583	1.8289213	up	316.4955	182.39955	2.1200254	1.2490324	AK028683	chr1:67277466-67277525	Cps1	carbamoyl-phosphate synthetase 1 Gene [Source:MGI Symbol;Acc:MGI:891996] [ENSMUST00000027144]	Mm.343942	227231	ENSMUST00000027144	TC1598315
A_51_P508775	0.002073104	1.5397764	up	157.25703	106.68518	1.0857338	0.46301284	NM_011846	chr5:130113388-130113447	Mmp17	Mus musculus matrix metallopeptidase 17 (Mmp17), mRNA [NM_011846]	Mm.42047	23948	ENSMUST00000031390	TC1579514
A_51_P110455	5.85E-05	2.0535293	down	5123.7637	11085.503	6.1367164	7.174822	NM_013559	chr5:150419485-150419426	Hsph1	Mus musculus heat shock 105kDa/110kDa protein 1 (Hsph1), mRNA [NM_013559]	Mm.270681	15505	ENSMUST00000110499	TC1595034
