Curated Gene Symbol	FeatureNumber	GeneName	+9hr Wnt	siMLLT10 +9hr Wnt	siDOT1L +9hr Wnt	siBRG1 +9hr Wnt	siP300 +9hr Wnt	Description
TRIM49	33085	TRIM49	0.668	-1.438	-1.112	--	--	tripartite motif-containing 49 (TRIM49), mRNA [NM_020358]
DGKA	26959	DGKA	0.666	-0.678	-0.596	-1.131	-0.963	diacylglycerol kinase, alpha 80kDa (DGKA), transcript variant 1, mRNA [NM_201444]
TFF3	34376	TFF3	0.666	-0.888	-0.864	-1.282	-1.535	trefoil factor 3 (intestinal) (TFF3), mRNA [NM_003226]
MS4A3	23729	MS4A3	0.665	-0.745	-1.798	-2.192	-1.056	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific) (MS4A3), transcript variant 1, mRNA [NM_006138]
TUBB3	8085	TUBB3	0.665	0.026	0.014	-0.811	-0.256	tubulin, beta 3 (TUBB3), mRNA [NM_006086]
IRF9	10806	IRF9	0.665	0.16	-0.583	-0.648	-0.037	Transcriptional regulator ISGF3 subunit gamma (Interferon regulatory factor 9) (IRF-9) (IFN-alpha-responsive transcription factor subunit) (Interferon-stimulated gene factor 3 gamma) (ISGF3 p48 subunit) (ISGF- 3 gamma). [Source:Uniprot/SWISSPROT;Acc:Q
WNK2	1820	WNK2	0.665	0.22	0.359	-0.252	0.292	WNK lysine deficient protein kinase 2 (WNK2), mRNA [NM_006648]
	16007	THC2739352	0.663	-1.013	0.33	--	-0.19	Q3GZE6_9ACTO (Q3GZE6) AAA ATPase, central region, partial (3%) [THC2739352]
SYNC	19383	SYNC1	0.663	-0.001	-0.242	-0.4	-0.489	syncoilin, intermediate filament 1 (SYNC1), mRNA [NM_030786]
ITIH1	16817	ITIH1	0.662	-0.84	-0.67	-0.696	-0.835	inter-alpha (globulin) inhibitor H1 (ITIH1), mRNA [NM_002215]
SLC2A14	19656	SLC2A14	0.662	-0.246	-0.365	-1.207	-1.235	Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 14, mRNA (cDNA clone MGC:71510 IMAGE:5297510), complete cds. [BC060766]
VWF	18241	VWF	0.661	0.128	-0.535	-0.291	-1.19	von Willebrand factor (VWF), mRNA [NM_000552]
AGR2	12958	AGR2	0.661	-1.067	-0.967	-2.136	-1.146	anterior gradient homolog 2 (Xenopus laevis) (AGR2), mRNA [NM_006408]
	7121	LOC375295	0.66	-0.394	-0.214	-0.085	0.199	Homo sapiens hypothetical gene supported by BC013438, mRNA (cDNA clone IMAGE:3899073), partial cds. [BC013438]
NKD1	36916	NKD1	0.66	-0.507	-0.481	-0.675	-0.142	naked cuticle homolog 1 (Drosophila) (NKD1), mRNA [NM_033119]
ACTC1	26117	ACTC1	0.66	-0.398	-0.554	-1.428	-0.898	actin, alpha, cardiac muscle 1 (ACTC1), mRNA [NM_005159]
OR2A9P	12359	OR2A9P	0.659	-2.334	-1.765	-1.204	-1.967	olfactory receptor, family 2, subfamily A, member 9 pseudogene (OR2A9P) on chromosome 7 [NR_002157]
KCNK6	1648	KCNK6	0.659	-0.458	-0.528	-1.524	-0.782	potassium channel, subfamily K, member 6 (KCNK6), mRNA [NM_004823]
FITM2	35066	C20orf142	0.658	0.112	-0.148	-0.373	0.566	chromosome 20 open reading frame 142 (C20orf142), mRNA [NM_001080472]
AKR1C1	13845	AKR1C1	0.656	-0.986	-0.732	-0.582	-0.588	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) (AKR1C1), mRNA [NM_001353]
MYO10	15851	MYO10	0.656	0.085	0.053	-0.218	-0.132	myosin X (MYO10), mRNA [NM_012334]
SLC12A3	35337	SLC12A3	0.656	-0.713	-0.524	-1.197	-1.405	solute carrier family 12 (sodium/chloride transporters), member 3 (SLC12A3), mRNA [NM_000339]
ZNF552	21186	ZNF552	0.656	-1.189	-0.616	-0.085	-0.703	Homo sapiens cDNA FLJ13707 fis, clone PLACE2000347. [AK023769]
	18716	CD174733	0.656	-0.601	-0.597	-0.75	-0.733	CD174733 AGENCOURT_13961604 NIH_MGC_172 Homo sapiens cDNA 5, mRNA sequence [CD174733]
MFGE8	43027	MFGE8	0.656	-0.156	0.036	-0.734	0.011	milk fat globule-EGF factor 8 protein (MFGE8), transcript variant 1, mRNA [NM_005928]
CXCL14	35849	CXCL14	0.655	0.016	-0.631	-0.592	-0.763	chemokine (C-X-C motif) ligand 14 (CXCL14), mRNA [NM_004887]
IL1B	17992	IL1B	0.655	1.382	-0.815	-0.544	-0.451	interleukin 1, beta (IL1B), mRNA [NM_000576]
SNCAIP	5523	SNCAIP	0.655	-1.104	-0.817	-0.594	-1.103	synuclein, alpha interacting protein (synphilin) (SNCAIP), mRNA [NM_005460]
TMEM88	28702	TMEM88	0.655	-0.422	-0.59	-0.571	-0.999	transmembrane protein 88 (TMEM88), mRNA [NM_203411]
G0S2	3170	G0S2	0.655	0.737	1.06	-0.469	1.694	G0/G1switch 2 (G0S2), mRNA [NM_015714]
	17820	AK024988	0.654	-0.486	-0.49	-0.455	-0.96	Homo sapiens cDNA: FLJ21335 fis, clone COL02546. [AK024988]
SNX21	3327	SNX21	0.654	0.291	0.1	-0.421	0.072	sorting nexin family member 21 (SNX21), transcript variant 2, mRNA [NM_152897]
	24762	A_24_P75994	0.654	-0.778	-1.029	-0.458	-1.021	Unknown
ZNF135	26158	ZNF135	0.654	-0.419	-0.932	-0.489	-1.078	Homo sapiens mRNA; cDNA DKFZp761B101 (from clone DKFZp761B101) [AL157426]
TRIM5	43507	TRIM5	0.653	0.145	0.198	--	--	tripartite motif-containing 5 (TRIM5), transcript variant alpha, mRNA [NM_033034]
HFE	16441	HFE	0.653	-1.173	-1.398	-0.622	-1.324	hemochromatosis (HFE), transcript variant 1, mRNA [NM_000410]
GPIHBP1	26145	GPIHBP1	0.653	-0.325	-0.304	-0.156	-0.144	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 (GPIHBP1), mRNA [NM_178172]
	21030	THC2616783	0.652	-0.678	-0.578	-0.857	-0.945	Unknown
FMNL1	37208	FMNL1	0.651	-0.412	-0.497	-1.035	-0.606	formin-like 1 (FMNL1), mRNA [NM_005892]
CLCF1	36889	CLCF1	0.651	-0.794	-0.757	-0.871	-0.366	cardiotrophin-like cytokine factor 1 (CLCF1), mRNA [NM_013246]
SULT2A1	39822	SULT2A1	0.651	-0.163	-0.338	-0.835	-1.011	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 (SULT2A1), mRNA [NM_003167]
SERINC5	16046	SERINC5	0.651	-0.169	0.002	-0.336	-0.077	serine incorporator 5 (SERINC5), mRNA [NM_178276]
ATP6V0E2	33699	ATP6V0E2	0.65	-0.358	-0.643	-0.739	-0.62	ATPase, H+ transporting V0 subunit e2 (ATP6V0E2), transcript variant 1, mRNA [NM_145230]
SFRP2	37350	SFRP2	0.65	-0.781	-0.417	0.223	-0.859	secreted frizzled-related protein 2 (SFRP2), mRNA [NM_003013]
	4559	XR_019369	0.65	-0.35	-0.256	-0.49	-1.323	PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (LOC652524), mRNA [XR_019369]
TUBB6	7682	TUBB6	0.649	-0.102	0.093	-0.546	-0.178	tubulin, beta 6 (TUBB6), mRNA [NM_032525]
BMP6	13155	BMP6	0.649	0.177	0.12	-0.461	0.236	bone morphogenetic protein 6 (BMP6), mRNA [NM_001718]
ADAMTSL1	37134	ADAMTSL1	0.648	-1.25	-1.23	-1.65	-1.609	ADAMTS-like 1 (ADAMTSL1), transcript variant 4, mRNA [NM_001040272]
	6983	THC2532458	0.648	-0.274	-0.057	-0.119	-0.726	NM_205486 non-histone chromosomal protein {Gallus gallus} (exp=-1; wgp=0; cg=0), partial (21%) [THC2532458]
DYNC1I1	33593	DYNC1I1	0.647	0.058	-0.162	-0.043	-0.368	dynein, cytoplasmic 1, intermediate chain 1 (DYNC1I1), mRNA [NM_004411]
PTPN6	33861	PTPN6	0.647	-0.78	-0.508	-1.322	-0.914	protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 1, mRNA [NM_002831]
SLC25A10	44340	SLC25A10	0.647	-0.007	0.007	-0.832	-0.083	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10 (SLC25A10), nuclear gene encoding mitochondrial protein, mRNA [NM_012140]
ARAP3	15186	CENTD3	0.646	0.03	-0.061	-0.614	-1.039	centaurin, delta 3 (CENTD3), mRNA [NM_022481]
P2RY2	31348	P2RY2	0.646	0.131	0.298	0.875	0.007	purinergic receptor P2Y, G-protein coupled, 2 (P2RY2), transcript variant 1, mRNA [NM_176072]
SPDEF	6721	SPDEF	0.646	-0.638	-0.228	-2.057	-0.506	SAM pointed domain containing ets transcription factor (SPDEF), mRNA [NM_012391]
KLHL22	20368	KLHL22	0.646	-0.055	-0.113	-0.493	-0.298	kelch-like 22 (Drosophila) (KLHL22), mRNA [NM_032775]
PDE2A	28618	PDE2A	0.645	0.124	-0.07	-0.559	-0.242	phosphodiesterase 2A, cGMP-stimulated (PDE2A), mRNA [NM_002599]
EMG1	41630	EMG1	0.645	0.156	0.118	0.258	0.011	EMG1 nucleolar protein homolog (S. cerevisiae) (EMG1), mRNA [NM_006331]
HDLBP	14078	HDLBP	0.644	-0.433	-0.572	-0.738	-0.326	Homo sapiens PRO2900 mRNA, complete cds. [AF116718]
CDH3	27141	CDH3	0.644	-0.168	-0.218	-0.987	-0.575	cadherin 3, type 1, P-cadherin (placental) (CDH3), mRNA [NM_001793]
SLC37A2	21584	SLC37A2	0.643	-0.004	-0.21	-0.56	-0.765	solute carrier family 37 (glycerol-3-phosphate transporter), member 2 (SLC37A2), mRNA [NM_198277]
	17875	DKFZp547E087	0.643	-0.597	-0.739	-0.89	-0.976	Homo sapiens hypothetical gene LOC283846, mRNA (cDNA clone IMAGE:5815383). [BC051311]
	31619	THC2570021	0.642	-0.465	-0.644	-0.147	-0.925	AF124725 acinusS {Mus musculus} (exp=-1; wgp=0; cg=0), partial (3%) [THC2570021]
CRIP3	16634	CRIP3	0.642	-0.374	-0.255	-0.466	-0.362	cysteine-rich protein 3 (CRIP3), mRNA [NM_206922]
C11orf86	43238	FLJ22675	0.641	-0.451	-0.412	-1.039	-1.258	Homo sapiens cDNA: FLJ22675 fis, clone HSI10553. [AK026328]
BATF3	16218	BATF3	0.64	0	0.098	0.006	-0.238	basic leucine zipper transcription factor, ATF-like 3 (BATF3), mRNA [NM_018664]
LINC00052	19049	TMEM83	0.64	-0.703	-0.48	0.035	-0.413	Homo sapiens cDNA FLJ31461 fis, clone NT2NE2001247. [AK056023]
	44569	THC2781239	0.64	-0.476	-0.068	0.31	-0.735	Unknown
EDN1	802	EDN1	0.639	0.132	-0.206	0.444	-1.326	endothelin 1 (EDN1), mRNA [NM_001955]
SH2D1A	34475	SH2D1A	0.639	-0.574	-1.121	-1.483	-1.145	SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) (SH2D1A), transcript variant 1, mRNA [NM_002351]
DNAJA1	16	DNAJA1	0.639	-0.167	-0.114	0.217	-0.11	DnaJ (Hsp40) homolog, subfamily A, member 1 (DNAJA1), mRNA [NM_001539]
ZNF423	30505	ZNF423	0.639	--	-0.486	-0.466	--	zinc finger protein 423 (ZNF423), mRNA [NM_015069]
SP140	26872	SP140	0.638	-0.859	-0.222	-1.377	0.222	SP140 nuclear body protein (SP140), transcript variant 1, mRNA [NM_007237]
NPR1	31681	NPR1	0.638	-0.648	-0.336	-0.926	-0.866	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A) (NPR1), mRNA [NM_000906]
ACTN4	2990	ACTN4	0.638	-0.59	-0.469	-1.447	-0.435	actinin, alpha 4 (ACTN4), mRNA [NM_004924]
	29190	THC2706230	0.638	-0.729	-0.661	-0.617	-0.684	Unknown
NRGN	43333	NRGN	0.638	-0.425	-0.238	-1.222	-0.202	neurogranin (protein kinase C substrate, RC3) (NRGN), mRNA [NM_006176]
GAS6	3320	GAS6	0.637	-0.025	-0.069	-1.354	-0.33	growth arrest-specific 6 (GAS6), mRNA [NM_000820]
ELMO1	29587	ELMO1	0.637	-0.694	-0.476	--	-1.047	engulfment and cell motility 1 (ELMO1), transcript variant 1, mRNA [NM_014800]
PNOC	4405	PNOC	0.637	-0.755	-1.197	-0.744	-1.044	prepronociceptin (PNOC), mRNA [NM_006228]
OR51B5	2307	OR51B5	0.636	-1.055	-1.125	-2.395	-1.587	olfactory receptor, family 51, subfamily B, member 5 (OR51B5), mRNA [NM_001005567]
ABCB1	35597	ABCB1	0.636	-0.299	-0.128	-0.11	-0.141	ATP-binding cassette, sub-family B (MDR/TAP), member 1 (ABCB1), mRNA [NM_000927]
CYP27A1	6812	CYP27A1	0.635	-0.469	-0.623	-1.989	-0.978	cytochrome P450, family 27, subfamily A, polypeptide 1 (CYP27A1), nuclear gene encoding mitochondrial protein, mRNA [NM_000784]
SERPINE1	40170	SERPINE1	0.635	-1.44	-0.922	-1.004	0.626	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 (SERPINE1), mRNA [NM_000602]
CDH4	12448	CDH4	0.634	0.062	-0.096	-0.825	-0.323	cadherin 4, type 1, R-cadherin (retinal) (CDH4), mRNA [NM_001794]
GBX2	24669	GBX2	0.634	-0.609	-0.138	-0.142	-0.477	gastrulation brain homeobox 2 (GBX2), mRNA [NM_001485]
NOS2	21614	NOS2A	0.633	0.17	0.444	0.842	0.279	nitric oxide synthase 2A (inducible, hepatocytes) (NOS2A), mRNA [NM_000625]
HSPA1A	1927	HSPA1A	0.633	-0.095	-0.323	-0.709	-0.22	heat shock 70kDa protein 1A (HSPA1A), mRNA [NM_005345]
OLFM1	27235	OLFM1	0.633	0.147	-0.6	-0.706	-0.32	olfactomedin 1 (OLFM1), transcript variant 2, mRNA [NM_006334]
NT5DC2	4586	NT5DC2	0.633	0.012	0.038	-0.591	-0.135	5-nucleotidase domain containing 2 (NT5DC2), mRNA [NM_022908]
FNDC3B	18993	FNDC3B	0.632	-0.352	-0.038	-0.191	0.347	Homo sapiens fibronectin type III domain containing 3B, mRNA (cDNA clone IMAGE:3882800), complete cds. [BC012204]
CXorf48	11646	CXorf48	0.632	-0.232	-0.181	-0.772	0.363	Homo sapiens cDNA FLJ41308 fis, clone BRAMY2042612. [AK123302]
MFSD3	17819	MFSD3	0.631	0.165	-0.178	-0.325	0.213	major facilitator superfamily domain containing 3 (MFSD3), mRNA [NM_138431]
MIR22HG	7970	C17orf91	0.63	-0.939	-0.417	0.536	-0.742	chromosome 17 open reading frame 91 (C17orf91), transcript variant 1, mRNA [NM_032895]
EMILIN2	38096	EMILIN2	0.63	-0.117	0.16	-0.978	-1.292	elastin microfibril interfacer 2 (EMILIN2), mRNA [NM_032048]
CGREF1	42931	CGREF1	0.63	0.255	-0.036	-0.478	-0.007	cell growth regulator with EF-hand domain 1 (CGREF1), mRNA [NM_006569]
	18017	A_32_P136477	0.63	-0.486	-0.369	-0.627	-0.586	Unknown
POU5F1P3	26017	POU5F1P3	0.629	-0.785	-0.505	-2.621	-1.099	Homo sapiens POU 5 domain protein (POU5FLC12) mRNA, complete cds. [AF268617]
NBL1	44060	NBL1	0.629	-0.319	-0.221	-0.568	-0.239	neuroblastoma, suppression of tumorigenicity 1 (NBL1), transcript variant 1, mRNA [NM_182744]
	24770	CA945082	0.629	-0.266	-0.099	0.016	-0.963	UI-CF-FN0-aft-k-11-0-UI.s1 UI-CF-FN0 Homo sapiens cDNA clone UI-CF-FN0-aft-k-11-0-UI 3, mRNA sequence [CA945082]
BARX1	17471	BARX1	0.629	-0.351	-0.008	-0.733	-0.429	BARX homeobox 1 (BARX1), mRNA [NM_021570]
	33399	A_23_P28927	0.629	-0.532	-0.619	-1.557	-1.235	Unknown
	44039	THC2541781	0.629	-0.527	-0.755	-0.688	-0.689	AI299143 qm96e11.x1 NCI_CGAP_Lu5 Homo sapiens cDNA clone IMAGE:1896620 3 similar to contains Alu repetitive element;contains element LOR1 repetitive element ;, mRNA sequence [AI299143]
TMPRSS4	9608	TMPRSS4	0.628	-0.572	-0.671	-1.141	-0.965	transmembrane protease, serine 4 (TMPRSS4), transcript variant 1, mRNA [NM_019894]
	34856	A_24_P41890	0.628	0.192	-0.049	-0.249	0.251	Unknown
S100A11	32976	S100A11	0.628	-0.327	-0.262	-0.38	-0.706	S100 calcium binding protein A11 (S100A11), mRNA [NM_005620]
PACSIN3	18100	PACSIN3	0.627	0.285	0.187	-0.653	-0.163	protein kinase C and casein kinase substrate in neurons 3 (PACSIN3), mRNA [NM_016223]
PROCR	27596	PROCR	0.627	0.012	0.25	-0.409	0.04	protein C receptor, endothelial (EPCR) (PROCR), mRNA [NM_006404]
	1365	A_24_P152793	0.627	0.17	0.048	-0.488	0.098	Unknown
MASP1	25941	MASP1	0.626	1.311	-0.353	--	0.69	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor) (MASP1), transcript variant 2, mRNA [NM_139125]
FOSL2	42752	FOSL2	0.625	-0.439	-0.348	-0.457	-0.233	FOS-like antigen 2 (FOSL2), mRNA [NM_005253]
ABCB1	35207	ABCB1	0.625	-0.277	0.012	-0.112	-0.175	ATP-binding cassette, sub-family B (MDR/TAP), member 1 (ABCB1), mRNA [NM_000927]
KRTAP1-5	2751	KRTAP1-5	0.625	-2.253	-1.599	-2.372	-1.397	keratin associated protein 1-5 (KRTAP1-5), mRNA [NM_031957]
INPP4B	28777	INPP4B	0.625	0.154	0.049	-0.242	0.2	inositol polyphosphate-4-phosphatase, type II, 105kDa (INPP4B), transcript variant 1, mRNA [NM_003866]
RGS4	18864	RGS4	0.625	0.298	-0.047	-0.027	0.695	regulator of G-protein signaling 4 (RGS4), transcript variant 2, mRNA [NM_005613]
IER3	36964	IER3	0.625	-0.102	-0.128	-0.251	-0.51	immediate early response 3 (IER3), mRNA [NM_003897]
NEIL2	6714	NEIL2	0.624	-0.125	0.111	0.174	0.662	nei like 2 (E. coli) (NEIL2), mRNA [NM_145043]
ABCC6	30323	ABCC6	0.624	-0.527	-0.754	-0.926	-0.529	ATP-binding cassette, sub-family C (CFTR/MRP), member 6 (ABCC6), transcript variant 1, mRNA [NM_001171]
ACSM2B	27021	ACSM2B	0.624	-0.572	-0.751	-1.193	-1.29	acyl-CoA synthetase medium-chain family member 2B (ACSM2B), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_182617]
KLRK1	29130	KLRK1	0.623	-0.407	-0.755	-0.321	-0.513	killer cell lectin-like receptor subfamily K, member 1 (KLRK1), mRNA [NM_007360]
	35013	A_24_P178167	0.623	-0.191	-0.096	-0.748	-0.644	Unknown
LINC00281	29532	DKFZP434B061	0.623	-0.787	-0.453	-0.208	-1.019	Homo sapiens mRNA; cDNA DKFZp434B061 (from clone DKFZp434B061); partial cds. [AL117481]
RGAG1	29800	RGAG1	0.623	--	-0.45	-0.998	--	retrotransposon gag domain containing 1 (RGAG1), mRNA [NM_020769]
	27407	T68867	0.623	-0.405	-0.542	-0.706	-0.197	T68867 yc30e06.s1 Stratagene liver (#937224) Homo sapiens cDNA clone IMAGE:82210 3 similar to gb:X69654 40S RIBOSOMAL PROTEIN S26 (HUMAN);contains PTR7 repetitive element ;, mRNA sequence [T68867]
PDLIM7	40943	PDLIM7	0.623	-0.353	-0.124	-0.686	-0.663	PDZ and LIM domain 7 (enigma) (PDLIM7), transcript variant 1, mRNA [NM_005451]
BSND	28550	BSND	0.622	-0.904	-0.903	-1.663	-1.528	Bartter syndrome, infantile, with sensorineural deafness (Barttin) (BSND), mRNA [NM_057176]
	20146	AK022045	0.622	-0.556	-0.155	-0.311	-0.49	Homo sapiens cDNA FLJ11983 fis, clone HEMBB1001337. [AK022045]
RHBDL3	37926	RHBDL3	0.622	-0.104	-0.121	-1.025	-0.282	rhomboid, veinlet-like 3 (Drosophila) (RHBDL3), mRNA [NM_138328]
SERINC2	26395	SERINC2	0.622	0.031	-0.138	-1.044	0.173	serine incorporator 2 (SERINC2), mRNA [NM_178865]
HSPA1L	30899	HSPA1L	0.621	0.107	-0.75	--	0.098	heat shock 70kDa protein 1-like (HSPA1L), mRNA [NM_005527]
BTBD16	29733	BTBD16	0.621	0.06	-0.644	-1.095	-0.088	BTB (POZ) domain containing 16 (BTBD16), mRNA [NM_144587]
CD44	10285	CD44	0.621	-0.823	0.291	-1.316	-1.038	CD44 molecule (Indian blood group) (CD44), transcript variant 1, mRNA [NM_000610]
ETV1	24886	ETV1	0.62	-0.402	0.039	-0.155	-0.326	ets variant gene 1 (ETV1), mRNA [NM_004956]
FUOM	3540	C10orf125	0.62	-0.311	-0.051	-1.346	-0.014	chromosome 10 open reading frame 125 (C10orf125), transcript variant 2, mRNA [NM_198472]
CHST9	5100	CHST9	0.62	-0.012	-0.165	-0.782	0.238	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9 (CHST9), mRNA [NM_031422]
	15379	AW993939	0.62	-0.176	-0.066	-1.619	0.243	AW993939 RC1-BN0035-130400-013-b06 BN0035 Homo sapiens cDNA, mRNA sequence [AW993939]
ENC1	45165	ENC1	0.619	-0.1	0.329	-0.399	-0.392	ectodermal-neural cortex (with BTB-like domain) (ENC1), mRNA [NM_003633]
EPHB3	23055	EPHB3	0.618	-0.216	0.024	-0.448	-0.242	EPH receptor B3 (EPHB3), mRNA [NM_004443]
HMCN1	10995	HMCN1	0.618	-0.657	-0.343	-0.663	-0.718	hemicentin 1 (HMCN1), mRNA [NM_031935]
ADAMTSL4	1759	ADAMTSL4	0.618	-0.871	-0.402	-0.609	-1.506	Homo sapiens cDNA FLJ13544 fis, clone PLACE1006815. [AK023606]
AKT1	4099	AKT1	0.618	-0.312	-0.563	-0.6	-0.272	v-akt murine thymoma viral oncogene homolog 1 (AKT1), transcript variant 1, mRNA [NM_005163]
	24897	KIAA1804	0.617	-0.474	-0.217	-0.312	-0.319	mixed lineage kinase 4 (KIAA1804), mRNA [NM_032435]
KLB	40504	KLB	0.617	-0.742	-0.496	-0.849	-2.149	Homo sapiens klotho beta, mRNA (cDNA clone IMAGE:4824602), partial cds. [BC033021]
SLC6A4	1425	SLC6A4	0.617	-2.395	-2.081	-1.13	-1.598	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4 (SLC6A4), mRNA [NM_001045]
RUNX2	34141	RUNX2	0.617	-0.556	0.063	0.147	-0.893	runt-related transcription factor 2 (RUNX2), transcript variant 3, mRNA [NM_004348]
	11431	AK124166	0.616	-0.539	-0.879	-1.27	-0.963	Homo sapiens cDNA FLJ42172 fis, clone THYMU2029676. [AK124166]
PLEKHN1	10327	PLEKHN1	0.616	0.001	-0.155	-0.321	-0.303	pleckstrin homology domain containing, family N member 1 (PLEKHN1), mRNA [NM_032129]
JAM2	36422	JAM2	0.616	-0.221	0.131	-0.656	-1.239	Junctional adhesion molecule B precursor (JAM-B) (Junctional adhesion molecule 2) (Vascular endothelial junction-associated molecule) (VE- JAM) (CD322 antigen). [Source:Uniprot/SWISSPROT;Acc:P57087] [ENST00000400535]
	44864	BU685299	0.616	-1.202	-0.855	-1.141	-0.097	UI-CF-DU1-aav-k-21-0-UI.s2 UI-CF-DU1 Homo sapiens cDNA clone UI-CF-DU1-aav-k-21-0-UI 3, mRNA sequence [BU685299]
LRRN1	16060	LRRN1	0.616	-0.447	0.795	-0.68	-0.533	leucine rich repeat neuronal 1 (LRRN1), mRNA [NM_020873]
YARS	146	YARS	0.616	0.006	-0.086	-0.315	-0.218	tyrosyl-tRNA synthetase (YARS), mRNA [NM_003680]
	22944	LOC149703	0.616	-0.413	-1.205	-1.644	-1.456	Homo sapiens cDNA FLJ31221 fis, clone KIDNE2004279. [AK055783]
GABBR2	41493	GABBR2	0.615	0.246	0.092	-0.572	-0.155	gamma-aminobutyric acid (GABA) B receptor, 2 (GABBR2), mRNA [NM_005458]
ACTB	23307	ACTB	0.615	-0.33	-0.264	-0.897	-0.433	actin, beta (ACTB), mRNA [NM_001101]
P4HTM	26811	PH-4	0.615	-0.166	-0.448	-0.821	-0.484	hypoxia-inducible factor prolyl 4-hydroxylase (PH-4), transcript variant 3, mRNA [NM_177938]
LRP1	12213	LRP1	0.614	-0.678	-0.656	-0.714	-0.257	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor) (LRP1), mRNA [NM_002332]
	26547	XR_018209	0.614	-0.159	-0.09	0.176	-0.048	PREDICTED: Homo sapiens similar to DnaJ homolog subfamily A member 1 (Heat shock 40 kDa protein 4) (DnaJ protein homolog 2) (HSJ-2) (HSDJ) (LOC647907), mRNA [XR_018209]
	4004	BC031250	0.614	-0.928	-0.778	-1.386	-1.384	Homo sapiens cDNA clone IMAGE:5268928. [BC031250]
USF1	11971	USF1	0.613	-0.54	-0.587	-0.726	-0.603	upstream transcription factor 1 (USF1), transcript variant 1, mRNA [NM_007122]
EMG1	10396	EMG1	0.613	0.096	0.073	0.221	0.014	EMG1 nucleolar protein homolog (S. cerevisiae) (EMG1), mRNA [NM_006331]
HENMT1	8728	C1orf59	0.613	-0.899	-1.283	-0.706	-1.713	chromosome 1 open reading frame 59 (C1orf59), transcript variant 1, mRNA [NM_144584]
	32977	BX114900	0.613	-0.331	-0.415	-0.134	-0.776	BX114900 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGp998L191010, mRNA sequence [BX114900]
	38830	THC2719959	0.612	-0.725	-0.66	-0.448	-1.183	Unknown
	12465	ENST00000272831	0.612	-0.353	-0.468	-0.545	-0.918	CDNA FLJ39660 fis, clone SMINT2006801. [Source:Uniprot/SPTREMBL;Acc:Q8N8C6] [ENST00000272831]
HP	26034	HP	0.612	0.053	-0.293	-1.042	-0.334	haptoglobin (HP), mRNA [NM_005143]
	39337	AK021463	0.612	-1.277	-0.876	-1.626	-1.457	Homo sapiens cDNA FLJ11401 fis, clone HEMBA1000702. [AK021463]
ACOT11	17261	ACOT11	0.612	0.399	0.092	-0.062	-0.102	acyl-CoA thioesterase 11 (ACOT11), transcript variant 2, mRNA [NM_147161]
GPRC5A	19335	GPRC5A	0.612	-0.334	-0.328	-0.441	-0.489	G protein-coupled receptor, family C, group 5, member A (GPRC5A), mRNA [NM_003979]
KIFC3	19289	KIFC3	0.611	-0.149	0.014	-0.692	-0.211	kinesin family member C3 (KIFC3), mRNA [NM_005550]
BCKDK	17920	BCKDK	0.611	0.078	-0.051	-0.839	-0.023	branched chain ketoacid dehydrogenase kinase (BCKDK), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_005881]
NOS2	13368	NOS2A	0.611	0.383	0.526	1.112	0.431	nitric oxide synthase 2A (inducible, hepatocytes) (NOS2A), mRNA [NM_000625]
PALMD	9775	PALMD	0.61	-0.44	-0.08	-0.335	0.126	palmdelphin (PALMD), mRNA [NM_017734]
ROR2	8289	ROR2	0.61	-0.041	-0.216	-0.059	-0.972	receptor tyrosine kinase-like orphan receptor 2 (ROR2), mRNA [NM_004560]
CXCR4	16204	CXCR4	0.609	-0.36	0.076	-0.363	-0.439	chemokine (C-X-C motif) receptor 4 (CXCR4), transcript variant 1, mRNA [NM_001008540]
CTSG	15038	CTSG	0.609	-0.432	-0.768	-0.782	-1.11	cathepsin G (CTSG), mRNA [NM_001911]
	2710	THC2625884	0.609	-0.359	-0.266	-0.322	-0.865	Unknown
	25111	ENST00000367716	0.608	-0.209	-0.613	0.107	-0.311	CDNA FLJ26950 fis, clone RCT08544. [Source:Uniprot/SPTREMBL;Acc:Q6ZNX2] [ENST00000367716]
