Fold Change	Transcript Cluster ID	q-value (%)	Gene Symbol	Description	Entrez Gene ID	Cytoband	SwissProt ID
0.34	2485433	0	AFTPH	aftiphilin	54812	2p14	Q6ULP2
0.34	2520138	0	MFSD6	major facilitator superfamily domain containing 6	54842	2q32.2	Q6ZSS7
0.34	3214749	0	NOL8	nucleolar protein 8	55035	9q22.31	Q76FK4
0.34	3476130	0	SBNO1	strawberry notch homolog 1 (Drosophila)	55206	12q24.31	A3KN83
0.34	3732885	0	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	5573	17q24.2	P10644
0.34	2624291	0	PRKCD	protein kinase C, delta	5580	3p21.1	Q05655
0.34	2492064	0	KDM3A	lysine (K)-specific demethylase 3A	55818	2p11.2	Q9Y4C1
0.34	2482683	0	RPL23AP32	ribosomal protein L23a pseudogene 32	56969	2p16.2	Q53RC5
0.34	3820612	0	SLC44A2	solute carrier family 44, member 2	57153	19p13.2	Q8IWA5
0.34	3716048	0	TAOK1	TAO kinase 1	57551	17q11.2	Q7L7X3
0.34	3791168	0	KIAA1468	KIAA1468	57614	18q21.33	Q9P260
0.34	2724235	0	WDR19	WD repeat domain 19	57728	4p14	Q8NEZ3
0.34	2347502	0	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	5825	1p21.3	P28288
0.34	2410330	0	GPBP1L1	GC-rich promoter binding protein 1-like 1	60313	1p34.1	Q9HC44
0.34	2753994	0	C4orf41	chromosome 4 open reading frame 41	60684	4q35.1	Q7Z392
0.34	2394558	0	RPL22	ribosomal protein L22	6146	1p36.31	P35268
0.34	3978169	0	TSPYL2	TSPY-like 2	64061	Xp11.22	Q9H2G4
0.34	2672857	0	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	6599	3p21.31	Q92922
0.34	3715703	0	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	6830	17q11.2	Q7KZ85
0.34	2926447	0	TCF21	transcription factor 21	6943	6q23.2	O43680
0.34	2558511	0	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	7072	2p14	P31483
0.34	3933039	0	TMPRSS2	transmembrane protease, serine 2	7113	21q22.3	O15393
0.34	2475407	0	CLIP4	CAP-GLY domain containing linker protein family, member 4	79745	2p23.2	Q8N3C7
0.34	3305198	0	C10orf79	chromosome 10 open reading frame 79	80217	10q25.1	Q8NDM7
0.34	2697490	0	CEP70	centrosomal protein 70kDa	80321	3q22.3	Q8NHQ1
0.34	2879105	0	SPRY4	sprouty homolog 4 (Drosophila)	81848	5q31.3	Q9C004
0.34	4009238	0	SMC1A	structural maintenance of chromosomes 1A	8243	Xp11.22	Q14683
0.34	3882854	0	ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	83737	20q11.22	Q96J02
0.34	3173673	0	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	8395	9q21.11	O14986
0.34	2945882	0	CMAH	cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase) pseudogene	8418	6p22.2	Q9Y471
0.34	3579205	0	SETD3	SET domain containing 3	84193	14q32.2	Q86TU7
0.34	2713664	0	IQCG	IQ motif containing G	84223	3q29	Q9H095
0.34	2508520	0	KYNU	kynureninase (L-kynurenine hydrolase)	8942	2q22.2	Q16719
0.34	2807359	0	OSMR	oncostatin M receptor	9180	5p13.1	Q99650
0.34	3409006	0	MED21	mediator complex subunit 21	9412	12p11.23	Q13503
0.34	2935475	0	QKI	quaking homolog, KH domain RNA binding (mouse)	9444	6q26	Q96PU8
0.34	3573152	0	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	9517	14q24.3	O15270
0.34	2931569	0	AKAP12	A kinase (PRKA) anchor protein 12	9590	6q25.1	Q02952
0.34	2404254	0	PUM1	pumilio homolog 1 (Drosophila)	9698	1p35.2	Q14671
0.34	3960782	0	JOSD1	Josephin domain containing 1	9929	22q13.1	Q15040
0.34	3765689	0	MED13	mediator complex subunit 13	9969	17q23.2	Q9UHV7
0.34	3906007	0	PRO0628	PRO0628 protein	na	20q12	na
0.34	3626555	0.1	HSP90AB4P	heat shock protein 90kDa alpha (cytosolic), class B member 4 (pseudogene)	102	15q22.1	O14672
0.34	2766492	0.1	C4orf34	chromosome 4 open reading frame 34	201895	4p14	Q96QK8
0.34	3513096	0.1	ESD	esterase D/formylglutathione hydrolase	2098	13q14.2	P10768
0.34	3379708	0.1	MRPL21	mitochondrial ribosomal protein L21	219927	11q13.2	Q7Z2W9
0.34	2790652	0.1	FGG	fibrinogen gamma chain	2266	4q32.1	P02679
0.34	2774565	0.1	CNOT6L	CCR4-NOT transcription complex, subunit 6-like	246175	4q21.1	Q96LI5
0.34	2331178	0.1	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	4725	1p34.3	O43920
0.34	2363424	0.1	UFC1	ubiquitin-fold modifier conjugating enzyme 1	51506	1q23.3	Q9Y3C8
0.34	3538324	0.1	C14orf100	chromosome 14 open reading frame 100	51528	14q23.1	Q9P055
0.34	3744039	0.1	TRAPPC1	trafficking protein particle complex 1	58485	17p13.1	Q9Y5R8
0.34	2651782	0.1	SEC62	SEC62 homolog (S. cerevisiae)	7095	3q26.2	Q99442
0.34	3512527	0.1	SNORA31	small nucleolar RNA, H/ACA box 31	7178	13q14.12	P13693
0.34	2838042	0.1	TTC1	tetratricopeptide repeat domain 1	7265	5q33.3	Q99614
0.34	3974708	0.1	USP9X	ubiquitin specific peptidase 9, X-linked	8239	Xp11.4	Q93008
0.34	3389353	0.1	CARD17	caspase recruitment domain family, member 17	834	11q22.3	P29466
0.34	3389273	0.1	CASP4	caspase 4, apoptosis-related cysteine peptidase	837	11q22.3	P49662
0.34	2328808	0.1	EIF3I	eukaryotic translation initiation factor 3, subunit I	8668	1p35.1	Q13347
0.34	3551303	0.1	CCNK	cyclin K	8812	14q32.2	O75909
0.34	3518169	0.3	COMMD6	COMM domain containing 6	170622	13q22.2	Q7Z4G1
0.34	2402068	0.3	SYF2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	25949	1p36.11	O95926
0.34	3462843	0.3	NAP1L1	nucleosome assembly protein 1-like 1	4673	12q21.2	P55209
0.34	3058156	0.3	TMEM60	transmembrane protein 60	85025	7q11.23	Q9H2L4
0.34	2435989	0.5	S100A8	S100 calcium binding protein A8	6279	1q21.3	P05109
0.34	3332298	0.9	MS4A4A	membrane-spanning 4-domains, subfamily A, member 4	51338	11q12.2	Q96JQ5
0.35	3699508	0	CFDP1	craniofacial development protein 1	10428	16q23.1	Q9UEE9
0.35	2868523	0	CHD1	chromodomain helicase DNA binding protein 1	1105	5q21.1	O14646
0.35	3850331	0	CDC37	cell division cycle 37 homolog (S. cerevisiae)	11140	19p13.2	Q16543
0.35	3421762	0	RAB3IP	RAB3A interacting protein (rabin3)	117177	12q15	Q96QF0
0.35	4027769	0	TWF1	twinfilin, actin-binding protein, homolog 1 (Drosophila)	1193	Xq28	O15247
0.35	3445768	0	ERP27	endoplasmic reticulum protein 27	121506	12p12.3	Q96DN0
0.35	3274361	0	KLF6	Kruppel-like factor 6	1316	10p15.2 / 10p15.1	Q99612
0.35	2845274	0	CCDC127	coiled-coil domain containing 127	133957	5p15.33	Q96BQ5
0.35	3366903	0	MUC15	mucin 15, cell surface associated	143662	11p14.2	Q8N387
0.35	3389745	0	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)	143884	11q22.3	Q2TBE0
0.35	2826064	0	SRFBP1	serum response factor binding protein 1	153443	5q23.1	Q8NEF9
0.35	2713192	0	DLG1	discs, large homolog 1 (Drosophila)	1739	3q29	Q12959
0.35	2349129	0	S1PR1	sphingosine-1-phosphate receptor 1	1901	1p21.2	P21453
0.35	3551485	0	EML1	echinoderm microtubule associated protein like 1	2009	14q32.2	O00423
0.35	3758078	0	EZH1	enhancer of zeste homolog 1 (Drosophila)	2145	17q21.31	Q92800
0.35	3061456	0	SAMD9L	sterile alpha motif domain containing 9-like	219285	7q21.2 / 7q21.3	Q8IVG5
0.35	2325002	0	KDM1	lysine (K)-specific demethylase 1	23028	1p36.12	O60341
0.35	3181193	0	TDRD7	tudor domain containing 7	23424	9q22.33	Q8NHU6
0.35	3534923	0	KLHDC2	kelch domain containing 2	23588	14q22.1	Q9Y2U9
0.35	3188299	0	RABGAP1	RAB GTPase activating protein 1	23637	9q33.2	Q9Y3P9
0.35	2854241	0	RICTOR	rapamycin-insensitive companion of mTOR	253260	5p13.1	Q6R327
0.35	3444476	0	TAS2R20	taste receptor, type 2, member 20	259295	12p13.2	P59543
0.35	2325593	0	CLIC4	chloride intracellular channel 4	25932	1p36.11	Q9Y696
0.35	2532510	0	GIGYF2	GRB10 interacting GYF protein 2	26058	2q37.1	Q6Y7W6
0.35	2684187	0	GBE1	glucan (1,4-alpha-), branching enzyme 1	2632	3p12.3 / 3p12.2	Q04446
0.35	3175119	0	OSTF1	osteoclast stimulating factor 1	26578	9q21.13	Q92882
0.35	4022447	0	GPC3	glypican 3	2719	Xq26.2	P51654
0.35	2968652	0	SESN1	sestrin 1	27244	6q21	Q9Y6P5
0.35	3557947	0	CHMP4A	chromatin modifying protein 4A	29082	14q12	Q9BY43
0.35	3125775	0	CNOT7	CCR4-NOT transcription complex, subunit 7	29883	8p22	Q9UIV1
0.35	2609414	0	LOH3CR2A	loss of heterozygosity, 3, chromosomal region 2, gene A	29931	3p26.1	Q9Y6C7
0.35	2530599	0	AGFG1	ArfGAP with FG repeats 1	3267	2q36.3	P52594
0.35	3895075	0	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	3420	20p13	O43837
0.35	2769810	0	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	3791	4q12	P35968
0.35	2690012	0	LSAMP	limbic system-associated membrane protein	4045	3q13.31	Q13449
0.35	3382216	0	ARRB1	arrestin, beta 1	408	11q13.4	P49407
0.35	2648141	0	MBNL1	muscleblind-like (Drosophila)	4154	3q25.1 / 3q25.2	Q9NR56
0.35	3621692	0	MFAP1	microfibrillar-associated protein 1	4236	15q15.3	P55081
0.35	3942954	0	DRG1	developmentally regulated GTP binding protein 1	4733	22q12.2	Q9Y295
0.35	3166880	0	NFX1	nuclear transcription factor, X-box binding 1	4799	9p13.3	Q12986
0.35	3564071	0	NIN	ninein (GSK3B interacting protein)	51199	14q22.1	Q8N4C6
0.35	3371339	0	PHF21A	PHD finger protein 21A	51317	11p11.2	Q96BD5
0.35	2649532	0	RSRC1	arginine/serine-rich coiled-coil 1	51319	3q25.32	Q96IZ7
0.35	3240340	0	WAC	WW domain containing adaptor with coiled-coil	51322	10p11.23	Q9BTA9
0.35	2868131	0	ERAP1	endoplasmic reticulum aminopeptidase 1	51752	5q15	Q9NZ08
0.35	3393479	0	FXYD6	FXYD domain containing ion transport regulator 6	53826	11q23.3	Q9H0Q3
0.35	3932148	0	BRWD1	bromodomain and WD repeat domain containing 1	54014	21q22.2	Q9NSI6
0.35	3533435	0	PNN	pinin, desmosome associated protein	5411	14q21.1	Q9H307
0.35	2710474	0	LEPREL1	leprecan-like 1	55214	3q28	Q8IVL5
0.35	3367183	0	LIN7C	lin-7 homolog C (C. elegans)	55327	11p14.1	Q9NUP9
0.35	2643157	0	CDV3	CDV3 homolog (mouse)	55573	3q22.1	Q9UKY7
0.35	3898796	0	KIF16B	kinesin family member 16B	55614	20p12.1	Q96L93
0.35	3160735	0	CDC37L1	cell division cycle 37 homolog (S. cerevisiae)-like 1	55664	9p24.1	Q7L3B6
0.35	3888474	0	RNF114	ring finger protein 114	55905	20q13.13	Q9Y508
0.35	3986514	0	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	5631	Xq22.3	P60891
0.35	3017206	0	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	5701	7q22.1	P35998
0.35	3917305	0	BACH1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	571	21q21.3	O14867
0.35	2556302	0	PELI1	pellino homolog 1 (Drosophila)	57162	2p14	Q96FA3
0.35	3156307	0	PTK2	PTK2 protein tyrosine kinase 2	5747	8q24.3	Q05397
0.35	3419641	0	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	57522	12q14.2	Q7Z6B7
0.35	2503200	0	RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	5899	2q14.2	P11234
0.35	4028512	0	RPS4Y1	ribosomal protein S4, Y-linked 1	6192	Yp11.31	P22090
0.35	2665199	0	SATB1	SATB homeobox 1	6304	3p24.3	Q01826
0.35	2870964	0	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	64097	5q22.1 / 5q22.2	Q9HCS5
0.35	3438417	0	SFRS8	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	6433	12q24.33	Q12872
0.35	3541073	0	MPP5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	64398	14q23.3	Q8N3R9
0.35	3414186	0	TMBIM6	transmembrane BAX inhibitor motif containing 6	7009	12q13.12 / 12q13.13	P55061
0.35	2754937	0	TLR3	toll-like receptor 3	7098	4q35.1	O15455
0.35	3074640	0	LUZP6	leucine zipper protein 6	767558	7q33	Q538Z0
0.35	2808290	0	ZNF131	zinc finger protein 131	7690	5p12	P52739
0.35	2423017	0	EVI5	ecotropic viral integration site 5	7813	1p22.1	O60447
0.35	3887635	0	NCOA3	nuclear receptor coactivator 3	8202	20q13.12	Q9Y6Q9
0.35	2741901	0	KIAA1109	KIAA1109	84162	4q27	Q2LD37
0.35	3571347	0	NUMB	numb homolog (Drosophila)	8650	14q24.2 / 14q24.3	P49757
0.35	2730746	0	SLC4A4	solute carrier family 4, sodium bicarbonate cotransporter, member 4	8671	4q13.3	Q9Y6R1
0.35	3191589	0	FUBP3	far upstream element (FUSE) binding protein 3	8939	9q34.11 / 9q34.12	Q96I24
0.35	2507209	0	CCNT2	cyclin T2	905	2q21.3	O60583
0.35	3269694	0	FANK1	fibronectin type III and ankyrin repeat domains 1	92565	10q26.2	Q8TC84
0.35	3882413	0	C20orf114	chromosome 20 open reading frame 114	92747	20q11.21	Q8TDL5
0.35	2495881	0	EIF5B	eukaryotic translation initiation factor 5B	9669	2q11.2	O60841
0.35	2883609	0	CLINT1	clathrin interactor 1	9685	5q33.3	Q14677
0.35	2920962	0	FIG4	FIG4 homolog (S. cerevisiae)	9896	6q21	Q92562
0.35	2360083	0	UBAP2L	ubiquitin associated protein 2-like	9898	1q21.3	Q14157
0.35	3929821	0	DONSON	downstream neighbor of SON	9946	21q22.11	O95825
0.35	3974556	0.1	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2	10159	Xp11.4	O75787
0.35	3690084	0.1	DNAJA2	DnaJ (Hsp40) homolog, subfamily A, member 2	10294	16q12.1	O60884
0.35	3318443	0.1	TRIM22	tripartite motif-containing 22	10346	11p15.4	Q8IYM9
0.35	3730240	0.1	TLK2	tousled-like kinase 2	11011	17q23.2	Q86UE8
0.35	3686080	0.1	NSMCE1	non-SMC element 1 homolog (S. cerevisiae)	197370	16p12.1	Q8WV22
0.35	2778980	0.1	EIF4E	eukaryotic translation initiation factor 4E	1977	4q23	P06730
0.35	2350840	0.1	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	2773	1p13.3	P08754
0.35	3114878	0.1	NSMCE2	non-SMC element 2, MMS21 homolog (S. cerevisiae)	286053	8q24.13	Q96MF7
0.35	2580802	0.1	RND3	Rho family GTPase 3	390	2q23.3	P61587
0.35	3431483	0.1	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	488	12q24.11	P16615
0.35	3945056	0.1	EIF3L	eukaryotic translation initiation factor 3, subunit L	51386	22q13.1	Q9Y262
0.35	3351775	0.1	TRAPPC4	trafficking protein particle complex 4	51399	11q23.3	Q9Y296
0.35	3415915	0.1	PFDN5	prefoldin subunit 5	5204	12q13.13	Q99471
0.35	2812435	0.1	ERBB2IP	erbb2 interacting protein	55914	5q12.3	Q96RT1
0.35	2491336	0.1	KCMF1	potassium channel modulatory factor 1	56888	2p11.2	Q9P0J7
0.35	3728037	0.1	SCPEP1	serine carboxypeptidase 1	59342	17q22	Q9HB40
0.35	2712632	0.1	TFRC	transferrin receptor (p90, CD71)	7037	3q29	P02786
0.35	3886639	0.1	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	7529	20q13.12	P31946
0.35	3468103	0.1	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	79158	12q23.2	Q3T906
0.35	2679796	0.1	THOC7	THO complex 7 homolog (Drosophila)	80145	3p14.1	Q6I9Y2
0.35	3985665	0.1	TCEAL1	transcription elongation factor A (SII)-like 1	9338	Xq22.2	Q15170
0.35	3017123	0.1	PMPCB	peptidase (mitochondrial processing) beta	9512	7q22.1	O75439
0.35	2663083	0.3	C3orf31	chromosome 3 open reading frame 31	132001	3p25.2	Q96BW9
0.35	3240095	0.3	RAB18	RAB18, member RAS oncogene family	22931	10p12.1	Q9NP72
0.35	3982811	0.3	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	6451	Xq21.1	O75368
0.35	3701384	0.5	CENPN	centromere protein N	56942	16q23.2	Q9NRP2
0.36	3944046	0	HMGXB4	HMG box domain containing 4	10042	22q12.3	Q9UGU5
0.36	3759335	0	GJC1	gap junction protein, gamma 1, 45kDa	10052	17q21.31	P36383
0.36	3519309	0	SPRY2	sprouty homolog 2 (Drosophila)	10253	13q31.1	O43597
0.36	3602873	0	HMG20A	high-mobility group 20A	10363	15q24.3	Q9NP66
0.36	3924041	0	ADARB1	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)	104	21q22.3	P78563
0.36	3139722	0	NCOA2	nuclear receptor coactivator 2	10499	8q13.3	Q15596
0.36	3666779	0	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	10725	16q22.1	O94916
0.36	2388525	0	SDCCAG8	serologically defined colon cancer antigen 8	10806	1q43 / 1q44	Q86SQ7
0.36	3572461	0	C14orf1	chromosome 14 open reading frame 1	11161	14q24.3	Q9UKR5
0.36	4011008	0	VSIG4	V-set and immunoglobulin domain containing 4	11326	Xq12	Q9Y279
0.36	3624362	0	LEO1	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	123169	15q21.2	Q8WVC0
0.36	2835006	0	GRPEL2	GrpE-like 2, mitochondrial (E. coli)	134266	5q33.1	Q8TAA5
0.36	3589141	0	SPRED1	sprouty-related, EVH1 domain containing 1	161742	15q14	Q7Z699
0.36	2470654	0	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	1653	2p24.3	Q92499
0.36	3974838	0	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	1654	Xp11.4	O00571
0.36	3837731	0	EMP3	epithelial membrane protein 3	2014	19q13.32	P54852
0.36	2620685	0	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)	22908	3p21.31	Q9NTJ5
0.36	2705266	0	TNIK	TRAF2 and NCK interacting kinase	23043	3q26.2 / 3q26.31	Q9UKE5
0.36	3544678	0	TTLL5	tubulin tyrosine ligase-like family, member 5	23093	14q24.3	Q6EMB2
0.36	2907190	0	UBR2	ubiquitin protein ligase E3 component n-recognin 2	23304	6p21.1	Q8IWV8
0.36	3096428	0	FNTA	farnesyltransferase, CAAX box, alpha	2339	8p11.21	P49354
0.36	3645253	0	SRRM2	serine/arginine repetitive matrix 2	23524	16p13.3	Q9UQ35
0.36	3529156	0	NGDN	neuroguidin, EIF4E binding protein	25983	14q11.2	Q8NEJ9
0.36	3277662	0	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	26019	10p14	Q9HAU5
0.36	3754469	0	ACACA	acetyl-Coenzyme A carboxylase alpha	31	17q12	Q13085
0.36	2766893	0	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2	323	4p14 / 4p13	Q92870
0.36	3486096	0	FREM2	FRAS1 related extracellular matrix protein 2	341640	13q13.3	Q5SZK8
0.36	3593931	0	GLDN	gliomedin	342035	15q21.2	Q6ZMI3
0.36	3708306	0	DLG4	discs, large homolog 4 (Drosophila)	37	17p13.1	P49748
0.36	3998766	0	KAL1	Kallmann syndrome 1 sequence	3730	Xp22.31	P23352
0.36	2744734	0	MGST2	microsomal glutathione S-transferase 2	4258	4q31.1	Q99735
0.36	3143970	0	NBN	nibrin	4683	8q21.3	O60934
0.36	3166477	0	ACO1	aconitase 1, soluble	48	9p21.1	P21399
0.36	3074362	0	CNOT4	CCR4-NOT transcription complex, subunit 4	4850	7q33	O95628
0.36	2677723	0	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	50650	3p14.3	Q9NR81
0.36	2972759	0	HDDC2	HD domain containing 2	51020	6q22.31	Q7Z4H3
0.36	3061438	0	SAMD9	sterile alpha motif domain containing 9	54809	7q21.2	Q5K651
0.36	2320762	0	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	55187	1p36.22	Q5THJ4
0.36	3090922	0	PPP2R2A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform	5520	8p21.2	P63151
0.36	3040897	0	DNAH11	dynein, axonemal, heavy chain 11	55536	7p15.3	Q96GN5
0.36	3555461	0	OSGEP	O-sialoglycoprotein endopeptidase	55644	14q11.2	Q9NPF4
0.36	2316245	0	PRKCZ	protein kinase C, zeta	5590	1p36.33	Q05513
0.36	3896976	0	TMX4	thioredoxin-related transmembrane protein 4	56255	20p12.3	Q9H1E5
0.36	2634965	0	BBX	bobby sox homolog (Drosophila)	56987	3q13.12	Q8WY36
0.36	3428671	0	CHPT1	choline phosphotransferase 1	56994	12q23.2	Q8WUD6
0.36	2888243	0	KIAA1191	KIAA1191	57179	5q35.2	Q96A73
0.36	2928461	0	GPR126	G protein-coupled receptor 126	57211	6q24.1	Q86SQ4
0.36	2476219	0	BIRC6	baculoviral IAP repeat-containing 6	57448	2p22.3	Q9NR09
0.36	2340078	0	CACHD1	cache domain containing 1	57685	1p31.3	Q5VU97
0.36	3692928	0	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	583	16q13	Q9BXC9
0.36	2976417	0	PBOV1	prostate and breast cancer overexpressed 1	59351	6q23.3	Q9GZY1
0.36	3902489	0	BCL2L1	BCL2-like 1	598	20q11.21	Q07817
0.36	2427007	0	SORT1	sortilin 1	6272	1p13.3	Q99523
0.36	2336585	0	SCP2	sterol carrier protein 2	6342	1p32.3	P22307
0.36	3502710	0	TFDP1	transcription factor Dp-1	7027	13q34	Q14186
0.36	3614087	0	UBE3A	ubiquitin protein ligase E3A	7337	15q11.2 / 15q12	Q05086
0.36	3921391	0	WRB	tryptophan rich basic protein	7485	21q22.2	O00258
0.36	2552153	0	FBXO11	F-box protein 11	80204	2p16.3	Q86XK2
0.36	3621948	0	SPG11	spastic paraplegia 11 (autosomal recessive)	80208	15q15.3 / 15q21.1	Q96JI7
0.36	3290785	0	CCDC6	coiled-coil domain containing 6	8030	10q21.1 / 10q21.2	Q16204
0.36	3832643	0	ACTN4	actinin, alpha 4	81	19q13.2	O43707
0.36	2978026	0	FBXO30	F-box protein 30	84085	6q24.3	Q8TB52
0.36	2601544	0	CUL3	cullin 3	8452	2q36.2	Q13618
0.36	3320819	0	MICALCL	MICAL C-terminal like	84953	11p15.3	Q6ZW33
0.36	2473149	0	NCOA1	nuclear receptor coactivator 1	8648	2p23.3	Q15788
0.36	2419235	0	FUBP1	far upstream element (FUSE) binding protein 1	8880	1p31.1	Q96AE4
0.36	2681195	0	UBA3	ubiquitin-like modifier activating enzyme 3	9039	3p14.1	Q8TBC4
0.36	3996430	0	FAM50A	family with sequence similarity 50, member A	9130	Xq28	Q14320
0.36	2550959	0	PREPL	prolyl endopeptidase-like	9581	2p21	Q4J6C6
0.36	3210737	0	GNA14	guanine nucleotide binding protein (G protein), alpha 14	9630	9q21.13 / 9q21.2	O95837
0.36	3617757	0	AQR	aquarius homolog (mouse)	9716	15q14	O60306
0.36	2679864	0	PSMD6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	9861	3p14.1	Q15008
0.36	2501697	0.1	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	10096	2q14.1	P61158
0.36	3566304	0.1	EXOC5	exocyst complex component 5	10640	14q23.1	O00471
0.36	3550392	0.1	PAPOLA	poly(A) polymerase alpha	10914	14q32.2	P51003
0.36	3363923	0.1	COPB1	coatomer protein complex, subunit beta 1	1315	11p15.2	P53618
0.36	3892452	0.1	LSM14B	LSM14B, SCD6 homolog B (S. cerevisiae)	149986	20q13.33	Q9BX40
0.36	2656738	0.1	SNORA4	small nucleolar RNA, H/ACA box 4	1974	3q27.3	Q14240
0.36	2930592	0.1	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	23118	6q25.1	Q9NYJ8
0.36	3776193	0.1	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	23347	18p11.32	A6NHR9
0.36	2950329	0.1	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	3113	6p21.32	P20036
0.36	2976113	0.1	IFNGR1	interferon gamma receptor 1	3459	6q23.3	P15260
0.36	3448152	0.1	ITPR2	inositol 1,4,5-triphosphate receptor, type 2	3709	12p12.1 / 12p11.23	Q14571
0.36	3214451	0.1	NFIL3	nuclear factor, interleukin 3 regulated	4783	9q22.31	Q16649
0.36	2930863	0.1	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	5110	6q25.1	P22061
0.36	3088544	0.1	ATP6V1B2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	526	8p21.3	P21281
0.36	2413153	0.1	CPT2	carnitine palmitoyltransferase 2	54987	1p32.3	Q9NWV4
0.36	2406245	0.1	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	5690	1p34.3	P49721
0.36	2526980	0.1	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)	7520	2q35	P13010
0.36	3996755	0.1	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	79184	Xq28	P46736
0.36	2685034	0.1	CGGBP1	CGG triplet repeat binding protein 1	8545	3p11.2	Q9UFW8
0.36	2731831	0.1	USO1	USO1 homolog, vesicle docking protein (yeast)	8615	4q21.1	O60763
0.36	3498502	0.1	TM9SF2	transmembrane 9 superfamily member 2	9375	13q32.3	Q99805
0.36	2326463	0.3	CD52	CD52 molecule	1043	1p36.11	P31358
0.36	3561110	0.3	GARNL1	GTPase activating Rap/RanGAP domain-like 1	253959	14q13.2	Q6GYQ0
0.36	2436132	0.3	ILF2	interleukin enhancer binding factor 2, 45kDa	3608	1q21.3	Q12905
0.36	3662130	0.3	MT1L	metallothionein 1L (gene/pseudogene)	4500	16q13	Q93083
0.36	3203162	0.3	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	4712	9p21.1	O95139
0.36	3410384	0.3	C12orf35	chromosome 12 open reading frame 35	55196	12p11.21	Q9HCM1
0.36	3867223	0.3	RPL18	ribosomal protein L18	6141	19q13.33	Q07020
0.36	3750595	0.3	IFT20	intraflagellar transport 20 homolog (Chlamydomonas)	90410	17q11.2	Q8IY31
