Gene Symbol	Quies-Cycl	Quies-Diff	Cycl-Diff	Log2Fold Quies-Cycl	Log2Fold Quies-Diff	Log2Fold Cycl-Diff	Gene.Title
WDR46	0	-1	0	-1.146011894	-1.775000349	-0.628988455	WD repeat domain 46
RDBP	-1	-1	0	-1.265411632	-1.244004926	0.021406706	RD RNA binding protein
OSBPL2	0	-1	0	-0.377305064	-1.187297085	-0.809992021	oxysterol binding protein-like 2
DCTN5	0	-1	0	-0.931266385	-1.172843984	-0.241577599	dynactin 5 (p25)
ABCF2	-1	-1	0	-1.476678941	-1.715665279	-0.238986338	ATP-binding cassette, sub-family F (GCN20), member 2
SFN	0	-1	0	-1.257420045	-2.417457142	-1.160037098	stratifin
NR2F6	0	-1	0	-1.274818784	-1.768716807	-0.493898024	nuclear receptor subfamily 2, group F, member 6
CLN3	0	-1	0	-1.094213031	-1.608452464	-0.514239433	ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)
NSDHL	0	-1	0	-1.437086215	-2.054436519	-0.617350304	NAD(P) dependent steroid dehydrogenase-like
C3orf63	0	1	0	0.678847892	1.142626874	0.463778982	chromosome 3 open reading frame 63
NFIB	0	1	0	0.873358633	1.435779424	0.562420791	nuclear factor I/B
NFIB	0	1	0	0.71051535	1.333070302	0.622554952	nuclear factor I/B
TNFRSF10B	0	0	1	-0.198261459	1.171129997	1.369391456	tumor necrosis factor receptor superfamily, member 10b
ADCY3	-1	-1	0	-2.698332579	-2.626082414	0.072250165	adenylate cyclase 3
DCN	0	1	1	0.572664005	1.680668361	1.108004357	decorin
PI4K2A	0	-1	0	-1.430516074	-1.570453882	-0.139937808	phosphatidylinositol 4-kinase type 2 alpha
GPS2	0	-1	0	-0.928429838	-1.155053846	-0.226624008	G protein pathway suppressor 2
STXBP2	0	-1	0	-0.777700284	-1.690061968	-0.912361684	syntaxin binding protein 2
EPHX2	-1	-1	-1	-1.056228993	-2.394270899	-1.338041906	epoxide hydrolase 2, cytoplasmic
TUBB2A /// TUBB2B	0	-1	0	-1.42535089	-2.210631522	-0.785280632	tubulin, beta 2A /// tubulin, beta 2B
KIF2C	-1	-1	0	-2.288698601	-2.415356731	-0.12665813	kinesin family member 2C
GRB10	0	1	1	-0.048480882	1.831187272	1.879668154	growth factor receptor-bound protein 10
THOC5	-1	-1	0	-1.091645087	-1.232019929	-0.140374842	THO complex 5
SMTN	-1	-1	0	-1.141619923	-1.773071114	-0.631451191	smoothelin
SYNE1	0	1	0	0.440775832	1.092764655	0.651988823	spectrin repeat containing, nuclear envelope 1
WDR18	0	-1	0	-1.000120395	-1.762325939	-0.762205544	WD repeat domain 18
AURKB	-1	-1	0	-2.441102307	-3.000121677	-0.559019371	aurora kinase B
STRA13	0	-1	0	-0.904733617	-1.408816995	-0.504083378	stimulated by retinoic acid 13 homolog (mouse)
SMYD5	0	-1	0	-0.991095655	-1.204848102	-0.213752447	SMYD family member 5
HDGFRP3	0	1	0	0.454388203	1.033423967	0.579035764	hepatoma-derived growth factor, related protein 3
PPAP2C	-1	-1	0	-2.000625182	-3.020748188	-1.020123006	phosphatidic acid phosphatase type 2C
CACNB3	0	-1	0	-0.773813917	-1.313166616	-0.5393527	calcium channel, voltage-dependent, beta 3 subunit
GSTZ1	0	-1	0	-0.449991674	-1.106090959	-0.656099285	glutathione transferase zeta 1 (maleylacetoacetate isomerase)
EHD4	0	-1	0	-1.241669456	-1.476826131	-0.235156675	EH-domain containing 4
HIP1R /// LOC728014	0	-1	0	-1.022250556	-1.753552565	-0.731302009	huntingtin interacting protein 1 related /// similar to huntingtin interacting protein 1 related
D4S234E	0	-1	-1	-0.197120149	-1.236376648	-1.039256499	DNA segment on chromosome 4 (unique) 234 expressed sequence
IL10RB	-1	0	0	-1.137149761	-0.858726997	0.278422763	interleukin 10 receptor, beta
PCYT2	0	-1	0	-0.801494817	-1.393620344	-0.592125527	phosphate cytidylyltransferase 2, ethanolamine
BMP7	0	-1	0	-0.802184497	-1.462482961	-0.660298464	bone morphogenetic protein 7 (osteogenic protein 1)
MXRA5	0	1	1	0.257698373	1.501111697	1.243413324	matrix-remodelling associated 5
SULT1A3 /// SULT1A4	0	-1	0	-1.262224695	-1.506027624	-0.243802929	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 /// sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4
SLC1A4	0	0	1	-0.760334772	1.287917604	2.048252376	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
SOCS5	0	1	0	0.704408134	1.081624179	0.377216045	suppressor of cytokine signaling 5
CYB561D2	0	-1	0	-0.603162926	-1.321109726	-0.717946799	cytochrome b-561 domain containing 2
CES2	0	-1	0	-0.964508985	-1.529541431	-0.565032446	carboxylesterase 2 (intestine, liver)
LOC57228	0	-1	-1	-0.582189562	-2.243373925	-1.661184362	small trans-membrane and glycosylated protein
CBLB	0	1	1	0.699390846	2.19268708	1.493296234	Cas-Br-M (murine) ecotropic retroviral transforming sequence b
RIN2	0	1	0	0.562056716	1.082957197	0.520900481	Ras and Rab interactor 2
ASTN2	0	1	0	0.71728749	1.24682769	0.529540201	astrotactin 2
AKR1C2	0	-1	0	-0.951852398	-1.707423679	-0.755571281	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)
GAS2L1	0	-1	0	-0.653280822	-1.580497667	-0.927216846	growth arrest-specific 2 like 1
TMPO	0	-1	0	-0.953140141	-1.363936342	-0.410796201	thymopoietin
JAG2	0	0	1	-1.814867044	1.243441719	3.058308764	jagged 2
PLA2G4C	0	1	1	-0.028189478	1.785767114	1.813956593	phospholipase A2, group IVC (cytosolic, calcium-independent)
KLK10	-1	-1	0	-2.090529928	-2.023725311	0.066804617	kallikrein-related peptidase 10
KRT16	0	-1	0	-2.336886318	-4.406528168	-2.06964185	keratin 16 (focal non-epidermolytic palmoplantar keratoderma)
PTCH1	0	1	0	0.722965217	1.242871239	0.519906022	patched homolog 1 (Drosophila)
TBL3	0	-1	0	-1.400922835	-2.093508954	-0.692586119	transducin (beta)-like 3
CDT1	0	-1	0	-2.394225176	-3.140600565	-0.746375389	chromatin licensing and DNA replication factor 1
CD44	0	-1	0	-0.882352123	-1.07125124	-0.188899117	CD44 molecule (Indian blood group)
AP4M1	0	-1	0	-0.685334251	-1.176100728	-0.490766477	adaptor-related protein complex 4, mu 1 subunit
SILV	0	-1	0	-0.790526801	-2.214347715	-1.423820914	silver homolog (mouse)
FRAT2	0	-1	0	-0.697333029	-1.052201357	-0.354868329	frequently rearranged in advanced T-cell lymphomas 2
SLC35A3	0	-1	0	-0.658381661	-1.109145962	-0.450764301	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
LPHN3	0	1	0	0.999025107	2.236948472	1.237923364	latrophilin 3
LPHN3	0	1	1	1.259316393	2.767915904	1.508599511	latrophilin 3
PKP3	0	-1	0	-1.560540425	-2.583877313	-1.023336888	plakophilin 3
FUT4	0	1	1	-0.055714906	1.145952195	1.201667101	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)
LEPR	0	1	0	1.273165777	1.328120479	0.054954703	leptin receptor
PUF60	0	-1	0	-0.788286827	-1.329728244	-0.541441418	poly-U binding splicing factor 60KDa
TGFB2	0	1	0	0.670860305	1.265164975	0.59430467	transforming growth factor, beta 2
DHTKD1	-1	-1	0	-1.279318863	-1.511255831	-0.231936968	dehydrogenase E1 and transketolase domain containing 1
SHMT1	-1	-1	0	-1.859570912	-1.732572456	0.126998456	serine hydroxymethyltransferase 1 (soluble)
PIGO	-1	-1	0	-1.526272646	-1.982063703	-0.455791057	phosphatidylinositol glycan anchor biosynthesis, class O
SLC25A1	0	-1	0	-1.710093431	-2.421967007	-0.711873576	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1
EWSR1	0	-1	0	-0.904017325	-1.522313571	-0.618296246	Ewing sarcoma breakpoint region 1
CALML3	0	-1	0	-1.946385966	-3.022389455	-1.076003489	calmodulin-like 3
IDH2	0	-1	0	-0.74043403	-1.699714957	-0.959280927	isocitrate dehydrogenase 2 (NADP+), mitochondrial
IDH2	0	-1	0	-0.932064889	-2.518291342	-1.586226453	isocitrate dehydrogenase 2 (NADP+), mitochondrial
TPX2	-1	-1	0	-2.171934901	-2.449621977	-0.277687076	TPX2, microtubule-associated, homolog (Xenopus laevis)
MAPK13	0	-1	0	-1.001282599	-2.010694873	-1.009412274	mitogen-activated protein kinase 13
MAPK13	0	-1	0	-0.607373232	-1.335348893	-0.727975662	mitogen-activated protein kinase 13
ZNF589	0	-1	0	-0.606590992	-1.259099858	-0.652508866	zinc finger protein 589
IGFBP3	0	1	1	-0.429991563	1.609229787	2.03922135	insulin-like growth factor binding protein 3
CYP4B1	0	-1	-1	-0.635082749	-3.658117737	-3.023034988	cytochrome P450, family 4, subfamily B, polypeptide 1
FYN	0	1	0	0.981058442	1.071740733	0.090682291	FYN oncogene related to SRC, FGR, YES
BANF1	0	-1	0	-0.427340621	-1.242923455	-0.815582834	barrier to autointegration factor 1
LTB4R	0	-1	0	-0.907307625	-2.060145639	-1.152838015	leukotriene B4 receptor
TM7SF2	0	-1	0	-0.955448796	-1.667317643	-0.711868847	transmembrane 7 superfamily member 2
BAT3	0	-1	0	-1.381889874	-1.987571368	-0.605681494	HLA-B associated transcript 3
EIF6	0	-1	0	-0.605500135	-1.361008595	-0.75550846	eukaryotic translation initiation factor 6
CHRNA3	0	1	1	0.411053402	1.887485996	1.476432595	cholinergic receptor, nicotinic, alpha 3
IRX5	0	-1	-1	-0.117388357	-1.250043098	-1.132654741	iroquois homeobox 5
CDKN2D	0	-1	0	-0.595381355	-1.116273286	-0.520891931	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
FHL1	0	0	1	-0.885689747	0.33536952	1.221059267	four and a half LIM domains 1
PDE4DIP	0	1	0	0.505221089	1.017385571	0.512164482	phosphodiesterase 4D interacting protein (myomegalin)
ACLY	0	-1	0	-0.726377942	-1.411048961	-0.684671019	ATP citrate lyase
HSPA8 /// LOC402143	0	-1	0	-1.640905264	-2.414304052	-0.773398788	heat shock 70kDa protein 8 /// similar to heat shock protein 8
PTHLH	0	1	0	0.768262099	1.170558562	0.402296463	parathyroid hormone-like hormone
SSNA1	0	-1	0	-0.947518314	-1.742126279	-0.794607965	Sjogrens syndrome nuclear autoantigen 1
DEFB1	0	0	-1	0.912950888	-1.413156279	-2.326107167	defensin, beta 1
MSH5	-1	-1	0	-1.570088479	-1.835723577	-0.265635098	mutS homolog 5 (E. coli)
ODF2	-1	0	0	-1.108464822	-0.905548886	0.202915936	outer dense fiber of sperm tails 2
IDH3B	0	-1	0	-0.253198845	-1.008091684	-0.754892839	isocitrate dehydrogenase 3 (NAD+) beta
CDC2L1 /// CDC2L2	0	-1	0	-1.330601408	-1.721947199	-0.391345792	cell division cycle 2-like 1 (PITSLRE proteins) /// cell division cycle 2-like 2 (PITSLRE proteins)
HLA-G	0	-1	0	-0.9907823	-1.504268554	-0.513486254	HLA-G histocompatibility antigen, class I, G
AKAP12	0	1	1	-0.209562546	1.469053634	1.678616181	A kinase (PRKA) anchor protein (gravin) 12
NQO1	-1	-1	0	-1.086384433	-1.675247924	-0.588863491	NAD(P)H dehydrogenase, quinone 1
ICA1	0	0	1	-0.255336782	0.881182509	1.136519291	islet cell autoantigen 1, 69kDa
NFATC3	-1	-1	0	-1.469545568	-1.530043525	-0.060497957	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
SKP2	0	-1	0	-0.977138828	-1.04426548	-0.067126652	S-phase kinase-associated protein 2 (p45)
TP53I3	-1	-1	0	-1.253197145	-1.773793488	-0.520596343	tumor protein p53 inducible protein 3
SYNGR1	0	-1	0	-0.487190353	-1.234294663	-0.74710431	synaptogyrin 1
ILVBL	0	-1	0	-1.738273239	-2.167428106	-0.429154867	ilvB (bacterial acetolactate synthase)-like
GCS1	0	-1	0	-1.107260553	-1.71720446	-0.609943906	glucosidase I
KRT10	0	-1	0	-0.604612536	-1.111814902	-0.507202367	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)
ARID1A	0	-1	0	-0.939489464	-1.883196284	-0.94370682	AT rich interactive domain 1A (SWI-like)
C1orf34	0	-1	-1	-0.866156578	-3.192425526	-2.326268948	chromosome 1 open reading frame 34
C16orf35	0	-1	0	-1.511183351	-1.680626337	-0.169442985	chromosome 16 open reading frame 35
SLC25A16	1	0	0	1.145613308	0.820717375	-0.324895934	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16
RNF24	0	-1	0	-0.902695963	-1.266096416	-0.363400454	ring finger protein 24
ARL17P1	1	0	0	1.201091311	0.914518956	-0.286572355	ADP-ribosylation factor-like 17 pseudogene 1
RICS	0	-1	0	-0.907413559	-1.886463287	-0.979049727	Rho GTPase-activating protein
POSTN	0	1	0	1.444575297	3.719058887	2.274483591	periostin, osteoblast specific factor
DDX49	0	-1	0	-1.074594242	-1.69602261	-0.621428369	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49
CLN3	0	-1	0	-1.169172676	-1.778204764	-0.609032089	ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)
EFS	0	-1	0	-0.455074513	-1.289547041	-0.834472528	embryonal Fyn-associated substrate
POMZP3	0	-1	0	-0.73534556	-1.270298367	-0.534952807	POM (POM121 homolog, rat) and ZP3 fusion
CD44	0	-1	0	-0.454387321	-1.081741781	-0.62735446	CD44 molecule (Indian blood group)
EIF3C /// EIF3CL	-1	-1	0	-1.140535649	-1.342353449	-0.2018178	eukaryotic translation initiation factor 3, subunit C /// eukaryotic translation initiation factor 3, subunit C-like
FDFT1	0	-1	0	-0.99153786	-1.718812248	-0.727274388	farnesyl-diphosphate farnesyltransferase 1
LARP1	0	-1	0	-0.759259243	-1.588630789	-0.829371546	La ribonucleoprotein domain family, member 1
FASTK	0	-1	0	-0.996426478	-1.377850593	-0.381424115	Fas-activated serine/threonine kinase
MCM7	-1	-1	0	-2.765588388	-2.946445781	-0.180857393	minichromosome maintenance complex component 7
PRUNE	0	-1	0	-1.101448791	-1.12695659	-0.025507799	prune homolog (Drosophila)
MGLL	-1	-1	-1	-1.40783869	-2.946348266	-1.538509576	monoglyceride lipase
KHK	0	-1	0	-1.09611106	-1.467713273	-0.371602212	ketohexokinase (fructokinase)
AP2S1	0	-1	0	-1.637215639	-2.128547825	-0.491332185	adaptor-related protein complex 2, sigma 1 subunit
TBCD	0	-1	0	-1.433908418	-1.856444452	-0.422536033	tubulin folding cofactor D
GPAA1	0	-1	0	-1.233827005	-1.628764276	-0.394937271	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)
GAS7	0	-1	-1	0.108448198	-1.322898087	-1.431346285	growth arrest-specific 7
NFATC1	0	1	0	0.536286996	1.379710171	0.843423175	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
CSRP2	0	-1	0	-0.738256974	-1.446768799	-0.708511825	cysteine and glycine-rich protein 2
HTRA2	0	-1	0	-0.909071666	-1.168225437	-0.259153771	HtrA serine peptidase 2
TP63	-1	0	0	-1.525504576	-0.859029647	0.666474929	tumor protein p63
CTNND1	0	-1	0	-0.213770033	-1.119996761	-0.906226729	catenin (cadherin-associated protein), delta 1
NFYC	0	-1	0	-0.573155381	-1.030387567	-0.457232186	nuclear transcription factor Y, gamma
PTBP1	-1	-1	0	-1.656508733	-1.593318835	0.063189898	polypyrimidine tract binding protein 1
DGKA	0	-1	0	-1.50710868	-2.233146908	-0.726038228	diacylglycerol kinase, alpha 80kDa
TCEAL2	0	1	0	0.926033506	1.631094332	0.705060825	transcription elongation factor A (SII)-like 2
TNFRSF25	0	-1	0	-1.152951423	-2.021582469	-0.868631045	tumor necrosis factor receptor superfamily, member 25
CDC2L1 /// CDC2L2	0	-1	0	-1.606893206	-2.141165102	-0.534271896	cell division cycle 2-like 1 (PITSLRE proteins) /// cell division cycle 2-like 2 (PITSLRE proteins)
CFLAR	0	-1	0	-0.449747647	-1.105441981	-0.655694333	CASP8 and FADD-like apoptosis regulator
RET	0	1	0	0.70366729	1.709439079	1.005771789	ret proto-oncogene
TYRO3	0	-1	-1	-0.489265053	-1.553472047	-1.064206994	TYRO3 protein tyrosine kinase
GABARAPL1 /// GABARAPL3	0	1	0	0.576757078	1.430651266	0.853894188	GABA(A) receptor-associated protein like 1 /// GABA(A) receptors associated protein like 3
EIF3B	0	-1	0	-1.75997287	-2.305623087	-0.545650217	eukaryotic translation initiation factor 3, subunit B
KIF2C	-1	-1	0	-2.123071735	-2.588284606	-0.465212871	kinesin family member 2C
GSS	0	-1	0	-0.7511131	-1.410684657	-0.659571557	glutathione synthetase
AKR1C2	-1	-1	0	-1.788647888	-2.598118629	-0.809470741	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)
NCALD	0	0	1	-0.728327652	0.569506158	1.29783381	neurocalcin delta
EID1	0	1	0	0.582317277	1.052331186	0.470013909	EP300 interacting inhibitor of differentiation 1
TUBB	0	-1	0	-1.002969278	-1.612048275	-0.609078997	tubulin, beta
BDH1	0	-1	0	-0.637400155	-1.465611158	-0.828211003	3-hydroxybutyrate dehydrogenase, type 1
ARHGDIA	0	-1	0	-1.739798471	-2.422372344	-0.682573873	Rho GDP dissociation inhibitor (GDI) alpha
NDUFS7	0	-1	0	-0.618390889	-1.234001358	-0.615610469	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)
EIF4A1	0	-1	0	-0.952576202	-1.070864613	-0.118288411	eukaryotic translation initiation factor 4A, isoform 1
NFYC	-1	-1	0	-1.329711905	-1.820857206	-0.491145301	nuclear transcription factor Y, gamma
HLA-C	0	-1	0	-1.069846356	-1.4135063	-0.343659944	major histocompatibility complex, class I, C
KCNJ15	0	-1	0	-0.939837652	-1.401845101	-0.462007449	potassium inwardly-rectifying channel, subfamily J, member 15
PVRL1	0	-1	-1	-0.598077415	-1.832114458	-1.234037042	poliovirus receptor-related 1 (herpesvirus entry mediator C)
CFLAR	0	-1	0	-0.467336704	-1.32068515	-0.853348446	CASP8 and FADD-like apoptosis regulator
HLA-B	0	-1	0	-1.388152559	-1.994285745	-0.606133186	major histocompatibility complex, class I, B
MYH9	0	-1	0	-1.107657971	-1.213527605	-0.105869634	myosin, heavy chain 9, non-muscle
ITGB1	0	1	1	0.239769466	1.467649344	1.227879878	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)
IGFBP5	0	1	0	1.138952295	2.563629422	1.424677127	insulin-like growth factor binding protein 5
GPR107	0	-1	0	-0.830825273	-1.127491439	-0.296666165	G protein-coupled receptor 107
GPR107	0	-1	0	-0.526886582	-1.019815667	-0.492929084	G protein-coupled receptor 107
COL4A1	0	1	0	0.861983758	1.297335695	0.435351937	collagen, type IV, alpha 1
DKFZp547E087 /// LOC23117 /// LOC440345 /// LOC440353 /// LOC613037 /// LOC728888	0	-1	0	-0.261851963	-1.678861364	-1.417009401	KIAA0220-like protein /// hypothetical gene LOC283846 /// hypothetical protein LOC440345 /// nuclear pore complex interacting protein pseudogene /// similar to Protein KIAA0220
C1orf144	0	-1	0	-1.427460576	-1.942179884	-0.514719308	chromosome 1 open reading frame 144
PXDN	0	1	1	0.648874573	1.695178743	1.04630417	peroxidasin homolog (Drosophila)
CD44	0	-1	0	-0.982872666	-1.292917655	-0.310044989	CD44 molecule (Indian blood group)
PTBP1	-1	-1	0	-1.747199962	-1.725462308	0.021737654	polypyrimidine tract binding protein 1
PTBP1	0	-1	0	-1.160580683	-1.886268309	-0.725687626	polypyrimidine tract binding protein 1
RSL1D1	0	-1	0	-0.675071745	-1.043887882	-0.368816137	ribosomal L1 domain containing 1
MKI67	-1	-1	0	-2.159698351	-2.548371338	-0.388672986	antigen identified by monoclonal antibody Ki-67
MKI67	-1	-1	0	-1.983479059	-2.023420754	-0.039941694	antigen identified by monoclonal antibody Ki-67
MKI67	-1	-1	0	-2.389411761	-2.27415652	0.115255241	antigen identified by monoclonal antibody Ki-67
FLII	0	-1	0	-1.494747847	-2.035592524	-0.540844677	flightless I homolog (Drosophila)
EXOC7	0	-1	0	-0.801082211	-1.238607839	-0.437525628	exocyst complex component 7
ATP6V0D1	0	-1	0	-2.035789666	-2.544047469	-0.508257803	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1
YARS	0	-1	0	-0.860223465	-1.152305882	-0.292082417	tyrosyl-tRNA synthetase
MAZ	0	-1	0	-0.50227399	-1.275249242	-0.772975253	MYC-associated zinc finger protein (purine-binding transcription factor)
KIAA0515	0	-1	0	-0.798032938	-1.346321868	-0.54828893	KIAA0515
TEX261	-1	-1	0	-1.464146812	-1.258496796	0.205650015	testis expressed 261
SLC25A6	0	-1	0	-1.511802883	-2.191822709	-0.680019827	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6
ERAL1	0	-1	0	-0.53727381	-1.220889122	-0.683615312	Era G-protein-like 1 (E. coli)
GRINA	0	-1	0	-0.648254028	-2.557408894	-1.909154866	glutamate receptor, ionotropic, N-methyl D-asparate-associated protein 1 (glutamate binding)
CAV1	0	1	1	0.184297284	1.577753456	1.393456172	caveolin 1, caveolae protein, 22kDa
KPNA6	0	-1	0	-0.811895655	-1.178777717	-0.366882062	karyopherin alpha 6 (importin alpha 7)
SLC39A14	0	1	1	0.3887853	2.086431149	1.697645849	solute carrier family 39 (zinc transporter), member 14
RANGAP1	0	-1	0	-1.671056257	-2.004532624	-0.333476367	Ran GTPase activating protein 1
MCM4	-1	-1	0	-1.145375114	-1.122565938	0.022809176	minichromosome maintenance complex component 4
IGFBP3	-1	0	1	-1.43237524	0.393789193	1.826164433	insulin-like growth factor binding protein 3
UNC84B	0	-1	0	-1.033923315	-1.305071838	-0.271148523	unc-84 homolog B (C. elegans)
SDC2	0	1	0	0.824779045	2.088839959	1.264060915	syndecan 2
SMARCB1	0	-1	0	-1.089348354	-2.119175735	-1.029827381	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
FKBP9	0	1	0	0.169666188	1.022424483	0.852758294	FK506 binding protein 9, 63 kDa
AK2	-1	-1	0	-1.661788158	-1.907586997	-0.245798838	adenylate kinase 2
AK2	0	-1	0	-0.694232101	-1.195527101	-0.501294999	adenylate kinase 2
SFRS18	0	1	0	0.946515779	1.102267808	0.155752029	splicing factor, arginine/serine-rich 18
COG4	0	-1	0	-1.276513881	-1.5043953	-0.227881419	component of oligomeric golgi complex 4
LARP1	0	-1	0	-1.536868893	-2.979322131	-1.442453238	La ribonucleoprotein domain family, member 1
IL6ST	0	1	0	0.375250526	1.2867745	0.911523974	Interleukin 6 signal transducer (gp130, oncostatin M receptor)
KIAA0692	-1	-1	0	-1.400219198	-1.29714556	0.103073639	KIAA0692
