Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000143153	1.279516671	Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1) [Source:UniProtKB/Swiss-Prot;Acc:P05026]	ATP1B1
ENSG00000142409	1.279489806	Zinc finger protein 787 (TTF-I-interacting peptide 20) [Source:UniProtKB/Swiss-Prot;Acc:Q6DD87]	ZNF787
ENSG00000204461	1.279276231		ENSG00000204461
ENSG00000083807	1.278936356	Bile acyl-CoA synthetase (EC 6.2.1.7) (BACS) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Cholate--CoA ligase) (Very long-chain acyl-CoA synthetase homolog 2) (VLCS-H2) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2P5]	SLC27A5
ENSG00000128322	1.278786452	Immunoglobulin lambda-like polypeptide 1 (Immunoglobulin-related protein 14.1) (Immunoglobulin omega polypeptide) (Ig lambda-5) (CD179 antigen-like family member B) [Source:UniProtKB/Swiss-Prot;Acc:P15814]	IGLL1
ENSG00000160220	1.278747698	Periodic tryptophan protein 2 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q15269]	PWP2H
ENSG00000138031	1.278685412	Adenylate cyclase type 3 (EC 4.6.1.1) (Adenylate cyclase type III) (AC-III) (ATP pyrophosphate-lyase 3) (Adenylyl cyclase 3) (AC3) (Adenylate cyclase, olfactive type) [Source:UniProtKB/Swiss-Prot;Acc:O60266]	ADCY3
ENSG00000187221	1.278682832	TRIM73 protein [Source:UniProtKB/TrEMBL;Acc:Q8N4N6]	ENSG00000187221
ENSG00000124535	1.278660046	ATPase WRNIP1 (Werner helicase-interacting protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q96S55]	WRNIP1
ENSG00000100207	1.278609523	Transcription factor 20 (Stromelysin 1 PDGF-responsive element-binding protein) (SPRE-binding protein) (Nuclear factor SPBP) (AR1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UGU0]	TCF20
ENSG00000172551	1.278285425	Mucin-like protein 1 Precursor  (Small breast epithelial mucin) (Protein BS106) [Source:UniProtKB/Swiss-Prot;Acc:Q96DR8]	MUCL1
ENSG00000094916	1.27800328	Chromobox protein homolog 5 (Heterochromatin protein 1 homolog alpha) (HP1 alpha) (Antigen p25) [Source:UniProtKB/Swiss-Prot;Acc:P45973]	CBX5
ENSG00000125820	1.277776483	Homeobox protein Nkx-2.2 (Homeobox protein NK-2 homolog B) [Source:UniProtKB/Swiss-Prot;Acc:O95096]	NKX2-2
ENSG00000163956	1.277704605	Alpha-2-macroglobulin receptor-associated protein Precursor (Alpha-2-MRAP)(Low density lipoprotein receptor-related protein-associated protein 1)(RAP) [Source:UniProtKB/Swiss-Prot;Acc:P30533]	LRPAP1
ENSG00000130787	1.277697909	Huntingtin-interacting protein 1-related protein (Hip1-related) (Hip 12) [Source:UniProtKB/Swiss-Prot;Acc:O75146]	HIP1R
ENSG00000164976	1.277553144	Uncharacterized family 31 glucosidase KIAA1161 (EC 3.2.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q6NSJ0]	KIAA1161
ENSG00000208335	1.277409523		ENSG00000208335
ENSG00000169071	1.277209096	Tyrosine-protein kinase transmembrane receptor ROR2 Precursor  (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2) [Source:UniProtKB/Swiss-Prot;Acc:Q01974]	ROR2
ENSG00000154975	1.276954013	Carbonic anhydrase-related protein 10 (Carbonic anhydrase-related protein X)(CA-RP X)(CARP X)(Cerebral protein 15) [Source:UniProtKB/Swiss-Prot;Acc:Q9NS85]	CA10
ENSG00000197782	1.276912796	Zinc finger protein 780A [Source:UniProtKB/Swiss-Prot;Acc:O75290]	ZNF780A
ENSG00000119801	1.276805483	Protein yippee-like 5  [Source:UniProtKB/Swiss-Prot;Acc:P62699]	YPEL5
ENSG00000095637	1.276374997	Sorbin and SH3 domain-containing protein 1 (Ponsin) (c-Cbl-associated protein) (CAP) (SH3 domain protein 5) (SH3P12) [Source:UniProtKB/Swiss-Prot;Acc:Q9BX66]	SORBS1
ENSG00000131069	1.27633263	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme) (Acetyl-CoA synthetase) (AceCS) (ACS) [Source:UniProtKB/Swiss-Prot;Acc:Q9NR19]	ACSS2
ENSG00000157344	1.276235838	Exosome complex exonuclease MTR3 (EC 3.1.13.-) (mRNA transport regulator 3 homolog) (hMtr3) (Exosome component 6) (p11) [Source:UniProtKB/Swiss-Prot;Acc:Q5RKV6]	EXOSC6
ENSG00000167685	1.27612393	Zinc finger protein 444 (Endothelial zinc finger protein 2) (EZF-2) (Zinc finger and SCAN domain-containing protein 17) [Source:UniProtKB/Swiss-Prot;Acc:Q8N0Y2]	ZNF444
ENSG00000197916	1.275947973		ENSG00000197916
ENSG00000070961	1.275835149	Plasma membrane calcium-transporting ATPase 1 (EC 3.6.3.8) (PMCA1) (Plasma membrane calcium pump isoform 1) (Plasma membrane calcium ATPase isoform 1) [Source:UniProtKB/Swiss-Prot;Acc:P20020]	ATP2B1
ENSG00000196435	1.275765882	RING finger protein 208 [Source:UniProtKB/Swiss-Prot;Acc:Q9H0X6]	RNF208
ENSG00000205631	1.275536379	Putative uncharacterized protein ENSP00000370338  [Source:UniProtKB/TrEMBL;Acc:A6NDE3]	ENSG00000205631
ENSG00000064309	1.27550576	Cell adhesion molecule-related/down-regulated by oncogenes Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q4KMG0]	CDON
ENSG00000185298	1.275292926	Coiled-coil domain-containing protein 137 [Source:UniProtKB/Swiss-Prot;Acc:Q6PK04]	CCDC137
ENSG00000185610	1.275177423	Homeobox protein DBX2 (Developing brain homeobox protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q6ZNG2]	DBX2
ENSG00000177706	1.274783785	Dentin matrix protein 4 Precursor (DMP-4)(Protein FAM20C) [Source:UniProtKB/Swiss-Prot;Acc:Q8IXL6]	FAM20C
ENSG00000164651	1.27450585	Transcription factor Sp8 (Specificity protein 8) [Source:UniProtKB/Swiss-Prot;Acc:Q8IXZ3]	SP8
ENSG00000197409	1.274375569	Histone H2A type 1-D (H2A.3) (H2A/g) [Source:UniProtKB/Swiss-Prot;Acc:P20671]	HIST1H2AD
ENSG00000139133	1.2743226	Alpha-1,2-glucosyltransferase ALG10-A (EC 2.4.1.-) (Alpha-2-glucosyltransferase ALG10-A) (Asparagine-linked glycosylation protein 10 homolog A) [Source:UniProtKB/Swiss-Prot;Acc:Q5BKT4]	ALG10
ENSG00000131669	1.273906322	Ninjurin-1 (Nerve injury-induced protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q92982]	NINJ1
ENSG00000169217	1.273872199	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 antigen) (CD2 cytoplasmic domain-binding protein) (CD2 tail-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:O95400]	CD2BP2
ENSG00000184840	1.273851286	Transmembrane emp24 domain-containing protein 9 Precursor  (Glycoprotein 25L2) [Source:UniProtKB/Swiss-Prot;Acc:Q9BVK6]	TMED9
ENSG00000060491	1.273758783	Opioid growth factor receptor (OGFr) (Zeta-type opioid receptor) (7-60 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZT2]	OGFR
ENSG00000169887	1.27371564	MUC12 protein Fragment  [Source:UniProtKB/TrEMBL;Acc:A1L198]	MUC12
ENSG00000079999	1.273556285	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19) [Source:UniProtKB/Swiss-Prot;Acc:Q14145]	KEAP1
ENSG00000207547	1.27355367	hsa-mir-25 [Source:miRBase;Acc:MI0000082]	hsa-mir-25
ENSG00000178107	1.273479627	LOC554207 protein [Source:UniProtKB/TrEMBL;Acc:Q8N1B8]	LOC554207
ENSG00000174165	1.273012429	Probable palmitoyltransferase ZDHHC24 (EC 2.3.1.-) (Zinc finger DHHC domain-containing protein 24) (DHHC-24) [Source:UniProtKB/Swiss-Prot;Acc:Q6UX98]	ZDHHC24
ENSG00000070729	1.272992381	Cyclic nucleotide-gated cation channel beta-1 (CNG channel beta-1) (Cyclic nucleotide-gated channel beta-1) (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) [Source:UniProtKB/Swiss-Prot;Acc:Q14028]	CNGB1
ENSG00000103653	1.272969741	Tyrosine-protein kinase CSK (EC 2.7.10.2)(C-SRC kinase)(Protein-tyrosine kinase CYL) [Source:UniProtKB/Swiss-Prot;Acc:P41240]	CSK
ENSG00000141568	1.272953806	Forkhead box protein K2 (Interleukin enhancer-binding factor 1)(Cellular transcription factor ILF-1)(FOXK1) [Source:UniProtKB/Swiss-Prot;Acc:Q01167]	FOXK2
ENSG00000183318	1.27293009	Uncharacterized protein ENSP00000329522 Fragment  [Source:UniProtKB/TrEMBL;Acc:A6NLX3]	ENSP00000329522
ENSG00000112149	1.272871716	CD83 antigen Precursor  (Cell surface protein HB15) (B-cell activation protein) (CD83 antigen) [Source:UniProtKB/Swiss-Prot;Acc:Q01151]	CD83
ENSG00000154227	1.272855888	LAG1 longevity assurance homolog 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8IU89]	LASS3
ENSG00000171777	1.272139692	RAS guanyl-releasing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8TDF6]	RASGRP4
ENSG00000167157	1.271843533	Paired mesoderm homeobox protein 2 (Paired-related homeobox protein 2) (PRX-2) [Source:UniProtKB/Swiss-Prot;Acc:Q99811]	PRRX2
ENSG00000167194	1.271607827	Uncharacterized protein FLJ25404 [Source:UniProtKB/Swiss-Prot;Acc:Q96LL3]	FLJ25404
ENSG00000196090	1.271564392	Receptor-type tyrosine-protein phosphatase T Precursor  (EC 3.1.3.48) (R-PTP-T) (RPTP-rho) [Source:UniProtKB/Swiss-Prot;Acc:O14522]	PTPRT
ENSG00000173757	1.271188897	Signal transducer and activator of transcription 5B  [Source:UniProtKB/Swiss-Prot;Acc:P51692]	STAT5B
ENSG00000189420	1.271018322	Zinc finger protein 92 homolog (Zfp-92) [Source:UniProtKB/Swiss-Prot;Acc:A6NM28]	ZFP92
ENSG00000116586	1.270677578	roadblock domain containing 3	ROBLD3
ENSG00000155959	1.270558244	Prefoldin subunit 3 (Von Hippel-Lindau-binding protein 1) (VHL-binding protein 1) (VBP-1) (HIBBJ46) [Source:UniProtKB/Swiss-Prot;Acc:P61758]	VBP1
ENSG00000102034	1.270548117	ETS-related transcription factor Elf-4 (E74-like factor 4) (Myeloid Elf-1-like factor) [Source:UniProtKB/Swiss-Prot;Acc:Q99607]	ELF4
ENSG00000155158	1.27027078	TPR repeat-containing protein C9orf52 [Source:UniProtKB/Swiss-Prot;Acc:Q5VTQ0]	C9orf52
ENSG00000162511	1.270149041	Lysosomal-associated transmembrane protein 5 (Lysosomal-associated multitransmembrane protein 5) (Retinoic acid-inducible E3 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q13571]	LAPTM5
ENSG00000173013	1.269775281	Coiled-coil domain-containing protein 96 [Source:UniProtKB/Swiss-Prot;Acc:Q2M329]	CCDC96
ENSG00000145088	1.269553138	ELL-associated factor 2 (Testosterone-regulated apoptosis inducer and tumor suppressor protein) [Source:UniProtKB/Swiss-Prot;Acc:Q96CJ1]	EAF2
ENSG00000101146	1.269489342	mRNA export factor (mRNA-associated protein mrnp 41) (Rae1 protein homolog) [Source:UniProtKB/Swiss-Prot;Acc:P78406]	RAE1
ENSG00000176635	1.26928993	HORMA domain-containing protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q8N7B1]	HORMAD2
ENSG00000146047	1.268703839	Histone H2B type 1-A (Histone H2B, testis) (Testis-specific histone H2B) [Source:UniProtKB/Swiss-Prot;Acc:Q96A08]	HIST1H2BA
ENSG00000088356	1.268683828	p53 and DNA damage-regulated protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9NUG6]	PDRG1
ENSG00000144488	1.268578646	Espin-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q6ZVH7]	ESPNL
ENSG00000137880	1.268407795	GTP cyclohydrolase 1 feedback regulatory protein (GTP cyclohydrolase I feedback regulatory protein) (GFRP) (p35) [Source:UniProtKB/Swiss-Prot;Acc:P30047]	GCHFR
ENSG00000131044	1.267995603	Probable tubulin polyglutamylase TTLL9 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 9) [Source:UniProtKB/Swiss-Prot;Acc:Q3SXZ7]	TTLL9
ENSG00000164917	1.267874743	Uncharacterized protein KIAA0415 [Source:UniProtKB/Swiss-Prot;Acc:O43299]	KIAA0415
ENSG00000207614	1.267616944	hsa-mir-193a [Source:miRBase;Acc:MI0000487]	hsa-mir-193a
ENSG00000103199	1.267550768	Zinc finger protein 500 (Zinc finger protein with KRAB and SCAN domains 18) [Source:UniProtKB/Swiss-Prot;Acc:O60304]	ZNF500
ENSG00000198598	1.267442787	Matrix metalloproteinase-17 Precursor  (EC 3.4.24.-) (MMP-17) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) [Source:UniProtKB/Swiss-Prot;Acc:Q9ULZ9]	MMP17
ENSG00000100156	1.267424326	Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8) [Source:UniProtKB/Swiss-Prot;Acc:O95907]	SLC16A8
ENSG00000154814	1.26739782	Oxidoreductase NAD-binding domain-containing protein 1 Precursor  (EC 1.-.-.-) [Source:UniProtKB/Swiss-Prot;Acc:Q96HP4]	OXNAD1
ENSG00000142149	1.267165189	Hormonally up-regulated neu tumor-associated kinase (EC 2.7.11.1) (Serine/threonine-protein kinase MAK-V) (B19) [Source:UniProtKB/Swiss-Prot;Acc:P57058]	HUNK
ENSG00000125733	1.267092465	Cdc42-interacting protein 4 (Thyroid receptor-interacting protein 10)(TRIP-10)(Protein Felic)(Salt tolerant protein)(hSTP) [Source:UniProtKB/Swiss-Prot;Acc:Q15642]	TRIP10
ENSG00000055070	1.266998807	UPF0485 protein C1orf144 (Putative MAPK-activating protein PM18/PM20/PM22) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z422]	C1orf144
ENSG00000104365	1.266928047	Inhibitor of nuclear factor kappa-B kinase subunit beta (EC 2.7.11.10) (I-kappa-B-kinase beta) (IkBKB) (IKK-beta) (IKK-B) (I-kappa-B kinase 2) (IKK2) [Source:UniProtKB/Swiss-Prot;Acc:O14920]	IKBKB
ENSG00000162959	1.266905547	Protein MEMO1 (Mediator of ErbB2-driven cell motility 1)(Protein memo)(Hepatitis C virus NS5A-transactivated protein 7)(HCV NS5A-transactivated protein 7)(C21orf19-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y316]	MEMO1
ENSG00000113368	1.266892075	Lamin-B1 [Source:UniProtKB/Swiss-Prot;Acc:P20700]	LMNB1
ENSG00000119720	1.266823338	UPF0614 protein C14orf102 [Source:UniProtKB/Swiss-Prot;Acc:Q9H7Z3]	C14orf102
ENSG00000113088	1.266746165	Granzyme K Precursor  (EC 3.4.21.-) (Granzyme-3) (NK-tryptase-2) (NK-TRYP-2) (Fragmentin-3) [Source:UniProtKB/Swiss-Prot;Acc:P49863]	GZMK
ENSG00000090621	1.266489192	Polyadenylate-binding protein 4 (Poly(A)-binding protein 4) (PABP 4) (Inducible poly(A)-binding protein) (iPABP) (Activated-platelet protein 1) (APP-1) [Source:UniProtKB/Swiss-Prot;Acc:Q13310]	PABPC4
ENSG00000100600	1.266314333	Legumain Precursor  (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1) [Source:UniProtKB/Swiss-Prot;Acc:Q99538]	LGMN
ENSG00000125508	1.266293163	Tyrosine-protein kinase Srms (EC 2.7.10.2) [Source:UniProtKB/Swiss-Prot;Acc:Q9H3Y6]	SRMS
ENSG00000183918	1.266052898	SH2 domain-containing protein 1A (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP) (Duncan disease SH2-protein) [Source:UniProtKB/Swiss-Prot;Acc:O60880]	SH2D1A
ENSG00000186390	1.265218247		ENSG00000186390
ENSG00000198003	1.265138219	Coiled-coil domain-containing protein 151  [Source:UniProtKB/Swiss-Prot;Acc:A5D8V7]	CCDC151
ENSG00000134253	1.265055834	Tripartite motif-containing protein 45 (RING finger protein 99) [Source:UniProtKB/Swiss-Prot;Acc:Q9H8W5]	TRIM45
ENSG00000168056	1.264889326	Latent-transforming growth factor beta-binding protein 3 Precursor  (LTBP-3) [Source:UniProtKB/Swiss-Prot;Acc:Q9NS15]	LTBP3
ENSG00000140043	1.264548466	Prostaglandin reductase 2 (EC 1.3.1.48) (PRG-2) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8N8N7]	PTGR2
ENSG00000166233	1.264374902	Protein ariadne-1 homolog (ARI-1)(Ubiquitin-conjugating enzyme E2-binding protein 1)(UbcH7-binding protein)(UbcM4-interacting protein)(HHARI)(H7-AP2)(Monocyte protein 6)(MOP-6) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y4X5]	ARIH1
ENSG00000178685	1.264297191	Poly [ADP-ribose] polymerase 10 (EC 2.4.2.30) (PARP-10) [Source:UniProtKB/Swiss-Prot;Acc:Q53GL7]	PARP10
ENSG00000176731	1.264214104	CH059_HUMAN Isoform 2 of Q8N0T1 - Homo sapiens (Human) [Source:UniprotKB/SpliceVariant;Acc:Q8N0T1-2]	ENSG00000176731
ENSG00000008988	1.263917651	40S ribosomal protein S20 [Source:UniProtKB/Swiss-Prot;Acc:P60866]	RPS20
ENSG00000100991	1.263786439	Trpc4-associated protein (Short transient receptor potential channel 4-associated protein) (Trp4-associated protein) (TAP1 protein) (TNF-receptor ubiquitous scaffolding/signaling protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8TEL6]	TRPC4AP
ENSG00000159788	1.263658723	Regulator of G-protein signaling 12 (RGS12) [Source:UniProtKB/Swiss-Prot;Acc:O14924]	RGS12
ENSG00000171864	1.263632782	Prion-like protein doppel Precursor  (PrPLP) (Prion protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKY0]	PRND
ENSG00000160813	1.263611804	Putative uncharacterized protein C7orf47 [Source:UniProtKB/Swiss-Prot;Acc:Q8TAP8]	C7orf47
ENSG00000182447	1.263315305	Otolin-1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:A6NHN0]	OTOL1
ENSG00000182707	1.263027998	FXYD domain-containing ion transport regulator 8 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P58550]	FXYD8
ENSG00000185989	1.262827697	Ras GTPase-activating protein 3 (GAP1(IP4BP)) (Ins P4-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q14644]	RASA3
ENSG00000127191	1.262730923	TNF receptor-associated factor 2 (Tumor necrosis factor type 2 receptor-associated protein 3) [Source:UniProtKB/Swiss-Prot;Acc:Q12933]	TRAF2
ENSG00000186635	1.262665079	Centaurin-delta-2 (Cnt-d2) (Arf-GAP, Rho-GAP, ankyrin repeat and pleckstrin homology domain-containing protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q96P48]	CENTD2
ENSG00000027869	1.262442417	SH2 domain-containing protein 2A (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein) (SH2 domain-containing adapter protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NP31]	SH2D2A
ENSG00000103852	1.262053282	Tetratricopeptide repeat protein 23 (TPR repeat protein 23) (Cervical cancer proto-oncogene 8 protein) (HCC-8) [Source:UniProtKB/Swiss-Prot;Acc:Q5W5X9]	TTC23
ENSG00000171425	1.261927714	Zinc finger protein 581 [Source:UniProtKB/Swiss-Prot;Acc:Q9P0T4]	ZNF581
ENSG00000167955	1.261883655	Putative uncharacterized protein gs104 [Source:UniProtKB/TrEMBL;Acc:Q96RY9]	ENSG00000167955
ENSG00000187185	1.261762075	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q86VG7]	ENSG00000187185
ENSG00000090776	1.261424268	Ephrin-B1 Precursor  (EPH-related receptor tyrosine kinase ligand 2) (LERK-2) (ELK ligand) (ELK-L) [Source:UniProtKB/Swiss-Prot;Acc:P98172]	EFNB1
ENSG00000206490	1.26122544	ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8NE71]	ABCF1
ENSG00000075391	1.261224896	Ras GTPase-activating protein nGAP (RAS protein activator-like 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UJF2]	RASAL2
ENSG00000176978	1.261170853	Dipeptidyl-peptidase 2 Precursor  (EC 3.4.14.2) (Dipeptidyl-peptidase II) (DPP II) (Dipeptidyl aminopeptidase II) (Quiescent cell proline dipeptidase) (Dipeptidyl peptidase 7) [Source:UniProtKB/Swiss-Prot;Acc:Q9UHL4]	DPP7
ENSG00000189304	1.260760549	Protein S100-A14 (S100 calcium-binding protein A14) (S114) [Source:UniProtKB/Swiss-Prot;Acc:Q9HCY8]	S100A14
ENSG00000178137	1.260753256	cDNA FLJ34090 fis, clone FCBBF3006399  [Source:UniProtKB/TrEMBL;Acc:Q8NB83]	FLJ34090
ENSG00000196109	1.260426476	Zinc finger protein 676 [Source:UniProtKB/Swiss-Prot;Acc:Q8N7Q3]	ZNF676
ENSG00000101306	1.260188013	Myosin light chain kinase 2, skeletal/cardiac muscle (EC 2.7.11.18) (MLCK2) [Source:UniProtKB/Swiss-Prot;Acc:Q9H1R3]	MYLK2
ENSG00000132017	1.260062598	DDB1- and CUL4-associated factor 15 [Source:UniProtKB/Swiss-Prot;Acc:Q66K64]	LOC90379
ENSG00000167077	1.259933397	meiosis defective 1  [Source:RefSeq_peptide;Acc:NP_689726]	MEI1
ENSG00000139357	1.259162998	Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter)(Sodium iodide-related cotransporter)(Apical iodide transporter)(Solute carrier family 5 member 8) [Source:UniProtKB/Swiss-Prot;Acc:Q8N695]	SLC5A8
ENSG00000135604	1.258963051	Syntaxin-11 [Source:UniProtKB/Swiss-Prot;Acc:O75558]	STX11
ENSG00000119283	1.258743439	Tripartite motif-containing protein 67 (TRIM9-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q6ZTA4]	TRIM67
ENSG00000128389	1.258328207		ENSG00000128389
ENSG00000206441	1.258204808	HLA class I histocompatibility antigen, A-1 alpha chain Precursor  (MHC class I antigen A1) [Source:UniProtKB/Swiss-Prot;Acc:P30443]	ENSG00000206441
ENSG00000095739	1.258092084	BMP and activin membrane-bound inhibitor homolog Precursor  (Putative transmembrane protein NMA) (Non-metastatic gene A protein) [Source:UniProtKB/Swiss-Prot;Acc:Q13145]	BAMBI
ENSG00000101558	1.256828785	Vesicle-associated membrane protein-associated protein A (VAMP-associated protein A) (VAMP-A) (VAP-A) (33 kDa Vamp-associated protein) (VAP-33) [Source:UniProtKB/Swiss-Prot;Acc:Q9P0L0]	VAPA
ENSG00000160202	1.256027465	Alpha-crystallin A chain (Heat shock protein beta-4) (HspB4)[Alpha-crystallin A chain, short form] [Source:UniProtKB/Swiss-Prot;Acc:P02489]	CRYAA
ENSG00000197540	1.255977215	Granzyme M Precursor  (EC 3.4.21.-) (Met-ase) (Natural killer cell granular protease) (HU-Met-1) (Met-1 serine protease) [Source:UniProtKB/Swiss-Prot;Acc:P51124]	GZMM
ENSG00000197203	1.255887377	CDNA FLJ35225 fis, clone PROST2001116. [Source:Uniprot/SPTREMBL;Acc:Q8NAJ9]	FLJ35225
ENSG00000165905	1.25577004	Glycosyltransferase-like protein LARGE2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Source:UniProtKB/Swiss-Prot;Acc:Q8N3Y3]	GYLTL1B
ENSG00000188782	1.255169758	Cation channel sperm-associated protein 4 (CatSper4) [Source:UniProtKB/Swiss-Prot;Acc:Q7RTX7]	CATSPER4
ENSG00000185499	1.254792311	mucin 1 isoform 5 precursor  [Source:RefSeq_peptide;Acc:NP_001037855]	MUC1
ENSG00000105993	1.254485474	DnaJ homolog subfamily B member 6 (Heat shock protein J2) (HSJ-2) (MSJ-1) (HHDJ1) (MRJ) [Source:UniProtKB/Swiss-Prot;Acc:O75190]	DNAJB6
ENSG00000179724	1.25430746		ENSG00000179724
ENSG00000131848	1.254195695	Zinc finger and SCAN domain-containing protein 5A (Zinc finger protein 495) [Source:UniProtKB/Swiss-Prot;Acc:Q9BUG6]	ZSCAN5A
ENSG00000064205	1.254015609	WNT1-inducible-signaling pathway protein 2 Precursor  (WISP-2) (Connective tissue growth factor-like protein) (CTGF-L) (Connective tissue growth factor-related protein 58) [Source:UniProtKB/Swiss-Prot;Acc:O76076]	WISP2
ENSG00000182490	1.2534208	Testis-specific serine/threonine-protein kinase 2 (EC 2.7.11.1) (TSSK- 2) (Testis-specific kinase 2) (TSK-2) (Serine/threonine-protein kinase 22B) (DiGeorge syndrome protein G). [Source:Uniprot/SWISSPROT;Acc:Q96PF2]	TSSK2
ENSG00000029153	1.253315347	Aryl hydrocarbon receptor nuclear translocator-like protein 2 (Brain and muscle ARNT-like 2) (Member of PAS protein 9) (Basic-helix-loop-helix-PAS protein MOP9) (CYCLE-like factor) [Source:UniProtKB/Swiss-Prot;Acc:Q8WYA1]	ARNTL2
ENSG00000130288	1.253313476	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (NADH-ubiquinone oxidoreductase B16.6 subunit) (Complex I-B16.6) (CI-B16.6) [Source:UniProtKB/Swiss-Prot;Acc:Q9P0J0]	NDUFA13
ENSG00000162040	1.253143721	Heparan sulfate glucosamine 3-O-sulfotransferase 6 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 6) (Heparan sulfate 3-O-sulfotransferase 6) (h3-OST-6) [Source:UniProtKB/Swiss-Prot;Acc:Q96QI5]	HS3ST6
