Agilent Human Microarray Probe Name	Probe Chromosomal Coordinates (hg19)	Gene Symbol	Gene Accession	Gene Name	GO Annotation	DNA-binding	Interpro Domaon	69 Zinc Finger	Sex-bias	Composite array score	Male/Female normalized ratio	Male/Female Fold-change	p-value	Microarray Signal Intensity1 (female)	Miccroarray Signal Intensity2 (male)
A_23_P45140	chr12:25362271-25362330	KRAS	NM_033360	V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	molecular function|GDP binding|IEA|GO:0019003|GOA|na//molecular function|GMP binding|IEA|GO:0019002|GOA|na//molecular function|GTP binding|IEA|GO:0005525|GOA|na//molecular function|GTPase activity|IEA|GO:0003924|GOA|na//molecular function|LRR domain binding|IEA|GO:0030275|GOA|na//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0xbef1fc)//biological process|Ras protein signal transduction|EXP|GO:0007265|GOA|11520933//biological process|actin cytoskeleton organization|IEA|GO:0030036|GOA|na//biological process|cell aging|IEA|GO:0007569|GOA|na//biological process|cytokine-mediated signaling pathway|IEA|GO:0019221|GOA|na//biological process|endocytosis|IEA|GO:0006897|GOA|na//biological process|intracellular signaling cascade|EXP|GO:0007242|GOA|ARRAY(0x1d17280)//biological process|negative regulation of neuron apoptosis|IEA|GO:0043524|GOA|na//biological process|positive regulation of MAP kinase activity|IEA|GO:0043406|GOA|na//biological process|positive regulation of NF-kappaB transcription factor activity|IEA|GO:0051092|GOA|na//biological process|positive regulation of Rac protein signal transduction|IEA|GO:0035022|GOA|na//biological process|positive regulation of cell proliferation|IEA|GO:0008284|GOA|na//biological process|positive regulation of nitric-oxide synthase activity|IEA|GO:0051000|GOA|na//biological process|regulation of long-term neuronal synaptic plasticity|IEA|GO:0048169|GOA|na//biological process|regulation of synaptic transmission, GABAergic|IEA|GO:0032228|GOA|na//biological process|response to glucocorticoid stimulus|IEA|GO:0051384|GOA|na//biological process|response to mineralocorticoid stimulus|IEA|GO:0051385|GOA|na//biological process|small GTPase mediated signal transduction|EXP|GO:0007264|GOA|10712923//biological process|striated muscle cell differentiation|IEA|GO:0051146|GOA|na//biological process|visual learning|IEA|GO:0008542|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|membrane fraction|IEA|GO:0005624|GOA|na//cellular component|membrane raft|IEA|GO:0045121|GOA|na//cellular component|plasma membrane|EXP|GO:0005886|GOA|ARRAY(0xccac38)	No	IPR001806:Ras GTPase,IPR003577:Ras small GTPase, Ras type,IPR005225:Small GTP-binding protein,IPR013753:Ras,IPR015592:Ras small GTPase, Ras-related,	0	F	16	0.7081	-1.4122	6.5185E-07	1090.6445	753.5673
A_23_P32165	chr9:126795257-126795316	LHX2	NM_004789	LIM homeobox 2	molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|sequence-specific DNA binding|IEA|GO:0043565|GOA|na//molecular function|transcription factor activity|IEA|GO:0003700|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001356:Homeobox,IPR001781:Zinc finger, LIM-type,IPR012287:Homeodomain-related,IPR017970:Homeobox, conserved site,	1	F	14	0.8339	-1.1992	0.000011349	845.3185	701.6166
A_23_P425704	chr17:37563012-37563071	MED1	NM_004774	Mediator complex subunit 1	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|RNA polymerase II transcription mediator activity|IDA|GO:0016455|GOA|10198638//molecular function|chromatin binding|IEA|GO:0003682|GOA|na//molecular function|ligand-dependent nuclear receptor transcription coactivator activity|NAS|GO:0030374|GOA|10235266//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0x1bcf3dc)//molecular function|receptor activity|IDA|GO:0004872|GOA|12218053//molecular function|thyroid hormone receptor binding|IDA|GO:0046966|GOA|10198638//molecular function|transcription activator activity|IDA|GO:0016563|GOA|10198638//molecular function|transcription coactivator activity|IDA|GO:0003713|GOA|12037571//molecular function|transcription cofactor activity|IDA|GO:0003712|GOA|12218053//molecular function|vitamin D receptor binding|NAS|GO:0042809|GOA|10235266//biological process|DNA replication|IEA|GO:0006260|GOA|na//biological process|androgen receptor signaling pathway|IDA|GO:0030521|GOA|12218053//biological process|brain development|IEA|GO:0007420|GOA|na//biological process|camera-type eye development|IEA|GO:0043010|GOA|na//biological process|embryonic heart tube development|IEA|GO:0035050|GOA|na//biological process|embryonic hemopoiesis|IEA|GO:0035162|GOA|na//biological process|embryonic hindlimb morphogenesis|IEA|GO:0035116|GOA|na//biological process|embryonic placenta development|IEA|GO:0001892|GOA|na//biological process|fat cell differentiation|IDA|GO:0045444|GOA|12037571//biological process|liver development|IEA|GO:0001889|GOA|na//biological process|multicellular organismal development|IEA|GO:0007275|GOA|na//biological process|organ morphogenesis|IEA|GO:0009887|GOA|na//biological process|positive regulation of transcription from RNA polymerase II promoter|IDA|GO:0045944|GOA|12037571//biological process|steroid hormone receptor signaling pathway|IDA|GO:0030518|GOA|11867769//biological process|thyroid hormone generation|IEA|GO:0006590|GOA|na//biological process|transcription initiation from RNA polymerase II promoter|IDA|GO:0006367|GOA|12218053//cellular component|mediator complex|IDA|GO:0016592|GOA|ARRAY(0x2970cec)//cellular component|nucleus|IDA|GO:0005634|GOA|10235267	Yes	IPR019680:Mediator complex, subunit Med1, metazoa/fungi,	0	F	14	0.8585	-1.1648	4.2377E-06	968.1443	831.5257
A_23_P353652	chr15:100253342-100253401	MEF2A	NM_005587	Myocyte enhancer factor 2A	molecular function|protein binding|IPI|GO:0005515|GOA|16043483//molecular function|protein binding|IPI|GO:0005515|GOA|16043483//molecular function|sequence-specific DNA binding|IEA|GO:0043565|GOA|na//molecular function|transcription factor activity|IDA|GO:0003700|GOA|16043483//biological process|apoptosis|IEA|GO:0006915|GOA|na//biological process|cell differentiation|IEA|GO:0030154|GOA|na//biological process|multicellular organismal development|IEA|GO:0007275|GOA|na//biological process|muscle organ development|TAS|GO:0007517|GOA|1516833//biological process|nervous system development|IEA|GO:0007399|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR002100:Transcription factor, MADS-box,	0	F	14	0.7645	-1.3081	2.0941E-10	580.092	430.6453
A_24_P40968	chr15:42046675-42046734	MGA	NM_001164273	MAX gene associated	molecular function|transcription factor activity|IEA|GO:0003700|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|MLL1 complex|IDA|GO:0071339|GOA|15960975//cellular component|nucleus|IEA|GO:0005634|GOA|na	No	IPR001092:Basic helix-loop-helix dimerisation region bHLH,IPR001699:Transcription factor, T-box,IPR011598:Helix-loop-helix DNA-binding,IPR018186:Transcription factor, T-box, conserved site,	0	F	14	0.8464	-1.1814	1.2985E-09	372.9044	315.4867
A_24_P230916	chr1:67424625-67424666	MIER1	NM_020948	Mesoderm induction early response 1 homolog (Xenopus laevis)	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|signal transducer activity|IMP|GO:0004871|GOA|12761501//biological process|positive regulation of I-kappaB kinase/NF-kappaB cascade|IMP|GO:0043123|GOA|12761501//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|cytoplasm|IEA|GO:0005737|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR000949:ELM2,IPR001005:SANT, DNA-binding,IPR014778:Myb, DNA-binding,IPR017884:SANT, eukarya,IPR018247:EF-HAND 1,	0	F	15	0.7442	-1.3438	8.526E-08	752.5198	547.2083
A_24_P196298	chr11:118354935-118354994	MLL	NM_005933	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	molecular function|AT DNA binding|NAS|GO:0003680|GOA|1423624//molecular function|RNA polymerase II transcription factor activity|TAS|GO:0003702|GOA|10821850//molecular function|chromatin binding|IEA|GO:0003682|GOA|na//molecular function|histone acetyl-lysine binding|IDA|GO:0070577|GOA|19187761//molecular function|histone methyltransferase activity (H3-K4 specific)|IDA|GO:0042800|GOA|ARRAY(0xbc33a0)//molecular function|histone methyltransferase activity (H3-K4 specific)|IMP|GO:0042800|GOA|15960975//molecular function|identical protein binding|IPI|GO:0042802|GOA|11313484//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|methyltransferase activity|IEA|GO:0008168|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0x13f0dc4)//molecular function|protein homodimerization activity|IDA|GO:0042803|GOA|11313484//molecular function|transcription factor activity|NAS|GO:0003700|GOA|10821850//molecular function|transferase activity|IEA|GO:0016740|GOA|na//molecular function|unmethylated CpG binding|IDA|GO:0045322|GOA|16990798//molecular function|zinc ion binding|IDA|GO:0008270|GOA|ARRAY(0xcb1570)//biological process|DNA methylation|IEA|GO:0006306|GOA|na//biological process|anterior/posterior pattern formation|IEA|GO:0009952|GOA|na//biological process|apoptosis|IEA|GO:0006915|GOA|na//biological process|chromatin modification|IEA|GO:0016568|GOA|na//biological process|embryonic hemopoiesis|TAS|GO:0035162|GOA|15618964//biological process|histone H3-K4 methylation|IDA|GO:0051568|GOA|19556245//biological process|histone H3-K4 methylation|IMP|GO:0051568|GOA|15960975//biological process|histone H4-K16 acetylation|IMP|GO:0043984|GOA|15960975//biological process|negative regulation of cell proliferation|IEA|GO:0008285|GOA|na//biological process|positive regulation of transcription from RNA polymerase II promoter|IEA|GO:0045944|GOA|na//biological process|positive regulation of transcription, DNA-dependent|IMP|GO:0045893|GOA|15960975//biological process|protein complex assembly|IDA|GO:0006461|GOA|15199122//biological process|regulation of histone H3-K4 methylation|IEA|GO:0051569|GOA|na//biological process|transcription from RNA polymerase II promoter|TAS|GO:0006366|GOA|10821850//cellular component|MLL1 complex|IDA|GO:0071339|GOA|15960975//cellular component|histone methyltransferase complex|IDA|GO:0035097|GOA|19556245//cellular component|nuclear part|IEA|GO:0044428|GOA|na//cellular component|nucleus|IDA|GO:0005634|GOA|ARRAY(0xc904d4)//cellular component|nucleus|NAS|GO:0005634|GOA|1423624	Yes	IPR000038:Cell division/GTP binding protein,IPR000637:HMG-I and HMG-Y, DNA-binding, conserved site,IPR001214:SET,IPR001487:Bromodomain,IPR001965:Zinc finger, PHD-type,IPR002857:Zinc finger, CXXC-type,IPR003616:Post-SET zinc-binding region,IPR003888:FY-rich, N-terminal,IPR003889:FY-rich, C-terminal,IPR007797:AF-4 proto-oncoprotein,IPR015479:Transcription factor AF4,IPR015722:MLL Transcription Factor,IPR015967:Zinc finger C4-type, RecR,IPR016569:Methyltransferase, trithorax,IPR017956:AT hook, DNA-binding, conserved site,IPR018247:EF-HAND 1,IPR018516:FY-rich, C-terminal subgroup,IPR018518:FY-rich, N-terminal subgroup,IPR019786:Zinc finger, PHD-type, conserved site,IPR019787:Zinc finger, PHD-finger,	1	F	14	0.7124	-1.4037	0.000001743	41.6574	28.9759
A_24_P840688	chr7:151917785-151919110	MLL3	NM_170606	Myeloid/lymphoid or mixed-lineage leukemia 3	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|histone-lysine N-methyltransferase activity|IEA|GO:0018024|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|methyltransferase activity|IEA|GO:0008168|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|17353931//molecular function|transferase activity|IEA|GO:0016740|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|chromatin modification|IEA|GO:0016568|GOA|na//biological process|intracellular signaling cascade|IEA|GO:0007242|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR000637:HMG-I and HMG-Y, DNA-binding, conserved site,IPR000910:High mobility group, HMG1/HMG2,IPR001214:SET,IPR001594:Zinc finger, DHHC-type,IPR001841:Zinc finger, RING-type,IPR001965:Zinc finger, PHD-type,IPR002219:Protein kinase C-like, phorbol ester/diacylglycerol binding,IPR003616:Post-SET zinc-binding region,IPR003888:FY-rich, N-terminal,IPR003889:FY-rich, C-terminal,IPR015722:MLL Transcription Factor,IPR017956:AT hook, DNA-binding, conserved site,IPR018516:FY-rich, C-terminal subgroup,IPR018518:FY-rich, N-terminal subgroup,IPR019787:Zinc finger, PHD-finger,IPR020003:ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain, active site,	1	F	15	0.7538	-1.3266	7.1829E-07	327.8291	243.7043
A_24_P196704	chr7:104715141-104715200	MLL5	NM_182931	Myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	molecular function|enzyme binding|IPI|GO:0019899|GOA|19377461//molecular function|histone methyltransferase activity (H3-K4 specific)|IDA|GO:0042800|GOA|19377461//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|methyltransferase activity|IEA|GO:0008168|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|19377461//molecular function|transcription coactivator activity|IMP|GO:0003713|GOA|19377461//molecular function|transferase activity|IEA|GO:0016740|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|DNA methylation|ISS|GO:0006306|GOA|na//biological process|cell cycle|IEA|GO:0007049|GOA|na//biological process|cell cycle arrest|IEA|GO:0007050|GOA|na//biological process|chromatin modification|IEA|GO:0016568|GOA|na//biological process|erythrocyte differentiation|ISS|GO:0030218|GOA|na//biological process|histone methylation|IDA|GO:0016571|GOA|19377461//biological process|neutrophil activation|ISS|GO:0042119|GOA|na//biological process|neutrophil mediated immunity|ISS|GO:0002446|GOA|na//biological process|positive regulation of transcription, DNA-dependent|IMP|GO:0045893|GOA|19377461//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//biological process|response to retinoic acid|IMP|GO:0032526|GOA|19377461//biological process|retinoic acid receptor signaling pathway|IMP|GO:0048384|GOA|19377461//cellular component|MLL5-L complex|IDA|GO:0070688|GOA|19377461//cellular component|nuclear speck|IEA|GO:0016607|GOA|na//cellular component|nucleus|TAS|GO:0005634|GOA|19377461	No	IPR001214:SET,IPR001965:Zinc finger, PHD-type,IPR019786:Zinc finger, PHD-type, conserved site,IPR019787:Zinc finger, PHD-finger,	1	F	16	0.8324	-1.2013	0.0012	1245.8109	1021.6635
A_24_P915149	chr17:36883647-36883703	MLLT6	NM_005937	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|16713569//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|TAS|GO:0006355|GOA|8058765//cellular component|cytoplasm|IDA|GO:0005737|GOA|18029348//cellular component|mitochondrion|IDA|GO:0005739|GOA|18029348//cellular component|nucleus|IDA|GO:0005634|GOA|18029348	No	IPR001965:Zinc finger, PHD-type,IPR019786:Zinc finger, PHD-type, conserved site,IPR019787:Zinc finger, PHD-finger,	1	M	14	1.2282	1.2282	3.9736E-07	28.28	34.8545
A_24_P350969	chr17:2293179-2293238	MNT	AK001561	MAX binding protein	molecular function|transcription coactivator activity|TAS|GO:0003713|GOA|9598315//molecular function|transcription corepressor activity|TAS|GO:0003714|GOA|9598315//molecular function|transcription factor activity|IEA|GO:0003700|GOA|na//biological process|cell aging|IEA|GO:0007569|GOA|na//biological process|multicellular organismal development|TAS|GO:0007275|GOA|9184233//biological process|negative regulation of cell proliferation|TAS|GO:0008285|GOA|9184233//biological process|regulation of apoptosis|IEA|GO:0042981|GOA|na//biological process|regulation of cell cycle|IEA|GO:0051726|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//biological process|transcription from RNA polymerase II promoter|TAS|GO:0006366|GOA|9184233//cellular component|nucleus|IEA|GO:0005634|GOA|na	No	IPR001092:Basic helix-loop-helix dimerisation region bHLH,IPR011598:Helix-loop-helix DNA-binding,	0	M	14	1.1978	1.1978	5.3637E-06	187.2064	225.9346
