Gene ID	Description	Functional class	Comment	SG enrichment (log2-fold)
AAEL013914	conserved hypothetical protein	DIV		-1.567052156
AAEL000984	conserved hypothetical protein	DIV		-1.560651933
AAEL005851	exosome complex exonuclease rrp42 (ribosomal RNA processing protein 42)	DIV		-1.550369942
AAEL000549	fibulin 1	DIV		-1.549207171
AAEL002226	casein kinase	DIV		-1.545469921
AAEL010378	conserved hypothetical protein	DIV		-1.541163359
AAEL004302	conserved hypothetical protein	DIV		-1.535939608
AAEL006226	sam/hd domain protein	DIV		-1.535902614
AAEL006782	protein arginine n-methyltransferase	DIV		-1.535473266
AAEL003921	anopheles stephensi ubiquitin, putative	DIV		-1.535193666
AAEL009336	troponin C	DIV		-1.534153863
AAEL014271	conserved hypothetical protein	DIV		-1.533358903
AAEL009727	conserved hypothetical protein	DIV		-1.532904787
AAEL013124	GTP-binding  protein alpha subunit, gna	DIV		-1.53280719
AAEL013412	conserved hypothetical protein	DIV		-1.532197805
AAEL001838	conserved hypothetical protein	DIV		-1.530022424
AAEL008615	hypothetical protein	DIV		-1.528832675
AAEL000973	conserved hypothetical protein	DIV		-1.526018743
AAEL013844	diazepam binding inhibitor, putative	DIV		-1.525478783
AAEL005028	conserved hypothetical protein	DIV		-1.521939203
AAEL003623	conserved hypothetical protein	DIV		-1.521740027
AAEL003494	goodpasture antigen-binding protein	DIV		-1.521535247
AAEL017290	Coiled-coil domain-containing protein 72 homolog	DIV		-1.520835108
AAEL006177	histone acetyltransferase type b catalytic subunit	DIV		-1.520187961
AAEL008058	liprin alpha (lar-interacting protein alpha) (synapse defective protein 2)	DIV		-1.519790426
AAEL006445	conserved hypothetical protein	DIV		-1.517407091
AAEL011879	citron ser/thr kinase	DIV		-1.515070753
AAEL004434	transketolase	DIV		-1.513872103
AAEL003581	amidophosphoribosyltransferase	DIV		-1.512111598
AAEL008298	hypothetical protein	DIV		-1.511581535
AAEL004438	conserved hypothetical protein	DIV		-1.511149638
AAEL002388	zinc finger protein	DIV		-1.505425603
AAEL006048	interleukin enhancer binding factor	DIV		-1.502796365
AAEL012490	ring finger protein 19 (dorfin) (double ring-finger protein)	DIV		-1.502774575
AAEL003971	conserved hypothetical protein	DIV		-1.501492961
AAEL008084	phosphatidylserine receptor	DIV		-1.499406079
AAEL006750	hypothetical protein	DIV		-1.498734605
AAEL005241	lateral signaling target protein	DIV		-1.497206299
AAEL010334	conserved hypothetical protein	DIV		-1.493901024
AAEL000428	tryptophan 2,3-dioxygenase	DIV		-1.489449757
AAEL003443	threonine dehydrogenase	DIV		-1.489258589
AAEL001142	rab gdp/gtp exchange factor	DIV		-1.486813588
AAEL012574	hypothetical protein	DIV		-1.486396798
AAEL003004	hypothetical protein	DIV		-1.484086245
AAEL005492	protein-tyrosine phosphatase n9	DIV		-1.483800513
AAEL002310	conserved hypothetical protein	DIV		-1.477652138
AAEL005877	conserved hypothetical protein	DIV		-1.477345336
AAEL002330	conserved hypothetical protein	DIV		-1.475301746
AAEL004154	conserved hypothetical protein	DIV		-1.474248683
AAEL007490	conserved hypothetical protein	DIV		-1.468122161
AAEL000957	hypothetical protein	DIV		-1.467419957
AAEL010011	conserved hypothetical protein	DIV		-1.466471743
AAEL001087	synaptic vesicle protein	DIV		-1.466166587
AAEL003953	map/microtubule affinitygulating kinase 2,4	DIV		-1.464727198
AAEL008026	conserved hypothetical protein	DIV		-1.464565155
AAEL005704	conserved hypothetical protein	DIV		-1.463649686
AAEL008395	hypothetical protein	DIV		-1.463539088
AAEL000179	ubiquitin-conjugating enzyme E2 l	DIV		-1.457010668
AAEL012389	conserved hypothetical protein	DIV		-1.456519028
AAEL005736	conserved hypothetical protein	DIV		-1.454827388
AAEL013016	regulator of sex-limitation	DIV		-1.454471
AAEL011738	conserved hypothetical protein	DIV		-1.454092873
AAEL017184	protein binding-	DIV		-1.451495462
AAEL007544	serine/threonine-protein kinase chk2 (cds1)	DIV		-1.45086951
AAEL008279	conserved hypothetical protein	DIV		-1.449777044
AAEL010805	deformed wings, putative	DIV		-1.449526843
AAEL001861	nuclear pore complex protein nup154	DIV		-1.448907957
AAEL011873	ubiquitin-conjugating enzyme	DIV		-1.448842898
AAEL007431	conserved hypothetical protein	DIV		-1.447370036
AAEL013692	PIWI	DIV		-1.446832299
AAEL007698	PIWI	DIV		-1.445661897
AAEL000206	ninjurin A, putative	DIV		-1.445022528
AAEL017207	hypothetical protein	DIV		-1.442804346
AAEL006190	conserved hypothetical protein	DIV		-1.442109342
AAEL017116	Nucleic acid bindin	DIV		-1.439328379
AAEL015380	conserved hypothetical protein	DIV		-1.439099375
AAEL001625	conserved hypothetical protein	DIV		-1.43593977
AAEL009667	conserved hypothetical protein	DIV		-1.434261063
AAEL007370	conserved hypothetical protein	DIV		-1.431924789
AAEL010877	conserved hypothetical protein	DIV		-1.430681942
AAEL007452	conserved hypothetical protein	DIV		-1.429102341
AAEL011415	lysine-specific histone demethylase	DIV		-1.42721818
AAEL005317	titin (connectin)	DIV		-1.424740672
AAEL006728	ubiquitin-conjugating enzyme E2 c	DIV		-1.413902183
AAEL002721	conserved hypothetical protein	DIV		-1.413714543
AAEL000267	conserved hypothetical protein	DIV		-1.412720304
AAEL005667	LIM domain-binding protein, putative	DIV		-1.410581137
AAEL001624	hypothetical protein	DIV		-1.409653578
AAEL008960	regulator of telomere elongation helicase 1 rtel1	DIV		-1.408506198
AAEL007571	hypothetical protein	DIV		-1.407293061
AAEL001086	hypothetical protein	DIV		-1.406671122
AAEL017462	transmembrane transport	DIV		-1.405233749
AAEL000692	partner of sld5	DIV		-1.404727934
AAEL012965	wd and tetratricopeptide repeat protein	DIV		-1.403023941
AAEL007797	conserved hypothetical protein	DIV		-1.401838092
AAEL004871	hypothetical protein	DIV		-1.40115355
AAEL000128	P130	DIV		-1.399392465
AAEL006483	conserved hypothetical protein	DIV		-1.398087422
AAEL007329	conserved hypothetical protein	DIV		-1.397638071
AAEL005618	chitin synthase	DIV		-1.395513777
AAEL001402	conserved hypothetical protein	DIV		-1.394748409
AAEL002125	conserved hypothetical protein	DIV		-1.39474573
AAEL003484	hypothetical protein	DIV		-1.392311126
AAEL001134	methylmalonate-semialdehyde dehydrogenase	DIV		-1.391852951
AAEL004101	hypothetical protein	DIV		-1.39115013
AAEL003412	nuclear lim interactor-interacting factor (nli-interacting factor) (nli-if)	DIV		-1.387449068
AAEL006772	conserved hypothetical protein	DIV		-1.386825256
AAEL010501	zinc finger protein	DIV		-1.386447509
AAEL011221	nmda receptor glutamate-binding chain	DIV		-1.385808676
AAEL005997	allergen, putative	DIV		-1.383106056
AAEL011158	disulfide oxidoreductase	DIV		-1.382585083
AAEL001600	conserved hypothetical protein	DIV		-1.382579091
AAEL004477	cell division control protein	DIV		-1.381828533
AAEL001390	conserved hypothetical protein	DIV		-1.379683848
AAEL009400	ccr4-associated factor	DIV		-1.379192117
AAEL007702	chaperonin	DIV		-1.379058786
AAEL002366	conserved hypothetical protein	DIV		-1.378099778
AAEL006946	chaperonin	DIV		-1.375306478
AAEL011285	conserved hypothetical protein	DIV		-1.374919579
AAEL009393	conserved hypothetical protein	DIV		-1.37426435
AAEL007469	mitotic checkpoint protein bub3	DIV		-1.372379513
AAEL013019	hypothetical protein	DIV		-1.372258572
AAEL011362	hypothetical protein	DIV		-1.372215231
AAEL017438	integral to membrane	DIV		-1.372178972
AAEL014438	Juvenile hormone-inducible protein, putative	DIV		-1.370400687
AAEL006600	Juvenile hormone-inducible protein, putative	DIV		-1.370006432
AAEL012676	conserved hypothetical protein	DIV		-1.36951274
AAEL009231	Lipid storage droplet-1, putative	DIV		-1.367751659
AAEL011868	conserved hypothetical protein	DIV		-1.365988426
AAEL007227	conserved hypothetical protein	DIV		-1.360974525
AAEL003675	ubiquinol-cytochrome c reductase iron-sulfur subunit	DIV		-1.360947158
AAEL002950	conserved hypothetical protein	DIV		-1.357509164
AAEL007251	zinc finger protein, putative	DIV		-1.353881807
AAEL013054	conserved hypothetical protein	DIV		-1.351538548
AAEL000529	conserved hypothetical protein	DIV		-1.349834273
AAEL003645	stearoyl-coa desaturase	DIV		-1.34922199
AAEL003435	conserved hypothetical protein	DIV		-1.348686748
AAEL004248	neuronal calcium sensor	DIV		-1.347827591
AAEL001847	conserved hypothetical protein	DIV		-1.341506094
AAEL010494	hypothetical protein	DIV		-1.34141937
AAEL008605	inosine triphosphate pyrophosphatase (itpase) (inosine triphosphatase)	DIV		-1.341133422
AAEL004414	conserved hypothetical protein	DIV		-1.336292947
AAEL012628	conserved hypothetical protein	DIV		-1.336142138
AAEL017478	modifier of MDG4	DIV		-1.336137333
AAEL009997	hypothetical protein	DIV		-1.333936509
AAEL008906	conserved hypothetical protein	DIV		-1.332662481
AAEL007256	DNA helicase recq1	DIV		-1.331473499
AAEL010968	queuine tRNAbosyltransferase	DIV		-1.330014097
AAEL009918	conserved hypothetical protein	DIV		-1.329315393
AAEL000795	ubiquitin	DIV		-1.327388161
AAEL011795	allergen, putative	DIV		-1.326120301
AAEL005547	conserved hypothetical protein	DIV		-1.323331853
AAEL000093	conserved hypothetical protein	DIV		-1.320732106
AAEL009996	deformed wings, putative	DIV		-1.318436898
AAEL008341	adenosylhomocysteinase	DIV		-1.318403183
AAEL001551	conserved hypothetical protein	DIV		-1.313213045
AAEL005739	conserved hypothetical protein	DIV		-1.312649074
AAEL010327	six/sine homebox transcription factors	DIV		-1.311193163
AAEL013832	conserved hypothetical protein	DIV		-1.305205479
AAEL007850	hypothetical protein	DIV		-1.302836186
AAEL003338	hypothetical protein	DIV		-1.301687346
AAEL007257	hypothetical protein	DIV		-1.298944545
AAEL011705	conserved hypothetical protein	DIV		-1.297721701
AAEL006509	hydrogen-transporting ATP synthase, G-subunit, putative	DIV		-1.296015872
AAEL006965	NBP2b protein, putative	DIV		-1.295587233
AAEL012513	calcium-binding protein E63-1	DIV		-1.29423218
AAEL011023	hypothetical protein	DIV		-1.290126179
AAEL001747	conserved hypothetical protein	DIV		-1.287053332
AAEL005563	hypothetical protein	DIV		-1.284894239
AAEL008941	conserved hypothetical protein	DIV		-1.283251388
AAEL007295	hypothetical protein	DIV		-1.28143499
AAEL007427	zinc finger protein	DIV		-1.280976288
AAEL011535	wdpeat protein	DIV		-1.280471854
AAEL003577	conserved hypothetical protein	DIV		-1.280466941
AAEL013616	hypothetical protein	DIV		-1.278978495
AAEL008473	cysteinech venom protein, putative	DIV		-1.27788624
AAEL014034	zinc finger protein	DIV		-1.275753366
AAEL001315	conserved hypothetical protein	DIV		-1.273038694
AAEL013624	hypothetical protein	DIV		-1.270020381
AAEL007271	basic helix-loop-helix zip transcription factor	DIV		-1.265650191
AAEL007011	conserved hypothetical protein	DIV		-1.262738869
AAEL004125	signal transduction protein lnkalted	DIV		-1.262463378
AAEL003153	hypothetical protein	DIV		-1.261873805
AAEL010801	conserved hypothetical protein	DIV		-1.261790901
AAEL010920	conserved hypothetical protein	DIV		-1.25967713
AAEL005768	hypothetical protein	DIV		-1.259328893
AAEL015077	wd and tetratricopeptide repeat protein	DIV		-1.256523955
AAEL004049	conserved hypothetical protein	DIV		-1.255868381
AAEL013632	phosphatidylserine receptor	DIV		-1.25103081
AAEL007868	ubiquinol-cytochrome c reductase complex 14 kd protein	DIV		-1.249653929
AAEL013633	ubiquitin-conjugating enzyme h	DIV		-1.248897094
AAEL006492	centrin, putative	DIV		-1.247981388
AAEL001751	cyclin	DIV		-1.247804903
AAEL004437	dual-specificity protein phosphatase, putative	DIV		-1.240422606
AAEL001129	conserved hypothetical protein	DIV		-1.239873634
AAEL004422	nucleic acid binding	DIV		-1.238433721
AAEL003668	hypothetical protein	DIV		-1.23736407
AAEL004392	IAP-antagonist michelob-X-like protein, pro-apoptotic protein	DIV		-1.236951583
AAEL012551	conserved hypothetical protein	DIV		-1.231683126
AAEL005068	S-phase kinase-associated protein 2 (skp2), putative	DIV		-1.227404965
AAEL012142	timeout/timeless-2	DIV		-1.226503573
AAEL004210	conserved hypothetical protein	DIV		-1.225261589
AAEL004350	janus A, putative	DIV		-1.223402259
AAEL012223	zinc finger protein	DIV		-1.222515769
AAEL009242	conserved hypothetical protein	DIV		-1.222504179
AAEL005709	n-acetyltransferase separation anxiety	DIV		-1.222267537
AAEL000439	hypothetical protein	DIV		-1.221791622
AAEL014597	plexin b	DIV		-1.219142372
AAEL006459	conserved hypothetical protein	DIV		-1.217587502
AAEL007617	serine/threonine-protein kinase vrk	DIV		-1.216482143
AAEL008867	hypothetical protein	DIV		-1.216296942
AAEL013963	tumor necrosis factor induced protein	DIV		-1.214404123
AAEL013063	Autophagy-specific protein, putative	DIV		-1.21153254
AAEL002995	pyrazinamidase/nicotinamidase	DIV		-1.211160022
AAEL015042	conserved hypothetical protein	DIV		-1.209858734
AAEL010185	A-kinase anchoring protein AKAP120, putative	DIV		-1.209813381
AAEL009859	nucleolar GTP-binding protein	DIV		-1.209453361
AAEL014272	molybdopterin cofactor sulfurase (mosc)	DIV		-1.208559661
AAEL012834	hypothetical protein	DIV		-1.207665994
AAEL001818	conserved hypothetical protein	DIV		-1.207137806
AAEL012416	hypothetical protein	DIV		-1.204336973
AAEL004170	hypothetical protein	DIV		-1.202765892
AAEL011024	zinc finger protein	DIV		-1.202736647
AAEL006073	ubiquitin-conjugating enzyme E2-230k	DIV		-1.200337511
AAEL006289	spire	DIV		-1.200101497
AAEL013946	conserved hypothetical protein	DIV		-1.199856497
AAEL008953	conserved hypothetical protein	DIV		-1.19914421
AAEL003750	conserved hypothetical protein	DIV		-1.198285584
AAEL009185	arginine or creatine kinase	DIV		-1.196907179
AAEL014399	conserved hypothetical protein	DIV		-1.196714262
AAEL008611	metastasis-associated protein 3 (mta3)	DIV		-1.196210002
AAEL008277	WNT3 precursor, putative	DIV		-1.195753965
AAEL001291	conserved hypothetical protein	DIV		-1.194828975
AAEL011507	zinc finger protein	DIV		-1.19445395
AAEL001104	conserved hypothetical protein	DIV		-1.193176727
AAEL003514	centromere/microtubule binding protein cbf5	DIV		-1.191016397
AAEL010323	hypothetical protein	DIV		-1.189717987
AAEL013363	ubiquitously transcribed sex (x/y) chromosome tetratricopeptide repeat protein	DIV		-1.188156935
AAEL002874	apolipoprotein a binding protein	DIV		-1.188038083
AAEL004783	ornithine decarboxylase antizyme, putative	DIV		-1.187347182
AAEL010675	hypothetical protein	DIV		-1.181368659
AAEL001721	conserved hypothetical protein	DIV		-1.179943415
AAEL002675	arginase	DIV		-1.179485598
AAEL003456	conserved hypothetical protein	DIV		-1.179444446
AAEL009590	outer mitochondrial translocase subunit, putative	DIV		-1.17824779
AAEL009775	rapamycin-insensitive companion of Tor, putative	DIV		-1.17815085
AAEL002076	outer mitochondrial translocase subunit, putative	DIV		-1.176838484
AAEL004875	f-box only protein	DIV		-1.173931485
AAEL013074	adenylyl cyclase-associated protein	DIV		-1.171947417
AAEL005922	hypothetical protein	DIV		-1.171480033
AAEL003237	low molecular weight protein-tyrosine-phosphatase	DIV		-1.170587018
AAEL009709	hypothetical protein	DIV		-1.167099295
AAEL014210	hypothetical protein	DIV		-1.166767635
AAEL004439	conserved hypothetical protein	DIV		-1.166024723
AAEL004131	gh regulated tbc protein-1	DIV		-1.166009372
AAEL011832	conserved hypothetical protein	DIV		-1.164633136
AAEL012151	ral guanine nucleotide exchange factor  with ph domain and sh3 binding motif, ralgps	DIV		-1.164078945
AAEL000456	conserved hypothetical protein	DIV		-1.161472495
AAEL010970	conserved hypothetical protein	DIV		-1.160694471
AAEL004570	conserved hypothetical protein	DIV		-1.160205255
AAEL013612	conserved hypothetical protein	DIV		-1.160173365
AAEL003290	cell wall protein DAN4 precursor, putative	DIV		-1.156127602
AAEL008183	t complex protein	DIV		-1.156069859
AAEL014066	ubiquitin conjugating enzyme 7 interacting protein	DIV		-1.153557161
AAEL014910	synaptic vesicle protein	DIV		-1.152369482
AAEL000601	hypothetical protein	DIV		-1.150692536
AAEL017168	nucleic acid binding	DIV		-1.150130196
AAEL001915	tyrosine protein kinase	DIV		-1.147349295
AAEL009846	Enn protein, putative	DIV		-1.146952065
AAEL010147	conserved hypothetical protein	DIV		-1.144695425
AAEL003667	hypothetical protein	DIV		-1.142623514
AAEL009337	adenylate kinase isoenzyme	DIV		-1.142178627
AAEL005031	hypothetical protein	DIV		-1.138306862
AAEL009320	chaperonin	DIV		-1.136956485
AAEL004606	Mod(mdg4)-54.5, putative	DIV		-1.136688962
AAEL001018	conserved hypothetical protein	DIV		-1.135322876
AAEL006313	conserved hypothetical protein	DIV		-1.133674305
AAEL001611	conserved hypothetical protein	DIV		-1.13173339
AAEL011441	calcium/calmodulin-dependent protein kinase type 1 (camki)	DIV		-1.130949139
AAEL015320	striatin	DIV		-1.130563124
AAEL010014	hypothetical protein	DIV		-1.130052156
AAEL004267	parkin (ubiquitin E3 ligase prkn)	DIV		-1.127188687
AAEL005573	GTP-binding protein era	DIV		-1.126932746
AAEL000922	polyribonucleotide nucleotidyltransferase	DIV		-1.126259854
AAEL001199	Putative GTP-binding protein 5	DIV		-1.125915419
AAEL011788	conserved hypothetical protein	DIV		-1.125326713
AAEL004815	zinc finger protein	DIV		-1.125139783
AAEL004163	O-fucosyltransferase, putative	DIV		-1.125121603
AAEL000147	single-stranded DNA binding protein, putative	DIV		-1.12383483
AAEL001462	protein phosphatase 2c gamma	DIV		-1.120404923
AAEL012787	conserved hypothetical protein	DIV		-1.119786799
AAEL009149	kinectin, putative	DIV		-1.119698285
AAEL013069	receptor for activated protein kinase c (rack1)	DIV		-1.118973778
AAEL009712	conserved hypothetical protein	DIV		-1.118426256
AAEL009422	conserved hypothetical protein	DIV		-1.117933351
AAEL002044	hypothetical protein	DIV		-1.117751084
AAEL010809	SET, putative	DIV		-1.117577877
AAEL000395	retinoid x receptor (rxr)	DIV		-1.114408322
AAEL002215	conserved hypothetical protein	DIV		-1.112089074
AAEL003145	bestrophin 2,3,4	DIV		-1.111535655
