gene_assignment	Gene Symbol	RefSeq	p-value(dose)	p-value(Scan Date)	alt-splicing(dose)	step-up(altsplice-dose)	Mean(0)	LSMean(0)	Mean(10)	LSMean(10)	p-value(0 vs. 10)	Ratio(0 vs. 10)	Fold-Change(0 vs. 10)	Fold-Change(0 vs. 10) (Description)
NR_002949 // NUDT16P // nudix (nucleoside diphosphate linked moiety X)-type moti	NUDT16P	NR_002949	0.727915	0.140079	0.0351799	1	6.96987	7.00644	6.89823	6.89595	0.607919	1.0796	1.0796	0 up vs 10
NM_145119 // PJA1 // praja 1 // Xq13.1 // 64219 /// NM_022368 // PJA1 // praja 1	PJA1	NM_145119	0.786329	0.0770377	0.0351879	1	6.93054	6.90594	6.89615	6.8798	0.84263	1.01828	1.01828	0 up vs 10
NM_014710 // GPRASP1 // G protein-coupled receptor associated sorting protein 1	GPRASP1	NM_014710	0.42887	0.00627663	0.0351888	1	4.36746	4.3505	4.43015	4.40842	0.479353	0.960653	-1.04096	0 down vs 10
NM_015701 // C2orf30 // chromosome 2 open reading frame 30 // 2p16.2 // 27248 //	C2orf30	NM_015701	0.0715508	0.145112	0.0354761	1	8.9119	8.9396	8.65185	8.68585	0.0860387	1.1923	1.1923	0 up vs 10
NM_012084 // GLUD2 // glutamate dehydrogenase 2 // Xq24-q25 // 2747 /// NM_00527	GLUD2	NM_012084	0.0140403	0.712906	0.0356441	1	5.58022	5.58836	5.19794	5.20225	0.0158142	1.30686	1.30686	0 up vs 10
NM_152891 // PRSS33 // protease, serine, 33 // 16p13.3 // 260429 /// ENST0000029	PRSS33	NM_152891	0.261265	0.060358	0.0358793	1	6.91706	6.89929	7.0329	7.00434	0.320802	0.929773	-1.07553	0 down vs 10
NR_003667 // SUGT1P // suppressor of G2 allele of SKP1 pseudogene (S. cerevisiae	SUGT1P	NR_003667	0.0614548	0.825434	0.0368362	1	3.71479	3.70283	4.23883	4.21579	0.073831	0.700785	-1.42697	0 down vs 10
NM_032146 // ARL6 // ADP-ribosylation factor-like 6 // 3q11.2 // 84100 /// NM_17	ARL6	NM_032146	0.145396	0.135628	0.0369171	1	5.60769	5.58386	5.45427	5.45988	0.241067	1.08974	1.08974	0 up vs 10
NM_198573 // C9orf165 // chromosome 9 open reading frame 165 // 9p13.3 // 375704	C9orf165	NM_198573	0.254195	0.259276	0.0369188	1	5.55839	5.54419	5.80163	5.76957	0.30393	0.855373	-1.16908	0 down vs 10
NM_018136 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Dr	ASPM	NM_018136	4.82E-05	0.0191992	0.0370003	1	8.13166	8.14399	6.62832	6.62646	5.69E-05	2.86302	2.86302	0 up vs 10
NM_000111 // SLC26A3 // solute carrier family 26, member 3 // 7q31 // 1811 /// E	SLC26A3	NM_000111	0.65293	0.024392	0.0370178	1	3.96709	3.97496	4.00011	4.00278	0.71458	0.9809	-1.01947	0 down vs 10
NM_000554 // CRX // cone-rod homeobox // 19q13.3 // 1406 /// ENST00000221996 //	CRX	NM_000554	0.825491	0.1757	0.0370256	1	5.44444	5.44027	5.46851	5.45534	0.894183	0.989609	-1.0105	0 down vs 10
NM_016006 // ABHD5 // abhydrolase domain containing 5 // 3p21 // 51099 /// ENST0	ABHD5	NM_016006	0.872176	0.0859653	0.0371023	1	7.67023	7.68195	7.68744	7.7178	0.747927	0.975458	-1.02516	0 down vs 10
NM_016552 // ANKMY1 // ankyrin repeat and MYND domain containing 1 // 2q37.3 //	ANKMY1	NM_016552	0.347083	0.0306662	0.0371193	1	7.29297	7.27261	7.35569	7.34096	0.325872	0.953728	-1.04852	0 down vs 10
NM_175858 // KRTAP11-1 // keratin associated protein 11-1 // 21q22.1 // 337880 /	KRTAP11-1	NM_175858	0.204487	0.234133	0.0371343	1	4.62138	4.6098	4.85804	4.84358	0.224817	0.850403	-1.17591	0 down vs 10
NM_032787 // GPR128 // G protein-coupled receptor 128 // 3q12.2 // 84873 /// ENS	GPR128	NM_032787	0.54491	0.00932976	0.0371781	1	3.8466	3.85036	3.87411	3.88146	0.511361	0.978671	-1.02179	0 down vs 10
NM_017542 // POGK // pogo transposable element with KRAB domain // 1q24.1 // 576	POGK	NM_017542	0.0835215	0.00892703	0.0373554	1	9.41791	9.41863	9.30318	9.2865	0.0613074	1.09591	1.09591	0 up vs 10
ENST00000394780 // ALG13 // asparagine-linked glycosylation 13 homolog (S. cerev	ALG13	ENST00000394780	0.877178	0.114242	0.0375087	1	7.09879	7.16754	7.12948	7.17072	0.987699	0.9978	-1.00221	0 down vs 10
NM_014640 // TTLL4 // tubulin tyrosine ligase-like family, member 4 // 2p24.3-p2	TTLL4	NM_014640	0.299087	0.996807	0.037723	1	8.88717	8.88892	8.65061	8.64766	0.307355	1.18203	1.18203	0 up vs 10
NM_014385 // SIGLEC7 // sialic acid binding Ig-like lectin 7 // 19q13.3 // 27036	SIGLEC7	NM_014385	0.146045	0.847031	0.0378152	1	5.04804	5.05389	5.32197	5.33262	0.153232	0.824317	-1.21313	0 down vs 10
NM_003223 // TFAP4 // transcription factor AP-4 (activating enhancer binding pro	TFAP4	NM_003223	0.122035	0.118633	0.0378356	1	7.65343	7.66027	7.36776	7.37499	0.134517	1.21864	1.21864	0 up vs 10
NM_003801 // GPAA1 // glycosylphosphatidylinositol anchor attachment protein 1 h	GPAA1	NM_003801	0.727105	0.0019764	0.0378618	1	8.93497	8.86442	8.95939	8.91238	0.515247	0.967303	-1.0338	0 down vs 10
NM_080862 // SPSB4 // splA/ryanodine receptor domain and SOCS box containing 4 /	SPSB4	NM_080862	0.168228	0.495169	0.0379278	1	5.51013	5.52685	5.76556	5.72998	0.275762	0.868665	-1.15119	0 down vs 10
NM_020903 // USP29 // ubiquitin specific peptidase 29 // 19q13.43 // 57663 /// E	USP29	NM_020903	0.52471	0.541924	0.0380058	1	3.27699	3.28359	3.43724	3.42194	0.595177	0.908557	-1.10065	0 down vs 10
NM_145893 // A2BP1 // ataxin 2-binding protein 1 // 16p13.3 // 54715 /// NM_1458	A2BP1	NM_145893	0.0861864	0.175581	0.0381965	1	4.72995	4.69903	4.93067	4.92271	0.0702304	0.85638	-1.16771	0 down vs 10
NM_139278 // LGI3 // leucine-rich repeat LGI family, member 3 // 8p21.3 // 20319	LGI3	NM_139278	0.054984	0.0127055	0.0382264	1	5.47068	5.44962	5.65397	5.63527	0.0596983	0.879247	-1.13734	0 down vs 10
NM_006572 // GNA13 // guanine nucleotide binding protein (G protein), alpha 13 /	GNA13	NM_006572	0.0890046	0.228211	0.0382308	1	10.1557	10.151	10.0262	10.0297	0.117432	1.08772	1.08772	0 up vs 10
NM_033204 // ZNF101 // zinc finger protein 101 // 19p13.11 // 94039 /// ENST0000	ZNF101	NM_033204	0.859125	0.339976	0.0382654	1	7.21695	7.25077	7.23567	7.25315	0.982616	0.998348	-1.00165	0 down vs 10
NM_144573 // NEXN // nexilin (F actin binding protein) // 1p31.1 // 91624 /// EN	NEXN	NM_144573	0.276583	0.00221644	0.0384765	1	4.09602	4.11085	4.18021	4.21851	0.191281	0.928088	-1.07748	0 down vs 10
NM_021007 // SCN2A // sodium channel, voltage-gated, type II, alpha subunit // 2	SCN2A	NM_021007	0.845835	0.0771771	0.0384784	1	3.55284	3.5598	3.57471	3.57789	0.876967	0.987543	-1.01261	0 down vs 10
NM_016331 // ZNF639 // zinc finger protein 639 // 3q26.32 // 51193 /// ENST00000	ZNF639	NM_016331	0.000334737	0.00260946	0.0386154	1	8.46314	8.49748	8.0188	8.04764	0.000386107	1.36589	1.36589	0 up vs 10
NM_205850 // SLC24A5 // solute carrier family 24, member 5 // 15q21.1 // 283652	SLC24A5	NM_205850	0.52681	0.635168	0.038666	1	4.32215	4.34093	4.39776	4.41095	0.571421	0.952627	-1.04973	0 down vs 10
NM_198526 // ZNF710 // zinc finger protein 710 // 15q26.1 // 374655 /// ENST0000	ZNF710	NM_198526	0.00444167	0.0103684	0.0387379	1	8.17817	8.19908	7.9043	7.91805	0.00471744	1.21506	1.21506	0 up vs 10
NM_024613 // PLEKHF2 // pleckstrin homology domain containing, family F (with FY	PLEKHF2	NM_024613	0.0601998	0.324667	0.0387412	1	9.10661	9.07876	8.63201	8.59741	0.0649762	1.39605	1.39605	0 up vs 10
NM_018687 // LOC55908 // hepatocellular carcinoma-associated gene TD26 // 19p13.	LOC55908	NM_018687	0.177352	0.22182	0.0387979	1	6.25398	6.22669	6.44438	6.44635	0.140726	0.858766	-1.16446	0 down vs 10
NM_033180 // OR51B2 // olfactory receptor, family 51, subfamily B, member 2 // 1	OR51B2	NM_033180	0.397884	0.867467	0.0390064	1	4.53903	4.5429	4.32068	4.31905	0.403922	1.16785	1.16785	0 up vs 10
NM_016100 // NAT5 // N-acetyltransferase 5 // 20p11.23 // 51126 /// NM_181527 //	NAT5	NM_016100	0.912573	0.0117315	0.039099	1	9.02874	8.90919	9.04603	8.97739	0.679049	0.953827	-1.04841	0 down vs 10
NM_000303 // PMM2 // phosphomannomutase 2 // 16p13.3-p13.2 // 5373 /// ENST00000	PMM2	NM_000303	0.728015	0.319273	0.0391087	1	9.44239	9.41142	9.48606	9.48188	0.592053	0.952335	-1.05005	0 down vs 10
NM_017727 // TMEM214 // transmembrane protein 214 // 2p23.3 // 54867 /// NM_0010	TMEM214	NM_017727	0.221021	0.449992	0.0391379	1	10.8762	10.8914	10.6697	10.6889	0.24507	1.15068	1.15068	0 up vs 10
NM_003794 // SNX4 // sorting nexin 4 // 3q21.2 // 8723 /// ENST00000251775 // SN	SNX4	NM_003794	0.0105016	0.0358667	0.0393109	1	9.75241	9.75192	9.49651	9.49631	0.0124598	1.19384	1.19384	0 up vs 10
NM_018669 // WDR4 // WD repeat domain 4 // 21q22.3 // 10785 /// NM_033661 // WDR	WDR4	NM_018669	0.990712	0.598018	0.0394725	1	9.33553	9.32997	9.33405	9.34743	0.894507	0.987967	-1.01218	0 down vs 10
NM_006917 // RXRG // retinoid X receptor, gamma // 1q22-q23 // 6258 /// NM_00100	RXRG	NM_006917	0.291757	0.295113	0.0396131	1	4.78978	4.7914	4.97526	4.98265	0.295197	0.875847	-1.14175	0 down vs 10
NM_014369 // PTPN18 // protein tyrosine phosphatase, non-receptor type 18 (brain	PTPN18	NM_014369	0.601011	0.0239293	0.0397165	1	7.92514	7.89018	7.89071	7.85384	0.595473	1.02551	1.02551	0 up vs 10
NM_024554 // PGBD5 // piggyBac transposable element derived 5 // 1q42.13 // 7960	PGBD5	NM_024554	0.789689	0.189447	0.0397187	1	5.22405	5.22524	5.25019	5.23342	0.935847	0.99435	-1.00568	0 down vs 10
NM_144664 // FAM76B // family with sequence similarity 76, member B // 11q21 //	FAM76B	NM_144664	0.819166	0.185206	0.0397225	1	7.93945	7.92887	7.90374	7.8864	0.793742	1.02987	1.02987	0 up vs 10
NM_173596 // SLC39A5 // solute carrier family 39 (metal ion transporter), member	SLC39A5	NM_173596	0.260124	0.0278226	0.0398805	1	6.37019	6.34363	6.45623	6.4467	0.201796	0.931048	-1.07406	0 down vs 10
NM_020063 // BARHL2 // BarH-like homeobox 2 // 1p22.2 // 343472 /// ENST00000370	BARHL2	NM_020063	0.522388	0.118156	0.039892	1	6.58009	6.564	6.67989	6.65111	0.589109	0.941404	-1.06224	0 down vs 10
NM_182704 // SELV // selenoprotein V // 19q13.2 // 348303 /// ENST00000335426 //	SELV	NM_182704	0.0823402	0.174772	0.0399067	1	6.60352	6.58134	6.86626	6.84261	0.0932507	0.834352	-1.19854	0 down vs 10
NM_005356 // LCK // lymphocyte-specific protein tyrosine kinase // 1p34.3 // 393	LCK	NM_005356	0.0835098	0.168626	0.0400073	1	9.44072	9.40648	9.09138	9.09229	0.12293	1.24331	1.24331	0 up vs 10
NM_052945 // TNFRSF13C // tumor necrosis factor receptor superfamily, member 13C	TNFRSF13C	NM_052945	0.0638219	0.0100172	0.0401032	1	8.39636	8.439	8.07385	8.0918	0.0570805	1.27209	1.27209	0 up vs 10
NM_024083 // ASPSCR1 // alveolar soft part sarcoma chromosome region, candidate	ASPSCR1	NM_024083	0.161134	0.205326	0.0402355	1	8.38487	8.34997	8.51066	8.48451	0.151096	0.910956	-1.09775	0 down vs 10
NM_205847 // GMPPA // GDP-mannose pyrophosphorylase A // 2q35 // 29926 /// NM_01	GMPPA	NM_205847	0.985412	0.0705775	0.0403026	1	9.0858	9.08746	9.0876	9.10318	0.877845	0.989159	-1.01096	0 down vs 10
NM_144633 // KCNH8 // potassium voltage-gated channel, subfamily H (eag-related)	KCNH8	NM_144633	0.205514	0.207121	0.0405762	1	4.60332	4.62175	4.75779	4.74949	0.301732	0.915261	-1.09258	0 down vs 10
NM_145011 // ZNF25 // zinc finger protein 25 // 10p11.21 // 219749 /// ENST00000	ZNF25	NM_145011	0.168529	0.205869	0.0406084	1	6.40624	6.43199	6.12522	6.16872	0.207894	1.20019	1.20019	0 up vs 10
NM_001805 // CEBPE // CCAAT/enhancer binding protein (C/EBP), epsilon // 14q11.2	CEBPE	NM_001805	0.0668006	0.099977	0.0406111	1	5.92465	5.92376	6.18702	6.18305	0.0776918	0.835499	-1.19689	0 down vs 10
NM_145054 // WDR16 // WD repeat domain 16 // 17p13.1 // 146845 /// NM_001080556	WDR16	NM_145054	0.406241	0.560775	0.0406439	1	4.40485	4.4112	4.49895	4.49803	0.458039	0.941592	-1.06203	0 down vs 10
NM_024095 // ASB8 // ankyrin repeat and SOCS box-containing 8 // 12q13.11 // 140	ASB8	NM_024095	0.138083	0.0574848	0.0407437	1	8.14386	8.12919	7.96607	7.9894	0.24325	1.10175	1.10175	0 up vs 10
NM_014002 // IKBKE // inhibitor of kappa light polypeptide gene enhancer in B-ce	IKBKE	NM_014002	0.0880013	0.0200672	0.0408207	1	7.94981	7.96085	7.70596	7.73501	0.119623	1.16945	1.16945	0 up vs 10
NR_003228 // AFG3L1 // AFG3 ATPase family gene 3-like 1 (S. cerevisiae) // 16q24	AFG3L1	NR_003228	0.0306605	0.09878	0.0408246	1	6.03547	6.01553	6.28058	6.24768	0.0427335	0.85137	-1.17458	0 down vs 10
NM_182537 // HTR3D // 5-hydroxytryptamine (serotonin) receptor 3 family member D	HTR3D	NM_182537	0.287894	0.0310033	0.0409199	1	5.04051	5.02877	5.14358	5.11803	0.368833	0.940007	-1.06382	0 down vs 10
DQ323997 // C5orf17 // chromosome 5 open reading frame 17 // 5p14.2 // 439936	C5orf17	DQ323997	0.27694	0.000114812	0.0409384	1	5.23497	5.2685	5.16835	5.2042	0.309364	1.04558	1.04558	0 up vs 10
AK057304 // FLJ32742 // hypothetical locus FLJ32742 // Xp21.3 // 439944	FLJ32742	AK057304	0.278609	0.43484	0.0410474	1	3.94452	3.93914	4.18371	4.23645	0.20416	0.81377	-1.22885	0 down vs 10
NM_001018049 // PAEP // progestagen-associated endometrial protein // 9q34 // 50	PAEP	NM_001018049	0.562897	0.481639	0.0410751	1	5.06911	5.04465	5.15392	5.15283	0.480872	0.927761	-1.07786	0 down vs 10
NM_004801 // NRXN1 // neurexin 1 // 2p16.3 // 9378 /// NM_138735 // NRXN1 // neu	NRXN1	NM_004801	0.267029	0.170817	0.0411658	1	4.29028	4.3013	4.16252	4.16539	0.257055	1.09878	1.09878	0 up vs 10
NM_032021 // TMEM133 // transmembrane protein 133 // 11q22.1 // 83935 /// ENST00	TMEM133	NM_032021	0.0253543	0.0175727	0.041238	1	5.3958	5.275	4.80341	4.7201	0.0372219	1.46907	1.46907	0 up vs 10
NM_006772 // SYNGAP1 // synaptic Ras GTPase activating protein 1 homolog (rat) /	SYNGAP1	NM_006772	0.013438	0.0451456	0.0412589	1	7.40832	7.36929	7.08453	7.10143	0.0330442	1.20402	1.20402	0 up vs 10
NM_001031717 // CRELD1 // cysteine-rich with EGF-like domains 1 // 3p25.3 // 789	CRELD1	NM_001031717	0.77939	0.76459	0.0412796	1	7.6452	7.64537	7.613	7.6111	0.77425	1.02404	1.02404	0 up vs 10
NM_006101 // NDC80 // NDC80 homolog, kinetochore complex component (S. cerevisia	NDC80	NM_006101	0.00249759	0.329505	0.0412833	1	8.67498	8.64431	7.50626	7.48234	0.00310745	2.23762	2.23762	0 up vs 10
NM_001232 // CASQ2 // calsequestrin 2 (cardiac muscle) // 1p13.3-p11 // 845 ///	CASQ2	NM_001232	0.796124	0.100123	0.0412905	1	4.5672	4.57712	4.59431	4.60089	0.82732	0.983661	-1.01661	0 down vs 10
NM_178520 // TMEM105 // transmembrane protein 105 // 17q25.3 // 284186 /// ENST0	TMEM105	NM_178520	0.818515	0.696538	0.0412913	1	7.08313	7.07555	7.12059	7.08199	0.969691	0.995552	-1.00447	0 down vs 10
AK055241 // FLJ30679 // hypothetical protein FLJ30679 // 16q24.1 // 146512	FLJ30679	AK055241	0.703978	0.217798	0.0412992	1	5.19329	5.22822	5.06734	5.02149	0.552186	1.15407	1.15407	0 up vs 10
NM_020997 // LEFTY1 // left-right determination factor 1 // 1q42.1 // 10637 ///	LEFTY1	NM_020997	0.94221	0.310456	0.0413002	1	6.66333	6.63043	6.64814	6.57421	0.796794	1.03974	1.03974	0 up vs 10
NM_000015 // NAT2 // N-acetyltransferase 2 (arylamine N-acetyltransferase) // 8p	NAT2	NM_000015	0.996734	0.71792	0.0413301	1	3.29389	3.2761	3.29472	3.26588	0.961193	1.00711	1.00711	0 up vs 10
NM_003937 // KYNU // kynureninase (L-kynurenine hydrolase) // 2q22.2 // 8942 ///	KYNU	NM_003937	0.275849	0.139967	0.0415227	1	9.31858	9.3173	8.96598	8.98444	0.318009	1.25951	1.25951	0 up vs 10
NM_001139 // ALOX12B // arachidonate 12-lipoxygenase, 12R type // 17p13.1 // 242	ALOX12B	NM_001139	0.0030115	0.00816666	0.041549	1	5.46619	5.45336	5.69139	5.68182	0.0033882	0.853548	-1.17158	0 down vs 10
NM_002560 // P2RX4 // purinergic receptor P2X, ligand-gated ion channel, 4 // 12	P2RX4	NM_002560	0.0554665	0.00956002	0.0416362	1	7.9072	7.90397	7.73707	7.7381	0.0678109	1.12185	1.12185	0 up vs 10
NM_000436 // OXCT1 // 3-oxoacid CoA transferase 1 // 5p13.1 // 5019 /// ENST0000	OXCT1	NM_000436	0.84355	0.0207598	0.0417394	1	7.9674	7.96411	7.98614	7.9784	0.884701	0.990142	-1.00996	0 down vs 10
NM_018364 // RSBN1 // round spermatid basic protein 1 // 1p13.2 // 54665 /// ENS	RSBN1	NM_018364	0.00134305	0.0257282	0.0417463	1	8.52372	8.54129	8.25116	8.2795	0.00200752	1.19897	1.19897	0 up vs 10
NM_002908 // REL // v-rel reticuloendotheliosis viral oncogene homolog (avian) /	REL	NM_002908	0.00765698	0.000516351	0.0418059	1	10.1054	10.0494	9.73801	9.65278	0.00643654	1.31646	1.31646	0 up vs 10
NM_145759 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188 /// NM_00	TRAF5	NM_145759	0.00352702	0.0511745	0.0420838	1	7.43145	7.48644	6.86173	6.926	0.0045904	1.47472	1.47472	0 up vs 10
AF119858 // EPS15L2 // epidermal growth factor receptor pathway substrate 15-lik	EPS15L2	AF119858	0.770704	0.787008	0.0420936	1	3.5565	3.58557	3.59202	3.56525	0.87217	1.01419	1.01419	0 up vs 10
AK128747 // FLJ44674 // FLJ44674 protein // 16q12.1 // 400535 /// AK126710 // FL	FLJ44674	AK128747	0.779972	0.0883172	0.0421383	1	4.74251	4.7298	4.77079	4.73374	0.970004	0.997271	-1.00274	0 down vs 10
NM_014952 // BAHD1 // bromo adjacent homology domain containing 1 // 15q15.1 //	BAHD1	NM_014952	0.27691	0.250272	0.0421533	1	7.72744	7.74584	7.6464	7.67458	0.350681	1.05064	1.05064	0 up vs 10
---		---	0.619776	0.492027	0.0421816	1	4.99695	5.00085	5.12833	5.12775	0.64418	0.915797	-1.09194	0 down vs 10
NM_003256 // TIMP4 // TIMP metallopeptidase inhibitor 4 // 3p25 // 7079 /// ENST	TIMP4	NM_003256	0.220626	0.0915093	0.042199	1	6.05482	6.06186	6.20113	6.19064	0.290941	0.914602	-1.09337	0 down vs 10
NM_153021 // PLB1 // phospholipase B1 // 2p23.2 // 151056 /// ENST00000327757 //	PLB1	NM_153021	0.546603	0.118531	0.0423852	1	5.85204	5.86374	5.93095	5.90975	0.732343	0.968612	-1.0324	0 down vs 10
NM_002543 // OLR1 // oxidized low density lipoprotein (lectin-like) receptor 1 /	OLR1	NM_002543	0.405894	0.0328266	0.0424623	1	4.3195	4.29483	4.37957	4.37456	0.297168	0.946233	-1.05682	0 down vs 10
NM_018662 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// NM_001	DISC1	NM_018662	0.599173	0.0221261	0.0425665	1	6.04826	6.04339	6.09894	6.1011	0.56563	0.960788	-1.04081	0 down vs 10
NM_002493 // NDUFB6 // NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17k	NDUFB6	NM_002493	0.804874	0.0333221	0.0426765	1	8.0378	8.01357	8.06762	8.06949	0.657776	0.961979	-1.03952	0 down vs 10
NM_001337 // CX3CR1 // chemokine (C-X3-C motif) receptor 1 // 3p21|3p21.3 // 152	CX3CR1	NM_001337	0.718202	0.0194615	0.0427106	1	5.00618	5.06716	4.93777	4.98354	0.671888	1.05968	1.05968	0 up vs 10
NM_018992 // KCTD5 // potassium channel tetramerisation domain containing 5 // 1	KCTD5	NM_018992	0.0360137	0.125791	0.0428046	1	9.21141	9.21243	9.02846	9.06388	0.0802178	1.10845	1.10845	0 up vs 10
NM_015401 // HDAC7 // histone deacetylase 7 // 12q13.1 // 51564 /// NM_001098416	HDAC7	NM_015401	0.421825	0.19778	0.0432126	1	7.42617	7.40463	7.32095	7.29028	0.402123	1.08249	1.08249	0 up vs 10
NM_000409 // GUCA1A // guanylate cyclase activator 1A (retina) // 6p21.1 // 2978	GUCA1A	NM_000409	0.894304	0.27986	0.0432637	1	5.00989	4.98811	5.02403	4.99023	0.984661	0.998528	-1.00147	0 down vs 10
NM_080869 // WFDC12 // WAP four-disulfide core domain 12 // 20q12-q13.1 // 12848	WFDC12	NM_080869	0.027017	0.626745	0.0432745	1	5.23097	5.20568	5.7091	5.67648	0.033018	0.721564	-1.38588	0 down vs 10
NM_031918 // KLF16 // Kruppel-like factor 16 // 19p13.3 // 83855 /// ENST0000025	KLF16	NM_031918	0.100827	0.789264	0.0433341	1	8.66952	8.64837	8.36747	8.36111	0.12663	1.22032	1.22032	0 up vs 10
ENST00000280756 // C12orf23 // chromosome 12 open reading frame 23 // 12q23.3 //	C12orf23	ENST00000280756	0.375272	0.517429	0.0433679	1	7.70308	7.70338	7.5124	7.53838	0.455664	1.12116	1.12116	0 up vs 10
NM_001004064 // OR8J3 // olfactory receptor, family 8, subfamily J, member 3 //	OR8J3	NM_001004064	0.042625	0.824676	0.0435019	1	2.25125	2.22651	2.55932	2.56131	0.0364261	0.792895	-1.2612	0 down vs 10
AY358539 // C20orf197 // chromosome 20 open reading frame 197 // 20q13.33 // 284	C20orf197	AY358539	0.0464478	0.0208864	0.0435249	1	5.33677	5.34819	5.55299	5.58727	0.0374608	0.847287	-1.18024	0 down vs 10
NM_194251 // GPR151 // G protein-coupled receptor 151 // 5q32 // 134391 /// ENST	GPR151	NM_194251	0.804011	0.249324	0.0438366	1	4.88267	4.8679	4.81193	4.75749	0.710289	1.07954	1.07954	0 up vs 10
NM_003742 // ABCB11 // ATP-binding cassette, sub-family B (MDR/TAP), member 11 /	ABCB11	NM_003742	0.338648	0.224851	0.0439601	1	4.03491	4.02616	4.11382	4.1042	0.360738	0.947344	-1.05558	0 down vs 10
NM_152413 // GOT1L1 // glutamic-oxaloacetic transaminase 1-like 1 // 8p12 // 137	GOT1L1	NM_152413	0.538056	0.661874	0.0440225	1	4.22884	4.20939	4.36762	4.32012	0.634066	0.926116	-1.07978	0 down vs 10
NM_000256 // MYBPC3 // myosin binding protein C, cardiac // 11p11.2 // 4607 ///	MYBPC3	NM_000256	0.130108	0.353838	0.0440846	1	6.26858	6.25643	6.46428	6.4504	0.145518	0.874198	-1.14391	0 down vs 10
NM_018974 // UNC93A // unc-93 homolog A (C. elegans) // 6q27 // 54346 /// ENST00	UNC93A	NM_018974	0.181137	0.176651	0.0442585	1	6.06148	6.04072	6.23633	6.22341	0.179122	0.881057	-1.135	0 down vs 10
NM_005284 // GPR6 // G protein-coupled receptor 6 // 6q21 // 2830 /// ENST000002	GPR6	NM_005284	0.83235	0.352513	0.0444539	1	7.55349	7.56573	7.52714	7.49532	0.590249	1.05002	1.05002	0 up vs 10
NM_024070 // PVRIG // poliovirus receptor related immunoglobulin domain containi	PVRIG	NM_024070	0.0205732	0.0470907	0.044638	1	8.60868	8.64785	7.87225	7.9263	0.025881	1.64895	1.64895	0 up vs 10
NM_001670 // ARVCF // armadillo repeat gene deletes in velocardiofacial syndrome	ARVCF	NM_001670	0.00101619	0.0146874	0.0447724	1	6.99526	6.96865	7.41886	7.38484	0.00136033	0.749401	-1.3344	0 down vs 10
NM_017993 // ENOX1 // ecto-NOX disulfide-thiol exchanger 1 // 13q14.11 // 55068	ENOX1	NM_017993	0.639478	0.159637	0.0449717	1	5.36593	5.34043	5.27863	5.23456	0.585903	1.07614	1.07614	0 up vs 10
U88965 // C3orf51 // chromosome 3 open reading frame 51 // --- // 711 /// BC0694	C3orf51	U88965	0.528286	0.100147	0.0450186	1	5.16244	5.18344	5.25448	5.23841	0.713827	0.962617	-1.03883	0 down vs 10
AK292691 // LOC100129443 // hypothetical protein LOC100129443 // 1q25.1 // 10012	LOC100129443	AK292691	0.328369	0.193032	0.0450726	1	7.49018	7.55543	7.27408	7.30434	0.279247	1.1901	1.1901	0 up vs 10
NM_144713 // FAM82A1 // family with sequence similarity 82, member A1 // 2p22.2	FAM82A1	NM_144713	0.305341	0.441589	0.0450892	1	5.76578	5.72532	5.52116	5.49186	0.343166	1.17565	1.17565	0 up vs 10
NM_006794 // GPR75 // G protein-coupled receptor 75 // 2p16 // 10936 /// ENST000	GPR75	NM_006794	0.521264	0.1828	0.0450937	1	7.4885	7.51949	7.35883	7.4173	0.624045	1.0734	1.0734	0 up vs 10
NM_015562 // UBXN7 // UBX domain protein 7 // 3q29 // 26043 /// ENST00000296328	UBXN7	NM_015562	0.0971115	0.0578601	0.0452014	1	9.80963	9.79754	9.57154	9.5541	0.101465	1.18381	1.18381	0 up vs 10
NM_021250 // LILRA5 // leukocyte immunoglobulin-like receptor, subfamily A (with	LILRA5	NM_021250	0.19187	0.130857	0.0452421	1	5.22389	5.14673	5.44601	5.43409	0.116922	0.819402	-1.2204	0 down vs 10
NM_005012 // ROR1 // receptor tyrosine kinase-like orphan receptor 1 // 1p32-p31	ROR1	NM_005012	0.578978	0.0505971	0.0453669	1	6.00194	5.98865	6.06726	6.05794	0.571302	0.953106	-1.0492	0 down vs 10
NM_207482 // FLJ44048 // FLJ44048 protein // 2q32.1 // 401024 /// ENST0000034309	FLJ44048	NM_207482	0.529475	0.126201	0.0454176	1	3.6859	3.67713	3.61196	3.60236	0.540203	1.0532	1.0532	0 up vs 10
NM_000379 // XDH // xanthine dehydrogenase // 2p23.1 // 7498 /// ENST00000379416	XDH	NM_000379	0.0974695	0.026253	0.0454752	1	5.25479	5.25276	5.39074	5.38608	0.113623	0.911734	-1.09681	0 down vs 10
NM_016215 // EGFL7 // EGF-like-domain, multiple 7 // 9q34.3 // 51162 /// NM_2014	EGFL7	NM_016215	0.110899	0.433731	0.0455775	1	7.36154	7.34419	7.68798	7.66028	0.132335	0.803248	-1.24495	0 down vs 10
NM_181644 // MFSD4 // major facilitator superfamily domain containing 4 // 1q32.	MFSD4	NM_181644	0.0062493	0.00766008	0.0455788	1	6.21779	6.17527	6.54189	6.50666	0.00673377	0.794768	-1.25823	0 down vs 10
