Curated Gene Symbol	InsermSymbole	Symbole	Nom	RefSeq
FRZB	FRZB___________-1A-1a	FRZB	frizzled-related protein	NM_001463
FTSJ1	FTSJ1__________-1A-1a	FTSJ1	FtsJ homolog 1 (E. coli)	NM_012280
FTSJ3	FTSJ3__________-1A-1a	FTSJ3	FtsJ homolog 3 (E. coli)	NM_017647
FUT3	FUT3___________-1A-1a	FUT3	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)	NM_000149
FKRP	FKRP___________-1A-1a	FKRP	fukutin-related protein	NM_024301
BTBD7	FLJ10648_______-1A-1a	FLJ10648	function unknown protein 1	NM_018167
FXYD1	FXYD1__________-1A-1a	FXYD1	FXYD domain containing ion transport regulator 1 (phospholemman)	NM_005031
FXYD2	FXYD2__________-1A-1a	FXYD2	FXYD domain containing ion transport regulator 2	NM_001680
PAGE1	GAGEB1_________-1A-1a	GAGEB1	G antigen, family B, 1 (prostate associated)	NM_003785
XAGE1A	GAGED2_________-1A-1a	GAGED2	G antigen, family D, 2	NM_020411
PRLHR	GPR10__________-1A-1a	GPR10	G protein-coupled receptor 10	NM_004248
P2RY14	GPR105_________-1A-1a	GPR105	G protein-coupled receptor 105	NM_014879
GPR116	GPR116_________-1A-1a	GPR116	G protein-coupled receptor 116	NM_015234
MCHR1	GPR24__________-1A-1a	GPR24	G protein-coupled receptor 24	NM_005297
GPR3	GPR3___________-1A-1a	GPR3	G protein-coupled receptor 3	NM_005281
GPR31	GPR31__________-1A-1a	GPR31	G protein-coupled receptor 31	NM_005299
GPR32	GPR32__________-1A-1a	GPR32	G protein-coupled receptor 32	NM_001506
GPR34	GPR34__________-1A-1a	GPR34	G protein-coupled receptor 34	NM_005300
MLNR	GPR38__________-1A-1a	GPR38	G protein-coupled receptor 38	NM_001507
GPR39	GPR39__________-1A-1a	GPR39	G protein-coupled receptor 39	NM_001508
LGR5	GPR49__________-1A-1a	GPR49	G protein-coupled receptor 49	NM_003667
GPR50	GPR50__________-1A-1a	GPR50	G protein-coupled receptor 50	NM_004224
GABBR2	GPR51__________-1A-1a	GPR51	G protein-coupled receptor 51	NM_005458
KISS1R	GPR54__________-1A-1a	GPR54	G protein-coupled receptor 54	NM_032551
GPR83	GPR72__________-1A-1a	GPR72	G protein-coupled receptor 72	NM_016540
GPR84	GPR84__________-1A-1a	GPR84	G protein-coupled receptor 84	NM_020370
GPR85	GPR85__________-1A-1a	GPR85	G protein-coupled receptor 85	NM_018970
GPR87	GPR87__________-1A-1a	GPR87	G protein-coupled receptor 87	NM_023915
LPAR5	GPR92__________-1A-1a	GPR92	G protein-coupled receptor 92	NM_020400
GRK6	GPRK6__________-1A-1a	GPRK6	G protein-coupled receptor kinase 6	NM_002082
GPRC5B	GPRC5B_________-1A-1a	GPRC5B	G protein-coupled receptor, family C, group 5, member B	NM_016235
GPRC5C	GPRC5C_________-1A-1a	GPRC5C	G protein-coupled receptor, family C, group 5, member C	NM_022036
GPRC5D	GPRC5D_________-1A-1a	GPRC5D	G protein-coupled receptor, family C, group 5, member D	NM_018654
GSPT1	GSPT1__________-1A-1a	GSPT1	G1 to S phase transition 1	NM_002094
GABPA	GABPA__________-1A-1a	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	NM_002040
GABARAP	GABARAP________-1A-1a	GABARAP	GABA(A) receptor-associated protein	NM_007278
GABRA3	GABRA3_________-1A-1a	GABRA3	gamma-aminobutyric acid (GABA) A receptor, alpha 3	NM_000808
GABRE	GABRE__________-1A-1a	GABRE	gamma-aminobutyric acid (GABA) A receptor, epsilon	NM_004961
GABRR2	GABRR2_________-1A-1a	GABRR2	gamma-aminobutyric acid (GABA) receptor, rho 2	NM_002043
GABRQ	GABRQ__________-1A-1a	GABRQ	gamma-aminobutyric acid (GABA) receptor, theta	NM_018558
GJA1	GJA1___________-1A-1a	GJA1	gap junction protein, alpha 1, 43kDa (connexin 43)	NM_000165
GJA10	GJA10__________-1A-1a	GJA10	gap junction protein, alpha 10, 59kDa	NM_030772
GJA3	GJA3___________-1A-1a	GJA3	gap junction protein, alpha 3, 46kDa (connexin 46)	NM_021954
GJA4	GJA4___________-1A-1a	GJA4	gap junction protein, alpha 4, 37kDa (connexin 37)	NM_002060
GJA5	GJA5___________-1A-1a	GJA5	gap junction protein, alpha 5, 40kDa (connexin 40)	NM_005266
GJC1	GJA7___________-1A-1a	GJA7	gap junction protein, alpha 7, 45kDa (connexin 45)	NM_005497
GJA8	GJA8___________-1A-1a	GJA8	gap junction protein, alpha 8, 50kDa (connexin 50)	NM_005267
GJB2	GJB2___________-1A-1a	GJB2	gap junction protein, beta 2, 26kDa (connexin 26)	NM_004004
GJB3	GJB3___________-1A-1a	GJB3	gap junction protein, beta 3, 31kDa (connexin 31)	NM_024009
GJB5	GJB5___________-1A-1a	GJB5	gap junction protein, beta 5 (connexin 31.1)	NM_005268
GJB6	GJB6___________-1A-1a	GJB6	gap junction protein, beta 6 (connexin 30)	NM_006783
GATA1	GATA1__________-1A-1a	GATA1	GATA binding protein 1 (globin transcription factor 1)	NM_002049
GATA3	GATA3__________-1A-1a	GATA3	GATA binding protein 3	NM_002051
GATA4	GATA4__________-1A-1a	GATA4	GATA binding protein 4	NM_002052
GATA6	GATA6__________-1A-1a	GATA6	GATA binding protein 6	NM_005257
GCN1L1	GCN1L1_________-1A-1a	GCN1L1	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
BLOC1S1	GCN5L1_________-1A-1a	GCN5L1	GCN5 general control of amino-acid synthesis 5-like 1 (yeast)	NM_001487
GFRA3	GFRA3__________-1A-1a	GFRA3	GDNF family receptor alpha 3	NM_001496
GDI1	GDI1___________-1A-1a	GDI1	GDP dissociation inhibitor 1	NM_001493
SLC35C1	FLJ11320_______-1A-1a	FLJ11320	GDP-fucose transporter 1	NM_018389
STK32B	HSA250839______-1A-1a	HSA250839	gene for serine/threonine protein kinase	NM_018401
GTF2A1	GTF2A1_________-1A-1a	GTF2A1	general transcription factor IIA, 1, 19/37kDa	NM_015859
GTF2F2	GTF2F2_________-1A-1a	GTF2F2	general transcription factor IIF, polypeptide 2, 30kDa	NM_004128
GTF3C1	GTF3C1_________-1A-1a	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	NM_001520
GHRL	GHRL___________-1A-1a	GHRL	ghrelin precursor	NM_016362
MFF	GL004__________-1A-1a	GL004	GL004 protein	NM_020194
GMFB	GMFB___________-1A-1a	GMFB	glia maturation factor, beta	NM_004124
GFAP	GFAP___________-1A-1a	GFAP	glial fibrillary acidic protein	NM_002055
GBAS	GBAS___________-1A-1a	GBAS	glioblastoma amplified sequence	NM_001483
GLTSCR2	GLTSCR2________-1A-1a	GLTSCR2	glioma tumor suppressor candidate region gene 2	NM_015710
GMEB1	GMEB1__________-1A-1a	GMEB1	glucocorticoid modulatory element binding protein 1	NM_006582
ARHGAP35	GRLF1__________-1A-1a	GRLF1	glucocorticoid receptor DNA binding factor 1	NM_004491
GPI	GPI____________-1A-1a	GPI	glucose phosphate isomerase	NM_000175
PDIA3	GRP58__________-1A-1a	GRP58	glucose regulated protein, 58kDa	NM_005313
G6PD	G6PD___________-1A-1a	G6PD	glucose-6-phosphate dehydrogenase	NM_000402
GAA	GAA____________-1A-1a	GAA	glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)	NM_000152
GBA3	GBA3___________-1A-1a	GBA3	glucosidase, beta, acid 3 (cytosolic)	NM_020973
GUSB	GUSB___________-1A-1a	GUSB	glucuronidase, beta	NM_000181
GRM2	GRM2___________-1A-1a	GRM2	glutamate receptor, metabotropic 2	NM_000839
GLUL	GLUL___________-1A-1a	GLUL	glutamate-ammonia ligase (glutamine synthase)	NM_002065
GOT1	GOT1___________-1A-1a	GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	NM_002079
GOT2	GOT2___________-1A-1a	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	NM_002080
GPT	GPT____________-1A-1a	GPT	glutamic-pyruvate transaminase (alanine aminotransferase)	NM_005309
GFPT2	GFPT2__________-1A-1a	GFPT2	glutamine-fructose-6-phosphate transaminase 2	NM_005110
GPX1	GPX1___________-1A-1a	GPX1	glutathione peroxidase 1	NM_000581
GPX2	GPX2___________-1A-1a	GPX2	glutathione peroxidase 2 (gastrointestinal)	NM_002083
GPX3	GPX3___________-1A-1a	GPX3	glutathione peroxidase 3 (plasma)	NM_002084
GPX4	GPX4___________-1A-1a	GPX4	glutathione peroxidase 4 (phospholipid hydroperoxidase)	NM_002085
GPX5	GPX5___________-1A-1a	GPX5	glutathione peroxidase 5 (epididymal androgen-related protein)	NM_001509
GPX5	GPX5___________-2A-1a	GPX5	glutathione peroxidase 5 (epididymal androgen-related protein)	NM_001509
GPX5	GPX5___________-3A-1a	GPX5	glutathione peroxidase 5 (epididymal androgen-related protein)	NM_001509
GSTM3	GSTM3__________-1A-1a	GSTM3	glutathione S-transferase M3 (brain)	NM_000849
GSTP1	GSTP1__________-1A-1a	GSTP1	glutathione S-transferase pi	NM_000852
	LOC51064_______-1A-1a	LOC51064	glutathione S-transferase subunit 13 homolog	NM_015917
	GSTTLP28_______-1A-1a	GSTTLp28	glutathione-S-transferase like; glutathione transferase omega	NM_004832
GAPDH	GAPD___________-1A-1a	GAPD	glyceraldehyde-3-phosphate dehydrogenase	NM_002046
GPD1	GPD1___________-1A-1a	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	NM_005276
GATM	GATM___________-1A-1a	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	NM_001482
GLRA2	GLRA2__________-1A-1a	GLRA2	glycine receptor, alpha 2	NM_002063
GSK3A	GSK3A__________-1A-1a	GSK3A	glycogen synthase kinase 3 alpha	NM_019884
GYG2	GYG2___________-1A-1a	GYG2	glycogenin 2	NM_003918
GYPC	GYPC___________-1A-1a	GYPC	glycophorin C (Gerbich blood group)	NM_002101
GPNMB	GPNMB__________-1A-1a	GPNMB	glycoprotein (transmembrane) nmb	NM_002510
CNGB1	GARP___________-1A-1a	GARP	glycoprotein A repetitions predominant	NM_005512
GPA33	GPA33__________-1A-1a	GPA33	glycoprotein A33 (transmembrane)	NM_005814
GP1BA	GP1BA__________-1A-1a	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	NM_000173
GLO1	GLO1___________-1A-1a	GLO1	glyoxalase I	NM_006708
GPC1	GPC1___________-1A-1a	GPC1	glypican 1	NM_002081
GNAS	GNAS___________-1A-1a	GNAS	GNAS complex locus	NM_000516
GGA2	GGA2___________-1A-1a	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	NM_015044
GOLGA3	GOLGA3_________-1A-1a	GOLGA3	golgi autoantigen, golgin subfamily a, 3	NM_005895
GOLGA5	GOLGA5_________-1A-1a	GOLGA5	golgi autoantigen, golgin subfamily a, 5	NM_005113
GOLM1	GOLPH2_________-1A-1a	GOLPH2	golgi phosphoprotein 2	NM_016548
GRN	GRN____________-1A-1a	GRN	granulin	NM_002087
GZMB	GZMB___________-1A-1a	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)	NM_004131
GREB1	GREB1__________-1A-1a	GREB1	GREB1 protein	NM_014668
GAS6	GAS6___________-1A-1a	GAS6	growth arrest-specific 6	NM_000820
GAP43	GAP43__________-1A-1a	GAP43	growth associated protein 43	NM_002045
GDF2	GDF2___________-1A-1a	GDF2	growth differentiation factor 2	NM_016204
MSTN	GDF8___________-1A-1a	GDF8	growth differentiation factor 8	NM_005259
GFI1B	GFI1B__________-1A-1a	GFI1B	growth factor independent 1B (potential regulator of CDKN1A, translocated in CML)	NM_004188
GRB2	GRB2___________-1A-1a	GRB2	growth factor receptor-bound protein 2	NM_002086
GRB7	GRB7___________-1A-1a	GRB7	growth factor receptor-bound protein 7	NM_005310
TRIB2	GS3955_________-1A-1a	GS3955	GS3955 protein	NM_021643
GTPBP2	GTPBP2_________-1A-1a	GTPBP2	GTP binding protein 2	NM_019096
	LOC51128_______-1A-1a	LOC51128	GTP-binding protein Sara	NM_016103
GNA11	GNA11__________-1A-1a	GNA11	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	NM_002067
GNA13	GNA13__________-1A-1a	GNA13	guanine nucleotide binding protein (G protein), alpha 13	NM_006572
GNAO1	GNAO1__________-1A-1a	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	NM_020988
GNAI1	GNAI1__________-1A-1a	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	NM_002069
GNAI2	GNAI2__________-1A-1a	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	NM_002070
GNAI3	GNAI3__________-1A-1a	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	NM_006496
GNB5	GNB5___________-1A-1a	GNB5	guanine nucleotide binding protein (G protein), beta 5	NM_006578
GNB1	GNB1___________-1A-1a	GNB1	guanine nucleotide binding protein (G protein), beta polypeptide 1	NM_002074
GNB1L	GNB1L__________-1A-1a	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	NM_053004
GNB2	GNB2___________-1A-1a	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2	NM_005273
GNB3	GNB3___________-1A-1a	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	NM_002075
GNG5	GNG5___________-1A-1a	GNG5	guanine nucleotide binding protein (G protein), gamma 5	NM_005274
GNG7	GNG7___________-1A-1a	GNG7	guanine nucleotide binding protein (G protein), gamma 7	NM_005145
GNGT1	GNGT1__________-1A-1a	GNGT1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	NM_021955
GNG13	GNG13__________-1A-1a	GNG13	guanine nucleotide binding protein 13, gamma	NM_016541
GNB4	GNB4___________-1A-1a	GNB4	guanine nucleotide binding protein beta subunit 4	NM_021629
GBP1	GBP1___________-1A-1a	GBP1	guanylate binding protein 1, interferon-inducible, 67kDa	NM_002053
GUK1	GUK1___________-1A-1a	GUK1	guanylate kinase 1	NM_000858
	GW128__________-1A-1a	GW128	GW128 protein	NM_014052
CFH	HF1____________-1A-1a	HF1	H factor 1 (complement)	NM_000186
H2AFZ	H2AFZ__________-1A-1a	H2AFZ	H2A histone family, member Z	NM_002106
MOB2	HCCA2__________-1A-1a	HCCA2	HCCA2 protein	NM_053005
CREBZF	ZF_____________-1A-1a	ZF	HCF-binding transcription factor Zhangfei	NM_021212
HSPB1	HSPB1__________-1A-1a	HSPB1	heat shock 27kDa protein 1	NM_001540
HSPD1	HSPD1__________-1A-1a	HSPD1	heat shock 60kDa protein 1 (chaperonin)	NM_002156
HSPA2	HSPA2__________-1A-1a	HSPA2	heat shock 70kDa protein 2	NM_021979
HSPA5	HSPA5__________-1A-1a	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	NM_005347
HSPA6	HSPA6__________-1A-1a	HSPA6	heat shock 70kDa protein 6 (HSP70B)	NM_002155
HSPA8	HSPA8__________-1A-1a	HSPA8	heat shock 70kDa protein 8	NM_006597
HSP90AA1	HSPCA__________-1A-1a	HSPCA	heat shock 90kDa protein 1, alpha	NM_005348
HSP90AB1	HSPCB__________-1A-1a	HSPCB	heat shock 90kDa protein 1, beta	NM_007355
HSPA4L	APG-1__________-1A-1a	APG-1	heat shock protein (hsp110 family)	NM_014278
TRAP1	TRAP1__________-1A-1a	TRAP1	heat shock protein 75	NM_016292
HELZ	HELZ___________-1A-1a	HELZ	helicase with zinc finger domain	NM_014877
HN1	HN1____________-1A-1a	HN1	hematological and neurological expressed 1	NM_016185
HCFC1R1	HPIP___________-1A-1a	HPIP	hematopoietic PBX-interacting protein	NM_020524
HEBP2	HEBP2__________-1A-1a	HEBP2	heme binding protein 2	NM_014320
HMOX1	HMOX1__________-1A-1a	HMOX1	heme oxygenase (decycling) 1	NM_002133
EIF2AK1	HRI____________-1A-1a	HRI	heme-regulated initiation factor 2-alpha kinase	NM_014413
HBD	HBD____________-1A-1a	HBD	hemoglobin, delta	NM_000519
HS3ST1	HS3ST1_________-1A-1a	HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	NM_005114
HS3ST2	HS3ST2_________-1A-1a	HS3ST2	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	NM_006043
HS3ST3A1	HS3ST3A1_______-1A-1a	HS3ST3A1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1	NM_006042
HS3ST3B1	HS3ST3B1_______-1A-1a	HS3ST3B1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	NM_006041
HSPG2	HSPG2__________-1A-1a	HSPG2	heparan sulfate proteoglycan 2 (perlecan)	NM_005529
CCDC85B	DIPA___________-1A-1a	DIPA	hepatitis delta antigen-interacting protein A	NM_006848
	LOC63928_______-1A-1a	LOC63928	hepatocellular carcinoma antigen gene 520	NM_022097
PSMG2	HCCA3__________-1A-1a	HCCA3	hepatocellular carcinoma susceptibility protein	NM_020232
TMEM176A	HCA112_________-1A-1a	HCA112	hepatocellular carcinoma-associated antigen 112	NM_018487
HDGF	HDGF___________-1A-1a	HDGF	hepatoma-derived growth factor (high-mobility group protein 1-like)	NM_004494
HNRNPAB	HNRPAB_________-1A-1a	HNRPAB	heterogeneous nuclear ribonucleoprotein A/B	NM_004499
HNRNPA1	HNRPA1_________-1A-1a	HNRPA1	heterogeneous nuclear ribonucleoprotein A1	NM_002136
HNRNPC	HNRPC__________-1A-1a	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	NM_004500
HNRPDL	HNRPDL_________-1A-1a	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like	NM_031372
HNRNPF	HNRPF__________-1A-1a	HNRPF	heterogeneous nuclear ribonucleoprotein F	NM_004966
HNRNPH2	HNRPH2_________-1A-1a	HNRPH2	heterogeneous nuclear ribonucleoprotein H2 (H)	NM_019597
HNRNPH3	HNRPH3_________-1A-1a	HNRPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)	NM_012207
HK2	HK2____________-1A-1a	HK2	hexokinase 2	NM_000189
HEXA	HEXA___________-1A-1a	HEXA	hexosaminidase A (alpha polypeptide)	NM_000520
HEXB	HEXB___________-1A-1a	HEXB	hexosaminidase B (beta polypeptide)	NM_000521
HGFAC	HGFAC__________-1A-1a	HGFAC	HGF activator	NM_001528
HDLBP	HDLBP__________-1A-1a	HDLBP	high density lipoprotein binding protein (vigilin)	NM_005336
HMGB1	HMGB1__________-1A-1a	HMGB1	high-mobility group box 1	NM_002128
HMGB3	HMGB3__________-1A-1a	HMGB3	high-mobility group box 3	NM_005342
HMGN2	HMGN2__________-1A-1a	HMGN2	high-mobility group nucleosomal binding domain 2	NM_005517
HMGN1	HMGN1__________-1A-1a	HMGN1	high-mobility group nucleosome binding domain 1	NM_004965
HNMT	HNMT___________-1A-1a	HNMT	histamine N-methyltransferase	NM_006895
HRH2	HRH2___________-1A-1a	HRH2	histamine receptor H2	NM_022304
HRC	HRC____________-1A-1a	HRC	histidine rich calcium binding protein	NM_002152
HARS	HARS___________-1A-1a	HARS	histidyl-tRNA synthetase	NM_002109
HIST1H1T	HIST1H1T_______-1A-1a	HIST1H1T	histone 1, H1t	NM_005323
HDAC11	HDAC11_________-1A-1a	HDAC11	histone deacetylase 11	NM_024827
HDAC2	HDAC2__________-1A-1a	HDAC2	histone deacetylase 2	NM_001527
HDAC3	HDAC3__________-1A-1a	HDAC3	histone deacetylase 3	NM_003883
HDAC6	HDAC6__________-1A-1a	HDAC6	histone deacetylase 6	NM_006044
HDAC9	HDAC9__________-1A-1a	HDAC9	histone deacetylase 9	NM_014707
BAG6	BAT3___________-1A-1a	BAT3	HLA-B associated transcript 3	NM_004639
HLA-G	HLA-G__________-1A-1a	HLA-G	HLA-G histocompatibility antigen, class I, G	NM_002127
PRMT2	HRMT1L1________-1A-1a	HRMT1L1	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)	NM_001535
PRMT1	HRMT1L2________-1A-1a	HRMT1L2	HMT1 hnRNP methyltransferase-like 2 (S. cerevisiae)	NM_001536
HOXA1	HOXA1__________-1A-1a	HOXA1	homeo box A1	NM_005522
HOXB8	HOXB8__________-1A-1a	HOXB8	homeo box B8	NM_024016
HOXC8	HOXC8__________-1A-1a	HOXC8	homeo box C8	NM_022658
HOXD13	HOXD13_________-1A-1a	HOXD13	homeo box D13	NM_000523
MNX1	HLXB9__________-1A-1a	HLXB9	homeo box HB9	NM_005515
HOMER2	HOMER2_________-1A-1a	HOMER2	homer homolog 2 (Drosophila)	NM_004839
ARHGAP17	RICH1__________-1A-1a	RICH1	homolog of rat nadrin	NM_018054
	TOM7___________-1A-1a	TOM7	homolog of Tom7 (S. cerevisiae)	NM_019059
HOOK2	HOOK2__________-1A-1a	HOOK2	hook2 protein	NM_013312
HCFC1	HCFC1__________-1A-1a	HCFC1	host cell factor C1 (VP16-accessory protein)	NM_005334
HP1BP3	HP1-BP74_______-1A-1a	HP1-BP74	HP1-BP74	NM_016287
	LOC51202_______-1A-1a	LOC51202	hqp0256 protein	NM_016355
HRASLS	HRASLS_________-1A-1a	HRASLS	HRAS-like suppressor	NM_020386
HAX1	HAX1___________-1A-1a	HAX1	HS1 binding protein	NM_006118
COA3	HSPC009________-1A-1a	HSPC009	HSPC009 protein	NM_014019
ZC3H7A	HSPC055________-1A-1a	HSPC055	HSPC055 protein	NM_014153
ZBTB44	HSPC063________-1A-1a	HSPC063	HSPC063 protein	NM_014155
LINC00652	HSPC072________-1A-1a	HSPC072	HSPC072 protein	NM_014162
CCDC59	HSPC128________-1A-1a	HSPC128	HSPC128 protein	NM_014167
GTPBP8	HSPC135________-1A-1a	HSPC135	HSPC135 protein	NM_014170
BABAM1	HSPC142________-1A-1a	HSPC142	HSPC142 protein	NM_014173
TMEM208	HSPC171________-1A-1a	HSPC171	HSPC171 protein	NM_014187
C6orf203	HSPC230________-1A-1a	HSPC230	HSPC230 gene	NM_016487
ASTE1	HT001__________-1A-1a	HT001	HT001 protein	NM_014065
HIVEP2	HIVEP2_________-1A-1a	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	NM_006734
HTT	HD_____________-1A-1a	HD	huntingtin (Huntington disease)	NM_002111
HYPK	HYPK___________-1A-1a	HYPK	Huntingtin interacting protein K	NM_016400
HAS1	HAS1___________-1A-1a	HAS1	hyaluronan synthase 1	NM_001523
HMMR	HMMR___________-1A-1a	HMMR	hyaluronan-mediated motility receptor (RHAMM)	NM_012484
HADHA	HADHA__________-1A-1a	HADHA	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase	NM_000182
HADHB	HADHB__________-1A-1a	HADHB	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase	NM_000183
HSD11B2	HSD11B2________-1A-1a	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	NM_000196
HSD17B12	HSD17B12_______-1A-1a	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12	NM_016142
HCN1	HCN1___________-1A-1a	HCN1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1
HCN2	HCN2___________-1A-1a	HCN2	hyperpolarization activated cyclic nucleotide-gated potassium channel 2	NM_001194
HCN4	HCN4___________-1A-1a	HCN4	hyperpolarization activated cyclic nucleotide-gated potassium channel 4	NM_005477
HCRTR1	HCRTR1_________-1A-1a	HCRTR1	hypocretin (orexin) receptor 1	NM_001525
	BC008967_______-1A-1a	BC008967	hypothetical gene BC008967
	LOC91585_______-1A-1a	LOC91585	hypothetical gene supported by AK054742; AK056642; BC009111
	LOC57149_______-1A-1a	LOC57149	hypothetical protein A-211C6.1
ASCL1	ASH1___________-1A-1a	ASH1	hypothetical protein ASH1	NM_018489
	LOC90632_______-1A-1a	LOC90632	hypothetical protein BC008632
AHDC1	DJ159A19.3_____-1A-1a	DJ159A19.3	hypothetical protein DJ159A19.3	NM_015699
NBPF14	DJ328E19.C1.1__-1A-1a	DJ328E19.C1.1	hypothetical protein DJ328E19.C1.1	NM_015383
TMX4	DJ971N18.2_____-1A-1a	DJ971N18.2	hypothetical protein DJ971N18.2	NM_021156
	DKFZP434B227___-1A-1a	DKFZp434B227	hypothetical protein DKFZp434B227	NM_032263
FBXL17	FBXO13_________-1A-1a	FBXO13	hypothetical protein DKFZp434C1715 similar to f-box only protein 13
	DKFZP434H2215__-1A-1a	DKFZp434H2215	hypothetical protein DKFZp434H2215	NM_017559
	DKFZP434N074___-1A-1a	DKFZp434N074	hypothetical protein DKFZp434N074	NM_017539
	DKFZP547A023___-1A-1a	DKFZp547A023	hypothetical protein DKFZp547A023	NM_018704
	DKFZP547G183___-1A-1a	DKFZp547G183	hypothetical protein DKFZp547G183	NM_018705
	DKFZP547O146___-1A-1a	DKFZp547O146	hypothetical protein DKFZp547O146	NM_020224
	DKFZP761P1010__-1A-1a	DKFZp761P1010	hypothetical protein DKFZp761P1010	NM_018423
	FLJ10038_______-1A-1a	FLJ10038	hypothetical protein FLJ10038	NM_017976
TMEM248	FLJ10099_______-1A-1a	FLJ10099	hypothetical protein FLJ10099	NM_017994
C9orf40	FLJ10110_______-1A-1a	FLJ10110	hypothetical protein FLJ10110	NM_017998
TRMU	FLJ10140_______-1A-1a	FLJ10140	hypothetical protein FLJ10140	NM_018006
