hg18.refGene.name	chrom	strand	start	end	gene symbol	E3Diff	E6Diff	E9Diff	E12Diff	E24Diff	E48Diff	?with RNAPII peaks +/- 1Kb around TSS
NM_007170	chr1	-	45582141	45729427	TESK2	-0.5251	-0.322	-0.1504	-0.5147	-0.3478	-0.0037	Yes
NM_001042425	chr6	-	10504901	10527783	TFAP2A	-0.2619	-0.4734	-0.0603	-0.0314	-0.1053	-0.0368	Yes
NM_003238	chr1	+	216586013	216684582	TGFB2	-0.9749	-0.8988	-0.5825	-0.6166	-0.6291	-1.5362	Yes
NM_000358	chr5	+	135392482	135427406	TGFBI	-0.1536	-0.4422	-0.2973	-0.7297	-1.1693	-2.2198	No
NM_006464	chr2	-	85398656	85408885	TGOLN2	-0.263	-0.4243	-0.1378	-0.0847	-0.0739	-0.0655	Yes
NM_199003	chr8	-	42810973	42817631	THAP1	-0.3792	-0.5606	-0.1606	-0.0183	0.3643	0.2001	Yes
NM_017872	chr5	+	157090900	157099350	THG1L	-0.6349	-0.8396	0.0809	-0.3668	-0.0899	0.3375	Yes
NM_199263	chr13	-	51849304	51878630	THSD1	-0.161	-0.3924	-0.2685	0.0932	0.0723	0.1517	Yes
NM_003255	chr17	-	74360653	74433067	TIMP2	-0.2533	-0.267	-0.5766	-0.538	-0.6999	-0.7578	Yes
NM_000362	chr22	+	31526801	31589028	TIMP3	-0.4821	-0.6545	-0.2398	-0.0321	-0.1669	-0.2342	Yes
NM_005077	chr9	-	83388417	83493416	TLE1	-0.4391	-0.3518	-0.1805	-0.31	-0.469	-0.4527	Yes
NM_001024381	chr8	-	38965483	38973198	TM2D2	-0.5239	-0.4981	-0.0193	-0.2883	-0.0712	0.2669	Yes
NM_025141	chr15	-	99999571	100010117	TM2D3	-0.2579	-0.6353	-0.1596	-0.041	0.0484	0.0659	Yes
NM_004800	chr13	+	98951728	99013277	TM9SF2	-0.3243	-0.8639	-0.3096	-0.2997	-0.144	0.0683	Yes
NM_032256	chr12	+	42516228	43069808	TMEM117	-0.2131	-0.7029	0.0749	-0.1953	-0.0688	-0.2461	Yes
NM_144626	chr1	+	43508993	43512260	TMEM125	-0.2629	-0.1457	-0.4231	-0.6753	-0.4859	-0.498	Yes
NM_032927	chr4	-	4288169	4300835	TMEM128	-0.259	-0.5608	-0.1059	-0.1005	0.2084	0.3044	Yes
NM_153345	chr7	+	142692184	142695263	TMEM139	-0.2309	-0.5026	-0.2107	-0.4575	-0.341	-0.3985	No
NM_018295	chr7	+	134483363	134501190	TMEM140	-0.5333	-0.8439	-0.0665	-0.6087	-1.077	-1.9266	No
NM_014051	chr6	+	52643842	52659344	TMEM14A	-0.1847	-0.6313	-0.2535	-0.1821	0.1821	1.0492	Yes
NM_001127711	chr6	+	10855980	10865200	TMEM14B	-0.2021	-0.6438	-0.1013	-0.1928	0.1208	0.7338	Yes
NM_020422	chr16	+	21077412	21099438	TMEM159	-0.4952	-0.2568	-0.4515	-0.4601	-0.5555	-0.4123	Yes
NM_013390	chr9	-	73488101	73573620	TMEM2	-0.4794	-0.7053	-0.4848	-0.4831	-0.1857	0.0021	Yes
NM_018247	chr6	-	76019357	76051352	TMEM30A	-0.1594	-0.9854	-0.5916	-0.3346	-0.2972	-0.7828	Yes
NM_138788	chr11	+	129190950	129235108	TMEM45B	-0.4641	-0.7614	-0.2833	-0.8422	-1.0026	-1.2648	No
NM_030938	chr17	+	55139644	55272734	TMEM49	-0.2843	-0.2084	-0.7172	-0.4534	-0.1566	-1.1317	Yes
NM_006134	chr21	-	33743317	33774151	TMEM50B	-0.3609	-0.7653	-0.2022	-0.244	0.0085	0.4171	Yes
NM_032936	chr7	-	77260981	77265683	TMEM60	-0.2347	-0.6482	-0.0045	-0.1256	0.1319	0.3315	Yes
NM_194291	chr8	-	125392339	125454121	TMEM65	-0.2072	-0.3791	-0.2864	-0.0564	-0.1651	-0.5944	Yes
NM_016127	chr8	-	30040172	30060191	TMEM66	-0.3029	-0.6561	-0.463	-0.2527	0.1072	0.2946	Yes
NM_016486	chr1	+	45926433	45932695	TMEM69	-0.1371	-1.0378	0.1097	-0.1398	0.0761	0.3549	Yes
NM_152588	chr12	+	81605064	82052196	TMTC2	-0.3142	-0.8758	-0.69	-0.6303	-0.7185	-0.7102	Yes
NM_021137	chr17	+	23686674	23698160	TNFAIP1	-0.4148	-0.4472	-0.3412	-0.5181	-0.6447	-0.7986	Yes
NM_001077654	chr5	+	118632316	118758193	TNFAIP8	-0.7048	-0.1461	-0.3364	-0.2604	-0.3668	-0.9793	Yes
NM_152362	chr19	+	4590529	4604953	TNFAIP8L1	-0.0982	-0.795	0.0433	-0.1422	-0.0601	0.561	Yes
NM_002546	chr8	-	120004976	120033564	TNFRSF11B	-0.6841	-0.4345	-0.4555	-0.3126	-0.1314	-0.1806	No
NM_014452	chr6	-	47307226	47385639	TNFRSF21	-0.386	-0.5688	-0.3076	-0.3671	-0.7891	-1.5509	Yes
NM_012470	chr7	-	128382183	128482434	TNPO3	-0.3769	-0.4346	-0.0666	0.0441	0.115	0.3512	Yes
NM_022748	chr7	-	47281276	47545724	TNS3	-0.2308	-0.4026	-0.3009	-0.5229	-0.5954	-1.1074	No
NM_005749	chr17	-	46294585	46296412	TOB1	-0.1327	-0.4873	-0.1814	-0.1681	0.2355	0.1332	Yes
NM_005488	chr22	+	34025796	34073985	TOM1	-0.1742	-0.6501	-0.371	-0.3987	-0.4549	-0.1091	Yes
NM_001068	chr3	-	25614478	25680792	TOP2B	-0.088	-0.5029	-0.345	0.0333	0.0582	-0.5934	Yes
NM_015602	chr1	+	178118042	178155834	TOR1AIP1	-0.3885	-0.4878	-0.0431	0.0335	0.1497	0.3293	Yes
NM_001098797	chr20	+	41976905	42131668	TOX2	-0.572	-0.2465	-0.2282	-0.3554	-0.5279	-0.2915	Yes
NM_014828	chr14	+	21015174	21037159	TOX4	-0.2648	-0.3432	-0.3643	-0.3086	-0.318	-0.0892	Yes
NM_001031685	chr1	-	222034217	222100297	TP53BP2	-0.2049	-0.7312	-0.0933	0.1006	-0.0276	-0.0659	Yes
NM_033285	chr8	-	96007376	96030791	TP53INP1	-0.2656	-0.6778	-0.4938	-0.3856	-0.3728	-0.4879	Yes
NM_022445	chr7	-	143779966	144164079	TPK1	-0.1578	-0.5185	-0.8719	-0.7259	-1.0781	-0.9699	Yes
NM_003290	chr19	+	16048134	16074813	TPM4	-0.1904	-0.421	-0.2253	-0.1472	-0.1993	-0.3897	Yes
NM_000391	chr11	-	6590572	6597268	TPP1	-0.4403	-0.5316	0.0055	-0.2647	-0.4178	-0.3393	Yes
NM_003596	chr7	+	65307693	65462872	TPST1	-0.1159	-0.7273	-0.2043	-0.6917	-0.3589	-0.1128	Yes
NM_006700	chr12	+	111047731	111075790	TRAFD1	-0.3059	-0.3138	-0.2909	-0.2703	-0.4164	-0.286	Yes
NM_015049	chr2	-	201950174	202024564	TRAK2	-0.4919	-0.8841	-0.2649	-0.2205	0.3767	0.6618	Yes
NM_012288	chr6	-	52470158	52549821	TRAM2	-0.4298	-0.6298	-0.3212	-0.2977	-0.1798	0.0263	Yes
NM_001079537	chr14	-	38686765	38709385	TRAPPC6B	-0.3225	-0.2317	-0.3953	0.0545	0.3024	-0.1638	Yes
NM_006470	chr17	-	15472004	15526918	TRIM16	-0.1293	-0.4258	-0.2397	-0.454	-0.772	-1.4027	Yes
NM_015905	chr7	+	137795618	137920872	TRIM24	-0.3287	-1.033	-0.2965	-0.186	0.2062	-0.5282	Yes
NM_005082	chr17	-	52320268	52346408	TRIM25	-0.3713	-0.3063	-0.2051	0.0599	0.0551	0.0581	Yes
NM_001005207	chr17	-	54414781	54539048	TRIM37	-0.3941	-0.7341	-0.1395	-0.2534	0.0974	0.1332	Yes
NM_021253	chr6	+	30402599	30419484	TRIM39	-0.1332	-0.718	-0.0778	-0.1482	-0.0176	-0.2362	No
NM_025188	chr1	-	117455199	117465934	TRIM45	-0.2638	-0.542	-0.3994	-0.5576	-0.001	-0.0492	Yes
NM_032765	chr5	-	180615991	180620725	TRIM52	-0.2069	-0.378	-0.4173	-0.1848	0.1101	-0.0255	Yes
NM_016213	chr15	+	62467072	62534555	TRIP4	-0.2099	-0.2818	-0.2987	-0.2653	0.0172	-0.0861	Yes
NM_003496	chr7	+	98314048	98448802	TRRAP	-0.622	-0.6883	-0.2643	0.2493	0.3212	0.303	Yes
NR_001296	chr7	+	142158331	142161973	TRY6	-0.5084	-0.2409	-0.0583	0.0231	-0.0568	-0.1388	No
NM_000368	chr9	-	134756555	134809841	TSC1	-0.1489	-0.8407	-0.3385	-0.2126	0.1516	0.1288	Yes
NM_198057	chrX	-	106843107	106905673	TSC22D3	-0.3861	-0.3882	-0.3047	-0.6905	-0.8642	-1.1686	Yes
NM_005724	chr15	-	75125385	75150568	TSPAN3	-0.604	-0.9699	0.0035	0.0382	0.2367	0.0333	Yes
NM_005981	chr12	+	56425050	56428293	TSPAN31	-0.1623	-0.5065	-0.6244	-0.8339	-0.9684	-0.2578	Yes
NM_003270	chrX	-	99770450	99778450	TSPAN6	-0.3639	-0.5221	-0.2818	-0.2942	-0.1958	0.3485	Yes
NM_021648	chr6	-	116677823	116681954	TSPYL4	-0.6957	-0.5944	-0.2217	-0.2132	-0.3287	-0.0948	Yes
NM_001001894	chr21	+	37367440	37497278	TTC3	-0.275	-0.5847	-0.1305	0.0636	0.3544	-0.9591	Yes
NM_001010854	chr14	-	90076684	90352514	TTC7B	-0.271	-1.0538	-0.4147	0.0345	-0.2917	-0.3349	No
NM_198310	chr14	+	88360730	88414088	TTC8	-0.2248	-0.4318	-0.2005	-0.1971	-0.2378	0.6087	Yes
NM_016261	chr17	-	55291632	55325078	TUBD1	-0.29	-0.5212	-0.1059	0.1652	0.2545	0.1943	Yes
NM_001126337	chr1	+	149779404	149822683	TUFT1	-0.4996	-0.8003	-0.5125	-0.7497	-0.6056	-0.6744	Yes
NM_006765	chr8	+	15442100	15666366	TUSC3	-0.2217	-0.5447	-0.307	-0.1993	0.0444	0.0041	Yes
NM_020784	chr14	-	51967058	52089051	TXNDC16	-0.4354	-0.5716	-0.1241	0.2944	0.6991	0.0194	Yes
NM_006472	chr1	+	144149818	144153985	TXNIP	-0.6015	-0.6197	-0.2566	-0.3541	-0.2855	0.7313	Yes
NM_006701	chr18	-	75833854	75849520	TXNL4A	-0.3497	-0.4401	-0.2103	-0.2247	-0.1381	-0.09	Yes
NM_001093771	chr12	+	103133688	103268192	TXNRD1	-0.4583	-0.5101	0.0274	0.0214	0.2295	-0.3104	No
NM_000550	chr9	+	12683385	12700266	TYRP1	-0.1638	-0.727	-0.1461	-1.0109	-0.6269	0.2268	No
NM_006398	chr6	-	29631368	29635681	UBD	-0.1963	-0.3177	-0.3694	-0.0034	0.1926	-0.2982	No
NM_152653	chr3	+	23219787	23607300	UBE2E2	-0.428	-0.5587	-0.0845	-0.1247	-0.089	0.0202	Yes
NM_003344	chr7	-	129260230	129380025	UBE2H	-0.2215	-0.463	-0.2833	-0.2616	-0.079	0.0095	Yes
NM_001105562	chr1	+	10015602	10163883	UBE4B	-0.4594	-0.4119	-0.0442	0.0817	0.1773	0.6389	Yes
NM_007106	chr13	-	29236545	29322820	UBL3	-0.116	-0.4872	-0.3851	-0.2117	-0.2101	-0.9298	Yes
NM_001079514	chr16	+	4837912	4872364	UBN1	-0.3236	-0.6999	-0.2793	0.1828	0.1128	-0.191	Yes
NM_001128161	chr3	-	33404831	33456901	UBP1	-0.6452	-0.6746	-0.2632	-0.082	-0.0134	-0.296	Yes
NM_013444	chrX	+	56606796	56610102	UBQLN2	-0.4314	-0.6212	-0.249	0.1068	0.1884	0.2796	Yes
NM_174916	chr15	-	41022389	41185578	UBR1	-0.2926	-0.2827	-0.217	-0.0812	0.0535	0.084	Yes
NM_152277	chr5	-	171569254	171643400	UBTD2	-0.1051	-0.5029	-0.2459	-0.2572	0.0542	-0.0975	Yes
NM_000463	chr2	+	234333657	234346684	UGT1A1	-0.5989	-0.8503	-0.5184	-0.6639	-0.6208	-0.7921	No
NM_007120	chr2	+	234292176	234346684	UGT1A4	-0.3391	-0.4002	-0.4106	-0.4674	-0.5261	-0.4328	No
NM_014044	chr2	+	98591473	98601409	UNC50	-0.0894	-0.4019	-0.4776	-0.1529	-0.0976	-0.0104	Yes
NM_007000	chr19	+	40849554	40861207	UPK1A	-0.0974	-0.5799	-0.2128	-0.8926	-2.3264	-2.6904	Yes
NM_006537	chr15	+	61583862	61670716	USP3	-0.1411	-0.4729	-0.2336	-0.3759	-0.1628	0.0023	Yes
NM_032663	chr12	+	107974762	108010214	USP30	-0.6623	-0.5672	-0.336	-0.6043	-0.4661	-0.1139	Yes
NM_032582	chr17	-	55609472	55824368	USP32	-0.3965	-0.5298	-0.1036	-0.0014	0.2586	0.2627	Yes
NM_018218	chr2	-	234048903	234134606	USP40	-0.6356	-0.5037	-0.5724	-0.2889	-0.1808	-0.4034	No
NM_001080491	chr10	-	11542514	11614280	USP6NL	-0.2951	-0.477	-0.2522	-0.5053	0.116	0.1465	No
NM_021140	chrX	+	44617366	44856789	UTX	-0.4661	-0.3378	-0.1261	-0.1646	-0.011	-0.0578	Yes
NM_003369	chr11	+	75203859	75532930	UVRAG	-0.3868	-0.5372	-0.0414	-0.2726	-0.0826	0.3119	Yes
NM_003371	chr9	-	135616837	135847267	VAV2	-0.5579	-0.1742	-0.125	-0.051	-0.325	-0.4695	Yes
NM_005429	chr4	-	177841684	177950889	VEGFC	-0.6701	0.0078	-0.3756	-0.6936	-0.4812	-0.4514	No
NM_014667	chr3	-	11572543	11737220	VGLL4	-0.335	-0.4333	-0.1778	-0.2916	-0.3078	-0.1489	Yes
NM_016079	chr2	-	86584063	86644111	VPS24	-0.2151	-0.4549	-0.2698	-0.367	-0.2624	-0.0918	Yes
NM_015289	chr15	-	40238190	40287794	VPS39	-0.5875	-0.5673	-0.1047	-0.2602	-0.2515	-0.0089	Yes
NM_004869	chr18	-	59207404	59240732	VPS4B	-0.0149	-1.1037	-0.5257	-0.0373	-0.0457	-0.1448	Yes
NM_016516	chr2	-	63973170	64099718	VPS54	-0.5723	-0.7496	-0.4261	-0.248	-0.2208	-0.861	Yes
NM_024626	chr1	-	117487731	117555072	VTCN1	-0.395	-0.2359	-0.3026	-0.2825	0.1976	-0.3639	No
NM_100486	chr10	+	28862429	28949927	WAC	-0.1367	-0.6318	-0.0594	0.0728	0.2285	-0.2009	Yes
NM_020830	chr2	-	224448308	224518296	WDFY1	-0.2819	-0.414	-0.2718	0.1295	-0.0358	-0.1299	Yes
NM_181291	chr14	+	101675964	101759763	WDR20	-0.3435	-0.541	-0.329	-0.2415	0.0222	0.2221	Yes
NM_003861	chr14	-	68587390	68689667	WDR22	-0.2017	-0.5139	-0.0968	-0.2978	-0.2179	-0.116	Yes
NM_052834	chr18	+	52469613	52848034	WDR7	-0.051	-0.7502	-0.3005	0.0311	0.0982	0.0834	Yes
NM_138458	chr2	-	68210784	68238160	WDR92	-0.1105	-0.9806	-0.2352	0.3968	0.0986	0.5351	Yes
NM_001128212	chr2	-	159800549	159851482	WDSUB1	-0.5472	-0.4248	-0.0281	-0.4895	-0.3149	0.0286	Yes
NM_003390	chr11	+	9551803	9567887	WEE1	-0.4742	-0.7838	-0.0698	0.0632	0.2888	0.2825	Yes
NM_017983	chr17	-	63929016	63965248	WIPI1	-0.2448	-0.6825	-0.3491	-0.5678	-0.5162	-0.1094	Yes
NM_058238	chr22	-	44694913	44751672	WNT7B	-0.5865	-0.3006	-0.578	-0.1572	-0.4831	-0.8242	Yes
NM_018639	chr12	-	116954879	116983334	WSB2	-0.1886	-0.3511	-0.3727	-0.4424	-0.2401	-0.6859	Yes
NM_001080436	chr19	+	39664719	39683925	WTIP	-0.4524	-0.1167	-0.3025	-0.3152	-0.1381	-0.8173	Yes
NM_015691	chrX	+	9943794	10072518	WWC3	-0.1919	-0.6564	-0.2627	-0.0766	-0.0172	-0.3159	Yes
NM_004628	chr3	-	14161650	14195176	XPC	-0.4402	-0.5723	-0.2045	-0.2892	-0.3848	-0.1506	Yes
NM_015024	chr8	+	21833125	21920042	XPO7	-0.4582	-0.521	0.0674	0.1577	0.2398	0.247	Yes
NM_006106	chr11	+	101486419	101609364	YAP1	-0.2976	-0.3948	-0.22	0.0567	0.1355	0.4586	Yes
NM_018982	chr1	-	54089993	54128041	YIPF1	-0.0673	-0.5271	-0.3321	-0.736	-0.5214	-0.0079	Yes
NM_019589	chr14	+	74299821	74373766	YLPM1	-0.4448	-0.4048	-0.1785	0.1256	0.0412	0.1024	Yes
NM_001005404	chr17	+	54763834	54833877	YPEL2	-0.3175	-0.4194	-0.3304	-0.4273	-0.6574	-0.2962	Yes
NM_031477	chr16	-	30011135	30015022	YPEL3	-0.0882	-0.5945	-0.5979	-0.6785	-0.7869	-0.5872	Yes
NM_001127399	chr2	+	30223253	30236903	YPEL5	-0.2674	-0.7989	-0.71	-0.9296	-0.6218	-0.5598	Yes
NM_139323	chr20	+	42947757	42970575	YWHAB	-0.135	-0.5918	-0.109	-0.1548	0.1141	0.2335	Yes
NM_003406	chr8	-	101999980	102034799	YWHAZ	-0.3138	-0.7154	-0.1694	-0.1116	0.0796	0.26	Yes
NM_004729	chrY	-	2414454	2429008	ZBED1	-0.6216	-0.4349	-0.2552	-0.2262	-0.1683	-0.1951	Yes
NM_020899	chr17	-	7303408	7328292	ZBTB4	-0.3866	-0.5746	-0.2424	-0.2353	-0.4022	-0.2332	Yes
NM_014007	chr9	+	128607105	128640306	ZBTB43	-0.3299	-0.6964	-0.0517	0.0074	0.1062	-0.2116	Yes
NM_025079	chr1	+	37712705	37722565	ZC3H12A	-0.3897	-0.7131	-0.254	-0.1254	-0.2262	-0.6049	Yes
NM_014153	chr16	-	11751942	11783909	ZC3H7A	-0.2983	-0.5645	-0.0586	0.0391	0.271	0.0905	No
NM_020119	chr7	-	138378805	138445005	ZC3HAV1	-0.2337	-0.5937	-0.0117	-0.1066	0.0502	0.1094	Yes
NM_017612	chr12	-	121523387	121551471	ZCCHC8	-0.2667	-0.6462	-0.1746	-0.1691	0.0463	0.2184	Yes
NM_173570	chr3	+	115149437	115164517	ZDHHC23	-0.2996	-0.8227	-0.1598	0.2755	0.4342	-0.0603	Yes
NM_017740	chr16	-	83565567	83602642	ZDHHC7	-0.6817	-0.5294	-0.161	-0.5208	-0.6116	-0.8535	Yes
NM_021943	chr6	+	37895284	38230375	ZFAND3	-0.3356	-0.4316	-0.1688	-0.1585	-0.3073	-0.4097	Yes
NM_006887	chr2	-	43303044	43307249	ZFP36L2	-0.4156	-0.239	-0.1688	0.1123	0.031	-0.4557	Yes
NM_021260	chr14	-	72505911	72563592	ZFYVE1	-0.5385	-0.672	-0.458	-0.6999	-0.7533	-0.4659	Yes
NM_015346	chr14	-	67282989	67353059	ZFYVE26	-0.3778	-0.422	-0.3693	-0.3986	-0.1798	-0.4061	Yes
NM_014943	chr8	+	123863081	124055936	ZHX2	-0.2906	-0.2763	-0.2806	-0.1991	-0.1447	-0.1424	Yes
NM_003439	chr7	+	99451154	99473339	ZKSCAN1	-0.2967	-0.5646	-0.0624	-0.1122	-0.0752	-0.4165	Yes
NM_019110	chr6	-	28320468	28327981	ZKSCAN4	-0.4003	-0.3707	-0.3888	-0.0495	-0.2668	0.1572	Yes
NM_183048	chr20	-	45271787	45418881	ZMYND8	-0.093	-0.4662	-0.2791	-0.176	-0.1792	-0.0591	Yes
NM_006385	chr19	+	62836346	62845959	ZNF211	-0.4516	-0.4598	-0.544	-0.5171	-0.601	0.1449	Yes
NM_006526	chr20	-	51617016	51633043	ZNF217	-1.206	-1.116	-0.7168	-0.395	-0.3076	-0.3028	Yes
NM_001080485	chrX	+	152252806	152271577	ZNF275	-0.1877	-0.7437	0.078	-0.0322	0.0512	-0.0436	Yes
NM_012482	chr1	-	198642042	198645789	ZNF281	-0.217	-0.577	-0.2611	-0.1769	0.0041	-0.3287	Yes
NM_199005	chr9	-	98999357	99001731	ZNF322B	0.0377	-0.9128	-0.5452	0.4512	-0.0823	0.0876	No
NM_145909	chr6	-	28400493	28429951	ZNF323	-0.4993	-0.3487	-0.2495	-0.1104	-0.2077	-0.2704	No
NM_021188	chr14	+	73423338	73468556	ZNF410	-0.2609	-0.4394	-0.1629	-0.2296	-0.1554	0.1194	Yes
NM_001077195	chr1	-	23558527	23568944	ZNF436	-0.1694	-0.4987	-0.1778	-0.201	-0.1324	0.2638	Yes
NM_152320	chr12	-	47022178	47030268	ZNF641	-0.4102	-0.5978	-0.3614	-0.3353	-0.2677	-0.3226	Yes
NM_014897	chr17	-	44721567	44794834	ZNF652	-0.4522	-0.5873	-0.3178	-0.0819	0.0605	-0.1271	Yes
NM_001010851	chr19	+	57464635	57487788	ZNF766	-0.1639	-0.4585	-0.1879	0.2438	0.0982	-0.2023	Yes
NM_152411	chr7	-	148397665	148418802	ZNF786	-0.1362	-0.8599	-0.152	0.0164	0.199	0.4899	Yes
NM_153358	chr19	+	12582731	12601676	ZNF791	-0.013	-0.7904	-0.1514	-0.1636	0.0441	-0.1275	Yes
NM_021035	chr20	-	47295845	47328163	ZNFX1	-0.3582	-0.0481	-0.4035	-0.3683	-0.5999	-0.6912	Yes
NM_025231	chr6	+	28200365	28205835	ZSCAN16	-0.9963	-0.1755	-0.0931	-0.5534	-0.0938	0.0399	Yes
NM_020883	chr1	-	45254662	45444837	ZSWIM5	-0.9644	-0.3233	-0.3864	-0.1677	-0.1268	0.0217	Yes
NM_024646	chr1	+	52964718	53065599	ZYG11B	-0.3549	-0.8157	-0.0242	-0.0044	0.1522	0.0648	Yes
