ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_51_P261991	brain derived neurotrophic factor	Bdnf	NM_007540	Mm.1442	12064	ENSMUST00000053317	8.091	1.567	0.057	0	5.517	Mus musculus brain derived neurotrophic factor (Bdnf), mRNA [NM_007540]	chr2:109574833-109574892	1.371	-1.633	1.821	-1.445
A_52_P15300	homeo box B2	Hoxb2	NM_134032	Mm.281153	103889		6.838	1.567	0.414	0.001	3.336	Mus musculus homeo box B2 (Hoxb2), mRNA [NM_134032]	chr11:96462847-96462906	1.357	-1.939	1.27	-1.701
A_51_P164286	SH3-domain kinase binding protein 1	Sh3kbp1	NM_021389	Mm.286495	58194	ENSMUST00000080394	7.622	1.564	0.397	0.001	3.383	Mus musculus SH3-domain kinase binding protein 1 (Sh3kbp1), mRNA [NM_021389]	chrX:154746227-154746286	1.147	-1.862	1.704	-1.544
A_51_P304397	carboxypeptidase M	Cpm	BC100404	Mm.339332	70574	ENSMUST00000020399	8.427	1.562	0.019	0	6.656	Mus musculus carboxypeptidase M, mRNA (cDNA clone MGC:118152 IMAGE:30471377), complete cds. [BC100404]	chr10:117196244-117196303	1.435	-1.771	1.573	-1.467
A_52_P307801	defensin related cryptdin, related sequence 2	Defcr-rs2	NM_007847	Mm.422993	13222		6.509	1.555	0.087	0	5.058	Mus musculus defensin related cryptdin, related sequence 2 (Defcr-rs2), mRNA [NM_007847]		1.426	-1.851	1.354	-1.59
A_51_P150598	tRNA splicing endonuclease 2 homolog (SEN2, S. cerevisiae)	Tsen2	AK044190		381802		8.003	1.554	1	0.001	1.975	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830098H17 product:unclassifiable, full insert sequence. [AK044190]	chr6:115577701-115577760	1.149	-1.647	2.052	-1.368
A_51_P102096	myelocytomatosis oncogene	Myc	NM_010849	Mm.2444	17869	ENSMUST00000022971	10.571	1.554	1	0.001	1.875	Mus musculus myelocytomatosis oncogene (Myc), mRNA [NM_010849]	chr15:62064256-62064316	1.023	-1.536	1.692	-1.967
A_51_P489887	sushi domain containing 3	Susd3	NM_025491	Mm.34308	66329	ENSMUST00000021816	8.105	1.553	0.007	0	7.711	Mus musculus sushi domain containing 3 (Susd3), mRNA [NM_025491]	chr13:48714878-48714819	1.419	-1.544	1.674	-1.575
A_52_P875878			AK038199	Mm.235423	NA		7.621	1.55	0.015	0	6.938	Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130086B22 product:unclassifiable, full insert sequence. [AK038199]	chr2:49262871-49262930	1.429	-1.744	1.48	-1.548
A_51_P329003	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	Slc25a31	NM_178386	Mm.78691	73333	ENSMUST00000091184	8.627	1.547	1	0.001	2.126	Mus musculus solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 (Slc25a31), mRNA [NM_178386]	chr3:40491533-40491592	1.002	-1.856	1.601	-1.728
A_51_P438083	solute carrier family 6 (neurotransmitter transporter, GABA), member 13	Slc6a13	NM_144512	Mm.258596	14412	ENSMUST00000064580	7.365	1.541	0.044	0	5.789	Mus musculus solute carrier family 6 (neurotransmitter transporter, GABA), member 13 (Slc6a13), mRNA [NM_144512]	chr6:121362880-121362939	1.676	-1.702	1.306	-1.481
A_51_P276479	RIKEN cDNA 4930486L24 gene	4930486L24Rik	NM_178098	Mm.19839	214639	ENSMUST00000091569	7.716	1.541	0.18	0	4.262	Mus musculus RIKEN cDNA 4930486L24 gene (4930486L24Rik), mRNA [NM_178098]	chr13:59952334-59952275	1.391	-1.579	1.309	-1.886
A_51_P495269	loricrin	Lor	NM_008508	Mm.1121	16939	ENSMUST00000058150	7.809	1.536	0.044	0	5.803	Mus musculus loricrin (Lor), mRNA [NM_008508]	chr3:92114338-92114279	1.607	-1.64	1.637	-1.261
A_51_P450406	mucin 3, intestinal	Muc3	BC058768	Mm.7184	17832		8.588	1.531	0.006	0	7.913	Mus musculus mucin 3, intestinal, mRNA (cDNA clone IMAGE:6530208), complete cds. [BC058768]	chr5:136105954-136105895	1.406	-1.524	1.616	-1.58
A_51_P335146	histocompatibility 60	H60	NM_010400	Mm.387042	15101		7.822	1.521	0.217	0	4.055	Mus musculus histocompatibility 60 (H60), mRNA [NM_010400]		1.401	-1.209	1.715	-1.758
A_51_P277270	RNA binding motif protein, X chromosome	Rbmx	NM_011252	Mm.28275	19655	ENSMUST00000033470	8.576	1.518	1	0.001	2.327	Mus musculus RNA binding motif protein, X chromosome (Rbmx), mRNA [NM_011252]	chrX:52867330-52867271	1.129	-1.525	1.99	-1.427
A_52_P388224	histone 1, H2bk	Hist1h2bk	NM_175665	Mm.358955	319184	ENSMUST00000076487	11.553	1.513	0.285	0	3.754	Mus musculus histone 1, H2bk (Hist1h2bk), mRNA [NM_175665]	chr13:21402048-21402107	1.429	-1.415	1.917	-1.293
A_51_P188046	dynein cytoplasmic 1 intermediate chain 1	Dync1i1	NM_010063	Mm.20893	13426	ENSMUST00000031771	8.039	1.512	0.044	0	5.789	Mus musculus dynein cytoplasmic 1 intermediate chain 1 (Dync1i1), mRNA [NM_010063]	chr6:5980616-5980675	1.567	-1.727	1.451	-1.302
A_52_P190506			AK154840		NA		11.366	1.511	0.043	0	5.806	Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630108O13 product:mitochondrial ribosomal protein L15, full insert sequence. [AK154840]	chr1:4777245-4777186	1.393	-1.363	1.756	-1.531
A_52_P135873			TC1445366		NA		12.757	1.508	0.075	0	5.218	Q7M6W0 (Q7M6W0) MCP24145, partial (56%) [TC1445366]	chr12:022563266-022563207	1.444	-1.466	1.8	-1.323
A_51_P265008	peptidyl-prolyl isomerase G (cyclophilin G)	Ppig	XM_899890	Mm.11815	228005	ENSMUST00000100049	12.945	1.508	0.405	0.001	3.36	PREDICTED: Mus musculus peptidyl-prolyl isomerase G (cyclophilin G), transcript variant 6 (Ppig), mRNA [XM_899890]	chr2:69666614-69666673	1.378	-1.222	1.911	-1.523
A_52_P108346	myelocytomatosis oncogene	Myc	NM_010849	Mm.2444	17869	ENSMUST00000022971	10.655	1.508	1	0.001	1.741	Mus musculus myelocytomatosis oncogene (Myc), mRNA [NM_010849]	chr15:62064157-62064216	0.967	-1.582	1.576	-1.906
A_52_P667800			NAP000866-002		NA		6.765	1.507	0.194	0	4.177		chr16:3448033-3448092	1.158	-1.692	1.695	-1.484
A_52_P381799	neuropilin (NRP) and tolloid (TLL)-like 2	Neto2	AK083512	Mm.126079	74513		7.374	1.505	0.018	0	6.749	Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030038A19 product:hypothetical LDL-receptor class A (LDLRA) domain profile/CUB domain/Low density lipoprotein (LDL)-receptor class A (LDLRA) domain/CUB domain profile containing protein, full insert sequence. [AK083512]	chr8:84231187-84231128	1.3	-1.59	1.548	-1.582
A_52_P69955	tescalcin	Tesc	NM_021344	Mm.273285	57816	ENSMUST00000031304	9.981	1.505	0.02	0	6.604	Mus musculus tescalcin (Tesc), mRNA [NM_021344]	chr5:117290597-117290656	1.662	-1.494	1.546	-1.316
A_52_P176361	histone 1, H2bm	Hist1h2bm	NM_178200	Mm.277425	319186	ENSMUST00000073900	11.732	1.5	0.421	0.001	3.317	Mus musculus histone 1, H2bm (Hist1h2bm), mRNA [NM_178200]	chr13:21088259-21088318	1.425	-1.428	1.921	-1.228
A_52_P136275	nuclear receptor coactivator 6 interacting protein	Ncoa6ip	NM_054089	Mm.171323	116940	ENSMUST00000052712	12.132	1.498	0.538	0.001	3.043	Mus musculus nuclear receptor coactivator 6 interacting protein (Ncoa6ip), mRNA [NM_054089]	chr4:3522619-3522678	1.404	-1.394	1.95	-1.244
A_51_P233797	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Adh7	NM_009626	Mm.8473	11529		6.535	1.494	1	0.001	1.392	Mus musculus alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide (Adh7), mRNA [NM_009626]	chr3:138040076-138040135	1.078	-2.049	1.331	-1.516
A_51_P158678	RIKEN cDNA A830059I20 gene	A830059I20Rik	NM_021427	Mm.113787	58238		8.615	1.493	0.004	0	8.228	Mus musculus RIKEN cDNA A830059I20 gene (A830059I20Rik), mRNA [NM_021427]	chr7:89115027-89115086	1.396	-1.541	1.541	-1.494
A_51_P180159	immunoglobulin heavy chain (J558 family)	Igh-VJ558	BC004786	Mm.240437	16061	ENSMUST00000084880	7.538	1.491	0.096	0	4.947	Mus musculus immunoglobulin heavy chain (J558 family), mRNA (cDNA clone MGC:6727 IMAGE:3588636), complete cds. [BC004786]	chr12:110781348-110781289	1.804	-1.324	1.413	-1.424
A_52_P150436	RIKEN cDNA 1700086L19 gene	1700086L19Rik	XM_358420	Mm.287421	74284	ENSMUST00000095618	7.035	1.488	0.057	0	5.512	PREDICTED: Mus musculus RIKEN cDNA 1700086L19 gene (1700086L19Rik), mRNA [XM_358420]	chr12:72251375-72251434	1.357	-1.74	1.333	-1.522
A_51_P521084	RIKEN cDNA 3110001A13 gene	3110001A13Rik	NM_025626	Mm.277864	66540	ENSMUST00000027965	8.47	1.488	0.551	0.001	3.015	Mus musculus RIKEN cDNA 3110001A13 gene (3110001A13Rik), mRNA [NM_025626]	chr2:3697077-3697136	1.108	-1.801	1.668	-1.376
A_52_P357587	nucleoporin 155	Nup155	NM_133227	Mm.295168	170762	ENSMUST00000022742	8.852	1.486	0.075	0	5.225	Mus musculus nucleoporin 155 (Nup155), mRNA [NM_133227]	chr15:7985142-7985201	1.261	-1.694	1.609	-1.381
A_52_P387884	similar to matrilin 1, cartilage matrix protein	LOC436089	XM_488191		436089		8.365	1.486	0.512	0.001	3.098	PREDICTED: Mus musculus similar to matrilin 1, cartilage matrix protein (LOC436089), mRNA [XM_488191]	chr9:105581666-105580307	1.175	-1.625	1.843	-1.302
A_51_P340829	expressed sequence AA986860	AA986860	NM_177604	Mm.268547	212439	ENSMUST00000039323	8.06	1.485	0.506	0.001	3.11	Mus musculus expressed sequence AA986860 (AA986860), mRNA [NM_177604]	chr1:130648560-130648619	1.106	-1.76	1.697	-1.378
A_52_P112443			NAP061805-1		NA		6.728	1.482	0.235	0	3.968		chr3:154121556-154121497	1.22	-1.534	1.356	-1.817
A_52_P479249	thymus cell antigen 1, theta	Thy1	NM_009382	Mm.3951	21838	ENSMUST00000034509	10.592	1.478	0.196	0	4.169	Mus musculus thymus cell antigen 1, theta (Thy1), mRNA [NM_009382]	chr9:43982862-43982921	1.48	-1.475	1.782	-1.176
A_52_P301079	phosphoglucomutase 2-like 1	Pgm2l1	NM_027629	Mm.57225	70974	ENSMUST00000054436	8.672	1.477	0.049	0	5.674	Mus musculus phosphoglucomutase 2-like 1 (Pgm2l1), mRNA [NM_027629]	chr7:96316615-96316674	1.36	-1.39	1.743	-1.416
A_52_P486279	popeye domain containing 3	Popdc3	NM_024286	Mm.24748	78977	ENSMUST00000019994	7.162	1.477	0.077	0	5.186	Mus musculus popeye domain containing 3 (Popdc3), mRNA [NM_024286]	chr10:45128473-45129691	1.3	-1.53	1.737	-1.342
A_51_P424550	solute carrier family 23 (nucleobase transporters), member 3	Slc23a3	NM_194333	Mm.68157	22626	ENSMUST00000094841	7.516	1.476	0.3	0	3.695	Mus musculus solute carrier family 23 (nucleobase transporters), member 3 (Slc23a3), mRNA [NM_194333]	chr1:75349298-75349239	1.17	-1.805	1.556	-1.373
A_51_P305019	RIKEN cDNA 9530049O05 gene	9530049O05Rik	AK020601	Mm.249822	78423		7.362	1.474	1	0.001	1.996	Mus musculus adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530049O05 product:unclassifiable, full insert sequence. [AK020601]	chr5:30990226-30990285	1.746	-1.491	1.707	-0.951
A_51_P284665	phospholipase C, beta 1	Plcb1	NM_019677	Mm.330607	18795		7.006	1.473	0.066	0	5.35	Mus musculus phospholipase C, beta 1 (Plcb1), mRNA [NM_019677]	chr2:135105623-135105682	1.359	-1.335	1.448	-1.752
A_52_P260954	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)	Ric3	NM_001038624	Mm.71007	320360	ENSMUST00000055993	8.152	1.473	0.153	0	4.44	Mus musculus resistance to inhibitors of cholinesterase 3 homolog (C. elegans) (Ric3), transcript variant 1, mRNA [NM_001038624]	chr7:104951224-104951165	1.259	-1.775	1.533	-1.324
A_51_P242643	ladybird homeobox 1 homolog (Drosophila) corepressor 1	Lbxcor1	NM_172446	Mm.36349	207667	ENSMUST00000055281	7.874	1.472	0.003	0	8.365	Mus musculus ladybird homeobox 1 homolog (Drosophila) corepressor 1 (Lbxcor1), mRNA [NM_172446]	chr9:63166610-63166551	1.469	-1.486	1.399	-1.534
A_51_P492047	open reading frame 9	ORF9	NM_020622	Mm.327932	52793	ENSMUST00000049721	7.234	1.469	0.172	0	4.315	Mus musculus open reading frame 9 (ORF9), mRNA [NM_020622]	chr16:97856634-97852551	1.255	-1.743	1.284	-1.592
A_52_P419603	ubiquitin specific peptidase 26	Usp26	NM_031388	Mm.242827	83563	ENSMUST00000069509	8.17	1.466	1	0.001	2.2	Mus musculus ubiquitin specific peptidase 26 (Usp26), mRNA [NM_031388]	chrX:46849702-46849643	1.246	-1.4	1.98	-1.237
A_51_P196925	chemokine (C-X3-C motif) ligand 1	Cx3cl1	NM_009142	Mm.103711	20312	ENSMUST00000034230	8.982	1.464	0.077	0	5.188	Mus musculus chemokine (C-X3-C motif) ligand 1 (Cx3cl1), mRNA [NM_009142]	chr8:93371329-93371388	1.382	-1.445	1.742	-1.285
A_51_P146560	mesothelin	Msln	NM_018857	Mm.17510	56047	ENSMUST00000075884	11.142	1.464	0.143	0	4.518	Mus musculus mesothelin (Msln), mRNA [NM_018857]	chr17:23931923-23931864	1.399	-1.758	1.211	-1.488
A_51_P209921	RIKEN cDNA 9330159F19 gene	9330159F19Rik	AK034141		212448	ENSMUST00000092627	7.572	1.464	0.62	0.001	2.882	Mus musculus adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330159F19 product:weakly similar to KIAA0408 [Homo sapiens], full insert sequence. [AK034141]	chr10:29008372-29008431	1.224	-1.712	1.752	-1.168
A_51_P404815	apolipoprotein L, 6	Apol6	AK010208	Mm.34173	71939	ENSMUST00000048285	9.048	1.461	0.018	0	6.748	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310076O14 product:hypothetical Bacterial regulatory protein, LysR family containing protein, full insert sequence. [AK010208]	chr15:77139980-77140039	1.429	-1.571	1.29	-1.553
A_51_P418884			NM_001013789		NA		10.849	1.458	0.024	0	6.418	Mus musculus similar to hypothetical protein MGC37588 (LOC432823), mRNA [NM_001013789]	chr17:72174569-72174510	1.487	-1.429	1.632	-1.284
A_51_P432567	forkhead box G1	Foxg1	NM_008241	Mm.390496	15228	ENSMUST00000021333	7.539	1.458	0.315	0	3.642	Mus musculus forkhead box G1 (Foxg1), mRNA [NM_008241]	chr12:47400471-47400530	1.192	-1.775	1.58	-1.283
A_51_P222882	potassium voltage-gated channel, shaker-related subfamily, member 1	Kcna1	NM_010595	Mm.40424	16485	ENSMUST00000055168	6.886	1.458	0.383	0.001	3.424	Mus musculus potassium voltage-gated channel, shaker-related subfamily, member 1 (Kcna1), mRNA [NM_010595]	chr6:126664566-126664507	1.152	-1.771	1.601	-1.306
A_52_P527400	histone 3, H2bb	Hist3h2bb	NM_206882	Mm.377898	382522	ENSMUST00000091753	11.74	1.458	0.664	0.001	2.805	Mus musculus histone 3, H2bb (Hist3h2bb), mRNA [NM_206882]	chr11:59035799-59035740	1.354	-1.422	1.897	-1.158
A_52_P165610	adenylate cyclase 2	Adcy2	NM_153534	Mm.390617	210044	ENSMUST00000022013	7.114	1.457	1	0.001	1.847	Mus musculus adenylate cyclase 2 (Adcy2), mRNA [NM_153534]	chr13:65540913-65535857	0.956	-1.849	1.538	-1.484
A_52_P81101	inositol polyphosphate multikinase	Ipmk	NM_027184	Mm.245867	69718	ENSMUST00000079252	8.505	1.449	0.071	0	5.282	Mus musculus inositol polyphosphate multikinase (Ipmk), mRNA [NM_027184]	chr10:70983441-70983500	1.351	-1.717	1.445	-1.284
A_52_P244030	zinc finger protein 516	Zfp516	AK034874	Mm.326526	329003		11.943	1.44	0.73	0.001	2.698	Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430052L09 product:unclassifiable, full insert sequence. [AK034874]	chr18:83352658-83352717	1.072	-1.536	1.817	-1.335
A_52_P277641	myeloid ecotropic viral integration site-related gene 1	Mrg1	NM_010825	Mm.247566	17536		8.073	1.439	0.261	0	3.851	Mus musculus myeloid ecotropic viral integration site-related gene 1 (Mrg1), mRNA [NM_010825]	chr2:115604237-115604178	1.144	-1.711	1.578	-1.323
A_51_P153581	RIKEN cDNA 4933424F23 gene	4933424F23Rik	AK016891	Mm.422619	71083	ENSMUST00000087899	10.22	1.435	0.681	0.001	2.776	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933424F23 product:hypothetical protein, full insert sequence. [AK016891]	chrX:98137015-98137074	1.61	-1.748	1.331	-1.051
A_51_P402378	ADP-ribosylation factor 4-like	Arfl4	NM_025404	Mm.266840	66182	ENSMUST00000039388	10.191	1.434	1	0.001	1.361	Mus musculus ADP-ribosylation factor 4-like (Arfl4), mRNA [NM_025404]	chr11:101776642-101776701	0.844	-1.576	1.674	-1.645
A_52_P129624	diacylglycerol kinase kappa	Dgkk	AK081332	Mm.335953	331374		6.944	1.431	0.154	0	4.434	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130007D14 product:hypothetical protein, full insert sequence. [AK081332]	chrX:5381235-5381294	1.114	-1.638	1.455	-1.517
A_51_P326015	AXIN1 up-regulated 1	Axud1	NM_153287	Mm.125196	215418	ENSMUST00000035101	8.981	1.428	0.226	0	4.011	Mus musculus AXIN1 up-regulated 1 (Axud1), mRNA [NM_153287]	chr9:119668176-119668117	1.457	-1.612	1.567	-1.075
A_51_P159895	DnaJ (Hsp40) homolog, subfamily C, member 1	Dnajc1	NM_007869	Mm.246674	13418	ENSMUST00000028072	9.62	1.426	0.523	0.001	3.074	Mus musculus DnaJ (Hsp40) homolog, subfamily C, member 1 (Dnajc1), mRNA [NM_007869]	chr2:18372223-18372164	1.056	-1.714	1.589	-1.345
A_51_P311166	solute carrier family 25 (mitochondrial carrier, brain), member 14	Slc25a14	NM_011398	Mm.34953	20523	ENSMUST00000033431	10.785	1.422	0.282	0	3.764	Mus musculus solute carrier family 25 (mitochondrial carrier, brain), member 14 (Slc25a14), mRNA [NM_011398]	chrX:43754407-43754466	1.523	-1.486	1.627	-1.05
A_52_P116253	activating transcription factor 2	Atf2	NM_009715	Mm.209903	11909	ENSMUST00000100007	8.644	1.422	1	0.002	1.052	Mus musculus activating transcription factor 2 (Atf2), transcript variant 2, mRNA [NM_009715]	chr2:73690008-73689949	1.237	-1.348	2.02	-1.083
A_51_P411917	GATA binding protein 6	Gata6	NM_010258	Mm.329287	14465	ENSMUST00000047762	8.255	1.42	0.004	0	8.214	Mus musculus GATA binding protein 6 (Gata6), mRNA [NM_010258]	chr18:11291591-11291649	1.367	-1.391	1.44	-1.485
A_51_P305140	glutathione S-transferase, alpha 1 (Ya)	Gsta1	NM_008181	Mm.197422	14857	ENSMUST00000095071	7.858	1.419	0.009	0	7.466	Mus musculus glutathione S-transferase, alpha 1 (Ya) (Gsta1), mRNA [NM_008181]		1.309	-1.524	1.454	-1.391
A_51_P182358	histone 1, H2bk	Hist1h2bk	NM_175665	Mm.358955	319184	ENSMUST00000099703	10.411	1.417	1	0.001	1.395	Mus musculus histone 1, H2bk (Hist1h2bk), mRNA [NM_175665]	chr13:21401982-21402041	1.43	-1.195	1.958	-1.085
A_52_P652729			AK031269		NA		6.713	1.416	0.298	0	3.702	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030400B02 product:regulator for ribosome resistance homolog (S. cerevisiae), full insert sequence. [AK031269]	chr5:25043820-25043879	1.241	-1.796	1.308	-1.317
A_51_P146633	bicaudal C homolog 1 (Drosophila)	Bicc1	AK082289	Mm.391814	83675	ENSMUST00000099633	9.041	1.415	1	0.002	0.725	Mus musculus 0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230032O19 product:unclassifiable, full insert sequence. [AK082289]	chr10:70525321-70525262	0.793	-1.733	1.694	-1.439
A_52_P220485	ubiquitin-like, containing PHD and RING finger domains 2	Uhrf2	NM_144873	Mm.313364	109113	ENSMUST00000025739	9.974	1.414	0.259	0	3.858	Mus musculus ubiquitin-like, containing PHD and RING finger domains 2 (Uhrf2), mRNA [NM_144873]	chr19:29756122-29756181	1.259	-1.492	1.729	-1.178
A_52_P39654	reproductive homeobox 2	Rhox2	NM_029203	Mm.391240	75199	ENSMUST00000063340	9.382	1.411	0.004	0	8.164	Mus musculus reproductive homeobox 2 (Rhox2), mRNA [NM_029203]	chrX:32005329-32005388	1.418	-1.4	1.477	-1.349
A_52_P339543	nuclear DNA binding protein	C1d	NM_020558	Mm.287982	57316	ENSMUST00000000594	11.109	1.41	1	0.001	2.063	Mus musculus nuclear DNA binding protein (C1d), mRNA [NM_020558]	chr11:17215640-17215974	0.943	-1.691	1.645	-1.36
A_51_P338072	myosin, heavy polypeptide 4, skeletal muscle	Myh4	NM_010855	Mm.297382	17884	ENSMUST00000018632	8.113	1.409	0.041	0	5.874	Mus musculus myosin, heavy polypeptide 4, skeletal muscle (Myh4), mRNA [NM_010855]	chr11:67341898-67341957	1.612	-1.37	1.421	-1.231
A_52_P33841	X-linked lymphocyte-regulated complex	Xlr	NM_011725	Mm.379041	22441	ENSMUST00000067763	8.605	1.408	0.241	0	3.941	Mus musculus X-linked lymphocyte-regulated complex (Xlr), mRNA [NM_011725]	chrX:48878807-48878748	1.387	-1.681	1.095	-1.468
A_52_P561416	RIKEN cDNA 6430573F11 gene	6430573F11Rik	NM_176952	Mm.180924	319582	ENSMUST00000036363	7.527	1.404	0.355	0	3.508	Mus musculus RIKEN cDNA 6430573F11 gene (6430573F11Rik), mRNA [NM_176952]	chr8:35279375-35279434	1.044	-1.594	1.606	-1.372
A_51_P170795	WD repeat domain 40B	Wdr40b	NM_178739	Mm.55685	245404	ENSMUST00000060481	10.487	1.399	0.058	0	5.499	Mus musculus WD repeat domain 40B (Wdr40b), mRNA [NM_178739]	chrX:39878894-39878835	1.255	-1.632	1.287	-1.421
A_51_P231499	ectonucleotide pyrophosphatase/phosphodiesterase 1	Enpp1	NM_008813	Mm.27254	18605	ENSMUST00000039882	7.779	1.396	0.011	0	7.19	Mus musculus ectonucleotide pyrophosphatase/phosphodiesterase 1 (Enpp1), mRNA [NM_008813]	chr10:24392411-24392352	1.371	-1.518	1.417	-1.279
A_52_P279425	CD96 antigen	Cd96	NM_032465	Mm.29204	84544	ENSMUST00000023336	6.918	1.395	0.036	0	5.993	Mus musculus CD96 antigen (Cd96), mRNA [NM_032465]	chr16:45817426-45817367	1.308	-1.385	1.278	-1.609
A_52_P371718	nuclear receptor coactivator 6 interacting protein	Ncoa6ip	NM_054089	Mm.171323	116940	ENSMUST00000052712	11.693	1.395	0.383	0.001	3.422	Mus musculus nuclear receptor coactivator 6 interacting protein (Ncoa6ip), mRNA [NM_054089]	chr4:3542152-3542211	1.287	-1.239	1.792	-1.262
A_52_P923039	tRNA splicing endonuclease 2 homolog (SEN2, S. cerevisiae)	Tsen2	AK030712	Mm.291208	381802		7.56	1.394	0.647	0.001	2.834	Mus musculus 6 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5630400O04 product:unclassifiable, full insert sequence [AK030712]	chr6:115582757-115582816	1.017	-1.3	1.624	-1.636
A_52_P406242	speedy homolog B (Drosophila)	Spdyb	NM_029048	Mm.273303	74673	ENSMUST00000085733	6.719	1.393	0.505	0.001	3.113	Mus musculus speedy homolog B (Drosophila) (Spdyb), mRNA [NM_029048]	chr5:142257829-142254928	1.099	-1.775	1.355	-1.344
A_51_P174314	roundabout homolog 1 (Drosophila)	Robo1	NM_019413	Mm.310772	19876		9.614	1.39	1	0.002	1.117	Mus musculus roundabout homolog 1 (Drosophila) (Robo1), mRNA [NM_019413]	chr16:73042586-73042645	1.031	-1.149	1.924	-1.457
