ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI127C10	C2orf3	Chromosome 2 open reading frame 3	Hs.303808	142431	BX097406	1.17	0.00
HSI030E06	KLHL18	Kelch-like 18 (Drosophila)	Hs.517946	46562	BX101858	1.17	0.00
HSI126G02	EST	Transcribed locus	Hs.28788	140252	BX096381	1.17	0.00
HSI092F02	SLC31A1	Solute carrier family 31 (copper transporters), member 1	Hs.532315	1938598	BX118183	1.17	0.86
HSI036A02	BRWD1	Bromodomain and WD repeat domain containing 1	Hs.190548	190137	BX114944	1.17	0.00
HSI011F03	LRRC8B	Leucine rich repeat containing 8 family, member B	Hs.584874	29486	R41498	1.17	0.47
HSI169C11	EST	Transcribed locus	Hs.122956	1392043	BX088930	1.17	0.00
HSI084A04	GALNTL2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	Hs.411308	1391956	AA812715	1.17	0.00
HSI027B07	KIAA1166	KIAA1166	Hs.28249	160098	BX100636	1.17	0.00
HSI084A11	TTC19	Tetratricopeptide repeat domain 19	Hs.462316	1252004	BX100368	1.16	0.00
HSI007G04	TUBGCP3	Tubulin, gamma complex associated protein 3	Hs.224152	125670	BX100889	1.16	0.41
HSI131A11	WNT4	Wingless-type MMTV integration site family, member 4	Hs.25766	154160	BX104065	1.16	0.00
HSI040B09	COX15	COX15 homolog, cytochrome c oxidase assembly protein (yeast)	Hs.28326	208429	BX113497	1.16	0.00
HSI101E11	UNC50	Unc-50 homolog (C. elegans)	Hs.13370	1989494	BX098989	1.16	0.00
HSI023F05	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	Hs.430589	141429	BX115572	1.16	0.00
HSI106G04	KIAA1924	Hypothetical protein KIAA1924	Hs.222312	2443879	BX103654	1.16	0.00
HSI181A11	CHKA	Choline kinase alpha	Hs.77221	46367	H09959	1.16	0.54
HSI164A07	EST	Transcribed locus	Hs.98450	757258	BX102292	1.16	0.00
HSI001C04	TRAF3IP2	TRAF3 interacting protein 2	Hs.486228	22279	BX107338	1.16	0.96
HSI158E10	EST	Transcribed locus	Hs.55254	327380	BX107606	1.16	0.00
HSI111E06	EST	Transcribed locus	Hs.107418	53040	CR747903	1.16	0.00
HSI048A04	SNX25	Sorting nexin 25	Hs.369091	262834	BX089403	1.16	0.00
HSI169D11	BTNL9	Butyrophilin-like 9	Hs.546502	1251607	BX091725	1.16	0.16
HSI063G03	PNMA2	Paraneoplastic antigen MA2	Hs.521466	365078	BX109397	1.16	0.00
HSI112F06	CHM	Choroideremia (Rab escort protein 1)	Hs.496449	25004	BX119127	1.16	0.46
HSI013F05	MALT1	Mucosa associated lymphoid tissue lymphoma translocation gene 1	Hs.180566	31929	BX099162	1.16	0.00
HSI061A08	LMAN2	Lectin, mannose-binding 2	Hs.75864	341897	BX116020	1.16	0.42
HSI103C10	ILF3	Interleukin enhancer binding factor 3, 90kDa	Hs.465885	2187277	BX092700	1.16	0.00
HSI055E03	FILIP1	Filamin A interacting protein 1	Hs.526972	298236	BX109059	1.16	0.00
HSI026D11	BPGM	2,3-bisphosphoglycerate mutase	Hs.198365	151100	BX105040	1.16	0.00
HSI050G02	AGTPBP1	ATP/GTP binding protein 1	Hs.494321	277708	BX100991	1.16	0.43
HSI106G10	E2F7	E2F transcription factor 7	Hs.416375	2440911	BX099790	1.16	0.00
HSI088E09	ITGA9	Integrin, alpha 9	Hs.113157	1692944	BX099617	1.16	0.00
HSI013F09	EST	Transcribed locus	Hs.527484	32996	BX119131	1.15	0.00
HSI042H12	COVA1	Cytosolic ovarian carcinoma antigen 1	Hs.171458	229577	BX101647	1.15	0.90
HSI031C09	SART3	Squamous cell carcinoma antigen recognised by T cells 3	Hs.584842	47998	BX100733	1.15	0.00
HSI050F05	FBXO38	F-box protein 38	Hs.483772	277330	BX111759	1.15	0.00
HSI178C09	EST	Transcribed locus	Hs.22247	1854917	CR748601	1.15	0.00
HSI165G12	EST	Transcribed locus	Hs.341780	1601279	BX098599	1.15	0.00
HSI058E02	FGFR1OP2	FGFR1 oncogene partner 2	Hs.406184	323623	BX102114	1.15	0.00
HSI080B08	FUT4	Fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	Hs.390420	789291	BX099383	1.15	0.54
HSI085E05	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B	Hs.123016	1542757	BX117348	1.15	0.00
HSI125F04	NAPE-PLD	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	Hs.324271	134566	BX108317	1.15	0.18
HSI036H08	RNF34	Ring finger protein 34	Hs.292804	193603	BX114494	1.15	0.53
HSI134C10	EST	Transcribed locus	Hs.539444	52653	BX113196	1.15	0.00
HSI105G04	EST	Transcribed locus	Hs.396796	2288208	BX117944	1.15	0.00
HSI132B05	DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	Hs.104613	47658	BX105548	1.15	0.00
HSI143E11	MCMDC1	Minichromosome maintenance deficient domain containing 1	Hs.486315	220027	BX108374	1.15	0.00
HSI150B05	C14orf10	Chromosome 14 open reading frame 10	Hs.530712	266227	BX093231	1.15	0.00
HSI042H10	C8orf52	Chromosome 8 open reading frame 52	Hs.521693	231142	BX097460	1.15	0.09
HSI002E02	MRS2L	MRS2-like, magnesium homeostasis factor (S. cerevisiae)	Hs.533291	24750	BX114390	1.15	0.00
HSI106G02	KLF3	Kruppel-like factor 3 (basic)	Hs.298658	2443327	BX118635	1.15	0.00
HSI015G06	RP11-311P8.3	Hypothetical protein MGC23937 similar to CG4798	Hs.91612	39132	BX093730	1.15	0.00
HSI084G09	KCNMB3	Potassium large conductance calcium-activated channel, subfamily M beta member 3	Hs.553498	1466949	BX106308	1.15	0.00
HSI116A08	EST	Transcribed locus		121666		1.15	0.00
HSI079E06	PTHB1	Parathyroid hormone-responsive B1	Hs.372360	795153	BX101186	1.14	0.00
HSI038C02	OXSR1	Oxidative-stress responsive 1	Hs.475970	198690	BX102083	1.14	0.29
HSI135H05	EST	Transcribed locus	Hs.125720	191530	H37809	1.14	0.00
HSI089G11	EIF2C4	Eukaryotic translation initiation factor 2C, 4	Hs.471492	1736291	BX116707	1.14	0.00
HSI129G03	EST	Transcribed locus	Hs.213501	153740	BX093076	1.14	0.47
HSI085H10	CCL1	Chemokine (C-C motif) ligand 1	Hs.72918	1570420	BX093610	1.14	0.00
HSI017G06	UBR2	Ubiquitin protein ligase E3 component n-recognin 2	Hs.529925	40394	BX096655	1.14	0.00
HSI038F01	PGBD2	PiggyBac transposable element derived 2	Hs.433322	1667999	BX107498	1.14	0.51
HSI106C10	AD7C-NTP	Neuronal thread protein AD7c-NTP	Hs.129735	2290805	BX110762	1.14	0.00
HSI034D05	KIAA0523	KIAA0523 protein	Hs.370166	52552	BX101490	1.14	0.00
HSI106A09	EIF3S8	Eukaryotic translation initiation factor 3, subunit 8, 110kDa	Hs.567374	2290134	BX119838	1.14	0.00
HSI010C12	REV1L	REV1-like (yeast)	Hs.443077	130044	CR744766	1.14	0.00
HSI044B09	GNA12	Guanine nucleotide binding protein (G protein) alpha 12	Hs.487341	235008	BX119648	1.14	0.00
HSI072H07	SIGLEC7	Sialic acid binding Ig-like lectin 7	Hs.274470	743331	BX103266	1.13	0.20
HSI101F11	ECT2	Epithelial cell transforming sequence 2 oncogene	Hs.518299	1991785	BX106101	1.13	0.00
HSI106C03	SPAG4	Sperm associated antigen 4	Hs.123159	2294899	BX119611	1.13	0.00
HSI106G11	EST	Transcribed locus	Hs.557549	2446636	BX106510	1.13	0.00
HSI004F03	MLLT10	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	Hs.30385	112114	BX109927	1.13	0.00
HSI016H08	STXBP5	Syntaxin binding protein 5 (tomosyn)	Hs.93534	41478	BX097038	1.13	0.84
HSI143A11	LOC283666	Hypothetical protein LOC283666	Hs.37648	219949	BX106689	1.13	0.72
HSI145H11	EST	Transcribed locus	Hs.120938	239875	BX096048	1.13	0.00
HSI003D06	TMCC1	Transmembrane and coiled-coil domain family 1	Hs.477547	23192	BX114086	1.13	0.61
HSI154G03	RBM16	RNA binding motif protein 16	Hs.227602	291786	BX109369	1.13	0.87
HSI127D02	KIDINS220	Kinase D-interacting substance of 220 kDa	Hs.9873	143175	BX107274	1.13	0.43
HSI073A04	CCDC7	Chromosome 10 open reading frame 68	Hs.436242	742549	BX095330	1.12	0.00
HSI106H12	C12orf46	Chromosome 12 open reading frame 46	Hs.162143	2451443	BX096984	1.12	0.00
HSI176B06	ZNF720	Zinc finger protein 720	Hs.528826	1742968	BX103176	1.12	0.00
HSI065D04	LOC92691	Hypothetical protein BC008604	Hs.334916	418277	BX111245	1.12	0.00
HSI145C05	LHX4	LIM homeobox 4	Hs.496545	231330	BX093113	1.12	0.06
HSI147C04	SYNE1	Spectrin repeat containing, nuclear envelope 1	Hs.12967	245878	N52270	1.11	0.01
HSI051H02	FLJ21616	Hypothetical protein FLJ21616	Hs.563560	282900	BX107639	1.11	0.85
HSI137F05	EST	Transcribed locus	Hs.133261	199571	BX102812	1.11	0.00
HSI103G08	TFEC	Transcription factor EC	Hs.125962	2204411	BX104278	1.11	0.00
HSI102A09	STXBP5	Syntaxin binding protein 5 (tomosyn)	Hs.93534	2004705	CR746155	1.10	0.00
HSI175A10	EST	Transcribed locus	Hs.127486	1736026	BX096616	1.10	0.00
HSI102A08	VPS41	Vacuolar protein sorting 41 (yeast)	Hs.148721	2001233	BX115837	1.10	0.05
HSI026B08	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	Hs.425769	152942	BX096214	1.10	0.59
HSI076C05	TOX	Thymus high mobility group box protein TOX	Hs.491805	758298	BX108481	1.09	0.84
