ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_51_P501656	KDEL (Lys-Asp-Glu-Leu) containing 2	Kdelc2	NM_212445	Mm.260766	68304	ENSMUST00000037853	7.853	-0.673	1	0.003	0.123	Mus musculus KDEL (Lys-Asp-Glu-Leu) containing 2 (Kdelc2), mRNA [NM_212445]	chr9:53380073-53380132	-0.892	0.671	-0.717	0.413
A_51_P202074	RIKEN cDNA 2810406C15 gene	2810406C15Rik	NM_146171	Mm.257590	68298	ENSMUST00000043848	13.765	-0.672	1	0.003	0.173	Mus musculus RIKEN cDNA 2810406C15 gene (2810406C15Rik), mRNA [NM_146171]	chr6:125193965-125193911	-0.588	0.456	-0.91	0.735
A_51_P280785	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2	Plekha2	NM_031257	Mm.261122	83436	ENSMUST00000064883	8.965	-0.671	1	0.001	1.986	Mus musculus pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2 (Plekha2), mRNA [NM_031257]	chr8:23796607-23796548	-0.763	0.638	-0.767	0.515
A_52_P472098	quaking	Qk	AK012373	Mm.384135	19317		7.105	-0.671	1	0.001	1.724	Mus musculus 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2700044K04 product:quaking, full insert sequence. [AK012373]	chr17:9038587-9038646	-0.767	0.488	-0.76	0.667
A_52_P25599	cell division cycle 25 homolog C (S. cerevisiae)	Cdc25c	NM_009860	Mm.286602	12532	ENSMUST00000060710	8.091	-0.671	1	0.002	0.965	Mus musculus cell division cycle 25 homolog C (S. cerevisiae) (Cdc25c), mRNA [NM_009860]	chr18:35126711-35126652	-0.802	0.66	-0.775	0.448
A_51_P455897	RIKEN cDNA 6720460F02 gene	6720460F02Rik	NM_144526	Mm.33118	109212	ENSMUST00000021164	11.799	-0.67	0.592	0.001	2.934	Mus musculus RIKEN cDNA 6720460F02 gene (6720460F02Rik), mRNA [NM_144526]	chr11:72128585-72128644	-0.783	0.596	-0.655	0.646
A_52_P72575	zinc finger protein 606	Zfp606	NM_026112	Mm.98929	67370	ENSMUST00000098822	7.269	-0.67	0.879	0.001	2.488	Mus musculus zinc finger protein 606 (Zfp606), transcript variant 1, mRNA [NM_026112]	chr7:11120361-11120420	-0.725	0.525	-0.741	0.69
A_51_P147207	peroxiredoxin 2	Prdx2	NM_011563	Mm.347009	21672	ENSMUST00000005292	14.498	-0.67	1	0.001	1.334	Mus musculus peroxiredoxin 2 (Prdx2), mRNA [NM_011563]	chr8:83560279-83560338	-0.658	0.54	-0.875	0.605
A_51_P267278	solute carrier family 15 (H+/peptide transporter), member 2	Slc15a2	NM_021301	Mm.281804	57738	ENSMUST00000023616	7.531	-0.669	1	0.001	2.066	Mus musculus solute carrier family 15 (H+/peptide transporter), member 2 (Slc15a2), mRNA [NM_021301]	chr16:36458955-36458896	-0.655	0.665	-0.818	0.536
A_52_P284441			AK160317	Mm.344071	NA	ENSMUST00000100297	8.586	-0.668	1	0.002	1.141	Mus musculus 16 days embryo lung cDNA, RIKEN full-length enriched library, clone:8430407H02 product:hypothetical protein, full insert sequence. [AK160317]	chr11:108546410-108549496	-0.479	0.851	-0.654	0.69
A_52_P322301	RNA binding motif protein 35b	Rbm35b	NM_176838	Mm.183003	77411	ENSMUST00000036667	8.068	-0.666	1	0.002	0.93	Mus musculus RNA binding motif protein 35b (Rbm35b), mRNA [NM_176838]	chr8:104730105-104730046	-0.482	0.776	-0.821	0.583
A_51_P100856	fibronectin 1	Fn1	NM_010233	Mm.193099	14268	ENSMUST00000055226	12.048	-0.665	1	0.001	1.319	Mus musculus fibronectin 1 (Fn1), mRNA [NM_010233]	chr1:71834926-71832689	-0.841	0.492	-0.692	0.637
A_52_P391151	amiloride-sensitive cation channel 1, neuronal (degenerin)	Accn1	BC038551	Mm.234998	11418		7.23	-0.665	1	0.002	1.008	Mus musculus amiloride-sensitive cation channel 1, neuronal (degenerin), mRNA (cDNA clone IMAGE:5119213), complete cds. [BC038551]	chr11:81232922-81232863	-0.618	0.626	-0.89	0.526
A_52_P478394	deleted in lymphocytic leukemia, 7	Dleu7	NM_173419	Mm.127330	239133	ENSMUST00000063169	7.545	-0.664	0.493	0.001	3.139	Mus musculus deleted in lymphocytic leukemia, 7 (Dleu7), mRNA [NM_173419]	chr14:57144195-57144136	-0.619	0.594	-0.721	0.721
A_51_P355360	Janus kinase 3	Jak3	NM_010589	Mm.249645	16453	ENSMUST00000046935	8.415	-0.663	1	0.002	0.913	Mus musculus Janus kinase 3 (Jak3), mRNA [NM_010589]	chr8:70157730-70157789	-0.423	0.738	-0.741	0.75
A_52_P103377	heterogeneous nuclear ribonucleoprotein L-like	Hnrpll	BC071184	Mm.64579	72692		7.403	-0.662	1	0.002	0.966	Mus musculus heterogeneous nuclear ribonucleoprotein L-like, mRNA (cDNA clone IMAGE:30106888), complete cds. [BC071184]	chr17:78327900-78327841	-0.475	0.66	-0.86	0.654
A_52_P80806	synaptotagmin binding, cytoplasmic RNA interacting protein	Syncrip	AK164516	Mm.32874	56403		11.614	-0.662	1	0.002	0.94	Mus musculus 13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330020D08 product:synaptotagmin binding, cytoplasmic RNA interacting protein, full insert sequence [AK164516]	chr9:88550948-88550889	-0.866	0.651	-0.651	0.479
A_51_P252784	RIKEN cDNA 1500011H22 gene	1500011H22Rik	NM_026883	Mm.422712	68948	ENSMUST00000031419	12.373	-0.662	1	0.002	0.928	Mus musculus RIKEN cDNA 1500011H22 gene (1500011H22Rik), mRNA [NM_026883]	chr5:121598895-121598836	-0.443	0.715	-0.819	0.67
A_52_P303	BTB (POZ) domain containing 1	Btbd1	NM_146193	Mm.71103	83962	ENSMUST00000026093	10.903	-0.661	1	0.003	0.153	Mus musculus BTB (POZ) domain containing 1 (Btbd1), mRNA [NM_146193]	chr7:77674408-77674349	-0.482	0.926	-0.575	0.66
A_52_P676982	cDNA sequence BC023744	BC023744	BC023744		231668		8.367	-0.66	1	0.002	0.612	ENSMUST00000100834 [BC023744]	chr5:116584049-116584108	-0.842	0.7	-0.667	0.43
A_52_P847000	trophinin	Tro	NM_019548	Mm.3597	56191	ENSMUST00000087259	11.514	-0.66	1	0.002	0.463	Mus musculus trophinin (Tro), transcript variant 3, mRNA [NM_019548]	chrX:145404651-145404592	-0.692	0.404	-0.734	0.809
A_51_P375431	pleckstrin homology domain interacting protein	Phip	XM_358384	Mm.221688	83946		8.978	-0.659	1	0.001	2.108	PREDICTED: Mus musculus pleckstrin homology domain interacting protein, transcript variant 1 (Phip), mRNA [XM_358384]	chr9:82964641-82964582	-0.707	0.789	-0.545	0.594
A_52_P267451	stromal antigen 1	Stag1	NM_009282	Mm.42135	20842	ENSMUST00000041418	8.45	-0.659	1	0.002	1.004	Mus musculus stromal antigen 1 (Stag1), mRNA [NM_009282]	chr9:100600657-100600716	-0.841	0.721	-0.584	0.489
A_51_P279575	cell division cycle 25 homolog C (S. cerevisiae)	Cdc25c	NM_009860	Mm.286602	12532	ENSMUST00000060710	9.525	-0.658	0.399	0.001	3.378	Mus musculus cell division cycle 25 homolog C (S. cerevisiae) (Cdc25c), mRNA [NM_009860]	chr18:35120741-35119875	-0.645	0.692	-0.591	0.704
A_51_P232300	cDNA sequence BC066107	BC066107	NM_207245	Mm.26636	240066	ENSMUST00000077984	9.905	-0.658	1	0.002	1.093	Mus musculus cDNA sequence BC066107 (BC066107), mRNA [NM_207245]	chr17:31084314-31084255	-0.797	0.78	-0.53	0.526
A_51_P417179	Fgfr1 oncogene partner	Fgfr1op	NM_201230	Mm.227250	75296	ENSMUST00000024636	11.004	-0.657	0.401	0.001	3.371	Mus musculus Fgfr1 oncogene partner (Fgfr1op), mRNA [NM_201230]	chr17_random:1005880-1005939	-0.643	0.682	-0.711	0.592
A_51_P415607	FK506 binding protein 7	Fkbp7	NM_010222	Mm.24720	14231	ENSMUST00000002809	8.621	-0.657	0.517	0.001	3.086	Mus musculus FK506 binding protein 7 (Fkbp7), mRNA [NM_010222]	chr2:76515499-76515440	-0.646	0.751	-0.594	0.638
A_52_P190992	solute carrier family 38, member 1	Slc38a1	AK040250	Mm.103568	105727		7.673	-0.657	1	0.002	0.347	Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430080J11 product:unclassifiable, full insert sequence. [AK040250]	chr15:96640814-96640755	-0.772	0.833	-0.588	0.435
A_52_P502754	AMP deaminase 3	Ampd3	NM_009667	Mm.3238	11717	ENSMUST00000005829	7.545	-0.656	0.293	0	3.721	Mus musculus AMP deaminase 3 (Ampd3), mRNA [NM_009667]	chr7:106726737-106726796	-0.69	0.658	-0.634	0.644
A_51_P153765	carbonic anhydrase 13	Car13	NM_024495	Mm.158776	71934	ENSMUST00000029071	10.681	-0.656	1	0.001	1.885	Mus musculus carbonic anhydrase 13 (Car13), mRNA [NM_024495]	chr3:14664364-14664423	-0.669	0.795	-0.651	0.508
A_51_P202050	deltex 1 homolog (Drosophila)	Dtx1	NM_008052	Mm.1645	14357	ENSMUST00000031607	11.32	-0.655	1	0.003	0.241	Mus musculus deltex 1 homolog (Drosophila) (Dtx1), mRNA [NM_008052]	chr5:119914314-119914255	-0.423	0.67	-0.876	0.652
A_51_P163624			AK044029	Mm.393287	NA		7.016	-0.654	1	0.001	2.275	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830082A06 product:weakly similar to DOPAMINE RECEPTOR D4 (FRAGMENT) [Homo sapiens], full insert sequence. [AK044029]	chr15:81779864-81779923	-0.531	0.778	-0.651	0.654
A_52_P555664	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	B3gnt5	NM_054052	Mm.33935	108105	ENSMUST00000079780	8.867	-0.654	1	0.001	2.231	Mus musculus UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 (B3gnt5), mRNA [NM_054052]	chr16:19321757-19321816	-0.761	0.722	-0.552	0.582
A_51_P275233	zinc finger and BTB domain containing 4	Zbtb4	AK147212	Mm.33277	75580		8.103	-0.653	1	0.001	2.284	Mus musculus 16 days embryo whole body cDNA, RIKEN full-length enriched library, clone:M421004K18 product:KAISO-like zinc finger protein 1 homolog [Homo sapiens], full insert sequence. [AK147212]	chr11:69862705-69862764	-0.794	0.568	-0.648	0.599
A_51_P169693	bone marrow stromal cell antigen 2	Bst2	NM_198095	Mm.260325	69550	ENSMUST00000051672	12.576	-0.653	1	0.001	2.083	Mus musculus bone marrow stromal cell antigen 2 (Bst2), mRNA [NM_198095]	chr8:70001925-70001866	-0.519	0.683	-0.779	0.629
A_51_P112223	glutathione S-transferase, alpha 4	Gsta4	NM_010357	Mm.2662	14860	ENSMUST00000034903	12.276	-0.652	1	0.002	0.362	Mus musculus glutathione S-transferase, alpha 4 (Gsta4), mRNA [NM_010357]	chr9:78241323-78242428	-0.411	0.638	-0.731	0.827
A_52_P145033	nischarin	Nisch	BC003270	Mm.298728	64652		8.82	-0.651	0.434	0.001	3.282	Mus musculus nischarin, mRNA (cDNA clone IMAGE:3499127), complete cds. [BC003270]	chr14:28613545-28613486	-0.708	0.64	-0.583	0.674
A_51_P216605	high mobility group box transcription factor 1	Hbp1	NM_177993	Mm.390461	73389	ENSMUST00000019163	9	-0.651	0.72	0.001	2.714	Mus musculus high mobility group box transcription factor 1 (Hbp1), transcript variant 2, mRNA [NM_177993]	chr12:29768746-29768687	-0.651	0.752	-0.553	0.649
A_51_P485683	trafficking protein particle complex 6A	Trappc6a	NM_025960	Mm.44213	67091	ENSMUST00000002112	11.661	-0.651	1	0.002	0.961	Mus musculus trafficking protein particle complex 6A (Trappc6a), mRNA [NM_025960]	chr7:17198340-17198399	-0.439	0.663	-0.802	0.698
A_51_P117162	chromobox homolog 3 (Drosophila HP1 gamma)	Cbx3	NM_007624	Mm.371551	12417	ENSMUST00000081138	11.92	-0.648	1	0.001	1.702	Mus musculus chromobox homolog 3 (Drosophila HP1 gamma) (Cbx3), mRNA [NM_007624]	chr6:51438597-51441720	-0.826	0.626	-0.559	0.581
A_52_P531175	FK506 binding protein 3	Fkbp3	NM_013902	Mm.28480	30795	ENSMUST00000021332	14.663	-0.648	1	0.001	1.565	Mus musculus FK506 binding protein 3 (Fkbp3), mRNA [NM_013902]	chr12:63001759-63001700	-0.522	0.825	-0.621	0.624
A_52_P442585	general transcription factor II I	Gtf2i	NM_010365	Mm.261570	14886	ENSMUST00000059042	10.873	-0.648	1	0.002	1.021	Mus musculus general transcription factor II I (Gtf2i), mRNA [NM_010365]	chr5:133490063-133488745	-0.695	0.531	-0.526	0.838
A_52_P204864			AV323315	Mm.85388	NA		8.453	-0.648	1	0.002	0.397	AV323315 RIKEN full-length enriched, 11 days embryo head Mus musculus cDNA clone 6230408M08 3. [AV323315]	chr14:62532032-62531973	-0.687	0.565	-0.873	0.466
A_51_P139848	WW domain binding protein 5	Wbp5	NM_011712	Mm.512	22381	ENSMUST00000048687	14.139	-0.647	1	0.003	0.116	Mus musculus WW domain binding protein 5 (Wbp5), mRNA [NM_011712]	chrX:130965794-130965853	-0.876	0.602	-0.685	0.426
A_52_P344354	RIKEN cDNA 4930535B03 gene	4930535B03Rik	AK154692	Mm.196275	75137		7.331	-0.646	1	0.001	2.003	Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630103I02 product:Hypothetical serine-rich region containing protein homolog [Mus musculus], full insert sequence. [AK154692]	chr3:95647232-95647173	-0.726	0.692	-0.681	0.485
A_51_P308628	neurobeachin like 1	Nbeal1	XM_990954	Mm.205224	269198		9.944	-0.646	1	0.003	0.205	PREDICTED: Mus musculus neurobeachin like 1 (Nbeal1), mRNA [XM_990954]	chr1:60582544-60582603	-0.583	0.658	-0.455	0.89
A_51_P517381	longevity assurance homolog 2 (S. cerevisiae)	Lass2	NM_029789	Mm.181009	76893	ENSMUST00000015858	11.051	-0.645	0.691	0.001	2.759	Mus musculus longevity assurance homolog 2 (S. cerevisiae) (Lass2), mRNA [NM_029789]	chr3:95197190-95197249	-0.625	0.756	-0.616	0.582
A_52_P125350	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	Anp32e	NM_023210	Mm.218657	66471	ENSMUST00000015893	11.065	-0.645	1	0.002	0.996	Mus musculus acidic (leucine-rich) nuclear phosphoprotein 32 family, member E (Anp32e), mRNA [NM_023210]	chr3:95820250-95820309	-0.769	0.486	-0.775	0.549
A_52_P170339	neurofibromatosis 2	Nf2	BC005442	Mm.297109	18016		10.063	-0.644	1	0.001	1.911	Mus musculus neurofibromatosis 2, mRNA (cDNA clone MGC:6102 IMAGE:3496053), complete cds. [BC005442]	chr11:4718458-4718399	-0.513	0.591	-0.718	0.754
A_52_P309494	tetratricopeptide repeat domain 23	Ttc23	NM_025905	Mm.249356	67009	ENSMUST00000072071	7.194	-0.643	0.778	0.001	2.626	Mus musculus tetratricopeptide repeat domain 23 (Ttc23), mRNA [NM_025905]	chr7:63526082-63526141	-0.765	0.599	-0.608	0.6
A_51_P115159	RIKEN cDNA 2310056P07 gene	2310056P07Rik	NM_027342	Mm.212991	70186	ENSMUST00000004057	14.904	-0.643	1	0.003	0.308	Mus musculus RIKEN cDNA 2310056P07 gene (2310056P07Rik), mRNA [NM_027342]	chr16:35718216-35718157	-0.414	0.601	-0.816	0.74
A_52_P280425			BU530502	Mm.414514	NA		6.901	-0.642	0.5	0.001	3.124	AGENCOURT_10183257 NIH_MGC_143 Mus musculus cDNA clone IMAGE:6543985 5, mRNA sequence [BU530502]	chr12:50584735-50584794	-0.695	0.637	-0.673	0.565
A_52_P308875	apolipoprotein B editing complex 3	Apobec3	AK049998	Mm.323442	80287		7.767	-0.641	1	0.003	0.284	Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C630044A22 product:hypothetical protein, MGC:7002, full insert sequence. [AK049998]	chr15:79999783-79999842	-0.53	0.498	-0.888	0.648
A_51_P126987	neuron derived neurotrophic factor	Nenf	NM_025424	Mm.46444	66208	ENSMUST00000046770	12.237	-0.641	1	0.003	0.069	Mus musculus neuron derived neurotrophic factor (Nenf), mRNA [NM_025424]	chr1:190860372-190860313	-0.582	0.494	-0.914	0.574
A_52_P106739	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	Ddx46	NM_145975	Mm.202725	212880	ENSMUST00000091589	12.821	-0.639	0.418	0.001	3.325	Mus musculus DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 (Ddx46), mRNA [NM_145975]	chr13:54766964-54767023	-0.577	0.662	-0.645	0.672
A_51_P211131	Traf3 interacting protein 2	Traf3ip2	NM_134000	Mm.295265	103213	ENSMUST00000019987	8.694	-0.639	0.549	0.001	3.019	Mus musculus Traf3 interacting protein 2 (Traf3ip2), mRNA [NM_134000]	chr10:39421179-39425551	-0.581	0.692	-0.592	0.691
A_52_P497595	mirror-image polydactyly gene 1 homolog (human)	Mipol1	AK131842	Mm.268180	73490		9.354	-0.639	1	0.001	1.946	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810044O04 product:unclassifiable, full insert sequence. [AK131842]	chr12:55431949-55432008	-0.672	0.776	-0.533	0.575
A_51_P282630	protein kinase C and casein kinase substrate in neurons 3	Pacsin3	NM_030880	Mm.236650	80708	ENSMUST00000028694	11.292	-0.639	1	0.003	0.149	Mus musculus protein kinase C and casein kinase substrate in neurons 3 (Pacsin3), mRNA [NM_030880]	chr2:91115302-91115361	-0.389	0.775	-0.618	0.773
A_52_P668393	cysteine and histidine rich 1	Cyhr1	AK028994	Mm.247752	54151		7.514	-0.638	1	0.001	1.504	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732479H09 product:cysteine and histidine rich 1, full insert sequence. [AK028994]	chr15:76726335-76726276	-0.631	0.541	-0.817	0.562
A_51_P170285	apolipoprotein B editing complex 3	Apobec3	AK044394	Mm.284059	80287		8.85	-0.638	1	0.002	1.258	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930010L09 product:hypothetical protein, MGC:7002, full insert sequence. [AK044394]	chr15:79983239-79989623	-0.62	0.453	-0.739	0.739
A_51_P121455	DNA segment, Chr 11, ERATO Doi 333, expressed	D11Ertd333e	NM_026542	Mm.44226	68066	ENSMUST00000018821	9.858	-0.638	1	0.003	0.127	Mus musculus DNA segment, Chr 11, ERATO Doi 333, expressed (D11Ertd333e), mRNA [NM_026542]	chr11:102514747-102514075	-0.494	0.491	-0.87	0.697
A_52_P282494	nuclear factor I/B	Nfib	AK034793		18028		7.234	-0.636	1	0.002	0.442	Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430039I15 product:nuclear factor I/B, full insert sequence. [AK034793]	chr4:81900609-81900550	-0.758	0.763	-0.403	0.622
A_51_P433141	trophinin	Tro	NM_019548	Mm.3597	56191	ENSMUST00000087259	11.1	-0.634	1	0.001	1.32	Mus musculus trophinin (Tro), transcript variant 3, mRNA [NM_019548]	chrX:145404658-145404599	-0.686	0.464	-0.611	0.775
A_51_P317941	PERP, TP53 apoptosis effector	Perp	NM_022032	Mm.28209	64058	ENSMUST00000019998	11.014	-0.634	1	0.002	0.73	Mus musculus PERP, TP53 apoptosis effector (Perp), mRNA [NM_022032]	chr10:18579623-18579682	-0.722	0.495	-0.808	0.512
A_52_P165831	mutY homolog (E. coli)	Mutyh	NM_133250	Mm.180333	70603	ENSMUST00000084332	8.171	-0.633	1	0.002	0.41	Mus musculus mutY homolog (E. coli) (Mutyh), mRNA [NM_133250]	chr4:116192080-116192139	-0.802	0.402	-0.687	0.64
A_51_P512379	tissue inhibitor of metalloproteinase 1	Timp1	NM_011593	Mm.8245	21857		8.631	-0.632	1	0.003	0.306	Mus musculus tissue inhibitor of metalloproteinase 1 (Timp1), mRNA [NM_011593]	chrX:19305989-19306238	-0.426	0.718	-0.818	0.564
A_52_P19606	oxysterol binding protein-like 1A	Osbpl1a	NM_207530	Mm.259470	64291	ENSMUST00000074352	9.877	-0.631	1	0.002	0.619	Mus musculus oxysterol binding protein-like 1A (Osbpl1a), mRNA [NM_207530]	chr18:13112619-13112344	-0.619	0.614	-0.839	0.452
A_52_P74715			NAP019282-001		NA		8.84	-0.63	1	0.001	2.092		chr4:144204431-144204955	-0.559	0.754	-0.544	0.665
A_52_P48412	UEV and lactate/malate dehyrogenase domains	Uevld	AK018394	Mm.1999	54122		6.998	-0.63	1	0.003	0.023	Mus musculus 16 days embryo lung cDNA, RIKEN full-length enriched library, clone:8430408E05 product:unclassifiable, full insert sequence. [AK018394]	chr7:43133905-43133847	-0.372	0.748	-0.774	0.625
A_52_P549305	dynamin binding protein	Dnmbp	NM_028029	Mm.159024	71972	ENSMUST00000026209	8.111	-0.629	1	0.002	1.239	Mus musculus dynamin binding protein (Dnmbp), mRNA [NM_028029]	chr19:43742151-43742092	-0.601	0.493	-0.811	0.61
A_52_P240834	src homology 2 domain-containing transforming protein E	She	NM_172530	Mm.225	214547	ENSMUST00000050401	6.667	-0.629	1	0.002	1.092	Mus musculus src homology 2 domain-containing transforming protein E (She), mRNA [NM_172530]	chr3:89981923-89981982	-0.515	0.532	-0.816	0.654
A_52_P515168	RIKEN cDNA 4930535B03 gene	4930535B03Rik	XM_897320	Mm.196275	75137		6.866	-0.627	1	0.002	0.52	PREDICTED: Mus musculus RIKEN cDNA 4930535B03 gene, transcript variant 4 (4930535B03Rik), mRNA [XM_897320]	chr3:95660289-95660230	-0.393	0.726	-0.647	0.743
A_52_P387564			AK198605	Mm.391653	NA		13.771	-0.626	0.702	0.001	2.742	Mus musculus cDNA, clone:Y1G0128K09, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000034995, based on BLAT search. [AK198605]	chr10:90706460-90706401	-0.538	0.689	-0.609	0.668
A_52_P980244			AK083715		NA		7.244	-0.625	1	0.001	1.35	Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030070D03 product:unclassifiable, full insert sequence. [AK083715]	chrX:156608623-156608564	-0.643	0.449	-0.749	0.657
A_51_P366227	RIKEN cDNA 6030490I01 gene	6030490I01Rik	NM_177359	Mm.30675	240064	ENSMUST00000079404	8.277	-0.625	1	0.002	0.933	Mus musculus RIKEN cDNA 6030490I01 gene (6030490I01Rik), mRNA [NM_177359]	chr17:31020089-31020030	-0.608	0.513	-0.832	0.547
A_52_P671465			AK051363	Mm.254134	NA		8.81	-0.623	1	0.001	2.284	Mus musculus 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130040A05 product:unclassifiable, full insert sequence. [AK051363]	chr2:103639045-103638986	-0.587	0.66	-0.523	0.724
A_51_P166244	oxysterol binding protein-like 1A	Osbpl1a	BC057194	Mm.259470	64291	ENSMUST00000092051	12.989	-0.623	1	0.001	2.182	Mus musculus oxysterol binding protein-like 1A, mRNA (cDNA clone IMAGE:5151485), complete cds. [BC057194]	chr18:13105138-13105079	-0.695	0.669	-0.636	0.49
A_51_P320626	CD9 antigen	Cd9	AK038228	Mm.210676	12527		8.417	-0.622	1	0.001	1.414	Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130088F22 product:unclassifiable, full insert sequence [AK038228]	chr6:125498978-125498919	-0.532	0.681	-0.766	0.508
A_52_P582384	nuclear prelamin A recognition factor	Narf	NM_026272	Mm.291832	67608	ENSMUST00000000056	8.313	-0.622	1	0.002	0.995	Mus musculus nuclear prelamin A recognition factor (Narf), mRNA [NM_026272]	chr11:121363045-121363104	-0.775	0.624	-0.653	0.437
A_51_P456499	transmembrane 7 superfamily member 4	Tm7sf4	NM_029422	Mm.159563	75766	ENSMUST00000022913	7.253	-0.622	1	0.003	0.086	Mus musculus transmembrane 7 superfamily member 4 (Tm7sf4), mRNA [NM_029422]	chr15:39758941-39759000	-0.7	0.72	-0.356	0.712
A_51_P377789	mitogen activated protein kinase kinase kinase 12	Map3k12	NM_009582	Mm.172897	26404	ENSMUST00000023812	10.283	-0.621	1	0.002	0.956	Mus musculus mitogen activated protein kinase kinase kinase 12 (Map3k12), mRNA [NM_009582]	chr15:102485673-102485614	-0.448	0.731	-0.564	0.742
