Probe Set ID	Cluster Figure 1	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
223287_s_at	Luminal / ER	FOXP1	forkhead box P1	NM_001012505 /// NM_032682	3p14.1
244535_at	Luminal / ER	FOXP1	Forkhead box P1	NM_001012505 /// NM_032682	3p14.1
238712_at	Luminal / ER		Transcribed locus
214736_s_at	Luminal / ER	ADD1	adducin 1 (alpha)	NM_001119 /// NM_014189 /// NM_014190 /// NM_176801	4p16.3
208030_s_at	Luminal / ER	ADD1	adducin 1 (alpha) /// adducin 1 (alpha)	NM_001119 /// NM_014189 /// NM_014190 /// NM_176801	4p16.3
212914_at	Luminal / ER	CBX7	chromobox homolog 7	NM_175709	22q13.1
217844_at	Luminal / ER	CTDSP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	NM_021198 /// NM_182642	2q35
225629_s_at	Luminal / ER	ZBTB4	zinc finger and BTB domain containing 4	NM_020899	17p13.1
219440_at	Luminal / ER	RAI2	retinoic acid induced 2	NM_021785	Xp22
216264_s_at	Luminal / ER	LAMB2	laminin, beta 2 (laminin S)	NM_002292	3p21
211986_at	Luminal / ER	AHNAK	AHNAK nucleoprotein (desmoyokin)	NM_001620 /// NM_024060	11q12.2
200811_at	Luminal / ER	CIRBP	cold inducible RNA binding protein	NM_001280	19p13.3
200810_s_at	Luminal / ER	CIRBP	cold inducible RNA binding protein	NM_001280	19p13.3
208763_s_at	Luminal / ER	TSC22D3	TSC22 domain family 3	NM_001015881 /// NM_004089 /// NM_198057	Xq22.3
230142_s_at	Luminal / ER	CIRBP	cold inducible RNA binding protein	NM_001280	19p13.3
225191_at	Luminal / ER	CIRBP	cold inducible RNA binding protein	NM_001280	19p13.3
201967_at	Luminal / ER	RBM6	RNA binding motif protein 6	NM_005777	3p21.3
212266_s_at	Luminal / ER	SFRS5	splicing factor, arginine/serine-rich 5	NM_006925	14q24
203380_x_at	Luminal / ER	SFRS5	splicing factor, arginine/serine-rich 5	NM_006925	14q24
201591_s_at	Luminal / ER	NISCH	nischarin	NM_007184	3p21.1
201395_at	Luminal / ER	RBM5	RNA binding motif protein 5	NM_005778	3p21.3
201394_s_at	Luminal / ER	RBM5	RNA binding motif protein 5	NM_005778	3p21.3
213656_s_at	Luminal / ER	KNS2	kinesin 2 60/70kDa	NM_005552 /// NM_182923	14q32.3
212299_at	Luminal / ER	NEK9	NIMA (never in mitosis gene a)- related kinase 9	NM_033116	14q24.3
218920_at	Luminal / ER	FLJ10404	hypothetical protein FLJ10404	NM_019057	5q35.3
208718_at	Luminal / ER	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	NM_006386 /// NM_030881	22q13.1
40569_at	Luminal / ER	ZNF42	zinc finger protein 42 (myeloid-specific retinoic acid-responsive)	NM_003422 /// NM_198055	19q13.2-q13.4
233893_s_at	Luminal / ER	KIAA1530	KIAA1530 protein	NM_020894	4p16.3
228318_s_at	Luminal / ER	FLJ34443	hypothetical protein FLJ34443	NM_175918	4p16.3
217914_at	Luminal / ER	TPCN1	two pore segment channel 1	NM_017901	12q24.13
202808_at	Luminal / ER	C10orf26	chromosome 10 open reading frame 26	NM_017787	10q24.32
209696_at	Luminal / ER	FBP1	fructose-1,6-bisphosphatase 1	NM_000507	9q22.3
46323_at	Luminal / ER	CANT1	calcium activated nucleotidase 1	NM_138793	17q25.3
221732_at	Luminal / ER	CANT1	calcium activated nucleotidase 1	NM_138793	17q25.3
235141_at	Luminal / ER	MARVELD2	MARVEL domain containing 2	NM_144724	5q13.2
222445_at	Luminal / ER	SLC39A9	solute carrier family 39 (zinc transporter), member 9	NM_018375	14q24.1
217973_at	Luminal / ER	DCXR	dicarbonyl/L-xylulose reductase	NM_016286	17q25.3
212218_s_at	Luminal / ER	FASN	fatty acid synthase	NM_004104	17q25
225864_at	Luminal / ER	NSE2	breast cancer membrane protein 101	NM_174911	8q24.21
209510_at	Luminal / ER	RNF139	ring finger protein 139	NM_007218	8q24
226901_at	Luminal / ER	LOC284018	hypothetical protein LOC284018	NM_181655 /// NM_181656	17q24.2
202704_at	Luminal / ER	TOB1	transducer of ERBB2, 1	NM_005749	17q21
227629_at	Luminal / ER	PRLR	Prolactin receptor	NM_000949	5p14-p13
209681_at	Luminal / ER	SLC19A2	solute carrier family 19 (thiamine transporter), member 2	NM_006996	1q23.3
228302_x_at	Luminal / ER	CaMKIINalpha	calcium/calmodulin-dependent protein kinase II	NM_018584	1p36.12
218309_at	Luminal / ER	CaMKIINalpha	calcium/calmodulin-dependent protein kinase II	NM_018584	1p36.12
226863_at	Luminal / ER		Full-length cDNA clone CS0DJ001YJ05 of T cells (Jurkat cell line) Cot 10-normalized of Homo sapiens (human)
34408_at	Luminal / ER	RTN2	reticulon 2	NM_005619 /// NM_206900 /// NM_206901 /// NM_206902	19q13.32
227186_s_at	Luminal / ER	MRPL41	mitochondrial ribosomal protein L41	NM_032477	9q34.3
221689_s_at	Luminal / ER	DSCR5	Down syndrome critical region gene 5	NM_016430 /// NM_153681 /// NM_153682	21q22.2
208764_s_at	Luminal / ER	ATP5G2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 2	NM_001002031 /// NM_005176	12q13.13
202263_at	Luminal / ER	NQO3A2	NAD(P)H:quinone oxidoreductase type 3, polypeptide A2	NM_016243	1p36.13-q41
200663_at	Luminal / ER	CD63	CD63 antigen (melanoma 1 antigen)	NM_001780	12q12-q13
203227_s_at	Luminal / ER	SAS	sarcoma amplified sequence	NM_005981	12q13.3
203226_s_at	Luminal / ER	SAS	sarcoma amplified sequence	NM_005981	12q13.3
215399_s_at	Luminal / ER	OS-9	amplified in osteosarcoma	NM_006812	12q13
200714_x_at	Luminal / ER	OS-9	amplified in osteosarcoma	NM_006812	12q13
200932_s_at	Luminal / ER	DCTN2	dynactin 2 (p50)	NM_006400	12q13.2-q13.3
200804_at	Luminal / ER	TEGT	testis enhanced gene transcript (BAX inhibitor 1)	NM_003217	12q12-q13
217726_at	Luminal / ER	COPZ1	coatomer protein complex, subunit zeta 1	NM_016057	12q13.2-q13.3
201276_at	Luminal / ER	RAB5B	RAB5B, member RAS oncogene family	NM_002868	12q13
214334_x_at	Luminal / ER	DAZAP2 /// LOC401029	DAZ associated protein 2 /// similar to DAZ-associated protein 2 (Deleted in azoospermia-associated protein 2)	NM_014764 /// XM_376165	12q12 /// 2q33.1
200794_x_at	Luminal / ER	DAZAP2	DAZ associated protein 2	NM_014764	12q12
222386_s_at	Luminal / ER	COPZ1	coatomer protein complex, subunit zeta 1	NM_016057	12q13.2-q13.3
218556_at	Luminal / ER	ORMDL2	ORM1-like 2 (S. cerevisiae)	NM_014182	12q13.2
208872_s_at	Luminal / ER	C5orf18	chromosome 5 open reading frame 18	NM_005669	5q22-q23
212082_s_at	Luminal / ER	MYL6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	NM_021019 /// NM_079423 /// NM_079424 /// NM_079425	12q13.2
217756_x_at	Luminal / ER	SERF2	small EDRK-rich factor 2	NM_005770	15q15.3
224625_x_at	Luminal / ER	SERF2	small EDRK-rich factor 2	NM_005770	15q15.3
210183_x_at	Luminal / ER
200007_at	Luminal / ER	SRP14	signal recognition particle 14kDa (homologous Alu RNA binding protein) /// signal recognition particle 14kDa (homologous Alu RNA binding protein)	NM_003134	15q22
223892_s_at	Luminal / ER	CGI-119	CGI-119 protein	NM_016056	12q14.1-q15
222845_x_at	Luminal / ER	CGI-119	CGI-119 protein	NM_016056	12q14.1-q15
225003_at	Luminal / ER	UNQ501	MBC3205	XM_496288	19p13.2
225001_at	Luminal / ER	RAB3D	RAB3D, member RAS oncogene family	NM_004283	19p13.2
227625_s_at	Luminal / ER	STUB1	STIP1 homology and U-box containing protein 1	NM_005861	16p13.3
233049_x_at	Luminal / ER	STUB1	STIP1 homology and U-box containing protein 1	NM_005861	16p13.3
217934_x_at	Luminal / ER	STUB1	STIP1 homology and U-box containing protein 1	NM_005861	16p13.3
204862_s_at	Luminal / ER	NME3	non-metastatic cells 3, protein expressed in	NM_002513	16q13
223112_s_at	Luminal / ER	NDUFB10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa	NM_004548	16p13.3
200085_s_at	Luminal / ER	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) /// transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	NM_007108 /// NM_207013	16p12.3
204295_at	Luminal / ER	SURF1	surfeit 1	/// NM_003172	9q34.2
225346_at	Luminal / ER	LOC80298	transcription termination factor-like protein	NM_025198	12q24.1
212181_s_at	Luminal / ER	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	NM_019094 /// NM_199040	12q21
227279_at	Luminal / ER	TCEAL3	transcription elongation factor A (SII)-like 3	NM_001006933 /// NM_032926	Xq22.2
204045_at	Luminal / ER	TCEAL1	transcription elongation factor A (SII)-like 1	NM_001006639 /// NM_001006640 /// NM_004780	Xq22.1
202371_at	Luminal / ER	TCEAL4	transcription elongation factor A (SII)-like 4	NM_001006935 /// NM_001006936 /// NM_001006937 /// NM_024863	Xq22.2
201994_at	Luminal / ER	MORF4L2	mortality factor 4 like 2	NM_012286	Xq22
223895_s_at	Luminal / ER	EPN3	epsin 3	NM_017957	17q21.33
220318_at	Luminal / ER	EPN3	epsin 3	NM_017957	17q21.33
204284_at	Luminal / ER	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	NM_005398	10q23-q24
225092_at	Luminal / ER	RABEP1	rabaptin, RAB GTPase binding effector protein 1	NM_004703	17p13.2
225064_at	Luminal / ER	RABEP1	rabaptin, RAB GTPase binding effector protein 1	NM_004703	17p13.2
220173_at	Luminal / ER	C14orf45	chromosome 14 open reading frame 45	NM_025057	14q24.3
214440_at	Luminal / ER	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	NM_000662	8p23.1-p21.3
226248_s_at	Luminal / ER	KIAA1324	maba1	NM_020775	1p13.3
221874_at	Luminal / ER	KIAA1324	maba1	NM_020775	1p13.3
217979_at	Luminal / ER	TSPAN13	tetraspanin 13	NM_014399	7p21.1
228708_at	Luminal / ER	RAB27B	RAB27B, member RAS oncogene family	NM_004163	18q21.2
226302_at	Luminal / ER	ATP8B1	ATPase, Class I, type 8B, member 1	NM_005603	18q21-q22
231856_at	Luminal / ER	KIAA1244	KIAA1244	NM_020340	6q23.3
228051_at	Luminal / ER	LOC202451	hypothetical protein LOC202451		6q23.3
212444_at	Luminal / ER		CDNA clone IMAGE:6025865, partial cds
203108_at	Luminal / ER	GPCR5A	G protein-coupled receptor, family C, group 5, member A	NM_003979	12p13-p12.3
209008_x_at	Luminal / ER	KRT8	keratin 8 /// keratin 8	NM_002273	12q13
201596_x_at	Luminal / ER	KRT18	keratin 18	NM_000224 /// NM_199187	12q13
216381_x_at	Luminal / ER	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	NM_012067	1p35.1-p36.23
206469_x_at	Luminal / ER	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	NM_012067	1p35.1-p36.23
242979_at	Luminal / ER		Transcribed locus
204686_at	Luminal / ER	IRS1	insulin receptor substrate 1	NM_005544	2q36
238933_at	Luminal / ER
227929_at	Luminal / ER		Homo sapiens, clone IMAGE:5277945, mRNA
205336_at	Luminal / ER	PVALB	parvalbumin	NM_002854	22q12-q13.1|22q13.1
212508_at	Luminal / ER	MOAP1	modulator of apoptosis 1	NM_022151	14q32
216092_s_at	Luminal / ER	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	NM_012244 /// NM_182728	14q11.2
202752_x_at	Luminal / ER	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	NM_012244 /// NM_182728	14q11.2
221024_s_at	Luminal / ER	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10 /// solute carrier family 2 (facilitated glucose transporter), member 10	NM_030777	20q13.1
203789_s_at	Luminal / ER	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	NM_006379	7q21-q31
227522_at	Luminal / ER	LOC134147	similar to mouse 2310016A09Rik gene	NM_138809	5p15.2
203571_s_at	Luminal / ER	C10orf116	chromosome 10 open reading frame 116	NM_006829	10q23.2
225327_at	Luminal / ER	FLJ10980	hypothetical protein FLJ10980	NM_019600	15q21.2-q21.3
203513_at	Luminal / ER	FLJ21439	hypothetical protein FLJ21439	NM_025137	15q14
219734_at	Luminal / ER	SIDT1	SID1 transmembrane family, member 1	NM_017699	3q13.2
200670_at	Luminal / ER	XBP1	X-box binding protein 1	NM_005080	22q12.1|22q12
209460_at	Luminal / ER	ABAT	4-aminobutyrate aminotransferase	NM_000663 /// NM_020686	16p13.2
209459_s_at	Luminal / ER	ABAT	4-aminobutyrate aminotransferase	NM_000663 /// NM_020686	16p13.2
233112_at	Luminal / ER	C9orf150	Chromosome 9 open reading frame 150	NM_203403	9p23
227443_at	Luminal / ER	C9orf150	chromosome 9 open reading frame 150	NM_203403	9p23
241466_at	Luminal / ER	MTL5	Metallothionein-like 5, testis-specific (tesmin)	NM_004923	11q13.2-q13.3
219786_at	Luminal / ER	MTL5	metallothionein-like 5, testis-specific (tesmin)	NM_004923	11q13.2-q13.3
230748_at	Luminal / ER	SLC16A6 /// LOC440459	solute carrier family 16 (monocarboxylic acid transporters), member 6 /// similar to solute carrier family 16, member 6; monocarboxylate transporter 6	NM_004694 /// XM_496241	17q24.2
207038_at	Luminal / ER	SLC16A6	solute carrier family 16 (monocarboxylic acid transporters), member 6	NM_004694	17q24.2
230491_at	Luminal / ER		MRNA; cDNA DKFZp686J01116 (from clone DKFZp686J01116)
204365_s_at	Luminal / ER	C2orf23	chromosome 2 open reading frame 23	NM_022912	2p11.2
204364_s_at	Luminal / ER	C2orf23	chromosome 2 open reading frame 23	NM_022912	2p11.2
242590_at	Luminal / ER	RG9MTD3	RNA (guanine-9-) methyltransferase domain containing 3	NM_144964	9p13.2
224597_at	Luminal / ER	HCG11	HLA complex group 11		6p21
202636_at	Luminal / ER	RNF103	ring finger protein 103	NM_005667	2p11.2
225996_at	Luminal / ER		CDNA FLJ36725 fis, clone UTERU2012230
226816_s_at	Luminal / ER	KIAA1143	KIAA1143	NM_020696	3p21.31
225886_at	Luminal / ER	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	NM_004396	17q21
209068_at	Luminal / ER	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like	NM_005463 /// NM_031372	4q13-q21
224755_at	Luminal / ER	SMBP	SM-11044 binding protein	NM_020123	10q24.1
200685_at	Luminal / ER	SFRS11	splicing factor, arginine/serine-rich 11	NM_004768	1p31
235470_at	Luminal / ER	LSM8	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)	NM_016200	7q31.1-q31.3
222394_at	Luminal / ER	PDCD6IP	programmed cell death 6 interacting protein	NM_013374	3p23
212206_s_at	Luminal / ER	H2AFV	H2A histone family, member V	NM_012412 /// NM_138635 /// NM_201436 /// NM_201516 /// NM_201517	7p13
212205_at	Luminal / ER	H2AFV	H2A histone family, member V	NM_012412 /// NM_138635 /// NM_201436 /// NM_201516 /// NM_201517	7p13
225658_at	Luminal / ER	LOC339745	hypothetical protein LOC339745	NM_001001664	2q22.1
203566_s_at	Luminal / ER	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	NM_000028 /// NM_000642 /// NM_000643 /// NM_000644 /// NM_000645 /// NM_000646	1p21
213049_at	Luminal / ER	GARNL1	GTPase activating Rap/RanGAP domain-like 1	NM_014990 /// NM_194301	14q13.2
225460_at	Luminal / ER	SEC22L3	SEC22 vesicle trafficking protein-like 3 (S. cerevisiae)	NM_004206 /// NM_032970	3p22.1
213227_at	Luminal / ER	PGRMC2	progesterone receptor membrane component 2	NM_006320	4q26
201701_s_at	Luminal / ER	PGRMC2	progesterone receptor membrane component 2	NM_006320	4q26
226939_at	Luminal / ER	CPEB2	cytoplasmic polyadenylation element binding protein 2	NM_182485 /// NM_182646	4p15.33
227856_at	Luminal / ER	FLJ39370	hypothetical protein FLJ39370	NM_152400	4q25
208865_at	Luminal / ER	CSNK1A1	casein kinase 1, alpha 1	NM_001892	5q32
226742_at	Luminal / ER		Transcribed locus, moderately similar to XP_512541.1 similar to hypothetical protein [Pan troglodytes]
208873_s_at	Luminal / ER	C5orf18	chromosome 5 open reading frame 18	NM_005669	5q22-q23
200711_s_at	Luminal / ER	SKP1A	S-phase kinase-associated protein 1A (p19A)	NM_006930 /// NM_170679	5q31
207974_s_at	Luminal / ER	SKP1A	S-phase kinase-associated protein 1A (p19A)	NM_006930 /// NM_170679	5q31
200718_s_at	Luminal / ER	SKP1A	S-phase kinase-associated protein 1A (p19A)	NM_006930 /// NM_170679	5q31
222423_at	Luminal / ER	NDFIP1	Nedd4 family interacting protein 1	NM_030571	5q31.3
202334_s_at	Luminal / ER	UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	NM_003337	5q23-q31
226752_at	Luminal / ER	UNQ1912	HGS_RE408	NM_198507	5q21.1
217800_s_at	Luminal / ER	NDFIP1	Nedd4 family interacting protein 1	NM_030571	5q31.3
221471_at	Luminal / ER	TDE1	tumor differentially expressed 1	NM_006811 /// NM_198941	20q13.1-13.3
226805_at	Luminal / ER	C20orf142	chromosome 20 open reading frame 142	XM_371399	20q13.12
221472_at	Luminal / ER	TDE1	tumor differentially expressed 1	NM_006811 /// NM_198941	20q13.1-13.3
201734_at	Luminal / ER	CLCN3	Chloride channel 3	NM_001829 /// NM_173872	4q33
225391_at	Luminal / ER	LOC93622	hypothetical protein BC006130	NM_138699	4p16.1
228106_at	Luminal / ER	FLJ20280	hypothetical protein FLJ20280	NM_017741	4p15.32
227407_at	Luminal / ER	FLJ90013	hypothetical protein FLJ90013	NM_153365	4p15.32
212441_at	Luminal / ER	KIAA0232	KIAA0232 gene product	NM_014743	4p16.1
226091_s_at	Luminal / ER	MRFAP1	Mof4 family associated protein 1	NM_033296	4p16.1
212199_at	Luminal / ER	MRFAP1L1	Morf4 family associated protein 1-like 1	NM_152301 /// NM_203462	4p16.1
224876_at	Luminal / ER	FLJ37562	hypothetical protein FLJ37562	NM_152409	5q31.1
221751_at	Luminal / ER	PANK3	Pantothenate kinase 3	NM_024594	5q34
211110_s_at	Luminal / ER	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	NM_000044 /// NM_001011645	Xq11.2-q12
226197_at	Luminal / ER		Transcribed locus, strongly similar to XP_496055.1 similar to p40 [Homo sapiens]
226192_at	Luminal / ER		Transcribed locus, strongly similar to XP_496055.1 similar to p40 [Homo sapiens]
209114_at	Luminal / ER	TSPAN1	tetraspanin 1	NM_005727	1p34.1
212510_at	Luminal / ER	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	NM_015141	3p24.1
243806_at	Luminal / ER	SIAT8F	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	NM_001004470	10p12.33
215571_at	Luminal / ER		CDNA FLJ11433 fis, clone HEMBA1001121
238625_at	Luminal / ER	LOC199920	hypothetical protein LOC199920	NM_001004303	1p32.2
221275_s_at	Luminal / ER
229764_at	Luminal / ER	FLJ41238	FLJ41238 protein	NM_198485	3q28
205948_at	Luminal / ER	PTPRT	protein tyrosine phosphatase, receptor type, T	NM_007050 /// NM_133170	20q12-q13
230316_at	Luminal / ER	SEC14L2	SEC14-like 2 (S. cerevisiae)	NM_012429	22q12.2
204541_at	Luminal / ER	SEC14L2	SEC14-like 2 (S. cerevisiae)	NM_012429	22q12.2
236496_at	Luminal / ER
218195_at	Luminal / ER	C6orf211	chromosome 6 open reading frame 211	NM_024573	6q25.1
214079_at	Luminal / ER	DHRS2	dehydrogenase/reductase (SDR family) member 2	NM_005794 /// NM_182908	14q11.2
206463_s_at	Luminal / ER	DHRS2	dehydrogenase/reductase (SDR family) member 2	NM_005794 /// NM_182908	14q11.2
1562821_a_at	Luminal / ER		M41 mRNA, complete sequence; alternatively spliced
227758_at	Luminal / ER	RERG	RAS-like, estrogen-regulated, growth inhibitor	NM_032918	12p12.3
35666_at	Luminal / ER	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	NM_004186	3p21.3
232276_at	Luminal / ER	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	NM_153456	13q32.1
209470_s_at	Luminal / ER	GPM6A	glycoprotein M6A	NM_005277 /// NM_201591 /// NM_201592	4q34
209469_at	Luminal / ER	GPM6A	glycoprotein M6A	NM_005277 /// NM_201591 /// NM_201592	4q34
210297_s_at	Luminal / ER	MSMB	microseminoprotein, beta-	NM_002443 /// NM_138634	10q11.2
207430_s_at	Luminal / ER	MSMB	microseminoprotein, beta-	NM_002443 /// NM_138634	10q11.2
233059_at	Luminal / ER	KCNJ3	Potassium inwardly-rectifying channel, subfamily J, member 3	NM_002239	2q24.1
239638_at	Luminal / ER		CDNA FLJ33227 fis, clone ASTRO2001088
238615_at	Luminal / ER	SPFH2	SPFH domain family, member 2	NM_001003790 /// NM_001003791 /// NM_007175	8p11.2
219438_at	Luminal / ER	FLJ12650	hypothetical protein FLJ12650	NM_024522	1p35.2
1553622_a_at	Luminal / ER	FSIP1	fibrous sheath interacting protein 1	NM_152597	15q14
1560692_at	Luminal / ER	LOC285878	hypothetical protein LOC285878		7p11.2
1554530_at	Luminal / ER	MGC33530	hypothetical protein MGC33530	NM_182546	7p11.2
236308_at	Luminal / ER	LOC285878	hypothetical protein LOC285878		7p11.2
230117_at	Luminal / ER	LOC285878	hypothetical protein LOC285878		7p11.2
227644_at	Luminal / ER	RIMS4	regulating synaptic membrane exocytosis 4	NM_182970	20q13.12
240228_at	Luminal / ER	CSMD3	CUB and Sushi multiple domains 3	NM_052900 /// NM_198123 /// NM_198124	8q23.3
206401_s_at	Luminal / ER	MAPT	microtubule-associated protein tau	NM_005910 /// NM_016834 /// NM_016835 /// NM_016841	17q21.1
203928_x_at	Luminal / ER	MAPT	microtubule-associated protein tau	NM_005910 /// NM_016834 /// NM_016835 /// NM_016841	17q21.1
225379_at	Luminal / ER	MAPT	microtubule-associated protein tau	NM_005910 /// NM_016834 /// NM_016835 /// NM_016841	17q21.1
203929_s_at	Luminal / ER	MAPT	microtubule-associated protein tau	NM_005910 /// NM_016834 /// NM_016835 /// NM_016841	17q21.1
235049_at	Luminal / ER	ADCY1	adenylate cyclase 1 (brain)	NM_021116	7p13-p12
213245_at	Luminal / ER	ADCY1	adenylate cyclase 1 (brain)	NM_021116	7p13-p12
224516_s_at	Luminal / ER	CXXC5	CXXC finger 5 /// CXXC finger 5	NM_016463	5q31.2
233955_x_at	Luminal / ER	CXXC5	CXXC finger 5	NM_016463	5q31.2
222996_s_at	Luminal / ER	CXXC5	CXXC finger 5	NM_016463	5q31.2
232914_s_at	Luminal / ER	SYTL2	synaptotagmin-like 2	NM_032379 /// NM_032943 /// NM_206927 /// NM_206928 /// NM_206929 /// NM_206930	11q14
225496_s_at	Luminal / ER	SYTL2	synaptotagmin-like 2	NM_032379 /// NM_032943 /// NM_206927 /// NM_206928 /// NM_206929 /// NM_206930	11q14
