Chromosome	TCM score	Gene Symbol	Title	ProbeSet Affymetrix HG-U133A&B	Cytoband	Position (kb)
6	4.984	HLA-DOA	major histocompatibility complex, class II, DO alpha	226878_at	6p21.32	33018
6	3.941	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	211990_at	6p21.32	33079
6	3.965	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	244485_at	6p21.32	33102
6	4.157	RPS18	ribosomal protein S18	201049_s_at	6p21.32	33287
6	4.348	C6orf11	chromosome 6 open reading frame 11	209196_at	6p21.32	33293
6	4.266	TAPBP	TAP binding protein (tapasin)	208829_at	6p21.32	33314
6	5.647	DAXX	death-associated protein 6	201763_s_at	6p21.32	33333
6	6.418	C6orf82	chromosome 6 open reading frame 82	221488_s_at	6p21.32	33431
6	4.147	MGC23166	hypothetical protein MGC23166	226163_at	6p21.32	33471
6	6.158	C6orf125	chromosome 6 open reading frame 125 /// chromosome 6 open reading frame 125	224448_s_at	6p21.31	33712
6	3.726	LEMD2	LEM domain containing 2	224980_at	6p21.31	33786
6	4.952	HMGA1	high mobility group AT-hook 1	206074_s_at	6p21.31	34260
6	3.779	MGC57858	hypothetical protein MGC57858	226306_at	6p21.31	34261
6	4.7	NUDT3	nudix (nucleoside diphosphate linked moiety X)-type motif 3	221579_s_at	6p21.31	34303
6	3.517	RPS10	ribosomal protein S10	200095_x_at	6p21.31	34432
6	4.65	C6orf106	chromosome 6 open reading frame 106	217925_s_at	6p21.31	34601
6	3.504	MGC4614	hypothetical protein MGC4614	205457_at	6p21.31	34621
6	5.108	SNRPC	small nuclear ribonucleoprotein polypeptide C	201342_at	6p21.31	34782
6	3.57	C6orf107	chromosome 6 open reading frame 107	226135_at	6p21.31	34891
6	4.644	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	209358_at	6p21.31	34892
6	4.112	PPARD	peroxisome proliferative activated receptor, delta	37152_at	6p21.31	35442
6	4.198	FANCE	Fanconi anemia, complementation group E	220255_at	6p21.31	35481
6	4.397	SRPK1	SFRS protein kinase 1	202200_s_at	6p21.31	35847
6	4.126	MAPK14	mitogen-activated protein kinase 14	202530_at	6p21.31	36124
6	3.803	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	222500_at	6p21.2	36869
6	3.746	MTCH1	mitochondrial carrier homolog 1 (C. elegans)	221619_s_at	6p21.2	36982
6	3.702	FOXP4	forkhead box P4	227120_at	6p21.1	41614
6	4.384	USP49	ubiquitin specific protease 49	212872_s_at	6p21.1	41920
6	4.173	BYSL	bystin-like	203612_at	6p21.1	41947
6	4.914	CCND3	cyclin D3	201700_at	6p21.1	41949
6	3.403	TBN	taube nuss homolog (mouse)	229412_at	6p21.1	42066
6	4.169	MRPS10	mitochondrial ribosomal protein S10	224247_s_at	6p21.1	42223
6	5.101	C6orf133	chromosome 6 open reading frame 133	212760_at	6p21.1	42707
6	5.906	TBCC	tubulin-specific chaperone c	202495_at	6p21.1	42759
6	3.696	RPL7L1	ribosomal protein L7-like 1	225515_s_at	6p21.1	42902
6	3.767	PTCRA	pre T-cell antigen receptor alpha	211837_s_at	6p21.1	42937
6	4.108	TNRC5	trinucleotide repeat containing 5	228369_at	6p21.1	42950
6	3.952	PPP2R5D	protein phosphatase 2, regulatory subunit B (B56), delta isoform	202513_s_at	6p21.1	43026
6	5.711	MEA	male-enhanced antigen	218061_at	6p21.1	43026
6	4.113	KLHDC3	kelch domain containing 3	208784_s_at	6p21.1	43035
6	4.314	C6orf153	chromosome 6 open reading frame 153	225788_at	6p21.1	43043
6	4.41	KIAA0076	KIAA0076	36084_at	6p21.1	43052
6	3.641	KNSL8	kinesin-like 8	225596_at	6p21.1	43088
6	4.399	C6orf108	chromosome 6 open reading frame 108	39817_s_at	6p21.1	43240
6	4.002	ABCC10	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	213485_s_at	6p21.1	43464
6	4.427	TJP4	tight junction protein 4 (peripheral)	47608_at	6p21.1	43520
6	3.454	C6orf109	chromosome 6 open reading frame 109	216338_s_at	6p21.1	43526
6	4.01	POLR1C	polymerase (RNA) I polypeptide C, 30kDa	209317_at	6p21.1	43535
6	5.091	XPO5	exportin 5	223056_s_at	6p21.1	43537
6	4.445	MAD2L1BP	MAD2L1 binding protein	203094_at	6p21.1	43654
6	4.864	MRPS18A	mitochondrial ribosomal protein S18A	218385_at	6p21.1	43685
6	4.395	MRPL14	mitochondrial ribosomal protein L14	225201_s_at	6p21.1	44128
6	3.466	C6orf110	chromosome 6 open reading frame 110	225271_at	6p21.1	44169
6	3.519	C6orf67	chromosome 6 open reading frame 67	222391_at	6q14.1	75958
6	4.275	SUSP1	SUMO-1-specific protease	243768_at	6q14.1	76348
6	4.08	IRAK1BP1	interleukin-1 receptor-associated kinase 1 binding protein 1	213074_at	6q14.1	79641
6	4.053	PHIP	pleckstrin homology domain interacting protein	212542_s_at	6q14.1	79646
6	3.531	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2	225354_s_at	6q14.1	80408
6	3.763	ZNF292	zinc finger protein 292	212368_at	6q14.3	87966
6	3.408	RARSL	arginyl-tRNA synthetase-like	225264_at	6q15	88219
6	3.66	C6orf166	chromosome 6 open reading frame 166	227368_at	6q15	88403
6	3.833	CASP8AP2	CASP8 associated protein 2	222201_s_at	6q15	90579
6	5.146	KIAA0776	KIAA0776	212634_at	6q16.1	97046
6	4.743	C6orf66	chromosome 6 open reading frame 66	219006_at	6q16.1	97384
6	3.903	FBXL4	F-box and leucine-rich repeat protein 4	209943_at	6q16.1	99367
6	3.48	COQ3	coenzyme Q3 homolog, methyltransferase (yeast)	223515_s_at	6q16.2	99863
6	5.816	CCNC	cyclin C	201955_at	6q16.2	100035
6	4.916	HELIC1	helicase, ATP binding 1	212815_at	6q16.3	101002
6	4.583	HACE1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	227471_at	6q16.3	105221
6	5.414	PREP	prolyl endopeptidase	204117_at	6q21	105771
6	5.493	APG5L	APG5 autophagy 5-like (S. cerevisiae)	202511_s_at	6q21	106679
6	3.874	AIM1	absent in melanoma 1	212543_at	6q21	107063
6	3.589	RTN4IP1	reticulon 4 interacting protein 1 /// reticulon 4 interacting protein 1	224509_s_at	6q21	107076
6	3.618	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	218948_at	6q21	107160
6	4.468	C6orf203	chromosome 6 open reading frame 203	223576_at	6q21	107406
6	4.778	C6orf210	chromosome 6 open reading frame 210	219307_at	6q21	107519
6	4.215	SEC63	SEC63-like (S. cerevisiae)	235395_at	6q21	108236
6	4.476	OSTM1	osteopetrosis associated transmembrane protein 1	218196_at	6q21	108409
6	4.121	SNX3	sorting nexin 3	210648_x_at	6q21	108578
6	4.972	CD164	CD164 antigen, sialomucin	208405_s_at	6q21	109733
6	3.414	SMPD2	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)	205622_at	6q21	109809
6	4.069	ZNF450	zinc finger protein 450	205340_at	6q21	109829
6	3.489	KIAA0274	KIAA0274	203656_at	6q21	110158
6	3.656	WASF1	WAS protein family, member 1	204165_at	6q21	110466
6	4.472	CDC40	cell division cycle 40 homolog (yeast)	203376_at	6q21	110598
6	3.58	C6orf51	chromosome 6 open reading frame 51	225083_at	6q21	111327
6	4.086	BXDC1	brix domain containing 1	225866_at	6q21	111374
6	3.559	REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	238736_at	6q21	111847
6	3.64	TUBE1	tubulin, epsilon 1	226181_at	6q21	112437
6	3.524	MARCKS	myristoylated alanine-rich protein kinase C substrate	225897_at	6q21	114229
6	3.94	HDAC2	histone deacetylase 2	201833_at	6q21	114307
6	3.402	TSPYL4	TSPY-like 4	212928_at	6q22.1	116616
6	3.862	TSPYL	TSPY-like	221493_at	6q22.1	116643
6	4.024	RWDD1	RWD domain containing 1	219598_s_at	6q22.1	116957
6	3.447	C6orf61	chromosome 6 open reading frame 61	219673_at	6q22.31	119180
6	3.571	C6orf170	chromosome 6 open reading frame 170	232038_at	6q22.31	121381
6	3.642	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A	213624_at	6q22.31	123110
6	3.551	TPD52L1	tumor protein D52-like 1	203786_s_at	6q22.31	125564
6	4.056	NCOA7	nuclear receptor coactivator 7	225344_at	6q22.32	126232
6	4.154	RNF146	ring finger protein 146	223886_s_at	6q22.33	127589
6	4.137	ARHGAP18	Rho GTPase activating protein 18	225173_at	6q22.33	129907
6	4.36	L3MBTL3	l(3)mbt-like 3 (Drosophila)	229393_at	6q23.1	130442
6	3.437	KIAA1913	KIAA1913	234994_at	6q23.1	130744
6	3.738	BTF	Bcl-2-associated transcription factor	239897_at	6q23.3	136559
6	3.939	MAP7	microtubule-associated protein 7	202890_at	6q23.3	136644
6	4.247	IFNGR1	interferon gamma receptor 1	242903_at	6q23.3	137503
6	5.149	PERP	PERP, TP53 apoptosis effector	217744_s_at	6q23.3	138393
6	3.873	KIAA1244	KIAA1244	228051_at	6q24.1	138645
6	5.124	HEBP2	heme binding protein 2	203430_at	6q24.1	138707
6	4.307	KIAA1357	KIAA1357 protein	226490_at	6q24.1	138723
6	4.005	C6orf80	chromosome 6 open reading frame 80	209479_at	6q24.1	139094
6	4.703	REPS1	RALBP1 associated Eps domain containing 1	215201_at	6q24.1	139218
6	4.407	C6orf115	chromosome 6 open reading frame 115	223361_at	6q24.1	139344
6	5.578	HECA	headcase homolog (Drosophila)	218603_at	6q24.1	139481
6	4.354	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	209357_at	6q24.1	139674
6	4.294	C6orf55	chromosome 6 open reading frame 55	223022_s_at	6q24.2	142521
6	4.892	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	212641_at	6q24.2	143053
6	3.427	AIG1	androgen-induced 1	223136_at	6q24.2	143641
6	3.895	FUCA2	fucosidase, alpha-L- 2, plasma	223120_at	6q24.2	143797
6	3.885	C6orf93	chromosome 6 open reading frame 93	225748_at	6q24.2	144164
6	4.513	FBXO30	F-box protein 30	226541_at	6q24.3	146099
6	4.496	SHPRH	SNF2 histone linker PHD RING helicase	226366_at	6q24.3	146186
6	3.923	SASH1	SAM and SH3 domain containing 1	226022_at	6q25.1	148853
6	4.031	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	210284_s_at	6q25.1	149711
6	4.765	PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4	226472_at	6q25.1	149806
6	4.098	C6orf72	chromosome 6 open reading frame 72	225576_at	6q25.1	149881
6	4.195	KATNA1	katanin p60 (ATPase-containing) subunit A 1	205526_s_at	6q25.1	149896
6	4.24	LATS1	LATS, large tumor suppressor, homolog 1 (Drosophila)	227772_at	6q25.1	149959
6	3.841	NUP43	nucleoporin 43kDa	219007_at	6q25.1	150076
6	4.813	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	205202_at	6q25.1	150163
6	4.454	LRP11	low density lipoprotein receptor-related protein 11	225060_at	6q25.1	150170
6	3.645	ULBP2	UL16 binding protein 2	238542_at	6q25.1	150300
6	4.177	TULP4	tubby like protein 4	239742_at	6q25.3	158612
6	4.311	KIAA1423	KIAA1423	225127_at	6q25.3	158964
6	5.402	TCTEL1	t-complex-associated-testis-expressed 1-like 1	201999_s_at	6q25.3	158966
6	4.402	WTAP	Wilms tumor 1 associated protein	227621_at	6q25.3	160086
6	3.889	ACAT2	acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)	222010_at	6q25.3	160108
6	3.474	TCP1	t-complex 1	208778_s_at	6q25.3	160109
7	3.718	FLJ32205	hypothetical protein FLJ32205	226206_at	7p22.3	1326
7	4.509	MGC10911	hypothetical protein MGC10911	223363_at	7p22.3	1351
7	3.497	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	228231_at	7p22.3	2035
7	3.731	EIF3S9	eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa	236274_at	7p22.3	2150
7	3.737	TTYH3	tweety homolog 3 (Drosophila)	224674_at	7p22.3	2447
7	3.473	KIAA1856	KIAA1856 protein	226691_at	7p22.1	5090
7	4.04	MGC12966	hypothetical protein MGC12966 /// hypothetical protein MGC12966	224452_s_at	7p22.1	6113
7	4.08	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	208640_at	7p22.1	6187
7	3.444	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	200698_at	7p22.1	6245
7	4.445	ZNF325	zinc finger protein 325	226015_at	7p22.1	6472
7	4.071	FLJ20323	hypothetical protein FLJ20323	206860_s_at	7p21.3	7380
7	3.816	FLJ11273	hypothetical protein FLJ11273	226529_at	7p21.3	12020
7	3.696	HOXA5	homeo box A5	213844_at	7p15.2	26923
7	3.389	HOXA10	homeo box A10	213147_at	7p15.2	26953
7	3.53	DKFZp586I1420	hypothetical protein DKFZp586I1420	213546_at	7p15.1	30154
7	4.058	C7orf24	chromosome 7 open reading frame 24	239841_at	7p14.3	30285
7	3.381	FLJ22313	hypothetical protein FLJ22313	222751_at	7p14.2	35414
7	3.556	AOAH	acyloxyacyl hydrolase (neutrophil)	205639_at	7p14.2	36293
7	3.685	ELMO1	engulfment and cell motility 1 (ced-12 homolog, C. elegans)	204513_s_at	7p14.2	36635
7	3.507	SFRP4	secreted frizzled-related protein 4	204051_s_at	7p14.1	37687
7	3.972	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)	224880_at	7p14.1	39488
7	3.779	HNLF	putative NFkB activating protein HNLF	224676_at	7p13	44359
7	4.46	SEC61G	Sec61 gamma subunit	203484_at	7p11.2	54565
7	5.491	MRPS17	mitochondrial ribosomal protein S17	218982_s_at	7p11.2	55762
7	4.296	GBAS	glioblastoma amplified sequence	201816_s_at	7p11.2	55809
7	3.761	PSPH	phosphoserine phosphatase	205194_at	7p11.2	55820
7	4.94	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)	201326_at	7p11.2	55873
7	5.248	C7orf17	chromosome 7 open reading frame 17	217720_at	7p11.2	55911
7	3.526	FLJ90430	hypothetical protein FLJ90430	229533_x_at	7q11.21	63392
7	4.204	ZFD25	zinc finger protein (ZFD25)	205739_x_at	7q11.21	63582
7	3.498	MGC12518	similar to ZINC FINGER PROTEIN 257 (BONE MARROW ZINC FINGER 4) (BMZF-4)	243661_at	7q11.21	63795
7	3.563	WBSCR20C	Williams Beuren syndrome chromosome region 20C	213842_x_at	7q11.23	71830
7	4.254	WBSCR20A	Williams Beuren syndrome chromosome region 20A	213773_x_at	7q11.23	72129
7	3.904	WBSCR22	Williams Beuren syndrome chromosome region 22	207628_s_at	7q11.23	72519
7	3.657	WBSCR21	Williams Beuren syndrome chromosome region 21	221927_s_at	7q11.23	72562
7	3.934	CLDN4	claudin 4	201428_at	7q11.23	72658
7	3.651	GTF2IRD1	GTF2I repeat domain containing 1	218412_s_at	7q11.23	73417
7	4.823	NPD007	NPD007 protein	222995_s_at	7q11.23	75129
7	3.649	POR	P450 (cytochrome) oxidoreductase	208928_at	7q11.23	75227
7	3.661	TMPIT	transmembrane protein induced by tumor necrosis factor alpha	223482_at	7q11.23	75228
7	4.133	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	222985_at	7q11.23	75568
7	4.047	CROT	carnitine O-octanoyltransferase	204573_at	7q21.12	86640
7	3.711	STEAP	six transmembrane epithelial antigen of the prostate	205542_at	7q21.13	89402
7	3.911	STEAP2	six transmembrane epithelial antigen of prostate 2	225871_at	7q21.13	89478
7	3.616	FLJ21062	hypothetical protein FLJ21062	219455_at	7q21.13	89548
7	3.605	CLDN12	claudin 12	223249_at	7q21.13	89656
7	3.72	G10	maternal G10 transcript	205690_s_at	7q22.1	98620
7	3.396	CPSF4	cleavage and polyadenylation specific factor 4, 30kDa	206688_s_at	7q22.1	98665
7	4.021	ATP5J2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f, isoform 2	202961_s_at	7q22.1	98667
7	3.446	ZNF394	zinc finger protein 394	214714_at	7q22.1	98702
7	3.697	PILRB	paired immunoglobin-like type 2 receptor beta	225321_s_at	7q22.1	98923
7	3.642	ZNF38	zinc finger protein 38	223424_s_at	7q22.1	99273
7	3.464	MGC22793	hypothetical protein MGC22793	226434_at	7q22.1	99644
7	3.771	SVH	SVH protein	223328_at	7q22.1	102293
7	3.464	NAPE-PLD	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	233539_at	7q22.1	102327
7	3.502	ORC5L	origin recognition complex, subunit 5-like (yeast)	204957_at	7q22.1	103327
7	3.852	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	226100_at	7q22.3	104314
7	3.413	SRPK2	SFRS protein kinase 2	230091_at	7q22.3	104316
7	3.405	FLJ20485	hypothetical protein FLJ20485	218984_at	7q22.3	104657
7	3.907	SYPL	synaptophysin-like protein	201259_s_at	7q22.3	105292
7	3.606	BCAP29	B-cell receptor-associated protein 29	225674_at	7q22.3	106819
7	3.473	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	227187_at	7q31.1	106962
7	4.056	DLD	dihydrolipoamide dehydrogenase (E3 component of pyruvate dehydrogenase complex, 2-oxo-glutarate complex, branched chain keto acid dehydrogenase complex)	209095_at	7q31.1	107120
7	4.551	IPLA2 (GAMMA)	intracellular membrane-associated calcium-independent phospholipase A2 gamma	223982_s_at	7q31.1	107672
7	3.903	THAP5	THAP domain containing 5	227636_at	7q31.1	107763
7	3.387	FLJ31818	hypothetical protein FLJ31818	228149_at	7q31.1	112019
7	3.672	CAV2	caveolin 2	203323_at	7q31.2	115702
7	3.669	TNPO3	transportin 3	212318_at	7q32.1	128149
7	3.411	KIAA0265	KIAA0265 protein	209255_at	7q32.2	129327
7	3.697	LUC7L2	LUC7-like 2 (S. cerevisiae)	226758_at	7q34	138518
7	4.276	MKRN1	makorin, ring finger protein, 1	201285_at	7q34	139560
7	3.481	ZNF282	zinc finger protein 282	212892_at	7q36.1	148314
7	3.697	FLJ31413	hypothetical protein FLJ31413	225848_at	7q36.1	148561
7	3.679	hIAN6	human immune associated nucleotide 6	235306_at	7q36.1	149567
7	4.466	hIAN7	immune associated nucleotide	228071_at	7q36.1	149609
7	4.932	HIMAP4	immunity associated protein 4	219243_at	7q36.1	149662
7	4.492	hIAN2	human immune associated nucleotide 2	219777_at	7q36.1	149714
7	4.233	HIMAP2	immunity associated protein 2	232024_at	7q36.1	149781
7	4.763	IAN4L1	immune associated nucleotide 4 like 1 (mouse)	64064_at	7q36.1	149831
7	4.784	LR8	LR8 protein	220532_s_at	7q36.1	149880
7	4.534	HCA112	hepatocellular carcinoma-associated antigen 112	218345_at	7q36.1	149892
8	3.925	DKFZp761P0423	hypothetical protein DKFZp761P0423	235085_at	8p23.1	8212
8	3.947	PPP1R3B	protein phosphatase 1, regulatory (inhibitor) subunit 3B	222662_at	8p23.1	9031
8	4.147	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	202561_at	8p23.1	9676
8	3.9	MSRA	methionine sulfoxide reductase A	219281_at	8p23.1	10323
8	4.429	MTMR9	myotubularin related protein 9	204837_at	8p23.1	11218
8	3.422	FLJ23749	hypothetical protein FLJ23749	226038_at	8p23.1	12589
8	3.466	LOC286097	hypothetical protein LOC286097	238458_at	8p22	16990
8	3.695	CNOT7	CCR4-NOT transcription complex, subunit 7	225053_at	8p22	17097
8	4.236	FLJ32642	hepatocellular carcinoma related protein 1	228024_at	8p22	17165
8	4.507	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	225516_at	8p22	17437
8	4.978	MTSG1	mitochondrial tumor suppressor gene 1	212096_s_at	8p22	17511
8	4.372	PCM1	pericentriolar material 1	228905_at	8p22	17897
8	3.488	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	213902_at	8p22	17934
8	4.832	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	214440_at	8p22	18090
8	4.685	DKFZp761K1423	hypothetical protein DKFZp761K1423	218613_at	8p22	18395
8	4.034	EFA6R	ADP-ribosylation factor guanine nucleotide factor 6	203355_s_at	8p22	18398
8	3.863	SLC39A14	solute carrier family 39 (zinc transporter), member 14	212110_at	8p21.3	22301
8	3.755	PDLIM2	PDZ and LIM domain 2 (mystique)	227263_at	8p21.3	22483
8	3.485	BIN3	bridging integrator 3	207287_at	8p21.3	22519
8	4.645	RHOBTB2	Rho-related BTB domain containing 2	209441_at	8p21.2	22899
8	5.658	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	209295_at	8p21.2	22899
8	3.569	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	206222_at	8p21.2	22996
8	4.345	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	231775_at	8p21.2	23070
8	3.958	MGC29816	hypothetical protein MGC29816	212313_at	8p21.2	23140
8	3.552	LOC203069	hypothetical protein LOC203069	35156_at	8p21.2	23172
8	4.114	LYSAL1	lysosomal apyrase-like 1	204076_at	8p21.2	23308
8	3.542	MSCP	mitochondrial solute carrier protein	226179_at	8p21.2	23454
8	4.125	DOCK5	dedicator of cytokinesis 5	222721_at	8p21.2	25213
8	3.429	GNRH1	gonadotropin-releasing hormone 1 (leutinizing-releasing hormone)	235540_at	8p21.2	25303
8	3.77	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	221478_at	8p21.2	26292
8	4.043	TRIM35	tripartite motif-containing 35	227102_at	8p21.2	27165
8	4.363	EPHX2	epoxide hydrolase 2, cytoplasmic	209368_at	8p21.1	27416
8	4.217	CLU	clusterin (complement lysis inhibitor, SP-40,40, sulfated glycoprotein 2, testosterone-repressed prostate message 2, apolipoprotein J)	208791_at	8p21.1	27477
8	3.49	SCARA3	scavenger receptor class A, member 3	219416_at	8p21.1	27551
8	4.754	FLJ10853	hypothetical protein FLJ10853	222525_s_at	8p21.1	27614
8	4.408	ELP3	elongation protein 3 homolog (S. cerevisiae)	227075_at	8p21.1	28070
8	5.82	DKFZp434K1210	hypothetical protein DKFZp434K1210	218149_s_at	8p21.1	28225
8	3.99	PBF	papillomavirus regulatory factor PRF-1	232694_at	8p21.1	28229
8	5.625	FBXO16	F-box only protein 16	228427_at	8p21.1	28307
8	5.017	FZD3	frizzled homolog 3 (Drosophila)	219683_at	8p21.1	28442
8	6.18	FLJ10871	hypothetical protein FLJ10871	203941_at	8p21.1	28647
8	5.1	FLJ21616	hypothetical protein FLJ21616	219269_at	8p12	28930
8	5.351	KIF13B	kinesin family member 13B	202962_at	8p12	28946
8	4.188	DUSP4	dual specificity phosphatase 4	204014_at	8p12	29215
8	5.718	LEPROTL1	leptin receptor overlapping transcript-like 1	202594_at	8p12	30022
8	6.439	DCTN6	dynactin 6	203261_at	8p12	30095
8	5.066	RBPMS	RNA binding protein with multiple splicing	209487_at	8p12	30462
8	6.442	GTF2E2	general transcription factor IIE, polypeptide 2, beta 34kDa	202680_at	8p12	30493
8	4.129	GSR	glutathione reductase	225609_at	8p12	30593
8	5.105	D8S2298E	reproduction 8	215983_s_at	8p12	30681
8	5.202	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	201375_s_at	8p12	30700
8	3.611	WRN	Werner syndrome	205667_at	8p12	31088
8	4.053	FLJ23263	hypothetical protein FLJ23263	219124_at	8p12	33414
8	4.038	LOC84549	RNA binding protein /// RNA binding protein	211686_s_at	8p12	33415
8	4.683	FLJ14299	hypothetical protein FLJ14299	222760_at	8p12	37614
8	4.761	C8orf2	chromosome 8 open reading frame 2	238615_at	8p12	37660
8	6.696	PROSC	proline synthetase co-transcribed homolog (bacterial)	209384_at	8p12	37693
8	6.014	BRF2	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like	218955_at	8p12	37758
8	6.416	RCP	Rab coupling protein	225177_at	8p12	37773
8	6.624	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	209517_s_at	8p12	38013
