ProbeID	Gene Symbol	Gene Description	GenBank	GO	EntrezID	RefSeq	Cluster	p-value	log2(Moil_3h/DMSO)	log2(Moil_6h/DMSO)	log2(Moil_12h/DMSO)	log2(Moil_24h/DMSO)	log2(Moil_48h/DMSO)
scl42992.3.1_66-S	Acot2	acyl-CoA thioesterase 2	NM_134188	GO:0004759; GO:0005739; GO:0005739; GO:0006629; GO:0006637; GO:0016290; GO:0016291; GO:0016787	171210	NM_134188; NM_134188; NP_598949	3	0.043750595	-0.556427241	1.467779501	0.620786377	0.117255824	0.446503682
scl43245.1.1_35-S	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	NM_053122	GO:0004240; GO:0004244; GO:0005524; GO:0005739; GO:0005743; GO:0006508; GO:0006627; GO:0008104; GO:0008233; GO:0008236; GO:0015986; GO:0016020; GO:0016021; GO:0016469; GO:0016787; GO:0042720; GO:0046933; GO:0046961	93757	NM_053122; NM_053122; NP_444352	3	0.027188373	-0.103253912	0.348716829	-0.034645777	-0.028827241	0.168189607
scl44816.2.1_291-S	NA	NA	XM_484251	NA	NA	NA	3	0.021431117	-0.195388655	0.374953653	-0.028616277	0.208423963	-0.02663457
scl45358.4.1_87-S	NA	NA	XM_193767	NA	NA	NA	3	0.026056623	-0.504620665	-0.059941362	-0.041910418	-0.220322047	0.094485205
scl47734.11_199-S	Map3k7ip1	mitogen-activated protein kinase kinase kinase 7 interacting protein 1	NM_025609	GO:0000185; GO:0003824; GO:0005072; GO:0005515; GO:0008047	66513	NM_025609; NM_025609; NP_079885	3	0.009463288	-0.235881	0.226925808	0.04445315	-0.124612182	0.167318413
scl49986.4.421_6-S	Nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	NM_010909	GO:0003677; GO:0005634; GO:0006355	18038	XM_001000143; XM_001000143; XP_001000143; NM_010909; NP_035039	3	0.002735702	-0.529209114	0.393051873	-0.527805405	-0.02279287	0.408836118
scl51712.12.87_136-S	NA	NA	NA	NA	NA	NA	3	0.005093647	-1.236907183	1.698618743	0.365274392	-0.155235025	-0.704304592
scl53410.1.1_140-S	NA	NA	NA	NA	NA	NA	3	0.030029002	-0.178994935	0.740925198	0.270337836	-0.089494755	0.222084876
scl53502.10.11_22-S	Htatip	HIV-1 tat interactive protein, homolog (human)	NM_178637	GO:0000785; GO:0001558; GO:0003677; GO:0003682; GO:0003713; GO:0004402; GO:0005515; GO:0005634; GO:0005667; GO:0006333; GO:0006350; GO:0006355; GO:0008270; GO:0008415; GO:0016568; GO:0016740; GO:0045449; GO:0045944; GO:0046872	81601	NM_178637; NM_178637; NP_848752	3	0.035538388	-0.202969852	0.258776764	-0.264803135	0.074207816	0.156958124
scl54114.2_230-S	Rab39b	RAB39B, member RAS oncogene family	NM_175122	GO:0000166; GO:0005525; GO:0005622; GO:0006810; GO:0006886; GO:0007264; GO:0008565; GO:0015031; GO:0016020	67790	NM_175122; NM_175122; NP_780331	3	0.036726961	-1.239370211	0.19077286	0.068314483	-0.145761973	0.046306001
scl9658.1.1_21-S	C030039L03Rik	RIKEN cDNA C030039L03 gene	NM_198417	GO:0003676; GO:0005622; GO:0005634; GO:0006355; GO:0008270; GO:0046872	112415	NM_198417; NM_198417; NP_940809	3	0.035243687	-2.07301138	1.533225825	-2.373178205	-0.012898627	-0.010591209
9628654_7-S	NA	NA	NA	NA	NA	NA	4	0.032341075	-0.182306727	-0.363167158	0.155389894	-0.415252429	0.534032691
GI_31982555-S	Ifi205	interferon activated gene 205	NM_172648	NA	226695	XM_973074; XM_973074; XP_978168; NM_172648; NP_766236	4	0.0227497	-0.115559028	-0.201702802	-0.29296	-0.446428849	2.671334881
GI_38081649-S	B3galtl	beta 1,3-galactosyltransferase-like	XM_355669	GO:0005783; GO:0005975; GO:0006004; GO:0016020; GO:0016021; GO:0016740; GO:0016757	381694	XM_355669; XM_355669; XP_355669; NM_001081204; NP_001074673	4	0.027200138	-0.135745484	-0.371662763	-0.29011151	-0.024325916	0.805583222
GI_38086899-S	NA	NA	XM_195245	NA	NA	NA	4	0.037182327	-0.335451691	-0.288886629	0.291095009	-0.00874478	0.603092415
GI_6680118-S	Gsta2	glutathione S-transferase, alpha 2 (Yc2)	NM_008182	GO:0004364; GO:0008152; GO:0016740	14858	NM_008182; NM_008182; NP_032208	4	0.000681424	0.347499574	0.299478885	0.535358412	1.169568692	3.972692654
mtDNA_ND5-S	NA	NA	NA	NA	NA	NA	4	0.030833812	-0.065771399	-0.421559245	-0.253754432	-0.038833595	0.511535642
1864-S	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	AK076072	GO:0004721; GO:0004725; GO:0005515; GO:0006470; GO:0008286; GO:0016787	19255	NM_008977; NM_008977; NP_033003	4	0.000548568	0.328783955	0.019960321	0.690066276	0.475981589	3.935459748
954-S	4833427B12Rik	RIKEN cDNA 4833427B12 gene	AK028375	GO:0005634; GO:0006260	272551	NM_178856; NM_178856; NP_849187	4	0.029467632	-0.2481352	-0.047673828	0.133114769	-0.564542191	0.516349343
1659-S	Abcb8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	AK014688	GO:0000166; GO:0005524; GO:0006810; GO:0016020; GO:0016021; GO:0016887; GO:0042626	74610	NM_029020; NM_029020; NP_083296	4	0.02105044	-0.255072053	0.407418467	0.227421342	-0.114122914	0.824714589
3830-S	Clasp1	CLIP associating protein 1	AK031181	GO:0005488; GO:0005515; GO:0005856; GO:0005874; GO:0005881; GO:0007026; GO:0007049; GO:0007067; GO:0008017; GO:0051301	76707	XM_884205; XM_884205; XP_889298; XM_895382; XP_900475; XM_895411; XP_900504; XM_895420; XP_900513; XM_895430; XP_900523; XM_895458; XP_900551; XM_895476; XP_900569; XM_895505; XP_900598; XM_895516; XP_900609; XM_911556; XP_916649; XM_921996; XP_927089; XM	4	0.012229606	-0.024153673	-0.206339439	-0.129312994	-0.088372821	0.497586215
2325-S	AW544981	expressed sequence AW544981	AK079344	NA	213956	XM_972724; XM_972724; XP_977818; NM_145986; NP_666098	4	0.010958694	0.11114471	-0.016976941	0.028263932	-0.007833902	0.93113733
1934-S	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	AK047602	GO:0004842; GO:0005622; GO:0006512; GO:0016874	329152	NM_001001883; NM_001001883; NP_001001883; NM_172655; NP_766243	4	0.010369202	-0.394114909	-0.160933783	-0.315528095	0.518889528	0.38175021
scl000070.1_2-S	Aup1	ancient ubiquitous protein	NM_007517	GO:0008152; GO:0008415; GO:0016021	11993	NM_007517; NM_007517; NP_031543	4	0.038546353	-0.130557134	-0.231882915	0.086389105	-0.262797836	0.36923045
scl00009.1_36-S	Vti1b	vesicle transport through interaction with t-SNAREs 1B homolog	NM_016800	GO:0005515; GO:0005794; GO:0006810; GO:0006886; GO:0015031; GO:0016020; GO:0016021	53612	NM_016800; NM_016800; NP_058080	4	0.020983644	-0.132031458	0.160258161	-0.188209275	-0.083500466	0.242803115
scl0001044.1_79-S	Arl6ip5	ADP-ribosylation factor-like 6 interacting protein 5	NM_022992	GO:0005515; GO:0005783; GO:0015813; GO:0016020; GO:0016021	65106	NM_022992; NM_022992; NP_075368	4	7.41E-05	-0.292699991	-0.251049599	-0.18253667	-0.209211436	0.476396966
scl0001148.1_50-S	Ing4	inhibitor of growth family, member 4	NM_133345	GO:0003677; GO:0005515; GO:0005634; GO:0006355; GO:0006473; GO:0006915; GO:0007049; GO:0007050; GO:0008270; GO:0008285; GO:0045786; GO:0045892; GO:0045926; GO:0046872	28019	NM_133345; NM_133345; NP_579923	4	0.03053035	-0.180023812	-0.004091476	-0.29300652	-0.014659493	0.171759061
scl000125.1_16-S	Snrp70	U1 small nuclear ribonucleoprotein polypeptide A	NM_009224	GO:0000166; GO:0003676; GO:0003723; GO:0005515; GO:0005634; GO:0005681; GO:0030529	20637	NM_009224; NM_009224; NP_033250	4	0.042463171	-0.080670923	-0.071932987	-0.25974995	-0.022676126	0.564793716
scl0001255.1_2-S	2500002L14Rik	RIKEN cDNA 2500002L14 gene	NM_025607	GO:0005515; GO:0006512; GO:0008270; GO:0046872	66510	NM_025607; NM_025607; NP_079883	4	0.001145977	-0.451833495	-0.288869864	-0.113639418	-0.365893496	0.574185648
scl0001278.1_160-S	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	NM_028259	GO:0000166; GO:0003735; GO:0004672; GO:0004674; GO:0005524; GO:0005830; GO:0006468; GO:0007281; GO:0016301; GO:0016740; GO:0042254	72508	NM_028259; NM_028259; NP_082535	4	0.043692384	-0.616091543	0.064628026	-0.502108512	0.421526715	0.550655754
scl0001315.1_1-S	Wipi1	WD repeat domain, phosphoinositide interacting 1	NM_145940	GO:0006914	52639	NM_145940; NM_145940; NP_666052	4	0.049817649	-0.372648143	-0.016412157	-0.085840254	-0.267152869	0.704715953
scl0001402.1_96-S	Tnip1	TNFAIP3 interacting protein 1	NM_021327	GO:0005634; GO:0005737	57783	NM_021327; NM_021327; NP_067302	4	0.024362766	-0.141040081	-0.242097239	-0.76598329	-0.769071543	0.258541464
scl0001554.1_4-S	Tk1	thymidine kinase 1	NM_009387	GO:0000166; GO:0004797; GO:0005524; GO:0006260; GO:0016301; GO:0016740	21877	NM_009387; NM_009387; NP_033413	4	0.01579097	-0.214740017	-0.053824911	0.04407066	-0.258452401	0.498353032
scl0001628.1_55-S	Nubp2	nucleotide binding protein 2	NM_011956	GO:0000166; GO:0003674; GO:0005524	26426	NM_011956; NM_011956; NP_036086	4	0.032956349	-0.06117357	0.03820344	-0.176738016	-0.105129979	0.348132613
scl0001715.1_3-S	Bat1a	HLA-B-associated transcript 1A	NM_019693	GO:0000166; GO:0000398; GO:0003676; GO:0003723; GO:0004004; GO:0004386; GO:0005524; GO:0005634; GO:0005681; GO:0006397; GO:0006406; GO:0008026; GO:0008380; GO:0016787; GO:0016887; GO:0042802	53817	NM_019693; NM_019693; NP_062667	4	0.008139579	-0.168797712	-0.01343526	0.107429275	-0.106532439	0.298675156
scl0001751.1_15-S	Rnf8	ring finger protein 8	NM_021419	GO:0005515; GO:0005634; GO:0006512; GO:0007049; GO:0008270; GO:0016874; GO:0046872	58230	NM_021419; NM_021419; NP_067394	4	0.037402133	0.420004169	0.248409201	-0.165133062	-0.389724066	1.201594101
scl0001816.1_0-S	NA	NA	XM_147230	NA	NA	NA	4	0.017674776	-0.081884043	-0.242578489	0.090075145	-0.268311174	0.451022636
scl0001867.1_58-S	Sfrs10	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	NM_009186	GO:0000166; GO:0000398; GO:0003676; GO:0003723; GO:0005634; GO:0005634; GO:0006397; GO:0008380	20462	NM_009186; NM_009186; NP_033212	4	0.017243411	-0.169319127	0.050531836	0.083653027	-0.32679482	0.33631826
scl0001902.1_2-S	Cdc45l	cell division cycle 45 homolog (S. cerevisiae)-like	NM_009862	GO:0000074; GO:0005515; GO:0005634; GO:0006260; GO:0006270; GO:0007049; GO:0051301	12544	NM_009862; NM_009862; NP_033992	4	0.023419048	-0.123864906	-0.296764752	-0.078525041	-0.262940816	0.548265187
scl0002004.1_5-S	Ppa2	pyrophosphatase (inorganic) 2	NM_146141	GO:0000287; GO:0004427; GO:0005615; GO:0005737; GO:0005739; GO:0006796; GO:0008152; GO:0008318; GO:0016462; GO:0016787; GO:0018342; GO:0046872	74776	NM_146141; NM_146141; NP_666253	4	0.026240621	-0.355194948	-0.737351727	0.350603747	-0.136281266	3.054765333
scl0002069.1_48-S	Tpm3	tropomyosin 3, gamma	AF317223	GO:0003779; GO:0005856; GO:0005862; GO:0006937	59069	NM_022314; NM_022314; NP_071709	4	0.010402113	0.178172682	-0.099879733	-0.366098773	-0.315546619	1.892143209
scl0002272.1_96-S	Polr2d	polymerase (RNA) II (DNA directed) polypeptide D	NM_027002	GO:0003899; GO:0005634; GO:0006350; GO:0016740; GO:0016779	69241	NM_027002; NM_027002; NP_081278; NM_027101; NP_081377	4	0.018641347	-0.264772634	0.029064274	-0.250592819	-0.211794726	0.5444648
scl0002333.1_22-S	Spata7	spermatogenesis associated 7	NM_178914	NA	104871	NM_178914; NM_178914; NP_849245	4	0.044438883	-0.437925056	0.126313591	-0.705307226	0.002612538	0.611781671
scl0002381.1_12-S	Dhrs7	dehydrogenase/reductase (SDR family) member 7	NM_025522	GO:0008152; GO:0016491	66375	NM_025522; NM_025522; NP_079798	4	0.030950828	-0.114783633	0.045843656	0.160381057	-0.15027113	0.292256498
scl0002423.1_69-S	Gtse1	G two S phase expressed protein 1	NM_013882	GO:0005874	29870	NM_013882; NM_013882; NP_038910	4	0.042360369	-0.233167461	-0.414807236	-0.343438758	-0.363584186	1.071686832
scl0002486.1_42-S	Myg1	melanocyte proliferating gene 1	NM_021713	GO:0005615	60315	NM_021713; NM_021713; NP_068359	4	0.015764187	-0.280544581	0.086548895	-0.025123181	-0.309095452	0.269325829
scl0002535.1_10-S	Cenpm	centromere protein M	NM_025639	GO:0000775; GO:0005634; GO:0005694	66570	NM_001080158; NM_001080158; NP_001073627; NM_025639; NP_079915; NM_178269; NP_840000	4	0.040221571	-0.061440147	0.312001082	0.14169504	-0.221993916	1.108491604
scl0002596.1_12-S	Cyb5r3	cytochrome b5 reductase 3	NM_029787	GO:0004128; GO:0004128; GO:0005625; GO:0005743; GO:0005783; GO:0006118; GO:0006694; GO:0006695; GO:0008610; GO:0016020; GO:0016126; GO:0016491; GO:0050660; GO:0051287	109754	NM_029787; NM_029787; NP_084063	4	0.042750554	-0.314454525	-0.07979372	-0.120144445	-0.254370208	0.431376779
scl0002675.1_35-S	Nasp	nuclear autoantigenic sperm protein (histone-binding)	NM_016777	GO:0001824; GO:0005488; GO:0005515; GO:0005634; GO:0006260; GO:0006810; GO:0007049; GO:0008283; GO:0015031; GO:0042393; GO:0043486; GO:0051879	50927	NM_001081475; NM_001081475; NP_001074944; NM_016777; NP_058057	4	0.038347136	-0.052147786	0.102944687	0.050522831	-0.178436207	0.354230266
scl0002786.1_3-S	Capzb	capping protein (actin filament) muscle Z-line, beta	U10406	GO:0003779; GO:0005856; GO:0008290; GO:0030027; GO:0030030; GO:0030032; GO:0030036; GO:0051016	12345	NM_001037761; NM_001037761; NP_001032850; NM_009798; NP_033928	4	0.004977029	-0.268871971	0.008767311	0.01732528	-0.067007342	1.046018249
scl0002795.1_13-S	Zcchc17	zinc finger, CCHC domain containing 17	NM_153160	GO:0003676; GO:0003723; GO:0003723; GO:0005634; GO:0005730; GO:0005842; GO:0008270; GO:0030529; GO:0046872	619605	NM_153160; NM_153160; NP_694800	4	0.017692891	-0.309482344	0.23611695	0.068201603	-0.273758432	0.495256904
scl0002828.1_23-S	Ctps	cytidine 5-triphosphate synthase	NM_016748	GO:0003824; GO:0003883; GO:0006221; GO:0006241; GO:0006541; GO:0016874	51797	NM_016748; NM_016748; NP_058028	4	0.025237739	-0.000700098	-0.234423172	-0.245684447	-0.088236479	0.466290086
scl000287.1_1-S	Ap2s1	adaptor-related protein complex 2, sigma 1 subunit	NM_198613	GO:0003674; GO:0005905; GO:0006810; GO:0006886; GO:0008150; GO:0030122; GO:0030662	232910	NM_198613; NM_198613; NP_941015	4	0.048350651	-0.141803668	0.072835865	-0.206727322	-0.088943241	0.134222908
scl00029.1_14-S	NA	NA	XM_284281	NA	NA	NA	4	0.023046367	0.046838684	-0.134595215	0.091902369	-0.104163785	0.262255568
scl0002923.1_908-S	Mbtps2	membrane-bound transcription factor peptidase, site 2	NM_178266	GO:0003676; GO:0004222; GO:0005515; GO:0005622; GO:0006508; GO:0006629; GO:0008202; GO:0008203; GO:0008233; GO:0008237; GO:0008270; GO:0016020; GO:0016021; GO:0016787; GO:0046872	270669	XM_980086; XM_980086; XP_985180; NM_172307; NP_758511; NM_178266; NP_839997	4	0.030891592	-1.110108016	-0.445558576	0.716032476	-0.972995208	3.545347337
scl0003158.1_14-S	Ctsa	cathepsin A	NM_008906	GO:0004180; GO:0004185; GO:0004186; GO:0005515; GO:0005739; GO:0005764; GO:0006508; GO:0008233; GO:0016787	19025	NM_001038492; NM_001038492; NP_001033581; NM_008906; NP_032932	4	0.034808718	-0.594264677	-0.302704095	-0.02408019	-0.161181347	0.261260351
scl0003317.1_1-S	Zfp313	zinc finger protein 313	NM_030743	GO:0003676; GO:0005515; GO:0005622; GO:0007275; GO:0007283; GO:0008270; GO:0030154; GO:0046872	81018	NM_030743; NM_030743; NP_109668	4	0.027781553	-0.078375086	0.02512396	-0.321267858	-0.433884428	0.404564102
scl000333.1_26-S	Tsc22d1	TSC22 domain family, member 1	NM_009366	GO:0003700; GO:0005634; GO:0006350; GO:0006355	21807	NM_009366; NM_009366; NP_033392; NM_207652; NP_997535	4	0.02007597	-0.289811738	-0.051938916	0.142731345	-0.401255659	0.341583374
scl0003356.1_0-S	Mrps5	mitochondrial ribosomal protein S5	NM_029963	GO:0003723; GO:0003735; GO:0005622; GO:0005739; GO:0005840; GO:0006412; GO:0030529	77721	NM_029963; NM_029963; NP_084239	4	0.038241717	-0.101468178	-0.148403275	-0.048966699	-0.084616592	0.381447472
scl0003450.1_9-S	Cmtm7	CKLF-like MARVEL transmembrane domain containing 7	NM_133978	GO:0005125; GO:0005615; GO:0006935; GO:0016020; GO:0016021	102545	NM_133978; NM_133978; NP_598739	4	0.004759451	-0.118189811	0.027609088	-0.23029395	-0.124161415	0.359016052
scl0003537.1_10-S	Pcolce2	procollagen C-endopeptidase enhancer 2	NM_029620	GO:0005615; GO:0008201	76477	NM_029620; NM_029620; NP_083896	4	0.011343914	-0.204621003	-0.003828237	-0.267421452	0.040621856	0.550632809
scl0003562.1_115-S	Mrpl3	mitochondrial ribosomal protein L3	NM_053159	GO:0003674; GO:0003735; GO:0005615; GO:0005622; GO:0005739; GO:0005762; GO:0005840; GO:0006412; GO:0030529	94062	NM_053159; NM_053159; NP_444389	4	0.037106681	-0.151346285	-0.054277245	0.108355568	-0.340732333	0.355652369
scl0003612.1_5-S	Wrnip1	Werner helicase interacting protein 1	NM_030215	GO:0000166; GO:0000731; GO:0003677; GO:0005515; GO:0005515; GO:0005524; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006974; GO:0016787; GO:0016887; GO:0017111; GO:0030174	78903	NM_030215; NM_030215; NP_084491	4	0.031176723	0.069978238	-0.145416301	-0.103926906	-0.198889241	0.448040474
scl000389.1_0-S	Ebpl	emopamil binding protein-like	NM_026598	GO:0005783; GO:0016020; GO:0016021; GO:0016125; GO:0047750	68177	NM_026598; NM_026598; NP_080874	4	0.012433788	-0.277879094	-0.294188056	0.133214456	-0.2094796	0.491351979
scl0003948.1_98-S	Ap1s1	adaptor protein complex AP-1, sigma 1	NM_007457	GO:0005515; GO:0005802; GO:0005905; GO:0006810; GO:0006886; GO:0006897; GO:0006898; GO:0008565; GO:0015031; GO:0016192; GO:0030121; GO:0030121; GO:0030125; GO:0030662	11769	NM_007457; NM_007457; NP_031483	4	0.049415587	-0.020336834	-0.109079845	-0.184717288	-0.191370249	0.308069955
scl0003953.1_5-S	Eif2b1	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	NM_145371	GO:0003743; GO:0003743; GO:0005085; GO:0005515; GO:0005515; GO:0005525; GO:0005624; GO:0005737; GO:0005851; GO:0005851; GO:0005886; GO:0006412; GO:0006413; GO:0006413; GO:0014003; GO:0044237; GO:0051716	209354	NM_145371; NM_145371; NP_663346	4	0.011855303	-0.080075959	0.019626944	-0.003595962	-0.2554169	0.30318793
scl0003991.1_0-S	Nsun5	NOL1/NOP2/Sun domain family, member 5	NM_145414	GO:0008168; GO:0016740	100609	NM_145414; NM_145414; NP_663389	4	0.046630944	-0.113087975	-0.125692429	0.339557378	-0.279761678	0.667774674
scl0004070.1_2-S	Tbc1d14	TBC1 domain family, member 14	NM_133910	GO:0005096	100855	XM_993700; XM_993700; XP_998794; XM_993717; XP_998811; XM_993732; XP_998826; XM_993758; XP_998852; XM_993779; XP_998873; XM_993800; XP_998894; XM_993814; XP_998908; XM_993829; XP_998923; XM_993850; XP_998944; NM_133910; NP_598671	4	0.01857265	-0.289748176	0.375160252	0.204623717	0.012703479	1.053048526
scl0004125.1_0-S	Tyms	thymidylate synthase	NM_021288	GO:0004799; GO:0006231; GO:0008168; GO:0009165; GO:0016740	22171	NM_021288; NM_021288; NP_067263	4	0.021371751	-0.200871863	0.152974713	-0.005335636	-0.27420183	0.327613581
scl000658.1_20-S	2400003C14Rik	RIKEN cDNA 2400003C14 gene	NM_028018	GO:0005515; GO:0005793	71955	NM_028018; NM_028018; NP_082294	4	0.00815253	-0.308005382	-0.319243697	-0.538217135	-0.416350087	0.570193898
scl000665.1_6-S	Afg3l1	AFG3(ATPase family gene 3)-like 1 (yeast)	NM_054070	GO:0000166; GO:0004222; GO:0004222; GO:0005524; GO:0005739; GO:0006508; GO:0008150; GO:0008233; GO:0008237; GO:0008270; GO:0016020; GO:0016021; GO:0016787; GO:0017111; GO:0030163; GO:0046872	114896	NM_054070; NM_054070; NP_473411	4	0.0475791	-0.743073817	-0.309466914	-0.278558592	0.035794119	0.663986781
scl00072.1_32-S	Rab6	RAB6, member RAS oncogene family	NM_024287	GO:0000166; GO:0005515; GO:0005525; GO:0005622; GO:0005794; GO:0005794; GO:0006810; GO:0006886; GO:0006888; GO:0007264; GO:0015031; GO:0016020	19346	NM_024287; NM_024287; NP_077249	4	0.047370086	-0.107360292	0.013751333	-0.125802388	-0.187315577	0.360718087
scl000779.1_49-S	Lancl1	LanC (bacterial lantibiotic synthetase component C)-like 1	NM_021295	GO:0004930; GO:0005887; GO:0007186; GO:0050750; GO:0050750	14768	NM_021295; NM_021295; NP_067270	4	0.031104533	-0.256281947	-0.092863383	-0.236792411	0.02300497	0.295440086
scl000794.1_5-S	Tsn	translin	NM_011650	GO:0003677; GO:0003723; GO:0005515; GO:0005634; GO:0005737; GO:0005737	22099	NM_011650; NM_011650; NP_035780	4	0.026824588	-0.169838777	0.151553605	-0.196507761	-0.006224021	0.210069664
scl000796.1_112-S	Atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	NM_026195	GO:0003824; GO:0003937; GO:0004643; GO:0006164; GO:0016740; GO:0016787	108147	XM_987290; XM_987290; XP_992384; XM_987315; XP_992409; XM_987353; XP_992447; XM_987390; XP_992484; NM_026195; NP_080471	4	0.047985384	-0.172143561	-0.187918219	-0.360080822	-0.15412328	0.17065581
scl000834.1_39-S	Mcm6	minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)	NM_008567	GO:0000166; GO:0003677; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0006260; GO:0006268; GO:0006270; GO:0006350; GO:0006355; GO:0007049; GO:0008094; GO:0042802	17219	NM_008567; NM_008567; NP_032593	4	0.005789055	-0.367940402	-0.509113945	0.096467524	-0.412865617	0.992645179
scl000923.1_16-S	Insig2	insulin induced gene 2	NM_178082	GO:0005515; GO:0006991	72999	NM_133748; NM_133748; NP_598509; NM_178082; NP_835183	4	0.02024696	-0.103090772	0.053283661	0.112920216	-0.024723468	0.268276387
scl000932.1_92-S	Bpnt1	bisphosphate 3-nucleotidase 1	NM_011794	GO:0000287; GO:0003700; GO:0004437; GO:0005622; GO:0006355; GO:0008441; GO:0016787; GO:0031403; GO:0046872	23827	XM_979135; XM_979135; XP_984229; NM_011794; NP_035924	4	0.000223058	-0.039436928	-0.127195372	-0.067986288	-0.241797972	0.60578757
scl000965.1_10-S	Lypla1	lysophospholipase 1	NM_008866	GO:0003824; GO:0005739; GO:0006629; GO:0006631; GO:0016787	18777	NM_008866; NM_008866; NP_032892	4	0.020421389	-0.322500687	-0.219191299	0.137671956	0.037166933	0.453149536
