in_house ID	RefSeq ID	annotation
GS7089	NM_006827	Homo sapiens transmembrane trafficking protein (TMP21), mRNA.
GS10744	NM_006625	Homo sapiens FUS interacting protein (serine-arginine rich) 1(FUSIP1), transcript variant 1, mRNA.
GS12856	NA	NA
GS598	NM_033022	Homo sapiens ribosomal protein S24 (RPS24), transcript variant 1,mRNA.
GS15258	NM_032813	Homo sapiens hypothetical protein FLJ14624 (FLJ14624), mRNA.
GS7755	NM_025126	Homo sapiens ring finger protein 34 (RNF34), mRNA.
LT40	AB013382	DUSP6
GS15525	NM_016333	Homo sapiens serine/arginine repetitive matrix 2 (SRRM2), mRNA.
GS2253	NM_007046	Homo sapiens elastin microfibril interface located protein (EMILIN),mRNA.
GS3731	NM_014008	Homo sapiens JM1 protein (JM1), mRNA.
GS15149	NM_000146	Homo sapiens ferritin, light polypeptide (FTL), mRNA.
GS347	NA	NA
GS4809	NA	NA
GS2619	NM_015153	Homo sapiens PHD finger protein 3 (PHF3), mRNA.
GS4758	NM_006633	Homo sapiens IQ motif containing GTPase activating protein 2(IQGAP2), mRNA.
GS459	NA	NA
GS1330	NA	NA
GS4891	NM_019096	Homo sapiens GTP binding protein 2 (GTPBP2), mRNA.
GS4736	NM_001537	Homo sapiens heat shock factor binding protein 1 (HSBP1), mRNA.
GS9754	NM_001415	Homo sapiens eukaryotic translation initiation factor 2, subunit 3gamma, 52kDa (EIF2S3), mRNA.
GS8417	NM_021183	Homo sapiens hypothetical protein similar to small G proteins,especially RAP-2A (LOC57826), mRNA.
GS2406	NM_032231	Homo sapiens hypothetical protein FLJ22875 (FLJ22875), mRNA.
GS5037	NA	NA
GS3963	NA	NA
GS12141	NM_003286	Homo sapiens topoisomerase (DNA) I (TOP1), mRNA.
GS373	NM_033022	Homo sapiens ribosomal protein S24 (RPS24), transcript variant 1,mRNA.
GS15409	NM_002137	Homo sapiens heterogeneous nuclear ribonucleoprotein A2/B1(HNRPA2B1), transcript variant A2, mRNA.
GS15311	NA	NA
GS3518	NM_002696	Homo sapiens polymerase (RNA) II (DNA directed) polypeptide G(POLR2G), mRNA.
GS15008	NM_005308	Homo sapiens G protein-coupled receptor kinase 5 (GPRK5), mRNA.
GS1753	NA	NA
GS3116	NM_002083	Homo sapiens glutathione peroxidase 2 (gastrointestinal) (GPX2),mRNA.
GS2551	NM_014160	Homo sapiens HSPC070 protein (HSPC070), mRNA.
GS15317	NM_000932	Homo sapiens phospholipase C, beta 3 (phosphatidylinositol-specific)(PLCB3), mRNA.
GS2887	NA	NA
GS15112	NM_014739	Homo sapiens KIAA0164 gene product (KIAA0164), mRNA.
GS4704	NM_022362	Homo sapiens MMS19-like (MET18 homolog, S. cerevisiae) (MMS19L),mRNA.
GS1966	NA	NA
GS3193	NM_032264	Homo sapiens hypothetical protein DKFZp434D177 (DKFZp434D177), mRNA.
GS2074	NA	NA
GS14732	NM_007260	Homo sapiens lysophospholipase II (LYPLA2), mRNA.
GS15268	NM_004896	Homo sapiens vacuolar protein sorting 26 (yeast) (VPS26), mRNA.
GS15792	NM_153339	Homo sapiens hypothetical protein FLJ90811 (FLJ90811), mRNA.
GS14698	NM_013951	Homo sapiens paired box gene 8 (PAX8), transcript variant PAX8B,mRNA.
GS4004	NM_018285	Homo sapiens chromosome 15 open reading frame 12 (C15orf12), nucleargene encoding mitochondrial protein, mRNA.
GS385	NA	NA
GS8128	NM_014517	Homo sapiens upstream binding protein 1 (LBP-1a) (UBP1), mRNA.
GS4484	NM_015141	Homo sapiens KIAA0089 protein (KIAA0089), mRNA.
GS6426	NM_005113	Homo sapiens golgi autoantigen, golgin subfamily a, 5 (GOLGA5), mRNA.
GS495	NA	NA
GS4696	NM_000218	Homo sapiens potassium voltage-gated channel, KQT-like subfamily,member 1 (KCNQ1), mRNA.
LT93	NM_000075	CDK4(cyclin-dependent kinase 4 isoform 1)
GS15024	NM_032832	Homo sapiens hypothetical protein FLJ14735 (FLJ14735), mRNA.
GS4544	NM_005762	Homo sapiens tripartite motif-containing 28 (TRIM28), mRNA.
GS15495	NM_015455	Homo sapiens KIAA1194 protein (KIAA1194), mRNA.
GS5565	NA	NA
GS4662	NA	NA
GS15628	NM_016047	Homo sapiens CGI-110 protein (CGI-110), mRNA.
GS3779	NM_000903	Homo sapiens NAD(P)H dehydrogenase, quinone 1 (NQO1), mRNA.
GS15402	NM_139016	Homo sapiens hypothetical gene LOC128439 (LOC128439), mRNA.
GS14976	NM_015234	Homo sapiens G protein-coupled receptor 116 (GPR116), mRNA.
GS15477	NM_022778	Homo sapiens hypothetical protein DKFZp434L0117 (DKFZP434L0117),mRNA.
GS14915	NM_017622	Homo sapiens hypothetical protein FLJ20014 (FLJ20014), mRNA.
GS7465	NM_002754	Homo sapiens mitogen-activated protein kinase 13 (MAPK13), mRNA.
GS15143	NG_000016	Homo sapiens genomic protocadherin alpha cluster (PCDHA@) on chromosome5.
GS2130	NM_152561	Homo sapiens hypothetical protein FLJ32205 (FLJ32205), mRNA.
GS3288	NM_020062	Homo sapiens SLC2A4 regulator (SLC2A4RG), mRNA.
GS14049	NM_006029	Homo sapiens paraneoplastic antigen MA1 (PNMA1), mRNA.
GS2965	NM_015843	Homo sapiens LIM domain only 7 (LMO7), transcript variant 3, mRNA.
LT53	X68277	CL 100 mRNA for protein tyrosine phosphatase
LT70	U57911	fetal brain (239FB) mRNA
GS15351	NM_145174	Homo sapiens HSC3 (HSC3), mRNA.
GS15323	NM_032806	Homo sapiens hypothetical protein FLJ14566 (FLJ14566), mRNA.
GS2668	NM_000484	Homo sapiens amyloid beta (A4) precursor protein (protease nexin-II,Alzheimer disease) (APP), mRNA.
GS16636	NM_032181	Homo sapiens hypothetical protein FLJ13391 (FLJ13391), mRNA.
GS3057	NM_021038	Homo sapiens muscleblind-like (Drosophila) (MBNL), mRNA.
GS10504	NM_014372	Homo sapiens ring finger protein 11 (RNF11), mRNA.
LT60	AA128249	FABP4
GS1893	NA	NA
GS1971	NM_012383	Homo sapiens osteoclast stimulating factor 1 (OSTF1), mRNA.
GS10645	NM_015955	Homo sapiens C21orf19-like protein (CGI-27), mRNA.
GS10336	NM_019067	Homo sapiens hypothetical protein FLJ10613 (FLJ10613), mRNA.
GS15229	NA	NA
GS399	NM_006994	Homo sapiens butyrophilin, subfamily 3, member A3 (BTN3A3), mRNA.
GS4111	NA	NA
GS4682	NM_003712	Homo sapiens phosphatidic acid phosphatase type 2C (PPAP2C), mRNA.
GS15798	NM_021937	Homo sapiens elongation factor for selenoprotein translation (SELB),mRNA.
GS4615	NA	NA
GS1987	NM_004814	Homo sapiens U5 snRNP-specific 40 kDa protein (hPrp8-binding)(HPRP8BP), mRNA.
GS2434	NM_018047	Homo sapiens hypothetical protein FLJ10290 (FLJ10290), mRNA.
GS7442	NM_014613	Homo sapiens expressed in T-cells and eosinophils in atopicdermatitis (ETEA), mRNA.
GS4877	NA	NA
GS15214	NM_016141	Homo sapiens dynein, cytoplasmic, light intermediate polypeptide 1(DNCLI1), mRNA.
GS2057	NM_014252	Homo sapiens solute carrier family 25 (mitochondrial carrier;ornithine transporter) member 15 (SLC25A15), nuclear geneencoding mitochondrial protein, mRNA.
LT23-2	NA	NA
GS8209	NM_014757	Homo sapiens mastermind-like 1 (Drosophila) (MAML1), mRNA.
GS3523	NM_016617	Homo sapiens hypothetical protein BM-002 (BM-002), mRNA.
GS2934	NM_014373	Homo sapiens putative G protein-coupled receptor (GPCR150), mRNA.
GS15656	NM_005589	Homo sapiens aldehyde dehydrogenase 6 family, member A1 (ALDH6A1),nuclear gene encoding mitochondrial protein, mRNA.
GS12905	NM_003781	Homo sapiens UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase,polypeptide 3 (B3GALT3), transcript variant 1, mRNA.
GS3512	NM_030571	Homo sapiens likely ortholog of mouse Nedd4 WW binding protein 5(N4WBP5), mRNA.
GS5257	NM_015983	Homo sapiens ubiquitin-conjugating enzyme HBUCE1 (LOC51619), mRNA.
GS3756	NM_032682	Homo sapiens forkhead box P1 (FOXP1), mRNA.
GS3555	NM_002808	Homo sapiens proteasome (prosome, macropain) 26S subunit, non-ATPase,2 (PSMD2), mRNA.
GS3101	NM_032940	Homo sapiens polymerase (RNA) II (DNA directed) polypeptide C, 33kDa(POLR2C), transcript variant gamma, mRNA.
GS2263	NM_001331	Homo sapiens catenin (cadherin-associated protein), delta 1 (CTNND1),mRNA.
GS15896	NM_016642	Homo sapiens beta V spectrin (BSPECV), mRNA.
GS2542	NA	NA
GS5892	NM_016339	Homo sapiens Link guanine nucleotide exchange factor II (Link-GEFII),mRNA.
GS460	NM_006276	Homo sapiens splicing factor, arginine/serine-rich 7, 35kDa (SFRS7),mRNA.
LT50	M14745	bcl-2 mRNA
GS3528	NM_153051	Homo sapiens myotubularin related protein 3 (MTMR3), transcriptvariant 2, mRNA.
GS10067	NM_005499	Homo sapiens SUMO-1 activating enzyme subunit 2 (UBA2), mRNA.
GS1687	NM_022746	Homo sapiens hypothetical protein FLJ22390 (FLJ22390), mRNA.
GS6356	NM_003618	Homo sapiens mitogen-activated protein kinase kinase kinase kinase 3(MAP4K3), mRNA.
GS500	NA	NA
GS1213	NM_006595	Homo sapiens apoptosis inhibitor 5 (API5), mRNA.
LT106	NM_004327	BCR(breakpoint cluster region isoform 1)
GS15368	NA	NA
GS2339	NM_015161	Homo sapiens ADP-ribosylation factor-like 6 interacting protein(ARL6IP), mRNA.
GS15610	NM_012080	Homo sapiens DNA segment, numerous copies, expressed probes (GS1gene) (DXF68S1E), mRNA.
GS2236	NM_003492	Homo sapiens chromosome X open reading frame 12 (CXorf12), mRNA.
GS4555	NM_024792	Homo sapiens membrane protein expressed in epithelial-like lungadenocarcinoma (CT120), mRNA.
GS3304	NA	NA
GS2556	NM_004637	Homo sapiens RAB7, member RAS oncogene family (RAB7), mRNA.
GS11457	NM_014292	Homo sapiens chromobox homolog 6 (CBX6), mRNA.
GS15893	NM_006711	Homo sapiens RNA binding protein S1, serine-rich domain (RNPS1),transcript variant 1, mRNA.
GS605	NM_032527	Homo sapiens hypothetical protein FLJ14972 (KIAA1847), mRNA.
GS250	NA	NA
GS455	NM_000700	Homo sapiens annexin A1 (ANXA1), mRNA.
GS13125	NM_133367	Homo sapiens chromosome 6 open reading frame 33 (C6orf33), mRNA.
GS3098	NM_004800	Homo sapiens transmembrane 9 superfamily member 2 (TM9SF2), mRNA.
GS788	NA	NA
GS3399	NM_022818	Homo sapiens microtubule-associated protein 1 light chain 3 beta(MAP1LC3B), mRNA.
GS4149	NA	NA
GS656	NA	NA
GS15858	NM_020830	Homo sapiens phosphoinositide-binding protein SR1 (FENS-1), mRNA.
GS15588	NM_022912	Homo sapiens hypothetical protein FLJ13110 (FLJ13110), mRNA.
GS1167	NA	NA
GS15414	NM_014067	Homo sapiens LRP16 protein (LRP16), mRNA.
GS3716	NM_014394	Homo sapiens growth hormone inducible transmembrane protein (GHITM),mRNA.
GS3376	NM_005563	Homo sapiens stathmin 1/oncoprotein 18 (STMN1), mRNA.
LT63	U65093	msg-related gene 1
GS15547	NM_015484	Homo sapiens GCIP-interacting protein p29 (P29), mRNA.
GS13862	NM_025065	Homo sapiens RNA processing factor 1 (RPF1), mRNA.
GS6424	NM_017870	Homo sapiens hypothetical protein FLJ20539 (FLJ20539), mRNA.
GS6437	NA	NA
GS3686	NM_003479	Homo sapiens protein tyrosine phosphatase type IVA, member 2(PTP4A2), transcript variant 1, mRNA.
GS15578	NM_003794	Homo sapiens sorting nexin 4 (SNX4), mRNA.
GS15781	NM_022771	Homo sapiens hypothetical protein FLJ12085 (FLJ12085), mRNA.
GS536	NM_003011	Homo sapiens SET translocation (myeloid leukemia-associated) (SET),mRNA.
GS990	NM_016403	Homo sapiens hypothetical protein HSPC148 (HSPC148), mRNA.
GS1222	NM_013450	Homo sapiens bromodomain adjacent to zinc finger domain, 2B (BAZ2B),mRNA.
GS15621	NA	NA
GS14699	NM_004696	Homo sapiens solute carrier family 16 (monocarboxylic acidtransporters), member 4 (SLC16A4), mRNA.
GS15543	NM_024640	Homo sapiens hypothetical protein FLJ23476 (FLJ23476), mRNA.
GS2566	NM_024647	Homo sapiens nucleoporin Nup43 (Nup43), mRNA.
GS2990	NM_006694	Homo sapiens jumping translocation breakpoint (JTB), mRNA.
GS14833	NM_024707	Homo sapiens gem (nuclear organelle) associated protein 7 (GEMIN7),mRNA.
GS15261	NM_006751	Homo sapiens sperm specific antigen 2 (SSFA2), mRNA.
GS1716	NM_018129	Homo sapiens pyridoxine-5-phosphate oxidase (FLJ10535), mRNA.
GS4039	NA	NA
GS3122	NM_016058	Homo sapiens CGI-121 protein (CGI-121), mRNA.
LT44	AB023154	mRNA for KIAA0937 protein
GS2117	NA	NA
GS5022	NM_000611	Homo sapiens CD59 antigen p18-20 (antigen identified by monoclonalantibodies 16.3A5, EJ16, EJ30, EL32 and G344) (CD59),mRNA.
GS15283	NM_020182	Homo sapiens transmembrane, prostate androgen induced RNA (TMEPAI),mRNA.
GS2562	NA	NA
GS15698	NM_021078	Homo sapiens GCN5 general control of amino-acid synthesis 5-like 2(yeast) (GCN5L2), mRNA.
LT113	NM_000264	PTCH(patched)
GS765	NM_012322	Homo sapiens U6 snRNA-associated Sm-like protein (LSM5), mRNA.
GS6312	NM_004964	Homo sapiens histone deacetylase 1 (HDAC1), mRNA.
LT18	NM_000633	B-cell lymphoma protein 2 alpha
GS7774	NM_005125	Homo sapiens copper chaperone for superoxide dismutase (CCS), mRNA.
GS2849	NM_033013	Homo sapiens nuclear receptor subfamily 1, group I, member 2 (NR1I2),transcript variant 3, mRNA.
GS11985	NM_133338	Homo sapiens RAD17 homolog (S. pombe) (RAD17), transcript variant 1,mRNA.
GS15693	NM_003299	Homo sapiens tumor rejection antigen (gp96) 1 (TRA1), mRNA.
GS1722	NG_000827	Homo sapiens genomic histone family microcluster (HFM@) on chromosome6.
GS5673	NM_052865	Homo sapiens chromosome 20 open reading frame 72 (C20orf72), mRNA.
GS1862	NM_005930	Homo sapiens meningioma expressed antigen 6 (coiled-coilproline-rich) (MGEA6), mRNA.
GS1336	NM_006565	Homo sapiens CCCTC-binding factor (zinc finger protein) (CTCF), mRNA.
GS857	NA	NA
GS15684	NM_021227	Homo sapiens DC2 protein (DC2), mRNA.
GS15511	NM_018166	Homo sapiens hypothetical protein FLJ10647 (FLJ10647), mRNA.
GS4446	NM_002685	Homo sapiens polymyositis/scleroderma autoantigen 2, 100kDa (PMSCL2),mRNA.
LT115	NM_000314	PTEN(phosphatase and tensin homolog)
GS15223	NM_001358	Homo sapiens DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 15 (DDX15),mRNA.
GS12379	NM_015719	Homo sapiens collagen, type V, alpha 3 (COL5A3), mRNA.
GS7007	NM_021134	Homo sapiens mitochondrial ribosomal protein L23 (MRPL23), nucleargene encoding mitochondrial protein, mRNA.
GS1883	NM_019059	Homo sapiens homolog of Tom7 (S. cerevisiae) (TOM7), mRNA.
GS15520	NM_013255	Homo sapiens muskelin 1, intracellular mediator containing kelchmotifs (MKLN1), mRNA.
GS15646	NM_014663	Homo sapiens KIAA0677 gene product (KIAA0677), mRNA.
GS919	NM_015921	Homo sapiens divalent cation tolerant protein CUTA (LOC51596),mRNA.
GS4832	NM_001571	Homo sapiens interferon regulatory factor 3 (IRF3), mRNA.
GS2877	NM_138805	Homo sapiens family with sequence similarity 3, member D (FAM3D),mRNA.
GS11442	NM_001154	Homo sapiens annexin A5 (ANXA5), mRNA.
GS15470	NM_014920	Homo sapiens intestinal cell kinase (ICK), mRNA.
GS15620	NM_000047	Homo sapiens arylsulfatase E (chondrodysplasia punctata 1) (ARSE),mRNA.
GS4850	NA	NA
GS13590	NM_018150	Homo sapiens hypothetical protein FLJ10597 (FLJ10597), mRNA.
GS730	NA	NA
GS9705	NM_002997	Homo sapiens syndecan 1 (SDC1), mRNA.
GS1730	NM_013374	Homo sapiens programmed cell death 6 interacting protein (PDCD6IP),mRNA.
GS8743	NM_006113	Homo sapiens vav 3 oncogene (VAV3), mRNA.
GS15372	NM_006354	Homo sapiens transcriptional adaptor 3-like (TADA3L) transcriptvariant 1, mRNA.
GS15061	NM_052832	Homo sapiens solute carrier family 26, member 7 (SLC26A7), transcriptvariant 1, mRNA.
GS4765	NM_153747	Homo sapiens phosphatidylinositol glycan, class C (PIGC), transcriptvariant 1, mRNA.
GS7678	NM_152341	Homo sapiens hypothetical protein FLJ30002 (FLJ30002), mRNA.
GS4014	NA	NA
GS15690	NM_004894	Homo sapiens chromosome 14 open reading frame 2 (C14orf2), mRNA.
LT7	NM_000369	thyroid stimulating hormone receptor
GS5058	NM_032049	Homo sapiens angiotensin II receptor, type 1 (AGTR1), transcriptvariant 5, mRNA.
GS10012	NM_032220	Homo sapiens hypothetical protein FLJ22283 (FLJ22283), mRNA.
GS126	NA	NA
GS8104	NM_014672	Homo sapiens KIAA0391 gene product (KIAA0391), mRNA.
GS15357	NG_001332	Homo sapiens T cell receptor alpha delta locus (TCRA/TCRD) on chromosome14.
GS3292	NA	NA
GS15218	NM_145049	Homo sapiens hypothetical protein MGC10067 (MGC10067), mRNA.
GS10818	NM_007204	Homo sapiens DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 20, 103kDa(DDX20), mRNA.
GS15458	NM_005853	Homo sapiens iroquois homeobox protein 5 (IRX5), mRNA.
GS15831	NM_022147	Homo sapiens 28kD interferon responsive protein (IFRG28), mRNA.
GS3907	NA	NA
GS6962	NM_007075	Homo sapiens JM5 protein (JM5), mRNA.
GS7619	NA	NA
LT81	X54989	Evi-1
GS10271	NM_002814	Homo sapiens proteasome (prosome, macropain) 26S subunit,non-ATPase, 10 (PSMD10), mRNA.
GS2030	NM_024539	Homo sapiens hypothetical protein FLJ23516 (FLJ23516), mRNA.
GS6235	NA	NA
GS14748	NA	NA
GS147	NM_015339	Homo sapiens activity-dependent neuroprotector (ADNP), mRNA.
GS2969	NM_002520	Homo sapiens nucleophosmin (nucleolar phosphoprotein B23, numatrin)(NPM1), mRNA.
GS4680	NM_016548	Homo sapiens golgi phosphoprotein 2 (GOLPH2), mRNA.
GS14772	NM_004494	Homo sapiens hepatoma-derived growth factor (high-mobility groupprotein 1-like) (HDGF), mRNA.
GS432	NM_031298	Homo sapiens hypothetical protein MGC2963 (MGC2963), mRNA.
GS15209	NM_007372	Homo sapiens RNA helicase-related protein (RNAHP), mRNA.
GS9470	NM_139207	Homo sapiens nucleosome assembly protein 1-like 1 (NAP1L1),transcript variant 1, mRNA.
GS8443	NM_003347	Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), mRNA.
GS2234	NM_032479	Homo sapiens mitochondrial ribosomal protein L36 (MRPL36), nucleargene encoding mitochondrial protein, mRNA.
GS14850	NM_014313	Homo sapiens small membrane protein 1 (SMP1), mRNA.
GS7914	NM_032280	Homo sapiens hypothetical protein DKFZp761J139 (DKFZp761J139), mRNA.
GS3824	NA	NA
GS14744	NM_017737	Homo sapiens hypothetical protein FLJ20275 (FLJ20275), mRNA.
GS15824	NM_021941	Homo sapiens chromosome 21 open reading frame 97 (C21orf97), mRNA.
GS15904	NM_006106	Homo sapiens Yes-associated protein 1, 65kDa (YAP1), mRNA.
GS13060	NM_152452	Homo sapiens hypothetical protein MGC18216 (MGC18216), mRNA.
GS3734	NA	NA
GS15526	NM_030790	Homo sapiens T-cell immunomodulatory protein (CDA08), mRNA.
GS15445	NM_004905	Homo sapiens anti-oxidant protein 2 (non-selenium glutathioneperoxidase, acidic calcium-independent phospholipase A2)(AOP2), mRNA.
GS15874	NM_016008	Homo sapiens CGI-60 protein (CGI-60), mRNA.
GS13375	NM_015649	Homo sapiens DKFZP434M154 protein (DKFZP434M154), mRNA.
GS14955	NM_024029	Homo sapiens hypothetical protein MGC3262 (MGC3262), mRNA.
GS2217	NM_021159	Homo sapiens RAP1, GTP-GDP dissociation stimulator 1 (RAP1GDS1),mRNA.
GS1846	NA	NA
GS15347	NM_016652	Homo sapiens Crn, crooked neck-like 1 (Drosophila) (CRNKL1), mRNA.
GS6949	NA	NA
GS4	NM_001273	Homo sapiens chromodomain helicase DNA binding protein 4 (CHD4),mRNA.
GS4963	NM_023936	Homo sapiens mitochondrial ribosomal protein S34 (MRPS34), nucleargene encoding mitochondrial protein, mRNA.
GS1528	NM_003605	Homo sapiens O-linked N-acetylglucosamine (GlcNAc) transferase(UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyltransferase) (OGT), mRNA.
GS14806	NM_006765	Homo sapiens Putative prostate cancer tumor suppressor (N33), mRNA.
GS14533	NM_032258	Homo sapiens Rab GTPase-activating protein PRC17 (PRC17), mRNA.
GS3350	NM_003352	Homo sapiens ubiquitin-like 1 (sentrin) (UBL1), mRNA.
GS2315	NM_014453	Homo sapiens putative breast adenocarcinoma marker (32kD) (BC-2),mRNA.
GS1042	NM_001904	Homo sapiens catenin (cadherin-associated protein), beta 1, 88kDa(CTNNB1), mRNA.
GS14773	NM_032177	Homo sapiens likely ortholog of mouse phosphorylated adaptor for RNAexport (PHAX), mRNA.
GS219	NA	NA
GS555	NA	NA
GS1868	NM_004494	Homo sapiens hepatoma-derived growth factor (high-mobility groupprotein 1-like) (HDGF), mRNA.
GS4755	NM_024835	Homo sapiens C3HC4-type zinc finger protein (LZK1), mRNA.
GS3455	NM_014931	Homo sapiens KIAA1115 protein (KIAA1115), mRNA.
GS2205	NA	NA
GS4440	NM_016525	Homo sapiens ubiquitin associated protein 1 (UBAP1), mRNA.
GS176	NA	NA
GS4322	NA	NA
GS7583	NM_004663	Homo sapiens RAB11A, member RAS oncogene family (RAB11A), mRNA.
GS3940	NM_018023	Homo sapiens hypothetical protein FLJ10201 (FLJ10201), mRNA.
GS15564	NM_032285	Homo sapiens hypothetical protein MGC3207 (MGC3207), mRNA.
GS15096	NM_024298	Homo sapiens leukocyte receptor cluster (LRC) member 4 (LENG4), mRNA.
GS3206	NM_145201	Homo sapiens similar to CG3714 gene product (PP3856), mRNA.
GS14995	NA	NA
GS15126	NM_032744	Homo sapiens hypothetical protein MGC12335 (MGC12335), mRNA.
GS1804	NM_002228	Homo sapiens v-jun sarcoma virus 17 oncogene homolog (avian) (JUN),mRNA.
LT12	NM_006292	tumor susceptibility gene 101
GS7218	NM_013254	Homo sapiens TANK-binding kinase 1 (TBK1), mRNA.
GS14756	NM_014929	Homo sapiens KIAA0971 protein (KIAA0971), mRNA.
GS10410	NM_015308	Homo sapiens formin binding protein 4 (FNBP4), mRNA.
GS2723	NM_004616	Homo sapiens transmembrane 4 superfamily member 3 (TM4SF3), mRNA.
GS15337	NM_006321	Homo sapiens ariadne homolog 2 (Drosophila) (ARIH2), mRNA.
GS2317	NM_018422	Homo sapiens hypothetical protein DKFZp761K1423 (DKFZp761K1423),mRNA.
GS3177	NA	NA
GS350	NM_023083	Homo sapiens calpain 10 (CAPN10), transcript variant 1, mRNA.
GS15551	NM_024699	Homo sapiens hypothetical protein FLJ14007 (FLJ14007), mRNA.
GS14887	NM_030899	Homo sapiens zinc finger protein 323 (ZNF323), mRNA.
GS6511	NA	NA
GS13773	NM_014366	Homo sapiens nucleostemin (NS), mRNA.
GS10098	NM_003594	Homo sapiens transcription termination factor, RNA polymerase II(TTF2), mRNA.
GS194	NM_018457	Homo sapiens DKFZp564J157 protein (DKFZP564J157), mRNA.
GS5365	NM_019048	Homo sapiens hypothetical protein FLJ20752 (FLJ20752), mRNA.
GS15597	NM_003751	Homo sapiens eukaryotic translation initiation factor 3, subunit 9eta, 116kDa (EIF3S9), mRNA.
GS125	NM_001025	Homo sapiens ribosomal protein S23 (RPS23), mRNA.
GS4119	NM_006191	Homo sapiens proliferation-associated 2G4, 38kDa (PA2G4), mRNA.
LT94	NM_001798	CDK2(cyclin-dependent kinase 2, isoform 1)
GS15010	NM_002092	Homo sapiens G-rich RNA sequence binding factor 1 (GRSF1), mRNA.
GS634	NA	NA
GS4556	NA	NA
GS15609	NM_030928	Homo sapiens DNA replication factor (CDT1), mRNA.
GS7952	NM_020202	Homo sapiens Nit protein 2 (NIT2), mRNA.
GS15608	NM_018340	Homo sapiens hypothetical protein FLJ11151 (FLJ11151), mRNA.
GS14739	NM_014169	Homo sapiens HSPC134 protein (HSPC134), mRNA.
GS15162	NM_012247	Homo sapiens selenophosphate synthetase (SPS), mRNA.
GS8293	NM_000625	Homo sapiens nitric oxide synthase 2A (inducible, hepatocytes)(NOS2A), transcript variant 1, mRNA.
GS10391	NM_021645	Homo sapiens KIAA0266 gene product (KIAA0266), mRNA.
GS7116	NM_014153	Homo sapiens zinc-finger protein AY163807 (HSPC055), mRNA.
GS5608	NA	NA
GS14778	NM_021933	Homo sapiens hypothetical protein FLJ12438 (FLJ12438), mRNA.
GS10534	NM_000227	Homo sapiens laminin, alpha 3 (LAMA3), mRNA.
GS4211	NM_004095	Homo sapiens eukaryotic translation initiation factor 4E bindingprotein 1 (EIF4EBP1), mRNA.
GS8284	NM_004217	Homo sapiens serine/threonine kinase 12 (STK12), mRNA.
GS15689	NM_018256	Homo sapiens WD repeat domain 12 (WDR12), mRNA.
GS15686	NM_144498	Homo sapiens oxysterol binding protein-like 2 (OSBPL2), transcriptvariant 2, mRNA.
GS7829	NM_005607	Homo sapiens PTK2 protein tyrosine kinase 2 (PTK2), mRNA.
GS2545	NM_032881	Homo sapiens U7 snRNP-specific Sm-like protein LSM10 (LSM10), mRNA.
GS107	NM_134265	Homo sapiens SOCS box-containing WD protein SWiP-1 (WSB1), transcriptvariant 2, mRNA.
GS6676	NA	NA
GS4291	NA	NA
GS5404	NA	NA
GS12871	NM_004577	Homo sapiens phosphoserine phosphatase (PSPH), mRNA.
GS9355	NM_004162	Homo sapiens RAB5A, member RAS oncogene family (RAB5A), mRNA.
GS3015	NM_003900	Homo sapiens sequestosome 1 (SQSTM1), mRNA.
GS3163	NM_006275	Homo sapiens splicing factor, arginine/serine-rich 6 (SFRS6), mRNA.
GS15327	NM_003115	Homo sapiens UDP-N-acteylglucosamine pyrophosphorylase 1 (UAP1),mRNA.
GS14035	NM_145324	Homo sapiens oxysterol binding protein-like 3 (OSBPL3), transcriptvariant 6, mRNA.
GS2913	NM_144640	Homo sapiens interleukin 17 receptor E (IL-17RE), transcript variant3, mRNA.
GS15054	NM_000254	Homo sapiens 5-methyltetrahydrofolate-homocysteine methyltransferase(MTR), mRNA.
GS186	NA	NA
GS3230	NM_000291	Homo sapiens phosphoglycerate kinase 1 (PGK1), mRNA.
GS7114	NM_003142	Homo sapiens Sjogren syndrome antigen B (autoantigen La) (SSB), mRNA.
GS9430	NM_004999	Homo sapiens myosin VI (MYO6), mRNA.
GS15658	NM_006739	Homo sapiens MCM5 minichromosome maintenance deficient 5, celldivision cycle 46 (S. cerevisiae) (MCM5), mRNA.
GS13409	NM_021177	Homo sapiens chromosome 6 open reading frame 28 (C6orf28), mRNA.
GS15136	NG_001333	Homo sapiens T cell receptor beta locus (TRB@) on chromosome 7.
GS15637	NM_022074	Homo sapiens hypothetical protein FLJ22794 (FLJ22794), mRNA.
GS4170	NM_003212	Homo sapiens teratocarcinoma-derived growth factor 1 (TDGF1), mRNA.
GS8687	NM_001331	Homo sapiens catenin (cadherin-associated protein), delta 1 (CTNND1),mRNA.
GS2281	NG_000008	Homo sapiens cytochrome P450, subfamily IIA (phenobarbital-inducible)(CYP2A) on chromosome 19.
GS15888	NM_001539	Homo sapiens DnaJ (Hsp40) homolog, subfamily A, member 1 (DNAJA1),mRNA.
GS10396	NM_014489	Homo sapiens FGF receptor activating protein 1 (FRAG1), mRNA.
GS15393	NM_002823	Homo sapiens prothymosin, alpha (gene sequence 28) (PTMA), mRNA.
