Affymetrix ID	Symbol	Gene Name	Fold difference	P.Value
1434937_at	Phr1	pam, highwire, rpm 1	-2.9	1.01E-06
1426863_at	Rbmx	RNA binding motif protein, X chromosome	-2.9	0.023595131
1436364_x_at	Nfix	nuclear factor I/X	-2.9	1.73E-05
1424988_at	Mylip	myosin regulatory light chain interacting protein	-2.9	0.000615137
1448272_at	Btg2	B-cell translocation gene 2, anti-proliferative	-2.9	0.012929682
1429722_at	Zbtb4	zinc finger and BTB domain containing 4	-2.9	3.51E-05
1416947_s_at	Acaa1	acetyl-Coenzyme A acyltransferase 1	-2.9	8.70E-06
1426514_at	4631426J05Rik	RIKEN cDNA 4631426J05 gene	-2.9	0.000166042
1432543_a_at	Klf13	Kruppel-like factor 13	-3.0	0.000249535
1429503_at	2900024C23Rik	RIKEN cDNA 2900024C23 gene	-3.0	1.69E-05
1434601_at	AI415330	expressed sequence AI415330	-3.0	0.012911409
1422997_s_at	Mte1	mitochondrial acyl-CoA thioesterase 1	-3.0	0.0025886
1453474_at	1300007F04Rik	RIKEN cDNA 1300007F04 gene	-3.0	0.002212044
1419248_at	Rgs2	regulator of G-protein signaling 2	-3.0	0.003060998
1425229_a_at	Tcf7l2	transcription factor 7-like 2, T-cell specific, HMG-box	-3.0	0.010769039
1458718_at	---	---	-3.0	4.14E-06
1448666_s_at	Tob2	transducer of ERBB2, 2	-3.0	0.00033063
1420905_at	Il17r	interleukin 17 receptor	-3.0	0.000148568
1435697_a_at	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	-3.0	0.000611069
1448686_at	Il16	interleukin 16	-3.0	3.50E-05
1435288_at	Coro1a	coronin, actin binding protein 1A	-3.0	0.000505481
1452151_at	BC021523	cDNA sequence BC021523	-3.0	5.87E-05
1452240_at	---	---	-3.0	8.36E-05
1434451_at	---	---	-3.0	0.000121335
1449419_at	Dock8	dedicator of cytokinesis 8	-3.0	4.24E-05
1451839_a_at	Pde7a	phosphodiesterase 7A	-3.0	4.33E-06
1437132_x_at	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	-3.0	4.63E-05
1448134_at	Pald	paladin	-3.0	0.008690814
1418655_at	Galgt1	UDP-N-acetyl-alpha-D-galactosamine	-3.1	3.92E-06
1437953_at	2310032D16Rik	RIKEN cDNA 2310032D16 gene	-3.1	7.59E-05
1419132_at	Tlr2	toll-like receptor 2	-3.1	4.55E-05
1418288_at	Lpin1	lipin 1	-3.1	3.36E-05
1426516_a_at	Lpin1	lipin 1	-3.1	0.000256436
1427673_a_at	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	-3.1	0.002415723
1455121_at	---	---	-3.1	0.00014451
1430291_at	1110060D06Rik	RIKEN cDNA 1110060D06 gene	-3.1	0.000239023
1422818_at	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	-3.1	3.03E-07
1454944_at	Hic2	hypermethylated in cancer 2	-3.1	0.00129011
1433702_at	D19Wsu12e	DNA segment, Chr 19, Wayne State University 12, expressed	-3.1	5.37E-05
1428523_at	---	---	-3.1	0.003017811
1454933_at	2610027C15Rik	RIKEN cDNA 2610027C15 gene	-3.1	0.00011459
1435971_at	Rims3	regulating synaptic membrane exocytosis 3	-3.1	0.000892509
1428628_at	1190002A17Rik	RIKEN cDNA 1190002A17 gene	-3.1	5.02E-07
1456403_at	Pag	phosphoprotein associated with glycosphingolipid-enriched microdomains	-3.1	1.34E-05
1451255_at	Lisch7	liver-specific bHLH-Zip transcription factor	-3.1	0.007471809
1451840_at	Kcnip4	Kv channel interacting protein 4	-3.1	0.004298844
1431167_at	Dgkg	diacylglycerol kinase, gamma	-3.1	0.000270449
1455021_at	Gabbr1	gamma-aminobutyric acid (GABA-B) receptor, 1	-3.1	3.07E-05
1434051_s_at	Hspa12a	heat shock 70kDa protein 12A	-3.1	0.00679865
1416040_at	Lipf	lipase, gastric	-3.2	0.017645533
1435275_at	Cox6b2	cytochrome c oxidase subunit VIb polypeptide 2	-3.2	6.60E-06
1440801_s_at	Adrbk2	adrenergic receptor kinase, beta 2	-3.2	0.03171362
1429527_a_at	Plscr1	phospholipid scramblase 1	-3.2	0.010259382
1417585_at	Nup210	nucleoporin 210	-3.2	2.49E-06
1422751_at	Tle1	transducin-like enhancer of split 1, homolog of Drosophila E(spl)	-3.2	0.000335189
1456069_at	Dtna	dystrobrevin alpha	-3.2	0.000326349
1433543_at	Anln	anillin, actin binding protein (scraps homolog, Drosophila)	-3.2	0.00190673
1434316_at	Chsy1	carbohydrate (chondroitin) synthase 1	-3.2	3.82E-07
1434248_at	Prkch	protein kinase C, eta	-3.2	1.68E-06
1447284_at	Trem1	triggering receptor expressed on myeloid cells 1	-3.2	0.000527286
1440285_at	Ppp1r9a	protein phosphatase 1, regulatory (inhibitor) subunit 9A	-3.2	0.002773461
1433581_at	1190002N15Rik	RIKEN cDNA 1190002N15 gene	-3.2	0.000960464
1429745_at	F8a	factor 8-associated gene A	-3.2	0.000772232
1417817_a_at	2310058J06Rik	RIKEN cDNA 2310058J06 gene	-3.2	0.007226569
1455078_at	Rpl35a	ribosomal protein L35a	-3.3	0.00014529
1455405_at	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2	-3.3	1.87E-05
1448864_at	Snrk	SNF related kinase	-3.3	1.06E-05
1429324_at	1700012A16Rik	RIKEN cDNA 1700012A16 gene	-3.3	0.000122518
1430172_a_at	Cyp4f16	cytochrome P450, family 4, subfamily f, polypeptide 16	-3.3	0.00193489
1441962_at	F730011J02	hypothetical protein F730011J02	-3.3	0.000206771
1452210_at	Dna2l	DNA2 DNA replication helicase 2-like (yeast)	-3.3	0.001032565
1430640_a_at	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta	-3.3	0.000241039
1434274_at	Phr1	pam, highwire, rpm 1	-3.3	1.46E-05
1451336_at	Lgals4	lectin, galactose binding, soluble 4	-3.3	0.000455097
1428285_at	8430427H17Rik	RIKEN cDNA 8430427H17 gene	-3.3	0.002093077
1439964_at	---	---	-3.3	0.006171511
1459894_at	A630053O10	hypothetical protein A630053O10	-3.4	0.016934776
1438052_at	A130071D04Rik	RIKEN cDNA A130071D04 gene	-3.4	0.00277905
1417403_at	Elovl6	ELOVL family member 6, elongation of long chain fatty acids (yeast)	-3.4	0.01811415
1452834_at	2600010E01Rik	RIKEN cDNA 2600010E01 gene	-3.4	2.15E-06
1434572_at	---	---	-3.4	0.000151938
1438664_at	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta	-3.4	0.00367869
1424704_at	Runx2	runt related transcription factor 2	-3.4	1.39E-05
1454900_s_at	Phr1	pam, highwire, rpm 1	-3.4	5.21E-05
1452657_at	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	-3.4	5.79E-05
1429625_at	2900054C01Rik	RIKEN cDNA 2900054C01 gene	-3.4	0.001709831
1456475_s_at	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta	-3.5	0.003419021
1434856_at	A130096K20	hypothetical protein A130096K20	-3.5	2.97E-07
1451206_s_at	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	-3.5	0.000222141
1434592_at	---	---	-3.5	1.42E-06
1436368_at	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	-3.5	8.31E-06
1456715_at	---	---	-3.5	2.09E-05
1458802_at	Hivep3	human immunodeficiency virus type I enhancer binding protein 3	-3.5	0.006706754
1424595_at	F11r	F11 receptor	-3.5	0.005702892
1423452_at	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)	-3.5	4.07E-07
1416536_at	Mum1	melanoma associated antigen (mutated) 1	-3.5	5.21E-05
1434245_a_at	BC065078	cDNA sequence BC065078	-3.5	0.001137333
1424123_at	BC011209	cDNA sequence BC011209	-3.5	0.007561508
1453181_x_at	Plscr1	phospholipid scramblase 1	-3.6	0.005588957
1435694_at	4933432P15Rik	RIKEN cDNA 4933432P15 gene	-3.6	9.96E-08
1422067_at	Klrb1d	killer cell lectin-like receptor subfamily B member 1D	-3.6	0.009386966
1434678_at	---	---	-3.6	2.06E-05
1439034_at	Spn	sialophorin	-3.6	0.00014932
1434384_at	Nrip1	nuclear receptor interacting protein 1	-3.6	0.000624682
1425678_a_at	Snrk	SNF related kinase	-3.6	4.89E-07
1419193_a_at	Gmfg	glia maturation factor, gamma	-3.6	9.53E-06
1450923_at	Tgfb2	transforming growth factor, beta 2	-3.6	0.000271202
1447903_x_at	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	-3.7	0.000142929
1456072_at	Ppp1r9a	protein phosphatase 1, regulatory (inhibitor) subunit 9A	-3.7	5.02E-05
1439705_at	---	---	-3.7	0.001056192
1435564_at	C230078M08Rik	RIKEN cDNA C230078M08 gene	-3.7	3.94E-05
1423586_at	Axl	AXL receptor tyrosine kinase	-3.8	0.000334596
1453055_at	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	-3.8	0.001819096
1434390_at	2310005N03Rik	RIKEN cDNA 2310005N03 gene	-3.8	0.016399444
1436363_a_at	Nfix	nuclear factor I/X	-3.8	1.07E-05
1450767_at	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	-3.8	1.21E-07
1419194_s_at	Gmfg	glia maturation factor, gamma	-3.8	8.77E-06
1429428_at	Tcf7l2	transcription factor 7-like 2, T-cell specific, HMG-box	-3.8	1.25E-05
1450997_at	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)	-3.8	1.44E-05
1417756_a_at	Lsp1	lymphocyte specific 1	-3.8	1.99E-08
1419692_a_at	Ltc4s	leukotriene C4 synthase	-3.9	0.000570266
1417300_at	Smpdl3b	sphingomyelin phosphodiesterase, acid-like 3B	-3.9	0.024224643
1416946_a_at	Acaa1	acetyl-Coenzyme A acyltransferase 1	-3.9	1.02E-05
1442166_at	Cpne5	copine V	-3.9	1.69E-08
1428393_at	Nrn1	neuritin 1	-3.9	2.74E-05
1456471_x_at	Phgdh	3-phosphoglycerate dehydrogenase	-3.9	0.000210745
1431050_at	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5	-4.0	0.002908263
1450933_at	Pde7a	phosphodiesterase 7A	-4.0	0.000211711
1449089_at	Nrip1	nuclear receptor interacting protein 1	-4.0	3.51E-05
1437155_a_at	2310058J06Rik	RIKEN cDNA 2310058J06 gene	-4.0	0.001294386
1416701_at	Rhoe	ras homolog gene family, member E	-4.0	0.005122701
1443779_s_at	---	---	-4.0	3.28E-05
1429123_at	Rab27a	RAB27A, member RAS oncogene family	-4.1	2.32E-05
1450922_a_at	Tgfb2	transforming growth factor, beta 2	-4.1	0.000711313
1443777_at	---	---	-4.1	0.000307744
1426015_s_at	Asph	aspartate-beta-hydroxylase	-4.1	3.03E-05
1434645_at	C530008M17Rik	RIKEN cDNA C530008M17 gene	-4.2	0.000646619
1450435_at	L1cam	L1 cell adhesion molecule	-4.2	5.01E-06
1424208_at	Ptger4	prostaglandin E receptor 4 (subtype EP4)	-4.2	3.98E-05
1428700_at	P2ry13	Vpurinergic receptor P2Y, G-protein coupled 13	-4.2	0.000554966
1439830_at	Map3k5	mitogen activated protein kinase kinase kinase 5	-4.3	2.98E-07
1429909_at	2600010E01Rik	RIKEN cDNA 2600010E01 gene	-4.3	1.18E-06
1421410_a_at	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2	-4.3	6.21E-06
1460014_at	Treml4	triggering receptor expressed on myeloid cells-like 4	-4.3	3.67E-05
1445647_at	AI447881	expressed sequence AI447881	-4.3	6.55E-07
1447851_x_at	Atp10a	ATPase, class V, type 10A	-4.3	2.66E-06
1425837_a_at	Ccrn4l	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	-4.4	6.41E-05
1428739_at	Dnaic1	dynein, axonemal, intermediate chain 1	-4.4	4.68E-06
1435714_x_at	Il17d	interleukin 17D	-4.4	5.72E-06
1422638_s_at	Rassf5	Ras association (RalGDS/AF-6) domain family 5	-4.4	1.44E-07
1418770_at	Cd2	CD2 antigen	-4.5	0.030212557
1434425_at	AI597080	expressed sequence AI597080	-4.5	0.001052045
1449455_at	Hck	hemopoietic cell kinase	-4.5	5.41E-06
1420981_a_at	Lmo4	LIM domain only 4	-4.5	6.68E-07
1443928_at	AI462064	expressed sequence AI462064	-4.5	0.00337751
1428284_at	---	---	-4.5	1.82E-06
1455161_at	---	---	-4.5	1.29E-05
1417156_at	Krt1-19	keratin complex 1, acidic, gene 19	-4.6	0.021906954
1417932_at	Il18	interleukin 18	-4.6	3.46E-06
1416978_at	Fcgrt	Fc receptor, IgG, alpha chain transporter	-4.6	4.55E-06
1426126_a_at	MGC30332	hypothetical protein MGC30332	-4.7	0.0001319
1458406_at	---	---	-4.7	0.000503778
1441516_a_at	C130050O18Rik	RIKEN cDNA C130050O18 gene	-4.7	3.09E-05
1452092_at	4631426J05Rik	RIKEN cDNA 4631426J05 gene	-4.7	1.79E-07
1452013_at	Atp10a	ATPase, class V, type 10A	-4.7	6.08E-07
1420425_at	Prdm1	PR domain containing 1, with ZNF domain	-4.7	0.005728353
1435560_at	Itgal	integrin alpha L	-4.8	2.79E-07
1447272_s_at	Atp10a	ATPase, class V, type 10A	-4.8	9.81E-05
1417507_at	Cyb561	cytochrome b-561	-4.8	0.001459148
1421340_at	Map3k5	mitogen activated protein kinase kinase kinase 5	-4.8	4.17E-05
1417741_at	Pygl	liver glycogen phosphorylase	-4.8	6.11E-09
1456064_at	---	---	-4.8	2.05E-05
1456980_at	9830134C10Rik	RIKEN cDNA 9830134C10 gene	-4.9	0.000147028
1422953_at	Fpr-rs2	formyl peptide receptor, related sequence 2	-4.9	0.009227603
1429427_s_at	Tcf4	transcription factor 4	-5.0	0.029535311
1437259_at	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	-5.0	0.002917644
1455077_a_at	Morf4l1	mortality factor 4 like 1	-5.0	4.19E-07
1430554_at	9430095K15Rik	RIKEN cDNA 9430095K15 gene	-5.0	8.27E-05
1423508_at	---	---	-5.0	4.49E-06
1437302_at	Adrb2	adrenergic receptor, beta 2	-5.1	0.002319843
1418499_a_at	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	-5.2	0.032967972
1439484_at	4930431H11Rik	RIKEN cDNA 4930431H11 gene	-5.2	0.000408469
1437421_at	---	---	-5.2	3.90E-07
1435996_at	Card11	caspase recruitment domain family, member 11	-5.2	4.58E-07
1417588_at	Galnt3	UDP-N-acetyl-alpha-D-galactosamine	-5.3	7.57E-06
1433885_at	A630053O10	hypothetical protein A630053O10	-5.3	3.54E-07
1455238_at	9430086K21Rik	RIKEN cDNA 9430086K21 gene	-5.4	7.50E-08
1447914_x_at	4833411O04Rik	RIKEN cDNA 4833411O04 gene	-5.5	0.000143495
1427982_s_at	Syne2	synaptic nuclear envelope 2	-5.5	4.16E-05
1416246_a_at	Coro1a	coronin, actin binding protein 1A	-5.6	4.53E-07
1437939_s_at	Ctsc	cathepsin C	-5.6	0.047040079
1422190_at	C5r1	complement component 5, receptor 1	-5.6	0.036260236
1422637_at	Rassf5	Ras association (RalGDS/AF-6) domain family 5	-5.7	1.98E-06
1458218_s_at	Pde7a	phosphodiesterase 7A	-5.8	6.92E-05
1435293_at	Adam22	a disintegrin and metalloprotease domain 22	-5.8	2.40E-09
1455269_a_at	Coro1a	coronin, actin binding protein 1A	-5.8	0.000151291
1454897_at	6330509M05Rik	RIKEN cDNA 6330509M05 gene	-5.9	2.83E-07
1450700_at	Cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3	-6.0	1.55E-06
1454880_s_at	Bmf	Bcl2 modifying factor	-6.0	0.000279282
1421073_a_at	Ptger4	prostaglandin E receptor 4 (subtype EP4)	-6.0	0.001525205
1421304_at	Klra2	killer cell lectin-like receptor, subfamily A, member 2	-6.1	1.74E-05
1417818_at	2310058J06Rik	RIKEN cDNA 2310058J06 gene	-6.2	0.000127492
1427356_at	2310031A18Rik	RIKEN cDNA 2310031A18 gene	-6.4	8.73E-06
1441353_at	---	---	-6.4	1.15E-05
1422642_at	Cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3	-6.5	2.66E-08
1426914_at	Marveld2	MARVEL (membrane-associating) domain containing 2	-6.5	5.79E-06
1416318_at	Serpinb1a	serine (or cysteine) proteinase inhibitor, clade B, member 1a	-6.6	0.000153929
1427352_at	BC031593	cDNA sequence BC031593	-6.7	0.003265603
1421321_a_at	Net1	neuroepithelial cell transforming gene 1	-6.9	0.001143115
1425895_a_at	Idb1	inhibitor of DNA binding 1	-6.9	6.83E-05
1422567_at	Niban	niban protein	-7.0	3.80E-08
1452353_at	Gpr155	G protein-coupled receptor 155	-7.1	5.42E-06
1417481_at	Ramp1	receptor (calcitonin) activity modifying protein 1	-7.1	7.46E-05
1416579_a_at	Tacstd1	tumor-associated calcium signal transducer 1	-7.2	3.80E-05
1439819_at	---	---	-7.2	2.40E-05
1417876_at	Fcgr1	Fc receptor, IgG, high affinity I	-7.4	9.58E-07
1448301_s_at	Serpinb1a	serine (or cysteine) proteinase inhibitor, clade B, member 1a	-7.5	0.000371456
1441880_x_at	MGC30332	hypothetical protein MGC30332	-7.5	9.90E-07
1441887_x_at	Sh3bgrl	SH3-binding domain glutamic acid-rich protein like	-7.5	9.33E-05
1418776_at	5830443L24Rik	RIKEN cDNA 5830443L24 gene	-7.7	0.002848746
1416700_at	Rhoe	ras homolog gene family, member E	-7.8	5.64E-05
1422084_at	Bmx	BMX non-receptor tyrosine kinase	-7.8	0.000101004
1439902_at	---	---	-7.9	9.33E-06
1427327_at	Pilra	paired immunoglobin-like type 2 receptor alpha	-8.3	0.002607156
1449065_at	Cte1	cytosolic acyl-CoA thioesterase 1	-8.5	3.69E-05
1436613_at	B930093C12Rik	RIKEN cDNA B930093C12 gene	-8.6	2.01E-07
1454942_at	Niban	niban protein	-8.7	9.17E-09
1417150_at	Slc6a4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	-9.1	1.84E-07
1418984_at	Cipp	channel-interacting PDZ domain protein	-9.2	6.76E-07
1433678_at	AI132321	expressed sequence AI132321	-9.8	7.25E-07
1426930_at	Brunol4	bruno-like 4, RNA binding protein (Drosophila)	-9.9	2.30E-06
1421802_at	Ear1	eosinophil-associated, ribonuclease A family, member 1	-10.4	0.000766601
1450808_at	Fpr1	formyl peptide receptor 1	-10.4	0.000414866
1423420_at	Adrb1	adrenergic receptor, beta 1	-10.4	0.00065308
1436142_at	3526401B18Rik	RIKEN cDNA 3526401B18 gene	-10.4	1.69E-05
1422542_at	Gpr34	G protein-coupled receptor 34	-10.6	0.010464566
1437631_at	Kcnip4	Kv channel interacting protein 4	-11.3	2.10E-07
1448873_at	Ocln	occludin	-11.8	8.74E-08
1452065_at	BC027127	cDNA sequence BC027127	-13.2	0.006592464
1418983_at	Cipp	channel-interacting PDZ domain protein	-17.7	5.12E-09
1436528_at	Kazald1	Kazal-type serine protease inhibitor domain 1	-18.3	2.24E-09
1424451_at	MGC29978	3-ketoacyl-CoA thiolase B	-20.1	5.33E-06
1419442_at	Matn2	matrilin 2	-20.6	3.85E-06
1452260_at	Cidec	cell death-inducing DFFA-like effector c	-20.9	1.41E-06
1435513_at	Htr2c	5-hydroxytryptamine (serotonin) receptor 2C	-23.2	2.45E-12
1416630_at	Idb3	inhibitor of DNA binding 3	-26.4	6.04E-09
1455978_a_at	Matn2	matrilin 2	-45.4	6.61E-07
1417556_at	Fabp1	fatty acid binding protein 1, liver	-48.0	4.81E-07
1448764_a_at	Fabp1	fatty acid binding protein 1, liver	-48.4	8.67E-05
