Probe Set	Identifier	LocusLink	Name	GeneOntology.txt	ProteinDomain.txt	Cytoband	Description
205326_at	NM_005856	10268	receptor (calcitonin) activity modifying protein 3	|5764|5737|5622|5623|5886|16020|15031|6810|8151|6886|5887|16021|7166|7165|7154|		|7|7p|7p13|	gb:NM_005856.1 /DEF=Homo sapiens receptor (calcitonin) activity modifying protein 3 (RAMP3), mRNA.  /FEA=mRNA /GEN=RAMP3 /PROD=receptor (calcitonin) activity modifying protein3 precursor /DB_XREF=gi:5032022 /UG=Hs.25691 receptor (calcitonin) activity mod
205327_s_at	NM_001616	92	activin A receptor, type II	|5887|5886|5622|5623|16020|16021|4674|4672|16301|3824|16773|16772|16740|4888|4872|4871|7167|7602|9582|9581|9605|7154|9628|9314|7166|7165|	|69|1064|	|2|2q|2q22|	gb:NM_001616.2 /DEF=Homo sapiens activin A receptor, type II (ACVR2), mRNA. /FEA=mRNA /GEN=ACVR2 /PROD=activin A type II receptor precursor /DB_XREF=gi:10862696 /UG=Hs.26014 activin A receptor, type II /FL=gb:NM_001616.2 gb:D31770.1
205363_at	NM_003986	8424	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	|16701|16491|3824|		|11|11p|11p14|	gb:NM_003986.1 /DEF=Homo sapiens butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 (BBOX1), mRNA.  /FEA=mRNA /GEN=BBOX1 /PROD=gamma-butyrobetaine hydroxylase /DB_XREF=gi:4502368 /UG=Hs.9667 butyrobetaine (gamma), 2-oxo
205392_s_at	NM_004166	6358	small inducible cytokine subfamily A (Cys-Cys), member 14	|5615|5576|4871|30003|6873|19725|8151|8284|8283|	|48|	|17|17q|17q11|	gb:NM_004166.1 /DEF=Homo sapiens small inducible cytokine subfamily A (Cys-Cys), member 14 (SCYA14), mRNA.  /FEA=mRNA /GEN=SCYA14 /PROD=small inducible cytokine subfamily A (Cys-Cys),member 14 /DB_XREF=gi:4759069 /UG=Hs.20144 small inducible cytokine sub
205411_at	NM_006282	6789	serine/threonine kinase 4	|6951|9266|9628|9605|7154|6950|8151|7165|6468|16310|6796|8152|6464|6411|4674|4672|16301|3824|16773|16772|16740|	|69|	|20|20q|20q11|	gb:NM_006282.1 /DEF=Homo sapiens serinethreonine kinase 4 (STK4), mRNA. /FEA=mRNA /GEN=STK4 /PROD=serinethreonine kinase 4 /DB_XREF=gi:5454095 /UG=Hs.35140 serinethreonine kinase 4 /FL=gb:U18297.1 gb:U60207.1 gb:NM_006282.1
205434_s_at	AW451954	22848	KIAA1048 protein		|69|	|2|2p|2p24|	Consensus includes gb:AW451954 /FEA=EST /DB_XREF=gi:6992730 /DB_XREF=est:UI-H-BI3-alt-h-06-0-UI.s1 /CLONE=IMAGE:3068771 /UG=Hs.135941 KIAA1048 protein /FL=gb:AB028971.1 gb:NM_014911.1
205459_s_at	NM_002518	4862	neuronal PAS domain protein 2	|3700|3677|3676|7399|7398|7397|7345|7275|	|785|989|	|2|2p|2p11|	gb:NM_002518.1 /DEF=Homo sapiens neuronal PAS domain protein 2 (NPAS2), mRNA. /FEA=mRNA /GEN=NPAS2 /PROD=neuronal PAS domain protein 2 /DB_XREF=gi:4505428 /UG=Hs.321164 neuronal PAS domain protein 2 /FL=gb:U77970.1 gb:NM_002518.1
205463_s_at	NM_002607	5154	platelet-derived growth factor alpha polypeptide	|8283|8151|7267|7154|5615|5576|8083|5102|4871|7166|7165|	|341|	|7|7p|	gb:NM_002607.1 /DEF=Homo sapiens platelet-derived growth factor alpha polypeptide (PDGFA), mRNA.  /FEA=mRNA /GEN=PDGFA /PROD=platelet-derived growth factor alphapolypeptide /DB_XREF=gi:4505678 /UG=Hs.37040 platelet-derived growth factor alpha polypeptide
205467_at	NM_001230	843	caspase 10, apoptosis-related cysteine protease	|4197|8233|16787|3824|6917|6915|8219|16265|	|1335|655|656|	|2|2q|2q33|	gb:NM_001230.1 /DEF=Homo sapiens caspase 10, apoptosis-related cysteine protease (CASP10), mRNA.  /FEA=mRNA /GEN=CASP10 /PROD=caspase 10, apoptosis-related cysteine protease /DB_XREF=gi:4502568 /UG=Hs.5353 caspase 10, apoptosis-related cysteine protease
205470_s_at	NM_006853	11012	kallikrein 11	|8233|16787|3824|	|89|	|19|19q|19q13|	gb:NM_006853.1 /DEF=Homo sapiens kallikrein 11 (KLK11), mRNA. /FEA=mRNA /GEN=KLK11 /PROD=kallikrein 11 /DB_XREF=gi:5803198 /UG=Hs.57771 kallikrein 11 /FL=gb:AB012917.1 gb:NM_006853.1 gb:AB041036.1
205483_s_at	NM_005101	9636	interferon-stimulated protein, 15 kDa		|240|	|1|1p|1p36|	gb:NM_005101.1 /DEF=Homo sapiens interferon-stimulated protein, 15 kDa (ISG15), mRNA. /FEA=mRNA /GEN=ISG15 /PROD=interferon-stimulated protein, 15 kDa /DB_XREF=gi:4826773 /UG=Hs.833 interferon-stimulated protein, 15 kDa /FL=gb:M13755.1 gb:NM_005101.1
205486_at	NM_007170	10420	testis-specific kinase 2	|4672|16301|3824|16773|16772|16740|7283|7276|7275|	|69|	|1|1p|	gb:NM_007170.1 /DEF=Homo sapiens testis-specific kinase 2 (TESK2), mRNA. /FEA=mRNA /GEN=TESK2 /PROD=testis-specific protein kinase 2 /DB_XREF=gi:6005895 /UG=Hs.8980 testis-specific kinase 2 /FL=gb:NM_007170.1
205488_at	NM_006144	3001	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)	|4252|8233|16787|3824|6955|6952|9607|9605|7154|	|89|	|5|5q|5q11|	gb:NM_006144.2 /DEF=Homo sapiens granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3) (GZMA), mRNA.  /FEA=mRNA /GEN=GZMA /PROD=granzyme A precursor /DB_XREF=gi:6996012 /UG=Hs.90708 granzyme A (granzyme 1, cytotoxic T-lymphocyte-as
205490_x_at	BF060667	2707	gap junction protein, beta 3, 31kD (connexin 31)		|29|	|1|1p|	Consensus includes gb:BF060667 /FEA=EST /DB_XREF=gi:10819565 /DB_XREF=est:7j59a07.x1 /CLONE=IMAGE:3390708 /UG=Hs.98485 gap junction protein, beta 3, 31kD (connexin 31) /FL=gb:NM_024009.1 gb:AF052692.1
205507_at	NM_014958	22899	Rho guanine exchange factor (GEF) 15		|621|	|17|17p|17p13|	gb:NM_014958.1 /DEF=Homo sapiens KIAA0915 protein (KIAA0915), mRNA. /FEA=mRNA /GEN=KIAA0915 /PROD=KIAA0915 protein /DB_XREF=gi:7662377 /UG=Hs.16714 Rho guanine exchange factor (GEF) 15 /FL=gb:AB020722.1 gb:NM_014958.1
205509_at	NM_001871	1360	carboxypeptidase B1 (tissue)	|8233|16787|3824|	|246|2244|	|3|3q|	gb:NM_001871.1 /DEF=Homo sapiens carboxypeptidase B1 (tissue) (CPB1), mRNA. /FEA=mRNA /GEN=CPB1 /PROD=pancreatic carboxypeptidase B1 precursor /DB_XREF=gi:4503002 /UG=Hs.180884 carboxypeptidase B1 (tissue) /FL=gb:NM_001871.1 gb:M81057.1
205522_at	NM_014621	3233	homeo box D4		|46|	|2|2q|2q31|	gb:NM_014621.1 /DEF=Homo sapiens homeo box D4 (HOXD4), mRNA. /FEA=mRNA /GEN=HOXD4 /PROD=homeo box D4 /DB_XREF=gi:11024701 /UG=Hs.278255 homeo box D4 /FL=gb:NM_014621.1
205538_at	NM_003389	7464	coronin, actin binding protein, 2A	|5515|5488|7242|7165|7154|	|400|	|9|9q|9q22|	gb:NM_003389.1 /DEF=Homo sapiens coronin, actin-binding protein, 2A (CORO2A), mRNA. /FEA=mRNA /GEN=CORO2A /PROD=coronin, actin-binding protein, 2A /DB_XREF=gi:4507914 /UG=Hs.44396 coronin, actin-binding protein, 2A /FL=gb:BC000010.1 gb:NM_003389.1
205543_at	NM_014278	22824	heat shock protein (hsp110 family)	|3773|3754|6951|9266|9628|9605|7154|6950|8151|	|12|	|4|4q|	gb:NM_014278.1 /DEF=Homo sapiens heat shock protein (hsp110 family) (APG-1), mRNA. /FEA=mRNA /GEN=APG-1 /PROD=heat shock protein (hsp110 family) /DB_XREF=gi:7656893 /UG=Hs.71992 heat shock protein (hsp110 family) /FL=gb:AB023421.1 gb:NM_014278.1
205545_x_at	NM_014280	22826	DnaJ (Hsp40) homolog, subfamily C, member 8		|226|	|1|	gb:NM_014280.1 /DEF=Homo sapiens splicing factor similar to dnaJ (SPF31), mRNA. /FEA=mRNA /GEN=SPF31 /PROD=splicing factor similar to dnaJ /DB_XREF=gi:7657610 /UG=Hs.74711 DnaJ (Hsp40) homolog, subfamily C, member 8 /FL=gb:AF083190.1 gb:NM_014280.1
205551_at	NM_014848	9899	synaptic vesicle protein 2B homolog		|83|	|15|15q|15q26|	gb:NM_014848.1 /DEF=Homo sapiens KIAA0735 gene product; synaptic vesicle protein 2B homolog (KIAA0735), mRNA.  /FEA=mRNA /GEN=KIAA0735 /PROD=KIAA0735 gene product; synaptic vesicle protein2B homolog /DB_XREF=gi:7662269 /UG=Hs.8071 KIAA0735 gene product;
205562_at	NM_006414	10557	ribonuclease P (38kD)	|5634|5622|5623|5730|4519|4518|16788|16787|3824|3676|4540|3723|	|1248|	|10|10p|	gb:NM_006414.1 /DEF=Homo sapiens ribonuclease P (38kD) (RPP38), mRNA. /FEA=mRNA /GEN=RPP38 /PROD=ribonuclease P (38kD) /DB_XREF=gi:5454025 /UG=Hs.94986 ribonuclease P (38kD) /FL=gb:U77664.1 gb:NM_006414.1
205572_at	NM_001147	285	angiopoietin 2	|5102|4871|7165|7154|5615|5576|8151|	|147|	|8|8p|8p23|	gb:NM_001147.1 /DEF=Homo sapiens angiopoietin 2 (ANGPT2), mRNA. /FEA=mRNA /GEN=ANGPT2 /PROD=angiopoietin 2 /DB_XREF=gi:4557314 /UG=Hs.115181 angiopoietin 2 /FL=gb:AF004327.1 gb:NM_001147.1 gb:AB009865.1
205603_s_at	NM_007309	1730	diaphanous homolog 2 (Drosophila)	|5102|4871|7292|7276|7275|16288|279|7049|8151|7148|	|2181|	|X|Xq|	gb:NM_007309.1 /DEF=Homo sapiens diaphanous (Drosophila, homolog) 2 (DIAPH2), transcript variant 12C, mRNA.  /FEA=mRNA /GEN=DIAPH2 /PROD=diaphanous 2 isoform 12C /DB_XREF=gi:6382070 /UG=Hs.226483 diaphanous (Drosophila, homolog) 2 /FL=gb:NM_007309.1
205623_at	NM_000691	218	aldehyde dehydrogenase 3 family, member A1	|5829|5737|5622|5623|6081|8152|8151|5489|5488|16903|16491|3824|5975|	|171|	|17|17p|17p11|	gb:NM_000691.1 /DEF=Homo sapiens aldehyde dehydrogenase 3 (ALDH3), mRNA. /FEA=mRNA /GEN=ALDH3 /PROD=aldehyde dehydrogenase 3 /DB_XREF=gi:4502034 /UG=Hs.575 aldehyde dehydrogenase 3 family, member A1 /FL=gb:BC004370.1 gb:M77477.1 gb:M74542.1 gb:NM_000691.
205644_s_at	NM_003096	6637	small nuclear ribonucleoprotein polypeptide G	|5681|5634|5622|5623|16070|6139|8152|8151|3734|3733|3676|	|1423|	|1|1q|1q32|	gb:NM_003096.1 /DEF=Homo sapiens small nuclear ribonucleoprotein polypeptide G (SNRPG), mRNA.  /FEA=mRNA /GEN=SNRPG /PROD=small nuclear ribonucleoprotein polypeptide G /DB_XREF=gi:4507132 /UG=Hs.77496 small nuclear ribonucleoprotein polypeptide G /FL=gb:
205646_s_at	NM_000280	5080	paired box gene 6 (aniridia, keratitis)	|9582|9581|9605|7154|9628|9314|7600|3677|3676|7456|7455|7398|7397|7345|7275|9653|3700|7399|	|46|292|	|11|11p|	gb:NM_000280.1 /DEF=Homo sapiens paired box gene 6 (aniridia, keratitis) (PAX6), mRNA. /FEA=mRNA /GEN=PAX6 /PROD=paired box gene 6, isoform a /DB_XREF=gi:4505614 /UG=Hs.89506 paired box gene 6 (aniridia, keratitis) /FL=gb:M93650.1 gb:NM_000280.1
205656_at	NM_014459	27253	protocadherin 17		|28|	|13|13q|13q14|	gb:NM_014459.1 /DEF=Homo sapiens protocadherin 17 (PCDH17), mRNA. /FEA=mRNA /GEN=PCDH17 /PROD=protocadherin 17 /DB_XREF=gi:7657446 /UG=Hs.106511 protocadherin 17 /FL=gb:AF029343.1 gb:NM_014459.1
205709_s_at	NM_001263	1040	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	|9582|9581|9605|7154|9628|9314|7600|6629|8152|8151|7165|16772|16740|3824|		|4|4q|	gb:NM_001263.1 /DEF=Homo sapiens CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 (CDS1), mRNA.  /FEA=mRNA /GEN=CDS1 /PROD=CDP-diacylglycerol synthase (phosphatidatecytidylyltransferase) 1 /DB_XREF=gi:4502756 /UG=Hs.152981 CDP-diacylgly
205726_at	NM_006729	1730	diaphanous homolog 2 (Drosophila)	|5102|4871|7292|7276|7275|16288|279|7049|8151|7148|	|2181|	|X|Xq|	gb:NM_006729.1 /DEF=Homo sapiens diaphanous (Drosophila, homolog) 2 (DIAPH2), transcript variant 156, mRNA.  /FEA=mRNA /GEN=DIAPH2 /PROD=diaphanous 2 isoform 156 /DB_XREF=gi:5803002 /UG=Hs.226483 diaphanous (Drosophila, homolog) 2 /FL=gb:NM_006729.1
205730_s_at	NM_014945	22885	KIAA0843 protein		|2209|412|	|5|5q|5q33|	gb:NM_014945.1 /DEF=Homo sapiens KIAA0843 protein (KIAA0843), mRNA. /FEA=mRNA /GEN=KIAA0843 /PROD=KIAA0843 protein /DB_XREF=gi:7662329 /UG=Hs.26777 KIAA0843 protein /FL=gb:AB020650.1 gb:NM_014945.1
205740_s_at	NM_024321	79171	hypothetical protein MGC10433		|76|	|19|19q|19q13|	gb:NM_024321.1 /DEF=Homo sapiens hypothetical protein MGC10433 (MGC10433), mRNA. /FEA=mRNA /GEN=MGC10433 /PROD=hypothetical protein MGC10433 /DB_XREF=gi:13236562 /UG=Hs.5086 hypothetical protein MGC10433 /FL=gb:BC002868.1 gb:NM_024321.1
205774_at	NM_000505	2161	coagulation factor XII (Hageman factor)	|7596|7599|7582|8233|16787|3824|3801|3793|4252|	|89|51|39|40|	|5|5q|5q33|	gb:NM_000505.2 /DEF=Homo sapiens coagulation factor XII (Hageman factor) (F12), mRNA. /FEA=mRNA /GEN=F12 /PROD=coagulation factor XII precursor /DB_XREF=gi:9961354 /UG=Hs.1321 coagulation factor XII (Hageman factor) /FL=gb:NM_000505.2
205779_at	NM_005854	10266	receptor (calcitonin) activity modifying protein 2	|5764|5737|5622|5623|5905|5886|16020|15031|6810|8151|6886|5887|16021|7166|7165|7154|		|17|17q|17q12|	gb:NM_005854.1 /DEF=Homo sapiens receptor (calcitonin) activity modifying protein 2 (RAMP2), mRNA.  /FEA=mRNA /GEN=RAMP2 /PROD=receptor (calcitonin) activity modifying protein2 precursor /DB_XREF=gi:5032020 /UG=Hs.155106 receptor (calcitonin) activity mo
205801_s_at	NM_015376	25780	KIAA0846 protein		|617|130|	|2|2p|2p25|	gb:NM_015376.1 /DEF=Homo sapiens KIAA0846 protein (KIAA0846), mRNA. /FEA=mRNA /GEN=KIAA0846 /PROD=KIAA0846 protein /DB_XREF=gi:7662333 /UG=Hs.24024 KIAA0846 protein /FL=gb:AB020653.1 gb:NM_015376.1
205812_s_at	NM_006588	27233	sulfotransferase family, cytosolic, 1C, member 2		|685|	|2|2q|2q11|	gb:NM_006588.1 /DEF=Homo sapiens sulfotransferase family, cytosolic, 1C, member 2 (SULT1C2), mRNA.  /FEA=mRNA /GEN=SULT1C2 /PROD=SULT1C sulfotransferase /DB_XREF=gi:5730070 /UG=Hs.312644 sulfotransferase family, cytosolic, 1C, member 2 /FL=gb:AF055584.1
205832_at	NM_016352	51200	carboxypeptidase A4	|8233|16787|3824|7397|7345|7275|	|246|2244|	|7|7q|	gb:NM_016352.1 /DEF=Homo sapiens carboxypeptidase A3 (LOC51200), mRNA. /FEA=mRNA /GEN=LOC51200 /PROD=carboxypeptidase A3 /DB_XREF=gi:10047105 /UG=Hs.93764 carboxypeptidase A3 /FL=gb:NM_016352.1 gb:AF095719.1
205846_at	NM_002837	5787	protein tyrosine phosphatase, receptor type, B	|5624|267|5623|6796|8152|8151|16311|6464|6411|5887|5886|5622|16020|16021|4725|4721|16791|16788|16787|3824|16302|4888|4872|4871|	|41|782|102|	|12|12q|12q15|	gb:NM_002837.1 /DEF=Homo sapiens protein tyrosine phosphatase, receptor type, B (PTPRB), mRNA.  /FEA=mRNA /GEN=PTPRB /PROD=protein tyrosine phosphatase, receptor type, B /DB_XREF=gi:4506304 /UG=Hs.123641 protein tyrosine phosphatase, receptor type, B /FL
205882_x_at	AI818488	120	adducin 3 (gamma)	|16020|5623|5200|5198|	|596|	|10|10q|10q24|	Consensus includes gb:AI818488 /FEA=EST /DB_XREF=gi:5437567 /DB_XREF=est:wk60e04.x1 /CLONE=IMAGE:2419806 /UG=Hs.324470 adducin 3 (gamma) /FL=gb:NM_016824.1
205891_at	NM_000676	136	adenosine A2b receptor	|7588|7582|7243|7242|7165|7154|165|4888|4872|4871|6968|6955|6952|9607|9605|9613|6950|8151|9611|7186|7166|5887|5886|5622|5623|16020|16021|	|1|	|17|17p|17p12|	gb:NM_000676.1 /DEF=Homo sapiens adenosine A2b receptor (ADORA2B), mRNA. /FEA=mRNA /GEN=ADORA2B /PROD=adenosine A2b receptor /DB_XREF=gi:4501950 /UG=Hs.45743 adenosine A2b receptor /FL=gb:M97759.1 gb:NM_000676.1
205950_s_at	NM_001738	759	carbonic anhydrase I	|5737|5622|5623|16835|16829|3824|	|194|	|8|8q|8q13|	gb:NM_001738.1 /DEF=Homo sapiens carbonic anhydrase I (CA1), mRNA. /FEA=mRNA /GEN=CA1 /PROD=carbonic anhydrase I /DB_XREF=gi:4502516 /UG=Hs.23118 carbonic anhydrase I /FL=gb:M33987.1 gb:NM_001738.1
205977_s_at	NM_005232	2041	EphA1	|7165|7154|5887|5886|5622|5623|16020|16021|4713|4672|16301|3824|16773|16772|16740|4888|4872|4871|	|41|69|536|1404|	|7|7q|7q32|	gb:NM_005232.1 /DEF=Homo sapiens EphA1 (EPHA1), mRNA. /FEA=mRNA /GEN=EPHA1 /PROD=EphA1 /DB_XREF=gi:4885208 /UG=Hs.89839 EphA1 /FL=gb:M18391.1 gb:NM_005232.1
205999_x_at	AF182273	1576	cytochrome P450, subfamily IIIA (niphedipine oxidase), polypeptide 4	|4497|3824|15034|19825|5488|6629|8152|8151|	|67|1735|	|7|7q|7q21|	gb:AF182273.1 /DEF=Homo sapiens cytochrome P450-3A4 (CYP3A4) mRNA, complete cds. /FEA=mRNA /GEN=CYP3A4 /PROD=cytochrome P450-3A4 /DB_XREF=gi:6470134 /UG=Hs.178738 cytochrome P450, subfamily IIIA (niphedipine oxidase), polypeptide 4 /FL=gb:NM_017460.2 gb:
206009_at	NM_002207	3680	integrin, alpha 9	|5887|5886|5622|5623|16020|16021|7155|7154|4895|5194|4888|4872|4871|	|1839|	|3|3p|3p21|	gb:NM_002207.1 /DEF=Homo sapiens integin, alpha 9 (ITGA9), mRNA. /FEA=mRNA /GEN=ITGA9 /PROD=integin, alpha 9 /DB_XREF=gi:11321594 /UG=Hs.222 integrin, alpha 9 /FL=gb:NM_002207.1 gb:D25303.1
206030_at	NM_000049	443	aspartoacylase (aminoacylase 2, Canavan disease)	|16810|16787|3824|9063|6520|6519|8152|8151|9056|9066|		|17|17p|17pter|	gb:NM_000049.1 /DEF=Homo sapiens aspartoacylase (aminoacylase 2, Canavan disease) (ASPA), mRNA.  /FEA=mRNA /GEN=ASPA /PROD=aspartoacylase (aminoacylase 2) /DB_XREF=gi:4557334 /UG=Hs.32042 aspartoacylase (aminoacylase 2, Canavan disease) /FL=gb:NM_000049.
206032_at	AI797281	1825	desmocollin 3	|7155|7154|5194|5886|5622|5623|16020|5624|267|19815|16327|30054|	|28|1049|	|18|18q|18q12|	Consensus includes gb:AI797281 /FEA=EST /DB_XREF=gi:5362753 /DB_XREF=est:we86g02.x1 /CLONE=IMAGE:2348018 /UG=Hs.41690 desmocollin 3 /FL=gb:NM_001941.2
206094_x_at	NM_001072	54578	UDP glycosyltransferase 1 family, polypeptide A6		|201|	|2|2q|	gb:NM_001072.1 /DEF=Homo sapiens UDP glycosyltransferase 1 family, polypeptide A6 (UGT1A6), mRNA.  /FEA=mRNA /GEN=UGT1A6 /PROD=UDP glycosyltransferase 1 family, polypeptideA6 /DB_XREF=gi:4507814 /UG=Hs.284239 UDP glycosyltransferase 1 family, polypeptide
206114_at	NM_004438	2043	EphA4	|7165|7154|5887|5886|5622|5623|16020|16021|4713|4672|16301|3824|16773|16772|16740|4888|4872|4871|	|69|41|1404|536|	|2|2q|2q36|	gb:NM_004438.1 /DEF=Homo sapiens EphA4 (EPHA4), mRNA. /FEA=mRNA /GEN=EPHA4 /PROD=EphA4 /DB_XREF=gi:4758279 /UG=Hs.73964 EphA4 /FL=gb:NM_004438.1 gb:L36645.1
206122_at	NM_006942	6665	SRY (sex determining region Y)-box 20	|8406|7397|7345|7275|3700|3677|3676|6355|6350|6139|8152|8151|	|505|	|17|17p|	gb:NM_006942.1 /DEF=Homo sapiens SRY (sex determining region Y)-box 20 (SOX20), mRNA. /FEA=mRNA /GEN=SOX20 /PROD=SRY (sex determining region Y)-box 20 /DB_XREF=gi:5902105 /UG=Hs.95582 SRY (sex determining region Y)-box 20 /FL=gb:BC000985.1 gb:AB006867.1
206132_at	NM_002387	4163	mutated in colorectal cancers	|4872|4871|7165|7154|		|5|5q|5q21|	gb:NM_002387.1 /DEF=Homo sapiens mutated in colorectal cancers (MCC), mRNA. /FEA=mRNA /GEN=MCC /PROD=mutated in colorectal cancers /DB_XREF=gi:4505128 /UG=Hs.1345 mutated in colorectal cancers /FL=gb:M62397.1 gb:NM_002387.1
206164_at	NM_006536	9635	chloride channel, calcium activated, family member 2	|15268|15267|5215|5887|5886|5622|5623|16020|16021|		|1|1p|1p31|	gb:NM_006536.2 /DEF=Homo sapiens chloride channel, calcium activated, family member 2 (CLCA2), mRNA.  /FEA=mRNA /GEN=CLCA2 /PROD=calcium activated chloride channel 2 precursor /DB_XREF=gi:12025665 /UG=Hs.241551 chloride channel, calcium activated, family
206165_s_at	NM_006536	9635	chloride channel, calcium activated, family member 2	|15268|15267|5215|5887|5886|5622|5623|16020|16021|		|1|1p|1p31|	gb:NM_006536.2 /DEF=Homo sapiens chloride channel, calcium activated, family member 2 (CLCA2), mRNA.  /FEA=mRNA /GEN=CLCA2 /PROD=calcium activated chloride channel 2 precursor /DB_XREF=gi:12025665 /UG=Hs.241551 chloride channel, calcium activated, family
206167_s_at	NM_001174	395	Rho GTPase activating protein 6	|5096|8047|30234|5083|5057|4871|5066|7264|7242|7165|7154|	|620|	|X|Xp|Xp22|	gb:NM_001174.2 /DEF=Homo sapiens Rho GTPase activating protein 6 (ARHGAP6), transcript variant 2, mRNA.  /FEA=mRNA /GEN=ARHGAP6 /PROD=Rho GTPase activating protein 6 isoform 2 /DB_XREF=gi:7382476 /UG=Hs.250830 Rho GTPase activating protein 6 /FL=gb:AF022
206184_at	NM_005207	1399	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	|7243|7242|7165|7154|6928|8151|4871|5066|5057|4713|4672|16301|3824|16773|16772|16740|6468|16310|6796|8152|6464|6411|7264|	|17|18|	|22|22q|22q11|	gb:NM_005207.1 /DEF=Homo sapiens v-crk avian sarcoma virus CT10 oncogene homolog-like (CRKL), mRNA.  /FEA=mRNA /GEN=CRKL /PROD=v-crk avian sarcoma virus CT10 oncogenehomolog-like /DB_XREF=gi:4885152 /UG=Hs.37078 v-crk avian sarcoma virus CT10 oncogene ho
206210_s_at	NM_000078	1071	cholesteryl ester transfer protein, plasma	|3824|5209|5198|6629|8152|8151|8202|	|1273|	|16|16q|	gb:NM_000078.1 /DEF=Homo sapiens cholesteryl ester transfer protein, plasma (CETP), mRNA.  /FEA=mRNA /GEN=CETP /PROD=cholesteryl ester transfer protein, plasmaprecursor /DB_XREF=gi:4557442 /UG=Hs.89538 cholesteryl ester transfer protein, plasma /FL=gb:M3
206256_at	NM_001308	1369	carboxypeptidase N, polypeptide 1, 50kD	|5209|5198|5615|5576|8233|16787|3824|	|246|	|10|10q|10q24|	gb:NM_001308.1 /DEF=Homo sapiens carboxypeptidase N, polypeptide 1, 50kD (CPN1), mRNA. /FEA=mRNA /GEN=CPN1 /PROD=carboxypeptidase N, polypeptide 1, 50kDprecursor /DB_XREF=gi:4503010 /UG=Hs.2246 carboxypeptidase N, polypeptide 1, 50kD /FL=gb:NM_001308.1
206283_s_at	NM_003189	6886	T-cell acute lymphocytic leukemia 1	|3677|3676|8283|8151|	|10|	|1|1p|	gb:NM_003189.1 /DEF=Homo sapiens T-cell acute lymphocytic leukemia 1 (TAL1), mRNA. /FEA=mRNA /GEN=TAL1 /PROD=T-cell acute lymphocytic leukemia 1 /DB_XREF=gi:4507362 /UG=Hs.73828 T-cell acute lymphocytic leukemia 1 /FL=gb:M29038.1 gb:NM_003189.1 gb:M61108
206324_s_at	NM_014326	23604	death-associated protein kinase 2	|5737|5622|5623|6917|6915|8219|16265|6468|16310|6796|8152|8151|6464|6411|4674|4672|16301|3824|16773|16772|16740|	|69|	|15|15q|15q21|	gb:NM_014326.1 /DEF=Homo sapiens death-associated protein kinase 2 (DAPK2), mRNA. /FEA=mRNA /GEN=DAPK2 /PROD=death-associated protein kinase 2 /DB_XREF=gi:7657004 /UG=Hs.129208 death-associated protein kinase 2 /FL=gb:AF052941.1 gb:AB018001.1 gb:NM_01432
206330_s_at	NM_016848	53358	neuronal Shc	|4871|7167|7602|9582|9581|9605|7154|9628|9314|7166|7165|7399|7398|7397|7345|7275|	|17|640|	|9|9q|9q22|	gb:NM_016848.1 /DEF=Homo sapiens neuronal Shc (SHC3), mRNA. /FEA=mRNA /GEN=SHC3 /PROD=neuronal Shc /DB_XREF=gi:8394263 /UG=Hs.151123 neuronal Shc /FL=gb:NM_016848.1
206384_at	NM_006539	10368	calcium channel, voltage-dependent, gamma subunit 3		|822|	|16|16p|16p12|	gb:NM_006539.1 /DEF=Homo sapiens calcium channel, voltage-dependent, gamma subunit 3 (CACNG3), mRNA.  /FEA=mRNA /GEN=CACNG3 /PROD=calcium channel, voltage-dependent, gammasubunit 3 /DB_XREF=gi:5729755 /UG=Hs.7235 calcium channel, voltage-dependent, gamma
206400_at	NM_002307	3963	lectin, galactoside-binding, soluble, 7 (galectin 7)	|5530|5529|30246|5488|7155|7154|5615|5576|8151|	|337|	|19|19q|19q13|	gb:NM_002307.1 /DEF=Homo sapiens lectin, galactoside-binding, soluble, 7 (galectin 7) (LGALS7), mRNA.  /FEA=mRNA /GEN=LGALS7 /PROD=galectin 7 /DB_XREF=gi:4504984 /UG=Hs.99923 lectin, galactoside-binding, soluble, 7 (galectin 7) /FL=gb:L07769.1 gb:NM_0023
206411_s_at	NM_007314	27	v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)	|5737|5622|5623|4672|16301|3824|16773|16772|16740|7165|7154|6464|6411|8152|8151|	|18|17|69|	|1|1q|1q24|	gb:NM_007314.1 /DEF=Homo sapiens v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene) (ABL2), transcript variant b, mRNA.  /FEA=mRNA /GEN=ABL2 /PROD=v-abl Abelson murine leukemia viral oncogenehomolog 2 isoform b /DB_XREF=gi
