Cluster	GeneID	Symbol	Description	Probeset(s)	GO Name
1.Inv3-c5-overlap-Panther	ENSMUSG00000021756	Il6st	interleukin 6 signal transducer	94345_at	Hematopoiesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000036390	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha	102292_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000033585	Ndn	necdin	101059_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000003873	Bax	Bcl2-associated X protein	93536_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000026965	Anapc2	anaphase promoting complex subunit 2	95128_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	94881_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000004056	Akt2	thymoma viral proto-oncogene 2	160558_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000028017	Egf	epidermal growth factor	102774_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000037664	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	95471_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000028649	Macf1	microtubule-actin crosslinking factor 1	98402_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000063015	Ccni	cyclin I	94819_f_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000027298	Tyro3	TYRO3 protein tyrosine kinase 3	96766_s_at	Cell cycle control
1.Inv3-c5-overlap-Panther	ENSMUSG00000003873	Bax	Bcl2-associated X protein	93536_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000037664	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	95471_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	94881_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000031490	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	100636_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000029534	St7	Suppression of tumorigenicity 7	160591_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000027907	S100a11	S100 calcium binding protein A11 (calizzarin)	98600_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000038525	2810037C14Rik	SVH protein	104118_at	Tumor suppressor
1.Inv3-c5-overlap-Panther	ENSMUSG00000032667	Pon2	paraoxonase 2	104378_at	Hydrolase 2
1.Inv3-c5-overlap-Panther	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93734_i_at	Hydrolase 2
1.Inv3-c5-overlap-Panther	ENSMUSG00000010095	Slc3a2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	99133_at	Hydrolase 2
1.Inv3-c5-overlap-Panther	ENSMUSG00000035896	Rnase1	ribonuclease, RNase A family, 1 (pancreatic)	98041_at	Hydrolase 2
1.Inv3-c5-overlap-Panther	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	Hydrolase 2
1.Inv3-c5-overlap-Panther	ENSMUSG00000034330	Plcg2	phospholipase C, gamma 2	103503_at	Hydrolase 2
1.Inv3-c5-overlap-Panther	ENSMUSG00000003051	Elf3	E74-like factor 3	99059_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000022892	App	amyloid beta (A4) precursor protein	93063_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000003873	Bax	Bcl2-associated X protein	93536_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000068220	Lgals1	lectin, galactose binding, soluble 1	99669_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000047945	Marcksl1	MARCKS-like 1	97203_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000006932	Ctnnb1	catenin (cadherin associated protein), beta 1	160430_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000022895	Ets2	E26 avian leukemia oncogene 2, 3’ domain	94246_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000031451	Gas6	growth arrest specific 6	99067_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000022951	Dscr1	Down syndrome critical region homolog 1 (human)	100555_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000034330	Plcg2	phospholipase C, gamma 2	103503_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000020458	Rtn4	reticulon 4	160484_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000019997	Ctgf	connective tissue growth factor	93294_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000025351	Cd63	Cd63 antigen	160493_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000031302	Nlgn3	neuroligin 3	103277_s_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000025810	Nrp1	neuropilin 1	95016_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000042363	1110067D22Rik	RIKEN cDNA 1110067D22 gene (1110067D22Rik), mRNA	160704_at	Other signaling molecule
1.Inv3-c5-overlap-Panther	ENSMUSG00000003051	Elf3	E74-like factor 3	99059_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000027852	Nras	neuroblastoma ras oncogene	94362_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000004056	Akt2	thymoma viral proto-oncogene 2	160558_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	160353_i_at|95721_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000034330	Plcg2	phospholipase C, gamma 2	103503_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000027247	Arhgap1	Rho GTPase activating protein 1	104315_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000031714	Gab1	growth factor receptor bound protein 2-associated protein 1	160714_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	PDGF signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000027852	Nras	neuroblastoma ras oncogene	94362_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000021756	Il6st	interleukin 6 signal transducer	94345_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	94881_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000004056	Akt2	thymoma viral proto-oncogene 2	160558_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	160353_i_at|95721_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000022969	Il10rb	interleukin 10 receptor, beta	99491_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	Interleukin signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000036390	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha	102292_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000031722	Hp	haptoglobin	96092_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000069515	Lzp-s	P lysozyme structural	100611_at|101753_s_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000029832	Nfe2l3	nuclear factor, erythroid derived 2, like 3	99527_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000024621	Csf1r	colony stimulating factor 1 receptor	104354_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000016024	Lbp	lipopolysaccharide binding protein	96123_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000020048	Hsp90b1	heat shock protein 90kDa beta (Grp94), member 1	160499_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000056501	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	92925_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	160353_i_at|95721_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000005672	Kit	kit oncogene	99956_at	Stress response
1.Inv3-c5-overlap-Panther	ENSMUSG00000017428	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	160305_at	Ubiquitin proteasome pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	Ubiquitin proteasome pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000005625	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	94302_at	Ubiquitin proteasome pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93734_i_at	Ubiquitin proteasome pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000003873	Bax	Bcl2-associated X protein	93536_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000026822	Lcn2	lipocalin 2	160564_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000031885	Cbfb	core binding factor beta	93546_s_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000029534	St7	Suppression of tumorigenicity 7	160591_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000022895	Ets2	E26 avian leukemia oncogene 2, 3’ domain	94246_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000009630	Ppp2cb	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	101101_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000005672	Kit	kit oncogene	99956_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000024621	Csf1r	colony stimulating factor 1 receptor	104354_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000017724	Etv4	ets variant gene 4 (E1A enhancer binding protein, E1AF)	92979_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000019433	Gipc1	GIPC PDZ domain containing family, member 1	93733_r_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000030208	Emp1	epithelial membrane protein 1	97426_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000031490	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	100636_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000027907	S100a11	S100 calcium binding protein A11 (calizzarin)	98600_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000024962	Vegfb	vascular endothelial growth factor B	103001_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000038525	2810037C14Rik	SVH protein	104118_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000027298	Tyro3	TYRO3 protein tyrosine kinase 3	96766_s_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000003051	Elf3	E74-like factor 3	99059_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000027852	Nras	neuroblastoma ras oncogene	94362_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000037664	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	95471_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	94881_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Oncogenesis
1.Inv3-c5-overlap-Panther	ENSMUSG00000047407	Tgif	TG interacting factor	101502_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000000902	Smarcb1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	96050_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000061524	Zic2	Zic finger protein of the cerebellum 2	98844_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000049606	Zfp644	zinc finger protein 644	104717_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000027067	Ssrp1	structure specific recognition protein 1	95069_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000064037	Xab1	XPA binding protein 1	103406_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000022010	Tsc22d1	TSC22 domain family, member 1	93728_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000053477	Tcf4	transcription factor 4	160483_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	mRNA transcription 3
1.Inv3-c5-overlap-Panther	ENSMUSG00000027852	Nras	neuroblastoma ras oncogene	94362_at	TGF-beta signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	TGF-beta signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000002603	Tgfb1	transforming growth factor, beta 1	101918_at	TGF-beta signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000021253	Tgfb3	transforming growth factor, beta 3	102751_at	TGF-beta signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000037035	Inhbb	inhibin beta-B	160828_at	TGF-beta signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	TGF-beta signaling pathway
1.Inv3-c5-overlap-Panther	ENSMUSG00000053317	Sec61b	Sec61 beta subunit	93548_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000002059	Rab34	RAB34, member of RAS oncogene family	160317_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000018707	Dync1h1	dynein cytoplasmic 1 heavy chain 1	97333_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000047446	Arl4a	ADP-ribosylation factor-like 4A	92805_s_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000059714	Flot1	flotillin 1	95095_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000021288	Kns2	kinesin 2	97984_i_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000025410	Dctn2	dynactin 2	94300_f_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000034789	Rab24	RAB24, member RAS oncogene family	93347_at	General vesicle transport
1.Inv3-c5-overlap-Panther	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000003051	Elf3	E74-like factor 3	99059_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000024515	Smad4	MAD homolog 4 (Drosophila)	160440_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000026536	Ifi205	interferon activated gene 205	93321_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000028163	Nfkb1	nuclear factor of kappa light chain gene enhancer in B-cells 1, p105	98427_s_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99099_at|99100_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000017724	Etv4	ets variant gene 4 (E1A enhancer binding protein, E1AF)	92979_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000029832	Nfe2l3	nuclear factor, erythroid derived 2, like 3	99527_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000004071	5730403B10Rik	RIKEN cDNA 5730403B10 gene (5730403B10Rik), mRNA	100587_f_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000027067	Ssrp1	structure specific recognition protein 1	95069_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000022895	Ets2	E26 avian leukemia oncogene 2, 3’ domain	94246_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000034957	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	98447_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000056501	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	92925_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000022974	1810007M14Rik	GC-rich sequence DNA-binding factor homolog (Fragment).	92233_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000031885	Cbfb	core binding factor beta	93546_s_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000022010	Tsc22d1	TSC22 domain family, member 1	93728_at	Other transcription factor
1.Inv3-c5-overlap-Panther	ENSMUSG00000030302	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	95324_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000037580	Gch1	GTP cyclohydrolase 1	102313_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000030630	Fah	fumarylacetoacetate hydrolase	98588_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93734_i_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000034707	Gns	glucosamine (N-acetyl)-6-sulfatase	98931_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000034424	Gcsh	glycine cleavage system protein H (aminomethyl carrier)	160385_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000007039	Ddah2	dimethylarginine dimethylaminohydrolase 2	92887_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000038776	Ephx1	epoxide hydrolase 1, microsomal	101587_at	Other hydrolase
1.Inv3-c5-overlap-Panther	ENSMUSG00000022620	Arsa	arylsulfatase A	100931_at	Other hydrolase
2.Inv3-Regulated-GO	ENSMUSG00000030516	Tjp1	tight junction protein 1	99935_at	intercellular junction assembly
2.Inv3-Regulated-GO	ENSMUSG00000007458	M6pr	mannose-6-phosphate receptor, cation dependent	92847_s_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000021477	Ctsl	cathepsin L	101963_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000016534	Lamp2	lysosomal membrane glycoprotein 2	100136_at|101590_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000028076	Cd1d1	CD1d1 antigen	101897_g_at|103422_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000024610	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	101054_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000029426	Scarb2	scavenger receptor class B, member 2	101389_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000000594	Gm2a	GM2 ganglioside activator protein	99141_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000036594	H2-Aa	histocompatibility 2, class II antigen E alpha	92866_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000007891	Ctsd	cathepsin D	93810_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000030707	Coro1a	coronin, actin binding protein 1A	96648_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000018774	Cd68	CD68 antigen	103016_s_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000005142	Man2b1	mannosidase 2, alpha B1	99562_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000021190	Lgmn	legumain	93261_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000005802	Slc30a4	solute carrier family 30 (zinc transporter), member 4	95571_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000038642	Ctss	cathepsin S	98543_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000025351	Cd63	Cd63 antigen	160493_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000022620	Arsa	arylsulfatase A	100931_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000017760	Ppgb	protective protein for beta-galactosidase	101055_at	lysosome
2.Inv3-Regulated-GO	ENSMUSG00000036322	H2-Ea	histocompatibility 2, class II antigen E alpha	102904_at	positive regulation of immune response
2.Inv3-Regulated-GO	ENSMUSG00000036594	H2-Aa	histocompatibility 2, class II antigen E alpha	92866_at	positive regulation of immune response
2.Inv3-Regulated-GO	ENSMUSG00000036322	H2-Ea	histocompatibility 2, class II antigen E alpha	102904_at	antigen presentation\, exogenous antigen
2.Inv3-Regulated-GO	ENSMUSG00000022216	Psme1	proteasome (prosome, macropain) 28 subunit, alpha	101510_at	antigen presentation\, exogenous antigen
2.Inv3-Regulated-GO	ENSMUSG00000036594	H2-Aa	histocompatibility 2, class II antigen E alpha	92866_at	antigen presentation\, exogenous antigen
2.Inv3-Regulated-GO	ENSMUSG00000007458	M6pr	mannose-6-phosphate receptor, cation dependent	92847_s_at	late endosome
2.Inv3-Regulated-GO	ENSMUSG00000028076	Cd1d1	CD1d1 antigen	101897_g_at|103422_at	late endosome
2.Inv3-Regulated-GO	ENSMUSG00000024610	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	101054_at	late endosome
2.Inv3-Regulated-GO	ENSMUSG00000018167	Stard3	START domain containing 3	95607_at	late endosome
2.Inv3-Regulated-GO	ENSMUSG00000021190	Lgmn	legumain	93261_at	late endosome
2.Inv3-Regulated-GO	ENSMUSG00000037722	Gnpnat1	glucosamine-phosphate N-acetyltransferase 1	94369_at	late endosome
2.Inv3-Regulated-GO	ENSMUSG00000016534	Lamp2	lysosomal membrane glycoprotein 2	100136_at|101590_at	late endosome
2.Inv3-Regulated-GO	ENSMUSG00000025351	Cd63	Cd63 antigen	160493_at	late endosome
