rank	accession	p-value	gene description
451	214811_at	0.027	Consensus includes gb:AB002316.1 /DEF=Human mRNA for KIAA0318 gene, partial cds. /FEA=mRNA /GEN=KIAA0318 /DB_XREF=gi:2224576 /UG=Hs.65746 KIAA0318 protein
452	216475_at	0.027	Consensus includes gb:AL133269 /DEF=Human DNA sequence from clone RP3-468K3 on chromosome 6q25-26. Contains a beta tubulin pseudogene, STSs and GSSs /FEA=CDS /DB_XREF=gi:9662888 /UG=Hs.302112 Human DNA sequence from clone RP3-468K3 on chromosome 6q25-26. Contains a beta tubulin pseudogene, STSs and GSSs
453	218018_at	0.027	Consensus includes gb:AW449022 /FEA=EST /DB_XREF=gi:6989798 /DB_XREF=est:UI-H-BI3-ake-f-11-0-UI.s1 /CLONE=IMAGE:2734220 /UG=Hs.4746 hypothetical protein FLJ21324 /FL=gb:NM_021941.1 gb:BC003651.1
454	218748_s_at	0.027	gb:NM_006544.1 /DEF=Homo sapiens SEC10 (S. cerevisiae)-like 1 (SEC10L1), mRNA. /FEA=mRNA /GEN=SEC10L1 /PROD=SEC10 (S. cerevisiae)-like 1 /DB_XREF=gi:5730036 /UG=Hs.279947 SEC10 (S. cerevisiae)-like 1 /FL=gb:U85946.1 gb:NM_006544.1
455	219639_x_at	0.027	gb:NM_020213.1 /DEF=Homo sapiens hypothetical protein from EUROIMAGE 1977056 (LOC56965), mRNA.  /FEA=mRNA /GEN=LOC56965 /PROD=hypothetical protein from EUROIMAGE 1977056 /DB_XREF=gi:9910373 /UG=Hs.315687 hypothetical protein from EUROIMAGE 1977056 /FL=gb:NM_020213.1
456	219734_at	0.027	gb:NM_017699.1 /DEF=Homo sapiens hypothetical protein FLJ20174 (FLJ20174), mRNA. /FEA=mRNA /GEN=FLJ20174 /PROD=hypothetical protein FLJ20174 /DB_XREF=gi:8923170 /UG=Hs.114556 hypothetical protein FLJ20174 /FL=gb:NM_017699.1
457	221482_s_at	0.027	gb:BC003418.1 /DEF=Homo sapiens, cyclic AMP phosphoprotein, 19 kD, clone MGC:5468, mRNA, complete cds.  /FEA=mRNA /PROD=cyclic AMP phosphoprotein, 19 kD /DB_XREF=gi:13097335 /UG=Hs.7351 cyclic AMP phosphoprotein, 19 kD /FL=gb:BC003418.1 gb:AF084555.1
458	221865_at	0.027	Consensus includes gb:BF969986 /FEA=EST /DB_XREF=gi:12337201 /DB_XREF=est:602272821F1 /CLONE=IMAGE:4360804 /UG=Hs.170226 Homo sapiens clone 23579 mRNA sequence
459	201280_s_at	0.027	gb:NM_001343.1 /DEF=Homo sapiens disabled (Drosophila) homolog 2 (mitogen-responsive phosphoprotein) (DAB2), mRNA.  /FEA=mRNA /GEN=DAB2 /PROD=disabled (Drosophila) homolog 2 /DB_XREF=gi:4503250 /UG=Hs.81988 disabled (Drosophila) homolog 2 (mitogen-responsive phosphoprotein) /FL=gb:U39050.1 gb:U53446.1 gb:BC003064.1 gb:NM_001343.1
460	207856_s_at	0.027	gb:NM_017951.1 /DEF=Homo sapiens hypothetical protein FLJ20297 (FLJ20297), mRNA. /FEA=mRNA /GEN=FLJ20297 /PROD=hypothetical protein FLJ20756 /DB_XREF=gi:13443032 /UG=Hs.94491 hypothetical protein FLJ20297 /FL=gb:NM_017951.1
461	212201_at	0.027	Consensus includes gb:AW274877 /FEA=EST /DB_XREF=gi:6661907 /DB_XREF=est:xm62a09.x1 /CLONE=IMAGE:2688760 /UG=Hs.100729 KIAA0692 protein
462	219658_at	0.027	gb:NM_024754.1 /DEF=Homo sapiens hypothetical protein FLJ12598 (FLJ12598), mRNA. /FEA=mRNA /GEN=FLJ12598 /PROD=hypothetical protein FLJ12598 /DB_XREF=gi:13376085 /UG=Hs.126906 hypothetical protein FLJ12598 /FL=gb:NM_024754.1
463	210951_x_at	0.027	gb:AF125393.1 /DEF=Homo sapiens Rab27 isoform mRNA, complete cds. /FEA=mRNA /PROD=Rab27 isoform /DB_XREF=gi:5410356 /UG=Hs.50477 RAB27A, member RAS oncogene family /FL=gb:AF125393.1
464	221763_at	0.027	Consensus includes gb:AI694023 /FEA=EST /DB_XREF=gi:4971363 /DB_XREF=est:wd13h03.x1 /CLONE=IMAGE:2328053 /UG=Hs.6685 thyroid hormone receptor interactor 8
465	215135_at	0.027	Consensus includes gb:AI690583 /FEA=EST /DB_XREF=gi:4901885 /DB_XREF=est:tq02b05.x1 /CLONE=IMAGE:2207601 /UG=Hs.258551 aspartyl aminopeptidase
466	201844_s_at	0.027	Consensus includes gb:W84482 /FEA=EST /DB_XREF=gi:1395613 /DB_XREF=est:zd89h07.s1 /CLONE=IMAGE:356701 /UG=Hs.7910 RING1 and YY1 binding protein /FL=gb:AF179286.1 gb:AB029551.1 gb:NM_012234.1
467	211300_s_at	0.027	gb:K03199.1 /DEF=Human p53 cellular tumor antigen mRNA, complete cds. /FEA=mRNA /GEN=TP53 /DB_XREF=gi:189478 /UG=Hs.1846 tumor protein p53 (Li-Fraumeni syndrome) /FL=gb:K03199.1
468	216799_at	0.027	Consensus includes gb:AL442084.1 /DEF=Homo sapiens mRNA; cDNA DKFZp547G044 (from clone DKFZp547G044). /FEA=mRNA /DB_XREF=gi:10241763 /UG=Hs.306924 Homo sapiens mRNA; cDNA DKFZp547G044 (from clone DKFZp547G044)
469	202144_s_at	0.027	gb:NM_000026.1 /DEF=Homo sapiens adenylosuccinate lyase (ADSL), mRNA. /FEA=mRNA /GEN=ADSL /PROD=adenylosuccinate lyase /DB_XREF=gi:4557268 /UG=Hs.75527 adenylosuccinate lyase /FL=gb:AF067853.1 gb:NM_000026.1
470	218597_s_at	0.027	gb:NM_018464.1 /DEF=Homo sapiens uncharacterized hematopoietic stemprogenitor cells protein MDS029 (MDS029), mRNA.  /FEA=mRNA /GEN=MDS029 /PROD=uncharacterized hematopoietic stemprogenitorcells protein MDS029 /DB_XREF=gi:8923929 /UG=Hs.43549 uncharacterized hematopoietic stemprogenitor cells protein MDS029 /FL=gb:AF220049.1 gb:NM_018464.1
471	215380_s_at	0.027	Consensus includes gb:AK021779.1 /DEF=Homo sapiens cDNA FLJ11717 fis, clone HEMBA1005241. /FEA=mRNA /DB_XREF=gi:10433033 /UG=Hs.288649 hypothetical protein MGC3077
472	218375_at	0.027	gb:NM_024047.1 /DEF=Homo sapiens hypothetical protein MGC3037 (MGC3037), mRNA. /FEA=mRNA /GEN=MGC3037 /PROD=hypothetical protein MGC3037 /DB_XREF=gi:13129009 /UG=Hs.301789 hypothetical protein MGC3037 /FL=gb:BC000542.1 gb:NM_024047.1
473	218419_s_at	0.027	gb:NM_024107.1 /DEF=Homo sapiens hypothetical protein MGC3123 (MGC3123), mRNA. /FEA=mRNA /GEN=MGC3123 /PROD=hypothetical protein MGC3123 /DB_XREF=gi:13129117 /UG=Hs.288600 hypothetical protein MGC3123 /FL=gb:BC001792.1 gb:NM_024107.1
474	219623_at	0.027	gb:NM_024855.1 /DEF=Homo sapiens hypothetical protein FLJ12785 (FLJ12785), mRNA. /FEA=mRNA /GEN=FLJ12785 /PROD=hypothetical protein FLJ12785 /DB_XREF=gi:13376281 /UG=Hs.192742 hypothetical protein FLJ12785 /FL=gb:NM_024855.1
475	202933_s_at	0.028	gb:NM_005433.1 /DEF=Homo sapiens v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 (YES1), mRNA.  /FEA=mRNA /GEN=YES1 /PROD=v-yes-1 Yamaguchi sarcoma viral oncogene homolog1 /DB_XREF=gi:4885660 /UG=Hs.194148 v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 /FL=gb:NM_005433.1
476	212496_s_at	0.028	Consensus includes gb:BE256900 /FEA=EST /DB_XREF=gi:9127367 /DB_XREF=est:601112063F1 /CLONE=IMAGE:3352887 /UG=Hs.301011 KIAA0876 protein
477	214170_x_at	0.028	Consensus includes gb:AA669797 /FEA=EST /DB_XREF=gi:2631296 /DB_XREF=est:ag36c01.s1 /CLONE=IMAGE:1118880 /UG=Hs.75653 fumarate hydratase
478	219854_at	0.028	gb:NM_021030.1 /DEF=Homo sapiens zinc finger protein 14 (KOX 6) (ZNF14), mRNA. /FEA=mRNA /GEN=ZNF14 /PROD=zinc finger protein 14 (KOX 6) /DB_XREF=gi:11139306 /UG=Hs.197219 zinc finger protein 14 (KOX 6) /FL=gb:NM_021030.1 gb:AB021644.1
479	221261_x_at	0.028	gb:NM_030801.1 /DEF=Homo sapiens MAGE1 protein (MAGE1), mRNA. /FEA=mRNA /GEN=MAGE1 /PROD=MAGE1 protein /DB_XREF=gi:13540587 /FL=gb:NM_030801.1
480	221295_at	0.028	gb:NM_001279.1 /DEF=Homo sapiens cell death-inducing DFFA-like effector a (CIDEA), mRNA.  /FEA=CDS /GEN=CIDEA /PROD=cell death-inducing DFFA-like effector a /DB_XREF=gi:4557464 /UG=Hs.249129 cell death-inducing DFFA-like effector a /FL=gb:AF041378.1 gb:NM_001279.1
481	221726_at	0.028	Consensus includes gb:BE250348 /FEA=EST /DB_XREF=gi:9120458 /DB_XREF=est:600943342T1 /CLONE=IMAGE:2959811 /UG=Hs.326249 Homo sapiens mRNA; cDNA DKFZp586E0524 (from clone DKFZp586E0524)
482	213024_at	0.028	Consensus includes gb:BF593908 /FEA=EST /DB_XREF=gi:11686232 /DB_XREF=est:nab48b03.x1 /CLONE=IMAGE:3268948 /UG=Hs.267632 TATA element modulatory factor 1 /FL=gb:L01042.1 gb:NM_007114.1
483	220865_s_at	0.028	gb:NM_014317.2 /DEF=Homo sapiens trans-prenyltransferase (TPT), mRNA. /FEA=mRNA /GEN=TPT /PROD=trans-prenyltransferase /DB_XREF=gi:11863164 /UG=Hs.279865 trans-prenyltransferase /FL=gb:NM_014317.2 gb:AF118395.1
484	202845_s_at	0.028	gb:NM_006788.1 /DEF=Homo sapiens ralA binding protein 1 (RALBP1), mRNA. /FEA=mRNA /GEN=RALBP1 /PROD=ralA binding protein 1 /DB_XREF=gi:5803144 /UG=Hs.75447 ralA binding protein 1 /FL=gb:NM_006788.1 gb:L42542.1
485	213189_at	0.028	Consensus includes gb:BE966695 /FEA=EST /DB_XREF=gi:11772380 /DB_XREF=est:601661385R1 /CLONE=IMAGE:3916148 /UG=Hs.23294 ESTs, Weakly similar to T15138 hypothetical protein T28F2.4 - Caenorhabditis elegans C.elegans
486	201923_at	0.028	gb:NM_006406.1 /DEF=Homo sapiens thioredoxin peroxidase (antioxidant enzyme) (AOE372), mRNA.  /FEA=mRNA /GEN=AOE372 /PROD=thioredoxin peroxidase /DB_XREF=gi:5453548 /UG=Hs.83383 thioredoxin peroxidase (antioxidant enzyme) /FL=gb:BC003609.1 gb:NM_006406.1 gb:U25182.1
487	212202_s_at	0.028	Consensus includes gb:BG493972 /FEA=EST /DB_XREF=gi:13455486 /DB_XREF=est:602542252F1 /CLONE=IMAGE:4673316 /UG=Hs.16492 DKFZP564G2022 protein
488	206011_at	0.028	Consensus includes gb:AI719655 /FEA=EST /DB_XREF=gi:5036911 /DB_XREF=est:at14e10.x1 /CLONE=IMAGE:2355114 /UG=Hs.2490 caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase) /FL=gb:NM_001223.1 gb:U13697.1
489	201695_s_at	0.028	gb:NM_000270.1 /DEF=Homo sapiens nucleoside phosphorylase (NP), mRNA. /FEA=mRNA /GEN=NP /PROD=purine nucleoside phosphorylase /DB_XREF=gi:4557800 /UG=Hs.75514 nucleoside phosphorylase /FL=gb:NM_000270.1
490	202231_at	0.028	gb:NM_006360.1 /DEF=Homo sapiens dendritic cell protein (GA17), mRNA. /FEA=mRNA /GEN=GA17 /PROD=dendritic cell protein /DB_XREF=gi:5453653 /UG=Hs.69469 dendritic cell protein /FL=gb:AF277183.1 gb:AF064603.1 gb:NM_006360.1
491	201317_s_at	0.028	gb:NM_002787.1 /DEF=Homo sapiens proteasome (prosome, macropain) subunit, alpha type, 2 (PSMA2), mRNA.  /FEA=mRNA /GEN=PSMA2 /PROD=proteasome (prosome, macropain) subunit, alphatype, 2 /DB_XREF=gi:4506180 /UG=Hs.181309 proteasome (prosome, macropain) subunit, alpha type, 2 /FL=gb:NM_002787.1
492	200755_s_at	0.029	Consensus includes gb:BF939365 /FEA=EST /DB_XREF=gi:12356685 /DB_XREF=est:nad87h04.x1 /CLONE=IMAGE:3410551 /UG=Hs.7753 calumenin /FL=gb:U67280.1 gb:AF013759.1 gb:NM_001219.2
493	204034_at	0.029	gb:NM_014297.1 /DEF=Homo sapiens protein expressed in thyroid (YF13H12), mRNA. /FEA=mRNA /GEN=YF13H12 /PROD=protein expressed in thyroid /DB_XREF=gi:7657686 /UG=Hs.7486 protein expressed in thyroid /FL=gb:NM_014297.1
494	216944_s_at	0.029	Consensus includes gb:U23850.1 /DEF=Human inositol 1,4,5 trisphosphate receptor type 1 mRNA, partial cds.  /FEA=mRNA /DB_XREF=gi:915324 /UG=Hs.198443 inositol 1,4,5-triphosphate receptor, type 1
495	211995_x_at	0.029	Consensus includes gb:AL567820 /FEA=EST /DB_XREF=gi:12921560 /DB_XREF=est:AL567820 /CLONE=CS0DF033YD24 (3 prime) /UG=Hs.14376 actin, gamma 1
496	212573_at	0.03	Consensus includes gb:AF131747.1 /DEF=Homo sapiens clone 24951 mRNA sequence. /FEA=mRNA /DB_XREF=gi:4406562 /UG=Hs.167115 KIAA0830 protein
497	216342_x_at	0.03	Consensus includes gb:AL121916 /DEF=Human DNA sequence from clone RP1-189G13 on chromosome 20. Contains an RPL7A (60S ribosomal protein L7A) (SURF3) pseudogene, part of an RPS4 (40S ribosomal protein S4) pseudogene, ESTs, STSs and GSSs /FEA=CDS_2 /DB_XREF=gi:7406639 /UG=Hs.283838 Human DNA sequence from clone RP1-189G13 on chromosome 20. Contains an RPL7A (60S ribosomal protein L7A) (SURF3) pseudogene, part of an RPS4 (40S ribosomal protein S4) pseudogene, ESTs, STSs and GSSs
498	208787_at	0.03	gb:BC003375.1 /DEF=Homo sapiens, mitochondrial ribosomal protein L3, clone MGC:5219, mRNA, complete cds.  /FEA=mRNA /PROD=mitochondrial ribosomal protein L3 /DB_XREF=gi:13097224 /UG=Hs.79086 mitochondrial ribosomal protein L3 /FL=gb:BC003375.1 gb:NM_007208.1
499	221235_s_at	0.03	gb:NM_030825.1 /DEF=Homo sapiens hypothetical protein FLJ22294 (FLJ22294), mRNA. /FEA=mRNA /GEN=FLJ22294 /PROD=hypothetical protein FLJ22294 /DB_XREF=gi:13540497 /FL=gb:NM_030825.1
500	205885_s_at	0.03	gb:L12002.1 /DEF=Human integrin alpha 4 subunit mRNA, complete cds. /FEA=mRNA /GEN=ITGA4 /PROD=integrin alpha 4 subunit /DB_XREF=gi:903743 /UG=Hs.40034 integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) /FL=gb:NM_000885.2 gb:L12002.1
501	212243_at	0.03	Consensus includes gb:BE645501 /FEA=EST /DB_XREF=gi:9969812 /DB_XREF=est:7e71d06.x1 /CLONE=IMAGE:3287915 /UG=Hs.6283 DKFZP586F1918 protein
502	207564_x_at	0.03	gb:NM_003605.2 /DEF=Homo sapiens O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) (OGT), mRNA.  /FEA=mRNA /GEN=OGT /PROD=O-linked GlcNAc transferase /DB_XREF=gi:6006036 /UG=Hs.100293 O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) /FL=gb:U77413.1 gb:NM_003605.2
503	202530_at	0.03	gb:NM_001315.1 /DEF=Homo sapiens mitogen-activated protein kinase 14 (MAPK14), mRNA. /FEA=mRNA /GEN=MAPK14 /PROD=mitogen-activated protein kinase 14 /DB_XREF=gi:4503068 /UG=Hs.79107 mitogen-activated protein kinase 14 /FL=gb:NM_001315.1 gb:L35263.1
504	200843_s_at	0.03	gb:NM_004446.1 /DEF=Homo sapiens glutamyl-prolyl-tRNA synthetase (EPRS), mRNA. /FEA=mRNA /GEN=EPRS /PROD=glutamyl-prolyl tRNA synthetase /DB_XREF=gi:4758293 /UG=Hs.55921 glutamyl-prolyl-tRNA synthetase /FL=gb:NM_004446.1
505	200602_at	0.031	gb:NM_000484.1 /DEF=Homo sapiens amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease) (APP), mRNA.  /FEA=mRNA /GEN=APP /PROD=amyloid beta (A4) precursor protein (proteasenexin-II, Alzheimer disease) /DB_XREF=gi:4502166 /UG=Hs.177486 amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease) /FL=gb:NM_000484.1
506	200846_s_at	0.031	gb:NM_002708.1 /DEF=Homo sapiens protein phosphatase 1, catalytic subunit, alpha isoform (PPP1CA), mRNA.  /FEA=mRNA /GEN=PPP1CA /PROD=protein phosphatase 1, catalytic subunit, alphaisoform /DB_XREF=gi:4506002 /UG=Hs.183994 protein phosphatase 1, catalytic subunit, alpha isoform /FL=gb:BC001888.1 gb:BC004482.1 gb:M63960.1 gb:NM_002708.1
507	202861_at	0.031	gb:NM_002616.1 /DEF=Homo sapiens period (Drosophila) homolog 1 (PER1), mRNA. /FEA=mRNA /GEN=PER1 /PROD=period 1 /DB_XREF=gi:4505712 /UG=Hs.68398 period (Drosophila) homolog 1 /FL=gb:AF022991.1 gb:AB002107.1 gb:NM_002616.1
508	212861_at	0.031	Consensus includes gb:BF690150 /FEA=EST /DB_XREF=gi:11975558 /DB_XREF=est:602186478T1 /CLONE=IMAGE:4298635 /UG=Hs.19210 ESTs
509	213260_at	0.031	Consensus includes gb:AU145890 /FEA=EST /DB_XREF=gi:11007411 /DB_XREF=est:AU145890 /CLONE=HEMBA1006158 /UG=Hs.284186 forkhead box C1 /FL=gb:NM_001453.1
510	216373_at	0.031	Consensus includes gb:AF189251.1 /DEF=Homo sapiens cytomegalovirus partial fusion receptor mRNA, partial cds.  /FEA=mRNA /PROD=cytomegalovirus partial fusion receptor /DB_XREF=gi:6760349 /UG=Hs.283927 Homo sapiens cytomegalovirus partial fusion receptor mRNA, partial cds
511	218825_at	0.031	gb:NM_016215.1 /DEF=Homo sapiens NEU1 protein (LOC51162), mRNA. /FEA=mRNA /GEN=LOC51162 /PROD=NEU1 protein /DB_XREF=gi:7705888 /UG=Hs.91481 NEU1 protein /FL=gb:AL512735.1 gb:AF186111.1 gb:NM_016215.1
512	220856_x_at	0.031	gb:NM_014128.1 /DEF=Homo sapiens PRO0470 protein (PRO0470), mRNA. /FEA=mRNA /GEN=PRO0470 /PROD=PRO0470 protein /DB_XREF=gi:7662555 /UG=Hs.278937 PRO0470 protein /FL=gb:AF090928.1 gb:NM_014128.1
513	221689_s_at	0.031	gb:AB035745.1 /DEF=Homo sapiens mRNA for DSCR5b, complete cds. /FEA=mRNA /GEN=DSCR5b /PROD=DSCR5b /DB_XREF=gi:7798596 /UG=Hs.66493 Down syndrome critical region gene 5 /FL=gb:AB035745.1 gb:AB037163.1 gb:AF237812.1
514	207563_s_at	0.031	gb:U77413.1 /DEF=Human O-linked GlcNAc transferase mRNA, complete cds. /FEA=mRNA /PROD=O-linked GlcNAc transferase /DB_XREF=gi:2266993 /UG=Hs.100293 O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) /FL=gb:U77413.1 gb:NM_003605.2
515	202932_at	0.031	gb:NM_005433.1 /DEF=Homo sapiens v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 (YES1), mRNA.  /FEA=mRNA /GEN=YES1 /PROD=v-yes-1 Yamaguchi sarcoma viral oncogene homolog1 /DB_XREF=gi:4885660 /UG=Hs.194148 v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 /FL=gb:NM_005433.1
516	219283_at	0.031	gb:NM_014158.1 /DEF=Homo sapiens HSPC067 protein (HSPC067), mRNA. /FEA=mRNA /GEN=HSPC067 /PROD=HSPC067 protein /DB_XREF=gi:7661771 /UG=Hs.279938 HSPC067 protein /FL=gb:AF161552.1 gb:NM_014158.1
517	202732_at	0.031	gb:NM_007066.1 /DEF=Homo sapiens protein kinase (cAMP-dependent, catalytic) inhibitor gamma (PKIG), mRNA.  /FEA=mRNA /GEN=PKIG /PROD=protein kinase (cAMP-dependent, catalytic)inhibitor gamma /DB_XREF=gi:5902019 /UG=Hs.3407 protein kinase (cAMP-dependent, catalytic) inhibitor gamma /FL=gb:AB019517.1 gb:AF182032.1 gb:NM_007066.1
518	212492_s_at	0.031	Consensus includes gb:AW237172 /FEA=EST /DB_XREF=gi:6569561 /DB_XREF=est:xm66e04.x1 /CLONE=IMAGE:2689182 /UG=Hs.301011 KIAA0876 protein
519	218024_at	0.031	gb:NM_016098.1 /DEF=Homo sapiens HSPC040 protein (LOC51660), mRNA. /FEA=mRNA /GEN=LOC51660 /PROD=HSPC040 protein /DB_XREF=gi:7706368 /UG=Hs.108725 HSPC040 protein /FL=gb:AF275811.1 gb:BC000810.1 gb:AF151887.1 gb:AF125101.1 gb:NM_016098.1
520	220619_at	0.031	gb:NM_017783.1 /DEF=Homo sapiens hypothetical protein FLJ20357 (FLJ20357), mRNA. /FEA=mRNA /GEN=FLJ20357 /PROD=hypothetical protein FLJ20361 /DB_XREF=gi:11034826 /UG=Hs.105461 hypothetical protein FLJ20357 /FL=gb:NM_017783.1
521	204479_at	0.031	gb:NM_012383.1 /DEF=Homo sapiens osteoclast stimulating factor 1 (OSTF1), mRNA. /FEA=mRNA /GEN=OSTF1 /PROD=osteoclast stimulating factor 1 /DB_XREF=gi:6912563 /UG=Hs.95821 osteoclast stimulating factor 1 /FL=gb:U63717.1 gb:NM_012383.1
522	208822_s_at	0.031	gb:U18321.1 /DEF=Human ionizing radiation resistance conferring protein mRNA, complete cds.  /FEA=mRNA /PROD=ionizing radiation resistance conferringprotein /DB_XREF=gi:603763 /UG=Hs.159627 death associated protein 3 /FL=gb:U18321.1
523	204120_s_at	0.032	gb:NM_001123.1 /DEF=Homo sapiens adenosine kinase (ADK), transcript variant ADK-short, mRNA.  /FEA=mRNA /GEN=ADK /PROD=adenosine kinase, isoform a /DB_XREF=gi:4501942 /UG=Hs.94382 adenosine kinase /FL=gb:U50196.1 gb:BC003568.1 gb:U90339.1 gb:NM_001123.1
524	209570_s_at	0.032	gb:BC001745.1 /DEF=Homo sapiens, clone MGC:3328, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:3328) /DB_XREF=gi:12804640 /UG=Hs.79404 neuron-specific protein /FL=gb:BC001745.1 gb:NM_014392.1
525	212296_at	0.032	Consensus includes gb:NM_005805.1 /DEF=Homo sapiens 26S proteasome-associated pad1 homolog (POH1), mRNA. /FEA=CDS /GEN=POH1 /PROD=26S proteasome-associated pad1 homolog /DB_XREF=gi:5031980 /UG=Hs.178761 26S proteasome-associated pad1 homolog /FL=gb:U86782.1 gb:NM_005805.1
526	216849_at	0.032	Consensus includes gb:AL080233.1 /DEF=Homo sapiens mRNA; cDNA DKFZp586L111 (from clone DKFZp586L111). /FEA=mRNA /DB_XREF=gi:5262726 /UG=Hs.326580 Homo sapiens mRNA; cDNA DKFZp586L111 (from clone DKFZp586L111)
527	212726_at	0.032	Consensus includes gb:AB014562.1 /DEF=Homo sapiens mRNA for KIAA0662 protein, partial cds. /FEA=mRNA /GEN=KIAA0662 /PROD=KIAA0662 protein /DB_XREF=gi:3327137 /UG=Hs.93868 KIAA0662 gene product
528	211456_x_at	0.032	gb:AF333388.1 /DEF=Homo sapiens metallothionein 1H-like protein mRNA, complete cds. /FEA=mRNA /PROD=metallothionein 1H-like protein /DB_XREF=gi:13310411 /UG=Hs.326774 Homo sapiens metallothionein 1H-like protein mRNA, complete cds /FL=gb:AF333388.1
529	35436_at	0.032	Cluster Incl. L06147:Human (clone SY11) golgin-95 mRNA, complete cds /cds=(18,1880) /gb=L06147 /gi=306781 /ug=Hs.169055 /len=2067
530	215051_x_at	0.032	Consensus includes gb:BF213829 /FEA=EST /DB_XREF=gi:11107415 /DB_XREF=est:601848003F1 /CLONE=IMAGE:4078849 /UG=Hs.76364 allograft inflammatory factor 1
531	201087_at	0.032	gb:NM_002859.1 /DEF=Homo sapiens paxillin (PXN), mRNA. /FEA=mRNA /GEN=PXN /PROD=paxillin /DB_XREF=gi:4506344 /UG=Hs.102497 paxillin /FL=gb:NM_002859.1 gb:U14588.1
532	201530_x_at	0.033	gb:NM_001416.1 /DEF=Homo sapiens eukaryotic translation initiation factor 4A, isoform 1 (EIF4A1), mRNA.  /FEA=mRNA /GEN=EIF4A1 /PROD=eukaryotic translation initiation factor 4A,isoform 1 /DB_XREF=gi:4503528 /UG=Hs.129673 eukaryotic translation initiation factor 4A, isoform 1 /FL=gb:NM_001416.1
533	210665_at	0.033	gb:AF021834.1 /DEF=Homo sapiens tissue factor pathway inhibitor beta (TFPIbeta) mRNA, complete cds.  /FEA=mRNA /GEN=TFPIbeta /PROD=tissue factor pathway inhibitor beta /DB_XREF=gi:4103170 /UG=Hs.170279 tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor) /FL=gb:AF021834.1
534	218517_at	0.033	gb:NM_024900.1 /DEF=Homo sapiens hypothetical protein FLJ22479 (FLJ22479), mRNA. /FEA=mRNA /GEN=FLJ22479 /PROD=hypothetical protein FLJ22479 /DB_XREF=gi:13376356 /UG=Hs.238246 hypothetical protein FLJ22479 /FL=gb:NM_024900.1
535	203358_s_at	0.033	gb:NM_004456.1 /DEF=Homo sapiens enhancer of zeste (Drosophila) homolog 2 (EZH2), mRNA. /FEA=mRNA /GEN=EZH2 /PROD=enhancer of zeste (Drosophila) homolog 2 /DB_XREF=gi:4758323 /UG=Hs.77256 enhancer of zeste (Drosophila) homolog 2 /FL=gb:U61145.1 gb:NM_004456.1
536	206626_x_at	0.033	gb:BC001003.2 /DEF=Homo sapiens, synovial sarcoma, X breakpoint 1, clone MGC:5162, mRNA, complete cds.  /FEA=mRNA /PROD=synovial sarcoma, X breakpoint 1 /DB_XREF=gi:12803043 /UG=Hs.194759 synovial sarcoma, X breakpoint 1 /FL=gb:BC001003.2 gb:NM_005635.1
537	212157_at	0.033	Consensus includes gb:BE048514 /FEA=EST /DB_XREF=gi:8365567 /DB_XREF=est:hr50a03.x1 /CLONE=IMAGE:3131884 /UG=Hs.1501 syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)
538	218077_s_at	0.033	Consensus includes gb:BE542551 /FEA=EST /DB_XREF=gi:9771196 /DB_XREF=est:601063935F1 /CLONE=IMAGE:3450249 /UG=Hs.14896 DHHC1 protein /FL=gb:AF247703.1 gb:NM_016598.1
539	206182_at	0.033	gb:NM_003435.1 /DEF=Homo sapiens zinc finger protein 134 (clone pHZ-15) (ZNF134), mRNA. /FEA=mRNA /GEN=ZNF134 /PROD=zinc finger protein 134 (clone pHZ-15) /DB_XREF=gi:4507982 /UG=Hs.357 zinc finger protein 134 (clone pHZ-15) /FL=gb:NM_003435.1 gb:U09412.1
540	207753_at	0.033	gb:NM_020657.1 /DEF=Homo sapiens zinc finger protein 304 (ZNF304), mRNA. /FEA=mRNA /GEN=ZNF304 /PROD=zinc finger protein 304 /DB_XREF=gi:10190695 /UG=Hs.287374 zinc finger protein 304 /FL=gb:NM_020657.1
541	215017_s_at	0.033	Consensus includes gb:AW270932 /FEA=EST /DB_XREF=gi:6657962 /DB_XREF=est:xs06c12.x1 /CLONE=IMAGE:2768854 /UG=Hs.239681 hypothetical protein FLJ20275
542	208820_at	0.033	Consensus includes gb:AL037339 /FEA=EST /DB_XREF=gi:5406748 /DB_XREF=est:DKFZp564F1271_s1 /CLONE=DKFZp564F1271 /UG=Hs.740 PTK2 protein tyrosine kinase 2 /FL=gb:L13616.1
