Fisher score	Gene symbol	Gene name	Reporter	Accession number
0.624057882	FLJ20507	Hypothetical protein FLJ20507	H200014951	NM_017849
0.623142061	G6PD	Glucose-6-phosphate dehydrogenase	H200006741	NM_000402
0.620473814	RPL29	Ribosomal protein L29	H200020487	NM_000992
0.619974744	STXBP1	Syntaxin binding protein 1	H200015656	NM_003165
0.618372112	MMP1	Matrix metalloproteinase 1 (interstitial collagenase)	H200007011	NM_002421
0.617606017	THUMPD1	THUMP domain containing 1	H200016634	NM_017736
0.616725512	CHST7	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	H200013275	NM_019886
0.614595497	UBQLN3	Ubiquilin 3	H200014426	NM_017481
0.614207147	KCNJ2	Potassium inwardly-rectifying channel, subfamily J, member 2	H200000404	AF153820
0.613825168	ZNF533	Zinc finger protein 533	H200001197	AK057999
0.613438671	MEF2A	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)	H200008575	NM_005587
0.612040836	KRTHB2	Keratin, hair, basic, 2	H200013121	NM_033033
0.611593925	F8	Coagulation factor VIII, procoagulant component (hemophilia A)	H200006669	NM_000132
0.61151377	KCNJ10	Potassium inwardly-rectifying channel, subfamily J, member 10	H200005622	NM_002241
0.611453024	POLR2A	Polymerase (R) II (D directed) polypeptide A, 220kDa	H200008001	NM_000937
0.609897129	EMP1	Epithelial membrane protein 1	H200006680	NM_001423
0.609822588	UBL3	Ubiquitin-like 3	H200008110	NM_007106
0.609538392	KIAA1688	KIAA1688 protein	H200011389	AB051475
0.608155879	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	H200003318	NM_030769
0.606957177	PPP2R5B	Protein phosphatase 2, regulatory subunit B (B56), beta isoform	H200006028	NM_006244
0.606944479	TTBK1	Tau tubulin kinase 1	H200019979	AB058758
0.606916108	GPRC5B	G protein-coupled receptor, family C, group 5, member B	H200015788	NM_016235
0.606058884	NSBP1	Nucleosomal binding protein 1	H200017606	NM_030763
0.603811441	PDLIM2	PDZ and LIM domain 2 (mystique)	H200002826	AK024498
0.602942409	FLJ90119	Hypothetical protein FLJ90119	H200003099	BC017073
0.60187132	SLC24A5	Solute carrier family 24, member 5	H200001268	AK021664
0.601290561	CSNK1E	Casein kinase 1, epsilon	H200006710	NM_001894
0.599649858	IMP-1	IGF-II mR-binding protein 1	H200003436	AK022784
0.599269926	SP8	Sp8 transcription factor	H200014721	AK056857
0.598583943	PRAF2	PRA1 domain family 2	H200003933	NM_007213
0.598545566	TIF1	Transcriptional intermediary factor 1	H200014229	NM_003852
0.598503041	ZNF35	Zinc finger protein 35 (clone HF.10)	H200009321	NM_003420
0.598295033	CA14	Carbonic anhydrase XIV	H200015539	NM_012113
0.597957141	MGC52000	CXYorf1-related protein	H200020431	BC015400
0.596887225	MYBL2	V-myb myeloblastosis viral oncogene homolog (avian)-like 2	H200008371	NM_002466
0.595774241	CAPNS1	Calpain, small subunit 1	H200005945	NM_001749
0.594807494	PTK2	PTK2 protein tyrosine kinase 2	H200018553	AK025089
0.594216624	SOCS5	Suppressor of cytokine signaling 5	H200007866	NM_014011
0.594081675	NBL1	Neuroblastoma, suppression of tumorigenicity 1	H200006281	NM_005380
0.593858016	OCIAD2	OCIA domain containing 2	H300009373	NM_152398
0.593827766	C20orf152	Chromosome 20 open reading frame 152	H200013592	AK057454
0.592367489	ZNF205	Zinc finger protein 205	H200002229	NM_003456
0.592335394	PACSIN1	Protein kinase C and casein kinase substrate in neurons 1	H200001235	AB037800
0.5914542	SON	SON D binding protein	H200010554	NM_003103
0.589120275	C1orf29	Chromosome 1 open reading frame 29	H200006112	NM_006820
0.588535051	SPHK1	Sphingosine kinase 1	H200005643	NM_021972
0.588496377	SOX17	SRY (sex determining region Y)-box 17	H200010846	NM_022454
0.588026592	SEC6L1	SEC6-like 1 (S. cerevisiae)	H200011528	AK023178
0.586401464	ZFYVE28	Zinc finger, FYVE domain containing 28	H200015867	AB046863
0.585586087	RAB33A	RAB33A, member RAS oncogene family	H200005219	NM_004794
0.585530196	CHRNE	Cholinergic receptor, nicotinic, epsilon polypeptide	H200017251	NM_000080
0.585435343	PARVA	Parvin, alpha	H200004666	NM_018222
0.58479337	EXOSC6	Exosome component 6	H200019393	AK024276
0.584266074	KRTAP4-14	Keratin associated protein 4-14	H200018719	NM_033059
0.584264691	SYT3	Synaptotagmin III	H200005590	NM_032298
0.577436733	KIAA1542	CTD-binding SR-like protein rA9	H200012902	AB040975
0.576467743	ZNF425	Zinc finger protein 425	H200004117	AK056498
0.574308799	SSX3	Synovial sarcoma, X breakpoint 3	H200008340	NM_021014
0.574201596	FLJ20245	Hypothetical protein FLJ20245	H200007855	NM_017723
0.572282231	SSBP4	Single stranded D binding protein 4	H200019108	NM_032627
0.570369444	SLC26A6	Solute carrier family 26, member 6	H200009870	NM_022911
0.568595131	CACNG7	Calcium channel, voltage-dependent, gamma subunit 7	H200019246	NM_031896
0.567253052	KRT15	Keratin 15	H200006754	NM_002275
0.566373803	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	H200006538	NM_001677
0.562025926	SLC7A8	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	H200003204	NM_012244
0.561390722	RHOD	Ras homolog gene family, member D	H200002449	NM_014578
0.560687292	TNFRSF1A	Tumor necrosis factor receptor superfamily, member 1A	H200000045	NM_001065
0.560372997	DKFZp434J0	Hypothetical gene DKFZp434J0226	H200013600	AL137376
0.558574997	ITM2C	Integral membrane protein 2C	H200011762	NM_030926
0.557184325	DKFZP761H1	Hypothetical protein DKFZp761H1710	H200002800	NM_031297
0.557072768	FOXH1	Forkhead box H1	H200007409	NM_003923
0.554701926	RGPR	Regucalcin gene promotor region related protein	H200009571	AB067515
0.55442176	DUSP1	Dual specificity phosphatase 1	H200007984	NM_004417
0.551836801	FLJ10375	Hypothetical protein FLJ10375	H200018928	NM_018075
0.55081007	GFPT2	Glutamine-fructose-6-phosphate transaminase 2	H200003997	NM_005110
0.550575934	MGC11324	Hypothetical protein MGC11324	H200010948	NM_032717
0.550151102	PDZK4	PDZ domain containing 4	H200010552	BC002606
0.548096848	AOAH	Acyloxyacyl hydrolase (neutrophil)	H200006953	NM_001637
0.547695887	CRSP6	Cofactor required for Sp1 transcriptional activation, subunit 6, 77kDa	H200003175	NM_004268
0.547497989	RAB40A	RAB40A, member RAS oncogene family	H200003770	AK056859
0.546509795	FLJ32859	Hypothetical protein FLJ32859	H200021141	AK057421
0.54627485	OSBPL1A	Oxysterol binding protein-like 1A	H200016330	NM_018030
0.54596859	SH3BP4	SH3-domain binding protein 4	H200002667	NM_014521
0.543837152	BCL2	B-cell CLL/lymphoma 2	H200007969	AK022111
0.542537614	pp9099	PH domain-containing protein	H200001375	BC008744
0.541715712	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	H200016239	NM_006855
0.541330185	ZNF302	Zinc finger protein 302	H200012552	NM_018675
0.540335552	TLE1	Transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	H200017102	AK000144
0.540112478	PBEF1	Pre-B-cell colony enhancing factor 1	H200015643	NM_005746
0.53938625	CUL5	Cullin 5	H200011113	NM_003478
0.537655419	C14orf58	Chromosome 14 open reading frame 58	H200016602	NM_017791
0.537175895	FLJ14281	Hypothetical protein FLJ14281	H200016584	NM_024920
0.536398963	ATF7IP2	Activating transcription factor 7 interacting protein 2	H200009025	NM_024997
0.535238299	EDNRA	Endothelin receptor type A	H200006270	NM_001957
0.534516398	LOC90288	Hypothetical protein LOC90288	H200020707	AK057281
0.533421096	USP9Y	Ubiquitin specific protease 9, Y-linked (fat facets-like, Drosophila)	H200021319	AK057605
0.533285387	HP	Haptoglobin	H200006243	AK055872
0.532367998	SENP5	SUMO1/sentrin specific protease 5	H200002508	AL049229
0.531452817	BAZ2B	Bromodomain adjacent to zinc finger domain, 2B	H200001645	NM_013450
0.527669484	FZD2	Frizzled homolog 2 (Drosophila)	H200006824	NM_001466
0.527136329	INPP5F	Inositol polyphosphate-5-phosphatase F	H200005045	NM_014937
0.525954235	TPO	Thyroid peroxidase	H200000522	NM_000547
0.525710809	MAP3K7IP1	Mitogen-activated protein kinase kinase kinase 7 interacting protein 1	H200004119	AY007145
0.524661375	RPL24	Ribosomal protein L24	H200014296	NM_000986
0.523181373	SOX15	SRY (sex determining region Y)-box 15	H200010702	NM_006942
0.522754107	CPEB4	Cytoplasmic polyadenylation element binding protein 4	H200010023	AB051460
0.522674529	FLJ12525	Hypothetical protein FLJ12525	H200018976	NM_031206
0.522639536	PPEF2	Protein phosphatase, EF hand calcium-binding domain 2	H200014574	NM_006239
0.521777768	FADS3	Fatty acid desaturase 3	H200003069	NM_021727
0.520820773	C10orf4	Chromosome 10 open reading frame 4	H200021306	BC018007
0.520454248	XPC	Xeroderma pigmentosum, complementation group C	H200000088	NM_004628
0.520022454	FLJ11267	Hypothetical protein FLJ11267	H200007632	NM_019607
0.518083695	SLC2A6	Solute carrier family 2 (facilitated glucose transporter), member 6	H200015812	NM_017585
0.517770953	ZNF23	Zinc finger protein 19 (KOX 12)	H200005177	BC007256
0.515845037	CAMSAP1	Calmodulin regulated spectrin-associated protein 1	H200014318	BC012778
0.514289162	NOS2A	Nitric oxide synthase 2A (inducible, hepatocytes)	H200014591	NM_000625
0.511778647	CLDN3	Claudin 3	H200003547	NM_001306
0.510959027	ZNF521	Zinc finger protein 521	H200003689	AK027354
0.510110881	RAB1B	RAB1B, member RAS oncogene family	H200009926	NM_030981
0.50889273	SPOCK	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)	H200010560	NM_004598
0.507393281	HIPK1	Homeodomain interacting protein kinase 1	H200002094	AB014530
0.505728375	CBS	Cystathionine-beta-synthase	H200007092	NM_000071
0.504209621	PPP1R16A	Protein phosphatase 1, regulatory (inhibitor) subunit 16A	H200002081	NM_032902
0.503185151	RPL37A	Ribosomal protein L37a	H200009667	AK023419
0.50287533	FLJ11286	Hypothetical protein FLJ11286	H200002077	NM_018381
0.499938661	TNFAIP1	Tumor necrosis factor, alpha-induced protein 1 (endothelial)	H200006250	NM_021137
0.499020195	ZNF539	Zinc finger protein 539	H200010198	NM_004876
0.498652287	FLJ22955	Hypothetical protein FLJ22955	H200014473	AK022223
0.498123282	Bles03	Basophilic leukemia expressed protein BLES03	H200010597	NM_031450
0.497597249	ARHGAP9	Rho GTPase activating protein 9	H200002851	NM_032496
0.496228475	GLTSCR2	Glioma tumor suppressor candidate region gene 2	H200019203	AK024486
0.493250477	HSU79303	Protein predicted by clone 23882	H200006944	NM_013301
0.491664371	BCAT2	Branched chain aminotransferase 2, mitochondrial	H200018460	AK023909
0.490678507	DAB1	Disabled homolog 1 (Drosophila)	H200020063	NM_021080
0.490309328	F10	Coagulation factor X	H200004859	NM_000504
0.48888189	SC65	Synaptonemal complex protein SC65	H200015019	NM_006455
0.488855289	DTNB	Dystrobrevin, beta	H200002280	NM_033147
0.487496422	MN7	D15F37 (pseudogene)	H200008876	AF041080
0.48549629	TUBB4	Tubulin, beta, 4	H200007390	NM_006086
0.485418613	LOC92659	Hypothetical protein BC009233	H200019816	BC009233
0.482331173	STK17B	Serine/threonine kinase 17b (apoptosis-inducing)	H200012272	NM_004226
0.48020817	GGCX	Gamma-glutamyl carboxylase	H200006439	NM_000821
0.479655648	BRD3	Bromodomain containing 3	H200010202	NM_007371
0.478212996	FLJ38973	Hypothetical protein FLJ38973	H300003393	NM_153689
0.477206103	HIF1A	Hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	H200014761	NM_001530
0.47456067	GUK1	Guanylate kinase 1	H200000828	NM_000858
0.474160811	INSIG2	Insulin induced gene 2	H200001357	AK021692
0.472319506	FBXL3	F-box and leucine-rich repeat protein 3	H200001452	NM_012158
0.467913576	USP22	Ubiquitin specific protease 22	H200002059	AB028986
0.467570007	RAMP1	Receptor (calcitonin) activity modifying protein 1	H200004209	NM_005855
0.467153424	SIAT7B	Sialyltransferase 7 ((alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase) B	H200009233	NM_006456
0.463637173	RECQL5	RecQ protein-like 5	H300022765	NM_004259
0.461449002	CTSF	Cathepsin F	H200002015	NM_003793
0.458970592	HIST1H2AC	Histone 1, H2ac	H200003862	NM_003512
0.458527523	WASL	Wiskott-Aldrich syndrome-like	H200007897	AK023554
0.458038178	KIAA1109	KIAA1109	H200001261	AB029032
0.457858024	FLJ22795	Similar to hypothetical protein FLJ90297	H200009251	NM_025084
0.457564843	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	H200017597	AF113129
0.457190564	RNF39	Ring finger protein 39	H200016709	NM_025236
0.456322046	C7orf26	Chromosome 7 open reading frame 26	H200006814	NM_024067
0.456240285	MGC4170	MGC4170 protein	H200001349	AB033034
0.455337367	ALS2CR13	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13	H200017782	AK025007
0.455208807	ARL4A	ADP-ribosylation factor-like 4A	H200014917	NM_005738
0.452937553	MMP3	Matrix metalloproteinase 3 (stromelysin 1, progelatinase)	H200007019	NM_002422
0.452568502	SLC25A23	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	H200019619	NM_024103
0.447407542	ACSL5	Acyl-CoA synthetase long-chain family member 5	H200002021	NM_016234
0.44669978	BCKDK	Branched chain alpha-ketoacid dehydrogenase kinase	H200002920	NM_005881
0.446459505	ZMYM1	Zinc finger, MYM domain containing 1	H200013242	NM_024772
0.444818706	PBX2	Pre-B-cell leukemia transcription factor 2	H200010599	NM_002586
0.442550822	SDCCAG1	Serologically defined colon cancer antigen 1	H300022416	NM_004713
0.44057106	HIST1H2BM	Histone 1, H2bm	H200008590	NM_003521
0.438723219	MSI2	Musashi homolog 2 (Drosophila)	H200008120	BC001526
0.438050929	FLJ31528	Hypothetical protein FLJ31528	H200005608	AK056090
0.437547328	CDKN1A	Cyclin-dependent kinase inhibitor 1A (p21, Cip1)	H200008365	NM_000389
0.435997073	C20orf6	Chromosome 20 open reading frame 6	H200010294	AK022670
0.433007856	MIA	Melanoma inhibitory activity	H200017462	NM_006533
0.432756278	ZFP64	Zinc finger protein 64 homolog (mouse)	H200013558	NM_018197
0.427264196	UQCRB	Ubiquinol-cytochrome c reductase binding protein	H200012944	NM_006294
0.426868459	LOC144438	Hypothetical protein LOC144438	H200010539	AK002085
0.426765449	LASS4	LAG1 longevity assurance homolog 4 (S. cerevisiae)	H200002041	NM_024552
0.426169672	FLJ11029	Hypothetical protein FLJ11029	H200017101	NM_018304
0.424736792	HPS6	Hermansky-Pudlak syndrome 6	H200012540	BC011594
0.421041515	OCSP	Oculospanin	H200015034	NM_031945
0.417834047	COL1A2	Collagen, type I, alpha 2	H200008357	NM_000089
0.417746818	FLJ23749	Hypothetical protein FLJ23749	H200008411	BC004538
0.415948592	ELMO3	Engulfment and cell motility 3 (ced-12 homolog, C. elegans)	H200011402	NM_024712
0.415351369	RPL26	Ribosomal protein L26	H200010485	NM_000987
0.413191038	SNCB	Synuclein, beta	H200010424	NM_003085
0.412605083	AMPH	Amphiphysin (Stiff-Man syndrome with breast cancer 128kDa autoantigen)	H200008102	NM_001635
0.412305428	PPP1R3C	Protein phosphatase 1, regulatory (inhibitor) subunit 3C	H200018157	BC012625
0.411546492	E2F3	E2F transcription factor 3	H200000305	NM_001949
0.411291792	ARMCX1	Armadillo repeat containing, X-linked 1	H200001823	NM_016608
0.410603597	PCDHB12	Protocadherin beta 12	H200017693	NM_018932
0.410470898	RGS5	Regulator of G-protein signalling 5	H200003460	NM_003617
0.409289083	gm117	Gm117	H200003612	AK024939
0.409208046	SNX10	Sorting nexin 10	H200011433	NM_013322
0.408246555	PIP3-E	Phosphoinositide-binding protein PIP3-E	H200014340	AB007863
0.408098352	DBP	D site of albumin promoter (albumin D-box) binding protein	H200014066	NM_001352
0.407841791	FOXA1	Forkhead box A1	H200009895	NM_004496
0.405453148	FIBCD1	Fibrinogen C domain containing 1	H200013483	NM_032843
0.405181589	DUSP2	Dual specificity phosphatase 2	H200000304	NM_004418
0.404139188	PCSK6	Proprotein convertase subtilisin/kexin type 6	H200007939	NM_002570
0.403804655	SOX9	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	H200000590	NM_000346
0.403011785	C9orf65	Chromosome 9 open reading frame 65	H300010031	NM_138818
0.402579316	CCNL1	Cyclin L1	H200000937	NM_020307
0.40238058	FRMD4B	FERM domain containing 4B	H200010740	AB023230
0.401064855	SARDH	Sarcosine dehydrogenase	H200014778	AF095735
0.397931723	JMJD1C	Jumonji domain containing 1C	H200001284	AB037801
0.396930446	FLJ31300	Hypothetical protein FLJ31300	H200019302	AK055862
0.394845417	UGT2B7	UDP glycosyltransferase 2 family, polypeptide B7	H200001902	NM_001074
0.394665466	LOC89944	Hypothetical protein BC008326	H200009593	BC008326
0.392230375	HUMPPA	Paraneoplastic antigen	H200006504	L02867
0.391622488	YPEL1	Yippee-like 1 (Drosophila)	H200005756	NM_013313
0.390921151	ADSSL1	Adenylosuccinate synthase like 1	H200020530	AK054648
0.389309653	VAMP5	Vesicle-associated membrane protein 5 (myobrevin)	H200005984	NM_006634
0.387245291	ZNF580	Zinc finger protein 580	H200010644	NM_016202
0.387063501	SOCS4	Suppressor of cytokine signaling 4	H200020437	AK056685
0.385831683	GP1BB	Glycoprotein Ib (platelet), beta polypeptide	H200017802	L20860
0.385624056	DKFZp434N0	Hypothetical protein DKFZp434N035	H200011513	NM_032262
0.384234864	HCK	Hemopoietic cell kinase	H200010349	NM_002110
0.384203212	FLJ14213	Hypothetical protein FLJ14213	H200008672	NM_024841
0.384134635	MARK3	MAP/microtubule affinity-regulating kinase 3	H200008076	NM_002376
0.383598948	FRS3	Fibroblast growth factor receptor substrate 3	H200014609	NM_006653
0.383003059	RPS24	Ribosomal protein S24	H200008435	NM_033022
0.3806587	LOC56931	Hypothetical protein from EUROIMAGE 1967720	H200008797	AL365411
0.379175268	GPR108	G protein-coupled receptor 108	H200007738	AL365404
0.3764247	PTDSR	Phosphatidylserine receptor	H200005797	AB011157
0.373834284	DLL1	Delta-like 1 (Drosophila)	H200016212	NM_005618
0.372742238	LOC153561	Hypothetical LOC389295	H200004735	AY007114
0.372376313	RPL38	Ribosomal protein L38	H200000517	NM_000999
0.369920579	GAK	Cyclin G associated kinase	H200013861	NM_005255
0.369917488	LOC92691	Hypothetical protein BC008604	H200019733	BC008604
0.369803711	LOC124245	Hypothetical protein BC001584	H200010595	AK056632
0.36682645	SAH	SA hypertension-associated homolog (rat)	H200008530	NM_005622
0.364079179	LRRC1	Leucine rich repeat containing 1	H200004289	NM_018214
0.363369632	GSN	Gelsolin (amyloidosis, Finnish type)	H200009501	NM_000177
0.357833406	KRT13	Keratin 13	H200005912	NM_002274
0.356676463	ARL6IP4	ADP-ribosylation-like factor 6 interacting protein 4	H200011252	NM_016638
0.356115292	ARTN	Artemin	H200014653	NM_057091
0.354247592	STC2	Stanniocalcin 2	H200014049	AK027663
0.352750661	PGC	Progastricsin (pepsinogen C)	H200000478	NM_002630
0.352170811	TGDS	TDP-glucose 4,6-dehydratase	H200002124	NM_014305
0.352031239	CNR1	Cannabinoid receptor 1 (brain)	H200006007	NM_016083
0.35169057	FLJ13448	Hypothetical protein FLJ13448	H200009419	NM_025147
0.344884486	CPNE7	Copine VII	H200013551	NM_014427
0.340915994	H3F3B	H3 histone, family 3B (H3.3B)	H200008476	AF218029
0.340304583	MRPL51	Mitochondrial ribosomal protein L51	H200005187	NM_016497
0.335851061	BTBD14A	BTB (POZ) domain containing 14A	H200012069	BC015649
0.334295939	ZDHHC14	Zinc finger, DHHC domain containing 14	H200009531	BC008978
0.329778772	LIPE	Lipase, hormone-sensitive	H200010696	NM_005357
