Unigene	Gene name	Description	Map	Avg tumor/avg mucosa
Hs.436578	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F (POLR2F), mRNA.	22q13.1	2.108359133
Hs.47062	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa (POLR2I), mRNA.	19q12	1.705722071
Hs.433879	POLR2J2	DNA directed RNA polymerase II polypeptide J-related gene (POLR2J2), transcript variant 3, mRNA.	7q11.22	2.103975535
Hs.354056	POR	P450 (cytochrome) oxidoreductase (POR), mRNA.	7q11.2	2.104438642
Hs.503709	PORIMIN	pro-oncosis receptor inducing membrane injury gene (PORIMIN), mRNA.	11q22.1	2.579335793
Hs.493649	POU2F1	POU domain, class 2, transcription factor 1 (POU2F1), mRNA.	1q22-q23	1.874263261
Hs.437403	PP	pyrophosphatase (inorganic) (PP), mRNA.	10q11.1-q24	2.222741433
	PP3501	Hypothetical protein PP3501		1.460966543
Hs.493164	PP3856	similar to CG3714 gene product (PP3856), mRNA.	8q24.3	2.154897494
Hs.465506	PPAP2C	phosphatidic acid phosphatase type 2C, transcript variant 2	19p13	2.236453202
Hs.444157	PPHLN1	Periphilin 1	12q12	0.478712871
Hs.356331	PPIA	peptidylprolyl isomerase A (cyclophilin A) (PPIA), transcript variant 1, mRNA.	7p13-p11.2	2.196969697
Hs.434937	PPIB	peptidylprolyl isomerase B (cyclophilin B) (PPIB), mRNA.	15q21-q22	2.364285714
Hs.381072	PPIF	peptidylprolyl isomerase F (cyclophilin F) (PPIF), nuclear gene encoding mitochondrial protein, mRNA.	10q22-q23	2.59
Hs.17883	PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform (PPM1G), transcript variant 2, mRNA.	2p23.3	1.658476658
	PPP1R14BP1	Protein phosphatase 1, regulatory (inhibitor) subunit 14B pseudogene 1		3.081871345
Hs.533474	PPP1R8	Protein phosphatase 1, regulatory (inhibitor) subunit 8	1p35	0.677388836
Hs.491440	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform (PPP2CB), transcript variant 1, mRNA.	8p12	0.502656748
Hs.467192	PPP2R1A	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform (PPP2R1A), mRNA.	19q13.41	2.466165414
Hs.435512	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha) (PPP3CA), mRNA.	4q21-q24	2.518883415
Hs.534338	PPP4C	protein phosphatase 4 (formerly X), catalytic subunit (PPP4C), mRNA.	16p12-16p11	1.922885572
	PPP4R2	Protein phosphatase 4 regulatory subunit 2		1.857142857
Hs.73031	PRB3	proline-rich protein BstNI subfamily 3 (PRB3), mRNA.	12p13.2	1.681547619
Hs.436023	PRDM1	PR domain containing 1, with ZNF domain, transcript variant 2	6q21-q22.1	2.02359882
Hs.432121	PRDX2	Peroxiredoxin 2	19p13.2	2.5
Hs.280342	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) (PRKAR1A), transcript variant 1, mRNA.	17q23-q24	1.88185654
Hs.446240	PRKCBP1	protein kinase C binding protein 1 (PRKCBP1), transcript variant 3, mRNA.	20q13.12	2.444444444
Hs.512640	PRKCSH	protein kinase C substrate 80K-H (PRKCSH), transcript variant 2, mRNA.	19p13.2	2.36453202
Hs.491682	PRKDC	protein kinase, DNA-activated, catalytic polypeptide (PRKDC), mRNA.	8q11	3.177419355
	PRO0514	PRO0514 protein		1.666003976
	PRO1316	Hypothetical protein PRO1316		0.442008768
Hs.370927	PRO1855	hypothetical protein PRO1855 (PRO1855), mRNA.	17q21.33	2.013377926
Hs.528665	PROK2	prokineticin 2 (PROK2), mRNA.	3p21.1	2.372093023
Hs.94790	ProSAPiP2	ProSAPiP2 protein	17q21.32	1.585845347
Hs.502705	PRP19	PRP19/PSO4 homolog (S. cerevisiae)	11q12.2	2.150887574
Hs.11776	PRPF3	PRP3 pre-mRNA processing factor 3 homolog (yeast) (PRPF3), mRNA.	1q21.1	1.648111332
Hs.159014	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast) (PRPF4B), transcript variant 1, mRNA.	6p25.2	0.604663487
Hs.35101	PRRG2	proline rich Gla (G-carboxyglutamic acid) 2 (PRRG2), mRNA.	19q13.33	1.807153966
Hs.350265	PRSS15	Protease, serine, 15	19p13.2	2.456647399
Hs.232165	PRV1	polycythemia rubra vera 1 (PRV1), mRNA.	19q13.2	0.133718396
Hs.523004	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy) (PSAP), mRNA.	10q21-q22	2.02739726
Hs.170944	PSCD4	pleckstrin homology, Sec7 and coiled-coil domains 4 (PSCD4), mRNA.	22q12.3-q13.1	1.881386861
Hs.102798	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1 (PSMA1), transcript variant 2, mRNA.	11p15.1	2.600790514
Hs.368121	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3 (PSMA3), transcript variant 2, mRNA.	14q23	2.644859813
Hs.485246	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5 (PSMA5), mRNA.	1p13	1.972972973
Hs.446260	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6 (PSMA6), mRNA.	14q13	2.047272727
Hs.233952	PSMA7	Proteasome (prosome, macropain) subunit, alpha type, 7	20q13.33	2.353211009
Hs.82793	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3 (PSMB3), mRNA.	17q12	2.020477816
Hs.89545	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4 (PSMB4), mRNA.	1q21	1.848888889
Hs.422990	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5 (PSMB5), mRNA.	14q11.2	2.061068702
Hs.213470	PSMB7	proteasome (prosome, macropain) subunit, beta type, 7 (PSMB7), mRNA.	9q34.11-q34.12	1.878947368
Hs.180062	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional protease 7) (PSMB8), transcript variant 2, mRNA.	6p21.3	2.151866152
Hs.211594	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4 (PSMC4), transcript variant 2, mRNA.	19q13.11-q13.13	1.877805486
Hs.369125	PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14 (PSMD14), mRNA.	2q24.2	1.786026201
Hs.12970	PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 (PSMD3), mRNA.	17q21.1	1.752
Hs.505059	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 (PSMD4), transcript variant 1, mRNA.	1q21.2	1.70464135
Hs.78466	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 (PSMD8), mRNA.	19q13.2	1.854077253
Hs.75348	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) (PSME1), transcript variant 1, mRNA.	14q11.2	1.866336634
Hs.434081	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta) (PSME2), mRNA.	14q11.2	2.016509434
Hs.152978	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki) (PSME3), transcript variant 1, mRNA.	17q21	1.76146789
Hs.172550	PTBP1	polypyrimidine tract binding protein 1 (PTBP1), transcript variant 4, mRNA.	19p13.3	2.795180723
Hs.157351	PTD004	GTP-binding protein PTD004 (PTD004), transcript variant 1, mRNA.	2q31.1	3.181434599
Hs.108969	PTD008	PTD008 protein (PTD008), mRNA.	19p13.13	1.918518519
Hs.495219	PTGES2	prostaglandin E synthase 2 (PTGES2), transcript variant 4, mRNA.	9q34.11	1.594076655
Hs.89626	PTHLH	parathyroid hormone-like hormone (PTHLH), transcript variant 3, mRNA.	12p12.1-p11.2	1.840646651
Hs.395482	PTK2	PTK2 protein tyrosine kinase 2 (PTK2), transcript variant 2, mRNA.	8q24-qter	1.916030534
Hs.459927	PTMA	prothymosin, alpha (gene sequence 28) (PTMA), mRNA.	2q35-q36	2.246153846
Hs.43666	PTP4A3	protein tyrosine phosphatase type IVA, member 3 (PTP4A3), transcript variant 2, mRNA.	8q24.3	2.458984375
Hs.506852	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1) (PTPN11), mRNA.	12q24	1.976623377
Hs.507295	PUS1	pseudouridylate synthase 1 (PUS1), mRNA.	12q24.33	2.157281553
Hs.171844	PVR	poliovirus receptor (PVR), mRNA.	19q13.2	2.023474178
Hs.492490	PVRL4	poliovirus receptor-related 4 (PVRL4), mRNA.	1q22-q23.2	2.427876823
Hs.279529	PX19	px19-like protein (PX19), mRNA.	5q35.3	1.727011494
Hs.190544	PXK	PX domain containing serine/threonine kinase (PXK), mRNA.	3p14.3	2.286821705
Hs.437966	PXMP3	peroxisomal membrane protein 3, 35kDa (Zellweger syndrome) (PXMP3), mRNA.	8q21.1	1.5140625
Hs.499094	PYCARD	PYD and CARD domain containing (PYCARD), transcript variant 3, mRNA.	16p12-p11.2	2.994818653
Hs.458332	PYCR1	pyrroline-5-carboxylate reductase 1 (PYCR1), transcript variant 2, mRNA.	17q25.3	1.757281553
Hs.165186	PYCRL	pyrroline-5-carboxylate reductase-like (PYCRL), mRNA.	8q24.3	2.847457627
Hs.533597	PYGO2	pygopus homolog 2 (Drosophila) (PYGO2), mRNA.	1q22	1.99382716
Hs.157195	PYY2	peptide YY, 2 (seminalplasmin) (PYY2), mRNA.	17q11	1.699346405
Hs.406917	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 (QRSL1), mRNA.	6q21	1.429355281
Hs.323084	QTRT1	queuine tRNA-ribosyltransferase 1 (tRNA-guanine transglycosylase) (QTRT1), mRNA.	19p13.3	2.384223919
Hs.531642	RAB11FIP3	RAB11 family interacting protein 3 (class II) (RAB11FIP3), mRNA.	16p13.3	1.451043339
Hs.529044	RAB22A	RAB22A, member RAS oncogene family (RAB22A), mRNA.	20q13.32	1.981238274
Hs.524788	RAB35	RAB35, member RAS oncogene family (RAB35), mRNA.	12q24.31	1.3671875
Hs.351413	RAB37	RAB37, member RAS oncogene family	17q25.1	1.88372093
Hs.283148	RAB38	RAB38, member RAS oncogene family (RAB38), mRNA.	11q14	2.131336406
Hs.482173	RAB3C	RAB3C, member RAS oncogene family (RAB3C), mRNA.	5q13	1.581613508
Hs.19012	RAB9P40	Rab9 effector p40 (RAB9P40), mRNA.	9q33.3	0.69057971
Hs.377992	RABGGTA	Rab geranylgeranyltransferase, alpha subunit (RABGGTA), transcript variant 1, mRNA.	14q11.2	1.928237129
Hs.16184	RAD17	RAD17 homolog (S. pombe) (RAD17), transcript variant 4, mRNA.	5q13	2.023157895
Hs.375684	RAD18	RAD18 homolog (S. cerevisiae) (RAD18), mRNA.	3p25-p24	0.495268139
Hs.440960	RAD23A	RAD23 homolog A (S. cerevisiae) (RAD23A), mRNA.	19p13.2	1.874226804
Hs.125244	RAD51L3	RAD51-like 3 (S. cerevisiae) (RAD51L3), transcript variant 4, mRNA.	17q11	0.503896104
Hs.136947	RALY	RNA binding protein (autoantigenic, hnRNP-associated with lethal yellow) (RALY), transcript variant 1, mRNA.	20q11.21-q11.23	2.356568365
Hs.10842	RAN	RAN, member RAS oncogene family (RAN), mRNA.	12q24.3	1.974248927
Hs.24763	RANBP1	RAN binding protein 1 (RANBP1), mRNA.	22q11.21	2.033149171
Hs.531752	RANBP3	RAN binding protein 3 (RANBP3), transcript variant RANBP3-a, mRNA.	19p13.3	1.944954128
Hs.306242	RANBP9	RAN binding protein 9 (RANBP9), mRNA.	6p23	1.947916667
Hs.549121	RAP140	retinoblastoma-associated protein 140 (RAP140), mRNA.	3p14.3	0.510356255
Hs.127897	RAPGEF1	Rap guanine nucleotide exchange factor (GEF) 1 (RAPGEF1), transcript variant 1, mRNA.	9q34.3	0.546308725
Hs.535499	RARA	retinoic acid receptor, alpha (RARA), mRNA.	17q21	0.616058394
Hs.408528	RB1	retinoblastoma 1 (including osteosarcoma) (RB1), mRNA.	13q14.2	0.437216339
Hs.148078	RBAF600	Retinoblastoma-associated factor 600	1p36.13	1.840840841
Hs.16003	RBBP4	retinoblastoma binding protein 4 (RBBP4), mRNA.	1p35.1	0.380296069
Hs.188553	RBBP6	retinoblastoma binding protein 6 (RBBP6), transcript variant 1, mRNA.	16p12.2	0.584080717
Hs.269990	RBED1	RNA binding motif and ELMO domain 1 (RBED1), mRNA.	2p11.2	2.634210526
Hs.269990	RBED1	RNA binding motif and ELMO domain 1	2p11.2	1.916492693
Hs.401509	RBM10	RNA binding motif protein 10 (RBM10), transcript variant 1, mRNA.	Xp11.23	1.705202312
Hs.77135	RBM13	RNA binding motif protein 13 (RBM13), mRNA.	8p12	0.35154827
Hs.11170	RBM14	RNA binding motif protein 14 (RBM14), mRNA.	11q13.2	1.622015915
Hs.498548	RBM17	RNA binding motif protein 17 (RBM17), mRNA.	10p15.1	1.736607143
Hs.415842	RBM18	RNA binding motif protein 18	9q33.2	0.597178683
Hs.301404	RBM3	RNA binding motif (RNP1, RRM) protein 3 (RBM3), mRNA.	Xp11.2	2.67768595
Hs.75682	RCD-8	autoantigen (RCD-8), mRNA.	16q22.1	0.411989796
Hs.97887	RCN1	reticulocalbin 1, EF-hand calcium binding domain (RCN1), mRNA.	11p13	2.179856115
Hs.300684	RCP9	calcitonin gene-related peptide-receptor component protein (RCP9), mRNA.	7q11.21	1.828431373
Hs.172914	RDH5	retinol dehydrogenase 5 (11-cis and 9-cis) (RDH5), mRNA.	12q13-q14	0.599213041
Hs.521289	REPIN1	replication initiator 1 (REPIN1), transcript variant 1, mRNA.	7q36.1	3.241935484
Hs.463041	RERE	Arginine-glutamic acid dipeptide (RE) repeats	1p36.1-p36.2	0.615944667
Hs.506989	RFC5	Replication factor C (activator 1) 5, 36.5kDa	12q24.2-q24.3	2.168253968
Hs.77510	RFWD3	Ring finger and WD repeat domain 3	16q22.3	1.859649123
Hs.497148	RGL1	ral guanine nucleotide dissociation stimulator-like 1 (RGL1), mRNA.	1q25.3	0.537661257
Hs.497220	RGS13	regulator of G-protein signalling 13 (RGS13), transcript variant 2, mRNA.	1q31.2	0.484848485
Hs.517065	RIMS4	regulating synaptic membrane exocytosis 4 (RIMS4), mRNA.	20q13.12	1.566600398
Hs.104744	RKHD3	ring finger and KH domain containing 3 (RKHD3), mRNA.	15q25.2	2.445337621
Hs.122121	RNF12	ring finger protein 12 (RNF12), transcript variant 1, mRNA.	Xq13-q21	1.759469697
Hs.22146	RNF144	ring finger protein 144 (RNF144), mRNA.	2p25.1	0.588208199
Hs.292882	RNF19	ring finger protein 19 (RNF19), transcript variant 2, mRNA.	8q22	0.52236136
Hs.134623	RNF7	ring finger protein 7 (RNF7), transcript variant 3, mRNA.	3q22-q24	1.644295302
Hs.530687	RNH	ribonuclease/angiogenin inhibitor (RNH), transcript variant 7, mRNA.	11p15.5	2.130081301
Hs.282901	RNPC2	RNA-binding region (RNP1, RRM) containing 2, transcript variant 2	20q11.22	2.251552795
Hs.79411	RPA2	replication protein A2, 32kDa (RPA2), mRNA.	1p35	0.517533937
	RPL10	Ribosomal protein L10		1.549450549
Hs.148340	RPL10A	ribosomal protein L10a (RPL10A), mRNA.	6p21.3-p21.2	3.584337349
Hs.388664	RPL11	ribosomal protein L11 (RPL11), mRNA.	1p36.1-p35	2.671111111
	RPL12	Ribosomal protein L12		4.857142857
	RPL13	Ribosomal protein L13		4.609375
Hs.446522	RPL14	ribosomal protein L14 (RPL14), mRNA.	3p22-p21.2	3.163793103
Hs.374588	RPL17	ribosomal protein L17 (RPL17), mRNA.	18q21	1.695081967
Hs.515517	RPL18	ribosomal protein L18 (RPL18), mRNA.	19q13	3.425675676
Hs.337766	RPL18A	ribosomal protein L18a (RPL18A), mRNA.	19p13	4.822222222
Hs.381061	RPL19	ribosomal protein L19 (RPL19), mRNA.	17q11.2-q12	3.148148148
Hs.515329	RPL22	ribosomal protein L22 (RPL22), mRNA.	1p36.3-p36.2	2.846153846
Hs.477028	RPL24	ribosomal protein L24 (RPL24), mRNA.	3q12	3.092783505
Hs.482144	RPL26	Ribosomal protein L26	17p13	3.32173913
Hs.514196	RPL27	ribosomal protein L27 (RPL27), mRNA.	17q21.1-q21.2	3.769230769
Hs.523463	RPL27A	ribosomal protein L27a (RPL27A), mRNA.	11p15	2.928301887
Hs.425125	RPL29	ribosomal protein L29 (RPL29), mRNA.	3p21.3-p21.2	3.939655172
Hs.469473	RPL31	ribosomal protein L31 (RPL31), mRNA.	2q11.2	2.594470046
Hs.265174	RPL32	ribosomal protein L32 (RPL32), transcript variant 1, mRNA.	3p25-p24	3.303571429
Hs.182825	RPL35	ribosomal protein L35 (RPL35), mRNA.	9q34.1	3.681318681
Hs.408018	RPL36	ribosomal protein L36 (RPL36), transcript variant 1, mRNA.	19p13.3	3.520737327
Hs.432485	RPL36A	Ribosomal protein L36a	Xq22.1	5.833333333
Hs.433701	RPL37A	ribosomal protein L37a (RPL37A), mRNA.	2q35	2.235576923
Hs.380953	RPL38	ribosomal protein L38 (RPL38), mRNA.	17q23-q25	3.102409639
Hs.381172	RPL41	Ribosomal protein L41	12q13	1.97810219
Hs.421257	RPL7	ribosomal protein L7 (RPL7), mRNA.	8q21.11	3.649350649
	RPL7AP3	Ribosomal protein L7a pseudogene 3		3.690322581
Hs.178551	RPL8	ribosomal protein L8 (RPL8), transcript variant 1, mRNA.	8q24.3	4.382352941
Hs.513083	RPL9	ribosomal protein L9 (RPL9), mRNA.	4p13	2.633333333
	RPLP0P2	PREDICTED: ribosomal protein, large, P0 pseudogene 2, misc RNA.	11	3.957894737
Hs.437594	RPLP2	ribosomal protein, large P2 (RPLP2), mRNA.	11p15.5-p15.4	2.388888889
Hs.518244	RPN1	ribophorin I (RPN1), mRNA.	3q21.3	1.824257426
Hs.183232	RPP21	ribonuclease P 21kDa subunit (RPP21), mRNA.	6p21.33	1.619815668
Hs.94986	RPP38	ribonuclease P/MRP 38kDa subunit (RPP38), transcript variant 2, mRNA.	10p13	1.594470046
	RPS10L	Ribosomal protein S10-like		1.812627291
Hs.433529	RPS11	ribosomal protein S11 (RPS11), mRNA.	19q13.3	3.132183908
	RPS11P1	Ribosomal protein S11, pseudogene 1		2.953125
Hs.446588	RPS13	ribosomal protein S13 (RPS13), mRNA.	11p15	2.298913043
Hs.381126	RPS14	ribosomal protein S14 (RPS14), mRNA.	5q31-q33	2.145454545
Hs.433427	RPS17	ribosomal protein S17 (RPS17), mRNA.	15q	3.736263736
Hs.546290	RPS18	ribosomal protein S18 (RPS18), mRNA.	6p21.3	2.224489796
Hs.438429	RPS19	ribosomal protein S19 (RPS19), mRNA.	19q13.2	4.022556391
Hs.368304	RPS2	ribosomal protein S2 (RPS2), mRNA.	16p13.3	5.909090909
Hs.386384	RPS23	ribosomal protein S23 (RPS23), mRNA.	5q14.2	2.607407407
Hs.356794	RPS24	ribosomal protein S24 (RPS24), transcript variant 2, mRNA.	10q22-q23	2.782608696
Hs.512676	RPS25	ribosomal protein S25 (RPS25), mRNA.	11q23.3	2.456852792
Hs.546291	RPS27	ribosomal protein S27 (metallopanstimulin 1) (RPS27), mRNA.	1q21	2.872340426
Hs.546293	RPS28	ribosomal protein S28 (RPS28), mRNA.	19p13.2	3.134146341
Hs.156367	RPS29	ribosomal protein S29 (RPS29), mRNA.	14q	2.23125
Hs.546286	RPS3	ribosomal protein S3 (RPS3), mRNA.	11q13.3-q13.5	2.633540373
Hs.378103	RPS5	ribosomal protein S5 (RPS5), mRNA.	19q13.4	3.935483871
Hs.408073	RPS6	ribosomal protein S6 (RPS6), mRNA.	9p21	3.13
Hs.546287	RPS7	ribosomal protein S7 (RPS7), mRNA.	2p25	3.925233645
Hs.512675	RPS8	ribosomal protein S8 (RPS8), mRNA.	1p34.1-p32	2.98630137
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.307692308
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.344155844
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.358974359
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.24516129
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.201257862
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.136645963
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.2
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.030674847
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.122699387
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.189873418
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.102409639
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.086956522
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	2.959302326
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.03125
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	2.679775281
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.088235294
Hs.101742	RPUSD1	RNA pseudouridylate synthase domain containing 1 (RPUSD1), mRNA.	16p13.3	1.788413098
Hs.150458	RPUSD4	RNA pseudouridylate synthase domain containing 4 (RPUSD4), mRNA.	11q24.2	2.21021021
Hs.472213	RRBP1	ribosome binding protein 1 homolog 180kDa (dog) (RRBP1), mRNA.	20p12	1.771903323
Hs.352262	RRH	retinal pigment epithelium-derived rhodopsin homolog (RRH), mRNA.	4q25	0.612329579
Hs.226390	RRM2	ribonucleotide reductase M2 polypeptide (RRM2), mRNA.	2p25-p24	5.141025641
Hs.192854	RTKN	rhotekin (RTKN), mRNA.	2p13.1	1.99344692
Hs.473761	RTN3	reticulon 3 (RTN3), transcript variant 4, mRNA.	11q13	1.605263158
Hs.155839	RTN4IP1	reticulon 4 interacting protein 1 (RTN4IP1), nuclear gene encoding mitochondrial protein, mRNA.	6q21	2.406593407
Hs.417004	S100A11	S100 calcium binding protein A11 (calgizzarin) (S100A11), mRNA.	1q21	5.36809816
	S100A14	S100 calcium binding protein A14 (calgizzarin)		6.981308411
Hs.156509	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast) (SACM1L), mRNA.	3p21.3	0.452493261
Hs.140309	SAMD1	sterile alpha motif domain containing 1 (SAMD1), mRNA.	19p13.12	1.990353698
Hs.27189	SAMD10	sterile alpha motif domain containing 10 (SAMD10), mRNA.	20q13.33	1.877083333
Hs.405987	SAMD11	sterile alpha motif domain containing 11 (SAMD11), mRNA.	1p36.33	2.153631285
Hs.524899	SAP18	sin3-associated polypeptide, 18kDa (SAP18), mRNA.	13q12.11	2.047826087
Hs.193133	SASH1	SAM and SH3 domain containing 1 (SASH1), mRNA.	6q24.3	0.459292532
Hs.280202	SBF1	SET binding factor 1 (SBF1), transcript variant 1, mRNA.	22q13.33	1.64990689
Hs.144055	SBNO1	sno, strawberry notch homolog 1 (Drosophila) (SBNO1), mRNA.	12q24.31	2.158357771
Hs.144980	SCAMP4	secretory carrier membrane protein 4 (SCAMP4), mRNA.	19p13.3	1.637362637
Hs.200770	SCAP2	src family associated phosphoprotein 2 (SCAP2), mRNA.	7p21-p15	2.406060606
Hs.368641	SCD	stearoyl-CoA desaturase (delta-9-desaturase) (SCD), mRNA.	10q23-q24	3.161676647
Hs.461787	SCIRP10	SCIRP10-related protein (SCIRP10), mRNA.	1q32.3	1.854679803
Hs.414614	SCNN1B	sodium channel, nonvoltage-gated 1, beta (Liddle syndrome)	16p12.2-p12.1	0.526264114
Hs.512681	SCNN1D	sodium channel, nonvoltage-gated 1, delta (SCNN1D), mRNA.	1p36.3-p36.2	2.137339056
Hs.414579	SCOTIN	scotin (SCOTIN), mRNA.	3p21.31	2.183098592
Hs.436329	SCRIB	scribbled homolog (Drosophila) (SCRIB), transcript variant 2, mRNA.	8q24.3	1.985365854
Hs.42091	SCTR	secretin receptor (SCTR), mRNA.	2q14.1	0.587906504
Hs.480465	SCYE1	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating) (SCYE1), mRNA.	4q24	2.507836991
Hs.472558	SDBCAG84	serologically defined breast cancer antigen 84 (SDBCAG84), transcript variant 2, mRNA.	20pter-q12	2.498181818
Hs.444472	SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa (SDHC), nuclear gene encoding mitochondrial protein, mRNA.	1q21	1.5575
Hs.444472	SDHC	Succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	1q21	1.513473054
Hs.166924	SEC13L1	SEC13-like 1 (S. cerevisiae) (SEC13L1), transcript variant 2, mRNA.	3p25-p24	1.785714286
Hs.292097	SEC15L1	SEC15-like 1 (S. cerevisiae) (SEC15L1), mRNA.	10q23.33	0.406584689
Hs.518236	SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae) (SEC61A1), mRNA.	3q21.3	2.301775148
Hs.191887	SEC61B	Sec61 beta subunit (SEC61B), mRNA.	9q22.32-q31.3	2.228956229
Hs.488282	SEC61G	Sec61 gamma subunit (SEC61G), transcript variant 1, mRNA.	7p11.2	1.801075269
Hs.301048	SEH1L	SEH1-like (S. cerevisiae) (SEH1L), transcript variant 2, mRNA.	18p11.21	1.772908367
Hs.477498	SELB	elongation factor for selenoprotein translation (SELB), mRNA.	3q21.3	1.94041868
Hs.32981	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F (SEMA3F), mRNA.	3p21.3	1.719921105
Hs.335550	SEN2L	TRNA splicing endonuclease 2 homolog (SEN2, S. cerevisiae)	3p25.2	1.833084948
Hs.124027	SEPHS1	selenophosphate synthetase 1 (SEPHS1), mRNA.	10p14	1.981884058
Hs.275775	SEPP1	selenoprotein P, plasma, 1 (SEPP1), mRNA.	5q31	0.32096475
Hs.510334	SERPINA5	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 (SERPINA5), mRNA.	14q32.1	2.052287582
Hs.445835	SERTAD4	SERTA domain containing 4 (SERTAD4), mRNA.	1q32.1-q41	0.404460518
Hs.436687	SET	SET translocation (myeloid leukemia-associated) (SET), mRNA.	9q34	2.464864865
Hs.406277	SF3A1	splicing factor 3a, subunit 1, 120kDa (SF3A1), transcript variant 1, mRNA.	22q12.2	1.783393502
Hs.115232	SF3A2	splicing factor 3a, subunit 2, 66kDa (SF3A2), mRNA.	19p13.3-p13.2	1.975609756
Hs.77897	SF3A3	splicing factor 3a, subunit 3, 60kDa (SF3A3), mRNA.	1p34.3	1.599250936
Hs.514435	SF3B3	splicing factor 3b, subunit 3, 130kDa (SF3B3), mRNA.	16q22.1	2.119402985
Hs.516160	SF3B4	splicing factor 3b, subunit 4, 49kDa (SF3B4), mRNA.	1q12-q21	1.464362851
Hs.355934	SFPQ	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) (SFPQ), mRNA.	1p34.3	2.008264463
Hs.68714	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor) (SFRS1), mRNA.	17q21.3-q22	2.658119658
Hs.68714	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor) (SFRS1), mRNA.	17q21.3-q22	2.020100503
Hs.73965	SFRS2	splicing factor, arginine/serine-rich 2 (SFRS2), mRNA.	17q25.1	3.1328125
Hs.6891	SFRS6	splicing factor, arginine/serine-rich 6 (SFRS6), mRNA.	20q12-q13.1	2.376344086
Hs.369624	SFRS9	splicing factor, arginine/serine-rich 9 (SFRS9), mRNA.	12q24.31	2.04137931
