Pathway name	Pathway Code	Genbank ID	Gene Title	Gene Symbol	5 h CS vs Air                         FC + SEM	8 d CS vs Air            FC + SEM	8 d Air vs 5 h Air            FC + SEM	1.5 mo CS vs Air                         FC + SEM	1.5 mos Air vs 5 h Air            FC + SEM	6 mos CS vs Air                                  FC + SEM	6 mos Air vs 5 h Air  FC + SEM
Cell cycle, adh, prolif	15	BB265776	protocadherin alpha 4 /// protocadherin alpha 6 /// protocadherin alpha 7 /// protocadherin alpha 5 /// protocadherin alpha 11 /// protocadherin alpha 10 /// protocadherin alpha 1 /// protocadherin alpha 9 /// protocadherin alpha cluster /// protocadherin alpha 3 /// protocadherin alpha 12 /// protocadherin alpha 2 /// protocadherin alpha 8 /// protocadherin alpha subfamily C, 1 /// protocadherin alpha subfamily C, 2	Pcdha4 /// Pcdha6 /// Pcdha7 /// Pcdha5 /// Pcdha11 /// Pcdha10 /// Pcdha1 /// Pcdha9 /// Pcdha@ /// Pcdha3 /// Pcdha12 /// Pcdha2 /// Pcdha8 /// Pcdhac1 /// Pcdhac2	N.C.	2.9 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AW146252	protocadherin alpha 4 /// protocadherin alpha 6 /// protocadherin alpha 7 /// protocadherin alpha 5 /// protocadherin alpha 11 /// protocadherin alpha 10 /// protocadherin alpha 1 /// protocadherin alpha 9 /// protocadherin alpha 3 /// protocadherin alpha 12 /// protocadherin alpha 2 /// protocadherin alpha 8 /// protocadherin alpha subfamily C, 1 /// protocadherin alpha subfamily C, 2	Pcdha4 /// Pcdha6 /// Pcdha7 /// Pcdha5 /// Pcdha11 /// Pcdha10 /// Pcdha1 /// Pcdha9 /// Pcdha3 /// Pcdha12 /// Pcdha2 /// Pcdha8 /// Pcdhac1 /// Pcdhac2	N.C.	2.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AW764208	plakophilin 4	Pkp4	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	NM_138749	plexin B2	Plxnb2	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	BC016636	proline-rich polypeptide 3	Prr3	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AF293883	paxillin	Pxn	1.6 ± 0.4	1.6 ± 0.4	-1.4	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	BI788645	syndecan 1	Sdc1	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	BG076140	sestrin 1	Sesn1	3.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AV308638	sestrin 2	Sesn2	2.2 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	NM_018754	stratifin	Sfn	8.9 ± 0.6	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AA982064	seven in absentia 1A	Siah1a	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AA414485	seven in absentia 2	Siah2	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	BM244966	Son cell proliferation protein	Son	2.1 ± 0.4	N.C.	N.C.	N.C.	1.7 + 0.4	N.C.	N.C.
Cell cycle, adh, prolif	15	NM_052994	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2	Spock2	N.C.	2.3 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AI385532	thrombospondin 1	Thbs1	5.1 ± 0.4	N.C.	N.C.	N.C.	3.4 + 0.5	N.C.	2.0 + 0.4
Cell cycle, adh, prolif	15	NM_011602	talin 1	Tln1	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	BB747462	transmembrane 9 superfamily member 2	Tm9sf2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	NM_027884	tensin 1	Tns1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AV371704	tetraspanin 1	Tspan1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	BB732603	tetraspanin 11	Tspan11	2.8 ± 0.4	N.C.	N.C.	1.8 ± 0.4	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AV017492	tetraspanin 18	Tspan18	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	NM_053082	tetraspanin 4	Tspan4	N.C.	7.0 + 0.7	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	BB101988	tetraspanin 9	Tspan9	N.C.	3.2 + 0.6	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	NM_009502	vinculin (adhesion)	Vcl	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	NM_009516	wee 1 homolog (S. pombe)	Wee1	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Cell cycle, adh, prolif	15	AV124537	extra cellular link domain-containing 1	Xlkd1	3.0 ± 0.4	2.1 ± 0.4	N.C.	2.6 ± 0.4	N.C.	2.9 ± 0.4	N.C.
Cell cycle, adh, prolif	15	BC013559	ZW10 interactor	Zwint	3.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC010202	RIKEN cDNA 4930469P12 gene	4930469P12Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BM233292	absent in melanoma 1	Aim1	N.C.	2.2 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AF265663	expressed sequence AW228700	AW228700	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_013867	breast cancer anti-estrogen resistance 3	Bcar3	2.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AF100339	B-cell leukemia/lymphoma 10	Bcl10	1.5 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_033601	B-cell leukemia/lymphoma 3	Bcl3	2.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_028227	BRCA1 associated protein	Brap	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AW545867	Casitas B-lineage lymphoma b	Cblb	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AF167441	Casitas B-lineage lymphoma-like 1	Cbll1	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AF087821	claudin 3	Cldn3	1.5 ± 0.4	1.6 ± 0.4	-1.5	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_009903	claudin 4	Cldn4	2.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC008104	claudin 7	Cldn7	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BM202770	cysteine rich protein 61	Cyr61	2.3 ± 0.4	N.C.	N.C.	N.C.	3.3 + 0.4	N.C.	N.C.
Oncogenes	16	BG069395	disrupted in renal carcinoma 2 (human)	Dirc2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC008249	ets homologous factor	Ehf	2.4 ± 0.4	N.C.	5.3 + 0.5	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BM240030	Erbb2 interacting protein	Erbb2ip	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC005486	E26 avian leukemia oncogene 2, 3 domain	Ets2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_021564	fetuin beta	Fetub	N.C.	N.C.	N.C.	N.C.	N.C.	1.9 ± 0.4	N.C.
Oncogenes	16	BB027759	FK506 binding protein 14	Fkbp14	2.5 ± 0.4	N.C.	N.C.	1.8 ± 0.4	N.C.	N.C.	N.C.
Oncogenes	16	AV026617	FBJ osteosarcoma oncogene	Fos	2.8 ± 0.4	N.C.	N.C.	N.C.	2.0 + 0.5	N.C.	N.C.
Oncogenes	16	BB353860	frequently rearranged in advanced T-cell lymphomas 2	Frat2	2.8 ± 0.8	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AF224264	fusion, derived from t(12;16) malignant liposarcoma (human)	Fus	N.C.	2.2 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC025083	GLI pathogenesis-related 1 (glioma)	Glipr1	1.9 ± 0.4	N.C.	1.7 + 0.4	N.C.	-1.7	N.C.	N.C.
Oncogenes	16	NM_010499	immediate early response 2	Ier2	1.8 ± 0.4	N.C.	N.C.	N.C.	1.7 + 0.4	N.C.	N.C.
Oncogenes	16	NM_133662	immediate early response 3	Ier3	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Oncogenes	16	NM_010591	Jun oncogene	Jun	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB333334	kit oncogene	Kit	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC010202	V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	Kras2	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AF104414	large tumor supressor	Lats1	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB425301	large tumor suppressor 2 /// exportin 4	Lats2 /// Xpo4	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB296321	mucosa associated lymphoid tissue lymphoma translocation gene 1	Malt1	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC003839	myeloid cell leukemia sequence 1	Mcl1	1.5 ± 0.4	N.C.	N.C.	N.C.	1.5 + 0.4	N.C.	N.C.
Oncogenes	16	X58876	transformed mouse 3T3 cell double minute 2	Mdm2	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AB023401	multiple endocrine neoplasia 1	Men1	N.C.	2.3 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_008587	c-mer proto-oncogene tyrosine kinase	Mertk	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Oncogenes	16	NM_023799	meningioma expressed antigen 5 (hyaluronidase)	Mgea5	1.8 ± 0.4	N.C.	N.C.	N.C.	1.8 + 0.4	N.C.	N.C.
Oncogenes	16	NM_133241	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)	Mlc1	N.C.	3.5 + 0.6	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC003975	myeloid leukemia factor 2	Mlf2	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AA185333	Myeloid/lymphoid or mixed lineage-leukemia translocation to 10 homolog (Drosophila)	Mllt10	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_018857	mesothelin	Msln	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AV296905	metastasis-associated gene family, member 2	Mta2	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB747681	mitochondrial tumor suppressor 1	Mtus1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC011513	myeloblastosis oncogene	Myb	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AW228043	MYB binding protein (P160) 1a	Mybbp1a	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC006728	myelocytomatosis oncogene	Myc	3.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.
Oncogenes	16	NM_019671	neuroepithelial cell transforming gene 1	Net1	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	X96585	nephroblastoma overexpressed gene	Nov	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	1.7 ± 0.4	N.C.
Oncogenes	16	BC011325	neoplastic progression 3	Npn3	11.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	2.8 ± 0.4	N.C.
Oncogenes	16	BC024519	prostate cancer associated protein 6	Pcanap6	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_009538	pleiomorphic adenoma gene-like 1	Plagl1	N.C.	2.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	NM_133949	prostate tumor over expressed gene 1	Ptov1	3.1 ± 0.7	N.C.	-2.1	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BG066967	RAB20, member RAS oncogene family	Rab20	4.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC006596	RAB22A, member RAS oncogene family	Rab22a	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AK005230	RAB2B, member RAS oncogene family	Rab2b	N.C.	2.7 + 0.7	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AK012468	RAB3C, member RAS oncogene family	Rab3c	N.C.	N.C.	N.C.	2.4 ± 0.4	N.C.	N.C.	N.C.
Oncogenes	16	BB396668	RAB6B, member RAS oncogene family	Rab6b	N.C.	2.0 ± 0.4	N.C.	1.8 ± 0.4	N.C.	N.C.	N.C.
Oncogenes	16	AV090150	RAN, member RAS oncogene family	Ran	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC028444	Ras interacting protein 1	Rasip1	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB092954	retinoblastoma binding protein 6	Rbbp6	1.5 ± 0.4	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AF477481	retroviral integration site 2	Ris2	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB212045	Rearranged L-myc fusion sequence	Rlf	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	D13802	runt related transcription factor 1	Runx1	8.2 ± 0.7	N.C.	N.C.	N.C.	1.8 + 0.4	N.C.	N.C.
Oncogenes	16	AV291373	serologically defined colon cancer antigen 33	Sdccag33	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BI408715	src homology 2 domain-containing transforming protein B	Shb	2.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC004057	transforming, acidic coiled-coil containing protein 2	Tacc2	1.5 ± 0.4	1.6 ± 0.4	-1.7	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AV241768	tumor-associated calcium signal transducer 2	Tacstd2	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BM239422	tumor differentially expressed 2	Tde2	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	AV174616	transducer of ERBB2, 2	Tob2	1.8 ± 0.4	1.7 ± 0.4	-1.5	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB611004	tripartite motif protein 24	Trim24	1.6 ± 0.4	1.5 ± 0.3	4.0 + 0.4	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BB828014	transformation related protein 53	Trp53	N.C.	7.4 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Oncogenes	16	BC027242	vav 3 oncogene	Vav3	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK004371	RIKEN cDNA 1110065D03 gene	1110065D03Rik	4.0 ± 0.7	N.C.	N.C.	N.C.	N.C.	2.9 ± 0.4	N.C.
Signal Transduction	17	NM_025427	RIKEN cDNA 1190002H23 gene	1190002H23Rik	2.5 ± 0.4	2.4 ± 0.4	-2.4	3.2 ± 0.4	-1.8	1.7 ± 0.4	N.C.
Signal Transduction	17	AK004737	RIKEN cDNA 1200013B22 gene	1200013B22Rik	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_013726	expressed sequence AA545217	AA545217	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK013587	adenylate cyclase activating polypeptide 1 receptor 1	Adcyap1r1	N.C.	N.C.	N.C.	2.8 ± 0.5	N.C.	3.3 ± 0.7	N.C.
Signal Transduction	17	AV083350	adrenergic receptor, beta 2	Adrb2	N.C.	2.3 ± 0.4	-1.6	1.6 ± 0.4	N.C.	N.C.	N.C.
Signal Transduction	17	AI551199	angiotensin receptor 1	Agtr1	N.C.	N.C.	N.C.	1.7 ± 0.4	N.C.	N.C.	N.C.
Signal Transduction	17	D85596	AMP deaminase 3	Ampd3	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AV023312	ADP-ribosylation factor 2	Arf2	3.1 ± 0.4	N.C.	N.C.	N.C.	1.7 + 0.4	N.C.	N.C.
Signal Transduction	17	BI248938	ADP-ribosylation factor 6	Arf6	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK018680	ADP-ribosylation factor GTPase activating protein 3	Arfgap3	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AU043075	ADP-ribosylation factor interacting protein 2	Arfip2	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_025404	ADP-ribosylation factor 4-like	Arfl4	2.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BC006592	Rho GTPase activating protein 1	Arhgap1	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BG074665	Rho GTPase activating protein 10	Arhgap10	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AU043488	Rho GTPase activating protein 9	Arhgap9	N.C.	5.1 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK006418	ADP-ribosylation factor-like 2 binding protein	Arl2bp	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AV328143	ADP-ribosylation factor-like 4	Arl4	3.2 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_019717	ADP-ribosylation factor-like 6 interacting protein 2	Arl6ip2	1.8 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BB016769	ATPase, Class V, type 10D	Atp10d	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_015804	ATPase, class VI, type 11A	Atp11a	1.7 ± 0.4	N.C.	N.C.	N.C.	2.7 + 0.4	N.C.	1.9 + 0.4
Signal Transduction	17	AF011336	ATPase, class II, type 9A	Atp9a	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BG094166	ATPas, class II, type 9B	Atp9b	2.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BB524105	Ataxia telangiectasia and rad3 related	Atr	2.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	-1.7
Signal Transduction	17	AA500897	AXL receptor tyrosine kinase	Axl	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AF390178	brain-specific angiogenesis inhibitor 1-associated protein 2	Baiap2	2.1 ± 0.4	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Signal Transduction	17	BB329439	BMP2 inducible kinase	Bmp2k	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK007393	calcium binding and coiled coil domain 1	Calcoco1	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BI653492	calnexin	Canx	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_007598	CAP, adenylate cyclase-associated protein 1 (yeast)	Cap1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BC006901	cytidine and dCMP deaminase domain containing 1	Cdadc1	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BB131147	CDC42 effector protein (Rho GTPase binding) 4	Cdc42ep4	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BB311117	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	Cdipt	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BB700223	calcium homeostasis endoplasmic reticulum protein	Cherp	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK009042	creatine kinase, mitochondrial 2	Ckmt2	N.C.	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Signal Transduction	17	BB739754	connector enhancer of kinase suppressor of Ras 1	Cnksr1	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BB234940	discoidin domain receptor family, member 1	Ddr1	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_013642	dual specificity phosphatase 1	Dusp1	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_130447	dual specificity phosphatase 16	Dusp16	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK012530	dual specificity phosphatase 4	Dusp4	1.6 ± 0.4	N.C.	-1.1	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BE136125	dual specificity phosphatase 7 /// similar to dual specificity phosphatase 7	Dusp7 /// LOC674944	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AW553942	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	Dyrk1a	1.7 ± 0.4	1.5 ± 0.4	N.C.	N.C.	1.9 + 0.4	N.C.	N.C.
Signal Transduction	17	AV346163	eukaryotic translation initiation factor 2 alpha kinase 1	Eif2ak1	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BM240005	Eukaryotic translation initiation factor 2 alpha kinase 4	Eif2ak4	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BC017134	EGF, latrophilin seven transmembrane domain containing 1	Eltd1	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AI465173	FERM, RhoGEF and pleckstrin domain protein 2	Farp2	N.C.	N.C.	N.C.	1.9 ± 0.4	N.C.	N.C.	N.C.
Signal Transduction	17	BB527078	furry homolog (Drosophila)	Fry	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_008102	GTP cyclohydrolase 1	Gch1	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BG094302	guanine nucleotide binding protein, alpha 13	Gna13	2.9 ± 0.4	N.C.	-1.8	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_010308	guanine nucleotide binding protein, alpha o	Gnao1	N.C.	N.C.	N.C.	1.5 ± 0.3	N.C.	N.C.	N.C.
Signal Transduction	17	W41916	guanine nucleotide binding protein, alpha q polypeptide	Gnaq	1.5 ± 0.4	N.C.	-2.2	N.C.	1.8 + 0.4	N.C.	N.C.
Signal Transduction	17	AV025152	G protein-coupled receptor 120	Gpr120	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AW546472	G protein-coupled receptor 137B	Gpr137b	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BI103049	G protein-coupled receptor 146	Gpr146	1.6 ± 0.4	1.7 ± 0.4	-1.3	N.C.	1.6 + 0.4	N.C.	N.C.
Signal Transduction	17	BB762731	G protein-coupled receptor 155	Gpr155	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BC018381	G protein-coupled receptor 177	Gpr177	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_018882	G protein-coupled receptor 56	Gpr56	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK004612	GTP binding protein 1	Gtpbp1	N.C.	8.5 + 0.6	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	AK004815	guanylate cyclase 1, soluble, alpha 3	Gucy1a3	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BF472806	guanylate cyclase 1, soluble, beta 3	Gucy1b3	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_010434	homeodomain interacting protein kinase 3	Hipk3	2.1 ± 0.4	N.C.	N.C.	N.C.	2.1 + 0.4	N.C.	N.C.
Signal Transduction	17	NM_016721	IQ motif containing GTPase activating protein 1	Iqgap1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BQ032637	Janus kinase 1	Jak1	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	NM_011918	LIM domain binding 3	Ldb3	N.C.	N.C.	-1.7	N.C.	N.C.	1.6 ± 0.4	N.C.
Signal Transduction	17	NM_010717	LIM-domain containing, protein kinase	Limk1	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BC010816	LIM and senescent cell antigen like domains 2	Lims2	N.C.	1.6 ± 0.4	N.C.	1.7 ± 0.4	N.C.	N.C.	N.C.
Signal Transduction	17	BC025048	similar to dual specificity phosphatase 7	LOC674944	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Signal Transduction	17	BB317079	latrophilin 3	Lphn3	1.5 ± 0.4	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
