#Clone ID	Gene Symbol	Unigene ID	Genomic Data	Expression Data (Ratio huT78/PanT)	log2(Genomic Data)	log2(Expression Data)
hAD6550	FLJ10856	Hs.108530	1.058	1.299	0.081	0.378
hAA2683	MYO6	Hs.22564	0.933	1.088	-0.1	0.122
hAB9136	SH3BGRL2	Hs.9167	1.205	0.686	0.269	-0.543
hAB0100	LOC51167	Hs.5741	1.005	0.838	0.007	-0.255
hAB5597	NSAP1	Hs.155489		0.763		-0.391
hAA8992	CGA	Hs.119689	0.96	0.543	-0.059	-0.882
hAA4244	CASP8AP2	Hs.122843	0.693	0.183	-0.529	-2.448
hAB0140	MAP3K7	Hs.7510	1.258	1.042	0.331	0.059
hAD1686	POU3F2	Hs.182505		1.07		0.097
hAA3471	DKFZP564B0769	Hs.18368		0.072		-3.793
hAC8089	CCNC	Hs.118442	1.486	1.695	0.571	0.761
hAA2237	CCNC	Hs.118442		1.757		0.813
hAA2594	KIAA1320	Hs.117414		0.661		-0.596
hAA3153	APG5L	Hs.11171		1.54		0.623
hAC8613	AIM1	Hs.161002		0.308		-1.701
hAA3096	C6orf5	Hs.7446		0.97		-0.044
hAA5014	FYN	Hs.169370	1.143	0.393	0.193	-1.349
hAA7253	FYN	Hs.169370	1.163	0.438	0.218	-1.189
hAA5019	FYN	Hs.169370	1.425	0.462	0.511	-1.115
hAA2248	-	Hs.348742		0.436		-1.199
hAB8834	LOC51175	Hs.34851	1.661	0.534	0.732	-0.905
hAA9312	LOC51175	Hs.34851		1.946		0.96
hAC2995	LOC51175	Hs.34851		0.668		-0.582
hAA0282	LAMA4	Hs.78672	1.292	0.407	0.37	-1.297
hAA8316	HDAC2	Hs.3352		2.287		1.193
hAD9976	FRK	Hs.89426	1.304	0.367	0.383	-1.447
hAB9821	PIST	Hs.23120	1.644	0.878	0.717	-0.188
hAA1060	-	Hs.25253	1.679	0.816	0.748	-0.294
hAA2338	GJA1	Hs.74471	1.607	0.766	0.684	-0.385
hAA0974	HSF2	Hs.158195	1.244	1.327	0.315	0.408
hAB5266	KIAA1253	Hs.146668		0.178		-2.491
hAC0979	TPD52L1	Hs.16611	1.016	0.923	0.023	-0.115
hAB5135	MDS024	Hs.286122	1.334	1.625	0.416	0.701
hAD1909	KIAA0408	Hs.118744	1.268	1.693	0.343	0.759
hAA0399	PTPRK	Hs.79005	1.303	0.42	0.382	-1.251
hAA1292	ARG1	Hs.332405	1.693	0.361	0.76	-1.47
hAA2309	CTGF	Hs.75511		0.698		-0.519
hAC8703	VNN1	Hs.12114		0.589		-0.764
hAA3881	-	Hs.347144	1.382	0.459	0.467	-1.124
hAC1040	TCF21	Hs.78061	1.569	1.48	0.65	0.566
chAA5665	TBPL1	Hs.13993		1.134		0.181
hAA2146	SGK	Hs.296323	1.488	1.307	0.573	0.386
hAA3478	-	Hs.18443	1.735	0.28	0.795	-1.839
hAA0262	MYB	Hs.1334	1.071	7.671	0.099	2.939
hAA1066	MAP7	Hs.146388		0.462		-1.115
hAC8332	MAP3K5	Hs.151988	1.27		0.345
hAA1727	MAP3K5	Hs.151988	1.782	1.2	0.833	0.263
hAE0284	IL20RA	Hs.21814	1.228	1.392	0.296	0.477
hAA0202	TNFAIP3	Hs.211600		0.337		-1.57
hAC9242	TNFAIP3	Hs.211600		0.225		-2.151
hAA6324	KIAA1357	Hs.170162		0.745		-0.425
hAC3189	LOC83859	Hs.11056		0.71		-0.493
hAC0638	PRO2013	Hs.238205	1.74	2.462	0.799	1.3
hAA8383	CITED2	Hs.82071	1.802	0.776	0.85	-0.365
hAA8869	HIVEP2	Hs.75063		0.611		-0.711
hAA1995	PLAGL1	Hs.75825	1.429	3.972	0.515	1.99
hAA8490	RAB32	Hs.32217	1.649	0.762	0.722	-0.392
hAB0682	FLJ13287	Hs.53263	1.598	1.316	0.676	0.396
hAA2408	PCMT1	Hs.79137	1.609	2.274	0.686	1.185
hAC3861	KIAA1209	Hs.51965	1.281	0	0.357
hAC7255	KIAA1483	Hs.24106		0.578		-0.791
hAC1207	SYNE-1B	Hs.8182		0.107		-3.227
hAE0267	FBXO5	Hs.272027		0.764		-0.388
hAB5063	TIAM2	Hs.12598	1.24	0.88	0.31	-0.184
hAB2581	TIAM2	Hs.12598	1.319	1.265	0.399	0.339
hAD2689	TIAM2	Hs.12598	1.594	0.866	0.673	-0.208
hAA3108	SNX9	Hs.7905	1.573	0.523	0.654	-0.934
hAA1625	IGF2R	Hs.76473	1.291	1.941	0.368	0.957
hAA1508	PLG	Hs.75576	1.575	0.608	0.655	-0.719
hAA1807	MAP3K4	Hs.32353	1.787	0.884	0.838	-0.178
hAA7576	QKI	Hs.15020		1.35		0.433
hAC8681	FOP	Hs.180296	1.505	0.863	0.59	-0.212
hAB0275	PSMB1	Hs.75748	1.61	2.55	0.687	1.35
chAA8098	TBP	Hs.1100	0.847	1.045	-0.24	0.064
hAA1500	PDCD2	Hs.41639	1.353	3.152	0.436	1.656
hAA0471	-	Hs.272688	1.085	1.486	0.118	0.572
hAA6594	KIAA0810	Hs.7531		1.586		0.665
hAA2562	LOC51608	Hs.107387	1.688	1.422	0.755	0.508
hAB3685	FLJ23471	Hs.110964		1.046		0.065
hAE0269	MAFK	Hs.131953		1.432		0.518
hAB7205	MAD1L1	Hs.7345		0.519		-0.947
hAA8517	EIF3S9	Hs.57783	1.305	2.242	0.384	1.165
hAE0094	-	Hs.159142	1.202	1.358	0.265	0.441
hAA2799	KIAA1691	Hs.94761	1.404	1.379	0.49	0.463
hAA0131	-	Hs.1608	1.348	0.955	0.431	-0.067
hAE0059	ETV1	Hs.89566		0.861		-0.217
hAB7040	MEOX2	Hs.77858		0.342		-1.549
hAB9196	NET-6	Hs.284243	0.757	1.436	-0.402	0.522
hAC7856	AHR	Hs.170087	0.823	0.789	-0.281	-0.342
hAB8683	HDAC7B-PENDING	Hs.116753	1.054	0.468	0.076	-1.097
hAC9874	TWIST	Hs.66744		0.963		-0.054
hAA0299	ITGB8	Hs.355722	0.754	0.361	-0.407	-1.47
hAA8279	IL6	Hs.93913	1.389	1.771	0.474	0.825
hAA5344	GPNMB	Hs.82226	1.327	1.459	0.408	0.545
hAB1032	LOC51678	Hs.108931		1.732		0.793
hAA2297	HCS	Hs.169248	1.104	3.033	0.143	1.601
hAE0057	HCS	Hs.169248	1.252	4.77	0.324	2.254
hAC2257	SCAP2	Hs.52644	1.566	2.099	0.647	1.07
hAB0988	HOXA2	Hs.58116	1.322	0.824	0.403	-0.28
hAB0335	HOXA1	Hs.67397	1.532	1.514	0.615	0.598
hAB5051	HOXA4	Hs.77637	1.466	0.682	0.552	-0.553
hAB7011	HOXA5	Hs.37034	1.469	1.632	0.555	0.707
hAC0962	HOXA10	Hs.110637	1.381	2.851	0.466	1.512
hAA2987	HIBADH	Hs.284170		2.784		1.477
hAA1656	TAX1BP1	Hs.5437	1.112	0.806	0.153	-0.312
hAB9347	NOD1	Hs.19405		0.579		-0.789
hAC3605	MGC3077	Hs.288649	1.241	3.572	0.312	1.837
hAA8973	GARS	Hs.75280	1.238	6.207	0.308	2.634
hAC3956	UMPH1	Hs.55189	1.669	0.621	0.739	-0.688
hAC7958	CDC10	Hs.184326	1.369	1.557	0.453	0.639
hAA9082	CDC10	Hs.184326	1.506	0.336	0.591	-1.575
hAC8933	ANLN	Hs.62180	1.018	1.651	0.026	0.724
hAA8437	KIAA0281	Hs.31463	1.464	3.437	0.55	1.781
hAA2439	SFRP4	Hs.105700	1.374	2.354	0.458	1.235
hAA0142	RALA	Hs.288757	1.389	2.465	0.474	1.301
hAC8334	CDC2L5	Hs.59498	1.421		0.507
hAC0483	CDC2L5	Hs.59498	1.734	0.703	0.794	-0.509
hAA5371	INHBA	Hs.727	1.402	1.106	0.487	0.146
hAB6719	GLI3	Hs.72916	1.333	0.977	0.415	-0.034
hAB2192	MRPL32	Hs.50252		3.741		1.904
hAB5300	STK17A	Hs.9075	0.922	0.361	-0.117	-1.471
hAB7872	STK17A	Hs.9075	1.589	0.419	0.668	-1.256
hAC3464	STK17A	Hs.9075		0.45		-1.151
hAD2270	STK17A	Hs.9075		1.165		0.22
chAA8182	PGAM2	Hs.46039	1.373	0.537	0.457	-0.897
hAA8789	CPR2	Hs.347349	1.314	1.62	0.394	0.696
hAC2732	RAMP3	Hs.25691	1.449	1.233	0.535	0.302
hAA0323	IGFBP1	Hs.102122		0.692		-0.531
hAA1898	IGFBP3	Hs.77326	1.249	0.365	0.321	-1.453
hAE0202	HUS1	Hs.152983		0.614		-0.705
hAA1809	GRB10	Hs.81875		1.253		0.326
hAA5028	EGFR	Hs.77432		0.5		-0.999
hAC0186	CCT6A	Hs.82916	1.298	2.104	0.376	1.073
hAB8235	CCT6A	Hs.82916	1.371	3.404	0.455	1.767
hAB7246	CCT6A	Hs.82916		5.227		2.386
hAB0516	LOC51142	Hs.180859	1.432	7.37	0.518	2.882
hAE0035	H-plk	Hs.250693	1.217	0.616	0.283	-0.698
chAA1091	GUSB	Hs.183868	1.46	1.746	0.546	0.804
hAC0019	RABEX5	Hs.187660	1.213	0.603	0.279	-0.731
hAA4901	FLJ10099	Hs.278619	1.57	0.623	0.651	-0.682
hAB0836	LOC51119	Hs.110445	1.388	1.272	0.473	0.348
hAA8820	KIAA0442	Hs.32168	1.562	0.402	0.643	-1.316
hAD1654	FZD9	Hs.158335	1.132	0.531	0.179	-0.914
hAA9133	BCL7B	Hs.16269	1.581	2.297	0.661	1.2
hAA4840	WBSCR14	Hs.285681	1.49	1.003	0.575	0.005
hAC3245	WBSCR5	Hs.56607	1.478	1.846	0.564	0.885
hAC4676	RFC2	Hs.139226	1.02	1.715	0.029	0.778
hAE0196	GTF2I	Hs.278589	1.886	2.379	0.915	1.251
hAD1381	SCYA26	Hs.131342	1.425	0.59	0.511	-0.762
hAA5539	NPD007	Hs.7788	1.489	6.04	0.574	2.594
hAC7970	POR	Hs.167246	1.163	1.353	0.218	0.436
hAB4958	POR	Hs.167246	2.007	2.609	1.005	1.384
hAC3287	LOC51657	Hs.11615	1.437	2.186	0.523	1.128
hAA1482	PTPN12	Hs.62	1.286	0.828	0.363	-0.273
hAC0871	KIAA0705	Hs.22599	1.649	0.921	0.722	-0.119
hAA1263	CD36	Hs.75613	1.335	0.453	0.417	-1.144
chAA8399	SEMA3C	Hs.171921	1.143	0.266	0.193	-1.913
hAA2118	HGF	Hs.809	1.452	3.458	0.538	1.79
hAC1232	DMTF1	Hs.5671		0.293		-1.769
hAA7202	MGC4175	Hs.322404	1.417	0.456	0.503	-1.132
hAA0264	ABCB1	Hs.21330	1.447	0.395	0.533	-1.339
hAA0088	SRI	Hs.300741	1.164	1.789	0.219	0.839
hAC3251	FLJ23153	Hs.44208	0.822	3.471	-0.283	1.795
hAD1172	PFTK1	Hs.57856	1.728	0.228	0.789	-2.13
hAA7411	FZD1	Hs.94234	0.849	1.417	-0.236	0.502
hAC2044	FZD1	Hs.94234	1.297	0.816	0.375	-0.293
hAC8193	AKAP9	Hs.58103	1.36	0.743	0.444	-0.429
hAE0400	PEX1	Hs.99847	1.727	0.474	0.788	-1.078
hAE0126	CDK6	Hs.38481	1.527	0.754	0.611	-0.406
chAC0995	GNG11	Hs.83381		1.586		0.665
hAA2321	COL1A2	Hs.179573	1.293	0.414	0.371	-1.272
hAA7588	ZNF36	Hs.132390	1.385	0.568	0.47	-0.815
hAC4286	-	Hs.228711	1.643	1.518	0.716	0.602
hAA0736	AP4M1	Hs.194703	1.637	2.409	0.711	1.269
hAA6996	PILR (BETA)	Hs.349256		0.394		-1.345
hAA2868	THG-1	Hs.102447	1.707	1.254	0.771	0.327
chAC2945	TFR2	Hs.63758	1.472	0.636	0.558	-0.653
hAD1727	EPO	Hs.2303	1.478	1.118	0.564	0.161
hAC8562	EPHB4	Hs.155227	1.365	1.723	0.449	0.785
hAD1124	TRRAP	Hs.203952	0.788	1.866	-0.344	0.9
hAC3045	TRRAP	Hs.203952	1.492	1.665	0.577	0.735
hAB5822	SMURF1	Hs.119120	1.361	1.364	0.445	0.448
hAA1014	ARPC1A	Hs.90370		1.687		0.754
hAA2102	ARPC1B	Hs.11538	1.147	4.504	0.198	2.171
hAA2945	ATP5J2	Hs.155751	1.375	5.795	0.459	2.535
hAD1445	CYP3A3	Hs.329704	1.431	0.829	0.517	-0.27
hAA1197	CYP3A4	Hs.178738	1.508	1.154	0.593	0.206
hAA0184	SERPINE1	Hs.82085	1.694	1.27	0.76	0.345
hAE0299	VGF	Hs.171014	1.305	2.423	0.384	1.277
hAA5178	LOC51024	Hs.84344	1.602	4.106	0.68	2.038
hAD9120	FLJ13902	Hs.58127	1.654	1.468	0.726	0.553
hAB7410	PSMC2	Hs.61153	1.139	3.242	0.188	1.697
hAA8336	SRPK2	Hs.78353	1.166	0.762	0.222	-0.392
hAB7539	KIAA1218	Hs.114012	1.301	0.857	0.38	-0.222
hAC8433	PPP1R3A	Hs.127614	1.481	1.356	0.567	0.439
hAA0192	PIK3CG	Hs.32942	1.047	0.329	0.066	-1.602
hAA1487	PRKAR2B	Hs.77439		0.914		-0.13
hAD1299	SLC26A3	Hs.1650	1.626	0	0.701
hAA1171	DLD	Hs.74635	1.121	1.408	0.165	0.494
hAA0507	NRCAM	Hs.7912	1.607	0.557	0.684	-0.845
hAC4646	KIAA0716	Hs.118140	1.299	6.014	0.377	2.588
hAA0695	CAV2	Hs.139851	1.365	0.379	0.449	-1.399
hAA9083	CAV1	Hs.74034	1.704	0.897	0.769	-0.157
hAA0248	MET	Hs.285754	1.423	0.611	0.509	-0.711
hAA0698	CAPZA2	Hs.75546	1.385	1.7	0.47	0.766
hAA0009	WNT2	Hs.89791	1.108	0.536	0.148	-0.9
hAA4998	WNT2	Hs.89791	1.341	0.462	0.423	-1.115
hAD1640	SPAM1	Hs.121494		0.527		-0.923
hAA0389	GPR37	Hs.355780	1.327	0.871	0.408	-0.199
hAB7382	ARF5	Hs.77541		0.16		-2.644
chAA0325	IMPDH1	Hs.850	1.417	3.714	0.503	1.893
hAD9470	HIG2	Hs.61762	1.689	0.854	0.756	-0.228
hAC2873	HIG2	Hs.61762	1.885	3.152	0.915	1.656
hAD1874	FLNC	Hs.58414	1.369	1.9	0.453	0.926
hAA8516	ATP6S14	Hs.78089	1.147	8.31	0.198	3.055
hAA8283	IRF5	Hs.334450	1.557	1.594	0.639	0.673
hAB5252	SMOH	Hs.197366	1.686	1.089	0.754	0.123
hAA1367	UBE2H	Hs.28505	1.387	0.486	0.472	-1.04
hAC7403	DKFZp762H1311	Hs.27027	1.219	1.494	0.286	0.58
hAC4123	AKR1B1	Hs.75313	1.455	0.906	0.541	-0.142
hAB7372	BPGM	Hs.198365	1.553	1.524	0.635	0.608
hAC7927	CALD1	Hs.325474		0.335		-1.578
hAA1506	PTN	Hs.44	2.019	1.152	1.014	0.204
hAE0843	-	Hs.201667	1.054	3.951	0.076	1.982
hAA2801	TIF1	Hs.183858	1.204	2.193	0.268	1.133
hAB4755	MRPS33	Hs.83006	1.214	2.565	0.28	1.359
hAA8738	EPHB6	Hs.3796	1.11	1.044	0.151	0.062
hAA7347	ARHGEF5	Hs.334	1.57	0.535	0.651	-0.902
hAB0475	CNTNAP2	Hs.106552		0.773		-0.371
hAA2008	CUL1	Hs.14541	1.073	2.293	0.102	1.197
hAC2740	KIAA1339	Hs.169452		1.209		0.274
hAA6102	ZNF212	Hs.108139	1.4	0.901	0.485	-0.151
hAB7058	ZNF212	Hs.108139	1.524	1.316	0.608	0.396
hAA0355	RARRES2	Hs.37682	1.468	0.818	0.554	-0.289
hAD6839	FLJ22690	Hs.105468	1.641	0.06	0.715	-4.06
hAD1376	DKFZP586D0824	Hs.128797	1.405	0.138	0.491	-2.857
hAC5662	LR8	Hs.190161	1.446	0.791	0.532	-0.339
hAC7989	NOS3	Hs.166373	1.29	2.036	0.367	1.026
hAA9207	CDK5	Hs.166071	1.329	3.065	0.41	1.616
hAB7098	FASTK	Hs.75087	1.241	1.638	0.312	0.712
hAA2876	ABCF2	Hs.153612	1.963	1.901	0.973	0.927
hAA0744	SMARCD3	Hs.71622	0.971	0.779	-0.042	-0.361
hAB7061	RHEB2	Hs.279903	1.573	3.385	0.654	1.759
hAE0024	PRKAG2	Hs.259842	1.602	0.517	0.68	-0.951
hAA2547	MLL3	Hs.288971	1.215	0.22	0.281	-2.183
hAC8486	PAXIP1L	Hs.173854	1.306	1.188	0.385	0.249
hAA0941	PAXIP1L	Hs.173854		1.241		0.312
hAA7767	DNAJB6	Hs.181195		2.484		1.313
hAA0489	PTPRN2	Hs.74624	1.331	0.592	0.413	-0.757
hAC1344	FBXO25	Hs.81001	1.091	0.902	0.126	-0.148
hAA8795	ANGPT2	Hs.115181	1.308		0.387
hAC8771	BLK	Hs.2243	1.478		0.564
hAC4495	CTSB	Hs.297939	1.409	1.89	0.495	0.918
hAA7171	CTSB	Hs.297939	1.474	1.569	0.56	0.65
hAC6447	CTSB	Hs.297939	1.503	1.248	0.588	0.32
hAA0763	N33	Hs.71119	1.267	0.246	0.341	-2.021
hAA5298	N33	Hs.71119		0.826		-0.276
hAD5257	N33	Hs.71119		0.352		-1.508
hAD8549	FGF20	Hs.154302	1.454	0.506	0.54	-0.983
hAA0481	PDGFRL	Hs.170040		0.552		-0.857
hAB1526	DKFZp761K1423	Hs.236438		0.517		-0.951
hAD6867	FLJ11264	Hs.11260		0.504		-0.988
hAB6755	ATP6B2	Hs.1697		1.048		0.067
hAA7392	LZTS1	Hs.93605	1.681	0.593	0.749	-0.753
hAB7572	RANBP16	Hs.172685	1.392	1.349	0.477	0.432
hAA2440	TNFRSF10B	Hs.51233	1.129	0.862	0.175	-0.215
hAB7156	SCAM-1	Hs.33787	1.22	1.202	0.287	0.265
hAC8080	BN51T	Hs.1276	1.063	1.757	0.088	0.813
hAA9123	BMP1	Hs.1274	1.556	0.946	0.638	-0.081
hAA8972	GNRH1	Hs.82963	1.052	0.923	0.073	-0.115
hAC8010	BNIP3L	Hs.132955	1.348	0.697	0.431	-0.521
hAA2936	BNIP3L	Hs.132955		0.15		-2.737
hAA1945	PTK2B	Hs.20313	1.203	1.465	0.267	0.551
hAA1221	CLU	Hs.75106	1.385	0.818	0.47	-0.289
hAA5845	CSR1	Hs.128856	1.12	1.481	0.163	0.567
hAC4560	LOC55893	Hs.27410	0.989	0.402	-0.016	-1.316
hAB1754	FZD3	Hs.40735	1.114	0.682	0.156	-0.552
hAA1941	FLJ10871	Hs.15562	1.654	1.424	0.726	0.51
hAA8987	GTF2E2	Hs.77100		1.005		0.007
hAA1962	WS-3	Hs.39913	1.468	1.085	0.554	0.117
hAA0455	PPP2CB	Hs.80350	1.076	0.799	0.106	-0.324
hAC8330	WRN	Hs.150477	0.97		-0.044
hAA8799	WRN	Hs.150477	1.295		0.373
hAB2337	NKX3A	Hs.55999	1.092	1.022	0.127	0.031
hAA8614	DUSP4	Hs.2359		0.664		-0.591
hAA0623	NRG1	Hs.172816	1.028	0.782	0.04	-0.355
hAD1890	ASH2L	Hs.6856		1.08		0.112
hAB9710	BAG4	Hs.194726	1.088	0.972	0.122	-0.041
hAA2736	FGFR1	Hs.748	1.343	1.356	0.425	0.439
hAA9127	FGFR1	Hs.748		1.675		0.744
hAA8390	ADAM9	Hs.2442	1.396	0.582	0.481	-0.78
hAA8675	SFRP1	Hs.7306	1.112	1.57	0.153	0.651
hAA9458	SFRP1	Hs.7306	1.116	0.38	0.158	-1.397
hAA8041	-	Hs.10018	1.198	0.661	0.261	-0.597
hAC3867	IKBKB	Hs.226573	1.037	0.147	0.052	-2.767
hAA0183	PLAT	Hs.274404	1.457	0.957	0.543	-0.063
hAA9008	FNTA	Hs.349822	1.155	0.567	0.208	-0.818
hAA0904	LYPLA1	Hs.12540	1.431	1.285	0.517	0.362
hAA2718	MRPL15	Hs.18349		4.095		2.034
hAB1653	FLJ22995	Hs.179909	1.349	1.295	0.432	0.373
hAA7445	-	Hs.280858	1.378	0.987	0.463	-0.018
hAC6054	LYN	Hs.80887	1.083	0.699	0.115	-0.516
hAA2372	LYN	Hs.80887		0.413		-1.274
hAA0337	PLAG1	Hs.14968	1.266	0.184	0.34	-2.439
hAA4971	RAB2	Hs.78305	0.689	0.286	-0.537	-1.804
hAA1469	RAB2	Hs.78305	1.145	0.636	0.195	-0.653
hAC2815	RAB2	Hs.78305		0.704		-0.506
hAA0635	GGH	Hs.78619	0.801	0.867	-0.32	-0.206
hAA2451	COL14A1	Hs.36131	1.206	0.865	0.27	-0.21
hAA0374	SDCBP	Hs.8180	0.825	0.642	-0.278	-0.639
hAA0634	CRH	Hs.75294	1.341		0.423
hAB0147	FLJ22490	Hs.153746		0.943		-0.085
hAC1051	MYBL1	Hs.300592		0.883		-0.179
hAD1807	KIAA1077	Hs.70823	1.277	0.495	0.353	-1.015
hAA0919	TCEB1	Hs.184693	1.076	2.922	0.106	1.547
hAC7738	TCEB1	Hs.184693	1.159	2.923	0.213	1.548
hAB6431	HEY1	Hs.234434	1.366	0.624	0.45	-0.681
hAA2047	TPD52	Hs.2384	1.339	1.955	0.421	0.967
hAD1583	IL7	Hs.72927	1.155	1.28	0.208	0.356
hAA0845	TERF1	Hs.194562	1.038	0.735	0.054	-0.445
hAC3689	TERF1	Hs.194562	1.304	0.423	0.383	-1.242
hAA9021	E2F5	Hs.2331		0.592		-0.756
hAA3784	RINZF	Hs.237146		0.315		-1.666
hAA0261	IMPA1	Hs.171776	0.833	0.513	-0.264	-0.963
hAB6245	FLJ14007	Hs.99519		0.471		-1.085
hAA9828	PDP	Hs.22265	1.35	0.482	0.433	-1.054
hAB0370	CDH17	Hs.89436	1.454	1.218	0.54	0.285
hAD3737	RAD54B	Hs.128501		0.359		-1.477
hAB9903	CCNE2	Hs.30464	1.437	0.495	0.523	-1.015
hAB1672	CCNE2	Hs.30464		0.428		-1.224
hAB9828	p53DINP1	Hs.75497	1.208	0.364	0.273	-1.457
hAB0603	LC27	Hs.296398	1.4	2.165	0.485	1.114
hAA1575	MMP16	Hs.90800	1.381	1.632	0.466	0.707
hAC5961	RIPK2	Hs.103755	1.573	1.153	0.654	0.205
hAB8570	NBS1	Hs.25812	1.185	1.045	0.245	0.063
hAB5812	NBS1	Hs.25812	1.258	1.131	0.331	0.178
hAA9655	KIAA0751	Hs.153610	1.194	1.013	0.256	0.018
hAD1390	DKFZP564O0463	Hs.273344	1.117	1.196	0.16	0.259
hAD6344	LOC81034	Hs.196270	1.321	1.626	0.402	0.702
hAC3074	-	Hs.283713	0.904	0.511	-0.146	-0.97
hAA2472	FZD6	Hs.114218	0.969	0.746	-0.045	-0.422
hAA9608	FZD6	Hs.114218	0.99	0.496	-0.014	-1.012
hAB0156	FLJ12015	Hs.169395		0.674		-0.568
hAA1340	ATP6C	Hs.86905	1.067	0.918	0.094	-0.123
hAE0169	TIEG	Hs.82173	1.277	0.842	0.353	-0.248
hAB5781	p53R2	Hs.94262	1.032	0.61	0.045	-0.713
hAD4006	p53R2	Hs.94262	1.616	0.518	0.692	-0.95
hAE0225	ANGPT1	Hs.2463	1.745		0.803
hAB0334	EIF3S6	Hs.106673	1.17	0.402	0.227	-1.314
hAB8766	CML66	Hs.195870		0.578		-0.79
hAC0998	EIF3S3	Hs.58189	1.024	0.729	0.034	-0.455
hAA2251	EXT1	Hs.184161	1.26	3.592	0.333	1.845
hAE0311	TNFRSF11B	Hs.81791		0.557		-0.845
hAC0889	NOV	Hs.235935		0.891		-0.167
hAA0712	ENPP2	Hs.174185	1.223	0.891	0.29	-0.167
hAC7976	MGC5528	Hs.315167		1.438		0.524
hAD3516	MGC5528	Hs.315167		2.751		1.46
hAB9954	MRPL13	Hs.333823		1.802		0.85
hAA4459	FLJ14825	Hs.334824		0.715		-0.485
hAC2923	ZHX1	Hs.12940	1.212	1.309	0.277	0.389
hAB2143	ZHX1	Hs.12940		0.622		-0.686
hAB8893	ZHX1	Hs.12940		0.644		-0.634
hAA7089	-	Hs.61661	1.101	1.318	0.139	0.399
hAE0258	-	Hs.61661		0.524		-0.932
hAB6812	ANXA13	Hs.181107	1.333	0.655	0.415	-0.611
hAB2238	KIAA0196	Hs.344478	1.302		0.381
hAA5034	MYC	Hs.79070	1.353	1.99	0.436	0.993
hAA0018	MYC	Hs.79070	2.412	1.203	1.27	0.267
hAC8292	TG	Hs.305916	1.441	1.711	0.527	0.775
hAA1769	NDRG1	Hs.75789	1.617	1.14	0.693	0.19
hAD9536	MGC4737	Hs.157240	1.722	0.828	0.784	-0.273
hAA8513	PTK2	Hs.740	1.689	1.549	0.756	0.631
hAA1906	PTK2	Hs.740	2.102	0.329	1.072	-1.606
hAD5976	PTK2	Hs.740		0.417		-1.262
hAE0351	CYP11B2	Hs.184927		1.419		0.505
hAB6739	LY6E	Hs.77667	1.595	2.41	0.674	1.269
hAB6809	CYP11B1	Hs.301118	1.619	1.227	0.695	0.295
hAC4089	-	Hs.348605	1.309	0.826	0.388	-0.276
hAA2022	TSTA3	Hs.264428	1.365	0.693	0.449	-0.53
hAD1117	EEF1D	Hs.223241	1.554	3.142	0.636	1.651
hAE0097	NFKBIL2	Hs.323834	1.375	4.436	0.459	2.149
hAC3332	LOC51160	Hs.339697	1.418	1.546	0.504	0.629
hAB1686	RECQL4	Hs.31442	1.458	3.419	0.544	1.774
hAD9945	-	Hs.12271	1.64	2.034	0.714	1.024
hAB2916	-	Hs.92679	1.178	1.51	0.236	0.595
hAC2415	-	Hs.331601	2.138	1.077	1.096	0.107
hAA1741	SMARCA2	Hs.198296	1.062	0.405	0.087	-1.304
hAE0088	VLDLR	Hs.73729	1.162	0.443	0.217	-1.176
hAE0186	AKL3L	Hs.43436	1.043	0.464	0.061	-1.108
hAD1949	JAK2	Hs.115541		0.597		-0.744
hAC9574	FLJ23309	Hs.87128	0.927		-0.109
hAA0444	MLANA	Hs.154069	0.791	0.447	-0.338	-1.161
hAB0743	RANBP6	Hs.167496	0.865	0.595	-0.209	-0.749
hAB2421	DVS27	Hs.348390		0.412		-1.279
hAA1083	GLDC	Hs.27	1.444	6.982	0.53	2.804
hAC7331	GASC1	Hs.149918	1.42	0.544	0.506	-0.878
hAA5073	TYRP1	Hs.75219	0.319	0.542	-1.648	-0.883
hAC3466	-	Hs.118392	1.109	0.579	0.149	-0.788
hAC1888	-	Hs.82110	1.462	0.625	0.548	-0.677
hAA0713	PSIP1	Hs.82110		0.322		-1.633
hAA8896	SH3GL2	Hs.75149	0.911	1.033	-0.134	0.047
hAA2145	RAGA	Hs.57304		0.807		-0.309
hAA8916	ADFP	Hs.3416	0.888	0.745	-0.171	-0.425
hAD7212	FLJ20686	Hs.271480	0.759	1.24	-0.398	0.311
hAB7234	CDKN2A	Hs.1174	0.871	0.624	-0.199	-0.681
hAA4979	KIAA1354	Hs.106283	0.366	0.313	-1.45	-1.676
hAD9959	IFNW1	Hs.73010	1.018	0.721	0.026	-0.471
hAB6701	MLLT3	Hs.404		0.174		-2.527
hAE0110	ELAVL2	Hs.166109	0.943	0.759	-0.085	-0.397
hAD1840	PLAA	Hs.27182	1.006	0.963	0.009	-0.054
hAA8093	TEK	Hs.89640		0.635		-0.656
hAB6083	FLJ11109	Hs.23607		0.167		-2.585
hAA9951	-	Hs.26239	0.958	0	-0.062
hAA8276	ACO1	Hs.154721	1.408	0.575	0.494	-0.799
hAB7198	TP53BPL	Hs.179982		0.354		-1.499
hAC0994	BAG1	Hs.41714	0.934	2.076	-0.099	1.054
hAA2993	UBAP	Hs.75425	1.059	0.507	0.083	-0.981
hAB4851	DNAI1	Hs.112667		0.982		-0.027
hAA0611	IL11RA	Hs.64310	1.095	0.806	0.131	-0.312
hAA8483	SCYA19	Hs.50002	1.226	0.791	0.294	-0.339
