ProbeID	Ratio	REF.MACS	WT.MACS	p-value	qvalue	Accession	Symbol	geneID	UniGene	Name	Chr	Pathway
1438294_at	-2.18E+00	5.4324	7.6107	1.43E-04	4.51E-03	BG067317	Atxn1	20238	Mm.342686	ataxin 1	chr13 A5|13 28.0 cM	mRNA_processing_binding_Reactome // GenMAPP /// mRNA_processing_binding_Reactome // GenMAPP
1433593_at	1.74E+00	8.9949	7.2562	1.44E-04	4.51E-03	BB316456	Ypel5	383295	Mm.277533	yippee-like 5 (Drosophila)	chr17 E2	---
1428418_s_at	-2.09E+00	5.8274	7.9125	1.44E-04	4.52E-03	BE198251	3110050N22Rik	67306	Mm.332366	RIKEN cDNA 3110050N22 gene	chr3 A1	---
1430887_s_at	-1.82E+00	5.4563	7.2773	1.46E-04	4.56E-03	BB246912	1700112E06Rik	76633	Mm.361010	RIKEN cDNA 1700112E06 gene	chr14 B	---
1437449_at	-1.43E+00	6.8875	8.3194	1.47E-04	4.58E-03	BB818348	Rsad1	237926	Mm.342275	radical S-adenosyl methionine domain containing 1	chr11 D	---
1447379_at	1.22E+00	6.4022	5.1817	1.47E-04	4.59E-03	BB295722	Sap30l	50724	Mm.340083	SAP30-like	chr11 B2	---
1429234_s_at	-1.45E+00	8.9026	10.3557	1.47E-04	4.59E-03	BM120495	11-Sep	52398	Mm.236587	septin 11	chr5 E3|5 52.0 cM	---
1452796_at	1.19E+00	10.8423	9.6561	1.48E-04	4.61E-03	AK010356	Def6	23853	Mm.204731	differentially expressed in FDCP 6	chr17 A3.3	---
1425548_a_at	-2.17E+00	5.6099	7.7803	1.49E-04	4.64E-03	U72644	Lst1	16988	Mm.19379	leukocyte specific transcript 1	chr17 B1|17 19.06 cM	---
1450981_at	-1.92E+00	6.3975	8.3138	1.49E-04	4.64E-03	BI663014	Cnn2	12798	Mm.157770	calponin 2	chr10 C1	Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1429672_at	-2.33E+00	5.8452	8.1771	1.50E-04	4.64E-03	BB234837	5830407E08Rik	76013	---	RIKEN cDNA 5830407E08 gene	---	---
1424759_at	-2.11E+00	5.726	7.84	1.51E-04	4.66E-03	BC017528	Arrdc4	66412	---	arrestin domain containing 4	chr7 C	Statin_Pathway_PharmGKB // GenMAPP /// Statin_Pathway_PharmGKB // GenMAPP
1448663_s_at	1.66E+00	7.4325	5.7728	1.51E-04	4.66E-03	NM_138656	Mvd	192156	Mm.28146	mevalonate (diphospho) decarboxylase	chr8 E1	Cholesterol_Biosynthesis // GenMAPP /// Cholesterol_Biosynthesis // GenMAPP /// Cholesterol_Biosynthesis // GenMAPP
1418704_at	1.44E+00	10.1663	8.7294	1.52E-04	4.67E-03	NM_009113	S100a13	20196	Mm.6523	S100 calcium binding protein A13	chr3 F1-F2|3 43.6 cM	---
1420117_at	1.62E+00	10.2166	8.5927	1.53E-04	4.67E-03	AW413496	---	---	Mm.400785	Transcribed locus	---	---
1426640_s_at	-2.26E+00	8.1684	10.4249	1.53E-04	4.67E-03	BB354684	Trib2	217410	Mm.266679	tribbles homolog 2 (Drosophila)	chr12 A1.1	---
1434352_at	1.23E+00	9.1473	7.9211	1.52E-04	4.67E-03	BB329261	B630005N14Rik	101148	Mm.354863	RIKEN cDNA B630005N14 gene	chr6 A1	---
1436208_at	1.40E+00	10.2693	8.8725	1.52E-04	4.67E-03	BG075316	Asb1	65247	Mm.234152	ankyrin repeat and SOCS box-containing protein 1	chr1 D|1 57.0 cM	---
1456532_at	-1.19E+00	5.112	6.3058	1.55E-04	4.72E-03	BB428671	Pdgfd	71785	Mm.390122	Platelet-derived growth factor, D polypeptide	chr9 A1	---
1417706_at	1.29E+00	6.9648	5.6741	1.56E-04	4.75E-03	NM_013792	Naglu	27419	Mm.95452	alpha-N-acetylglucosaminidase (Sanfilippo disease	chr11 D	Glycosaminoglycan degradation // KEGG /// Glycan structures - degradation // KEGG
1452626_a_at	1.03E+00	9.1827	8.1528	1.58E-04	4.80E-03	AK007494	1810014F10Rik	69064	Mm.41915	RIKEN cDNA 1810014F10 gene	chr7 F4	---
1423071_x_at	-1.39E+00	8.04	9.4289	1.59E-04	4.82E-03	AW549928	LOC270335 /// LOC434328 /// LOC544983 /// LOC545175 /// LOC619711 /// LOC622782 /// LOC623857 /// LOC624831 /// LOC665837 /// LOC666017 /// LOC666200 /// LOC666464 /// LOC668524 /// LOC670117 /// LOC670242	270335 /// 434328 /// 544983 /// 545175 /// 619711 /// 622782 /// 623857 /// 624831 /// 665837 /// 666017 /// 666200 /// 666464 /// 668524 /// 670117 /// 670242	---	hypothetical gene supported by BC019681; BC027236	chr7 B4 /// chr8 B3.3 /// chr16 C3.3 /// chr14 B /// chr1 E1.1 /// chr5 F /// chr10 C1 /// chr4 A1 /// chr12 A1.3	---
1426782_at	-1.56E+00	5.6174	7.1799	1.61E-04	4.87E-03	BC019649	Gpr125	70693	Mm.272974	G protein-coupled receptor 125	chr5 B3	---
1428140_at	-1.76E+00	8.6315	10.3875	1.61E-04	4.87E-03	AK010029	---	---	---	---	---	---
1454721_at	1.50E+00	10.2779	8.7756	1.61E-04	4.87E-03	AV257687	1110018G07Rik	68497	Mm.24446	RIKEN cDNA 1110018G07 gene	chr12 D2	---
1421182_at	-2.03E+00	6.5564	8.5854	1.62E-04	4.89E-03	NM_019985	Clec1b	56760	Mm.30700	C-type lectin domain family 1, member b	chr6 F3	---
1441746_at	1.55E+00	7.3058	5.7553	1.67E-04	5.03E-03	BM115624	---	---	---	---	---	---
1437424_at	-1.90E+00	6.4173	8.3179	1.69E-04	5.08E-03	BG069296	Syde2 /// LOC639654	214804 /// 639654	Mm.268854	synapse defective 1, Rho GTPase, homolog 2 (C. ele	chr3 H2	---
1423161_s_at	-2.53E+00	6.537	9.0684	1.70E-04	5.11E-03	BQ044290	Spred1	114715	Mm.392726	sprouty protein with EVH-1 domain 1, related seque	chr2 E5	---
1424463_at	-1.65E+00	6.4594	8.1094	1.75E-04	5.24E-03	BF225441	2210010L05Rik	98682	Mm.269793	RIKEN cDNA 2210010L05 gene	chr1 C1.1	---
1426586_at	1.52E+00	11.8452	10.3262	1.75E-04	5.24E-03	AI647500	Slc25a11	67863	Mm.296082	solute carrier family 25 (mitochondrial carrier ox	chr11 B4|11 42.0 cM	---
1435823_x_at	-1.81E+00	6.6282	8.4356	1.77E-04	5.29E-03	AW491662	Egfl7	353156	Mm.268933	EGF-like domain 7	chr2 B	---
1419186_a_at	1.46E+00	10.2653	8.8023	1.79E-04	5.32E-03	NM_009183	St8sia4	20452	Mm.306228	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltra	chr1 D	---
1450906_at	-2.10E+00	7.1025	9.2023	1.82E-04	5.39E-03	BB476707	Plxnc1	54712	Mm.256712	plexin C1	chr10 C3	---
1425338_at	-1.13E+00	5.524	6.651	1.84E-04	5.43E-03	BB224034	Plcb4	18798	Mm.38009	phospholipase C, beta 4	chr2 F3|2 77.0 cM	Inositol phosphate metabolism // KEGG /// Calcium signaling pathway // KEGG /// Phosphatidylinositol signaling system // KEGG /// Wnt signaling pathway // KEGG /// VEGF signaling pathway // KEGG /// Gap junction // KEGG /// Fc epsilon RI signaling pathway // KEGG /// Leukocyte transendothelial migration // KEGG /// Long-term potentiation // KEGG /// Long-term depression // KEGG /// Epithelial cell signaling in Helicobacter pylori // KEGG
1452340_at	-1.87E+00	5.9619	7.8322	1.85E-04	5.47E-03	BB667188	6820424L24Rik	100515	Mm.38277	RIKEN cDNA 6820424L24 gene	chr5 B3	---
1450744_at	-1.36E+00	10.3781	11.7376	1.86E-04	5.49E-03	NM_138953	Ell2	192657	Mm.21288	elongation factor RNA polymerase II 2	chr13 C1	---
1442971_at	1.82E+00	8.5642	6.745	1.86E-04	5.50E-03	BG069765	Baz2b	407823	Mm.228071	bromodomain adjacent to zinc finger domain, 2B	chr2 C1.1	---
1451127_at	1.02E+00	10.1392	9.1185	1.89E-04	5.56E-03	BC024822	AW146242	232023	Mm.24642	expressed sequence AW146242	chr6 B3	---
1440347_at	-1.62E+00	5.5665	7.1913	1.90E-04	5.58E-03	BG074665	Arhgap10	78514	Mm.165974	Rho GTPase activating protein 10	chr8 C2	---
1416379_at	-2.41E+00	5.5656	7.9745	1.91E-04	5.59E-03	NM_019482	Panx1	55991	Mm.142253	pannexin 1	chr9 A2	---
1450852_s_at	1.84E+00	12.1531	10.3117	1.93E-04	5.66E-03	BQ173958	F2r	14062	Mm.24816	coagulation factor II (thrombin) receptor	chr13 D1|13 47.0 cM	GPCRDB_Class_A_Rhodopsin-like // GenMAPP
1451335_at	-2.72E+00	9.1611	11.8846	1.94E-04	5.68E-03	AF263458	Plac8	231507	Mm.34609	placenta-specific 8	chr5 E3|5 54.0 cM	---
1422863_s_at	1.42E+00	8.5428	7.1228	1.96E-04	5.70E-03	NM_019808	LOC669660	669660	---	similar to PDZ and LIM domain protein 5 (Enigma ho	---	---
1429404_at	-1.58E+00	7.3576	8.934	1.97E-04	5.70E-03	AK008577	2010317E24Rik	72080	Mm.250293	RIKEN cDNA 2010317E24 gene	chr2 A3	---
1442183_at	-1.28E+00	8.6546	9.9355	1.96E-04	5.70E-03	AW555202	LOC236069	236069	---	similar to carnitine deficiency-associated gene ex	chr4 E1	---
1445919_at	-2.48E+00	5.7571	8.2419	1.97E-04	5.70E-03	BG063063	AA409261	101942	---	expressed sequence AA409261	---	---
1460735_at	-1.63E+00	8.3372	9.9706	1.96E-04	5.70E-03	BM203457	Svil	225115	Mm.136791	supervillin	chr18 A1	---
1460118_at	-1.80E+00	5.0253	6.8214	2.03E-04	5.87E-03	BF455409	---	---	Mm.401203	Transcribed locus	---	---
1434388_at	-1.37E+00	7.3834	8.7556	2.04E-04	5.90E-03	BB023868	Mobkl2a	208228	Mm.49309	MOB1, Mps One Binder kinase activator-like 2A (yea	chr10 C1	---
1425281_a_at	1.42E+00	8.1643	6.7463	2.09E-04	5.99E-03	AF201289	Tsc22d3	14605	Mm.22216	TSC22 domain family 3	chrX F1	---
1434736_at	-1.03E+00	5.7474	6.7781	2.08E-04	5.99E-03	BB744589	Hlf	217082	Mm.158903	hepatic leukemia factor	chr11 C-D|11 52.0 cM	---
1448902_at	1.82E+00	7.875	6.0558	2.08E-04	5.99E-03	NM_025905	Ttc23	67009	Mm.249356	tetratricopeptide repeat domain 23	chr7 C	---
1449052_a_at	-1.86E+00	8.8658	10.7263	2.09E-04	5.99E-03	NM_010068	Dnmt3b	13436	Mm.89772	DNA methyltransferase 3B	chr2 A2-A3	---
1449481_at	-3.18E+00	6.2856	9.4649	2.08E-04	5.99E-03	BC016571	Slc25a13	50799	Mm.24513	solute carrier family 25 (mitochondrial carrier, a	chr6 A1	---
1455359_at	-1.22E+00	6.9633	8.1837	2.09E-04	5.99E-03	BB794593	C130080N23Rik	226829	Mm.103369	RIKEN cDNA C130080N23 gene	chr1 H6	---
1417196_s_at	-1.63E+00	5.8965	7.5276	2.11E-04	6.04E-03	NM_133791	Wwc2	52357	Mm.390033	WW, C2 and coiled-coil domain containing 2	chr8 B1.2|8 30.0 cM	---
1453255_at	1.41E+00	11.7721	10.362	2.12E-04	6.04E-03	AK011417	Slc43a1	72401	Mm.22716	solute carrier family 43, member 1	chr2 E1	---
1434252_at	3.23E+00	8.1971	4.9652	2.12E-04	6.04E-03	BB711990	Tmcc3	319880	Mm.23047	transmembrane and coiled coil domains 3	chr10 C2	---
1429559_at	2.07E+00	9.5372	7.4629	2.12E-04	6.05E-03	AK003474	Gnaq	14682	Mm.391165	guanine nucleotide binding protein, alpha q polype	chr19 A|19 9.0 cM	G_Protein_Signaling // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1417094_at	-1.76E+00	7.2263	8.9872	2.14E-04	6.09E-03	NM_133348	Acot7	70025	Mm.296191	acyl-CoA thioesterase 7	chr4 E2	---
1422861_s_at	1.40E+00	8.3379	6.9411	2.14E-04	6.09E-03	NM_019808	LOC669660	669660	---	similar to PDZ and LIM domain protein 5 (Enigma ho	---	---
1418710_at	1.99E+00	10.898	8.9079	2.15E-04	6.09E-03	NM_007652	Cd59a	12509	Mm.247265	CD59a antigen	chr2 E2-E4|2 55.0 cM	---
1424975_at	-1.25E+00	5.4464	6.6918	2.16E-04	6.12E-03	AF293371	Siglecf	233186	Mm.290569	sialic acid binding Ig-like lectin F	chr7 B3	---
1436034_at	-1.03E+00	9.2117	10.2388	2.16E-04	6.13E-03	AW550283	Cep68	216543	Mm.260314	centrosomal protein 68	chr11 A3.1|11 10.91 cM	---
1433732_x_at	-1.25E+00	7.806	9.0512	2.17E-04	6.13E-03	BG092043	Igf2bp3	140488	Mm.281018	insulin-like growth factor 2 mRNA binding protein	chr6 B2.3|6 20.3 cM	mRNA_processing_binding_Reactome // GenMAPP /// mRNA_processing_binding_Reactome // GenMAPP
1419654_at	1.11E+00	7.8157	6.7079	2.18E-04	6.16E-03	NM_009389	Tle3	21887	Mm.24255	transducin-like enhancer of split 3, homolog of Dr	---	---
1418262_at	-1.76E+00	5.7884	7.5486	2.24E-04	6.28E-03	AW907526	Syk	20963	Mm.375031	spleen tyrosine kinase	chr13 B-C2|13 37.0 cM	---
1448184_at	-2.20E+00	7.8302	10.0298	2.23E-04	6.28E-03	AF483488	Fkbp1a	14225	Mm.278458	FK506 binding protein 1a	chr2 G3	TGF_Beta_Signaling_Pathway // GenMAPP
1422699_at	-1.59E+00	5.9603	7.5496	2.24E-04	6.29E-03	BB554189	Alox12	11684	Mm.12286	arachidonate 12-lipoxygenase	chr11 B3|11 40.0 cM	Eicosanoid_Synthesis // GenMAPP /// Eicosanoid_Synthesis // GenMAPP /// Arachidonic acid metabolism // KEGG
1451490_at	-2.22E+00	6.0445	8.2661	2.26E-04	6.34E-03	BC027340	Lyplal1	226791	Mm.257116	lysophospholipase-like 1	chr1 H5	---
1424718_at	1.92E+00	7.0062	5.0833	2.27E-04	6.35E-03	M18775	Mapt	17762	Mm.1287	microtubule-associated protein tau	chr11 E1|11 64.0 cM	---
1419480_at	-1.64E+00	6.0355	7.6743	2.29E-04	6.39E-03	M36005	Sell	20343	Mm.1461	selectin, lymphocyte	chr1 H2.2|1 86.6 cM	---
1417936_at	-2.38E+00	6.0625	8.4465	2.30E-04	6.40E-03	AF128196	Ccl9	20308	Mm.2271	chemokine (C-C motif) ligand 9	chr11 C|11 47.4 cM	---
1435225_s_at	-1.97E+00	6.3247	8.2982	2.30E-04	6.40E-03	BB728354	Brpf3	268936	Mm.291877	bromodomain and PHD finger containing, 3	chr17 A3.3	---
1434895_s_at	1.70E+00	10.4667	8.767	2.30E-04	6.40E-03	BG064715	Ppp1r13b	21981	Mm.313076	protein phosphatase 1, regulatory (inhibitor) subu	chr12 F2	---
1437176_at	-1.09E+00	6.3119	7.404	2.33E-04	6.49E-03	AV277444	AI451557	102084	Mm.334720	expressed sequence AI451557	chr8 C5	---
1418243_at	2.29E+00	9.0012	6.7098	2.35E-04	6.52E-03	NM_007995	Fcna	14133	Mm.10510	ficolin A	chr2 A3	---
1430373_at	-1.98E+00	5.0621	7.04	2.36E-04	6.55E-03	AI645098	5430427O19Rik	71398	Mm.185296	RIKEN cDNA 5430427O19 gene	chrX B	---
1438653_x_at	-1.16E+00	11.1737	12.3325	2.37E-04	6.55E-03	AV309164	Atxn10	54138	Mm.248906	ataxin 10	chr15 E2	---
1428043_a_at	3.03E+00	9.0992	6.0717	2.38E-04	6.55E-03	AB061276	Cmah	12763	Mm.8396	cytidine monophospho-N-acetylneuraminic acid hydro	chr13 A3.2	---
1437798_at	-1.74E+00	5.2942	7.0353	2.38E-04	6.55E-03	BB051012	6720422M22Rik	99946	---	RIKEN cDNA 6720422M22 gene	---	---
1433467_at	-1.77E+00	6.5719	8.3437	2.40E-04	6.60E-03	BB547620	Slc7a6	330836	Mm.46749	solute carrier family 7 (cationic amino acid trans	chr8 D3	---
1418104_at	3.29E+00	8.7805	5.4902	2.41E-04	6.61E-03	NM_020610	Nrip3	78593	Mm.275374	nuclear receptor interacting protein 3	chr7 E3	---
1433986_at	-1.26E+00	9.8229	11.0852	2.45E-04	6.70E-03	AV152395	BC024659	108934	Mm.38578	cDNA sequence BC024659	chr13A4	---
1434763_at	1.59E+00	8.2476	6.656	2.47E-04	6.74E-03	BF457736	A730041O15Rik	269717	---	RIKEN cDNA A730041O15 gene	chr5 G2	---
1434260_at	-1.84E+00	6.857	8.6958	2.49E-04	6.81E-03	BB461848	Fchsd2	207278	Mm.263041	FCH and double SH3 domains 2	chr7 E2	---
1434497_at	-1.79E+00	7.5494	9.3441	2.52E-04	6.88E-03	BB754142	---	---	---	---	---	---
1441620_at	-1.70E+00	5.2996	6.9947	2.53E-04	6.88E-03	BB481004	Grb10	14783	Mm.273117	Growth factor receptor bound protein 10	chr11 A1|11 8.0 cM	---
1458240_at	1.52E+00	6.3911	4.8665	2.53E-04	6.88E-03	AV326943	Magi1	14924	Mm.217216	Membrane associated guanylate kinase, WW and PDZ d	chr6 D3	---
1439554_at	-1.96E+00	6.001	7.9569	2.54E-04	6.89E-03	AV323498	Scmh1	29871	Mm.388903	sex comb on midleg homolog 1	chr4 D1-D2|4 56.5 cM	---
1424358_at	-1.52E+00	6.1261	7.6419	2.55E-04	6.90E-03	BC016265	Ube2e2	218793	Mm.23551	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog	chr14 A2	---
1429254_at	-1.03E+00	8.0409	9.066	2.55E-04	6.90E-03	BF472491	Aqp11	66333	Mm.29756	aquaporin 11	chr7 E1	---
1443394_at	-1.60E+00	5.6565	7.2531	2.57E-04	6.93E-03	BG060698	Hmga2	15364	Mm.157190	High mobility group AT-hook 2	chr10 D2|10 67.5 cM	---
1442270_at	1.11E+00	10.3295	9.216	2.57E-04	6.93E-03	BB053254	Pbx3	18516	Mm.239941	Pre B-cell leukemia transcription factor 3	chr2 B|2 22.0 cM	---
1416795_at	-1.95E+00	7.0852	9.0372	2.60E-04	6.97E-03	NM_030004	Cryl1	68631	Mm.25539	crystallin, lamda 1	chr14 C3|14 20.0 cM	---
1431833_a_at	1.54E+00	7.9192	6.3753	2.59E-04	6.97E-03	AK004902	Hmgcs2	15360	Mm.289131	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	chr3 F2.2|3 48.0 cM	---
1449269_at	-1.78E+00	5.4118	7.1888	2.60E-04	6.97E-03	NM_007976	F5	14067	Mm.12900	coagulation factor V	chr1 H2.2|1 86.6 cM	Blood_Clotting_Cascade // GenMAPP
1455446_x_at	1.57E+00	8.4498	6.8758	2.59E-04	6.97E-03	BF228057	Acadsb	66885	Mm.334274	acyl-Coenzyme A dehydrogenase, short/branched chai	chr7 F4	Fatty_Acid_Degradation // GenMAPP /// Fatty_Acid_Degradation // GenMAPP /// Fatty acid metabolism // KEGG /// Valine, leucine and isoleucine degradation // KEGG /// beta-Alanine metabolism // KEGG /// Propanoate metabolism // KEGG
1419757_at	-1.44E+00	7.0172	8.4562	2.60E-04	6.99E-03	NM_011256	Pitpnm2	19679	Mm.44261	phosphatidylinositol transfer protein, membrane-as	chr5 F|5 68.0 cM	---
1451353_at	-2.12E+00	5.9546	8.0697	2.62E-04	7.02E-03	AV378394	Tm6sf1	107769	---	transmembrane 6 superfamily member 1	chr7 D1	---
1438404_at	-2.17E+00	6.8881	9.0563	2.63E-04	7.02E-03	BB125272	Rnf144	108089	Mm.214932	ring finger protein 144	chr12 A3	---
1449602_at	-1.64E+00	4.9872	6.6314	2.63E-04	7.03E-03	AI785329	Klhl5	71778	Mm.10281	Kelch-like 5 (Drosophila)	chr5 C3.1	---
1440431_at	-1.80E+00	5.7372	7.54	2.63E-04	7.03E-03	BB053468	Meis1	17268	Mm.356578	Myeloid ecotropic viral integration site 1	chr11 A3.1|11 11.0 cM	---
1433209_at	-1.76E+00	5.9892	7.7454	2.65E-04	7.07E-03	AK008743	2210017G18Rik	70386	---	RIKEN cDNA 2210017G18 gene	---	---
1451428_x_at	-3.11E+00	6.5513	9.6566	2.66E-04	7.08E-03	BC024610	Egfl7	353156	Mm.268933	EGF-like domain 7	chr2 B	---
1416832_at	-2.74E+00	8.6883	11.4288	2.67E-04	7.08E-03	NM_026228	Slc39a8	67547	Mm.30239	solute carrier family 39 (metal ion transporter),	chr3 G3|3 66.0 cM	---
1459647_at	-1.55E+00	5.543	7.0885	2.67E-04	7.08E-03	BF148993	Pold3	67967	Mm.37562	Polymerase (DNA-directed), delta 3, accessory subu	chr7 F1	DNA_replication_Reactome // GenMAPP /// DNA_replication_Reactome // GenMAPP
1438958_x_at	-1.79E+00	8.8372	10.624	2.68E-04	7.09E-03	BB058341	Fkbp1a	14225	Mm.278458	FK506 binding protein 1a	chr2 G3	TGF_Beta_Signaling_Pathway // GenMAPP
1435176_a_at	1.65E+00	9.2274	7.575	2.71E-04	7.16E-03	BF019883	Id2	15902	Mm.34871	inhibitor of DNA binding 2	chr12 B|12 7.0 cM	---
1454670_at	-1.35E+00	7.945	9.2988	2.71E-04	7.16E-03	AW556696	Rere	68703	Mm.291274	arginine glutamic acid dipeptide (RE) repeats	chr4 E2|4 78.0 cM	---
1450872_s_at	-1.04E+00	9.2977	10.3355	2.74E-04	7.24E-03	AI596237	Lip1	16889	Mm.157545	lysosomal acid lipase 1	chr19 C1	---
1458709_a_at	1.13E+00	8.5905	7.4589	2.74E-04	7.24E-03	AV274704	Atxn7l1	380753	Mm.310519	ataxin 7-like 1	chr12 A3	---
1455032_at	-1.01E+00	6.6327	7.6468	2.75E-04	7.24E-03	BQ176303	9630037P07Rik	227210	Mm.39706	RIKEN cDNA 9630037P07 gene	chr1 C2	---
1458602_at	1.45E+00	7.5005	6.0544	2.76E-04	7.28E-03	BM235738	Bbx	70508	Mm.28940	bobby sox homolog (Drosophila)	chr16 B5	---
1435517_x_at	-1.33E+00	6.095	7.4251	2.78E-04	7.30E-03	BB465250	Ralb	64143	Mm.27832	v-ral simian leukemia viral oncogene homolog B (ra	chr1 E2	---
1437279_x_at	-2.47E+00	5.5871	8.0527	2.79E-04	7.31E-03	BB533095	Sdc1	20969	Mm.2580	syndecan 1	chr12 A1.1|12 1.0 cM	---
1420980_at	-1.75E+00	5.605	7.3568	2.79E-04	7.32E-03	BF456404	Pak1	18479	Mm.260227	p21 (CDKN1A)-activated kinase 1	chr7 E1|7 46.5 cM	Integrin-mediated_cell_adhesion_KEGG // GenMAPP
1456414_at	1.11E+00	6.7518	5.6407	2.80E-04	7.33E-03	BB703378	---	---	Mm.100443	In vitro fertilized eggs cDNA, RIKEN full-length e	---	---
1438439_at	-2.03E+00	5.1955	7.221	2.81E-04	7.35E-03	BB229616	Gpr171	229323	Mm.123648	G protein-coupled receptor 171	chr3 D	---
1455564_at	-1.04E+00	6.4264	7.4655	2.81E-04	7.35E-03	BQ176236	Bcr	110279	Mm.333722	breakpoint cluster region homolog	chr10 B5.3-C1|10 40.5 cM	---
1416125_at	-1.85E+00	7.2024	9.0496	2.83E-04	7.39E-03	U16959	Fkbp5	14229	Mm.276405	FK506 binding protein 5	chr17 A3.3|17 13.0 cM	Calcium signaling pathway // KEGG
1453300_at	1.25E+00	7.5221	6.2687	2.85E-04	7.43E-03	AK017526	Slc35d2 /// LOC674340	674340 /// 70484	Mm.133731	solute carrier family 35, member D2 /// similar to	chr13 B3	---
1436387_at	1.29E+00	9.1206	7.8333	2.86E-04	7.44E-03	BB398124	C330006P03Rik	320588	---	RIKEN cDNA C330006P03 gene	---	---
1421415_s_at	-1.07E+00	5.6219	6.6907	2.87E-04	7.44E-03	NM_008105	Gcnt2	14538	Mm.314757	glucosaminyl (N-acetyl) transferase 2, I-branching	chr13 A5|13 17.0 cM	---
1448482_at	-1.96E+00	7.1246	9.0838	2.86E-04	7.44E-03	NM_026228	Slc39a8	67547	Mm.30239	solute carrier family 39 (metal ion transporter),	chr3 G3|3 66.0 cM	---
1434246_at	-1.67E+00	5.381	7.0517	2.89E-04	7.48E-03	BB022070	L3mbtl3	237339	Mm.338439	l(3)mbt-like 3 (Drosophila)	chr10 A4	---
1443249_at	1.53E+00	9.5152	7.9867	2.91E-04	7.53E-03	BM247240	3-Mar	320253	Mm.312623	Membrane-associated ring finger (C3HC4) 3	chr18 D2	---
1436777_at	1.00E+00	8.2187	7.2164	2.93E-04	7.56E-03	BG063871	---	---	---	---	---	---
1439441_x_at	-1.42E+00	6.8929	8.3087	2.96E-04	7.63E-03	BB134767	Lats2	50523	Mm.347899	large tumor suppressor 2	chr14 C3	---
1449456_a_at	-2.21E+00	6.7339	8.9434	2.96E-04	7.63E-03	NM_010780	Cma1	17228	Mm.1252	chymase 1, mast cell	chr14 C3|14 20.0 cM	---
1417874_at	1.00E+00	11.2096	10.2095	2.98E-04	7.67E-03	NM_020050	Tmem9b	56786	Mm.240668	TMEM9 domain family, member B	chr7 E3	---
1453025_at	1.17E+00	8.2519	7.0769	3.03E-04	7.78E-03	AK011824	2900006F19Rik	72899	Mm.229466	RIKEN cDNA 2900006F19 gene	chr2 F3	---
1427153_at	-1.39E+00	8.4668	9.8572	3.05E-04	7.82E-03	AW047304	Bckdhb	12040	Mm.12819	branched chain ketoacid dehydrogenase E1, beta pol	chr9 E2	---
1459224_at	1.51E+00	8.5289	7.0225	3.05E-04	7.82E-03	BB005980	Ppp1r13b	21981	Mm.313076	Protein phosphatase 1, regulatory (inhibitor) subu	chr12 F2	---
1450641_at	-2.84E+00	7.7839	10.6251	3.07E-04	7.87E-03	M24849	Vim	22352	Mm.268000	vimentin	chr2 A2|2 7.0 cM	Striated_muscle_contraction // GenMAPP
1416554_at	-1.72E+00	10.3467	12.0645	3.08E-04	7.87E-03	NM_016861	Pdlim1	54132	Mm.5567	PDZ and LIM domain 1 (elfin)	chr19 D1	---
1421413_a_at	1.44E+00	8.5434	7.1043	3.08E-04	7.87E-03	NM_022554	Pdlim5 /// LOC669660	56376 /// 669660	Mm.117709	PDZ and LIM domain 5 /// similar to PDZ and LIM do	chr3 H3	---
1457583_at	1.56E+00	10.2183	8.6608	3.09E-04	7.87E-03	BM219171	St6galnac3	20447	Mm.296453	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl	chr3 H4	---
1433491_at	-1.69E+00	5.3008	6.9904	3.09E-04	7.87E-03	BE951907		13822	Mm.306026	erythrocyte protein band 4.1-like 2	chr10 A4|10 18.0 cM	---
1452696_a_at	-1.79E+00	5.6101	7.3977	3.12E-04	7.91E-03	AK017115	4933439C10Rik	74476	Mm.390337	RIKEN cDNA 4933439C10 gene	chr11 B1.3	---
1441971_at	-1.19E+00	6.6542	7.8441	3.12E-04	7.93E-03	AW543723	---	---	Mm.25647	Transcribed locus	---	---
1423063_at	-1.86E+00	5.7439	7.6014	3.15E-04	7.98E-03	BB795491	Dnmt3a	13435	Mm.5001	DNA methyltransferase 3A	chr12 A2-A3	---
1454764_s_at	-1.88E+00	9.8383	11.7224	3.15E-04	7.98E-03	BF165681	Slc38a1	105727	Mm.393579	solute carrier family 38, member 1	chr15 F1	---
1437436_s_at	1.08E+00	12.6811	11.6009	3.17E-04	8.01E-03	BB461269	Gprk6	26385	Mm.10193	G protein-coupled receptor kinase 6	chr13 B1-3|13 35.0 cM	Calcium_regulation_in_cardiac_cells // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Calcium_regulation_in_cardiac_cells // GenMAPP /// Calcium_regulation_in_cardiac_cells // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1444408_at	-1.09E+00	6.6029	7.696	3.18E-04	8.03E-03	BB295604	B130040O20Rik	320962	---	RIKEN cDNA B130040O20 gene	chr11 B1.3	---
