Accession	GENE	TITLE	Median_Cy5	Median_Cy3	case%	Adj_Cy3/Cy5ratio	Log 2 Cy3/Cy5_ratio
N36071	LOC162073	hypothetical protein LOC162073	47295.5	31783	65	0.476686241	-1.06888811
AW449053	IFI27	interferon, alpha-inducible protein 27	175211	88069	85	0.476713463	-1.068805725
AA397546	NA	ESTs	100143	66921.5	60	0.477275876	-1.067104679
N92293	NA	EST	207878	72981	75	0.47741823	-1.066674439
AA666119	GBP3	guanylate binding protein 3	0	6387	55	0.477615905	-1.066077214
U66879	BAD	BCL2-antagonist of cell death	600866.5	284048	95	0.477663173	-1.065934443
NM_005689	ABCB6	ATP-binding cassette, sub-family B (MDR/TAP), member 6	851288.5	395462.5	100	0.477738513	-1.06570691
AA460834	NA	Homo sapiens, clone IMAGE:6021628, mRNA	697454	322719	90	0.477829224	-1.065433002
D50419	ZNF175	zinc finger protein 175	566538.5	200410	90	0.477905654	-1.06520226
C75253	NA	ESTs	96226.5	43517.5	90	0.477915866	-1.065171432
N49984	NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	155232	88757.5	80	0.477983485	-1.064967324
AI650915	FALZ	fetal Alzheimer antigen	64138.5	27552.5	65	0.478008774	-1.064890995
V00493	HBA2	hemoglobin, alpha 2	87144	53534.5	60	0.478102526	-1.064608067
N32029	PP1201	PP1201 protein	218576	93598	90	0.478137119	-1.064503684
AA677097	NA	NA	82049	31815	75	0.47822608	-1.064235284
AI015155	IHH	Indian hedgehog homolog (Drosophila)	134980.5	79560.5	90	0.47823027	-1.064222646
AI927063	NA	ESTs	216423.5	109216	95	0.478358317	-1.063836413
AA609057	NA	Homo sapiens cDNA FLJ37051 fis, clone BRACE2013624.	78457.5	28187	70	0.478498046	-1.063415062
AL117658	MGC17943	hypothetical protein MGC17943	93705.5	35872	70	0.478592215	-1.063131165
U59808	CCL13	chemokine (C-C motif) ligand 13	380649	123481.5	100	0.478783941	-1.06255333
AA758886	ZFH4	zinc finger homeodomain 4	143339.5	96222.5	80	0.478876885	-1.062273297
NM_021910	FXYD3	FXYD domain containing ion transport regulator 3	198531	168766	80	0.47889349	-1.062223272
R39610	CAPN2	calpain 2, (m/II) large subunit	138889.5	73723.5	95	0.478999783	-1.061903094
AB022017	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit	333320	144285	100	0.479031823	-1.061806596
AI307742	TRIM9	tripartite motif-containing 9	158878.5	45195	80	0.479177565	-1.061367733
M81758	SCN4A	sodium channel, voltage-gated, type IV, alpha polypeptide	538245	433303.5	95	0.479299157	-1.061001692
AF068227	CLN5	ceroid-lipofuscinosis, neuronal 5	192304.5	142808.5	75	0.479428259	-1.060613145
N46322	FLJ20618	hypothetical protein FLJ20618	36942	16571.5	50	0.479460568	-1.060515924
AF035295	ACAA1	acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)	295452	126157.5	90	0.479460712	-1.060515494
D83243	NPAT	nuclear protein, ataxia-telangiectasia locus	30877.5	14439.5	50	0.479550721	-1.06024468
AA722348	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	710855.5	347630	100	0.479586288	-1.060137683
R44603	NA	ESTs	323085	144766.5	80	0.479688131	-1.059831351
BG112322	LOC91272	hypothetical protein BC007436	78176	40165	65	0.479734527	-1.059691819
AI692575	NA	Homo sapiens full length insert cDNA clone ZE09G12	1812985	656686	100	0.479773364	-1.059575031
BE672687	NA	Homo sapiens tissue-type colon unknown mRNA	0	19994	50	0.479783151	-1.059545601
AK026363	MRPL9	mitochondrial ribosomal protein L9	124012.5	79730	75	0.480004345	-1.058880629
AI827958	FABP3	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)	594622.5	239848	100	0.480101627	-1.05858827
NM_001190	BCAT2	branched chain aminotransferase 2, mitochondrial	118489.5	69170.5	70	0.480321847	-1.057926664
AF039655	BFSP1	beaded filament structural protein 1, filensin	609876.5	213767	100	0.480397191	-1.057700378
AK025707	FLJ22054	hypothetical protein FLJ22054	758869	379054	100	0.480410334	-1.057660909
N48975	NA	ESTs	1349153	591378	100	0.480550773	-1.057239226
H38973	TRIM41	tripartite motif-containing 41	114926	49367	65	0.481165435	-1.055395088
AF032885	FOXO1A	forkhead box O1A (rhabdomyosarcoma)	307607	147653.5	75	0.481395227	-1.054706258
AK023150	NA	Homo sapiens cDNA FLJ13088 fis, clone NT2RP3002102.	72883.5	57707	65	0.481510305	-1.054361422
AA148817	PKD1-like	polycystic kidney disease 1-related	463416	248442	95	0.481549532	-1.054243893
AK026894	RHPN2	rhophilin, Rho GTPase binding protein 2	99973.5	37663.5	65	0.481629193	-1.054005255
AI276252	FLJ38663	hypothetical protein FLJ38663	45828.5	9904.5	55	0.481677767	-1.053859759
U64564	MOG	myelin oligodendrocyte glycoprotein	864007	463297	100	0.4818813	-1.053250279
AF151885	CGI-127	yippee protein	189367	81417	95	0.481887774	-1.053230897
R55752	RGS8	regulator of G-protein signalling 8	1142338	604118	95	0.48207858	-1.052659765
AJ272204	C12orf3	chromosome 12 open reading frame 3	775722	334238	100	0.482139633	-1.052477068
AW976711	NA	ESTs	177331.5	76510	95	0.482306321	-1.051978376
AF005038	SCAMP2	secretory carrier membrane protein 2	29120.5	6005	55	0.482349041	-1.051850595
AL137564	TENC1	tensin like C1 domain-containing phosphatase	314277	172559.5	90	0.482350434	-1.05184643
AI768962	CCND1	cyclin D1 (PRAD1: parathyroid adenomatosis 1)	540055.5	218295.5	100	0.482379148	-1.051760549
AB023227	KIAA1010	KIAA1010 protein	876280	364368	100	0.482533266	-1.051299689
AI122806	NA	ESTs	540130	239358.5	100	0.482541808	-1.051274151
AI033599	NA	ESTs	666884	269065	85	0.483281763	-1.04906354
AA843512	PERQ1	PERQ amino acid rich, with GYF domain 1	111036	49473.5	80	0.483281814	-1.049063387
AL044465	MAGEA2b	melanoma antigen, family A, 2, copy b	2769127.5	1209913	100	0.48332933	-1.04892155
AF027204	TM4SF5	transmembrane 4 superfamily member 5	406677.5	179588	95	0.483496454	-1.048422785
R09189	FLJ20281	hypothetical protein FLJ20281	69505.5	22232	80	0.483616465	-1.048064732
AI732637	NA	ESTs	23091	16735	55	0.483621066	-1.048051008
AW628987	NA	Homo sapiens cDNA FLJ31060 fis, clone HSYRA2000925.	136615	63387	90	0.483644855	-1.047980044
AI989840	NA	NA	315522	159328.5	70	0.483698923	-1.047818771
AI821777	NFASC	neurofascin	75174.5	37923.5	65	0.483944007	-1.04708796
AB002386	EZH1	enhancer of zeste homolog 1 (Drosophila)	90542.5	41584	75	0.484192627	-1.046346983
U88573	NBR2	NBR2	1717382.5	888624	100	0.484300638	-1.046025192
X80754	DRG2	developmentally regulated GTP binding protein 2	198296.5	88930	80	0.484562962	-1.04524396
D49738	CKAP1	cytoskeleton-associated protein 1	935561.5	501725.5	95	0.484569038	-1.045225871
L27476	TJP2	tight junction protein 2 (zona occludens 2)	2725848	1571944.5	100	0.484703199	-1.044826492
AA482557	NA	ESTs	34919	15759.5	60	0.484958219	-1.044067635
AF009242	PRRG1	proline-rich Gla (G-carboxyglutamic acid) polypeptide 1	126207.5	70502	75	0.484974388	-1.044019535
M22865	CYB5	cytochrome b-5	53052.5	21462.5	55	0.485026224	-1.043865343
U20362	TG737	Probe hTg737 (polycystic kidney disease, autosomal recessive)	878326.5	473458	100	0.485207375	-1.043326615
AA678375	NA	ESTs	943651.5	490232.5	100	0.485209282	-1.043320945
AI224893	ARSB	arylsulfatase B	3149425.5	1958862	100	0.485326228	-1.042973266
M24283	ICAM1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	141950.5	73408	80	0.485343758	-1.042921158
AB002337	KIAA0339	KIAA0339 gene product	169215.5	59212	95	0.485485614	-1.042499548
AA573433	FLJ10631	hypothetical protein FLJ10631	147105.5	49249	85	0.485534315	-1.042354833
AA465508	LOC255488	hypothetical protein LOC255488	437239	218969.5	100	0.485553872	-1.042296724
BG028573	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	150809.5	71775.5	95	0.485583715	-1.042208056
H05961	NA	ESTs	321175	140082	100	0.485661325	-1.041977492
AA007465	MNAB	membrane-associated nucleic acid binding protein	140303	59859	70	0.485804894	-1.041551071
NM_000078	CETP	cholesteryl ester transfer protein, plasma	675325.5	326214	100	0.485872375	-1.041350687
AI670776	NA	ESTs	330348.5	242387.5	95	0.48587592	-1.04134016
L14076	SFRS4	splicing factor, arginine/serine-rich 4	292045	157141.5	100	0.485952775	-1.041111975
D13645	KIAA0020	minor histocompatibility antigen HA-8	1798468.5	621265	90	0.486033057	-1.040873654
M30817	MX1	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	972556	463849	100	0.486035151	-1.040867438
AA417210	NA	EST	558447.5	208026.5	85	0.486035251	-1.040867142
AK027142	LOC55971	insulin receptor tyrosine kinase substrate	237576	151345.5	70	0.486104998	-1.040660127
U76992	HTATSF1	HIV TAT specific factor 1	301440	144598	100	0.486209621	-1.040349653
AF006751	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)	420229	150396	95	0.486212306	-1.040341687
AK027079	POGK	pogo transposable element with KRAB domain	87971.5	38784	65	0.486536703	-1.039379453
NM_001345	DGKA	diacylglycerol kinase, alpha 80kDa	45053	32296	55	0.486543903	-1.039358104
AK025212	FLJ21709	hypothetical protein FLJ21709	70711	38137	75	0.486579749	-1.039251816
AW170416	NA	ESTs	1318338	785523.5	100	0.48670522	-1.038879848
AA432127	NA	ESTs	528090	243542.5	95	0.486776539	-1.038668458
M77830	DSP	desmoplakin (DPI, DPII)	441116.5	291274	100	0.486964663	-1.038111008
U55936	SNAP23	synaptosomal-associated protein, 23kDa	188941	82212	75	0.487165741	-1.037515411
W81225	FLJ10849	hypothetical protein FLJ10849	138462	64591.5	65	0.487248907	-1.037269145
NM_006349	CG1I	putative cyclin G1 interacting protein	948608.5	321764	95	0.48744421	-1.036690989
NM_002928	RGS16	regulator of G-protein signalling 16	85622	33142	65	0.48748038	-1.036583941
AA777689	NA	ESTs, Weakly similar to RIKEN cDNA 1110001O19 [Mus musculus] [M.musculus]	308592	138764.5	95	0.487604981	-1.036215231
AA608559	RUFY1	RUN and FYVE domain containing 1	347871.5	145133	95	0.487798609	-1.035642452
AK026571	LOC283105	hypothetical protein LOC283105	33995	8575	60	0.487819579	-1.035580431
R07651	NA	ESTs	330856	196307	100	0.487838371	-1.035524856
NA	NA	NA	88616	19025	50	0.487843013	-1.03551113
AK001334	RNF12	ring finger protein 12	40908	9815.5	55	0.487986555	-1.035086697
Z32684	XK	Kell blood group precursor (McLeod phenotype)	490171.5	245924.5	90	0.488072195	-1.034833528
N74230	AGXT2	alanine-glyoxylate aminotransferase 2	32144.5	21207.5	55	0.488216149	-1.03440808
AF005081	NA	NA	549457	257774	75	0.488252942	-1.034299357
BF062203	KIAA2026	similar to K06A9.1b.p	124087	51046	90	0.488379072	-1.033926715
R60927	NA	Homo sapiens cDNA FLJ39737 fis, clone SMINT2016396.	2417208.5	1095789	90	0.488585275	-1.033317709
NM_021003	PPM1A	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	129380	50164	75	0.488685386	-1.033022133
AI655173	MGC3048	hypothetical protein MGC3048	388404.5	236245	95	0.488836543	-1.032575958
NM_006865	LILRA3	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3	206642.5	151869	80	0.488848671	-1.032540165
AB046794	FLJ20060	hypothetical protein FLJ20060	92239	25630.5	65	0.488973567	-1.032171616
AA625373	NA	Homo sapiens cDNA FLJ37125 fis, clone BRACE2022638.	109294.5	36063.5	85	0.488977588	-1.032159752
NM_014807	KIAA0285	KIAA0285 gene product	298051.5	151335.5	75	0.489070361	-1.03188606
L29217	CLK3	CDC-like kinase 3	88927	36704.5	80	0.489131448	-1.031705871
AA908170	NA	ESTs	246172	135384.5	85	0.489432889	-1.030817044
U77968	NPAS1	neuronal PAS domain protein 1	438613.5	188679	95	0.48976899	-1.029826662
NM_002224	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	256147.5	159993.5	80	0.489837696	-1.029624291
D50487	DDX8	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 8 (RNA helicase)	0	0	50	0.489995146	-1.029160637
AF239668	CCKBR	cholecystokinin B receptor	477022	248280.5	85	0.490025349	-1.029071714
U97074	CFLAR	CASP8 and FADD-like apoptosis regulator	4876857	2151350	100	0.490283645	-1.028311457
L02320	RDX	radixin	455801.5	159313.5	90	0.49029904	-1.028266158
AA481859	NA	Homo sapiens clone 23636 mRNA sequence	99925	52877	80	0.490386025	-1.028010229
AK024141	DPF3	D4, zinc and double PHD fingers, family 3	374055	150478	100	0.490414042	-1.027927808
AA829428	ZNF16	zinc finger protein 16 (KOX 9)	117162	54815	65	0.490425931	-1.027892832
AK000140	PLAC8	placenta-specific 8	27620.5	6444.5	60	0.490557128	-1.027506938
NM_001831	CLU	clusterin (complement lysis inhibitor, SP-40,40, sulfated glycoprotein 2, testosterone-repressed prostate message 2, apolipoprotein J)	38494	34	60	0.490841472	-1.026670945
AW888220	KIAA1518	KIAA1518 protein	74196	25037.5	65	0.490894891	-1.026513944
AI955135	C9orf5	chromosome 9 open reading frame 5	400541.5	225900.5	95	0.490966051	-1.026304825
D87343	DSCR3	Down syndrome critical region gene 3	133556	117695.5	75	0.491036627	-1.026097455
L41351	PRSS8	protease, serine, 8 (prostasin)	578014	278237.5	95	0.491442484	-1.024905513
AW450916	NA	Homo sapiens cDNA FLJ34699 fis, clone MESAN2002186.	261965.5	187898.5	80	0.491578378	-1.024506634
BF002212	LOC51204	clone HQ0477 PRO0477p	30973.5	21693	60	0.491658084	-1.024272731
AV713996	TAF13	TAF13 RNA polymerase II, TATA box binding protei (TBP)-associated factor, 18kDa	477048.5	221166.5	80	0.491713943	-1.024108831
AI084504	NA	Homo sapiens cDNA FLJ38586 fis, clone HCHON2009384.	253352.5	89090.5	80	0.491789193	-1.023888064
AF012072	EIF4G3	eukaryotic translation initiation factor 4 gamma, 3	404344	201362.5	100	0.492269588	-1.022479482
AF246126	ZNF226	zinc finger protein 226	44311	23972.5	75	0.492295859	-1.022402491
AI215926	DC32	DC32	367744.5	241997.5	100	0.492433125	-1.022000283
NM_001300	COPEB	core promoter element binding protein	1203647.5	539958.5	100	0.492542337	-1.021680356
AK026010	EGFR-RS	likely ortholog of mouse epidermal growth factor receptor, related sequence	50940	24936	65	0.492631824	-1.021418266
AB018353	UNC84A	unc-84 homolog A (C. elegans)	333393.5	165069.5	100	0.492738371	-1.021106272
AI188219	MGC33884	hypothetical protein MGC33884	670128.5	306739.5	100	0.492828584	-1.020842161
AW381588	SLC25A14	solute carrier family 25 (mitochondrial carrier, brain), member 14	1854589	805977	100	0.492841285	-1.020804981
BF240562	NA	Homo sapiens, clone IMAGE:3909104, mRNA	433027	221194	95	0.492855106	-1.020764523
AA700554	NA	ESTs	1616622	891277	100	0.492969478	-1.02042977
NM_000453	SLC5A5	solute carrier family 5 (sodium iodide symporter), member 5	362654.5	158973.5	95	0.493107055	-1.0200272
AB007930	POGZ	pogo transposable element with ZNF domain	89835	31289	80	0.49324921	-1.019611355
AF084555	ARPP-19	cyclic AMP phosphoprotein, 19 kD	166906	76009	70	0.493323592	-1.019393812
AA629059	LMLN	leishmanolysin-like (metallopeptidase M8 family)	30897.5	9126.5	50	0.493410109	-1.019140821
H17536	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	51560	33139	60	0.493549552	-1.018733157
BF570101	NA	Homo sapiens, clone IMAGE:4310290, mRNA	47798	14359.5	65	0.493594631	-1.018601393
U78678	TXN2	thioredoxin 2	504252	252478	100	0.493636002	-1.018480478
AA631975	NA	ESTs	29993	14351.5	50	0.494014182	-1.017375637
BF793633	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	194540.5	93361	95	0.494102011	-1.017119167
N66501	LOC130752	hypothetical protein LOC130752	306946	167125.5	80	0.494186917	-1.016871279
NM_002857	PXF	peroxisomal farnesylated protein	344451.5	142221.5	95	0.494423254	-1.016181496
AI766155	CARS	cysteinyl-tRNA synthetase	100079.5	30788	60	0.494762118	-1.015193052
AF041243	HCRTR1	hypocretin (orexin) receptor 1	323739	156301.5	90	0.494812907	-1.015044963
AI138399	NYD-TSP1	testis-specific protein NYD-TSP1	493010.5	247759.5	95	0.494886777	-1.014829599
AI345943	MGC2747	hypothetical protein MGC2747	122834.5	76628.5	80	0.494900379	-1.014789947
AK022712	FLJ12650	hypothetical protein FLJ12650	334282	181091.5	90	0.49493696	-1.014683315
AA600323	NA		372192.5	182729.5	95	0.495018102	-1.014446813
AA894554	NA	Homo sapiens cDNA FLJ39589 fis, clone SKMUS2008607.	376353	193093.5	95	0.495107473	-1.014186371
AA412673	PRICKLE2	prickle-like 2 (Drosophila)	1242578	553459	95	0.495186074	-1.013957351
AF145439	CCR9	chemokine (C-C motif) receptor 9	46773.5	21606.5	55	0.495230478	-1.013827989
M80482	PACE4	paired basic amino acid cleaving system 4	71511.5	23643	55	0.495251626	-1.013766383
AF052137	OSGEP	O-sialoglycoprotein endopeptidase	622054	180248.5	90	0.49525442	-1.013758245
AA780275	DKFZP564O0823	DKFZP564O0823 protein	1173009.5	540854	100	0.495383028	-1.013383652
AK001754	NUP133	nucleoporin 133kDa	158850.5	55861.5	95	0.495477456	-1.013108677
BG165889	NA	Homo sapiens cDNA FLJ11658 fis, clone HEMBA1004577.	55613	23185	60	0.495554179	-1.0128853
AK021719	ST7L	suppression of tumorigenicity 7 like	3864028	1481815.5	100	0.495592752	-1.012773008
AI190071	KRT6IRS	keratin 6 irs	217910	69635	75	0.4956152	-1.012707661
U58197	ILF1	interleukin enhancer binding factor 1	175977	107291	70	0.49600776	-1.011565402
U78556	CRA	cisplatin resistance associated	125591.5	37391.5	70	0.496074862	-1.011370242
AK022291	FLJ12229	hypothetical protein FLJ12229	435444	297167	100	0.496351324	-1.010566453
U97145	GFRA2	GDNF family receptor alpha 2	777930.5	304872.5	100	0.496400308	-1.010424085
AA878239	ARMET	arginine-rich, mutated in early stage tumors	1719048	973586.5	100	0.496712248	-1.009517773
AA630249	NA	EST	82977.5	31110	60	0.496877329	-1.009038378
D90276	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	57354	14829	60	0.496907804	-1.008949894
AA780027	NA	EST	427958	192829	75	0.497123596	-1.008323512
X58288	PTPRM	protein tyrosine phosphatase, receptor type, M	126796	38024.5	65	0.497180097	-1.008159552
AA757990	NA	EST	757745	392039	95	0.497438464	-1.007410028
BG030683	TEBP	unactive progesterone receptor, 23 kD	25399	1486.5	50	0.497482649	-1.007281887
BF063382	NA	Homo sapiens cDNA FLJ10705 fis, clone NT2RP3000850.	187710	109496	100	0.497491175	-1.007257161
AA251484	NA	ESTs, Weakly similar to hypothetical protein FLJ20378 [Homo sapiens] [H.sapiens]	269215	105107	95	0.497548102	-1.007092086
BE739904	STX10	syntaxin 10	373143.5	155495.5	100	0.497591089	-1.006967446
D78514	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans)	277527	113208	85	0.497885435	-1.006114282
AA121772	NA	Homo sapiens, clone IMAGE:4814010, mRNA	35431.5	17333.5	55	0.497981281	-1.005836582
U07707	EPS15	epidermal growth factor receptor pathway substrate 15	383770	197639	95	0.498038249	-1.005671549
NM_003004	SECTM1	secreted and transmembrane 1	1347577	592373	100	0.49871194	-1.00372135
C20680	NA	EST	697888.5	323752	100	0.498732474	-1.00366195
AA972608	FLJ35955	hypothetical protein FLJ35955	183480	61489.5	70	0.499604974	-1.001140255
AF029750	TAPBP	TAP binding protein (tapasin)	691841.5	280790.5	100	0.499657797	-1.000987727
AA704585	NA	ESTs	884311.5	398742	100	0.499760117	-1.000692323
AA626701	IL7	interleukin 7	648894	291933	100	0.499964766	-1.000101666
AF110400	FGF19	fibroblast growth factor 19	436098.5	159103	95	0.499981781	-1.000052571
